actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
362,PT09M12.00S,2021-11-13T04:32:37.5Z,3,REGULAR,3pt,Jump Shot,[],1629750,29.38567674113009,17.15686274509804,1610612741,62,51,2021-11-13T04:32:40Z,3460000,164.0,224.0,1,left,MISS J. Green 27' 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,27.75,Missed,,,,,,,,,,,,,,,,,,,
363,PT09M10.00S,2021-11-13T04:32:39.5Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,62,51,2021-11-13T04:33:05Z,3470000,,,0,,D. Green REBOUND (Off:1 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,362.0,7.0,6.0,1.0,,,,,,,,,,,
364,PT09M03.00S,2021-11-13T04:32:46.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,72.48685939553219,10.53921568627451,1610612744,62,51,2021-11-13T04:33:27Z,3480000,-197.0,206.0,1,right,MISS S. Curry 28' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,28.53,Missed,,,,,,,,,,,,,,,,,,,
365,PT09M01.00S,2021-11-13T04:32:48.7Z,3,REGULAR,rebound,defensive,[],1628396,,,1610612741,62,51,2021-11-13T04:33:10Z,3490000,,,0,,T. Bradley REBOUND (Off:1 Def:4),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,364.0,5.0,4.0,1.0,,,,,,,,,,,
366,PT08M57.00S,2021-11-13T04:32:54.8Z,3,REGULAR,foul,personal,[],1629673,,,1610612741,62,51,2021-11-13T04:36:43Z,3500000,,,0,,J. Poole take personal FOUL (2 PF),"[1629673, 1628366]",1610612744.0,GSW,take,,,Poole,J. Poole,,,,,,,,,,,,,,,202037.0,,,,,,2.0,0.0,Ball,1628366.0,
368,PT08M52.00S,2021-11-13T04:33:15.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,18.347568988173457,51.470588235294116,1610612741,62,51,2021-11-13T04:33:19Z,3520000,-7.0,120.0,1,left,MISS D. DeRozan 12' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,12.02,Missed,,,,,,,,,,,,,,,,,,,
369,PT08M50.00S,2021-11-13T04:33:17.9Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,62,51,2021-11-13T04:34:45Z,3530000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,368.0,3.0,3.0,0.0,,,,,,,,,,,
370,PT08M42.00S,2021-11-13T04:33:25.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,89.56964520367937,3.9215686274509802,1610612744,62,51,2021-11-13T04:33:28Z,3540000,-230.0,46.0,1,right,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,,
371,PT08M40.00S,2021-11-13T04:33:27.3Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,62,51,2021-11-13T04:34:49Z,3550000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,370.0,3.0,3.0,0.0,,,,,,,,,,,
372,PT08M31.00S,2021-11-13T04:33:37.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628396,10.988830486202366,42.15686274509804,1610612741,62,51,2021-11-13T04:37:41Z,3560000,39.0,51.0,1,left,MISS T. Bradley 6' cutting Layup,[1628396],1610612741.0,CHI,cutting,,,Bradley,T. Bradley,,,,,6.42,Missed,,,,,,,,,,,,,,,,,,,
373,PT08M29.00S,2021-11-13T04:33:39.0Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,62,51,2021-11-13T04:36:42Z,3570000,,,0,,K. Looney REBOUND (Off:3 Def:7),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,372.0,10.0,7.0,3.0,,,,,,,,,,,
374,PT08M16.00S,2021-11-13T04:33:53.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,90.48948751642575,42.15686274509804,1610612744,64,51,2021-11-13T04:33:55Z,3580000,-39.0,37.0,1,right,A. Wiggins driving finger roll Layup (14 PTS) (S. Curry 1 AST),"[203952, 201939]",1610612744.0,GSW,driving finger roll,,,Wiggins,A. Wiggins,,,,,5.38,Made,14.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,,
376,PT08M16.00S,2021-11-13T04:33:57.4Z,3,REGULAR,foul,personal,['1freethrow'],1628396,,,1610612744,64,51,2021-11-13T04:34:12Z,3600000,,,0,,T. Bradley shooting personal FOUL (1 PF) (Wiggins 1 FT),"[1628396, 203952]",1610612741.0,CHI,shooting,,,Bradley,T. Bradley,,,,,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Wiggins,203952.0,
382,PT08M16.00S,2021-11-13T04:34:34.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,64,51,2021-11-13T04:34:35Z,3660000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT08M16.00S,2021-11-13T04:37:13.0Z,3,REGULAR,substitution,out,[],1628396,,,1610612744,64,51,2021-11-13T04:37:31Z,3670000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT08M16.00S,2021-11-13T04:37:13.0Z,3,REGULAR,substitution,in,[],1627936,,,1610612744,64,51,2021-11-13T04:37:31Z,3680000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT08M16.00S,2021-11-13T04:37:58.4Z,3,REGULAR,freethrow,1 of 1,[],203952,,,1610612744,65,51,2021-11-13T04:37:58Z,3690000,,,0,,A. Wiggins Free Throw 1 of 1 (15 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
386,PT07M54.00S,2021-11-13T04:38:24.3Z,3,REGULAR,3pt,Jump Shot,[],1628366,30.831143232588698,29.65686274509804,1610612741,65,51,2021-11-13T04:38:27Z,3700000,102.0,237.0,1,left,MISS L. Ball 25' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
387,PT07M52.00S,2021-11-13T04:38:26.3Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,65,51,2021-11-13T04:38:33Z,3710000,,,0,,A. Wiggins REBOUND (Off:3 Def:4),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,386.0,7.0,4.0,3.0,,,,,,,,,,,
388,PT07M39.00S,2021-11-13T04:38:40.9Z,3,REGULAR,foul,personal,[],1627936,,,1610612744,65,51,2021-11-13T04:38:52Z,3720000,,,0,,A. Caruso personal FOUL (3 PF),"[1627936, 203952]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,201639.0,,,,,,3.0,0.0,Wiggins,203952.0,
390,PT07M34.00S,2021-11-13T04:39:06.2Z,3,REGULAR,2pt,Jump Shot,[],203952,78.79434954007884,27.205882352941174,1610612744,65,51,2021-11-13T04:39:09Z,3740000,-114.0,147.0,1,right,MISS A. Wiggins 18' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,18.59,Missed,,,,,,,,,,,,,,,,,,,
391,PT07M32.00S,2021-11-13T04:39:08.2Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,65,51,2021-11-13T04:41:14Z,3750000,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,390.0,4.0,4.0,0.0,,,,,,,,,,,
392,PT07M28.00S,2021-11-13T04:39:13.4Z,3,REGULAR,turnover,lost ball,[],203897,,,1610612741,65,51,2021-11-13T04:39:15Z,3760000,,,0,,Z. LaVine lost ball TURNOVER (3 TO),"[203897, 1629673]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,3.0,,,Poole,1629673.0,,,,,
393,PT07M28.00S,2021-11-13T04:39:13.4Z,3,REGULAR,steal,,[],1629673,,,1610612744,65,51,2021-11-13T04:39:16Z,3770000,,,0,,J. Poole STEAL (2 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M17.00S,2021-11-13T04:39:23.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201939,73.40670170827858,84.55882352941177,1610612744,68,51,2021-11-13T04:39:26Z,3780000,173.0,197.0,1,right,S. Curry 26' 3PT  (29 PTS) (D. Green 6 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.24,Made,29.0,D. Green,203110.0,6.0,,,,,,,,,,,,,,,
396,PT07M03.00S,2021-11-13T04:39:37.6Z,3,REGULAR,turnover,bad pass,[],203897,,,1610612741,68,51,2021-11-13T04:39:39Z,3800000,,,0,,Z. LaVine bad pass TURNOVER (4 TO),"[203897, 203952]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,4.0,,,Wiggins,203952.0,,,,,
397,PT07M03.00S,2021-11-13T04:39:37.6Z,3,REGULAR,steal,,[],203952,,,1610612744,68,51,2021-11-13T04:39:39Z,3810000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M03.00S,2021-11-13T04:39:44.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612744,68,51,2021-11-13T04:45:47Z,3820000,,,0,,J. Green take personal FOUL (3 PF) (Wiggins 2 FT),"[1629750, 203952]",1610612741.0,CHI,take,,,Green,J. Green,,,,,,,,,,,,,,,201639.0,,,,,,3.0,0.0,Wiggins,203952.0,
400,PT07M03.00S,2021-11-13T04:40:17.4Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203952,,,1610612744,68,51,2021-11-13T04:40:17Z,3840000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
401,PT07M03.00S,2021-11-13T04:40:17.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,68,51,2021-11-13T04:40:17Z,3850000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,
402,PT07M03.00S,2021-11-13T04:40:21.8Z,3,REGULAR,substitution,out,[],1629750,,,1610612744,68,51,2021-11-13T04:40:26Z,3860000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M03.00S,2021-11-13T04:40:21.8Z,3,REGULAR,substitution,in,[],1628993,,,1610612744,68,51,2021-11-13T04:40:26Z,3870000,,,0,,SUB in: A. Johnson,[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M03.00S,2021-11-13T04:40:45.0Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203952,,,1610612744,68,51,2021-11-13T04:40:45Z,3880000,,,0,,MISS A. Wiggins Free Throw 2 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
406,PT07M01.00S,2021-11-13T04:40:46.3Z,3,REGULAR,rebound,defensive,[],1627936,,,1610612741,68,51,2021-11-13T04:40:46Z,3890000,,,0,,A. Caruso REBOUND (Off:0 Def:3),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,405.0,3.0,3.0,0.0,,,,,,,,,,,
407,PT06M45.00S,2021-11-13T04:41:03.9Z,3,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,68,51,2021-11-13T04:41:17Z,3900000,,,0,,Z. LaVine step out-of-bounds TURNOVER (5 TO),[203897],1610612741.0,CHI,step,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,202037.0,5.0,,,,,,,,,
408,PT06M30.00S,2021-11-13T04:41:32.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629673,83.65637319316689,73.52941176470588,1610612744,70,51,2021-11-13T04:41:36Z,3910000,118.0,101.0,1,right,J. Poole 15' pullup Jump Shot (8 PTS) (K. Looney 1 AST),"[1629673, 1626172]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,15.51,Made,8.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,,
410,PT06M29.00S,2021-11-13T04:41:39.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,70,51,2021-11-13T04:41:39Z,3930000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M09.00S,2021-11-13T04:45:17.0Z,3,REGULAR,3pt,Jump Shot,[],203897,30.56833114323259,13.725490196078432,1610612741,70,51,2021-11-13T04:45:19Z,3940000,181.0,235.0,1,left,MISS Z. LaVine 29' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,29.67,Missed,,,,,,,,,,,,,,,,,,,
412,PT06M06.00S,2021-11-13T04:45:20.3Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,70,51,2021-11-13T04:45:20Z,3950000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,411.0,4.0,4.0,0.0,,,,,,,,,,,
413,PT05M53.00S,2021-11-13T04:45:36.3Z,3,REGULAR,turnover,traveling,[],201939,,,1610612744,70,51,2021-11-13T04:45:38Z,3960000,,,0,,S. Curry traveling TURNOVER (3 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,201639.0,3.0,,,,,,,,,
415,PT05M37.00S,2021-11-13T04:45:59.0Z,3,REGULAR,foul,personal,['2freethrow'],203110,,,1610612741,70,51,2021-11-13T04:46:16Z,3980000,,,0,,D. Green shooting personal FOUL (3 PF) (DeRozan 2 FT),"[203110, 201942]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,,,,,202007.0,,,,,,3.0,0.0,DeRozan,201942.0,
417,PT05M37.00S,2021-11-13T04:46:28.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,70,52,2021-11-13T04:46:28Z,4000000,,,0,,D. DeRozan Free Throw 1 of 2 (8 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
418,PT05M37.00S,2021-11-13T04:46:29.0Z,3,REGULAR,substitution,out,[],1626172,,,1610612741,70,52,2021-11-13T04:46:35Z,4010000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M37.00S,2021-11-13T04:46:29.0Z,3,REGULAR,substitution,out,[],201939,,,1610612741,70,52,2021-11-13T04:46:35Z,4020000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M37.00S,2021-11-13T04:46:29.0Z,3,REGULAR,substitution,in,[],1627780,,,1610612741,70,52,2021-11-13T04:46:35Z,4030000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M37.00S,2021-11-13T04:46:29.0Z,3,REGULAR,substitution,in,[],202357,,,1610612741,70,52,2021-11-13T04:46:35Z,4040000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M37.00S,2021-11-13T04:46:56.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,70,53,2021-11-13T04:46:56Z,4050000,,,0,,D. DeRozan Free Throw 2 of 2 (9 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
423,PT05M19.00S,2021-11-13T04:47:14.7Z,3,REGULAR,3pt,Jump Shot,[],1629673,64.99671484888306,35.049019607843135,1610612744,70,53,2021-11-13T04:47:19Z,4060000,-75.0,277.0,1,right,MISS J. Poole 28' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,28.64,Missed,,,,,,,,,,,,,,,,,,,
424,PT05M17.00S,2021-11-13T04:47:16.7Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,70,53,2021-11-13T04:47:31Z,4070000,,,0,,Z. LaVine REBOUND (Off:0 Def:5),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,423.0,5.0,5.0,0.0,,,,,,,,,,,
425,PT05M13.00S,2021-11-13T04:47:24.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,70,53,2021-11-13T04:47:24Z,4080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M06.00S,2021-11-13T04:47:42.9Z,3,REGULAR,2pt,Jump Shot,[],203897,23.078186596583443,44.36274509803921,1610612741,70,53,2021-11-13T04:47:47Z,4090000,28.0,164.0,1,left,MISS Z. LaVine 16' fadeaway Shot,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,16.68,Missed,,,,,,,,,,,,,,,,,,,
427,PT05M04.00S,2021-11-13T04:47:44.9Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,70,53,2021-11-13T04:48:07Z,4100000,,,0,,D. Green REBOUND (Off:1 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,426.0,8.0,7.0,1.0,,,,,,,,,,,
428,PT04M56.00S,2021-11-13T04:47:53.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202357,91.80354796320631,53.431372549019606,1610612744,70,53,2021-11-13T04:52:21Z,4110000,17.0,25.0,1,right,MISS N. Bjelica cutting Layup,[202357],1610612744.0,GSW,cutting,,,Bjelica,N. Bjelica,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,,
429,PT04M55.00S,2021-11-13T04:47:57.3Z,3,REGULAR,rebound,offensive,[],1627780,,,1610612744,70,53,2021-11-13T04:47:57Z,4120000,,,0,,G. Payton II REBOUND (Off:2 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,428.0,2.0,0.0,2.0,,,,,,,,,,,
430,PT04M55.00S,2021-11-13T04:48:18.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612744,70,53,2021-11-13T04:48:23Z,4130000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M52.00S,2021-11-13T04:49:58.5Z,3,REGULAR,jumpball,recovered,[],203952,,,1610612744,70,53,2021-11-13T04:49:58Z,4140000,,,0,,Jump Ball G. Payton II vs. A. Johnson: Tip to A. Wiggins,"[203952, 1627780, 1628993]",1610612744.0,GSW,heldball,A. Wiggins,203952.0,Wiggins,A. Wiggins,Payton II,1627780.0,Johnson,1628993.0,,,,,,,,,,,,,,,,,,,,,
434,PT04M46.00S,2021-11-13T04:50:04.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,88.78120893561103,39.21568627450981,1610612744,70,53,2021-11-13T04:50:06Z,4170000,-54.0,53.0,1,right,MISS A. Wiggins 7' driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,7.56,Missed,,,,,,,,,,,,,,,,,,,
435,PT04M44.00S,2021-11-13T04:50:06.1Z,3,REGULAR,rebound,defensive,[],1628993,,,1610612741,70,53,2021-11-13T05:01:47Z,4180000,,,0,,A. Johnson REBOUND (Off:2 Def:3),[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,434.0,5.0,3.0,2.0,,,,,,,,,,,
436,PT04M39.00S,2021-11-13T04:50:11.1Z,3,REGULAR,turnover,bad pass,[],203897,,,1610612741,70,53,2021-11-13T04:50:16Z,4190000,,,0,,Z. LaVine bad pass TURNOVER (6 TO),"[203897, 203952]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,6.0,,,Wiggins,203952.0,,,,,
437,PT04M39.00S,2021-11-13T04:50:11.1Z,3,REGULAR,steal,,[],203952,,,1610612744,70,53,2021-11-13T04:50:13Z,4200000,,,0,,A. Wiggins STEAL (2 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M18.00S,2021-11-13T04:50:32.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202357,90.22667542706965,54.41176470588235,1610612744,70,53,2021-11-13T04:50:34Z,4210000,22.0,39.0,1,right,MISS N. Bjelica driving Layup,[202357],1610612744.0,GSW,driving,,,Bjelica,N. Bjelica,,,,,4.52,Missed,,,,,,,,,,,,,,,,,,,
439,PT04M18.00S,2021-11-13T04:50:35.9Z,3,REGULAR,rebound,defensive,[],1628993,,,1610612741,70,53,2021-11-13T04:50:35Z,4220000,,,0,,A. Johnson REBOUND (Off:2 Def:4),[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,438.0,6.0,4.0,2.0,,,,,,,,,,,
440,PT04M18.00S,2021-11-13T04:50:37.0Z,3,REGULAR,foul,personal,[],1627780,,,1610612741,70,53,2021-11-13T04:50:40Z,4230000,,,0,,G. Payton II personal FOUL (2 PF),"[1627780, 1628993]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,202037.0,,,,,,2.0,0.0,Johnson,1628993.0,
442,PT04M00.00S,2021-11-13T04:51:04.5Z,3,REGULAR,turnover,lost ball,[],1628993,,,1610612741,70,53,2021-11-13T04:51:06Z,4250000,,,0,,A. Johnson lost ball TURNOVER (1 TO),"[1628993, 1627780]",1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,1.0,,,Payton II,1627780.0,,,,,
443,PT04M00.00S,2021-11-13T04:51:04.5Z,3,REGULAR,steal,,[],1627780,,,1610612744,70,53,2021-11-13T04:51:06Z,4260000,,,0,,G. Payton II STEAL (2 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M55.00S,2021-11-13T04:51:08.4Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,70,53,2021-11-13T04:51:12Z,4270000,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1628366]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,2.0,,,Ball,1628366.0,,,,,
445,PT03M55.00S,2021-11-13T04:51:08.4Z,3,REGULAR,steal,,[],1628366,,,1610612741,70,53,2021-11-13T04:51:13Z,4280000,,,0,,L. Ball STEAL (2 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M49.00S,2021-11-13T04:51:14.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628993,8.623521681997373,43.627450980392155,1610612741,70,55,2021-11-13T05:01:24Z,4290000,32.0,29.0,1,left,A. Johnson Layup (7 PTS) (D. DeRozan 2 AST),"[1628993, 201942]",1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,4.28,Made,7.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,,,
447,PT03M35.00S,2021-11-13T04:51:28.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,91.14651773981603,53.67647058823529,1610612744,72,55,2021-11-13T04:51:31Z,4300000,18.0,31.0,1,right,D. Green driving finger roll Layup (9 PTS) (N. Bjelica 2 AST),"[203110, 202357]",1610612744.0,GSW,driving finger roll,,,Green,D. Green,,,,,3.58,Made,9.0,N. Bjelica,202357.0,2.0,,,,,,,,,,,,,,,
449,PT03M15.00S,2021-11-13T04:51:49.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628993,9.674770039421814,43.13725490196079,1610612741,72,57,2021-11-13T04:51:51Z,4320000,34.0,38.0,1,left,A. Johnson Layup (9 PTS) (D. DeRozan 3 AST),"[1628993, 201942]",1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,5.15,Made,9.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,,
452,PT02M59.00S,2021-11-13T04:52:04.6Z,3,REGULAR,2pt,Jump Shot,[],1627780,76.2976346911958,47.794117647058826,1610612744,74,57,2021-11-13T04:52:07Z,4340000,-11.0,170.0,1,right,G. Payton II 17' step back Jump Shot (4 PTS) (N. Bjelica 3 AST),"[1627780, 202357]",1610612744.0,GSW,step back,,,Payton II,G. Payton II,,,,,17.07,Made,4.0,N. Bjelica,202357.0,3.0,,,,,,,,,,,,,,,
454,PT02M47.00S,2021-11-13T04:52:19.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627780,,,1610612741,74,57,2021-11-13T04:52:36Z,4360000,,,0,,G. Payton II shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1627780, 201942]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,,,,,,,,,,,202037.0,,,,,,3.0,0.0,DeRozan,201942.0,
456,PT02M47.00S,2021-11-13T04:52:49.3Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,74,58,2021-11-13T04:52:49Z,4380000,,,0,,D. DeRozan Free Throw 1 of 2 (10 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
457,PT02M47.00S,2021-11-13T04:52:52.5Z,3,REGULAR,substitution,out,[],1629673,,,1610612741,74,58,2021-11-13T04:53:03Z,4390000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M47.00S,2021-11-13T04:52:52.5Z,3,REGULAR,substitution,out,[],203952,,,1610612741,74,58,2021-11-13T04:53:03Z,4400000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M47.00S,2021-11-13T04:52:52.5Z,3,REGULAR,substitution,out,[],1628366,,,1610612741,74,58,2021-11-13T04:53:03Z,4410000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
