actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
349,PT08M31.00S,2021-10-31T01:55:37.8Z,3,REGULAR,3pt,Jump Shot,[],203952,28.203022339027594,22.30392156862745,1610612744,69,48,2021-10-31T01:55:43Z,3470000,138.0,213.0,1,left,A. Wiggins 25' 3PT  (14 PTS) (S. Curry 4 AST),"[203952, 201939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.37,Made,,,,,14.0,,,,,S. Curry,201939.0,4.0,,,,,,,
351,PT08M16.00S,2021-10-31T01:55:54.3Z,3,REGULAR,foul,personal,[],1629673,,,1610612760,69,48,2021-10-31T01:56:01Z,3490000,,,0,,J. Poole personal FOUL (2 PF),"[1629673, 1628983]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,1627524.0,,,,,,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,
353,PT08M11.00S,2021-10-31T01:56:14.6Z,3,REGULAR,2pt,Jump Shot,[],1630581,85.10183968462549,69.6078431372549,1610612760,69,48,2021-10-31T01:56:19Z,3510000,98.0,88.0,1,right,MISS J. Giddey 13' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,13.14,Missed,,,,,,,,,,,,,,,,,,,
354,PT08M08.00S,2021-10-31T01:56:17.6Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,69,48,2021-10-31T01:56:19Z,3520000,,,0,,D. Green REBOUND (Off:0 Def:8),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,353.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
355,PT08M04.00S,2021-10-31T01:56:21.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,33.065045992115635,58.333333333333336,1610612744,69,48,2021-10-31T01:56:28Z,3530000,-42.0,258.0,1,left,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,,
356,PT08M01.00S,2021-10-31T01:56:25.3Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,69,48,2021-10-31T01:56:25Z,3540000,,,0,,K. Looney REBOUND (Off:3 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,355.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
357,PT07M49.00S,2021-10-31T01:56:36.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1626172,8.623521681997373,24.754901960784316,1610612744,71,48,2021-10-31T01:56:41Z,3550000,126.0,29.0,1,left,K. Looney 12' Jump Shot (7 PTS) (S. Curry 5 AST),"[1626172, 201939]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,12.94,Made,,,,,7.0,,,,,S. Curry,201939.0,5.0,,,,,,,
359,PT07M33.00S,2021-10-31T01:56:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,90.3580814717477,46.568627450980394,1610612760,71,48,2021-10-31T01:58:25Z,3570000,-17.0,38.0,1,right,MISS L. Dort driving Layup - blocked,"[1629652, 1626172]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,4.18,Missed,,,,,,,,,,,,,Looney,1626172.0,,,,,
365,PT07M33.00S,2021-10-31T01:56:52.3Z,3,REGULAR,block,,[],1626172,,,1610612760,71,48,2021-10-31T01:57:13Z,3575000,,,0,,K. Looney BLOCK (3 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT07M32.00S,2021-10-31T01:56:53.3Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,71,48,2021-10-31T01:57:13Z,3580000,,,0,,D. Green REBOUND (Off:0 Def:9),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,359.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
361,PT07M25.00S,2021-10-31T01:57:01.2Z,3,REGULAR,2pt,Jump Shot,[],201939,14.011169513797633,92.8921568627451,1610612744,71,48,2021-10-31T01:57:22Z,3590000,-214.0,79.0,1,left,MISS S. Curry 22' Jump Shot,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,22.87,Missed,,,,,,,,,,,,,,,,,,,
362,PT07M23.00S,2021-10-31T01:57:03.2Z,3,REGULAR,rebound,offensive,[],203952,,,1610612744,71,48,2021-10-31T01:57:22Z,3600000,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,361.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
363,PT07M23.00S,2021-10-31T01:57:09.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203952,5.590000152587891,50.0,1610612744,71,48,2021-10-31T01:57:09Z,3610000,0.0,0.0,1,left,MISS A. Wiggins tip DUNK,[203952],1610612744.0,GSW,tip,,,Wiggins,A. Wiggins,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
364,PT07M23.00S,2021-10-31T01:57:12.2Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,71,48,2021-10-31T01:57:12Z,3620000,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,363.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
366,PT07M23.00S,2021-10-31T01:57:15.4Z,3,REGULAR,foul,personal,[],1629673,,,1610612760,71,48,2021-10-31T01:57:28Z,3630000,,,0,,J. Poole personal FOUL (3 PF),"[1629673, 1628983]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,1627524.0,,,,,,,,,3.0,0.0,Gilgeous-Alexander,1628983.0,
368,PT07M12.00S,2021-10-31T01:57:34.1Z,3,REGULAR,3pt,Jump Shot,[],1629652,72.48685939553219,22.54901960784314,1610612760,71,51,2021-10-31T01:57:40Z,3650000,-137.0,206.0,1,right,L. Dort 24' 3PT  (12 PTS) (S. Gilgeous-Alexander 2 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,24.76,Made,,,,,12.0,,,,,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,
370,PT06M55.00S,2021-10-31T01:57:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.046649145860711,44.36274509803921,1610612744,73,51,2021-10-31T01:57:57Z,3670000,28.0,14.0,1,left,J. Poole driving Layup (9 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,3.14,Made,,,,,9.0,,,,,,,,,,,,,,
371,PT06M40.00S,2021-10-31T01:58:05.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,94.03745072273325,53.18627450980392,1610612760,73,53,2021-10-31T01:58:10Z,3680000,16.0,4.0,1,right,S. Gilgeous-Alexander driving Layup (15 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.63,Made,,,,,15.0,,,,,,,,,,,,,,
372,PT06M29.00S,2021-10-31T01:58:16.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203952,9.280551905387648,45.83333333333333,1610612744,73,53,2021-10-31T01:58:27Z,3690000,21.0,35.0,1,left,MISS A. Wiggins turnaround Hook,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,4.05,Missed,,,,,,,,,,,,,,,,,,,
373,PT06M26.00S,2021-10-31T01:58:19.6Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612760,73,53,2021-10-31T01:58:27Z,3700000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,372.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
375,PT06M20.00S,2021-10-31T01:58:43.0Z,3,REGULAR,foul,personal,[],1626172,,,1610612760,73,53,2021-10-31T01:58:51Z,3720000,,,0,,K. Looney personal FOUL (3 PF),"[1626172, 1630581]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,202027.0,,,,,,,,,3.0,0.0,Giddey,1630581.0,
377,PT06M15.00S,2021-10-31T01:58:56.1Z,3,REGULAR,3pt,Jump Shot,[],1629647,90.48948751642575,96.81372549019608,1610612760,73,53,2021-10-31T01:59:08Z,3740000,234.0,37.0,1,right,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,,
378,PT06M11.00S,2021-10-31T01:59:00.1Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,73,53,2021-10-31T01:59:08Z,3750000,,,0,,D. Green REBOUND (Off:0 Def:10),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,377.0,10.0,10.0,0.0,,,,,,,,,,,,,,,
379,PT06M00.00S,2021-10-31T01:59:12.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,5.995400788436268,46.32352941176471,1610612744,73,53,2021-10-31T01:59:18Z,3760000,18.0,4.0,1,left,MISS J. Poole Layup,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,1.88,Missed,,,,,,,,,,,,,,,,,,,
380,PT05M57.00S,2021-10-31T01:59:15.5Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612760,73,53,2021-10-31T01:59:18Z,3770000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:3),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,379.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
381,PT05M52.00S,2021-10-31T01:59:21.7Z,3,REGULAR,foul,personal,['2freethrow'],203952,,,1610612760,73,53,2021-10-31T01:59:39Z,3780000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Dort 2 FT),"[203952, 1629652]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,1662.0,,,,,,,,,1.0,0.0,Dort,1629652.0,
383,PT05M52.00S,2021-10-31T01:59:53.9Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,73,54,2021-10-31T01:59:53Z,3800000,,,0,,L. Dort Free Throw 1 of 2 (13 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
384,PT05M52.00S,2021-10-31T02:00:06.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,73,54,2021-10-31T02:00:06Z,3810000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT05M52.00S,2021-10-31T02:02:13.5Z,3,REGULAR,substitution,out,[],1629673,,,1610612760,73,54,2021-10-31T02:02:42Z,3820000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT05M52.00S,2021-10-31T02:02:13.5Z,3,REGULAR,substitution,out,[],1626172,,,1610612760,73,54,2021-10-31T02:02:42Z,3830000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M52.00S,2021-10-31T02:02:13.5Z,3,REGULAR,substitution,out,[],1630526,,,1610612760,73,54,2021-10-31T02:02:42Z,3840000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M52.00S,2021-10-31T02:02:13.5Z,3,REGULAR,substitution,in,[],1629185,,,1610612760,73,54,2021-10-31T02:02:42Z,3850000,,,0,,SUB in: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M52.00S,2021-10-31T02:02:13.5Z,3,REGULAR,substitution,in,[],202357,,,1610612760,73,54,2021-10-31T02:02:42Z,3860000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M52.00S,2021-10-31T02:02:13.5Z,3,REGULAR,substitution,in,[],203488,,,1610612760,73,54,2021-10-31T02:02:42Z,3870000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M52.00S,2021-10-31T02:03:02.1Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,73,55,2021-10-31T02:03:02Z,3880000,,,0,,L. Dort Free Throw 2 of 2 (14 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
392,PT05M33.00S,2021-10-31T02:03:23.1Z,3,REGULAR,3pt,Jump Shot,[],203952,27.677398160315374,22.794117647058822,1610612744,73,55,2021-10-31T02:03:28Z,3890000,136.0,208.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,,
393,PT05M30.00S,2021-10-31T02:03:26.1Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,73,55,2021-10-31T02:03:28Z,3900000,,,0,,D. Bazley REBOUND (Off:0 Def:6),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,392.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
394,PT05M22.00S,2021-10-31T02:03:34.1Z,3,REGULAR,3pt,Jump Shot,[],1629647,69.72733245729303,68.13725490196079,1610612760,73,55,2021-10-31T02:03:39Z,3910000,91.0,232.0,1,right,MISS D. Bazley 24' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,,
395,PT05M18.00S,2021-10-31T02:03:38.1Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,73,55,2021-10-31T02:03:39Z,3920000,,,0,,D. Green REBOUND (Off:0 Def:11),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,394.0,11.0,11.0,0.0,,,,,,,,,,,,,,,
396,PT05M05.00S,2021-10-31T02:03:51.0Z,3,REGULAR,3pt,Jump Shot,[],1629185,28.465834428383708,24.754901960784316,1610612744,73,55,2021-10-31T02:03:57Z,3930000,126.0,215.0,1,left,MISS C. Chiozza 24' 3PT,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
397,PT05M01.00S,2021-10-31T02:03:55.0Z,3,REGULAR,rebound,offensive,[],203952,,,1610612744,73,55,2021-10-31T02:03:57Z,3940000,,,0,,A. Wiggins REBOUND (Off:2 Def:0),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,396.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
398,PT04M59.00S,2021-10-31T02:03:57.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629185,19.66162943495401,90.44117647058823,1610612744,73,55,2021-10-31T02:04:04Z,3950000,-202.0,132.0,1,left,MISS C. Chiozza 24' 3PT,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,24.16,Missed,,,,,,,,,,,,,,,,,,,
399,PT04M55.00S,2021-10-31T02:04:01.5Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,73,55,2021-10-31T02:04:04Z,3960000,,,0,,D. Bazley REBOUND (Off:0 Def:7),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,398.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
400,PT04M40.00S,2021-10-31T02:04:16.6Z,3,REGULAR,3pt,Jump Shot,[],1629652,91.80354796320631,5.147058823529411,1610612760,73,55,2021-10-31T02:04:22Z,3970000,-224.0,25.0,1,right,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,22.56,Missed,,,,,,,,,,,,,,,,,,,
401,PT04M36.00S,2021-10-31T02:04:20.6Z,3,REGULAR,rebound,offensive,[],1629647,,,1610612760,73,55,2021-10-31T02:04:22Z,3980000,,,0,,D. Bazley REBOUND (Off:1 Def:7),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,400.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
402,PT04M33.00S,2021-10-31T02:04:23.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203488,94.1688567674113,50.0,1610612760,73,57,2021-10-31T02:04:27Z,3990000,0.0,2.0,1,right,M. Muscala DUNK (2 PTS) (J. Giddey 5 AST),"[203488, 1630581]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,0.23,Made,,,,,2.0,,,,,J. Giddey,1630581.0,5.0,,,,,,,
404,PT04M19.00S,2021-10-31T02:04:36.4Z,3,REGULAR,3pt,Jump Shot,[],201939,26.757555847568987,18.627450980392158,1610612744,76,57,2021-10-31T02:04:43Z,4010000,157.0,199.0,1,left,S. Curry 25' 3PT pullup (17 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,25.34,Made,,,,,17.0,,,,,,,,,,,,,,
405,PT04M03.00S,2021-10-31T02:04:53.4Z,3,REGULAR,2pt,Jump Shot,[],203488,94.82588699080158,72.05882352941177,1610612760,76,57,2021-10-31T02:04:59Z,4020000,110.0,-4.0,1,right,MISS M. Muscala 11' Jump Shot,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,11.04,Missed,,,,,,,,,,,,,,,,,,,
406,PT03M59.00S,2021-10-31T02:04:57.4Z,3,REGULAR,rebound,defensive,[],202357,,,1610612744,76,57,2021-10-31T02:04:59Z,4030000,,,0,,N. Bjelica REBOUND (Off:2 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,405.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
407,PT03M42.00S,2021-10-31T02:05:13.9Z,3,REGULAR,3pt,Jump Shot,[],201939,18.478975032851512,92.64705882352942,1610612744,79,57,2021-10-31T02:05:19Z,4040000,-213.0,121.0,1,left,S. Curry 24' 3PT  (20 PTS) (D. Green 8 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,24.52,Made,,,,,20.0,,,,,D. Green,203110.0,8.0,,,,,,,
413,PT03M27.00S,2021-10-31T02:06:19.7Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612760,79,57,2021-10-31T02:07:55Z,4100000,,,0,,,[],1610612744.0,GSW,overturned,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,No Foul on N. Bjelica
423,PT03M27.00S,2021-10-31T02:07:27.7Z,3,REGULAR,substitution,out,[],203952,,,1610612760,79,57,2021-10-31T02:10:38Z,4101250,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M27.00S,2021-10-31T02:07:27.7Z,3,REGULAR,substitution,out,[],1628983,,,1610612760,79,57,2021-10-31T02:10:38Z,4101875,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M27.00S,2021-10-31T02:07:27.7Z,3,REGULAR,substitution,in,[],2738,,,1610612760,79,57,2021-10-31T02:10:38Z,4102187,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M27.00S,2021-10-31T02:07:27.7Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,79,57,2021-10-31T02:10:38Z,4102343,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M27.00S,2021-10-31T02:08:01.7Z,3,REGULAR,substitution,out,[],1629026,,,1610612760,79,57,2021-10-31T02:15:20Z,4102421,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M27.00S,2021-10-31T02:08:01.7Z,3,REGULAR,substitution,in,[],1628983,,,1610612760,79,57,2021-10-31T02:15:20Z,4102460,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M27.00S,2021-10-31T02:08:35.7Z,3,REGULAR,jumpball,recovered,[],1628983,,,1610612760,79,57,2021-10-31T02:12:42Z,4102500,,,0,,Jump Ball D. Bazley vs. N. Bjelica: Tip to S. Gilgeous-Alexander,"[1628983, 1629647, 202357]",1610612760.0,OKC,heldball,S. Gilgeous-Alexander,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,Bazley,1629647.0,Bjelica,202357.0,,,,,,,,,,,,,,,,,,,,,
417,PT03M11.00S,2021-10-31T02:08:42.8Z,3,REGULAR,3pt,Jump Shot,[],1628983,70.90998685939553,75.0,1610612760,79,57,2021-10-31T02:10:09Z,4140000,125.0,221.0,1,right,MISS S. Gilgeous-Alexander 25' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
418,PT03M08.00S,2021-10-31T02:08:45.6Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,79,57,2021-10-31T02:08:45Z,4150000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,417.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
419,PT02M54.00S,2021-10-31T02:09:08.2Z,3,REGULAR,foul,offensive,[],202357,,,1610612744,79,57,2021-10-31T02:09:29Z,4160000,,,0,,N. Bjelica off-the-ball offensive FOUL (2 PF),"[202357, 1629652]",1610612744.0,GSW,off-the-ball,,,Bjelica,N. Bjelica,,,,,,,,,,,,1662.0,,,,,,,,,2.0,0.0,Dort,1629652.0,
421,PT02M54.00S,2021-10-31T02:09:08.2Z,3,REGULAR,turnover,offensive foul,[],202357,,,1610612744,79,57,2021-10-31T02:09:08Z,4180000,,,0,,N. Bjelica offensive foul TURNOVER (1 TO),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,1662.0,1.0,,,,,,,,,,,,
427,PT02M54.00S,2021-10-31T02:10:50.9Z,3,REGULAR,instantreplay,request,[],0,,,1610612760,79,57,2021-10-31T02:10:56Z,4200000,,,0,,,[],,,support,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,
512,PT02M54.00S,2021-10-31T02:11:15.5Z,3,REGULAR,substitution,out,[],1630581,,,1610612760,79,57,2021-10-31T02:21:52Z,4225000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT02M54.00S,2021-10-31T02:11:15.5Z,3,REGULAR,substitution,out,[],1629647,,,1610612760,79,57,2021-10-31T02:21:52Z,4237500,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT02M54.00S,2021-10-31T02:11:15.5Z,3,REGULAR,substitution,in,[],1630526,,,1610612760,79,57,2021-10-31T02:21:52Z,4243750,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT02M54.00S,2021-10-31T02:11:15.5Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,79,57,2021-10-31T02:21:52Z,4246875,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M33.00S,2021-10-31T02:11:40.2Z,3,REGULAR,turnover,bad pass,[],1629652,,,1610612760,79,57,2021-10-31T02:11:45Z,4250000,,,0,,L. Dort bad pass TURNOVER (3 TO),"[1629652, 1629185]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,3.0,Chiozza,1629185.0,,,,,,,,,,
433,PT02M33.00S,2021-10-31T02:11:40.2Z,3,REGULAR,steal,,[],1629185,,,1610612744,79,57,2021-10-31T02:11:41Z,4260000,,,0,,C. Chiozza STEAL (1 STL),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M29.00S,2021-10-31T02:11:43.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202357,5.206964520367937,43.872549019607845,1610612744,79,57,2021-10-31T02:12:08Z,4270000,31.0,-4.0,1,left,MISS N. Bjelica Layup - blocked,"[202357, 1629652]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,3.08,Missed,,,,,,,,,,,,,Dort,1629652.0,,,,,
439,PT02M29.00S,2021-10-31T02:11:43.8Z,3,REGULAR,block,,[],1629652,,,1610612744,79,57,2021-10-31T02:12:08Z,4275000,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M28.00S,2021-10-31T02:11:44.8Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,79,57,2021-10-31T02:12:08Z,4280000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,434.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
436,PT02M24.00S,2021-10-31T02:11:49.1Z,3,REGULAR,3pt,Jump Shot,[],1629026,70.38436268068331,78.43137254901961,1610612760,79,57,2021-10-31T02:12:12Z,4290000,142.0,226.0,1,right,MISS K. Williams 26' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
437,PT02M20.00S,2021-10-31T02:11:55.0Z,3,REGULAR,rebound,offensive,[],203488,,,1610612760,79,57,2021-10-31T02:11:55Z,4300000,,,0,,M. Muscala REBOUND (Off:1 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,436.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
438,PT02M20.00S,2021-10-31T02:11:56.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203110,,,1610612760,79,57,2021-10-31T02:12:16Z,4310000,,,0,,D. Green shooting personal FOUL (2 PF) (Muscala 2 FT),"[203110, 203488]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,,202027.0,,,,,,,,,2.0,0.0,Muscala,203488.0,
