actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
358,PT09M58.00S,2021-11-04T03:24:48.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,92.85479632063075,58.57843137254902,1610612766,59,59,2021-11-04T03:24:52Z,3520000,43.0,15.0,1,right,M. Bridges turnaround Hook (26 PTS),[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,4.53,Made,,,,,26.0,,,,,,,,,,,,,,
359,PT09M43.00S,2021-11-04T03:25:02.8Z,3,REGULAR,turnover,bad pass,[],1626172,,,1610612744,59,59,2021-11-04T03:25:04Z,3530000,,,0,,K. Looney bad pass TURNOVER (3 TO),"[1626172, 1630163]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,3.0,Ball,1630163.0,,,,,,,
360,PT09M43.00S,2021-11-04T03:25:02.8Z,3,REGULAR,steal,,[],1630163,,,1610612766,59,59,2021-11-04T03:25:05Z,3540000,,,0,,L. Ball STEAL (4 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT09M41.00S,2021-11-04T03:25:06.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630163,92.72339027595268,49.50980392156863,1610612766,59,61,2021-11-04T03:30:51Z,3550000,-2.0,16.0,1,right,L. Ball running DUNK (8 PTS),[1630163],1610612766.0,CHA,running,,,Ball,L. Ball,,,,,1.61,Made,,,,,8.0,,,,,,,,,,,,,,
362,PT09M19.00S,2021-11-04T03:25:27.0Z,3,REGULAR,3pt,Jump Shot,[],203952,9.280551905387648,95.34313725490196,1610612744,62,61,2021-11-04T03:25:30Z,3560000,-227.0,35.0,1,left,A. Wiggins 3PT  (5 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,22.93,Made,,,,,5.0,K. Looney,1626172.0,1.0,,,,,,,,,,,
364,PT09M02.00S,2021-11-04T03:25:44.5Z,3,REGULAR,2pt,Jump Shot,[],202330,77.4802890932983,21.323529411764707,1610612766,62,61,2021-11-04T03:25:48Z,3580000,-143.0,159.0,1,right,MISS G. Hayward 21' step back Shot,[202330],1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,21.43,Missed,,,,,,,,,,,,,,,,,,,
365,PT09M00.00S,2021-11-04T03:25:46.5Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,62,61,2021-11-04T03:26:03Z,3590000,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,364.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
366,PT08M55.00S,2021-11-04T03:25:53.9Z,3,REGULAR,foul,personal,[],1626179,,,1610612744,62,61,2021-11-04T03:25:58Z,3600000,,,0,,T. Rozier personal FOUL (1 PF),"[1626179, 203952]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,1204.0,,,,1.0,0.0,Wiggins,203952.0,,,
368,PT08M47.00S,2021-11-04T03:26:18.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,6.783837056504599,49.50980392156863,1610612744,64,61,2021-11-04T03:26:22Z,3620000,2.0,11.0,1,left,K. Looney cutting DUNK (5 PTS) (S. Curry 5 AST),"[1626172, 201939]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,1.16,Made,,,,,5.0,S. Curry,201939.0,5.0,,,,,,,,,,,
370,PT08M41.00S,2021-11-04T03:26:28.3Z,3,REGULAR,foul,personal,['2freethrow'],203110,,,1610612766,64,61,2021-11-04T03:26:34Z,3640000,,,0,,D. Green shooting personal FOUL (1 PF) (Hayward 2 FT),"[203110, 202330]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,,,,,1204.0,,,,1.0,0.0,Hayward,202330.0,,,
372,PT08M41.00S,2021-11-04T03:26:58.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],202330,,,1610612766,64,61,2021-11-04T03:26:58Z,3660000,,,0,,MISS G. Hayward Free Throw 1 of 2,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Missed,,,,,,,,,,,,,,,,,,,
373,PT08M41.00S,2021-11-04T03:26:58.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,64,61,2021-11-04T03:26:58Z,3670000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,372.0,,,,,,,,,,,,,,,,,,
374,PT08M41.00S,2021-11-04T03:27:07.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],202330,,,1610612766,64,62,2021-11-04T03:27:07Z,3680000,,,0,,G. Hayward Free Throw 2 of 2 (14 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
375,PT08M29.00S,2021-11-04T03:27:20.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,7.178055190538765,45.588235294117645,1610612744,66,62,2021-11-04T03:27:22Z,3690000,22.0,15.0,1,left,K. Looney cutting DUNK (7 PTS) (S. Curry 6 AST),"[1626172, 201939]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,2.67,Made,,,,,7.0,S. Curry,201939.0,6.0,,,,,,,,,,,
377,PT08M15.00S,2021-11-04T03:27:36.7Z,3,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,66,62,2021-11-04T03:28:36Z,3710000,,,0,,L. Ball lost ball out-of-bounds TURNOVER (2 TO),[1630163],1610612766.0,CHA,lost ball,,,Ball,L. Ball,,,,,,,,,,,,,,,1155.0,2.0,,,,,,,,,
378,PT08M09.00S,2021-11-04T03:27:51.3Z,3,REGULAR,foul,offensive,[],203110,,,1610612744,66,62,2021-11-04T03:27:56Z,3720000,,,0,,D. Green off-the-ball offensive FOUL (2 PF),"[203110, 1630163]",1610612744.0,GSW,off-the-ball,,,Green,D. Green,,,,,,,,,,,,,,,202041.0,,,,2.0,0.0,Ball,1630163.0,,,
380,PT08M09.00S,2021-11-04T03:27:51.3Z,3,REGULAR,turnover,offensive foul,[],203110,,,1610612744,66,62,2021-11-04T03:27:51Z,3740000,,,0,,D. Green offensive foul TURNOVER (2 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,202041.0,2.0,,,,,,,,,
381,PT08M08.00S,2021-11-04T03:28:11.5Z,3,REGULAR,foul,technical,['1freethrow'],203110,,,1610612766,66,62,2021-11-04T03:28:19Z,3750000,,,0,,D. Green technical FOUL (1 Tech),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,202041.0,,,,2.0,1.0,,,,,
382,PT08M08.00S,2021-11-04T03:28:32.4Z,3,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,66,63,2021-11-04T03:28:32Z,3760000,,,0,,M. Bridges technical Free Throw 1 of 1 (27 PTS),[1628970],1610612766.0,CHA,technical,,,Bridges,M. Bridges,,,,,,Made,,,,,27.0,,,,,,,,,,,,,,
385,PT07M55.00S,2021-11-04T03:29:05.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202330,94.40999984741211,50.0,1610612766,66,63,2021-11-04T03:33:27Z,3790000,0.0,0.0,1,right,MISS G. Hayward driving Layup,[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
386,PT07M54.00S,2021-11-04T03:29:06.4Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,66,63,2021-11-04T03:29:38Z,3800000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,385.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
387,PT07M49.00S,2021-11-04T03:29:17.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,66,63,2021-11-04T03:29:17Z,3810000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M44.00S,2021-11-04T03:32:45.0Z,3,REGULAR,3pt,Jump Shot,[],201939,33.196452036793694,51.225490196078425,1610612744,66,63,2021-11-04T03:32:48Z,3820000,-6.0,260.0,1,left,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,,
389,PT07M42.00S,2021-11-04T03:32:47.0Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,66,63,2021-11-04T03:32:55Z,3830000,,,0,,G. Hayward REBOUND (Off:0 Def:9),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,388.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
390,PT07M17.00S,2021-11-04T03:33:11.4Z,3,REGULAR,3pt,Jump Shot,[],1626179,67.49342969776609,61.76470588235294,1610612766,66,63,2021-11-04T03:33:14Z,3840000,59.0,253.0,1,right,MISS T. Rozier 25' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
391,PT07M14.00S,2021-11-04T03:33:15.3Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,66,63,2021-11-04T03:33:15Z,3850000,,,0,,K. Looney REBOUND (Off:0 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,390.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
392,PT06M54.00S,2021-11-04T03:33:36.5Z,3,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612744,66,63,2021-11-04T03:33:43Z,3860000,,,0,,L. Ball shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1630163, 203952]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,,202041.0,,,,1.0,0.0,Wiggins,203952.0,,,
394,PT06M54.00S,2021-11-04T03:34:03.6Z,3,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,67,63,2021-11-04T03:34:03Z,3880000,,,0,,A. Wiggins Free Throw 1 of 2 (6 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
395,PT06M54.00S,2021-11-04T03:34:20.1Z,3,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,68,63,2021-11-04T03:34:20Z,3890000,,,0,,A. Wiggins Free Throw 2 of 2 (7 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
396,PT06M41.00S,2021-11-04T03:34:36.5Z,3,REGULAR,3pt,Jump Shot,[],1628970,76.5604467805519,88.72549019607843,1610612766,68,63,2021-11-04T03:34:39Z,3900000,194.0,168.0,1,right,MISS M. Bridges 25' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
397,PT06M39.00S,2021-11-04T03:34:38.5Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,68,63,2021-11-04T03:35:18Z,3910000,,,0,,K. Looney REBOUND (Off:0 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,396.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
398,PT06M30.00S,2021-11-04T03:34:54.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,68,63,2021-11-04T03:34:54Z,3920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M25.00S,2021-11-04T03:35:09.7Z,3,REGULAR,3pt,Jump Shot,[],1629673,30.305519053876477,17.647058823529413,1610612744,68,63,2021-11-04T03:35:13Z,3930000,162.0,232.0,1,left,MISS J. Poole 28' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,28.32,Missed,,,,,,,,,,,,,,,,,,,
400,PT06M23.00S,2021-11-04T03:35:11.7Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,68,63,2021-11-04T03:36:19Z,3940000,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,399.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
401,PT06M12.00S,2021-11-04T03:35:22.3Z,3,REGULAR,turnover,lost ball,[],1630163,,,1610612766,68,63,2021-11-04T03:35:23Z,3950000,,,0,,L. Ball lost ball TURNOVER (3 TO),"[1630163, 1629673]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,3.0,Poole,1629673.0,,,,,,,
402,PT06M12.00S,2021-11-04T03:35:22.3Z,3,REGULAR,steal,,[],1629673,,,1610612744,68,63,2021-11-04T03:35:25Z,3960000,,,0,,J. Poole STEAL (2 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M02.00S,2021-11-04T03:35:31.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,6.521024967148489,2.941176470588235,1610612744,68,63,2021-11-04T03:35:35Z,3980000,235.0,9.0,1,left,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,,
405,PT06M00.00S,2021-11-04T03:35:33.5Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,68,63,2021-11-04T03:36:24Z,3990000,,,0,,T. Rozier REBOUND (Off:1 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,404.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
406,PT05M46.00S,2021-11-04T03:35:48.2Z,3,REGULAR,2pt,Jump Shot,[],1630163,75.1149802890933,49.26470588235294,1610612766,68,63,2021-11-04T03:35:51Z,4000000,-4.0,181.0,1,right,MISS L. Ball 18' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,18.14,Missed,,,,,,,,,,,,,,,,,,,
407,PT05M44.00S,2021-11-04T03:35:50.2Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,68,63,2021-11-04T03:36:16Z,4010000,,,0,,A. Wiggins REBOUND (Off:0 Def:4),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,406.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
408,PT05M34.00S,2021-11-04T03:36:01.1Z,3,REGULAR,foul,personal,['2freethrow'],203486,,,1610612744,68,63,2021-11-04T03:36:12Z,4020000,,,0,,M. Plumlee shooting personal FOUL (2 PF) (Wiggins 2 FT),"[203486, 203952]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,202041.0,,,,2.0,0.0,Wiggins,203952.0,,,
410,PT05M34.00S,2021-11-04T03:36:42.3Z,3,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,69,63,2021-11-04T03:36:42Z,4040000,,,0,,A. Wiggins Free Throw 1 of 2 (8 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
411,PT05M34.00S,2021-11-04T03:36:44.0Z,3,REGULAR,substitution,out,[],201939,,,1610612744,69,63,2021-11-04T03:36:53Z,4050000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M34.00S,2021-11-04T03:36:44.0Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,69,63,2021-11-04T03:36:53Z,4060000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M34.00S,2021-11-04T03:36:44.0Z,3,REGULAR,substitution,out,[],1626179,,,1610612744,69,63,2021-11-04T03:36:53Z,4070000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M34.00S,2021-11-04T03:36:44.0Z,3,REGULAR,substitution,in,[],1627780,,,1610612744,69,63,2021-11-04T03:36:53Z,4080000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M34.00S,2021-11-04T03:36:44.0Z,3,REGULAR,substitution,in,[],202357,,,1610612744,69,63,2021-11-04T03:36:53Z,4090000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M34.00S,2021-11-04T03:36:44.0Z,3,REGULAR,substitution,in,[],1626162,,,1610612744,69,63,2021-11-04T03:36:53Z,4100000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M34.00S,2021-11-04T03:37:08.7Z,3,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,70,63,2021-11-04T03:37:08Z,4110000,,,0,,A. Wiggins Free Throw 2 of 2 (9 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
418,PT05M21.00S,2021-11-04T03:37:25.7Z,3,REGULAR,turnover,bad pass,[],203486,,,1610612766,70,63,2021-11-04T03:37:27Z,4120000,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 1629673]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,1.0,Poole,1629673.0,,,,,,,
419,PT05M21.00S,2021-11-04T03:37:25.7Z,3,REGULAR,steal,,[],1629673,,,1610612744,70,63,2021-11-04T03:37:28Z,4130000,,,0,,J. Poole STEAL (3 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M15.00S,2021-11-04T03:37:33.4Z,3,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,70,63,2021-11-04T03:37:36Z,4140000,,,0,,J. Poole bad pass out-of-bounds TURNOVER (1 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,,,,,,,,,,,1204.0,1.0,,,,,,,,,
421,PT05M15.00S,2021-11-04T03:37:41.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,70,63,2021-11-04T03:37:41Z,4150000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M15.00S,2021-11-04T03:39:01.6Z,3,REGULAR,memo,,[],0,,,1610612766,70,63,2021-11-04T03:39:01Z,4160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381st Straight Sellout,,
423,PT05M15.00S,2021-11-04T03:40:51.8Z,3,REGULAR,substitution,out,[],203486,,,1610612766,70,63,2021-11-04T03:40:58Z,4170000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M15.00S,2021-11-04T03:40:51.8Z,3,REGULAR,substitution,in,[],1629023,,,1610612766,70,63,2021-11-04T03:40:58Z,4180000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M59.00S,2021-11-04T03:41:14.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629023,93.11760840998686,54.65686274509803,1610612766,70,63,2021-11-04T03:47:58Z,4190000,23.0,12.0,1,right,MISS P. Washington reverse Layup,[1629023],1610612766.0,CHA,reverse,,,Washington,P. Washington,,,,,2.63,Missed,,,,,,,,,,,,,,,,,,,
426,PT04M57.00S,2021-11-04T03:41:16.0Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,70,63,2021-11-04T03:42:08Z,4200000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,425.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
427,PT04M40.00S,2021-11-04T03:41:32.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,17.427726675427067,43.627450980392155,1610612744,70,63,2021-11-04T03:41:35Z,4210000,32.0,111.0,1,left,MISS A. Wiggins 11' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,11.58,Missed,,,,,,,,,,,,,,,,,,,
428,PT04M38.00S,2021-11-04T03:41:36.2Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,70,63,2021-11-04T03:41:36Z,4220000,,,0,,P. Washington REBOUND (Off:1 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,427.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
429,PT04M27.00S,2021-11-04T03:41:47.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.59198423127464,48.28431372549019,1610612766,70,63,2021-11-04T03:42:02Z,4230000,-9.0,17.0,1,right,MISS M. Bridges driving finger roll Layup,[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,1.91,Missed,,,,,,,,,,,,,,,,,,,
430,PT04M26.00S,2021-11-04T03:41:48.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,70,63,2021-11-04T03:42:02Z,4240000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,429.0,,,,,,,,,,,,,,,,,,
431,PT04M26.00S,2021-11-04T03:41:53.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,70,63,2021-11-04T03:41:53Z,4250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M14.00S,2021-11-04T03:42:18.9Z,3,REGULAR,3pt,Jump Shot,[],1629673,24.392247043363994,9.068627450980392,1610612744,70,63,2021-11-04T03:42:21Z,4260000,205.0,177.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,,
434,PT04M13.00S,2021-11-04T03:42:19.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,70,63,2021-11-04T03:42:56Z,4280000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,432.0,,,,,,,,,,,,,,,,,,
435,PT04M13.00S,2021-11-04T03:42:28.9Z,3,REGULAR,foul,technical,['1freethrow'],1629673,,,1610612744,70,63,2021-11-04T03:42:49Z,4290000,,,0,,J. Poole technical FOUL (1 Tech),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,1155.0,,,,2.0,1.0,,,,,
436,PT04M13.00S,2021-11-04T03:42:51.1Z,3,REGULAR,freethrow,1 of 1,[],1628970,,,1610612744,70,64,2021-11-04T03:42:51Z,4300000,,,0,,M. Bridges technical Free Throw 1 of 1 (28 PTS),[1628970],1610612766.0,CHA,technical,,,Bridges,M. Bridges,,,,,,Made,,,,,28.0,,,,,,,,,,,,,,
437,PT04M13.00S,2021-11-04T03:43:08.4Z,3,REGULAR,substitution,out,[],203952,,,1610612744,70,64,2021-11-04T03:43:27Z,4310000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M13.00S,2021-11-04T03:43:08.4Z,3,REGULAR,substitution,out,[],1628970,,,1610612744,70,64,2021-11-04T03:43:27Z,4320000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M13.00S,2021-11-04T03:43:08.4Z,3,REGULAR,substitution,out,[],1630163,,,1610612744,70,64,2021-11-04T03:43:27Z,4330000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M13.00S,2021-11-04T03:43:08.4Z,3,REGULAR,substitution,in,[],2738,,,1610612744,70,64,2021-11-04T03:43:27Z,4340000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M13.00S,2021-11-04T03:43:08.4Z,3,REGULAR,substitution,in,[],1628998,,,1610612744,70,64,2021-11-04T03:43:27Z,4350000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M13.00S,2021-11-04T03:43:08.4Z,3,REGULAR,substitution,in,[],202397,,,1610612744,70,64,2021-11-04T03:43:27Z,4360000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M04.00S,2021-11-04T03:43:28.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,9.017739816031538,50.245098039215684,1610612744,72,64,2021-11-04T03:46:09Z,4370000,-1.0,32.0,1,left,G. Payton II Layup (4 PTS) (D. Green 6 AST),"[1627780, 203110]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,3.23,Made,,,,,4.0,D. Green,203110.0,6.0,,,,,,,,,,,
444,PT03M55.00S,2021-11-04T03:43:33.1Z,3,REGULAR,turnover,lost ball,[],202397,,,1610612766,72,64,2021-11-04T03:43:35Z,4380000,,,0,,I. Smith lost ball TURNOVER (3 TO),"[202397, 1627780]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,3.0,Payton II,1627780.0,,,,,,,
445,PT03M55.00S,2021-11-04T03:43:33.1Z,3,REGULAR,steal,,[],1627780,,,1610612744,72,64,2021-11-04T03:43:35Z,4390000,,,0,,G. Payton II STEAL (2 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M53.00S,2021-11-04T03:43:37.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612744,72,64,2021-11-04T03:43:44Z,4400000,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Poole 2 FT),"[1626162, 1629673]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,1204.0,,,,1.0,0.0,Poole,1629673.0,,,
448,PT03M53.00S,2021-11-04T03:44:09.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629673,,,1610612744,73,64,2021-11-04T03:44:09Z,4420000,,,0,,J. Poole Free Throw 1 of 2 (26 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,26.0,,,,,,,,,,,,,,
