actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
514,PT09M42.00S,2022-11-02T01:29:56.3Z,4,REGULAR,3pt,Jump Shot,[],203897,27.151773981603156,84.55882352941177,1610612741,84,84,2022-11-02T01:30:00Z,5100000,-173.0,203.0,1,left,Z. LaVine 26' 3PT pullup (16 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,26.64,Made,,,,,,,16.0,,,,,,,,,,,
515,PT09M22.00S,2022-11-02T01:30:18.1Z,4,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612751,84,84,2022-11-02T01:30:24Z,5110000,,,0,,A. Caruso shooting personal FOUL (1 PF) (Claxton 2 FT),"[1627936, 1629651]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,,,,,,1.0,0.0,Claxton,1629651.0,,,,
517,PT09M22.00S,2022-11-02T01:30:43.1Z,4,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,85,84,2022-11-02T01:31:13Z,5130000,,,0,,N. Claxton Free Throw 1 of 2 (10 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
518,PT09M22.00S,2022-11-02T01:30:43.6Z,4,REGULAR,substitution,out,[],1627884,,,1610612751,85,84,2022-11-02T01:30:53Z,5140000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT09M22.00S,2022-11-02T01:30:43.6Z,4,REGULAR,substitution,out,[],201609,,,1610612751,85,84,2022-11-02T01:30:53Z,5150000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M22.00S,2022-11-02T01:30:43.6Z,4,REGULAR,substitution,out,[],1630172,,,1610612751,85,84,2022-11-02T01:30:53Z,5160000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT09M22.00S,2022-11-02T01:30:43.6Z,4,REGULAR,substitution,in,[],202696,,,1610612751,85,84,2022-11-02T01:30:53Z,5170000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT09M22.00S,2022-11-02T01:30:43.6Z,4,REGULAR,substitution,in,[],1630245,,,1610612751,85,84,2022-11-02T01:30:53Z,5180000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT09M22.00S,2022-11-02T01:30:43.6Z,4,REGULAR,substitution,in,[],1629750,,,1610612751,85,84,2022-11-02T01:30:53Z,5190000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M22.00S,2022-11-02T01:30:43.1Z,4,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,85,84,2022-11-02T01:31:13Z,5200000,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
525,PT09M20.00S,2022-11-02T01:30:45.1Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612741,85,84,2022-11-02T01:31:16Z,5210000,,,0,,A. Caruso REBOUND (Off:0 Def:3),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,524.0,3.0,3.0,0.0,,,,,,,,,,,,,,
526,PT09M06.00S,2022-11-02T01:31:45.9Z,4,REGULAR,foul,personal,[],1626220,,,1610612741,85,84,2022-11-02T01:32:19Z,5220000,,,0,,R. O'Neale personal FOUL (2 PF),"[1626220, 202696]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,,,,,,2.0,0.0,Vucevic,202696.0,,,,
528,PT08M59.00S,2022-11-02T01:32:17.9Z,4,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,85,84,2022-11-02T01:32:28Z,5240000,,,0,,Z. LaVine bad pass out-of-bounds TURNOVER (1 TO),[203897],1610612741.0,CHI,bad pass,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,,202058.0,1.0,,,,,,,,,,,,
529,PT08M44.00S,2022-11-02T01:32:39.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,72.35545335085413,14.705882352941178,1610612751,88,84,2022-11-02T01:32:42Z,5250000,-176.0,207.0,1,right,R. O'Neale 27' 3PT  (20 PTS) (N. Claxton 2 AST),"[1626220, 1629651]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,27.23,Made,,,,,,,20.0,N. Claxton,1629651.0,2.0,,,,,,,,
531,PT08M30.00S,2022-11-02T01:32:52.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,4.418528252299605,41.66666666666667,1610612741,88,86,2022-11-02T01:32:56Z,5270000,42.0,-11.0,1,left,A. Dosunmu driving Layup (15 PTS) (A. Caruso 3 AST),"[1630245, 1627936]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,4.31,Made,,,,,,,15.0,A. Caruso,1627936.0,3.0,,,,,,,,
532,PT08M10.00S,2022-11-02T01:33:12.0Z,4,REGULAR,3pt,Jump Shot,[],202681,67.36202365308804,22.54901960784314,1610612751,88,86,2022-11-02T01:33:17Z,5280000,-137.0,254.0,1,right,MISS K. Irving 28' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,28.9,Missed,,,,,,,,,,,,,,,,,,
533,PT08M08.00S,2022-11-02T01:33:14.0Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,88,86,2022-11-02T01:33:17Z,5290000,,,0,,N. Vucevic REBOUND (Off:2 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,532.0,11.0,9.0,2.0,,,,,,,,,,,,,,
535,PT07M52.00S,2022-11-02T01:33:31.0Z,4,REGULAR,3pt,Jump Shot,[],1627936,6.915243101182654,4.6568627450980395,1610612741,88,89,2022-11-02T01:33:40Z,5300000,227.0,13.0,1,left,A. Caruso 3PT  (4 PTS) (A. Dosunmu 3 AST),"[1627936, 1630245]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,22.7,Made,,,,,,,4.0,A. Dosunmu,1630245.0,3.0,,,,,,,,
537,PT07M50.00S,2022-11-02T01:33:36.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,88,89,2022-11-02T01:33:47Z,5320000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M50.00S,2022-11-02T01:35:22.6Z,4,REGULAR,substitution,out,[],1628410,,,1610612751,88,89,2022-11-02T01:36:26Z,5330000,,,0,,SUB out: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M50.00S,2022-11-02T01:35:22.6Z,4,REGULAR,substitution,in,[],201142,,,1610612751,88,89,2022-11-02T01:36:26Z,5340000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M48.00S,2022-11-02T01:37:07.6Z,4,REGULAR,foul,offensive,[],202681,,,1610612751,88,89,2022-11-02T01:37:13Z,5350000,,,0,,K. Irving offensive FOUL (4 PF),"[202681, 1630245]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,,,,,202058.0,,,,,,4.0,0.0,Dosunmu,1630245.0,,,,
542,PT07M48.00S,2022-11-02T01:37:07.6Z,4,REGULAR,turnover,offensive foul,[],202681,,,1610612751,88,89,2022-11-02T01:37:07Z,5370000,,,0,,K. Irving offensive foul TURNOVER (3 TO),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,,,,,,,202058.0,3.0,,,,,,,,,,,,
543,PT07M26.00S,2022-11-02T01:37:54.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,6.521024967148489,44.6078431372549,1610612741,88,91,2022-11-02T01:38:01Z,5380000,27.0,9.0,1,left,A. Dosunmu driving Layup (17 PTS) (A. Caruso 4 AST),"[1630245, 1627936]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,2.84,Made,,,,,,,17.0,A. Caruso,1627936.0,4.0,,,,,,,,
545,PT07M01.00S,2022-11-02T01:38:18.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,90.09526938239159,58.08823529411765,1610612751,90,91,2022-11-02T01:38:23Z,5400000,40.0,41.0,1,right,K. Irving fadeaway Jump Shot (4 PTS) (K. Durant 6 AST),"[202681, 201142]",1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,,,,,,,4.0,K. Durant,201142.0,6.0,,,,,,,,
547,PT06M42.00S,2022-11-02T01:38:37.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,15.456636005256241,46.07843137254902,1610612741,90,93,2022-11-02T01:38:42Z,5420000,20.0,93.0,1,left,Z. LaVine 9' floating Jump Shot (18 PTS),[203897],1610612741.0,CHI,floating,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),8-16 Center,9.48,Made,,,,,,,18.0,,,,,,,,,,,
548,PT06M24.00S,2022-11-02T01:38:56.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,89.04402102496715,40.68627450980392,1610612751,90,93,2022-11-02T01:39:08Z,5430000,-47.0,50.0,1,right,MISS K. Durant 6' driving floating Shot,[201142],1610612751.0,BKN,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,6.87,Missed,,,,,,,,,,,,,,,,,,
549,PT06M19.00S,2022-11-02T01:39:01.0Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612741,90,93,2022-11-02T01:39:08Z,5440000,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,548.0,2.0,1.0,1.0,,,,,,,,,,,,,,
550,PT06M15.00S,2022-11-02T01:39:03.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203897,25.04927726675427,87.5,1610612741,90,96,2022-11-02T01:39:11Z,5450000,-188.0,183.0,1,left,Z. LaVine 26' 3PT running (21 PTS) (A. Dosunmu 4 AST),"[203897, 1630245]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,26.2,Made,,,,,,,21.0,A. Dosunmu,1630245.0,4.0,,,,,,,,
551,PT05M51.00S,2022-11-02T01:39:28.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,88.12417871222075,53.431372549019606,1610612751,90,96,2022-11-02T01:39:31Z,5460000,17.0,59.0,1,right,MISS K. Durant 6' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,,,,,,,,
552,PT05M49.00S,2022-11-02T01:39:30.6Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,90,96,2022-11-02T01:39:31Z,5470000,,,0,,N. Vucevic REBOUND (Off:2 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,551.0,12.0,10.0,2.0,,,,,,,,,,,,,,
553,PT05M37.00S,2022-11-02T01:39:42.5Z,4,REGULAR,3pt,Jump Shot,[],203897,33.98488830486202,57.59803921568627,1610612741,90,99,2022-11-02T01:39:50Z,5480000,-38.0,267.0,1,left,Z. LaVine 26' 3PT  (24 PTS) (N. Vucevic 1 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,26.97,Made,,,,,,,24.0,N. Vucevic,202696.0,1.0,,,,,,,,
556,PT05M37.00S,2022-11-02T01:40:14.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,90,99,2022-11-02T01:40:22Z,5500000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M37.00S,2022-11-02T01:40:15.9Z,4,REGULAR,substitution,out,[],1629139,,,1610612751,90,99,2022-11-02T01:42:29Z,5510000,,,0,,SUB out: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M37.00S,2022-11-02T01:40:15.9Z,4,REGULAR,substitution,out,[],1627936,,,1610612751,90,99,2022-11-02T01:42:29Z,5520000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT05M37.00S,2022-11-02T01:40:15.9Z,4,REGULAR,substitution,in,[],203925,,,1610612751,90,99,2022-11-02T01:42:29Z,5530000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT05M37.00S,2022-11-02T01:40:15.9Z,4,REGULAR,substitution,in,[],1630172,,,1610612751,90,99,2022-11-02T01:42:29Z,5540000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M19.00S,2022-11-02T01:43:28.8Z,4,REGULAR,3pt,Jump Shot,[],203925,64.73390275952694,59.80392156862745,1610612751,90,99,2022-11-02T01:43:34Z,5550000,49.0,279.0,1,right,MISS J. Harris 28' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,28.33,Missed,,,,,,,,,,,,,,,,,,
562,PT05M16.00S,2022-11-02T01:43:31.8Z,4,REGULAR,rebound,defensive,[],1630172,,,1610612741,90,99,2022-11-02T01:43:34Z,5560000,,,0,,P. Williams REBOUND (Off:3 Def:4),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,561.0,7.0,4.0,3.0,,,,,,,,,,,,,,
563,PT04M57.00S,2022-11-02T01:43:51.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,10.988830486202366,52.94117647058824,1610612741,90,101,2022-11-02T01:43:55Z,5570000,-15.0,51.0,1,left,N. Vucevic turnaround Hook (5 PTS),[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.29,Made,,,,,,,5.0,,,,,,,,,,,
564,PT04M43.00S,2022-11-02T01:44:05.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203925,92.72339027595268,47.794117647058826,1610612751,92,101,2022-11-02T01:44:08Z,5580000,-11.0,16.0,1,right,J. Harris driving Layup (8 PTS) (K. Irving 7 AST),"[203925, 202681]",1610612751.0,BKN,driving,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,8.0,K. Irving,202681.0,7.0,,,,,,,,
566,PT04M30.00S,2022-11-02T01:44:17.9Z,4,REGULAR,3pt,Jump Shot,[],203897,35.56176084099869,51.71568627450981,1610612741,92,101,2022-11-02T01:44:21Z,5600000,-9.0,282.0,1,left,MISS Z. LaVine 28' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,28.19,Missed,,,,,,,,,,,,,,,,,,
567,PT04M27.00S,2022-11-02T01:44:20.9Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,92,101,2022-11-02T01:44:21Z,5610000,,,0,,K. Irving REBOUND (Off:0 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,566.0,4.0,4.0,0.0,,,,,,,,,,,,,,
568,PT04M15.00S,2022-11-02T01:44:33.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,91.5407358738502,56.127450980392155,1610612751,92,101,2022-11-02T01:44:40Z,5620000,31.0,27.0,1,right,MISS K. Irving driving floating Shot,[202681],1610612751.0,BKN,driving floating,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
569,PT04M13.00S,2022-11-02T01:44:35.4Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,92,101,2022-11-02T01:44:40Z,5630000,,,0,,N. Vucevic REBOUND (Off:2 Def:11),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,568.0,13.0,11.0,2.0,,,,,,,,,,,,,,
570,PT04M13.00S,2022-11-02T01:44:39.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,92,101,2022-11-02T01:44:52Z,5640000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M13.00S,2022-11-02T01:44:56.8Z,4,REGULAR,substitution,in,[],201942,,,1610612741,92,101,2022-11-02T01:45:57Z,5660000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M13.00S,2022-11-02T01:44:56.8Z,4,REGULAR,substitution,out,[],1629750,,,1610612741,92,101,2022-11-02T01:50:22Z,5665000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M00.00S,2022-11-02T01:46:20.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.206964520367937,40.19607843137255,1610612741,92,101,2022-11-02T01:46:26Z,5670000,49.0,-4.0,1,left,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,4.91,Missed,,,,,,,,,,,,,,,,,,
575,PT03M57.00S,2022-11-02T01:46:23.3Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,92,101,2022-11-02T01:46:26Z,5690000,,,0,,K. Irving REBOUND (Off:0 Def:5),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,573.0,5.0,5.0,0.0,,,,,,,,,,,,,,
576,PT03M45.00S,2022-11-02T01:46:34.3Z,4,REGULAR,2pt,Jump Shot,[],201142,84.97043363994744,27.696078431372552,1610612751,94,101,2022-11-02T01:46:39Z,5700000,-112.0,89.0,1,right,K. Durant 14' pullup Jump Shot (32 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,14.25,Made,,,,,,,32.0,,,,,,,,,,,
577,PT03M29.00S,2022-11-02T01:46:50.3Z,4,REGULAR,2pt,Jump Shot,[],201942,18.347568988173457,30.637254901960787,1610612741,94,101,2022-11-02T01:46:54Z,5710000,97.0,120.0,1,left,MISS D. DeRozan 15' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,15.42,Missed,,,,,,,,,,,,,,,,,,
578,PT03M27.00S,2022-11-02T01:46:52.3Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,94,101,2022-11-02T01:46:54Z,5720000,,,0,,N. Claxton REBOUND (Off:0 Def:10),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,577.0,10.0,10.0,0.0,,,,,,,,,,,,,,
635,PT03M19.00S,2022-11-02T01:47:00.9Z,4,REGULAR,turnover,lost ball,[],201142,,,1610612751,94,101,2022-11-02T03:36:43Z,5739375,,,0,,K. Durant lost ball TURNOVER (5 TO),"[201142, 201942]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,5.0,,,,,,,,,DeRozan,201942.0,,
636,PT03M19.00S,2022-11-02T01:47:00.9Z,4,REGULAR,steal,,[],201942,,,1610612741,94,101,2022-11-02T03:36:43Z,5744687,,,0,,D. DeRozan STEAL (3 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
581,PT03M16.00S,2022-11-02T01:47:06.1Z,4,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612741,94,101,2022-11-02T01:47:15Z,5750000,,,0,,R. O'Neale shooting personal FOUL (3 PF) (LaVine 2 FT),"[1626220, 203897]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203593.0,,,,,,3.0,0.0,LaVine,203897.0,,,,
583,PT03M16.00S,2022-11-02T01:47:39.2Z,4,REGULAR,freethrow,1 of 2,"['fastbreak', 'fromturnover']",203897,,,1610612741,94,102,2022-11-02T03:36:43Z,5770000,,,0,,Z. LaVine Free Throw 1 of 2 (25 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,25.0,,,,,,,,,,,
584,PT03M16.00S,2022-11-02T01:47:39.7Z,4,REGULAR,substitution,out,[],1629651,,,1610612741,94,102,2022-11-02T01:47:47Z,5780000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT03M16.00S,2022-11-02T01:47:39.7Z,4,REGULAR,substitution,out,[],1630172,,,1610612741,94,102,2022-11-02T01:47:47Z,5790000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT03M16.00S,2022-11-02T01:47:39.7Z,4,REGULAR,substitution,in,[],1629139,,,1610612741,94,102,2022-11-02T01:47:47Z,5800000,,,0,,SUB in: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT03M16.00S,2022-11-02T01:47:39.7Z,4,REGULAR,substitution,in,[],1627936,,,1610612741,94,102,2022-11-02T01:47:47Z,5810000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT03M16.00S,2022-11-02T01:48:04.5Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203897,,,1610612741,94,103,2022-11-02T03:36:43Z,5820000,,,0,,Z. LaVine Free Throw 2 of 2 (26 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,Made,,,,,,,26.0,,,,,,,,,,,
589,PT03M04.00S,2022-11-02T01:48:21.1Z,4,REGULAR,turnover,bad pass,[],201142,,,1610612751,94,103,2022-11-02T01:48:27Z,5830000,,,0,,K. Durant bad pass TURNOVER (6 TO),"[201142, 1630245]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,,,,,,,,6.0,,,,,,,,,Dosunmu,1630245.0,,
593,PT03M04.00S,2022-11-02T01:48:21.1Z,4,REGULAR,steal,,[],1630245,,,1610612741,94,103,2022-11-02T01:48:23Z,5840000,,,0,,A. Dosunmu STEAL (2 STL),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
594,PT02M51.00S,2022-11-02T01:48:34.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203897,34.90473061760841,52.20588235294118,1610612741,94,106,2022-11-02T01:48:43Z,5850000,-11.0,276.0,1,left,Z. LaVine 27' 3PT  (29 PTS) (N. Vucevic 2 AST),"[203897, 202696]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,27.58,Made,,,,,,,29.0,N. Vucevic,202696.0,2.0,,,,,,,,
596,PT02M38.00S,2022-11-02T01:48:46.4Z,4,REGULAR,3pt,Jump Shot,[],202681,79.31997371879106,7.352941176470589,1610612751,94,106,2022-11-02T01:50:49Z,5870000,-213.0,142.0,1,right,MISS K. Irving 25' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
597,PT02M36.00S,2022-11-02T01:48:48.9Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612741,94,106,2022-11-02T01:48:48Z,5880000,,,0,,A. Caruso REBOUND (Off:0 Def:4),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,596.0,4.0,4.0,0.0,,,,,,,,,,,,,,
600,PT02M19.00S,2022-11-02T01:49:08.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202696,4.418528252299605,39.705882352941174,1610612741,94,106,2022-11-02T01:49:24Z,5890000,51.0,-11.0,1,left,MISS N. Vucevic Layup - blocked,"[202696, 201142]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.27,Missed,,,,,,,,,,,,,,,,,Durant,201142.0
601,PT02M19.00S,2022-11-02T01:49:08.2Z,4,REGULAR,block,,[],201142,,,1610612741,94,106,2022-11-02T01:49:14Z,5900000,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
602,PT02M19.00S,2022-11-02T01:49:08.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,94,106,2022-11-02T01:49:25Z,5910000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,600.0,,,,,,,,,,,,,,,,,
604,PT02M06.00S,2022-11-02T01:49:35.5Z,4,REGULAR,3pt,Jump Shot,[],1629139,86.81011826544021,96.07843137254902,1610612751,97,106,2022-11-02T01:49:40Z,5930000,230.0,71.0,1,right,Y. Watanabe 24' 3PT  (10 PTS) (R. O'Neale 3 AST),"[1629139, 1626220]",1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Right Corner 3,24+ Right,24.12,Made,,,,,,,10.0,R. O'Neale,1626220.0,3.0,,,,,,,,
