actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
436,PT05M16.00S,2023-11-09T02:45:33.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,94.1688567674113,51.71568627450981,1610612747,82,61,2023-11-09T02:45:37Z,4300000,False,9.0,2.0,1,right,L. James turnaround bank Jump Shot (18 PTS),[2544],1610612747.0,LAL,turnaround bank,,,James,L. James,,,,,Restricted Area,0-8 Center,0.89,Made,,,,18.0,,,,,,,,,,,,,,
437,PT05M04.00S,2023-11-09T02:45:44.8Z,3,REGULAR,2pt,Jump Shot,[],1630578,30.305519053876477,49.01960784313725,1610612745,84,61,2023-11-09T02:48:25Z,4310000,False,5.0,232.0,1,left,A. Sengun 23' Jump Shot (17 PTS) (J. Tate 1 AST),"[1630578, 1630256]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Center,23.25,Made,,,,17.0,,,,J. Tate,1630256.0,1.0,,,,,,,,
439,PT04M47.00S,2023-11-09T02:46:02.9Z,3,REGULAR,3pt,Jump Shot,[],1629060,94.82588699080158,3.431372549019608,1610612747,84,61,2023-11-09T02:46:12Z,4330000,False,-233.0,-4.0,1,right,MISS R. Hachimura 3PT,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
440,PT04M46.00S,2023-11-09T02:46:03.9Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,84,61,2023-11-09T02:46:12Z,4340000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,,,,,439.0,,6.0,5.0,1.0,,,,,,,,,,,
441,PT04M30.00S,2023-11-09T02:46:19.5Z,3,REGULAR,3pt,Jump Shot,[],1630256,10.068988173455978,3.431372549019608,1610612745,84,61,2023-11-09T02:46:25Z,4350000,False,233.0,42.0,1,left,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Right Corner 3,24+ Right,23.66,Missed,,,,,,,,,,,,,,,,,,
442,PT04M30.00S,2023-11-09T02:46:19.5Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,84,61,2023-11-09T02:46:25Z,4360000,False,,,0,,L. James REBOUND (Off:1 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,,,,,441.0,,6.0,5.0,1.0,,,,,,,,,,,
443,PT04M19.00S,2023-11-09T02:46:30.2Z,3,REGULAR,3pt,Jump Shot,[],1626156,67.49342969776609,61.76470588235294,1610612747,84,64,2023-11-09T02:46:34Z,4370000,False,59.0,253.0,1,right,D. Russell 25' 3PT  (15 PTS) (R. Hachimura 2 AST),"[1626156, 1629060]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,25.98,Made,,,,15.0,,,,R. Hachimura,1629060.0,2.0,,,,,,,,
445,PT03M57.00S,2023-11-09T02:46:52.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,13.354139290407357,49.26470588235294,1610612745,86,64,2023-11-09T02:46:59Z,4390000,False,4.0,73.0,1,left,A. Sengun 7' driving Hook (19 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,7.31,Made,,,,19.0,,,,,,,,,,,,,,
446,PT03M41.00S,2023-11-09T02:47:07.0Z,3,REGULAR,3pt,Jump Shot,[],1626156,74.32654402102497,85.04901960784314,1610612747,86,64,2023-11-09T02:47:13Z,4400000,False,175.0,189.0,1,right,MISS D. Russell 25' pullup 3PT,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
447,PT03M41.00S,2023-11-09T02:47:07.0Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,86,64,2023-11-09T02:47:13Z,4410000,False,,,0,,A. Sengun REBOUND (Off:0 Def:7),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,446.0,,7.0,7.0,0.0,,,,,,,,,,,
448,PT03M29.00S,2023-11-09T02:47:20.4Z,3,REGULAR,3pt,Jump Shot,[],1630256,28.465834428383708,76.22549019607843,1610612745,89,64,2023-11-09T02:47:26Z,4420000,False,-131.0,215.0,1,left,J. Tate 25' 3PT  (12 PTS) (F. VanVleet 10 AST),"[1630256, 1627832]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,25.19,Made,,,,12.0,,,,F. VanVleet,1627832.0,10.0,,,,,,,,
451,PT03M11.00S,2023-11-09T02:47:43.4Z,3,REGULAR,substitution,out,[],1631095,,,1610612747,89,64,2023-11-09T02:47:54Z,4450000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M11.00S,2023-11-09T02:47:43.4Z,3,REGULAR,substitution,out,[],1630578,,,1610612747,89,64,2023-11-09T02:47:54Z,4460000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M11.00S,2023-11-09T02:47:43.4Z,3,REGULAR,substitution,out,[],1630559,,,1610612747,89,64,2023-11-09T02:47:54Z,4470000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M11.00S,2023-11-09T02:47:43.4Z,3,REGULAR,substitution,out,[],2544,,,1610612747,89,64,2023-11-09T02:47:54Z,4480000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M11.00S,2023-11-09T02:47:43.4Z,3,REGULAR,substitution,in,[],201145,,,1610612747,89,64,2023-11-09T02:47:54Z,4490000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M11.00S,2023-11-09T02:47:43.4Z,3,REGULAR,substitution,in,[],1631106,,,1610612747,89,64,2023-11-09T02:47:54Z,4500000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M11.00S,2023-11-09T02:47:43.4Z,3,REGULAR,substitution,in,[],1629629,,,1610612747,89,64,2023-11-09T02:47:54Z,4510000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M11.00S,2023-11-09T02:47:43.4Z,3,REGULAR,substitution,in,[],1631108,,,1610612747,89,64,2023-11-09T02:47:54Z,4520000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M57.00S,2023-11-09T02:48:27.5Z,3,REGULAR,2pt,Jump Shot,[],1626156,70.90998685939553,45.09803921568628,1610612747,89,66,2023-11-09T02:48:34Z,4540000,False,-25.0,221.0,1,right,D. Russell 22' pullup Jump Shot (17 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,22.23,Made,,,,17.0,,,,,,,,,,,,,,
461,PT02M43.00S,2023-11-09T02:48:48.8Z,3,REGULAR,foul,personal,[],1627752,,,1610612745,89,66,2023-11-09T02:49:14Z,4550000,False,,,0,,T. Prince personal FOUL (2 PF),"[1627752, 201145]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2002.0,2.0,0.0,Green,201145.0,,,
463,PT02M43.00S,2023-11-09T02:49:00.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,89,66,2023-11-09T02:49:03Z,4570000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M43.00S,2023-11-09T02:50:49.6Z,3,REGULAR,substitution,out,[],1627832,,,1610612745,89,66,2023-11-09T02:51:24Z,4580000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M43.00S,2023-11-09T02:50:49.6Z,3,REGULAR,substitution,in,[],1630224,,,1610612745,89,66,2023-11-09T02:51:24Z,4590000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M32.00S,2023-11-09T02:51:56.8Z,3,REGULAR,3pt,Jump Shot,[],1630224,26.757555847568987,18.38235294117647,1610612745,92,66,2023-11-09T02:52:02Z,4600000,False,158.0,199.0,1,left,J. Green 25' 3PT  (21 PTS) (A. Holiday 2 AST),"[1630224, 1628988]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.42,Made,,,,21.0,,,,A. Holiday,1628988.0,2.0,,,,,,,,
468,PT02M09.00S,2023-11-09T02:52:19.3Z,3,REGULAR,2pt,Jump Shot,[],1626156,78.40013140604468,42.40196078431372,1610612747,92,68,2023-11-09T02:52:26Z,4620000,False,-38.0,151.0,1,right,D. Russell 15' step back Jump Shot (19 PTS),[1626156],1610612747.0,LAL,step back,,,Russell,D. Russell,,,,,Mid-Range,8-16 Center,15.52,Made,,,,19.0,,,,,,,,,,,,,,
469,PT01M55.00S,2023-11-09T02:52:33.6Z,3,REGULAR,3pt,Jump Shot,[],1630224,8.09789750328515,2.941176470588235,1610612745,95,68,2023-11-09T02:52:39Z,4630000,False,235.0,24.0,1,left,J. Green 3PT  (24 PTS) (T. Eason 1 AST),"[1630224, 1631106]",1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.65,Made,,,,24.0,,,,T. Eason,1631106.0,1.0,,,,,,,,
471,PT01M36.00S,2023-11-09T02:52:54.7Z,3,REGULAR,2pt,Jump Shot,[],1626156,75.77201051248358,39.46078431372549,1610612747,95,68,2023-11-09T03:03:58Z,4650000,False,-53.0,175.0,1,right,MISS D. Russell 18' pullup Shot,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,18.3,Missed,,,,,,,,,,,,,,,,,,
472,PT01M35.00S,2023-11-09T02:52:55.7Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,95,68,2023-11-09T02:53:04Z,4660000,False,,,0,,J. Green REBOUND (Off:0 Def:6),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,471.0,,6.0,6.0,0.0,,,,,,,,,,,
474,PT01M27.00S,2023-11-09T02:53:10.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626156,,,1610612745,95,68,2023-11-09T02:53:16Z,4680000,False,,,0,,D. Russell shooting personal FOUL (1 PF) (Green 2 FT),"[1626156, 1630224]",1610612747.0,LAL,shooting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,1.0,0.0,Green,1630224.0,,,
476,PT01M27.00S,2023-11-09T02:53:33.6Z,3,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,95,68,2023-11-09T02:53:33Z,4700000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
477,PT01M27.00S,2023-11-09T02:53:33.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,95,68,2023-11-09T02:53:33Z,4710000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,
478,PT01M27.00S,2023-11-09T02:53:33.6Z,3,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,95,68,2023-11-09T02:54:02Z,4720000,False,,,0,,MISS J. Green Free Throw 2 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
479,PT01M26.00S,2023-11-09T02:53:34.6Z,3,REGULAR,rebound,offensive,[],1630224,,,1610612745,95,68,2023-11-09T02:54:02Z,4730000,False,,,0,,J. Green REBOUND (Off:1 Def:6),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,478.0,,7.0,6.0,1.0,,,,,,,,,,,
481,PT01M12.00S,2023-11-09T02:54:24.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630256,29.25427069645204,76.47058823529412,1610612745,95,68,2023-11-09T02:54:56Z,4750000,False,-132.0,222.0,1,left,MISS J. Tate 25' turnaround fadeaway 3PT,[1630256],1610612745.0,HOU,turnaround fadeaway,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
482,PT01M12.00S,2023-11-09T02:54:24.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,95,68,2023-11-09T02:54:56Z,4760000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,481.0,,,,,,,,,,,,,,,
483,PT01M12.00S,2023-11-09T02:54:31.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612745,95,68,2023-11-09T02:54:45Z,4770000,False,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202027.0,,,,,,,
484,PT00M58.70S,2023-11-09T02:54:47.7Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631108,86.67871222076215,46.568627450980394,1610612747,95,68,2023-11-09T02:54:53Z,4780000,False,-17.0,73.0,1,right,MISS M. Christie 7' driving Hook,[1631108],1610612747.0,LAL,driving,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,,,,,
485,PT00M57.00S,2023-11-09T02:54:49.4Z,3,REGULAR,rebound,defensive,[],1631106,,,1610612745,95,68,2023-11-09T02:54:53Z,4790000,False,,,0,,T. Eason REBOUND (Off:2 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,484.0,,4.0,2.0,2.0,,,,,,,,,,,
486,PT00M37.20S,2023-11-09T02:55:09.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,5.732588699080158,52.69607843137255,1610612745,97,68,2023-11-09T02:55:17Z,4800000,False,-13.0,1.0,1,left,J. Green driving finger roll Layup (26 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.36,Made,,,,26.0,,,,,,,,,,,,,,
487,PT00M30.30S,2023-11-09T02:55:18.1Z,3,REGULAR,3pt,Jump Shot,[],1626156,73.53810775295663,83.08823529411765,1610612747,97,71,2023-11-09T02:55:25Z,4810000,False,165.0,196.0,1,right,D. Russell 25' 3PT pullup (22 PTS),[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.66,Made,,,,22.0,,,,,,,,,,,,,,
488,PT00M12.80S,2023-11-09T02:55:40.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.389618922470433,52.69607843137255,1610612745,99,71,2023-11-09T02:55:47Z,4820000,False,-13.0,8.0,1,left,J. Green driving finger roll Layup (28 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.55,Made,,,,28.0,,,,,,,,,,,,,,
489,PT00M12.80S,2023-11-09T02:55:48.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627752,,,1610612745,99,71,2023-11-09T02:55:54Z,4830000,False,,,0,,T. Prince shooting personal FOUL (3 PF) (Green 1 FT),"[1627752, 1630224]",1610612747.0,LAL,shooting,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,3.0,0.0,Green,1630224.0,,,
491,PT00M12.80S,2023-11-09T02:56:00.4Z,3,REGULAR,substitution,out,[],1628988,,,1610612745,99,71,2023-11-09T02:56:05Z,4850000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M12.80S,2023-11-09T02:56:00.4Z,3,REGULAR,substitution,in,[],1631095,,,1610612745,99,71,2023-11-09T02:56:05Z,4860000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M12.80S,2023-11-09T02:56:25.7Z,3,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,99,71,2023-11-09T02:56:25Z,4870000,False,,,0,,MISS J. Green Free Throw 1 of 1,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
494,PT00M12.50S,2023-11-09T02:56:26.0Z,3,REGULAR,rebound,defensive,[],1631108,,,1610612747,99,71,2023-11-09T02:56:31Z,4880000,False,,,0,,M. Christie REBOUND (Off:0 Def:4),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,493.0,,4.0,4.0,0.0,,,,,,,,,,,
495,PT00M01.90S,2023-11-09T02:56:35.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,87.72996057818659,49.754901960784316,1610612747,99,71,2023-11-09T02:56:47Z,4890000,False,-1.0,63.0,1,right,MISS M. Christie 6' driving floating Shot,[1631108],1610612747.0,LAL,driving floating,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
496,PT00M01.60S,2023-11-09T02:56:36.2Z,3,REGULAR,rebound,offensive,[],1631108,,,1610612747,99,71,2023-11-09T02:56:47Z,4900000,False,,,0,,M. Christie REBOUND (Off:1 Def:4),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,495.0,,5.0,4.0,1.0,,,,,,,,,,,
497,PT00M00.00S,2023-11-09T02:56:38.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631108,92.46057818659659,62.254901960784316,1610612747,99,71,2023-11-09T02:57:07Z,4910000,False,61.0,18.0,1,right,MISS M. Christie 6' putback Layup - blocked,"[1631108, 1631106]",1610612747.0,LAL,putback,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,6.4,Missed,Eason,1631106.0,,,,,,,,,,,,,,,,
499,PT00M00.00S,2023-11-09T02:56:38.6Z,3,REGULAR,block,,[],1631106,,,1610612747,99,71,2023-11-09T02:57:07Z,4915000,False,,,0,,T. Eason BLOCK (1 BLK),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
498,PT00M00.00S,2023-11-09T02:56:38.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,99,71,2023-11-09T02:57:07Z,4920000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,497.0,,,,,,,,,,,,,,,
500,PT00M00.00S,2023-11-09T02:57:08.7Z,3,REGULAR,period,end,[],0,,,1610612747,99,71,2023-11-09T02:57:08Z,4930000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2023-11-09T02:58:56.6Z,4,REGULAR,substitution,out,['startperiod'],1630224,,,1610612747,99,71,2023-11-09T02:59:21Z,4940000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2023-11-09T02:58:56.6Z,4,REGULAR,substitution,out,['startperiod'],201145,,,1610612747,99,71,2023-11-09T02:59:21Z,4950000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2023-11-09T02:58:56.6Z,4,REGULAR,substitution,out,['startperiod'],1631095,,,1610612747,99,71,2023-11-09T02:59:21Z,4960000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2023-11-09T02:58:56.6Z,4,REGULAR,substitution,out,['startperiod'],1626156,,,1610612747,99,71,2023-11-09T02:59:21Z,4970000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2023-11-09T02:58:56.6Z,4,REGULAR,substitution,out,['startperiod'],1627752,,,1610612747,99,71,2023-11-09T02:59:21Z,4980000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2023-11-09T02:58:56.6Z,4,REGULAR,substitution,in,['startperiod'],1628988,,,1610612747,99,71,2023-11-09T02:59:21Z,4990000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2023-11-09T02:58:56.6Z,4,REGULAR,substitution,in,['startperiod'],203493,,,1610612747,99,71,2023-11-09T02:59:21Z,5000000,False,,,0,,SUB in: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2023-11-09T02:58:56.6Z,4,REGULAR,substitution,in,['startperiod'],1629111,,,1610612747,99,71,2023-11-09T02:59:21Z,5010000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2023-11-09T02:58:56.6Z,4,REGULAR,substitution,in,['startperiod'],1641793,,,1610612747,99,71,2023-11-09T02:59:21Z,5020000,False,,,0,,SUB in: D. Hodge,[1641793],1610612747.0,LAL,,,,Hodge,D. Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2023-11-09T02:58:56.6Z,4,REGULAR,substitution,in,['startperiod'],1630658,,,1610612747,99,71,2023-11-09T02:59:21Z,5030000,False,,,0,,SUB in: C. Castleton,[1630658],1610612747.0,LAL,,,,Castleton,C. Castleton,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2023-11-09T02:59:29.0Z,4,REGULAR,period,start,[],0,,,1610612745,99,71,2023-11-09T02:59:29Z,5040000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT11M42.00S,2023-11-09T02:59:46.2Z,4,REGULAR,2pt,Jump Shot,[],1631106,15.062417871222076,21.07843137254902,1610612745,99,71,2023-11-09T02:59:54Z,5050000,False,145.0,89.0,1,left,MISS T. Eason 16' pullup Shot,[1631106],1610612745.0,HOU,pullup,,,Eason,T. Eason,,,,,Mid-Range,16-24 Right,16.98,Missed,,,,,,,,,,,,,,,,,,
513,PT11M41.00S,2023-11-09T02:59:47.2Z,4,REGULAR,rebound,offensive,[],1631106,,,1610612745,99,71,2023-11-09T02:59:54Z,5060000,False,,,0,,T. Eason REBOUND (Off:3 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Right,,,,,512.0,,5.0,2.0,3.0,,,,,,,,,,,
515,PT11M28.00S,2023-11-09T03:00:13.6Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630256,13.485545335085414,45.09803921568628,1610612745,101,71,2023-11-09T03:00:21Z,5080000,False,25.0,74.0,1,left,J. Tate 7' turnaround Hook (14 PTS),[1630256],1610612745.0,HOU,turnaround,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,7.82,Made,,,,14.0,,,,,,,,,,,,,,
516,PT11M14.00S,2023-11-09T03:00:28.0Z,4,REGULAR,3pt,Jump Shot,[],1629060,73.27529566360053,18.137254901960784,1610612747,101,74,2023-11-09T03:00:32Z,5090000,False,-159.0,199.0,1,right,R. Hachimura 25' 3PT  (18 PTS) (M. Christie 1 AST),"[1629060, 1631108]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,25.47,Made,,,,18.0,,,,M. Christie,1631108.0,1.0,,,,,,,,
518,PT10M59.00S,2023-11-09T03:00:43.1Z,4,REGULAR,3pt,Jump Shot,[],1631106,21.369908015768726,7.352941176470589,1610612745,101,74,2023-11-09T03:00:52Z,5110000,False,213.0,148.0,1,left,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
519,PT10M58.00S,2023-11-09T03:00:44.1Z,4,REGULAR,rebound,defensive,[],1631108,,,1610612747,101,74,2023-11-09T03:00:52Z,5120000,False,,,0,,M. Christie REBOUND (Off:1 Def:5),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,,518.0,,6.0,5.0,1.0,,,,,,,,,,,
520,PT10M47.00S,2023-11-09T03:00:54.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,92.72339027595268,48.77450980392157,1610612747,101,74,2023-11-09T03:01:02Z,5130000,False,-6.0,16.0,1,right,MISS C. Reddish driving reverse Layup - blocked,"[1629629, 1629111]",1610612747.0,LAL,driving reverse,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,1.7,Missed,Landale,1629111.0,,,,,,,,,,,,,,,,
521,PT10M47.00S,2023-11-09T03:00:54.5Z,4,REGULAR,block,,[],1629111,,,1610612747,101,74,2023-11-09T03:00:56Z,5140000,False,,,0,,J. Landale BLOCK (1 BLK),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
522,PT10M46.00S,2023-11-09T03:00:55.5Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,101,74,2023-11-09T03:01:02Z,5150000,False,,,0,,T. Eason REBOUND (Off:3 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,520.0,,6.0,3.0,3.0,,,,,,,,,,,
