actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
261,PT04M51.00S,2022-04-09T00:23:08.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629018,83.39356110381078,42.40196078431372,1610612761,45,56,2022-04-09T00:23:14Z,2600000,-38.0,104.0,1,right,G. Trent Jr. 11' floating Jump Shot (7 PTS) (K. Birch 1 AST),"[1629018, 203920]",1610612761.0,TOR,floating,,,Trent Jr.,G. Trent Jr.,,,,,11.03,Made,7.0,K. Birch,203920.0,1.0,,,,,,,,,,,,,,
263,PT04M27.00S,2022-04-09T00:23:31.7Z,2,REGULAR,3pt,Jump Shot,[],1630224,29.6484888304862,26.47058823529412,1610612745,45,56,2022-04-09T00:23:38Z,2620000,118.0,226.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
264,PT04M24.00S,2022-04-09T00:23:34.7Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,45,56,2022-04-09T00:23:38Z,2630000,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,263.0,3.0,3.0,0.0,,,,,,,,,,
265,PT04M13.00S,2022-04-09T00:23:46.2Z,2,REGULAR,turnover,lost ball,[],1627783,,,1610612761,45,56,2022-04-09T00:23:50Z,2640000,,,0,,P. Siakam lost ball TURNOVER (1 TO),"[1627783, 1629645]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,1.0,,,,,Porter Jr.,1629645.0,,
266,PT04M13.00S,2022-04-09T00:23:46.2Z,2,REGULAR,steal,,[],1629645,,,1610612745,45,56,2022-04-09T00:23:47Z,2650000,,,0,,K. Porter Jr. STEAL (1 STL),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M13.00S,2022-04-09T00:23:53.7Z,2,REGULAR,foul,personal,[],1627783,,,1610612745,45,56,2022-04-09T00:24:19Z,2660000,,,0,,P. Siakam personal FOUL (2 PF),"[1627783, 1629645]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,2004.0,,2.0,0.0,Porter Jr.,1629645.0,,,,
269,PT04M01.00S,2022-04-09T00:24:20.5Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629645,7.30946123521682,40.68627450980392,1610612745,45,56,2022-04-09T00:24:24Z,2680000,47.0,16.0,1,left,MISS K. Porter Jr. driving Hook,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,4.93,Missed,,,,,,,,,,,,,,,,,,
270,PT03M58.00S,2022-04-09T00:24:23.5Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,45,56,2022-04-09T00:24:24Z,2690000,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,269.0,5.0,3.0,2.0,,,,,,,,,,
271,PT03M53.00S,2022-04-09T00:24:28.3Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629018,91.5407358738502,19.11764705882353,1610612761,45,56,2022-04-09T00:24:46Z,2700000,-154.0,27.0,1,right,MISS G. Trent Jr. 15' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,15.67,Missed,,,,,,,,,,,,,,,,,,
272,PT03M52.00S,2022-04-09T00:24:29.3Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,45,56,2022-04-09T00:25:24Z,2710000,,,0,,C. Boucher REBOUND (Off:1 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,271.0,4.0,3.0,1.0,,,,,,,,,,
273,PT03M51.00S,2022-04-09T00:24:31.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628449,94.40999984741211,50.0,1610612761,45,56,2022-04-09T00:25:33Z,2720000,0.0,0.0,1,right,MISS C. Boucher tip Layup,[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
274,PT03M50.00S,2022-04-09T00:24:32.9Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,45,56,2022-04-09T00:25:33Z,2730000,,,0,,C. Boucher REBOUND (Off:2 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,273.0,5.0,3.0,2.0,,,,,,,,,,
275,PT03M49.00S,2022-04-09T00:24:33.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628449,94.40999984741211,50.0,1610612761,47,56,2022-04-09T00:25:36Z,2740000,0.0,0.0,1,right,C. Boucher tip Layup (4 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,
276,PT03M49.00S,2022-04-09T00:24:37.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,47,56,2022-04-09T00:24:37Z,2750000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M31.00S,2022-04-09T00:27:41.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,7.30946123521682,46.32352941176471,1610612745,47,58,2022-04-09T00:27:47Z,2760000,18.0,16.0,1,left,A. Sengun cutting Layup (8 PTS) (K. Porter Jr. 2 AST),"[1630578, 1629645]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,2.45,Made,8.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,,,,
279,PT03M16.00S,2022-04-09T00:27:55.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627783,94.30026281208936,51.225490196078425,1610612761,49,58,2022-04-09T00:28:00Z,2780000,6.0,1.0,1,right,P. Siakam cutting DUNK (16 PTS) (T. Young 1 AST),"[1627783, 201152]",1610612761.0,TOR,cutting,,,Siakam,P. Siakam,,,,,0.62,Made,16.0,T. Young,201152.0,1.0,,,,,,,,,,,,,,
281,PT03M07.00S,2022-04-09T00:28:07.5Z,2,REGULAR,foul,personal,[],203920,,,1610612745,49,58,2022-04-09T00:28:14Z,2800000,,,0,,K. Birch personal FOUL (2 PF),"[203920, 1630578]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,2004.0,,2.0,0.0,Sengun,1630578.0,,,,
283,PT03M07.00S,2022-04-09T00:28:18.8Z,2,REGULAR,substitution,out,[],1630528,,,1610612745,49,58,2022-04-09T00:28:22Z,2820000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M07.00S,2022-04-09T00:28:18.8Z,2,REGULAR,substitution,in,[],1629726,,,1610612745,49,58,2022-04-09T00:28:22Z,2830000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M55.00S,2022-04-09T00:28:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,7.5722733245729295,52.450980392156865,1610612745,49,58,2022-04-09T00:28:46Z,2840000,-12.0,19.0,1,left,MISS J. Tate Layup - blocked,"[1630256, 1628449]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,2.24,Missed,,,,,,,,,,,,,,,,,Boucher,1628449.0
286,PT02M55.00S,2022-04-09T00:28:41.7Z,2,REGULAR,block,,[],1628449,,,1610612745,49,58,2022-04-09T00:28:44Z,2850000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M52.00S,2022-04-09T00:28:44.7Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,49,58,2022-04-09T00:28:46Z,2860000,,,0,,J. Tate REBOUND (Off:2 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,285.0,3.0,1.0,2.0,,,,,,,,,,
288,PT02M49.00S,2022-04-09T00:28:47.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629726,8.229303547963205,95.83333333333334,1610612745,49,61,2022-04-09T00:28:52Z,2870000,-229.0,25.0,1,left,G. Mathews 3PT  (6 PTS) (J. Tate 1 AST),"[1629726, 1630256]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,23.05,Made,6.0,J. Tate,1630256.0,1.0,,,,,,,,,,,,,,
290,PT02M29.00S,2022-04-09T00:29:08.5Z,2,REGULAR,2pt,Jump Shot,[],1627783,75.90341655716163,70.34313725490196,1610612761,51,61,2022-04-09T00:29:13Z,2890000,102.0,174.0,1,right,P. Siakam 20' step back Jump Shot (18 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,20.15,Made,18.0,,,,,,,,,,,,,,,,,
291,PT02M22.00S,2022-04-09T00:29:19.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612745,51,61,2022-04-09T00:29:43Z,2900000,,,0,,P. Siakam shooting personal FOUL (3 PF) (Mathews 2 FT),"[1627783, 1629726]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,202026.0,,3.0,0.0,Mathews,1629726.0,,,,
293,PT02M22.00S,2022-04-09T00:29:54.6Z,2,REGULAR,freethrow,1 of 2,[],1629726,,,1610612745,51,62,2022-04-09T00:30:16Z,2920000,,,0,,G. Mathews Free Throw 1 of 2 (7 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
294,PT02M22.00S,2022-04-09T00:29:55.6Z,2,REGULAR,substitution,out,[],1627783,,,1610612745,51,62,2022-04-09T00:29:57Z,2930000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M22.00S,2022-04-09T00:29:55.6Z,2,REGULAR,substitution,in,[],1630567,,,1610612745,51,62,2022-04-09T00:29:57Z,2940000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M22.00S,2022-04-09T00:29:54.6Z,2,REGULAR,freethrow,2 of 2,[],1629726,,,1610612745,51,62,2022-04-09T00:30:16Z,2950000,,,0,,MISS G. Mathews Free Throw 2 of 2,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Missed,,,,,,,,,,,,,,,,,,
297,PT02M18.00S,2022-04-09T00:29:58.6Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,51,62,2022-04-09T00:30:16Z,2960000,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,296.0,1.0,1.0,0.0,,,,,,,,,,
298,PT02M03.00S,2022-04-09T00:30:27.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201152,92.06636005256242,59.068627450980394,1610612761,53,62,2022-04-09T00:30:32Z,2970000,45.0,22.0,1,right,T. Young turnaround Hook (8 PTS) (C. Boucher 1 AST),"[201152, 1628449]",1610612761.0,TOR,turnaround,,,Young,T. Young,,,,,5.04,Made,8.0,C. Boucher,1628449.0,1.0,,,,,,,,,,,,,,
300,PT01M53.00S,2022-04-09T00:30:44.7Z,2,REGULAR,foul,offensive,['inpenalty'],1630578,,,1610612745,53,62,2022-04-09T00:30:53Z,2990000,,,0,,A. Sengun off-the-ball offensive FOUL (3 PF),"[1630578, 1628449]",1610612745.0,HOU,off-the-ball,,,Sengun,A. Sengun,,,,,,,,,,,,,,,2004.0,,3.0,0.0,Boucher,1628449.0,,,,
302,PT01M53.00S,2022-04-09T00:30:44.7Z,2,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,53,62,2022-04-09T00:30:44Z,3010000,,,0,,A. Sengun offensive foul TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,2004.0,1.0,,,,,,,,
303,PT01M44.00S,2022-04-09T00:31:03.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629018,76.42904073587385,46.568627450980394,1610612761,53,62,2022-04-09T00:31:08Z,3020000,-17.0,169.0,1,right,MISS G. Trent Jr. 17' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,17.0,Missed,,,,,,,,,,,,,,,,,,
304,PT01M40.00S,2022-04-09T00:31:07.7Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,53,62,2022-04-09T00:31:08Z,3030000,,,0,,J. Green REBOUND (Off:1 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,303.0,4.0,3.0,1.0,,,,,,,,,,
305,PT01M27.00S,2022-04-09T00:31:20.5Z,2,REGULAR,turnover,bad pass,[],1629726,,,1610612745,53,62,2022-04-09T00:31:25Z,3040000,,,0,,G. Mathews bad pass TURNOVER (1 TO),"[1629726, 203920]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,1.0,,,,,Birch,203920.0,,
306,PT01M27.00S,2022-04-09T00:31:20.5Z,2,REGULAR,steal,,[],203920,,,1610612761,53,62,2022-04-09T00:31:22Z,3050000,,,0,,K. Birch STEAL (2 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M24.00S,2022-04-09T00:31:25.7Z,2,REGULAR,turnover,out-of-bounds,[],201152,,,1610612761,53,62,2022-04-09T00:31:32Z,3060000,,,0,,T. Young bad pass out-of-bounds TURNOVER (1 TO),[201152],1610612761.0,TOR,bad pass,,,Young,T. Young,,,,,,,,,,,,,,,1626301.0,1.0,,,,,,,,
308,PT01M24.00S,2022-04-09T00:31:29.8Z,2,REGULAR,substitution,out,[],1630578,,,1610612745,53,62,2022-04-09T00:31:41Z,3070000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M24.00S,2022-04-09T00:31:29.8Z,2,REGULAR,substitution,in,[],1630586,,,1610612745,53,62,2022-04-09T00:31:41Z,3080000,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M14.00S,2022-04-09T00:31:54.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612745,53,62,2022-04-09T00:32:06Z,3090000,,,0,,C. Boucher shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1628449, 1629645]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Porter Jr.,1629645.0,,,,
312,PT01M14.00S,2022-04-09T00:32:21.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629645,,,1610612745,53,63,2022-04-09T00:32:21Z,3110000,,,0,,K. Porter Jr. Free Throw 1 of 2 (18 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
313,PT01M14.00S,2022-04-09T00:32:36.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629645,,,1610612745,53,64,2022-04-09T00:32:36Z,3120000,,,0,,K. Porter Jr. Free Throw 2 of 2 (19 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
314,PT00M55.90S,2022-04-09T00:32:56.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,86.5473061760841,44.6078431372549,1610612761,55,64,2022-04-09T00:33:02Z,3130000,-27.0,74.0,1,right,K. Birch 7' turnaround Jump Shot (6 PTS) (T. Young 2 AST),"[203920, 201152]",1610612761.0,TOR,turnaround,,,Birch,K. Birch,,,,,7.88,Made,6.0,T. Young,201152.0,2.0,,,,,,,,,,,,,,
316,PT00M32.70S,2022-04-09T00:33:22.7Z,2,REGULAR,3pt,Jump Shot,[],1630256,7.046649145860711,95.83333333333334,1610612745,55,64,2022-04-09T00:33:31Z,3150000,-229.0,14.0,1,left,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,22.96,Missed,,,,,,,,,,,,,,,,,,
317,PT00M27.70S,2022-04-09T00:33:27.7Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,55,64,2022-04-09T00:33:31Z,3160000,,,0,,T. Young REBOUND (Off:0 Def:2),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,316.0,2.0,2.0,0.0,,,,,,,,,,
319,PT00M23.80S,2022-04-09T00:33:38.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630256,,,1610612761,55,64,2022-04-09T00:33:48Z,3180000,,,0,,J. Tate shooting personal FOUL (3 PF) (Boucher 2 FT),"[1630256, 1628449]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,,2004.0,,3.0,0.0,Boucher,1628449.0,,,,
321,PT00M23.80S,2022-04-09T00:33:59.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628449,,,1610612761,56,64,2022-04-09T00:33:59Z,3200000,,,0,,C. Boucher Free Throw 1 of 2 (5 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
322,PT00M23.80S,2022-04-09T00:34:03.0Z,2,REGULAR,substitution,out,[],1630256,,,1610612761,56,64,2022-04-09T00:34:11Z,3210000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M23.80S,2022-04-09T00:34:03.0Z,2,REGULAR,substitution,in,[],1630528,,,1610612761,56,64,2022-04-09T00:34:11Z,3220000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M23.80S,2022-04-09T00:34:23.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628449,,,1610612761,57,64,2022-04-09T00:34:23Z,3230000,,,0,,C. Boucher Free Throw 2 of 2 (6 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
325,PT00M05.90S,2022-04-09T00:34:45.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201152,,,1610612745,57,64,2022-04-09T00:34:52Z,3240000,,,0,,T. Young personal FOUL (1 PF) (Porter Jr. 2 FT),"[201152, 1629645]",1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,1626301.0,,1.0,0.0,Porter Jr.,1629645.0,,,,
327,PT00M05.90S,2022-04-09T00:35:18.0Z,2,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,57,65,2022-04-09T00:35:18Z,3260000,,,0,,K. Porter Jr. Free Throw 1 of 2 (20 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
328,PT00M05.90S,2022-04-09T00:35:18.7Z,2,REGULAR,substitution,out,[],1629726,,,1610612745,57,65,2022-04-09T00:35:23Z,3270000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M05.90S,2022-04-09T00:35:18.7Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,57,65,2022-04-09T00:35:23Z,3280000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M05.90S,2022-04-09T00:35:34.6Z,2,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,57,66,2022-04-09T00:35:34Z,3290000,,,0,,K. Porter Jr. Free Throw 2 of 2 (21 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
331,PT00M01.80S,2022-04-09T00:35:41.2Z,2,REGULAR,3pt,Jump Shot,[],1630567,56.718134034165566,15.686274509803921,1610612761,57,66,2022-04-09T00:35:50Z,3300000,-172.0,354.0,1,right,MISS S. Barnes 39' driving floating bank 3PT,[1630567],1610612761.0,TOR,driving floating bank,,,Barnes,S. Barnes,,,,,39.37,Missed,,,,,,,,,,,,,,,,,,
332,PT00M01.80S,2022-04-09T00:35:41.2Z,2,REGULAR,rebound,defensive,[],1630586,,,1610612745,57,66,2022-04-09T00:35:50Z,3310000,,,0,,U. Garuba REBOUND (Off:1 Def:1),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,331.0,2.0,1.0,1.0,,,,,,,,,,
333,PT00M00.00S,2022-04-09T00:35:50.0Z,2,REGULAR,period,end,[],0,,,1610612745,57,66,2022-04-09T00:35:50Z,3320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-04-09T00:50:25.1Z,3,REGULAR,substitution,out,['startperiod'],201152,,,1610612745,57,66,2022-04-09T00:50:54Z,3330000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-04-09T00:50:25.1Z,3,REGULAR,substitution,out,['startperiod'],1628449,,,1610612745,57,66,2022-04-09T00:50:54Z,3340000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-04-09T00:50:25.1Z,3,REGULAR,substitution,out,['startperiod'],1630528,,,1610612745,57,66,2022-04-09T00:50:54Z,3350000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-04-09T00:50:25.1Z,3,REGULAR,substitution,out,['startperiod'],1630586,,,1610612745,57,66,2022-04-09T00:50:54Z,3360000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-04-09T00:50:25.1Z,3,REGULAR,substitution,in,['startperiod'],1629717,,,1610612745,57,66,2022-04-09T00:50:54Z,3370000,,,0,,SUB in: A. Brooks,[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-04-09T00:50:25.1Z,3,REGULAR,substitution,in,['startperiod'],1627783,,,1610612745,57,66,2022-04-09T00:50:54Z,3380000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-04-09T00:50:25.1Z,3,REGULAR,substitution,in,['startperiod'],1630578,,,1610612745,57,66,2022-04-09T00:50:54Z,3390000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-04-09T00:50:25.1Z,3,REGULAR,substitution,in,['startperiod'],1629726,,,1610612745,57,66,2022-04-09T00:50:54Z,3400000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-04-09T00:51:00.8Z,3,REGULAR,period,start,[],0,,,1610612745,57,66,2022-04-09T00:51:00Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M42.00S,2022-04-09T00:51:17.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,91.93495400788436,43.627450980392155,1610612745,57,66,2022-04-09T00:51:21Z,3420000,-32.0,23.0,1,right,MISS A. Sengun Hook,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,3.95,Missed,,,,,,,,,,,,,,,,,,
344,PT11M40.00S,2022-04-09T00:51:19.3Z,3,REGULAR,rebound,defensive,[],1629717,,,1610612761,57,66,2022-04-09T00:51:21Z,3430000,,,0,,A. Brooks REBOUND (Off:0 Def:1),[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,,,,,,,343.0,1.0,1.0,0.0,,,,,,,,,,
345,PT11M29.00S,2022-04-09T00:51:30.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,7.966491458607096,37.254901960784316,1610612761,57,66,2022-04-09T00:51:40Z,3440000,64.0,22.0,1,left,MISS S. Barnes 6' driving Hook - blocked,"[1630567, 1629726]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,6.75,Missed,,,,,,,,,,,,,,,,,Mathews,1629726.0
346,PT11M29.00S,2022-04-09T00:51:30.8Z,3,REGULAR,block,,[],1629726,,,1610612761,57,66,2022-04-09T00:51:33Z,3450000,,,0,,G. Mathews BLOCK (1 BLK),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
347,PT11M26.00S,2022-04-09T00:51:33.8Z,3,REGULAR,rebound,defensive,[],1630256,,,1610612745,57,66,2022-04-09T00:51:40Z,3460000,,,0,,J. Tate REBOUND (Off:2 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,345.0,4.0,2.0,2.0,,,,,,,,,,
348,PT11M21.00S,2022-04-09T00:51:39.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629645,66.83639947437582,45.83333333333333,1610612745,57,69,2022-04-09T00:51:45Z,3470000,-21.0,259.0,1,right,K. Porter Jr. 26' 3PT running (24 PTS) (J. Tate 2 AST),"[1629645, 1630256]",1610612745.0,HOU,running,,,Porter Jr.,K. Porter Jr.,,,,,26.0,Made,24.0,J. Tate,1630256.0,2.0,,,,,,,,,,,,,,
350,PT10M59.00S,2022-04-09T00:52:01.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,8.09789750328515,49.26470588235294,1610612761,59,69,2022-04-09T00:52:07Z,3490000,4.0,24.0,1,left,P. Siakam driving finger roll Layup (20 PTS),[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,2.39,Made,20.0,,,,,,,,,,,,,,,,,
351,PT10M37.00S,2022-04-09T00:52:24.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,59,69,2022-04-09T00:52:24Z,3500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
