actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value
273,PT04M30.00S,2022-01-26T00:57:31.1Z,2,REGULAR,substitution,out,[],1628384,,,1610612766,63,45,2022-01-26T00:57:46Z,2680000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M30.00S,2022-01-26T00:57:31.1Z,2,REGULAR,substitution,out,[],203486,,,1610612766,63,45,2022-01-26T00:57:46Z,2690000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M30.00S,2022-01-26T00:57:31.1Z,2,REGULAR,substitution,in,[],1629018,,,1610612766,63,45,2022-01-26T00:57:46Z,2700000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M30.00S,2022-01-26T00:57:31.1Z,2,REGULAR,substitution,in,[],1630547,,,1610612766,63,45,2022-01-26T00:57:46Z,2710000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M22.00S,2022-01-26T00:57:56.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,5.469776609724048,48.28431372549019,1610612766,63,47,2022-01-26T00:58:04Z,2720000,9.0,-1.0,1,left,J. Bouknight cutting Layup (11 PTS) (T. Rozier 4 AST),"[1630547, 1626179]",1610612766.0,CHA,cutting,,,Bouknight,J. Bouknight,,,,,,,,,,Made,11.0,0.87,T. Rozier,1626179.0,4.0,,,,,,,,,,
279,PT04M16.00S,2022-01-26T00:58:05.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626179,,,1610612761,63,47,2022-01-26T00:58:16Z,2740000,,,0,,T. Rozier personal FOUL (1 PF) (Siakam 2 FT),"[1626179, 1627783]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,203592.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,,
281,PT04M16.00S,2022-01-26T00:58:31.8Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,64,47,2022-01-26T00:58:31Z,2760000,,,0,,P. Siakam Free Throw 1 of 2 (14 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
283,PT04M16.00S,2022-01-26T00:58:54.9Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,65,47,2022-01-26T00:58:54Z,2770000,,,0,,P. Siakam Free Throw 2 of 2 (15 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
284,PT04M02.00S,2022-01-26T00:59:10.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629139,,,1610612766,65,47,2022-01-26T00:59:17Z,2780000,,,0,,Y. Watanabe personal FOUL (3 PF) (Bridges 2 FT),"[1629139, 1628970]",1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,203592.0,3.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,,
286,PT04M02.00S,2022-01-26T00:59:33.9Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,65,48,2022-01-26T00:59:33Z,2800000,,,0,,M. Bridges Free Throw 1 of 2 (6 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
287,PT04M02.00S,2022-01-26T00:59:47.8Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,65,49,2022-01-26T00:59:47Z,2810000,,,0,,M. Bridges Free Throw 2 of 2 (7 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
288,PT03M50.00S,2022-01-26T01:00:05.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,86.41590013140605,42.15686274509804,1610612761,65,49,2022-01-26T01:00:17Z,2820000,-39.0,75.0,1,right,MISS G. Trent Jr. 8' driving Layup - blocked,"[1629018, 1626179]",1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Missed,,8.48,,,,,Rozier,1626179.0,,,,,,,
289,PT03M50.00S,2022-01-26T01:00:05.3Z,2,REGULAR,block,,[],1626179,,,1610612761,65,49,2022-01-26T01:01:35Z,2830000,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M50.00S,2022-01-26T01:00:05.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,65,49,2022-01-26T01:00:17Z,2840000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,288.0,,,,,,
291,PT03M50.00S,2022-01-26T01:00:11.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,65,49,2022-01-26T01:00:11Z,2850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M48.00S,2022-01-26T01:00:21.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628998,,,1610612761,65,49,2022-01-26T01:00:30Z,2860000,,,0,,C. Martin shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1628998, 1630173]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,203592.0,1.0,0.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,
294,PT03M48.00S,2022-01-26T01:00:48.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630173,,,1610612761,66,49,2022-01-26T01:00:48Z,2880000,,,0,,P. Achiuwa Free Throw 1 of 2 (9 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
295,PT03M48.00S,2022-01-26T01:01:01.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630173,,,1610612761,66,49,2022-01-26T01:01:01Z,2890000,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,Missed,,,,,,,,,,,,,,,
296,PT03M45.00S,2022-01-26T01:01:03.0Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,66,49,2022-01-26T01:01:03Z,2900000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,295.0,3.0,2.0,1.0,,,
297,PT03M33.00S,2022-01-26T01:01:15.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,7.5722733245729295,51.9607843137255,1610612766,66,51,2022-01-26T01:01:20Z,2910000,-10.0,19.0,1,left,J. Bouknight driving finger roll Layup (13 PTS),[1630547],1610612766.0,CHA,driving finger roll,,,Bouknight,J. Bouknight,,,,,,,,,,Made,13.0,2.11,,,,,,,,,,,,,
298,PT03M16.00S,2022-01-26T01:01:33.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630547,,,1610612761,66,51,2022-01-26T01:01:40Z,2920000,,,0,,J. Bouknight shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1630547, 1630173]",1610612766.0,CHA,shooting,,,Bouknight,J. Bouknight,,,,,201246.0,1.0,0.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,
300,PT03M16.00S,2022-01-26T01:01:59.0Z,2,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,66,51,2022-01-26T01:05:05Z,2940000,,,0,,MISS P. Achiuwa Free Throw 1 of 2,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,Missed,,,,,,,,,,,,,,,
301,PT03M16.00S,2022-01-26T01:01:59.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,66,51,2022-01-26T01:05:05Z,2950000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,300.0,,,,,,
302,PT03M16.00S,2022-01-26T01:02:08.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,66,51,2022-01-26T01:02:08Z,2960000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M16.00S,2022-01-26T01:02:10.8Z,2,REGULAR,substitution,out,[],1629139,,,1610612761,66,51,2022-01-26T01:04:38Z,2970000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M16.00S,2022-01-26T01:02:10.8Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,66,51,2022-01-26T01:04:38Z,2980000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M16.00S,2022-01-26T01:01:59.0Z,2,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,66,51,2022-01-26T01:05:05Z,2990000,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,Missed,,,,,,,,,,,,,,,
306,PT03M14.00S,2022-01-26T01:02:01.0Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,66,51,2022-01-26T01:05:05Z,3000000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,305.0,2.0,2.0,0.0,,,
307,PT03M00.00S,2022-01-26T01:05:16.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628998,18.610381077529567,44.85294117647059,1610612766,66,53,2022-01-26T01:05:21Z,3010000,26.0,122.0,1,left,C. Martin 12' turnaround fadeaway Jump Shot (4 PTS),[1628998],1610612766.0,CHA,turnaround fadeaway,,,Martin,C. Martin,,,,,,,,,,Made,4.0,12.51,,,,,,,,,,,,,
308,PT02M36.00S,2022-01-26T01:05:40.6Z,2,REGULAR,2pt,Jump Shot,[],1629018,72.35545335085413,45.09803921568628,1610612761,68,53,2022-01-26T01:05:46Z,3020000,-25.0,207.0,1,right,G. Trent Jr. 20' step back Jump Shot (15 PTS) (P. Siakam 8 AST),"[1629018, 1627783]",1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Made,15.0,20.88,P. Siakam,1627783.0,8.0,,,,,,,,,,
310,PT02M18.00S,2022-01-26T01:05:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,9.411957950065702,51.71568627450981,1610612766,68,55,2022-01-26T01:06:06Z,3040000,-9.0,36.0,1,left,M. Bridges driving reverse Layup (9 PTS),[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,,,,,,Made,9.0,3.7,,,,,,,,,,,,,
311,PT02M01.00S,2022-01-26T01:06:16.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,88.51839684625493,52.450980392156865,1610612761,68,55,2022-01-26T01:06:20Z,3050000,12.0,55.0,1,right,MISS P. Siakam driving Hook,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,,,,,,Missed,,5.67,,,,,,,,,,,,,
312,PT01M58.00S,2022-01-26T01:06:19.2Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,68,55,2022-01-26T01:06:20Z,3060000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,311.0,3.0,3.0,0.0,,,
313,PT01M52.00S,2022-01-26T01:06:24.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,6.783837056504599,45.83333333333333,1610612766,68,57,2022-01-26T01:06:31Z,3070000,21.0,11.0,1,left,M. Bridges running Layup (11 PTS),[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,,,,,,Made,11.0,2.37,,,,,,,,,,,,,
314,PT01M29.00S,2022-01-26T01:06:47.7Z,2,REGULAR,3pt,Jump Shot,[],1630201,71.69842312746385,16.176470588235293,1610612761,68,57,2022-01-26T01:06:55Z,3080000,-169.0,214.0,1,right,MISS M. Flynn 27' 3PT,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,Missed,,27.24,,,,,,,,,,,,,
315,PT01M25.00S,2022-01-26T01:06:51.7Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,68,57,2022-01-26T01:06:55Z,3090000,,,0,,P. Siakam REBOUND (Off:2 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,314.0,6.0,4.0,2.0,,,
316,PT01M25.00S,2022-01-26T01:06:51.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,94.40999984741211,50.0,1610612761,70,57,2022-01-26T01:06:51Z,3100000,0.0,0.0,1,right,P. Siakam tip Layup (17 PTS),[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,,,,,,Made,17.0,0.0,,,,,,,,,,,,,
317,PT01M17.00S,2022-01-26T01:07:01.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612766,70,57,2022-01-26T01:07:11Z,3110000,,,0,,P. Siakam shooting personal FOUL (2 PF) (Bridges 2 FT),"[1627783, 1628970]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,201246.0,2.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,,
319,PT01M17.00S,2022-01-26T01:07:29.1Z,2,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,70,58,2022-01-26T01:07:29Z,3130000,,,0,,M. Bridges Free Throw 1 of 2 (12 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
320,PT01M17.00S,2022-01-26T01:07:44.5Z,2,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,70,59,2022-01-26T01:07:44Z,3140000,,,0,,M. Bridges Free Throw 2 of 2 (13 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
321,PT01M14.00S,2022-01-26T01:07:50.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612761,70,59,2022-01-26T01:07:56Z,3150000,,,0,,K. Oubre Jr. personal FOUL (2 PF) (Flynn 2 FT),"[1626162, 1630201]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,1628487.0,2.0,0.0,Flynn,1630201.0,,,,,,,,,,,,,,,,
323,PT01M14.00S,2022-01-26T01:08:13.0Z,2,REGULAR,freethrow,1 of 2,[],1630201,,,1610612761,71,59,2022-01-26T01:08:13Z,3170000,,,0,,M. Flynn Free Throw 1 of 2 (6 PTS),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
324,PT01M14.00S,2022-01-26T01:08:26.9Z,2,REGULAR,freethrow,2 of 2,[],1630201,,,1610612761,72,59,2022-01-26T01:08:26Z,3180000,,,0,,M. Flynn Free Throw 2 of 2 (7 PTS),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
325,PT01M07.00S,2022-01-26T01:08:35.3Z,2,REGULAR,3pt,Jump Shot,[],1628998,8.623521681997373,1.4705882352941175,1610612766,72,59,2022-01-26T01:08:41Z,3190000,243.0,29.0,1,left,MISS C. Martin 24' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,Missed,,24.43,,,,,,,,,,,,,
326,PT01M03.00S,2022-01-26T01:08:39.3Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,72,59,2022-01-26T01:08:41Z,3200000,,,0,,P. Siakam REBOUND (Off:2 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,325.0,7.0,5.0,2.0,,,
327,PT00M47.90S,2022-01-26T01:08:56.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.51182654402102,48.03921568627451,1610612761,74,59,2022-01-26T01:09:46Z,3210000,-10.0,8.0,1,right,P. Siakam driving Layup (19 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,,,,,,Made,19.0,1.3,,,,,,,,,,,,,
328,PT00M39.10S,2022-01-26T01:09:08.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,5.601182654402102,50.245098039215684,1610612766,74,61,2022-01-26T01:09:18Z,3220000,-1.0,0.0,1,left,M. Bridges driving Layup (15 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,,,,,Made,15.0,0.12,,,,,,,,,,,,,
329,PT00M29.10S,2022-01-26T01:09:21.6Z,2,REGULAR,2pt,Jump Shot,[],1630201,72.88107752956637,54.166666666666664,1610612761,76,61,2022-01-26T01:09:28Z,3230000,21.0,202.0,1,right,M. Flynn 20' pullup Jump Shot (9 PTS),[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,,,,,,Made,9.0,20.35,,,,,,,,,,,,,
330,PT00M03.20S,2022-01-26T01:09:50.6Z,2,REGULAR,3pt,Jump Shot,[],1630547,27.94021024967148,79.90196078431373,1610612766,76,61,2022-01-26T01:10:01Z,3240000,-150.0,210.0,1,left,MISS J. Bouknight 25' step back 3PT,[1630547],1610612766.0,CHA,step back,,,Bouknight,J. Bouknight,,,,,,,,,,Missed,,25.79,,,,,,,,,,,,,
331,PT00M03.20S,2022-01-26T01:09:50.6Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,76,61,2022-01-26T01:10:01Z,3250000,,,0,,C. Martin REBOUND (Off:2 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,330.0,4.0,2.0,2.0,,,
332,PT00M01.80S,2022-01-26T01:09:54.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628998,5.590000152587891,50.0,1610612766,76,61,2022-01-26T01:12:07Z,3260000,0.0,0.0,1,left,MISS C. Martin tip Layup,[1628998],1610612766.0,CHA,tip,,,Martin,C. Martin,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,,
333,PT00M01.10S,2022-01-26T01:09:54.9Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,76,61,2022-01-26T01:12:07Z,3270000,,,0,,P. Achiuwa REBOUND (Off:2 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,332.0,5.0,3.0,2.0,,,
334,PT00M00.00S,2022-01-26T01:10:00.0Z,2,REGULAR,period,end,[],0,,,1610612761,76,61,2022-01-26T01:10:00Z,3280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-01-26T01:24:20.9Z,3,REGULAR,substitution,out,['startperiod'],1630201,,,1610612761,76,61,2022-01-26T01:24:58Z,3290000,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-01-26T01:24:20.9Z,3,REGULAR,substitution,out,['startperiod'],1630547,,,1610612761,76,61,2022-01-26T01:24:58Z,3300000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-01-26T01:24:20.9Z,3,REGULAR,substitution,out,['startperiod'],1626162,,,1610612761,76,61,2022-01-26T01:24:58Z,3310000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-01-26T01:24:20.9Z,3,REGULAR,substitution,in,['startperiod'],1628449,,,1610612761,76,61,2022-01-26T01:24:58Z,3320000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-01-26T01:24:20.9Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612761,76,61,2022-01-26T01:24:58Z,3330000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-01-26T01:24:20.9Z,3,REGULAR,substitution,in,['startperiod'],1630163,,,1610612761,76,61,2022-01-26T01:24:58Z,3340000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-01-26T01:25:15.5Z,3,REGULAR,period,start,[],0,,,1610612761,76,61,2022-01-26T01:25:15Z,3350000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M37.00S,2022-01-26T01:25:37.8Z,3,REGULAR,turnover,lost ball,[],1628384,,,1610612761,76,61,2022-01-26T01:25:42Z,3360000,,,0,,O. Anunoby lost ball TURNOVER (1 TO),"[1628384, 203486]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,1.0,,,,,,,Plumlee,203486.0,
346,PT11M37.00S,2022-01-26T01:25:37.8Z,3,REGULAR,steal,,[],203486,,,1610612766,76,61,2022-01-26T01:25:39Z,3370000,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT11M34.00S,2022-01-26T01:25:41.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203486,94.69448094612353,50.73529411764706,1610612766,76,63,2022-01-26T01:25:48Z,3380000,4.0,-3.0,1,right,M. Plumlee running DUNK (4 PTS) (T. Rozier 5 AST),"[203486, 1626179]",1610612766.0,CHA,running,,,Plumlee,M. Plumlee,,,,,,,,,,Made,4.0,0.45,T. Rozier,1626179.0,5.0,,,,,,,,,,
349,PT11M11.00S,2022-01-26T01:26:02.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,12.302890932982917,48.03921568627451,1610612761,76,63,2022-01-26T01:26:09Z,3400000,10.0,63.0,1,left,MISS P. Achiuwa 6' fadeaway Shot,[1630173],1610612761.0,TOR,fadeaway,,,Achiuwa,P. Achiuwa,,,,,,,,,,Missed,,6.39,,,,,,,,,,,,,
350,PT11M09.00S,2022-01-26T01:26:04.9Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,76,63,2022-01-26T01:26:09Z,3410000,,,0,,M. Plumlee REBOUND (Off:2 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,349.0,3.0,1.0,2.0,,,
351,PT10M58.00S,2022-01-26T01:26:16.1Z,3,REGULAR,3pt,Jump Shot,[],1626179,71.96123521681997,77.94117647058823,1610612766,76,63,2022-01-26T01:26:22Z,3420000,140.0,211.0,1,right,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,Missed,,25.31,,,,,,,,,,,,,
352,PT10M55.00S,2022-01-26T01:26:19.1Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612761,76,63,2022-01-26T01:26:22Z,3430000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,351.0,1.0,1.0,0.0,,,
353,PT10M42.00S,2022-01-26T01:26:32.7Z,3,REGULAR,3pt,Jump Shot,[],1629018,33.065045992115635,48.529411764705884,1610612761,76,63,2022-01-26T01:26:38Z,3440000,7.0,258.0,1,left,MISS G. Trent Jr. 25' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Missed,,25.84,,,,,,,,,,,,,
354,PT10M39.00S,2022-01-26T01:26:35.7Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,76,63,2022-01-26T01:26:38Z,3450000,,,0,,L. Ball REBOUND (Off:1 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,353.0,3.0,2.0,1.0,,,
355,PT10M23.00S,2022-01-26T01:26:51.5Z,3,REGULAR,turnover,bad pass,[],1630163,,,1610612766,76,63,2022-01-26T01:26:56Z,3460000,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1628449]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,2.0,,,,,,,Boucher,1628449.0,
356,PT10M23.00S,2022-01-26T01:26:51.5Z,3,REGULAR,steal,,[],1628449,,,1610612761,76,63,2022-01-26T01:26:53Z,3470000,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT10M20.00S,2022-01-26T01:26:56.7Z,3,REGULAR,foul,personal,[],1628998,,,1610612761,76,63,2022-01-26T01:30:32Z,3480000,,,0,,C. Martin take personal FOUL (2 PF),"[1628998, 1627783]",1610612766.0,CHA,take,,,Martin,C. Martin,,,,,1628487.0,2.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,,
359,PT10M05.00S,2022-01-26T01:27:28.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628449,23.340998685939553,42.8921568627451,1610612761,76,63,2022-01-26T01:27:36Z,3500000,36.0,167.0,1,left,MISS C. Boucher 17' driving floating Shot,[1628449],1610612761.0,TOR,driving floating,,,Boucher,C. Boucher,,,,,,,,,,Missed,,17.06,,,,,,,,,,,,,
360,PT10M02.00S,2022-01-26T01:27:31.9Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,76,63,2022-01-26T01:27:36Z,3510000,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,359.0,4.0,2.0,2.0,,,
