actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
627,PT00M05.80S,2022-01-12T02:51:31.3Z,4,REGULAR,freethrow,1 of 2,[],203920,,,1610612761,93,95,2022-01-12T02:51:31Z,6190000,,,0,,K. Birch Free Throw 1 of 2 (5 PTS),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
628,PT00M05.80S,2022-01-12T02:51:43.4Z,4,REGULAR,freethrow,2 of 2,[],203920,,,1610612761,94,95,2022-01-12T02:51:43Z,6200000,,,0,,K. Birch Free Throw 2 of 2 (6 PTS),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
629,PT00M05.30S,2022-01-12T02:51:46.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612756,94,95,2022-01-12T02:53:06Z,6210000,,,0,,F. VanVleet take personal FOUL (5 PF) (Paul 2 FT),"[1627832, 101108]",1610612761.0,TOR,take,,,VanVleet,F. VanVleet,,,,,,,,1179.0,,,,,,,,,,,5.0,0.0,Paul,101108.0,,,
631,PT00M05.30S,2022-01-12T02:52:16.8Z,4,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,94,96,2022-01-12T02:52:16Z,6230000,,,0,,C. Paul Free Throw 1 of 2 (14 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
632,PT00M05.30S,2022-01-12T02:52:34.0Z,4,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,94,97,2022-01-12T02:52:34Z,6240000,,,0,,C. Paul Free Throw 2 of 2 (15 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
633,PT00M04.00S,2022-01-12T02:52:41.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",101108,,,1610612761,94,97,2022-01-12T02:53:04Z,6250000,,,0,,C. Paul take personal FOUL (3 PF) (VanVleet 2 FT),"[101108, 1627832]",1610612756.0,PHX,take,,,Paul,C. Paul,,,,,,,,1627519.0,,,,,,,,,,,3.0,0.0,VanVleet,1627832.0,,,
635,PT00M04.00S,2022-01-12T02:53:11.6Z,4,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,95,97,2022-01-12T02:53:11Z,6270000,,,0,,F. VanVleet Free Throw 1 of 2 (21 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
636,PT00M04.00S,2022-01-12T02:53:12.8Z,4,REGULAR,substitution,out,[],1629013,,,1610612761,95,97,2022-01-12T02:53:22Z,6280000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M04.00S,2022-01-12T02:53:12.8Z,4,REGULAR,substitution,in,[],1630188,,,1610612761,95,97,2022-01-12T02:53:22Z,6290000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M04.00S,2022-01-12T02:53:11.6Z,4,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,95,97,2022-01-12T02:53:37Z,6300000,,,0,,MISS F. VanVleet Free Throw 2 of 2,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,,,,,,,,,,,,,
639,PT00M02.80S,2022-01-12T02:53:12.8Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612756,95,97,2022-01-12T02:53:37Z,6310000,,,0,,D. Ayton REBOUND (Off:3 Def:6),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,638.0,9.0,6.0,3.0,,,,,,,
640,PT00M02.80S,2022-01-12T02:53:34.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612756,95,97,2022-01-12T02:59:30Z,6320000,,,0,,P. Siakam take personal FOUL (6 PF) (Ayton 2 FT),"[1627783, 1629028]",1610612761.0,TOR,take,,,Siakam,P. Siakam,,,,,,,,1179.0,,,,,,,,,,,6.0,0.0,Ayton,1629028.0,,,
642,PT00M02.80S,2022-01-12T02:53:44.8Z,4,REGULAR,substitution,out,[],1627783,,,1610612756,95,97,2022-01-12T02:54:16Z,6340000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M02.80S,2022-01-12T02:53:44.8Z,4,REGULAR,substitution,out,[],1630188,,,1610612756,95,97,2022-01-12T02:54:16Z,6350000,,,0,,SUB out: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M02.80S,2022-01-12T02:53:44.8Z,4,REGULAR,substitution,in,[],1630551,,,1610612756,95,97,2022-01-12T02:54:16Z,6360000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M02.80S,2022-01-12T02:53:44.8Z,4,REGULAR,substitution,in,[],1629013,,,1610612756,95,97,2022-01-12T02:54:16Z,6370000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M02.80S,2022-01-12T02:54:31.0Z,4,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,95,98,2022-01-12T02:54:31Z,6380000,,,0,,D. Ayton Free Throw 1 of 2 (15 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
647,PT00M02.80S,2022-01-12T02:54:50.1Z,4,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,95,99,2022-01-12T02:54:50Z,6390000,,,0,,D. Ayton Free Throw 2 of 2 (16 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
648,PT00M00.00S,2022-01-12T02:55:02.0Z,4,REGULAR,period,end,[],0,,,1610612761,95,99,2022-01-12T02:55:02Z,6400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M00.00S,2022-01-12T03:10:57.6Z,4,REGULAR,game,end,[],0,,,0,95,99,2022-01-12T03:10:57Z,6410000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
