actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
432,PT00M59.40S,2022-10-22T00:48:39.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630264,,,1610612741,77,72,2022-10-22T00:48:49Z,4210000,,,0,,A. Gill personal FOUL (1 PF) (White 2 FT),"[1630264, 1629632]",1610612764.0,WAS,2003.0,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,0.0,White,1629632.0,,,,,
434,PT00M59.40S,2022-10-22T00:49:02.3Z,3,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,77,72,2022-10-22T00:49:18Z,4230000,,,0,,MISS C. White Free Throw 1 of 2,[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,
435,PT00M59.40S,2022-10-22T00:49:02.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,77,72,2022-10-22T00:49:18Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,434.0,,,,,,,,,,,,
436,PT00M59.40S,2022-10-22T00:49:02.3Z,3,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,77,72,2022-10-22T00:49:18Z,4250000,,,0,,MISS C. White Free Throw 2 of 2,[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,
437,PT00M56.90S,2022-10-22T00:49:04.8Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,77,72,2022-10-22T00:49:18Z,4260000,,,0,,R. Hachimura REBOUND (Off:1 Def:3),[1629060],1610612764.0,WAS,,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,436.0,4.0,3.0,1.0,,,,,,,,,
438,PT00M47.20S,2022-10-22T00:49:27.8Z,3,REGULAR,foul,offensive,['inpenalty'],1629655,,,1610612764,77,72,2022-10-22T00:57:10Z,4270000,,,0,,D. Gafford off-the-ball offensive FOUL (3 PF),"[1629655, 1629750]",1610612764.0,WAS,101283.0,off-the-ball,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,3.0,0.0,Green,1629750.0,,,,,
440,PT00M47.20S,2022-10-22T00:49:27.8Z,3,REGULAR,turnover,offensive foul,[],1629655,,,1610612764,77,72,2022-10-22T00:57:10Z,4290000,,,0,,D. Gafford offensive foul TURNOVER (2 TO),[1629655],1610612764.0,WAS,2003.0,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,2.0,,
441,PT00M35.20S,2022-10-22T00:49:56.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626153,,,1610612741,77,72,2022-10-22T00:50:06Z,4300000,,,0,,D. Wright shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1626153, 201942]",1610612764.0,WAS,1627534.0,shooting,,,Wright,D. Wright,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,,,,
444,PT00M35.20S,2022-10-22T00:50:23.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,77,73,2022-10-22T00:50:23Z,4320000,,,0,,D. DeRozan Free Throw 1 of 2 (19 PTS),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,
445,PT00M35.20S,2022-10-22T00:50:24.6Z,3,REGULAR,substitution,out,[],201609,,,1610612741,77,73,2022-10-22T00:50:36Z,4330000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT00M35.20S,2022-10-22T00:50:24.6Z,3,REGULAR,substitution,in,[],1630245,,,1610612741,77,73,2022-10-22T00:50:36Z,4340000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT00M35.20S,2022-10-22T00:50:40.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,77,74,2022-10-22T00:50:40Z,4350000,,,0,,D. DeRozan Free Throw 2 of 2 (20 PTS),[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,
448,PT00M23.50S,2022-10-22T00:50:55.5Z,3,REGULAR,foul,personal,[],1630245,,,1610612764,77,74,2022-10-22T00:51:03Z,4360000,,,0,,A. Dosunmu personal FOUL (2 PF),"[1630245, 1626153]",1610612741.0,CHI,2003.0,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,0.0,Wright,1626153.0,,,,,
450,PT00M15.30S,2022-10-22T00:51:22.2Z,3,REGULAR,turnover,lost ball,[],1626153,,,1610612764,77,74,2022-10-22T00:51:26Z,4380000,,,0,,D. Wright lost ball TURNOVER (2 TO),"[1626153, 1630245]",1610612764.0,WAS,,,,,Wright,D. Wright,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,2.0,Dosunmu,1630245.0
451,PT00M15.30S,2022-10-22T00:51:22.2Z,3,REGULAR,steal,,[],1630245,,,1610612741,77,74,2022-10-22T00:51:24Z,4390000,,,0,,A. Dosunmu STEAL (1 STL),[1630245],1610612741.0,CHI,,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
453,PT00M03.70S,2022-10-22T00:51:50.1Z,3,REGULAR,substitution,out,[],1629750,,,1610612741,77,74,2022-10-22T00:52:02Z,4410000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT00M03.70S,2022-10-22T00:51:50.1Z,3,REGULAR,substitution,in,[],201609,,,1610612741,77,74,2022-10-22T00:52:02Z,4420000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT00M00.60S,2022-10-22T00:52:10.1Z,3,REGULAR,turnover,lost ball,[],201942,,,1610612741,77,74,2022-10-22T00:52:15Z,4430000,,,0,,D. DeRozan lost ball TURNOVER (3 TO),"[201942, 1626153]",1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,3.0,Wright,1626153.0
456,PT00M00.60S,2022-10-22T00:52:10.1Z,3,REGULAR,steal,,[],1626153,,,1610612764,77,74,2022-10-22T00:52:12Z,4440000,,,0,,D. Wright STEAL (2 STL),[1626153],1610612764.0,WAS,,,,,Wright,D. Wright,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
457,PT00M00.00S,2022-10-22T00:52:15.8Z,3,REGULAR,period,end,[],0,,,1610612764,77,74,2022-10-22T00:52:15Z,4450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2022-10-22T00:52:24.0Z,4,REGULAR,substitution,out,['startperiod'],201942,,,1610612764,77,74,2022-10-22T00:54:55Z,4460000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2022-10-22T00:52:24.0Z,4,REGULAR,substitution,in,['startperiod'],1627936,,,1610612764,77,74,2022-10-22T00:54:55Z,4470000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2022-10-22T00:55:09.2Z,4,REGULAR,period,start,[],0,,,1610612741,77,74,2022-10-22T00:55:09Z,4480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2022-10-22T00:55:10.4Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,77,74,2022-10-22T00:55:27Z,4490000,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT11M43.00S,2022-10-22T00:55:25.6Z,4,REGULAR,2pt,Jump Shot,[],201609,76.92181340341656,28.186274509803923,1610612741,77,74,2022-10-22T00:55:29Z,4500000,-109.0,164.0,1,right,MISS G. Dragic 19' pullup Shot,[201609],1610612741.0,CHI,,pullup,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Left Center,19.73,Missed,,,,,,,,,,,,,,,,,
463,PT11M41.00S,2022-10-22T00:55:27.6Z,4,REGULAR,rebound,defensive,[],203115,,,1610612764,77,74,2022-10-22T00:55:29Z,4510000,,,0,,W. Barton REBOUND (Off:1 Def:2),[203115],1610612764.0,WAS,,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Left Center,,,,,,,462.0,3.0,2.0,1.0,,,,,,,,,
464,PT11M34.00S,2022-10-22T00:55:33.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,12.795663600525614,41.42156862745098,1610612764,79,74,2022-10-22T00:55:42Z,4520000,43.0,68.0,1,left,W. Barton 8' pullup bank Jump Shot (4 PTS),[203115],1610612764.0,WAS,,pullup bank,,,Barton,W. Barton,,,,,In The Paint (Non-RA),0-8 Center,8.02,Made,4.0,,,,,,,,,,,,,,,,
465,PT11M20.00S,2022-10-22T00:55:48.5Z,4,REGULAR,3pt,Jump Shot,[],1630245,67.19776609724047,23.529411764705884,1610612741,79,74,2022-10-22T00:55:53Z,4530000,-132.0,256.0,1,right,MISS A. Dosunmu 28' 3PT,[1630245],1610612741.0,CHI,,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,28.8,Missed,,,,,,,,,,,,,,,,,
466,PT11M16.00S,2022-10-22T00:55:52.5Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612764,79,74,2022-10-22T00:55:53Z,4540000,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612764.0,WAS,,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,,,,,465.0,2.0,2.0,0.0,,,,,,,,,
467,PT11M02.00S,2022-10-22T00:56:06.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,13.978318002628114,47.79411764705882,1610612764,79,74,2022-10-22T01:00:56Z,4550000,11.0,79.0,1,left,MISS D. Wright 7' driving floating Shot,[1626153],1610612764.0,WAS,,driving floating,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,7.97,Missed,,,,,,,,,,,,,,,,,
468,PT11M00.00S,2022-10-22T00:56:08.9Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,79,74,2022-10-22T00:56:10Z,4560000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,467.0,1.0,1.0,0.0,,,,,,,,,
469,PT10M53.00S,2022-10-22T00:56:15.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,87.69710906701708,49.01960784313726,1610612741,79,76,2022-10-22T01:01:24Z,4570000,-5.0,63.0,1,right,C. White 6' driving floating Jump Shot (5 PTS),[1629632],1610612741.0,CHI,,driving floating,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,6.33,Made,5.0,,,,,,,,,,,,,,,,
470,PT10M33.00S,2022-10-22T00:56:35.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,9.116294349540084,50.73529411764706,1610612764,81,76,2022-10-22T00:56:39Z,4580000,-4.0,33.0,1,left,A. Gill cutting finger roll Layup (2 PTS) (D. Wright 2 AST),"[1630264, 1626153]",1610612764.0,WAS,,cutting finger roll,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,3.34,Made,2.0,D. Wright,1626153.0,2.0,,,,,,,,,,,,,
473,PT10M15.00S,2022-10-22T00:57:09.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203083,89.93101182654402,50.0,1610612741,81,78,2022-10-22T00:57:15Z,4610000,0.0,42.0,1,right,A. Drummond alley-oop Layup (10 PTS) (G. Dragic 4 AST),"[203083, 201609]",1610612741.0,CHI,,alley-oop,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,4.21,Made,10.0,G. Dragic,201609.0,4.0,,,,,,,,,,,,,
475,PT09M55.00S,2022-10-22T00:57:28.8Z,4,REGULAR,2pt,Jump Shot,[],203115,22.2568988173456,48.529411764705884,1610612764,83,78,2022-10-22T01:02:39Z,4630000,7.0,157.0,1,left,W. Barton 15' step back Jump Shot (6 PTS),[203115],1610612764.0,WAS,,step back,,,Barton,W. Barton,,,,,Mid-Range,8-16 Center,15.69,Made,6.0,,,,,,,,,,,,,,,,
476,PT09M38.00S,2022-10-22T00:57:47.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,86.38304862023654,53.431372549019606,1610612741,83,78,2022-10-22T01:03:11Z,4640000,17.0,75.0,1,right,MISS G. Dragic 7' driving floating Shot,[201609],1610612741.0,CHI,,driving floating,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),0-8 Center,7.74,Missed,,,,,,,,,,,,,,,,,
477,PT09M38.00S,2022-10-22T00:57:47.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612764,83,78,2022-10-22T00:57:52Z,4650000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,476.0,,,,,,,,,,,,
478,PT09M38.00S,2022-10-22T00:57:53.4Z,4,REGULAR,foul,personal,[],203083,,,1610612764,83,78,2022-10-22T00:58:02Z,4660000,,,0,,A. Drummond loose ball personal FOUL (1 PF),"[203083, 1629655]",1610612741.0,CHI,2003.0,loose ball,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Gafford,1629655.0,,,,,
480,PT09M16.00S,2022-10-22T00:58:25.0Z,4,REGULAR,2pt,Jump Shot,[],1629060,8.984888304862025,66.91176470588235,1610612764,83,78,2022-10-22T01:07:26Z,4680000,-85.0,32.0,1,left,MISS R. Hachimura 9' turnaround fadeaway Shot,[1629060],1610612764.0,WAS,,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Left,9.04,Missed,,,,,,,,,,,,,,,,,
481,PT09M14.00S,2022-10-22T00:58:27.0Z,4,REGULAR,rebound,defensive,[],203083,,,1610612741,83,78,2022-10-22T00:58:28Z,4690000,,,0,,A. Drummond REBOUND (Off:3 Def:6),[203083],1610612741.0,CHI,,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,,,,480.0,9.0,6.0,3.0,,,,,,,,,
482,PT09M11.00S,2022-10-22T00:58:31.8Z,4,REGULAR,foul,personal,['2freethrow'],1630264,,,1610612741,83,78,2022-10-22T00:58:52Z,4700000,,,0,,A. Gill shooting personal FOUL (2 PF) (White 2 FT),"[1630264, 1629632]",1610612764.0,WAS,101283.0,shooting,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,White,1629632.0,,,,,
484,PT09M11.00S,2022-10-22T00:59:00.7Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629632,,,1610612741,83,79,2022-10-22T00:59:19Z,4720000,,,0,,C. White Free Throw 1 of 2 (6 PTS),[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
485,PT09M11.00S,2022-10-22T00:59:00.7Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629632,,,1610612741,83,80,2022-10-22T00:59:19Z,4730000,,,0,,C. White Free Throw 2 of 2 (7 PTS),[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
486,PT08M55.00S,2022-10-22T00:59:36.4Z,4,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612764,83,80,2022-10-22T00:59:46Z,4740000,,,0,,A. Caruso shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1627936, 1629060]",1610612741.0,CHI,1627534.0,shooting,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Hachimura,1629060.0,,,,,
488,PT08M55.00S,2022-10-22T01:00:07.1Z,4,REGULAR,freethrow,1 of 2,[],1629060,,,1610612764,84,80,2022-10-22T01:00:07Z,4760000,,,0,,R. Hachimura Free Throw 1 of 2 (11 PTS),[1629060],1610612764.0,WAS,,,,,Hachimura,R. Hachimura,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
489,PT08M55.00S,2022-10-22T01:00:26.6Z,4,REGULAR,freethrow,2 of 2,[],1629060,,,1610612764,85,80,2022-10-22T01:00:26Z,4770000,,,0,,R. Hachimura Free Throw 2 of 2 (12 PTS),[1629060],1610612764.0,WAS,,,,,Hachimura,R. Hachimura,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
490,PT08M45.00S,2022-10-22T01:00:40.1Z,4,REGULAR,3pt,Jump Shot,[],1629632,66.01511169513799,39.4607843137255,1610612741,85,83,2022-10-22T01:00:44Z,4780000,-53.0,267.0,1,right,C. White 27' 3PT  (10 PTS) (G. Dragic 5 AST),"[1629632, 201609]",1610612741.0,CHI,,,,,White,C. White,,,,,Above the Break 3,24+ Center,27.22,Made,10.0,G. Dragic,201609.0,5.0,,,,,,,,,,,,,
492,PT08M37.00S,2022-10-22T01:00:50.5Z,4,REGULAR,foul,offensive,[],1629655,,,1610612764,85,83,2022-10-22T01:01:02Z,4800000,,,0,,D. Gafford off-the-ball offensive FOUL (4 PF),"[1629655, 1630245]",1610612764.0,WAS,101283.0,off-the-ball,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Center,,,,,,,,,,,4.0,0.0,Dosunmu,1630245.0,,,,,
494,PT08M37.00S,2022-10-22T01:00:50.5Z,4,REGULAR,turnover,offensive foul,[],1629655,,,1610612764,85,83,2022-10-22T01:00:50Z,4820000,,,0,,D. Gafford offensive foul TURNOVER (3 TO),[1629655],1610612764.0,WAS,101283.0,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,3.0,,
495,PT08M37.00S,2022-10-22T01:01:01.1Z,4,REGULAR,substitution,out,[],1629655,,,1610612741,85,83,2022-10-22T01:01:08Z,4830000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT08M37.00S,2022-10-22T01:01:01.1Z,4,REGULAR,substitution,out,[],201609,,,1610612741,85,83,2022-10-22T01:01:08Z,4840000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT08M37.00S,2022-10-22T01:01:01.1Z,4,REGULAR,substitution,in,[],204001,,,1610612741,85,83,2022-10-22T01:01:08Z,4850000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT08M37.00S,2022-10-22T01:01:01.1Z,4,REGULAR,substitution,in,[],1630172,,,1610612741,85,83,2022-10-22T01:01:08Z,4860000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT08M14.00S,2022-10-22T01:01:40.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627936,78.23587385019711,43.13725490196079,1610612741,85,83,2022-10-22T01:09:12Z,4870000,-34.0,152.0,1,right,MISS A. Caruso 15' turnaround Shot - blocked,"[1627936, 204001]",1610612741.0,CHI,,turnaround,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Center,15.59,Missed,,,,,,,,,,,,,Porzingis,204001.0,,,
500,PT08M14.00S,2022-10-22T01:01:40.3Z,4,REGULAR,block,,[],204001,,,1610612741,85,83,2022-10-22T01:01:43Z,4880000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612764.0,WAS,,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,
501,PT08M11.00S,2022-10-22T01:01:43.3Z,4,REGULAR,rebound,defensive,[],203115,,,1610612764,85,83,2022-10-22T01:01:45Z,4890000,,,0,,W. Barton REBOUND (Off:1 Def:3),[203115],1610612764.0,WAS,,,,,Barton,W. Barton,,,,,Mid-Range,8-16 Center,,,,,,,499.0,4.0,3.0,1.0,,,,,,,,,
502,PT08M08.00S,2022-10-22T01:02:02.7Z,4,REGULAR,substitution,out,[],1630264,,,1610612764,85,83,2022-10-22T01:02:18Z,4900000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT08M08.00S,2022-10-22T01:02:02.7Z,4,REGULAR,substitution,in,[],203078,,,1610612764,85,83,2022-10-22T01:02:18Z,4910000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT07M56.00S,2022-10-22T01:02:29.7Z,4,REGULAR,jumpball,recovered,[],1629060,,,1610612764,85,83,2022-10-22T01:02:48Z,4920000,,,0,,Jump Ball W. Barton vs. A. Caruso: Tip to R. Hachimura,"[1629060, 203115, 1627936]",1610612764.0,WAS,,heldball,R. Hachimura,1629060.0,Hachimura,R. Hachimura,Barton,203115.0,Caruso,1627936.0,,,,,,,,,,,,,,,,,,,,,
507,PT07M52.00S,2022-10-22T01:02:34.0Z,4,REGULAR,3pt,Jump Shot,[],1629060,27.513140604467807,80.14705882352942,1610612764,85,83,2022-10-22T01:11:31Z,4950000,-151.0,206.0,1,left,MISS R. Hachimura 25' pullup 3PT,[1629060],1610612764.0,WAS,,pullup,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,25.53,Missed,,,,,,,,,,,,,,,,,
508,PT07M49.00S,2022-10-22T01:02:37.0Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,85,83,2022-10-22T01:02:38Z,4960000,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,507.0,2.0,2.0,0.0,,,,,,,,,
509,PT07M37.00S,2022-10-22T01:02:49.1Z,4,REGULAR,3pt,Jump Shot,[],1629632,71.13994743758212,12.5,1610612741,85,83,2022-10-22T01:02:54Z,4970000,-188.0,219.0,1,right,MISS C. White 28' 3PT,[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,28.81,Missed,,,,,,,,,,,,,,,,,
510,PT07M33.00S,2022-10-22T01:02:53.1Z,4,REGULAR,rebound,defensive,[],203115,,,1610612764,85,83,2022-10-22T01:02:54Z,4980000,,,0,,W. Barton REBOUND (Off:1 Def:4),[203115],1610612764.0,WAS,,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Left Center,,,,,,,509.0,5.0,4.0,1.0,,,,,,,,,
511,PT07M14.00S,2022-10-22T01:03:12.7Z,4,REGULAR,2pt,Jump Shot,[],204001,16.869250985545335,73.0392156862745,1610612764,85,83,2022-10-22T01:12:15Z,4990000,-115.0,106.0,1,left,MISS K. Porzingis 15' turnaround fadeaway Shot,[204001],1610612764.0,WAS,,turnaround fadeaway,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,15.66,Missed,,,,,,,,,,,,,,,,,
512,PT07M11.00S,2022-10-22T01:03:15.7Z,4,REGULAR,rebound,defensive,[],203083,,,1610612741,85,83,2022-10-22T01:40:31Z,5000000,,,0,,A. Drummond REBOUND (Off:3 Def:7),[203083],1610612741.0,CHI,,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,,,,,511.0,10.0,7.0,3.0,,,,,,,,,
575,PT07M11.00S,2022-10-22T01:03:15.2Z,4,REGULAR,turnover,lost ball,[],203083,,,1610612741,85,83,2022-10-22T01:41:55Z,5005000,,,0,,A. Drummond lost ball TURNOVER (2 TO),"[203083, 1626153]",1610612741.0,CHI,,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,2.0,Wright,1626153.0
576,PT07M11.00S,2022-10-22T01:03:15.2Z,4,REGULAR,steal,,[],1626153,,,1610612764,85,83,2022-10-22T01:16:46Z,5007500,,,0,,D. Wright STEAL (3 STL),[1626153],1610612764.0,WAS,,,,,Wright,D. Wright,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,
513,PT07M09.00S,2022-10-22T01:03:17.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203078,26.461892247043366,14.950980392156865,1610612764,88,83,2022-10-22T01:16:46Z,5010000,175.0,196.0,1,left,B. Beal 26' 3PT  (11 PTS) (D. Wright 3 AST),"[203078, 1626153]",1610612764.0,WAS,,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,26.3,Made,11.0,D. Wright,1626153.0,3.0,,,,,,,,,,,,,
515,PT06M54.00S,2022-10-22T01:03:34.9Z,4,REGULAR,foul,offensive,[],203083,,,1610612741,88,83,2022-10-22T01:03:51Z,5030000,,,0,,A. Drummond charge offensive FOUL (2 PF),"[203083, 1629060]",1610612741.0,CHI,2003.0,charge,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Hachimura,1629060.0,,,,,
517,PT06M54.00S,2022-10-22T01:03:34.9Z,4,REGULAR,turnover,offensive foul,[],203083,,,1610612741,88,83,2022-10-22T01:03:34Z,5050000,,,0,,A. Drummond offensive foul TURNOVER (3 TO),[203083],1610612741.0,CHI,2003.0,,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,3.0,,
518,PT06M54.00S,2022-10-22T01:03:53.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,88,83,2022-10-22T01:03:53Z,5060000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT06M54.00S,2022-10-22T01:04:49.5Z,4,REGULAR,substitution,out,[],1629060,,,1610612764,88,83,2022-10-22T01:06:24Z,5070000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT06M54.00S,2022-10-22T01:04:49.5Z,4,REGULAR,substitution,out,[],203083,,,1610612764,88,83,2022-10-22T01:06:24Z,5080000,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
