actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
171,PT11M42.00S,2022-11-20T23:40:26.6Z,2,REGULAR,3pt,Jump Shot,[],202330,68.01905387647832,13.970588235294118,1610612766,35,27,2022-11-21T00:37:39Z,1710000,False,-180.0,248.0,1,right,MISS G. Hayward 30' pullup 3PT,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,30.66,Missed,,,,,,,,,,,,,,,,,,
172,PT11M39.00S,2022-11-20T23:40:29.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,35,27,2022-11-20T23:40:33Z,1720000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,171.0,,,,,,,,,,,
174,PT11M25.00S,2022-11-20T23:40:48.1Z,2,REGULAR,2pt,Jump Shot,[],1628398,20.97568988173456,28.431372549019606,1610612764,35,27,2022-11-21T00:37:49Z,1740000,False,108.0,145.0,1,left,MISS K. Kuzma 18' pullup Shot,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,18.04,Missed,,,,,,,,,,,,,,,,,,
175,PT11M22.00S,2022-11-20T23:40:51.1Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,35,27,2022-11-20T23:40:54Z,1750000,False,,,0,,T. Rozier REBOUND (Off:1 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right Center,,,,,,,,,174.0,,,3.0,2.0,1.0,,,,,,
176,PT11M12.00S,2022-11-20T23:41:01.6Z,2,REGULAR,3pt,Jump Shot,[],1629667,94.69448094612353,96.81372549019608,1610612766,35,27,2022-11-20T23:41:05Z,1760000,False,234.0,-3.0,1,right,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
177,PT11M11.00S,2022-11-20T23:41:03.1Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,35,27,2022-11-20T23:41:03Z,1770000,False,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,,,,,,,176.0,,,4.0,2.0,2.0,,,,,,
178,PT11M11.00S,2022-11-20T23:41:04.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,93.64323258869908,44.36274509803921,1610612766,35,27,2022-11-20T23:41:25Z,1780000,False,-28.0,7.0,1,right,MISS N. Richards Layup - blocked,"[1630208, 1629655]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.91,Missed,,,,,Gafford,1629655.0,,,,,,,,,,,,
179,PT11M11.00S,2022-11-20T23:41:04.2Z,2,REGULAR,block,,[],1629655,,,1610612766,35,27,2022-11-20T23:41:07Z,1790000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
180,PT11M10.00S,2022-11-20T23:41:05.2Z,2,REGULAR,rebound,offensive,[],1626179,,,1610612766,35,27,2022-11-20T23:41:25Z,1800000,False,,,0,,T. Rozier REBOUND (Off:2 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,178.0,,,4.0,2.0,2.0,,,,,,
181,PT11M10.00S,2022-11-20T23:41:08.3Z,2,REGULAR,turnover,traveling,[],1626179,,,1610612766,35,27,2022-11-20T23:41:14Z,1810000,False,,,0,,T. Rozier traveling TURNOVER (2 TO),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,101284.0,2.0,,,,,,,,,
182,PT10M58.00S,2022-11-20T23:41:31.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629655,9.280551905387648,55.14705882352941,1610612764,35,27,2022-11-20T23:41:35Z,1820000,False,-26.0,35.0,1,left,MISS D. Gafford alley-oop Layup,[1629655],1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,4.32,Missed,,,,,,,,,,,,,,,,,,
183,PT10M55.00S,2022-11-20T23:41:34.4Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,35,27,2022-11-20T23:41:35Z,1830000,False,,,0,,N. Richards REBOUND (Off:2 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,182.0,,,5.0,3.0,2.0,,,,,,
184,PT10M45.00S,2022-11-20T23:41:44.4Z,2,REGULAR,3pt,Jump Shot,[],1629667,73.53810775295663,13.725490196078432,1610612766,35,30,2022-11-20T23:41:50Z,1840000,False,-181.0,196.0,1,right,J. McDaniels 26' 3PT  (8 PTS) (G. Hayward 2 AST),"[1629667, 202330]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,26.72,Made,8.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,
186,PT10M26.00S,2022-11-20T23:42:02.1Z,2,REGULAR,2pt,Jump Shot,[],203115,25.312089356110377,53.18627450980392,1610612764,35,30,2022-11-20T23:42:06Z,1860000,False,-16.0,185.0,1,left,MISS W. Barton 18' pullup Shot,[203115],1610612764.0,WAS,pullup,,,Barton,W. Barton,,,,,Mid-Range,16-24 Center,18.61,Missed,,,,,,,,,,,,,,,,,,
187,PT10M23.00S,2022-11-20T23:42:05.1Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,35,30,2022-11-20T23:42:06Z,1870000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Center,,,,,,,,,186.0,,,2.0,1.0,1.0,,,,,,
189,PT10M22.00S,2022-11-20T23:42:06.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,7.440867279894875,54.166666666666664,1610612764,37,30,2022-11-21T00:38:06Z,1890000,False,-21.0,17.0,1,left,D. Gafford putback Layup (2 PTS),[1629655],1610612764.0,WAS,putback,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.71,Made,2.0,,,,,,,,,,,,,,,,,
190,PT10M13.00S,2022-11-20T23:42:15.8Z,2,REGULAR,3pt,Jump Shot,[],1626179,79.58278580814718,93.38235294117648,1610612766,37,30,2022-11-21T00:38:17Z,1900000,False,217.0,139.0,1,right,MISS T. Rozier 25' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
191,PT10M10.00S,2022-11-20T23:42:18.8Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,37,30,2022-11-20T23:42:21Z,1910000,False,,,0,,N. Richards REBOUND (Off:3 Def:3),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,190.0,,,6.0,3.0,3.0,,,,,,
192,PT10M10.00S,2022-11-20T23:42:19.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,92.72339027595268,52.69607843137255,1610612766,37,32,2022-11-20T23:42:24Z,1920000,False,13.0,16.0,1,right,N. Richards Layup (4 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.09,Made,4.0,,,,,,,,,,,,,,,,,
193,PT09M57.00S,2022-11-20T23:42:35.0Z,2,REGULAR,foul,offensive,[],1628398,,,1610612764,37,32,2022-11-20T23:42:41Z,1930000,False,,,0,,K. Kuzma charge offensive FOUL (1 PF),"[1628398, 1630208]",1610612764.0,WAS,charge,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,101284.0,,,,,,,1.0,0.0,Richards,1630208.0
195,PT09M57.00S,2022-11-20T23:42:35.0Z,2,REGULAR,turnover,offensive foul,[],1628398,,,1610612764,37,32,2022-11-20T23:42:35Z,1950000,False,,,0,,K. Kuzma offensive foul TURNOVER (1 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,101284.0,1.0,,,,,,,,,
196,PT09M57.00S,2022-11-20T23:42:41.1Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,37,32,2022-11-20T23:42:44Z,1960000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M57.00S,2022-11-20T23:42:41.1Z,2,REGULAR,substitution,in,[],1628372,,,1610612766,37,32,2022-11-20T23:42:44Z,1970000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M45.00S,2022-11-20T23:43:01.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202330,76.42904073587385,43.872549019607845,1610612766,37,32,2022-11-20T23:43:07Z,1980000,False,-31.0,169.0,1,right,MISS G. Hayward 17' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,17.18,Missed,,,,,,,,,,,,,,,,,,
199,PT09M41.00S,2022-11-20T23:43:05.8Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,37,32,2022-11-20T23:43:07Z,1990000,False,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Center,,,,,,,,,198.0,,,3.0,2.0,1.0,,,,,,
200,PT09M27.00S,2022-11-20T23:43:19.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,12.959921156373195,42.40196078431372,1610612764,39,32,2022-11-20T23:43:27Z,2000000,False,38.0,69.0,1,left,K. Kuzma 7' driving floating Jump Shot (11 PTS) (C. Kispert 2 AST),"[1628398, 1630557]",1610612764.0,WAS,driving floating,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,7.9,Made,11.0,C. Kispert,1630557.0,2.0,,,,,,,,,,,,,,
202,PT09M16.00S,2022-11-20T23:43:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,92.85479632063075,64.70588235294117,1610612766,39,34,2022-11-20T23:43:34Z,2020000,False,74.0,15.0,1,right,P. Washington 7' Layup (5 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,7.5,Made,5.0,,,,,,,,,,,,,,,,,
203,PT09M05.00S,2022-11-20T23:43:43.8Z,2,REGULAR,turnover,out-of-bounds,[],1630692,,,1610612764,39,34,2022-11-20T23:43:50Z,2030000,False,,,0,,J. Goodwin bad pass out-of-bounds TURNOVER (1 TO),[1630692],1610612764.0,WAS,bad pass,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Center,,,,,,,,,,200833.0,1.0,,,,,,,,,
205,PT08M47.00S,2022-11-20T23:44:06.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629023,84.31340341655716,83.82352941176471,1610612766,39,36,2022-11-20T23:59:58Z,2050000,False,169.0,95.0,1,right,P. Washington 19' Jump Shot (7 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right,19.4,Made,7.0,,,,,,,,,,,,,,,,,
206,PT08M39.00S,2022-11-20T23:44:19.1Z,2,REGULAR,turnover,traveling,[],1629655,,,1610612764,39,36,2022-11-20T23:44:24Z,2060000,False,,,0,,D. Gafford traveling TURNOVER (2 TO),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,101284.0,2.0,,,,,,,,,
207,PT08M28.00S,2022-11-20T23:44:41.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629023,91.67214191852825,75.98039215686273,1610612766,39,36,2022-11-20T23:44:48Z,2070000,False,130.0,26.0,1,right,MISS P. Washington 13' turnaround Shot - blocked,"[1629023, 203115]",1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,13.24,Missed,,,,,Barton,203115.0,,,,,,,,,,,,
208,PT08M28.00S,2022-11-20T23:44:41.5Z,2,REGULAR,block,,[],203115,,,1610612766,39,36,2022-11-20T23:44:45Z,2080000,False,,,0,,W. Barton BLOCK (1 BLK),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
209,PT08M23.00S,2022-11-20T23:44:46.5Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612766,39,36,2022-11-20T23:44:46Z,2090000,False,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,,,,,,,,,207.0,,,1.0,0.0,1.0,,,,,,
210,PT08M21.00S,2022-11-20T23:44:48.1Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628372,87.99277266754271,76.22549019607843,1610612766,39,36,2022-11-21T00:03:32Z,2100000,False,131.0,60.0,1,right,MISS D. Smith Jr. 14' pullup bank Shot,[1628372],1610612766.0,CHA,pullup bank,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Right,14.43,Missed,,,,,,,,,,,,,,,,,,
211,PT08M20.00S,2022-11-20T23:44:49.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,39,36,2022-11-20T23:44:52Z,2110000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,210.0,,,,,,,,,,,
213,PT08M20.00S,2022-11-20T23:44:56.4Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,39,36,2022-11-20T23:45:03Z,2130000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M20.00S,2022-11-20T23:44:56.4Z,2,REGULAR,substitution,in,[],203078,,,1610612764,39,36,2022-11-20T23:45:03Z,2140000,False,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M59.00S,2022-11-20T23:45:25.8Z,2,REGULAR,3pt,Jump Shot,[],1628398,33.85348226018397,74.26470588235294,1610612764,39,36,2022-11-20T23:45:33Z,2150000,False,-121.0,266.0,1,left,MISS K. Kuzma 29' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,29.21,Missed,,,,,,,,,,,,,,,,,,
216,PT07M56.00S,2022-11-20T23:45:28.8Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,39,36,2022-11-20T23:45:33Z,2160000,False,,,0,,T. Rozier REBOUND (Off:2 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,215.0,,,5.0,3.0,2.0,,,,,,
217,PT07M49.00S,2022-11-20T23:45:35.9Z,2,REGULAR,3pt,Jump Shot,[],1628372,72.61826544021025,86.76470588235294,1610612766,39,36,2022-11-20T23:45:43Z,2170000,False,184.0,205.0,1,right,MISS D. Smith Jr. 27' 3PT,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,27.53,Missed,,,,,,,,,,,,,,,,,,
218,PT07M48.00S,2022-11-20T23:45:36.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,39,36,2022-11-20T23:49:58Z,2180000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,217.0,,,,,,,,,,,
219,PT07M48.00S,2022-11-20T23:45:42.3Z,2,REGULAR,foul,personal,[],1630208,,,1610612764,39,36,2022-11-20T23:49:58Z,2190000,False,,,0,,N. Richards loose ball personal FOUL (1 PF),"[1630208, 1629655]",1610612766.0,CHA,loose ball,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,101284.0,,,,,,,1.0,0.0,Gafford,1629655.0
222,PT07M48.00S,2022-11-20T23:45:53.0Z,2,REGULAR,substitution,out,[],1629023,,,1610612764,39,36,2022-11-20T23:45:55Z,2220000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M48.00S,2022-11-20T23:45:53.0Z,2,REGULAR,substitution,in,[],1630539,,,1610612764,39,36,2022-11-20T23:45:55Z,2230000,False,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M33.00S,2022-11-20T23:46:13.3Z,2,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612764,39,36,2022-11-20T23:46:27Z,2240000,False,,,0,,T. Rozier shooting personal FOUL (1 PF) (Gafford 2 FT),"[1626179, 1629655]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628172.0,,,,,,,1.0,0.0,Gafford,1629655.0
226,PT07M33.00S,2022-11-20T23:46:38.5Z,2,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,40,36,2022-11-20T23:50:03Z,2260000,False,,,0,,D. Gafford Free Throw 1 of 2 (3 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
227,PT07M33.00S,2022-11-20T23:46:55.0Z,2,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,41,36,2022-11-20T23:50:03Z,2270000,False,,,0,,D. Gafford Free Throw 2 of 2 (4 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
228,PT07M21.00S,2022-11-20T23:47:09.6Z,2,REGULAR,3pt,Jump Shot,[],202330,65.39093298291722,48.03921568627451,1610612766,41,39,2022-11-20T23:47:15Z,2280000,False,-10.0,273.0,1,right,G. Hayward 27' 3PT  (11 PTS) (T. Rozier 4 AST),"[202330, 1626179]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,27.3,Made,11.0,T. Rozier,1626179.0,4.0,,,,,,,,,,,,,,
230,PT06M59.00S,2022-11-20T23:47:32.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,6.389618922470433,50.49019607843137,1610612764,43,39,2022-11-20T23:47:37Z,2300000,False,-2.0,8.0,1,left,B. Beal Layup (6 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,0.8,Made,6.0,,,,,,,,,,,,,,,,,
232,PT06M48.00S,2022-11-20T23:47:51.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,43,39,2022-11-20T23:47:51Z,2320000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M48.00S,2022-11-20T23:47:54.3Z,2,REGULAR,substitution,out,[],203115,,,1610612766,43,39,2022-11-20T23:50:30Z,2330000,False,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M48.00S,2022-11-20T23:47:54.3Z,2,REGULAR,substitution,out,[],1629655,,,1610612766,43,39,2022-11-20T23:50:30Z,2340000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M48.00S,2022-11-20T23:47:54.3Z,2,REGULAR,substitution,out,[],1626179,,,1610612766,43,39,2022-11-20T23:50:30Z,2350000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M48.00S,2022-11-20T23:47:54.3Z,2,REGULAR,substitution,in,[],1631098,,,1610612766,43,39,2022-11-20T23:50:30Z,2360000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M48.00S,2022-11-20T23:47:54.3Z,2,REGULAR,substitution,in,[],204001,,,1610612766,43,39,2022-11-20T23:50:30Z,2370000,False,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M48.00S,2022-11-20T23:47:54.3Z,2,REGULAR,substitution,in,[],1629667,,,1610612766,43,39,2022-11-20T23:50:30Z,2380000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M43.00S,2022-11-20T23:50:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,92.46057818659659,49.26470588235294,1610612766,43,41,2022-11-21T00:08:38Z,2390000,False,-4.0,18.0,1,right,D. Smith Jr. cutting Layup (4 PTS) (N. Richards 1 AST),"[1628372, 1630208]",1610612766.0,CHA,cutting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.88,Made,4.0,N. Richards,1630208.0,1.0,,,,,,,,,,,,,,
242,PT06M23.00S,2022-11-20T23:51:15.4Z,2,REGULAR,3pt,Jump Shot,[],1628398,9.543363994743759,4.901960784313726,1610612764,46,41,2022-11-20T23:51:19Z,2410000,False,225.0,37.0,1,left,K. Kuzma 3PT  (14 PTS) (B. Beal 5 AST),"[1628398, 203078]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,22.85,Made,14.0,B. Beal,203078.0,5.0,,,,,,,,,,,,,,
244,PT06M10.00S,2022-11-20T23:51:28.2Z,2,REGULAR,2pt,Jump Shot,[],202330,93.51182654402102,86.02941176470588,1610612766,46,43,2022-11-20T23:51:32Z,2430000,False,180.0,8.0,1,right,G. Hayward 18' pullup Jump Shot (13 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right,18.03,Made,13.0,,,,,,,,,,,,,,,,,
245,PT05M51.00S,2022-11-20T23:51:46.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,19.267411300919843,58.08823529411765,1610612764,46,43,2022-11-20T23:51:52Z,2440000,False,-40.0,129.0,1,left,MISS K. Porzingis 13' turnaround Shot,[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,13.48,Missed,,,,,,,,,,,,,,,,,,
246,PT05M49.00S,2022-11-20T23:51:48.2Z,2,REGULAR,rebound,offensive,[],1628398,,,1610612764,46,43,2022-11-20T23:51:52Z,2450000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,245.0,,,3.0,2.0,1.0,,,,,,
247,PT05M46.00S,2022-11-20T23:51:51.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203078,34.773324572930356,54.90196078431373,1610612764,46,43,2022-11-20T23:51:56Z,2460000,False,-25.0,274.0,1,left,MISS B. Beal 27' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,27.55,Missed,,,,,,,,,,,,,,,,,,
248,PT05M45.00S,2022-11-20T23:51:52.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,46,43,2022-11-20T23:51:56Z,2470000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,247.0,,,,,,,,,,,
250,PT05M45.00S,2022-11-20T23:51:57.6Z,2,REGULAR,substitution,out,[],1630208,,,1610612766,46,43,2022-11-20T23:52:03Z,2490000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M45.00S,2022-11-20T23:51:57.6Z,2,REGULAR,substitution,out,[],202330,,,1610612766,46,43,2022-11-20T23:52:03Z,2500000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M45.00S,2022-11-20T23:51:57.6Z,2,REGULAR,substitution,in,[],203486,,,1610612766,46,43,2022-11-20T23:52:03Z,2510000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M45.00S,2022-11-20T23:51:57.6Z,2,REGULAR,substitution,in,[],1626162,,,1610612766,46,43,2022-11-20T23:57:32Z,2525000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M30.00S,2022-11-20T23:52:27.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,80.89684625492772,57.59803921568627,1610612766,46,45,2022-11-20T23:52:32Z,2530000,False,38.0,127.0,1,right,D. Smith Jr. 13' turnaround fadeaway Jump Shot (6 PTS),[1628372],1610612766.0,CHA,turnaround fadeaway,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.27,Made,6.0,,,,,,,,,,,,,,,,,
255,PT05M16.00S,2022-11-20T23:52:41.6Z,2,REGULAR,turnover,out-of-bounds,[],203078,,,1610612764,46,45,2022-11-20T23:52:51Z,2540000,False,,,0,,B. Beal lost ball out-of-bounds TURNOVER (3 TO),[203078],1610612764.0,WAS,lost ball,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,,,,,200833.0,3.0,,,,,,,,,
256,PT04M58.00S,2022-11-20T23:53:06.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629667,73.9323258869908,14.215686274509803,1610612766,46,45,2022-11-20T23:53:13Z,2550000,False,-179.0,193.0,1,right,MISS J. McDaniels 26' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,,
