actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
260,PT03M37.00S,2022-10-25T23:55:07.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,45,44,2022-10-25T23:55:12Z,2580000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,,,259.0,,,,,,,,,,,,,,,,,
262,PT03M37.00S,2022-10-25T23:55:13.8Z,2,REGULAR,substitution,out,[],1629060,,,1610612764,45,44,2022-10-25T23:55:17Z,2600000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,,,,,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,
263,PT03M37.00S,2022-10-25T23:55:13.8Z,2,REGULAR,substitution,in,[],1630264,,,1610612764,45,44,2022-10-25T23:55:17Z,2610000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,,,,,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,
264,PT03M18.00S,2022-10-25T23:55:38.2Z,2,REGULAR,2pt,Jump Shot,[],203115,81.42247043363994,72.05882352941177,1610612764,47,44,2022-10-25T23:55:43Z,2620000,110.0,122.0,1,right,W. Barton 16' fadeaway Jump Shot (7 PTS),[203115],1610612764.0,WAS,fadeaway,,,,,,Mid-Range,16-24 Right Center,16.45,Made,Barton,W. Barton,,,,,,,,,,7.0,,,,,,,,
265,PT03M07.00S,2022-10-25T23:55:49.6Z,2,REGULAR,3pt,Jump Shot,[],202711,33.85348226018397,21.568627450980394,1610612765,47,44,2022-10-25T23:55:54Z,2630000,142.0,266.0,1,left,MISS B. Bogdanovic 30' 3PT,[202711],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,30.14,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
266,PT03M03.00S,2022-10-25T23:55:53.6Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612764,47,44,2022-10-25T23:55:54Z,2640000,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,,,Morris,M. Morris,265.0,2.0,2.0,0.0,,,,,,,,,,,,,,
267,PT02M58.00S,2022-10-25T23:55:58.8Z,2,REGULAR,3pt,Jump Shot,[],203115,69.85873850197109,24.264705882352942,1610612764,50,44,2022-10-25T23:56:04Z,2650000,-129.0,231.0,1,right,W. Barton 26' 3PT  (10 PTS) (M. Morris 1 AST),"[203115, 1628420]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,26.43,Made,Barton,W. Barton,,,,,,,,,,10.0,M. Morris,1628420.0,1.0,,,,,
269,PT02M47.00S,2022-10-25T23:56:13.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,50,44,2022-10-25T23:56:13Z,2670000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M38.00S,2022-10-25T23:59:23.5Z,2,REGULAR,2pt,Jump Shot,[],202711,22.026938239159,57.35294117647059,1610612765,50,44,2022-10-25T23:59:29Z,2680000,-37.0,155.0,1,left,MISS B. Bogdanovic 15' pullup Shot,[202711],1610612765.0,DET,pullup,,,,,,Mid-Range,8-16 Center,15.89,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
271,PT02M36.00S,2022-10-25T23:59:25.5Z,2,REGULAR,rebound,defensive,[],1628420,,,1610612764,50,44,2022-10-25T23:59:29Z,2690000,,,0,,M. Morris REBOUND (Off:0 Def:3),[1628420],1610612764.0,WAS,,,,,,,Mid-Range,8-16 Center,,,Morris,M. Morris,270.0,3.0,3.0,0.0,,,,,,,,,,,,,,
272,PT02M17.00S,2022-10-25T23:59:44.2Z,2,REGULAR,3pt,Jump Shot,[],203115,69.33311432325887,72.79411764705883,1610612764,53,44,2022-10-25T23:59:48Z,2700000,114.0,236.0,1,right,W. Barton 26' 3PT  (13 PTS) (K. Porzingis 1 AST),"[203115, 204001]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,26.19,Made,Barton,W. Barton,,,,,,,,,,13.0,K. Porzingis,204001.0,1.0,,,,,
274,PT02M04.00S,2022-10-25T23:59:58.1Z,2,REGULAR,2pt,Jump Shot,[],1630595,23.73521681997372,42.64705882352941,1610612765,53,46,2022-10-26T00:00:04Z,2720000,37.0,171.0,1,left,C. Cunningham 17' pullup Jump Shot (6 PTS),[1630595],1610612765.0,DET,pullup,,,,,,Mid-Range,16-24 Center,17.45,Made,Cunningham,C. Cunningham,,,,,,,,,,6.0,,,,,,,,
275,PT01M40.00S,2022-10-26T00:00:21.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,80.1084099868594,39.46078431372549,1610612764,53,46,2022-10-26T00:00:26Z,2730000,-53.0,134.0,1,right,MISS K. Porzingis 14' fadeaway Shot,[204001],1610612764.0,WAS,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,14.45,Missed,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
276,PT01M38.00S,2022-10-26T00:00:23.2Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,53,46,2022-10-26T00:00:26Z,2740000,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Cunningham,C. Cunningham,275.0,3.0,3.0,0.0,,,,,,,,,,,,,,
277,PT01M26.00S,2022-10-26T00:00:36.0Z,2,REGULAR,3pt,Jump Shot,[],202711,19.92444152431012,96.07843137254902,1610612765,53,46,2022-10-26T00:00:41Z,2750000,-230.0,135.0,1,left,MISS B. Bogdanovic 26' 3PT,[202711],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,26.69,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
278,PT01M23.00S,2022-10-26T00:00:39.0Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,53,46,2022-10-26T00:00:41Z,2760000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Avdija,D. Avdija,277.0,2.0,2.0,0.0,,,,,,,,,,,,,,
279,PT01M04.00S,2022-10-26T00:00:58.9Z,2,REGULAR,3pt,Jump Shot,[],1630264,82.07950065703022,94.85294117647058,1610612764,53,46,2022-10-26T00:01:08Z,2770000,224.0,116.0,1,right,MISS A. Gill 25' 3PT,[1630264],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,25.25,Missed,Gill,A. Gill,,,,,,,,,,,,,,,,,,
280,PT00M57.60S,2022-10-26T00:01:05.3Z,2,REGULAR,rebound,offensive,[],1628420,,,1610612764,53,46,2022-10-26T00:01:08Z,2780000,,,0,,M. Morris REBOUND (Off:1 Def:3),[1628420],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,,,Morris,M. Morris,279.0,4.0,3.0,1.0,,,,,,,,,,,,,,
281,PT00M57.20S,2022-10-26T00:01:07.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202711,,,1610612764,53,46,2022-10-26T00:01:13Z,2790000,,,0,,B. Bogdanovic personal FOUL (2 PF) (Morris 2 FT),"[202711, 1628420]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Bogdanovic,B. Bogdanovic,,,,,204059.0,2.0,0.0,Morris,1628420.0,,,,,,,,,
283,PT00M57.20S,2022-10-26T00:01:33.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628420,,,1610612764,54,46,2022-10-26T00:01:53Z,2810000,,,0,,M. Morris Free Throw 1 of 2 (3 PTS),[1628420],1610612764.0,WAS,,,,,,,,,,Made,Morris,M. Morris,,,,,,,,,,3.0,,,,,,,,
284,PT00M57.20S,2022-10-26T00:01:33.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628420,,,1610612764,54,46,2022-10-26T00:01:53Z,2820000,,,0,,MISS M. Morris Free Throw 2 of 2,[1628420],1610612764.0,WAS,,,,,,,,,,Missed,Morris,M. Morris,,,,,,,,,,,,,,,,,,
285,PT00M55.30S,2022-10-26T00:01:35.5Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,54,46,2022-10-26T00:01:53Z,2830000,,,0,,I. Stewart REBOUND (Off:1 Def:5),[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,284.0,6.0,5.0,1.0,,,,,,,,,,,,,,
287,PT00M43.90S,2022-10-26T00:02:11.0Z,2,REGULAR,3pt,Jump Shot,[],1630191,34.641918528252305,50.98039215686274,1610612765,54,49,2022-10-26T00:02:15Z,2850000,-5.0,273.0,1,left,I. Stewart 27' 3PT  (9 PTS) (C. Cunningham 3 AST),"[1630191, 1630595]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,27.31,Made,Stewart,I. Stewart,,,,,,,,,,9.0,C. Cunningham,1630595.0,3.0,,,,,
289,PT00M36.20S,2022-10-26T00:02:24.4Z,2,REGULAR,2pt,Jump Shot,[],1628420,94.03745072273325,81.61764705882352,1610612764,56,49,2022-10-26T00:02:29Z,2870000,158.0,4.0,1,right,M. Morris 15' pullup Jump Shot (5 PTS),[1628420],1610612764.0,WAS,pullup,,,,,,Mid-Range,8-16 Right,15.81,Made,Morris,M. Morris,,,,,,,,,,5.0,,,,,,,,
290,PT00M17.00S,2022-10-26T00:02:47.3Z,2,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,56,49,2022-10-26T00:03:07Z,2880000,,,0,,C. Cunningham bad pass out-of-bounds TURNOVER (3 TO),[1630595],1610612765.0,DET,bad pass,,,,,,Mid-Range,16-24 Right Center,,,Cunningham,C. Cunningham,,,,,202007.0,,,,,,,,,3.0,,,,
292,PT00M17.00S,2022-10-26T00:03:02.0Z,2,REGULAR,substitution,out,[],1630166,,,1610612764,56,49,2022-10-26T00:03:07Z,2900000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
293,PT00M17.00S,2022-10-26T00:03:02.0Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,56,49,2022-10-26T00:03:07Z,2910000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
294,PT00M03.60S,2022-10-26T00:03:28.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203115,67.7562417871222,32.1078431372549,1610612764,56,49,2022-10-26T00:03:36Z,2920000,-89.0,251.0,1,right,MISS W. Barton 26' pullup 3PT,[203115],1610612764.0,WAS,pullup,,,,,,Above the Break 3,24+ Left Center,26.61,Missed,Barton,W. Barton,,,,,,,,,,,,,,,,,,
295,PT00M03.60S,2022-10-26T00:03:28.2Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,56,49,2022-10-26T00:03:36Z,2930000,,,0,,I. Stewart REBOUND (Off:1 Def:6),[1630191],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Stewart,I. Stewart,294.0,7.0,6.0,1.0,,,,,,,,,,,,,,
296,PT00M00.00S,2022-10-26T00:03:38.9Z,2,REGULAR,period,end,[],0,,,1610612765,56,49,2022-10-26T00:03:38Z,2940000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2022-10-26T00:18:14.5Z,3,REGULAR,substitution,out,['startperiod'],1630264,,,1610612765,56,49,2022-10-26T00:18:48Z,2950000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,,,,,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2022-10-26T00:18:14.5Z,3,REGULAR,substitution,in,['startperiod'],1630166,,,1610612765,56,49,2022-10-26T00:18:48Z,2960000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2022-10-26T00:18:56.0Z,3,REGULAR,period,start,[],0,,,1610612764,56,49,2022-10-26T00:18:56Z,2970000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT11M46.00S,2022-10-26T00:19:09.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,7.440867279894875,55.14705882352941,1610612764,58,49,2022-10-26T00:19:16Z,2980000,-26.0,17.0,1,left,K. Kuzma cutting DUNK (8 PTS) (D. Avdija 2 AST),"[1628398, 1630166]",1610612764.0,WAS,cutting,,,,,,Restricted Area,0-8 Center,3.1,Made,Kuzma,K. Kuzma,,,,,,,,,,8.0,D. Avdija,1630166.0,2.0,,,,,
302,PT11M20.00S,2022-10-26T00:19:34.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,92.46057818659659,63.970588235294116,1610612765,58,49,2022-10-26T00:19:38Z,3000000,70.0,18.0,1,right,MISS I. Stewart 7' Layup,[1630191],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,7.23,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
303,PT11M19.00S,2022-10-26T00:19:35.4Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,58,49,2022-10-26T00:19:38Z,3010000,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porzingis,K. Porzingis,302.0,3.0,2.0,1.0,,,,,,,,,,,,,,
304,PT11M13.00S,2022-10-26T00:19:41.7Z,3,REGULAR,turnover,lost ball,[],1628398,,,1610612764,58,49,2022-10-26T00:19:47Z,3020000,,,0,,K. Kuzma lost ball TURNOVER (1 TO),"[1628398, 1631093]",1610612764.0,WAS,,,,,,,Mid-Range,8-16 Right,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,1.0,Ivey,1631093.0,,
305,PT11M13.00S,2022-10-26T00:19:41.7Z,3,REGULAR,steal,,[],1631093,,,1610612765,58,49,2022-10-26T00:19:45Z,3030000,,,0,,J. Ivey STEAL (2 STL),[1631093],1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
306,PT11M08.00S,2022-10-26T00:19:47.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630595,87.86136662286465,37.5,1610612765,58,49,2022-10-26T00:19:52Z,3040000,-62.0,62.0,1,right,MISS C. Cunningham 8' Layup,[1630595],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Left,8.78,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
307,PT11M06.00S,2022-10-26T00:19:49.8Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,58,49,2022-10-26T00:19:52Z,3050000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Left,,,Avdija,D. Avdija,306.0,3.0,3.0,0.0,,,,,,,,,,,,,,
309,PT11M01.00S,2022-10-26T00:20:13.9Z,3,REGULAR,2pt,Jump Shot,[],1630166,14.273981603153747,87.99019607843137,1610612764,60,49,2022-10-26T00:20:20Z,3070000,-190.0,82.0,1,left,D. Avdija 20' Jump Shot (2 PTS) (M. Morris 2 AST),"[1630166, 1628420]",1610612764.0,WAS,,,,,,,Mid-Range,16-24 Left,20.68,Made,Avdija,D. Avdija,,,,,,,,,,2.0,M. Morris,1628420.0,2.0,,,,,
311,PT10M44.00S,2022-10-26T00:20:31.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,88.51839684625493,60.29411764705882,1610612765,60,51,2022-10-26T00:20:51Z,3090000,51.0,55.0,1,right,C. Cunningham 7' pullup Jump Shot (8 PTS),[1630595],1610612765.0,DET,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.56,Made,Cunningham,C. Cunningham,,,,,,,,,,8.0,,,,,,,,
312,PT10M44.00S,2022-10-26T00:20:35.0Z,3,REGULAR,foul,personal,['1freethrow'],1630166,,,1610612765,60,51,2022-10-26T00:20:40Z,3100000,,,0,,D. Avdija shooting personal FOUL (2 PF) (Cunningham 1 FT),"[1630166, 1630595]",1610612764.0,WAS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Avdija,D. Avdija,,,,,204059.0,2.0,0.0,Cunningham,1630595.0,,,,,,,,,
314,PT10M44.00S,2022-10-26T00:20:58.4Z,3,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,60,52,2022-10-26T00:20:58Z,3120000,,,0,,C. Cunningham Free Throw 1 of 1 (9 PTS),[1630595],1610612765.0,DET,,,,,,,,,,Made,Cunningham,C. Cunningham,,,,,,,,,,9.0,,,,,,,,
315,PT10M36.00S,2022-10-26T00:21:07.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,6.915243101182654,59.55882352941176,1610612764,60,52,2022-10-26T00:21:15Z,3130000,-48.0,13.0,1,left,MISS M. Morris reverse Layup - blocked,"[1628420, 1630180]",1610612764.0,WAS,reverse,,,,,,In The Paint (Non-RA),0-8 Center,4.94,Missed,Morris,M. Morris,,,,,,,,,,,,,,,,,Bey,1630180.0
316,PT10M36.00S,2022-10-26T00:21:07.3Z,3,REGULAR,block,,[],1630180,,,1610612764,60,52,2022-10-26T00:21:09Z,3140000,,,0,,S. Bey BLOCK (1 BLK),[1630180],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
317,PT10M33.00S,2022-10-26T00:21:10.3Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,60,52,2022-10-26T00:21:15Z,3150000,,,0,,J. Ivey REBOUND (Off:0 Def:2),[1631093],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Ivey,J. Ivey,315.0,2.0,2.0,0.0,,,,,,,,,,,,,,
318,PT10M30.00S,2022-10-26T00:21:13.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630191,90.88370565045992,44.36274509803921,1610612765,60,54,2022-10-26T00:21:28Z,3160000,-28.0,33.0,1,right,I. Stewart Layup (11 PTS) (J. Ivey 4 AST),"[1630191, 1631093]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,4.36,Made,Stewart,I. Stewart,,,,,,,,,,11.0,J. Ivey,1631093.0,4.0,,,,,
321,PT10M08.00S,2022-10-26T00:21:42.7Z,3,REGULAR,foul,personal,[],1630180,,,1610612764,60,54,2022-10-26T00:24:43Z,3190000,,,0,,S. Bey personal FOUL (2 PF),"[1630180, 204001]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Left Center,,,Bey,S. Bey,,,,,202007.0,2.0,0.0,Porzingis,204001.0,,,,,,,,,
323,PT10M00.00S,2022-10-26T00:22:07.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,16.507884362680684,54.166666666666664,1610612764,62,54,2022-10-26T00:22:13Z,3210000,-21.0,103.0,1,left,K. Porzingis 10' pullup Jump Shot (14 PTS) (M. Morris 3 AST),"[204001, 1628420]",1610612764.0,WAS,pullup,,,,,,In The Paint (Non-RA),8-16 Center,10.48,Made,Porzingis,K. Porzingis,,,,,,,,,,14.0,M. Morris,1628420.0,3.0,,,,,
325,PT09M45.00S,2022-10-26T00:22:23.1Z,3,REGULAR,3pt,Jump Shot,[],1630595,77.7431011826544,94.85294117647058,1610612765,62,54,2022-10-26T00:22:28Z,3230000,224.0,157.0,1,right,MISS C. Cunningham 27' 3PT,[1630595],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,27.36,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
326,PT09M43.00S,2022-10-26T00:22:25.1Z,3,REGULAR,rebound,defensive,[],1628420,,,1610612764,62,54,2022-10-26T00:22:28Z,3240000,,,0,,M. Morris REBOUND (Off:1 Def:4),[1628420],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,,,Morris,M. Morris,325.0,5.0,4.0,1.0,,,,,,,,,,,,,,
327,PT09M39.00S,2022-10-26T00:22:31.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628398,7.5722733245729295,47.05882352941176,1610612764,64,54,2022-10-26T00:25:26Z,3250000,15.0,19.0,1,left,K. Kuzma running Layup (10 PTS) (M. Morris 4 AST),"[1628398, 1628420]",1610612764.0,WAS,running,,,,,,Restricted Area,0-8 Center,2.38,Made,Kuzma,K. Kuzma,,,,,,,,,,10.0,M. Morris,1628420.0,4.0,,,,,
329,PT09M39.00S,2022-10-26T00:22:33.8Z,3,REGULAR,foul,personal,['1freethrow'],1630595,,,1610612764,64,54,2022-10-26T00:22:42Z,3270000,,,0,,C. Cunningham shooting personal FOUL (2 PF) (Kuzma 1 FT),"[1630595, 1628398]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,Cunningham,C. Cunningham,,,,,1627519.0,2.0,0.0,Kuzma,1628398.0,,,,,,,,,
331,PT09M39.00S,2022-10-26T00:23:03.5Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1628398,,,1610612764,65,54,2022-10-26T00:23:03Z,3290000,,,0,,K. Kuzma Free Throw 1 of 1 (11 PTS),[1628398],1610612764.0,WAS,,,,,,,,,,Made,Kuzma,K. Kuzma,,,,,,,,,,11.0,,,,,,,,
333,PT09M25.00S,2022-10-26T00:23:20.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,86.81011826544021,47.549019607843135,1610612765,65,54,2022-10-26T00:23:29Z,3310000,-12.0,71.0,1,right,MISS C. Cunningham 7' turnaround fadeaway Shot,[1630595],1610612765.0,DET,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,7.26,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
334,PT09M20.00S,2022-10-26T00:23:25.1Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,65,54,2022-10-26T00:23:29Z,3320000,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Avdija,D. Avdija,333.0,4.0,4.0,0.0,,,,,,,,,,,,,,
335,PT09M12.00S,2022-10-26T00:23:32.6Z,3,REGULAR,3pt,Jump Shot,[],1628398,9.806176084099869,4.6568627450980395,1610612764,65,54,2022-10-26T00:36:29Z,3330000,227.0,40.0,1,left,MISS K. Kuzma 3PT,[1628398],1610612764.0,WAS,,,,,,,Right Corner 3,24+ Right,23.01,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
336,PT09M09.00S,2022-10-26T00:23:35.6Z,3,REGULAR,rebound,offensive,[],204001,,,1610612764,65,54,2022-10-26T00:23:41Z,3340000,,,0,,K. Porzingis REBOUND (Off:2 Def:2),[204001],1610612764.0,WAS,,,,,,,Mid-Range,24+ Right,,,Porzingis,K. Porzingis,335.0,4.0,2.0,2.0,,,,,,,,,,,,,,
337,PT09M09.00S,2022-10-26T00:23:40.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",204001,5.590000152587891,50.0,1610612764,65,54,2022-10-26T00:27:21Z,3350000,0.0,0.0,1,left,MISS K. Porzingis tip Layup,[204001],1610612764.0,WAS,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
338,PT09M09.00S,2022-10-26T00:23:40.3Z,3,REGULAR,rebound,offensive,[],204001,,,1610612764,65,54,2022-10-26T00:23:58Z,3360000,,,0,,K. Porzingis REBOUND (Off:3 Def:2),[204001],1610612764.0,WAS,,,,,,,Restricted Area,0-8 Center,,,Porzingis,K. Porzingis,337.0,5.0,2.0,3.0,,,,,,,,,,,,,,
339,PT09M09.00S,2022-10-26T00:23:44.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,5.590000152587891,50.0,1610612764,67,54,2022-10-26T00:23:44Z,3370000,0.0,0.0,1,left,K. Porzingis putback Layup (16 PTS),[204001],1610612764.0,WAS,putback,,,,,,Mid-Range,8-16 Left,0.0,Made,Porzingis,K. Porzingis,,,,,,,,,,16.0,,,,,,,,
340,PT09M09.00S,2022-10-26T00:23:46.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,67,54,2022-10-26T00:23:46Z,3380000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT08M55.00S,2022-10-26T00:26:44.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,91.14651773981603,63.23529411764706,1610612765,67,54,2022-10-26T00:26:52Z,3390000,66.0,31.0,1,right,MISS C. Cunningham 7' driving Layup,[1630595],1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
342,PT08M55.00S,2022-10-26T00:26:44.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,67,54,2022-10-26T00:26:52Z,3400000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,341.0,,,,,,,,,,,,,,,,,
344,PT08M37.00S,2022-10-26T00:27:17.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],204001,8.754927726675426,47.794117647058826,1610612764,69,54,2022-10-26T00:27:41Z,3420000,11.0,30.0,1,left,K. Porzingis driving Hook (18 PTS) (M. Morris 5 AST),"[204001, 1628420]",1610612764.0,WAS,driving,,,,,,Restricted Area,0-8 Center,3.18,Made,Porzingis,K. Porzingis,,,,,,,,,,18.0,M. Morris,1628420.0,5.0,,,,,
346,PT08M25.00S,2022-10-26T00:27:30.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,92.59198423127464,48.28431372549019,1610612765,69,56,2022-10-26T00:27:45Z,3440000,-9.0,17.0,1,right,J. Ivey driving Layup (9 PTS),[1631093],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,1.91,Made,Ivey,J. Ivey,,,,,,,,,,9.0,,,,,,,,
347,PT08M12.00S,2022-10-26T00:27:43.3Z,3,REGULAR,turnover,bad pass,[],204001,,,1610612764,69,56,2022-10-26T00:27:49Z,3450000,,,0,,K. Porzingis bad pass TURNOVER (2 TO),"[204001, 1630595]",1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,2.0,Cunningham,1630595.0,,
348,PT08M12.00S,2022-10-26T00:27:43.3Z,3,REGULAR,steal,,[],1630595,,,1610612765,69,56,2022-10-26T00:30:51Z,3460000,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
