actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
278,PT05M15.00S,2025-12-21T01:52:01.7Z,2,REGULAR,3pt,Jump Shot,[],1629111,30.17411300919842,30.88235294117647,1610612763,50,46,2025-12-21T01:52:06Z,2730000,False,96.0,231.0,1,left,MISS J. Landale 25' 3PT,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
279,PT05M13.00S,2025-12-21T01:52:03.7Z,2,REGULAR,rebound,offensive,[],1630583,,,1610612763,50,46,2025-12-21T01:52:06Z,2740000,False,,,0,,S. Aldama REBOUND (Off:5 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,278.0,8.0,3.0,5.0,,,,,,,,,,,
280,PT05M12.00S,2025-12-21T01:52:05.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630583,5.601182654402102,50.98039215686274,1610612763,52,46,2025-12-21T01:52:08Z,2750000,False,-5.0,0.0,1,left,S. Aldama putback DUNK (17 PTS),[1630583],1610612763.0,MEM,putback,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,0.49,Made,17.0,,,,,,,,,,,,,,,,,
281,PT04M59.00S,2025-12-21T01:52:18.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642267,82.60512483574244,41.42156862745098,1610612764,52,46,2025-12-21T01:52:21Z,2760000,False,-43.0,111.0,1,right,MISS B. Carrington 11' driving floating Shot,[1642267],1610612764.0,WAS,driving floating,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Center,11.9,Missed,,,,,,,,,,,,,,,,,,
282,PT04M57.00S,2025-12-21T01:52:20.0Z,2,REGULAR,rebound,defensive,[],1642285,,,1610612763,52,46,2025-12-21T01:52:21Z,2770000,False,,,0,,C. Spencer REBOUND (Off:0 Def:2),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,281.0,2.0,2.0,0.0,,,,,,,,,,,
283,PT04M53.00S,2025-12-21T01:52:24.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630583,6.1268068331143235,48.28431372549019,1610612763,54,46,2025-12-21T01:52:27Z,2780000,False,9.0,5.0,1,left,S. Aldama running finger roll Layup (19 PTS) (C. Spencer 5 AST),"[1630583, 1642285]",1610612763.0,MEM,running finger roll,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,1.0,Made,19.0,,,,,,,,,,,C. Spencer,1642285.0,5.0,,,,
285,PT04M33.00S,2025-12-21T01:52:44.8Z,2,REGULAR,turnover,bad pass,[],1642273,,,1610612764,54,46,2025-12-21T01:52:51Z,2800000,False,,,0,,K. George bad pass TURNOVER (2 TO),"[1642273, 1642377]",1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,24+ Right Center,,,,,,,,,,,2.0,Wells,1642377.0,,,,,,,
320,PT04M33.00S,2025-12-21T01:52:44.8Z,2,REGULAR,steal,,[],1642377,,,1610612763,54,46,2025-12-21T02:00:07Z,2805000,False,,,0,,J. Wells STEAL (1 STL),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,24+ Right Center,,,,,,,,,,,,,,,,,,,,
286,PT04M33.00S,2025-12-21T01:52:50.0Z,2,REGULAR,foul,personal,['1freethrow'],203468,,,1610612763,54,46,2025-12-21T01:53:16Z,2810000,False,,,0,,C. McCollum transition take personal FOUL (1 PF) (Wells 1 FT),"[203468, 1642377]",1610612764.0,WAS,transition take,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,,,1628159.0,,,,,,,1.0,0.0,Wells,1642377.0
288,PT04M33.00S,2025-12-21T01:53:32.1Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1642285,,,1610612763,55,46,2025-12-21T01:53:32Z,2830000,False,,,0,,C. Spencer transition take Free Throw 1 of 1 (4 PTS),[1642285],1610612763.0,MEM,transition take,,,Spencer,C. Spencer,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
289,PT04M33.00S,2025-12-21T01:53:33.0Z,2,REGULAR,substitution,out,[],203484,,,1610612764,55,46,2025-12-21T01:54:59Z,2840000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M33.00S,2025-12-21T01:53:33.0Z,2,REGULAR,substitution,out,[],1630583,,,1610612764,55,46,2025-12-21T01:54:59Z,2850000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M33.00S,2025-12-21T01:53:33.0Z,2,REGULAR,substitution,out,[],1630551,,,1610612764,55,46,2025-12-21T01:54:59Z,2860000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M33.00S,2025-12-21T01:53:33.0Z,2,REGULAR,substitution,in,[],1628991,,,1610612764,55,46,2025-12-21T01:54:59Z,2870000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M33.00S,2025-12-21T01:53:33.0Z,2,REGULAR,substitution,in,[],1642907,,,1610612764,55,46,2025-12-21T01:54:59Z,2880000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M33.00S,2025-12-21T01:53:33.0Z,2,REGULAR,substitution,in,[],203114,,,1610612764,55,46,2025-12-21T01:54:59Z,2890000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT04M20.00S,2025-12-21T01:54:26.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,5.732588699080158,52.450980392156865,1610612763,57,46,2025-12-21T01:54:30Z,2910000,False,-12.0,1.0,1,left,J. Jackson Jr. driving Layup (17 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.24,Made,17.0,,,,,,,,,,,,,,,,,
297,PT04M15.00S,2025-12-21T01:54:35.7Z,2,REGULAR,foul,personal,['2freethrow'],1642907,,,1610612764,57,46,2025-12-21T01:54:56Z,2920000,False,,,0,,C. Coward shooting personal FOUL (1 PF) (McCollum 2 FT),"[1642907, 203468]",1610612763.0,MEM,shooting,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628159.0,,,,,,,1.0,0.0,McCollum,203468.0
299,PT04M15.00S,2025-12-21T01:54:59.0Z,2,REGULAR,freethrow,1 of 2,[],203468,,,1610612764,57,46,2025-12-21T01:54:59Z,2940000,False,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
300,PT04M15.00S,2025-12-21T01:54:59.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,57,46,2025-12-21T01:54:59Z,2950000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,299.0,,,,,,,,,,,,,,
301,PT04M15.00S,2025-12-21T01:55:16.1Z,2,REGULAR,freethrow,2 of 2,[],203468,,,1610612764,57,47,2025-12-21T01:55:16Z,2960000,False,,,0,,C. McCollum Free Throw 2 of 2 (10 PTS),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
302,PT03M56.00S,2025-12-21T01:55:36.2Z,2,REGULAR,turnover,bad pass,[],1642907,,,1610612763,57,47,2025-12-21T01:55:39Z,2970000,False,,,0,,C. Coward bad pass TURNOVER (1 TO),"[1642907, 203114]",1610612763.0,MEM,,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1.0,Middleton,203114.0,,,,,,,
303,PT03M56.00S,2025-12-21T01:55:36.2Z,2,REGULAR,steal,,[],203114,,,1610612764,57,47,2025-12-21T02:05:24Z,2980000,False,,,0,,K. Middleton STEAL (1 STL),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
304,PT03M49.00S,2025-12-21T01:55:43.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642273,70.38436268068331,23.284313725490197,1610612764,57,47,2025-12-21T01:55:47Z,2990000,False,-134.0,226.0,1,right,MISS K. George 26' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,,,,,,,,,,,,,,,,,
305,PT03M46.00S,2025-12-21T01:55:46.5Z,2,REGULAR,rebound,defensive,[],1642377,,,1610612763,57,47,2025-12-21T01:55:47Z,3000000,False,,,0,,J. Wells REBOUND (Off:0 Def:3),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,,,,304.0,3.0,3.0,0.0,,,,,,,,,,,
306,PT03M34.00S,2025-12-21T01:55:57.5Z,2,REGULAR,3pt,Jump Shot,[],1642285,21.50131406044678,9.313725490196079,1610612763,60,47,2025-12-21T01:56:00Z,3010000,False,203.0,150.0,1,left,C. Spencer 25' 3PT  (7 PTS) (C. Coward 1 AST),"[1642285, 1642907]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Right Center,25.25,Made,7.0,,,,,,,,,,,C. Coward,1642907.0,1.0,,,,
308,PT03M18.00S,2025-12-21T01:56:16.9Z,2,REGULAR,turnover,out-of-bounds,[],1642267,,,1610612764,60,47,2025-12-21T01:56:21Z,3030000,False,,,0,,B. Carrington step out-of-bounds TURNOVER (2 TO),[1642267],1610612764.0,WAS,step,,,Carrington,B. Carrington,,,,,Right Corner 3,24+ Right,,,,,,,,,,1628159.0,2.0,,,,,,,,,
309,PT03M18.00S,2025-12-21T01:56:20.3Z,2,REGULAR,substitution,out,[],1642267,,,1610612763,60,47,2025-12-21T01:56:28Z,3040000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M18.00S,2025-12-21T01:56:20.3Z,2,REGULAR,substitution,in,[],1642848,,,1610612763,60,47,2025-12-21T01:56:28Z,3050000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M03.00S,2025-12-21T01:56:51.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,10.200394218134035,40.931372549019606,1610612763,60,47,2025-12-21T01:56:54Z,3060000,False,45.0,43.0,1,left,MISS J. Jackson Jr. 6' driving floating bank Shot,[1628991],1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
312,PT03M01.00S,2025-12-21T01:56:53.8Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,60,47,2025-12-21T01:56:54Z,3070000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,311.0,2.0,2.0,0.0,,,,,,,,,,,
313,PT02M57.00S,2025-12-21T01:56:57.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,74.45795006570303,84.55882352941177,1610612764,60,47,2025-12-21T01:57:02Z,3080000,False,173.0,188.0,1,right,MISS C. McCollum 25' running 3PT,[203468],1610612764.0,WAS,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
314,PT02M54.00S,2025-12-21T01:57:00.4Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,60,47,2025-12-21T01:57:02Z,3090000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,313.0,4.0,3.0,1.0,,,,,,,,,,,
315,PT02M41.00S,2025-12-21T01:57:13.7Z,2,REGULAR,2pt,Jump Shot,[],1642377,19.66162943495401,81.86274509803921,1610612763,62,47,2025-12-21T01:57:16Z,3100000,False,-159.0,132.0,1,left,J. Wells 20' pullup Jump Shot (4 PTS) (C. Spencer 6 AST),"[1642377, 1642285]",1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Mid-Range,16-24 Left Center,20.71,Made,4.0,,,,,,,,,,,C. Spencer,1642285.0,6.0,,,,
317,PT02M31.00S,2025-12-21T01:57:30.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642377,,,1610612764,62,47,2025-12-21T02:00:22Z,3120000,False,,,0,,J. Wells personal FOUL (1 PF) (Middleton 2 FT),"[1642377, 203114]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1151.0,,,,,,,1.0,0.0,Middleton,203114.0
319,PT02M31.00S,2025-12-21T01:57:36.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,62,47,2025-12-21T01:57:36Z,3140000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M31.00S,2025-12-21T02:00:32.8Z,2,REGULAR,freethrow,1 of 2,[],203114,,,1610612764,62,47,2025-12-21T02:00:32Z,3150000,False,,,0,,MISS K. Middleton Free Throw 1 of 2,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
322,PT02M31.00S,2025-12-21T02:00:32.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,62,47,2025-12-21T02:00:32Z,3160000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,,
323,PT02M31.00S,2025-12-21T02:00:46.5Z,2,REGULAR,freethrow,2 of 2,[],203114,,,1610612764,62,48,2025-12-21T02:00:46Z,3170000,False,,,0,,K. Middleton Free Throw 2 of 2 (1 PTS),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
324,PT02M16.00S,2025-12-21T02:01:03.5Z,2,REGULAR,3pt,Jump Shot,[],1628991,31.61957950065703,56.86274509803921,1610612763,65,48,2025-12-21T02:01:06Z,3180000,False,-34.0,245.0,1,left,J. Jackson Jr. 24' 3PT  (20 PTS) (C. Spencer 7 AST),"[1628991, 1642285]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,24.71,Made,20.0,,,,,,,,,,,C. Spencer,1642285.0,7.0,,,,
326,PT01M59.00S,2025-12-21T02:01:19.6Z,2,REGULAR,3pt,Jump Shot,[],203468,69.85873850197109,28.676470588235293,1610612764,65,48,2025-12-21T02:01:22Z,3200000,False,-107.0,231.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
327,PT01M58.00S,2025-12-21T02:01:20.6Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,65,48,2025-12-21T02:01:22Z,3210000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,326.0,5.0,4.0,1.0,,,,,,,,,,,
328,PT01M40.00S,2025-12-21T02:01:39.7Z,2,REGULAR,3pt,Jump Shot,[],1642377,19.92444152431012,90.19607843137256,1610612763,65,48,2025-12-21T02:01:44Z,3220000,False,-201.0,135.0,1,left,MISS J. Wells 24' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,24.2,Missed,,,,,,,,,,,,,,,,,,
329,PT01M38.00S,2025-12-21T02:01:41.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,65,48,2025-12-21T02:01:44Z,3230000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,328.0,,,,,,,,,,,,,,
331,PT01M38.00S,2025-12-21T02:01:46.9Z,2,REGULAR,substitution,out,[],1629111,,,1610612763,65,48,2025-12-21T02:01:50Z,3250000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M38.00S,2025-12-21T02:01:46.9Z,2,REGULAR,substitution,in,[],1630583,,,1610612763,65,48,2025-12-21T02:01:50Z,3260000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M33.00S,2025-12-21T02:02:09.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642285,12.434296977660972,46.32352941176471,1610612763,65,48,2025-12-21T02:02:12Z,3270000,False,18.0,64.0,1,left,MISS C. Spencer 6' driving floating bank Shot,[1642285],1610612763.0,MEM,driving floating bank,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),0-8 Center,6.7,Missed,,,,,,,,,,,,,,,,,,
334,PT01M31.00S,2025-12-21T02:02:11.4Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,65,48,2025-12-21T02:02:12Z,3280000,False,,,0,,K. George REBOUND (Off:0 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,333.0,3.0,3.0,0.0,,,,,,,,,,,
335,PT01M24.00S,2025-12-21T02:02:19.0Z,2,REGULAR,3pt,Jump Shot,[],203468,64.33968462549278,49.50980392156863,1610612764,65,48,2025-12-21T02:02:22Z,3290000,False,-2.0,283.0,1,right,MISS C. McCollum 28' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,28.27,Missed,,,,,,,,,,,,,,,,,,
336,PT01M21.00S,2025-12-21T02:02:21.6Z,2,REGULAR,rebound,offensive,[],1642259,,,1610612764,65,48,2025-12-21T02:02:21Z,3300000,False,,,0,,A. Sarr REBOUND (Off:3 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,,,,335.0,5.0,2.0,3.0,,,,,,,,,,,
337,PT01M20.00S,2025-12-21T02:02:23.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642259,91.27792378449409,52.69607843137255,1610612764,65,48,2025-12-21T02:02:27Z,3310000,False,13.0,29.0,1,right,MISS A. Sarr turnaround Shot - blocked,"[1642259, 1642907]",1610612764.0,WAS,turnaround,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,3.24,Missed,,Coward,1642907.0,,,,,,,,,,,,,,,
338,PT01M20.00S,2025-12-21T02:02:23.0Z,2,REGULAR,block,,[],1642907,,,1610612764,65,48,2025-12-21T02:02:26Z,3320000,False,,,0,,C. Coward BLOCK (1 BLK),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
339,PT01M16.00S,2025-12-21T02:02:27.0Z,2,REGULAR,rebound,defensive,[],1642907,,,1610612763,65,48,2025-12-21T02:02:27Z,3330000,False,,,0,,C. Coward REBOUND (Off:0 Def:2),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Restricted Area,0-8 Center,,,,,,337.0,2.0,2.0,0.0,,,,,,,,,,,
340,PT01M09.00S,2025-12-21T02:02:35.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,11.12023653088042,44.85294117647059,1610612763,67,48,2025-12-21T02:02:40Z,3340000,False,26.0,52.0,1,left,S. Aldama turnaround Jump Shot (21 PTS) (C. Spencer 8 AST),"[1630583, 1642285]",1610612763.0,MEM,turnaround,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,5.8,Made,21.0,,,,,,,,,,,C. Spencer,1642285.0,8.0,,,,
342,PT01M09.00S,2025-12-21T02:02:37.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642273,,,1610612763,67,48,2025-12-21T02:02:58Z,3360000,False,,,0,,K. George shooting personal FOUL (3 PF) (Aldama 1 FT),"[1642273, 1630583]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1151.0,,,,,,,3.0,0.0,Aldama,1630583.0
344,PT01M09.00S,2025-12-21T02:02:54.5Z,2,REGULAR,substitution,out,[],1642273,,,1610612763,67,48,2025-12-21T02:02:57Z,3380000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT01M09.00S,2025-12-21T02:02:54.5Z,2,REGULAR,substitution,in,[],1642267,,,1610612763,67,48,2025-12-21T02:02:57Z,3390000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT01M09.00S,2025-12-21T02:03:07.6Z,2,REGULAR,freethrow,1 of 1,[],1630583,,,1610612763,68,48,2025-12-21T02:03:07Z,3400000,False,,,0,,S. Aldama Free Throw 1 of 1 (22 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
347,PT00M55.70S,2025-12-21T02:03:23.2Z,2,REGULAR,2pt,Jump Shot,[],1642848,80.23981603153744,73.2843137254902,1610612764,68,50,2025-12-21T02:03:26Z,3410000,False,116.0,133.0,1,right,T. Johnson 17' pullup Jump Shot (12 PTS) (A. Sarr 1 AST),"[1642848, 1642259]",1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Mid-Range,16-24 Right Center,17.69,Made,12.0,,,,,,,,,,,A. Sarr,1642259.0,1.0,,,,
349,PT00M41.10S,2025-12-21T02:03:43.3Z,2,REGULAR,turnover,out-of-bounds,[],1630583,,,1610612763,68,50,2025-12-21T02:03:49Z,3430000,False,,,0,,S. Aldama bad pass out-of-bounds TURNOVER (1 TO),[1630583],1610612763.0,MEM,bad pass,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,,,,,,,,,,1628159.0,1.0,,,,,,,,,
350,PT00M30.90S,2025-12-21T02:04:01.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642267,93.38042049934296,4.166666666666666,1610612764,68,53,2025-12-21T02:06:05Z,3440000,False,-229.0,10.0,1,right,B. Carrington 3PT pullup (7 PTS) (C. McCollum 3 AST),"[1642267, 203468]",1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Left Corner 3,24+ Left,22.94,Made,7.0,,,,,,,,,,,C. McCollum,203468.0,3.0,,,,
352,PT00M11.40S,2025-12-21T02:04:23.8Z,2,REGULAR,3pt,Jump Shot,[],1628991,9.149145860709593,2.450980392156863,1610612763,68,53,2025-12-21T02:04:26Z,3460000,False,238.0,34.0,1,left,MISS J. Jackson Jr. 24' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
353,PT00M09.70S,2025-12-21T02:04:25.5Z,2,REGULAR,rebound,defensive,[],1642259,,,1610612764,68,53,2025-12-21T02:04:25Z,3470000,False,,,0,,A. Sarr REBOUND (Off:3 Def:3),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Right Corner 3,24+ Right,,,,,,352.0,6.0,3.0,3.0,,,,,,,,,,,
354,PT00M00.80S,2025-12-21T02:04:34.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203114,86.5473061760841,43.872549019607845,1610612764,68,53,2025-12-21T02:04:40Z,3480000,False,-31.0,74.0,1,right,MISS K. Middleton 8' driving Hook,[203114],1610612764.0,WAS,driving,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,8.01,Missed,,,,,,,,,,,,,,,,,,
355,PT00M00.80S,2025-12-21T02:04:34.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,68,53,2025-12-21T02:04:40Z,3490000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,354.0,,,,,,,,,,,,,,
356,PT00M00.00S,2025-12-21T02:04:41.7Z,2,REGULAR,period,end,[],0,,,1610612764,68,53,2025-12-21T02:04:41Z,3500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2025-12-21T02:19:05.7Z,3,REGULAR,substitution,out,['startperiod'],1642848,,,1610612764,68,53,2025-12-21T02:19:54Z,3510000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2025-12-21T02:19:05.7Z,3,REGULAR,substitution,in,['startperiod'],1642273,,,1610612764,68,53,2025-12-21T02:19:54Z,3520000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2025-12-21T02:20:05.9Z,3,REGULAR,period,start,[],0,,,1610612763,68,53,2025-12-21T02:20:05Z,3530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT11M44.00S,2025-12-21T02:20:21.3Z,3,REGULAR,2pt,Jump Shot,[],1642285,76.03482260183968,77.69607843137256,1610612763,68,53,2025-12-21T02:20:26Z,3540000,False,138.0,173.0,1,right,MISS C. Spencer 22' pullup Shot,[1642285],1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Right Center,22.15,Missed,,,,,,,,,,,,,,,,,,
361,PT11M39.00S,2025-12-21T02:20:26.3Z,3,REGULAR,rebound,defensive,[],203468,,,1610612764,68,53,2025-12-21T02:20:26Z,3550000,False,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,,,,,,360.0,4.0,3.0,1.0,,,,,,,,,,,
