actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
422,PT02M37.00S,2024-01-11T02:10:27.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,87,88,2024-01-11T02:22:30Z,4170000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,8-16 Right,,,421.0,,,,,,,,,,,,,,,,,
423,PT02M37.00S,2024-01-11T02:10:35.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612748,87,88,2024-01-11T02:10:44Z,4180000,False,,,0,,S. Gilgeous-Alexander personal FOUL (2 PF) (Love 2 FT),"[1628983, 201567]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,,2.0,1.0,,,Love,201567.0,,
425,PT02M37.00S,2024-01-11T02:11:02.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201567,,,1610612748,88,88,2024-01-11T02:11:02Z,4200000,False,,,0,,K. Love Free Throw 1 of 2 (9 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
426,PT02M37.00S,2024-01-11T02:11:02.7Z,3,REGULAR,substitution,out,[],1631107,,,1610612748,88,88,2024-01-11T02:11:16Z,4210000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M37.00S,2024-01-11T02:11:02.7Z,3,REGULAR,substitution,out,[],1631119,,,1610612748,88,88,2024-01-11T02:11:16Z,4220000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M37.00S,2024-01-11T02:11:02.7Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,88,88,2024-01-11T02:11:16Z,4230000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M37.00S,2024-01-11T02:11:02.7Z,3,REGULAR,substitution,in,[],1629026,,,1610612748,88,88,2024-01-11T02:11:16Z,4240000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M37.00S,2024-01-11T02:11:21.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201567,,,1610612748,89,88,2024-01-11T02:11:21Z,4250000,False,,,0,,K. Love Free Throw 2 of 2 (10 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
431,PT02M11.00S,2024-01-11T02:11:48.6Z,3,REGULAR,2pt,Jump Shot,[],1630598,14.799605781865965,85.04901960784314,1610612760,89,88,2024-01-11T02:12:00Z,4260000,False,-175.0,87.0,1,left,MISS A. Wiggins 19' step back Shot,[1630598],1610612760.0,OKC,step back,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left,19.54,Missed,,,,,,,,,,,,,,,,,,
432,PT02M09.00S,2024-01-11T02:11:51.2Z,3,REGULAR,rebound,defensive,[],1629312,,,1610612748,89,88,2024-01-11T02:11:51Z,4270000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:3),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Left,,,431.0,5.0,3.0,2.0,,,,,,,,,,,,,,
433,PT01M59.00S,2024-01-11T02:12:03.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630598,,,1610612748,89,88,2024-01-11T02:12:09Z,4280000,False,,,0,,A. Wiggins personal FOUL (1 PF) (Love 2 FT),"[1630598, 201567]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202007.0,,1.0,0.0,,,Love,201567.0,,
435,PT01M59.00S,2024-01-11T02:12:28.4Z,3,REGULAR,freethrow,1 of 2,[],201567,,,1610612748,90,88,2024-01-11T02:12:28Z,4300000,False,,,0,,K. Love Free Throw 1 of 2 (11 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
436,PT01M59.00S,2024-01-11T02:12:30.4Z,3,REGULAR,substitution,out,[],1630598,,,1610612748,90,88,2024-01-11T02:12:34Z,4310000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT01M59.00S,2024-01-11T02:12:30.4Z,3,REGULAR,substitution,in,[],203995,,,1610612748,90,88,2024-01-11T02:12:34Z,4320000,False,,,0,,SUB in: V. Micic,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT01M59.00S,2024-01-11T02:12:48.5Z,3,REGULAR,freethrow,2 of 2,[],201567,,,1610612748,91,88,2024-01-11T02:12:48Z,4330000,False,,,0,,K. Love Free Throw 2 of 2 (12 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
439,PT01M40.00S,2024-01-11T02:13:09.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,11.251642575558476,42.8921568627451,1610612760,91,90,2024-01-11T02:13:13Z,4340000,False,36.0,53.0,1,left,K. Williams 6' Layup (4 PTS) (V. Micic 2 AST),"[1629026, 203995]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,6.4,Made,,,,,4.0,V. Micic,203995.0,2.0,,,,,,,,,,
441,PT01M32.00S,2024-01-11T02:13:18.7Z,3,REGULAR,turnover,lost ball,[],1629639,,,1610612748,91,90,2024-01-11T02:13:24Z,4360000,False,,,0,,T. Herro lost ball TURNOVER (1 TO),"[1629639, 203995]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,,,Micic,203995.0
442,PT01M32.00S,2024-01-11T02:13:18.7Z,3,REGULAR,steal,,[],203995,,,1610612760,91,90,2024-01-11T02:23:15Z,4370000,False,,,0,,V. Micic STEAL (1 STL),[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
443,PT01M27.00S,2024-01-11T02:13:23.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,9.674770039421814,45.34313725490196,1610612760,91,92,2024-01-11T02:13:32Z,4380000,False,23.0,38.0,1,left,L. Dort running finger roll Layup (8 PTS) (K. Williams 1 AST),"[1629652, 1629026]",1610612760.0,OKC,running finger roll,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,4.49,Made,,,,,8.0,K. Williams,1629026.0,1.0,,,,,,,,,,
444,PT01M09.00S,2024-01-11T02:13:40.3Z,3,REGULAR,3pt,Jump Shot,[],1629312,75.50919842312747,7.598039215686274,1610612748,94,92,2024-01-11T02:13:50Z,4390000,False,-212.0,178.0,1,right,H. Highsmith 27' 3PT  (19 PTS) (K. Love 2 AST),"[1629312, 201567]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,27.66,Made,,,,,19.0,K. Love,201567.0,2.0,,,,,,,,,,
446,PT00M55.00S,2024-01-11T02:13:55.3Z,3,REGULAR,3pt,Jump Shot,[],1628983,31.750985545335087,25.98039215686275,1610612760,94,95,2024-01-11T02:13:59Z,4410000,False,120.0,246.0,1,left,S. Gilgeous-Alexander 27' 3PT  (19 PTS) (V. Micic 3 AST),"[1628983, 203995]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,27.38,Made,,,,,19.0,V. Micic,203995.0,3.0,,,,,,,,,,
448,PT00M35.60S,2024-01-11T02:14:18.8Z,3,REGULAR,2pt,Jump Shot,[],1626196,82.9993429697766,71.56862745098039,1610612748,96,95,2024-01-11T02:14:22Z,4430000,False,108.0,107.0,1,right,J. Richardson 15' step back Jump Shot (8 PTS) (T. Herro 5 AST),"[1626196, 1629639]",1610612748.0,MIA,step back,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Right,15.21,Made,,,,,8.0,T. Herro,1629639.0,5.0,,,,,,,,,,
450,PT00M29.00S,2024-01-11T02:14:29.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,12.434296977660972,40.931372549019606,1610612760,96,97,2024-01-11T02:14:41Z,4450000,False,45.0,64.0,1,left,S. Gilgeous-Alexander 7' driving Layup (21 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,7.87,Made,,,,,21.0,,,,,,,,,,,,,
451,PT00M04.90S,2024-01-11T02:14:57.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201567,91.80354796320631,55.14705882352941,1610612748,96,97,2024-01-11T02:15:02Z,4460000,False,26.0,25.0,1,right,MISS K. Love Layup,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,3.55,Missed,,,,,,,,,,,,,,,,,,
452,PT00M04.90S,2024-01-11T02:15:01.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,96,97,2024-01-11T02:15:01Z,4470000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,451.0,,,,,,,,,,,,,,,,,
454,PT00M04.90S,2024-01-11T02:15:03.2Z,3,REGULAR,substitution,out,[],1629639,,,1610612748,96,97,2024-01-11T02:15:22Z,4490000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT00M04.90S,2024-01-11T02:15:03.2Z,3,REGULAR,substitution,out,[],1630198,,,1610612748,96,97,2024-01-11T02:15:22Z,4500000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT00M04.90S,2024-01-11T02:15:03.2Z,3,REGULAR,substitution,out,[],203995,,,1610612748,96,97,2024-01-11T02:15:22Z,4510000,False,,,0,,SUB out: V. Micic,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT00M04.90S,2024-01-11T02:15:03.2Z,3,REGULAR,substitution,in,[],1631170,,,1610612748,96,97,2024-01-11T02:15:22Z,4520000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT00M04.90S,2024-01-11T02:15:03.2Z,3,REGULAR,substitution,in,[],1641717,,,1610612748,96,97,2024-01-11T02:15:22Z,4530000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M04.90S,2024-01-11T02:15:03.2Z,3,REGULAR,substitution,in,[],1631096,,,1610612748,96,97,2024-01-11T02:15:22Z,4540000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT00M04.10S,2024-01-11T02:15:33.5Z,3,REGULAR,turnover,out-of-bounds,[],1626196,,,1610612748,96,97,2024-01-11T02:15:40Z,4550000,False,,,0,,J. Richardson bad pass out-of-bounds TURNOVER (2 TO),[1626196],1610612748.0,MIA,bad pass,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1630886.0,2.0,,,,,,,,
461,PT00M04.10S,2024-01-11T02:15:39.9Z,3,REGULAR,substitution,out,[],201567,,,1610612760,96,97,2024-01-11T02:16:14Z,4560000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT00M04.10S,2024-01-11T02:15:39.9Z,3,REGULAR,substitution,out,[],1629652,,,1610612760,96,97,2024-01-11T02:16:14Z,4570000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M04.10S,2024-01-11T02:15:39.9Z,3,REGULAR,substitution,out,[],1629026,,,1610612760,96,97,2024-01-11T02:16:14Z,4580000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M04.10S,2024-01-11T02:15:39.9Z,3,REGULAR,substitution,out,[],1641717,,,1610612760,96,97,2024-01-11T02:16:14Z,4590000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT00M04.10S,2024-01-11T02:15:39.9Z,3,REGULAR,substitution,in,[],1628389,,,1610612760,96,97,2024-01-11T02:16:14Z,4600000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT00M04.10S,2024-01-11T02:15:39.9Z,3,REGULAR,substitution,in,[],1630198,,,1610612760,96,97,2024-01-11T02:16:14Z,4610000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT00M04.10S,2024-01-11T02:15:39.9Z,3,REGULAR,substitution,in,[],1630581,,,1610612760,96,97,2024-01-11T02:16:14Z,4620000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT00M04.10S,2024-01-11T02:15:39.9Z,3,REGULAR,substitution,in,[],1631114,,,1610612760,96,97,2024-01-11T02:16:14Z,4630000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT00M00.40S,2024-01-11T02:16:19.3Z,3,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612760,96,97,2024-01-11T02:18:38Z,4640000,False,,,0,,J. Richardson shooting personal FOUL (2 PF) (Williams 2 FT),"[1626196, 1631114]",1610612748.0,MIA,shooting,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,,2.0,0.0,,,Williams,1631114.0,,
472,PT00M00.40S,2024-01-11T02:18:15.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1631114,,,1610612760,96,98,2024-01-11T02:19:51Z,4670000,False,,,0,,J. Williams Free Throw 1 of 2 (16 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
473,PT00M00.40S,2024-01-11T02:18:15.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1631114,,,1610612760,96,99,2024-01-11T02:19:51Z,4680000,False,,,0,,J. Williams Free Throw 2 of 2 (17 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
474,PT00M00.00S,2024-01-11T02:18:56.7Z,3,REGULAR,period,end,[],0,,,1610612748,96,99,2024-01-11T02:18:56Z,4690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2024-01-11T02:20:33.3Z,4,REGULAR,substitution,out,['startperiod'],1629312,,,1610612748,96,99,2024-01-11T02:21:04Z,4700000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2024-01-11T02:20:33.3Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612748,96,99,2024-01-11T02:21:04Z,4710000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2024-01-11T02:20:33.3Z,4,REGULAR,substitution,out,['startperiod'],1630198,,,1610612748,96,99,2024-01-11T02:21:04Z,4720000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2024-01-11T02:20:33.3Z,4,REGULAR,substitution,out,['startperiod'],1630581,,,1610612748,96,99,2024-01-11T02:21:04Z,4730000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2024-01-11T02:20:33.3Z,4,REGULAR,substitution,in,['startperiod'],201567,,,1610612748,96,99,2024-01-11T02:21:04Z,4740000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2024-01-11T02:20:33.3Z,4,REGULAR,substitution,in,['startperiod'],1629026,,,1610612748,96,99,2024-01-11T02:21:04Z,4750000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2024-01-11T02:20:33.3Z,4,REGULAR,substitution,in,['startperiod'],203995,,,1610612748,96,99,2024-01-11T02:21:04Z,4760000,False,,,0,,SUB in: V. Micic,[203995],1610612760.0,OKC,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2024-01-11T02:20:33.3Z,4,REGULAR,substitution,in,['startperiod'],1629652,,,1610612748,96,99,2024-01-11T02:21:04Z,4770000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2024-01-11T02:21:20.6Z,4,REGULAR,period,start,[],0,,,1610612748,96,99,2024-01-11T02:21:20Z,4780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT11M49.00S,2024-01-11T02:21:31.4Z,4,REGULAR,3pt,Jump Shot,[],1629130,68.28186596583443,76.9607843137255,1610612748,96,99,2024-01-11T02:21:36Z,4790000,False,135.0,246.0,1,right,MISS D. Robinson 28' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,28.02,Missed,,,,,,,,,,,,,,,,,,
486,PT11M44.00S,2024-01-11T02:21:36.4Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,96,99,2024-01-11T02:21:36Z,4800000,False,,,0,,J. Williams REBOUND (Off:1 Def:5),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,485.0,6.0,5.0,1.0,,,,,,,,,,,,,,
487,PT11M34.00S,2024-01-11T02:21:47.5Z,4,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612760,96,99,2024-01-11T02:21:59Z,4810000,False,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Dort 2 FT),"[1628389, 1629652]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,202041.0,,1.0,0.0,,,Dort,1629652.0,,
489,PT11M34.00S,2024-01-11T02:22:36.4Z,4,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,96,99,2024-01-11T02:22:36Z,4830000,False,,,0,,MISS L. Dort Free Throw 1 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
490,PT11M34.00S,2024-01-11T02:22:36.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,96,99,2024-01-11T02:22:36Z,4840000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,489.0,,,,,,,,,,,,,,,,,
491,PT11M34.00S,2024-01-11T02:22:37.5Z,4,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,96,100,2024-01-11T02:22:37Z,4850000,False,,,0,,L. Dort Free Throw 2 of 2 (9 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
492,PT11M20.00S,2024-01-11T02:22:45.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626196,90.22667542706965,50.49019607843137,1610612748,96,100,2024-01-11T02:24:03Z,4860000,False,2.0,39.0,1,right,MISS J. Richardson driving Hook - blocked,"[1626196, 1631096]",1610612748.0,MIA,driving,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,3.95,Missed,,,,,,,,,,,,,Holmgren,1631096.0,,,,
493,PT11M20.00S,2024-01-11T02:22:45.1Z,4,REGULAR,block,,[],1631096,,,1610612748,96,100,2024-01-11T02:22:47Z,4870000,False,,,0,,C. Holmgren BLOCK (2 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
494,PT11M17.00S,2024-01-11T02:22:48.1Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,96,100,2024-01-11T02:22:49Z,4880000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:7),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,492.0,7.0,7.0,0.0,,,,,,,,,,,,,,
495,PT11M09.00S,2024-01-11T02:22:56.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,12.565703022339028,41.911764705882355,1610612760,96,102,2024-01-11T02:22:59Z,4890000,False,40.0,66.0,1,left,L. Dort 7' cutting Layup (11 PTS) (V. Micic 4 AST),"[1629652, 203995]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,7.7,Made,,,,,11.0,V. Micic,203995.0,4.0,,,,,,,,,,
497,PT10M52.00S,2024-01-11T02:23:14.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.05059132720105,56.86274509803921,1610612748,96,102,2024-01-11T02:23:25Z,4910000,False,34.0,97.0,1,right,MISS B. Adebayo 10' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,10.33,Missed,,,,,,,,,,,,,,,,,,
498,PT10M49.00S,2024-01-11T02:23:16.5Z,4,REGULAR,rebound,defensive,[],1631114,,,1610612760,96,102,2024-01-11T02:23:16Z,4920000,False,,,0,,J. Williams REBOUND (Off:1 Def:6),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,497.0,7.0,6.0,1.0,,,,,,,,,,,,,,
499,PT10M36.00S,2024-01-11T02:23:29.8Z,4,REGULAR,3pt,Jump Shot,[],1629026,14.14257555847569,94.6078431372549,1610612760,96,105,2024-01-11T02:23:33Z,4930000,False,-223.0,80.0,1,left,K. Williams 3PT  (7 PTS) (J. Williams 10 AST),"[1629026, 1631114]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,23.71,Made,,,,,7.0,J. Williams,1631114.0,10.0,,,,,,,,,,
501,PT10M35.00S,2024-01-11T02:23:34.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,96,105,2024-01-11T02:23:34Z,4950000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT10M13.00S,2024-01-11T02:26:45.6Z,4,REGULAR,3pt,Jump Shot,[],1626196,68.28186596583443,67.8921568627451,1610612748,96,105,2024-01-11T02:26:49Z,4960000,False,89.0,246.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,,,,,,,,,,,,,,,,,
503,PT10M11.00S,2024-01-11T02:26:47.6Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,96,105,2024-01-11T02:26:49Z,4970000,False,,,0,,K. Williams REBOUND (Off:0 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,502.0,2.0,2.0,0.0,,,,,,,,,,,,,,
505,PT09M54.00S,2024-01-11T02:27:04.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,9.674770039421814,63.970588235294116,1610612760,96,105,2024-01-11T02:27:34Z,4990000,False,-70.0,38.0,1,left,MISS J. Williams 7' fadeaway Shot,[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.98,Missed,,,,,,,,,,,,,,,,,,
506,PT09M54.00S,2024-01-11T02:27:04.6Z,4,REGULAR,rebound,defensive,[],201567,,,1610612748,96,105,2024-01-11T02:27:09Z,5000000,False,,,0,,K. Love REBOUND (Off:1 Def:4),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,8-16 Left,,,505.0,5.0,4.0,1.0,,,,,,,,,,,,,,
507,PT09M37.00S,2024-01-11T02:27:22.0Z,4,REGULAR,2pt,Jump Shot,[],1628389,78.53153745072274,48.77450980392157,1610612748,96,105,2024-01-11T02:27:29Z,5010000,False,-6.0,149.0,1,right,MISS B. Adebayo 14' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,14.94,Missed,,,,,,,,,,,,,,,,,,
508,PT09M34.00S,2024-01-11T02:27:25.0Z,4,REGULAR,rebound,defensive,[],1631096,,,1610612760,96,105,2024-01-11T02:27:29Z,5020000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:8),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Center,,,507.0,8.0,8.0,0.0,,,,,,,,,,,,,,
509,PT09M22.00S,2024-01-11T02:27:36.1Z,4,REGULAR,3pt,Jump Shot,[],1629652,33.327858081471746,38.970588235294116,1610612760,96,105,2024-01-11T02:27:41Z,5030000,False,55.0,261.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
