actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
436,PT03M38.00S,2022-10-29T03:46:28.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,78.26872536136662,7.8431372549019605,1610612756,80,78,2022-10-29T03:46:34Z,4280000,-211.0,152.0,1,right,MISS D. Booker 25' step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
437,PT03M35.00S,2022-10-29T03:46:31.7Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612740,80,78,2022-10-29T03:46:34Z,4290000,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,,,,436.0,3.0,3.0,0.0,,,,,,,,,,,,,
499,PT03M21.00S,2022-10-29T03:47:09.9Z,3,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,80,78,2022-10-29T04:00:54Z,4335000,,,0,,T. Murphy III lost ball out-of-bounds TURNOVER (1 TO),[1630530],1610612740.0,NOP,lost ball,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,1627963.0,,,,,1.0,,,,,,,
442,PT03M10.00S,2022-10-29T03:47:23.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629111,90.75229960578186,49.754901960784316,1610612756,82,78,2022-10-29T04:00:54Z,4340000,-1.0,34.0,1,right,J. Landale floating Jump Shot (2 PTS) (C. Payne 3 AST),"[1629111, 1626166]",1610612756.0,PHX,floating,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,3.44,Made,2.0,,,,,,,,,,,,,C. Payne,1626166.0,3.0,,
444,PT02M57.00S,2022-10-29T03:47:36.1Z,3,REGULAR,3pt,Jump Shot,[],1630530,9.017739816031538,96.07843137254902,1610612740,82,78,2022-10-29T03:47:45Z,4360000,-230.0,32.0,1,left,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.27,Missed,,,,,,,,,,,,,,,,,,
445,PT02M55.00S,2022-10-29T03:47:38.1Z,3,REGULAR,rebound,defensive,[],1627814,,,1610612756,82,78,2022-10-29T03:47:45Z,4370000,,,0,,D. Lee REBOUND (Off:0 Def:2),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Left Corner 3,24+ Left,,,,444.0,2.0,2.0,0.0,,,,,,,,,,,,,
446,PT02M47.00S,2022-10-29T03:47:46.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,92.06636005256242,47.549019607843135,1610612756,84,78,2022-10-29T03:47:53Z,4380000,-12.0,22.0,1,right,M. Bridges cutting Layup (25 PTS) (C. Payne 4 AST),"[1628969, 1626166]",1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.53,Made,25.0,,,,,,,,,,,,,C. Payne,1626166.0,4.0,,
448,PT02M47.00S,2022-10-29T03:47:52.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,84,78,2022-10-29T03:47:52Z,4400000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M47.00S,2022-10-29T03:49:00.8Z,3,REGULAR,substitution,out,[],1628969,,,1610612740,84,78,2022-10-29T03:51:03Z,4410000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M47.00S,2022-10-29T03:49:00.8Z,3,REGULAR,substitution,out,[],203468,,,1610612740,84,78,2022-10-29T03:51:03Z,4420000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M47.00S,2022-10-29T03:49:00.8Z,3,REGULAR,substitution,in,[],1629013,,,1610612740,84,78,2022-10-29T03:51:03Z,4430000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M47.00S,2022-10-29T03:49:00.8Z,3,REGULAR,substitution,in,[],1626195,,,1610612740,84,78,2022-10-29T03:51:03Z,4440000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M30.00S,2022-10-29T03:51:31.3Z,3,REGULAR,3pt,Jump Shot,[],202066,32.276609724047304,59.80392156862745,1610612740,84,78,2022-10-29T03:51:43Z,4450000,-49.0,251.0,1,left,MISS G. Temple 25' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,Above the Break 3,24+ Center,25.56,Missed,,,,,,,,,,,,,,,,,,
455,PT02M29.00S,2022-10-29T03:51:32.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,84,78,2022-10-29T03:51:43Z,4460000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Center,,,,454.0,,,,,,,,,,,,,,,,
456,PT02M15.00S,2022-10-29T03:52:00.5Z,3,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612756,84,78,2022-10-29T03:53:49Z,4470000,,,0,,D. Graham shooting personal FOUL (1 PF) (Booker 2 FT),"[1628984, 1626164]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203591.0,1.0,0.0,Booker,1626164.0,,,,,,,,
458,PT02M15.00S,2022-10-29T03:52:22.3Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,85,78,2022-10-29T03:52:22Z,4490000,,,0,,D. Booker Free Throw 1 of 2 (15 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
459,PT02M15.00S,2022-10-29T03:52:37.2Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,86,78,2022-10-29T03:52:37Z,4500000,,,0,,D. Booker Free Throw 2 of 2 (16 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
460,PT02M02.00S,2022-10-29T03:52:54.8Z,3,REGULAR,foul,personal,[],1629013,,,1610612740,86,78,2022-10-29T03:53:04Z,4510000,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 1626195]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203591.0,1.0,0.0,Hernangomez,1626195.0,,,,,,,,
462,PT02M01.00S,2022-10-29T03:53:14.5Z,3,REGULAR,foul,offensive,[],1628984,,,1610612740,86,78,2022-10-29T03:53:22Z,4530000,,,0,,D. Graham offensive FOUL (2 PF),"[1628984, 1626166]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Mid-Range,16-24 Left,,,,,,,,1627963.0,2.0,0.0,Payne,1626166.0,,,,,,,,
464,PT02M01.00S,2022-10-29T03:53:14.5Z,3,REGULAR,turnover,offensive foul,[],1628984,,,1610612740,86,78,2022-10-29T03:53:14Z,4550000,,,0,,D. Graham offensive foul TURNOVER (1 TO),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Mid-Range,16-24 Left,,,,,,,,1627963.0,,,,,1.0,,,,,,,
466,PT01M49.00S,2022-10-29T03:53:38.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626166,69.07030223390277,17.892156862745097,1610612756,89,78,2022-10-29T03:53:43Z,4560000,-161.0,238.0,1,right,C. Payne 28' 3PT  (8 PTS) (D. Booker 3 AST),"[1626166, 1626164]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,28.72,Made,8.0,,,,,,,,,,,,,D. Booker,1626164.0,3.0,,
468,PT01M38.00S,2022-10-29T03:53:52.4Z,3,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612740,89,78,2022-10-29T03:54:21Z,4580000,,,0,,L. Shamet shooting personal FOUL (2 PF) (Graham 2 FT),"[1629013, 1628984]",1610612756.0,PHX,shooting,,,Shamet,L. Shamet,,,,,Mid-Range,8-16 Center,,,,,,,,2534.0,2.0,0.0,Graham,1628984.0,,,,,,,,
470,PT01M38.00S,2022-10-29T03:54:27.6Z,3,REGULAR,freethrow,1 of 2,[],1628984,,,1610612740,89,79,2022-10-29T03:54:27Z,4600000,,,0,,D. Graham Free Throw 1 of 2 (7 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
471,PT01M38.00S,2022-10-29T03:54:46.5Z,3,REGULAR,freethrow,2 of 2,[],1628984,,,1610612740,89,80,2022-10-29T03:54:46Z,4610000,,,0,,D. Graham Free Throw 2 of 2 (8 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
472,PT01M17.00S,2022-10-29T03:55:09.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629111,92.46057818659659,49.26470588235294,1610612756,91,80,2022-10-29T03:55:13Z,4620000,-4.0,18.0,1,right,J. Landale alley-oop DUNK (4 PTS) (L. Shamet 1 AST),"[1629111, 1629013]",1610612756.0,PHX,alley-oop,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.88,Made,4.0,,,,,,,,,,,,,L. Shamet,1629013.0,1.0,,
474,PT01M03.00S,2022-10-29T03:55:25.5Z,3,REGULAR,foul,offensive,[],1626195,,,1610612740,91,80,2022-10-29T03:55:34Z,4640000,,,0,,W. Hernangomez offensive FOUL (1 PF),"[1626195, 1629111]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,1.0,0.0,Landale,1629111.0,,,,,,,,
476,PT01M03.00S,2022-10-29T03:55:25.5Z,3,REGULAR,turnover,offensive foul,[],1626195,,,1610612740,91,80,2022-10-29T03:55:25Z,4660000,,,0,,W. Hernangomez offensive foul TURNOVER (1 TO),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,,,,,1.0,,,,,,,
477,PT00M49.90S,2022-10-29T03:55:56.9Z,3,REGULAR,turnover,bad pass,[],1626164,,,1610612756,91,80,2022-10-29T03:56:00Z,4670000,,,0,,D. Booker bad pass TURNOVER (5 TO),"[1626164, 1630530]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,5.0,Murphy III,1630530.0,,,,,
478,PT00M49.90S,2022-10-29T03:55:56.9Z,3,REGULAR,steal,,[],1630530,,,1610612740,91,80,2022-10-29T03:55:58Z,4680000,,,0,,T. Murphy III STEAL (2 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
479,PT00M39.20S,2022-10-29T03:56:07.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,29.122864651773984,73.52941176470588,1610612740,91,83,2022-10-29T03:56:12Z,4690000,-118.0,221.0,1,left,T. Murphy III 25' 3PT  (13 PTS) (G. Temple 1 AST),"[1630530, 202066]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,25.06,Made,13.0,,,,,,,,,,,,,G. Temple,202066.0,1.0,,
481,PT00M30.90S,2022-10-29T03:56:18.8Z,3,REGULAR,2pt,Jump Shot,[],1626166,89.17542706964521,67.15686274509804,1610612756,93,83,2022-10-29T03:56:33Z,4710000,86.0,49.0,1,right,C. Payne 9' driving floating Jump Shot (10 PTS),[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,Mid-Range,8-16 Right,9.9,Made,10.0,,,,,,,,,,,,,,,,,
482,PT00M08.00S,2022-10-29T03:56:44.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,14.011169513797633,60.5392156862745,1610612740,93,83,2022-10-29T03:56:52Z,4720000,-53.0,79.0,1,left,MISS L. Nance Jr. 9' step back Shot,[1626204],1610612740.0,NOP,step back,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Left,9.51,Missed,,,,,,,,,,,,,,,,,,
483,PT00M06.50S,2022-10-29T03:56:45.9Z,3,REGULAR,rebound,offensive,[],1626195,,,1610612740,93,83,2022-10-29T03:56:52Z,4730000,,,0,,W. Hernangomez REBOUND (Off:2 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),8-16 Left,,,,482.0,3.0,1.0,2.0,,,,,,,,,,,,,
484,PT00M04.70S,2022-10-29T03:56:47.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,10.200394218134035,3.6764705882352944,1610612740,93,83,2022-10-29T03:56:59Z,4740000,232.0,43.0,1,left,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
485,PT00M04.70S,2022-10-29T03:56:47.7Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,93,83,2022-10-29T03:56:59Z,4750000,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Right Corner 3,24+ Right,,,,484.0,3.0,3.0,0.0,,,,,,,,,,,,,
486,PT00M02.50S,2022-10-29T03:56:58.6Z,3,REGULAR,foul,personal,[],1626204,,,1610612756,93,83,2022-10-29T03:57:22Z,4760000,,,0,,L. Nance Jr. personal FOUL (3 PF),"[1626204, 1626164]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,1627963.0,3.0,0.0,Booker,1626164.0,,,,,,,,
488,PT00M00.00S,2022-10-29T03:57:18.9Z,3,REGULAR,3pt,Jump Shot,[],1629111,75.1149802890933,10.294117647058822,1610612756,93,83,2022-10-29T03:57:24Z,4780000,-199.0,181.0,1,right,MISS J. Landale 26' 3PT,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,26.89,Missed,,,,,,,,,,,,,,,,,,
489,PT00M00.00S,2022-10-29T03:57:21.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,93,83,2022-10-29T03:57:21Z,4790000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,488.0,,,,,,,,,,,,,,,,
490,PT00M00.00S,2022-10-29T03:57:22.0Z,3,REGULAR,period,end,[],0,,,1610612756,93,83,2022-10-29T03:57:22Z,4800000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2022-10-29T03:58:44.1Z,4,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,93,83,2022-10-29T04:00:49Z,4810000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2022-10-29T03:58:44.1Z,4,REGULAR,substitution,out,['startperiod'],1630530,,,1610612756,93,83,2022-10-29T04:00:49Z,4830000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2022-10-29T03:58:44.1Z,4,REGULAR,substitution,out,['startperiod'],1626195,,,1610612756,93,83,2022-10-29T04:00:49Z,4840000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2022-10-29T03:58:44.1Z,4,REGULAR,substitution,in,['startperiod'],1628470,,,1610612756,93,83,2022-10-29T04:00:49Z,4850000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2022-10-29T03:58:44.1Z,4,REGULAR,substitution,in,['startperiod'],202685,,,1610612756,93,83,2022-10-29T04:00:49Z,4870000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2022-10-29T03:58:44.1Z,4,REGULAR,substitution,in,['startperiod'],1630631,,,1610612756,93,83,2022-10-29T04:00:49Z,4880000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2022-10-29T04:01:03.5Z,4,REGULAR,period,start,[],0,,,1610612756,93,83,2022-10-29T04:01:03Z,4890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT11M47.00S,2022-10-29T04:01:15.6Z,4,REGULAR,3pt,Jump Shot,[],1627814,68.80749014454665,69.85294117647058,1610612756,93,83,2022-10-29T04:01:20Z,4920000,99.0,241.0,1,right,MISS D. Lee 26' 3PT,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
504,PT11M43.00S,2022-10-29T04:01:19.6Z,4,REGULAR,rebound,defensive,[],202066,,,1610612740,93,83,2022-10-29T04:01:20Z,4930000,,,0,,G. Temple REBOUND (Off:0 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,Above the Break 3,24+ Right Center,,,,503.0,1.0,1.0,0.0,,,,,,,,,,,,,
505,PT11M20.00S,2022-10-29T04:01:42.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,7.5722733245729295,45.34313725490196,1610612740,93,83,2022-10-29T04:01:46Z,4940000,23.0,19.0,1,left,MISS L. Nance Jr. cutting Layup,[1626204],1610612740.0,NOP,cutting,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
506,PT11M18.00S,2022-10-29T04:01:44.5Z,4,REGULAR,rebound,defensive,[],1627814,,,1610612756,93,83,2022-10-29T04:01:44Z,4950000,,,0,,D. Lee REBOUND (Off:0 Def:3),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Restricted Area,0-8 Center,,,,505.0,3.0,3.0,0.0,,,,,,,,,,,,,
507,PT11M15.00S,2022-10-29T04:01:47.5Z,4,REGULAR,turnover,bad pass,[],1627814,,,1610612756,93,83,2022-10-29T04:01:51Z,4960000,,,0,,D. Lee bad pass TURNOVER (1 TO),"[1627814, 1628984]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Graham,1628984.0,,,,,
508,PT11M15.00S,2022-10-29T04:01:47.5Z,4,REGULAR,steal,,[],1628984,,,1610612740,93,83,2022-10-29T04:01:49Z,4970000,,,0,,D. Graham STEAL (2 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
509,PT11M11.00S,2022-10-29T04:01:51.4Z,4,REGULAR,turnover,bad pass,[],1630631,,,1610612740,93,83,2022-10-29T04:01:55Z,4980000,,,0,,J. Alvarado bad pass TURNOVER (3 TO),"[1630631, 1627814]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,Lee,1627814.0,,,,,
510,PT11M11.00S,2022-10-29T04:01:51.4Z,4,REGULAR,steal,,[],1627814,,,1610612756,93,83,2022-10-29T04:01:53Z,4990000,,,0,,D. Lee STEAL (1 STL),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
511,PT10M58.00S,2022-10-29T04:02:04.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629013,92.32917214191852,45.588235294117645,1610612756,95,83,2022-10-29T04:02:09Z,5000000,-22.0,20.0,1,right,L. Shamet reverse Layup (5 PTS) (J. Landale 2 AST),"[1629013, 1629111]",1610612756.0,PHX,reverse,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,2.95,Made,5.0,,,,,,,,,,,,,J. Landale,1629111.0,2.0,,
513,PT10M44.00S,2022-10-29T04:02:20.4Z,4,REGULAR,foul,personal,[],1629111,,,1610612740,95,83,2022-10-29T04:02:30Z,5020000,,,0,,J. Landale personal FOUL (2 PF),"[1629111, 202685]",1610612756.0,PHX,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Left,,,,,,,,203591.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,
515,PT10M44.00S,2022-10-29T04:02:27.9Z,4,REGULAR,substitution,out,[],202066,,,1610612740,95,83,2022-10-29T04:02:33Z,5040000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT10M44.00S,2022-10-29T04:02:27.9Z,4,REGULAR,substitution,in,[],1630230,,,1610612740,95,83,2022-10-29T04:02:33Z,5050000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT10M32.00S,2022-10-29T04:03:00.6Z,4,REGULAR,turnover,lost ball,[],202685,,,1610612740,95,83,2022-10-29T04:21:17Z,5085000,,,0,,J. Valanciunas lost ball TURNOVER (1 TO),"[202685, 1629013]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Shamet,1629013.0,,,,,
617,PT10M32.00S,2022-10-29T04:03:00.6Z,4,REGULAR,steal,,[],1629013,,,1610612756,95,83,2022-10-29T04:21:17Z,5087500,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
520,PT10M25.00S,2022-10-29T04:03:04.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1626166,75.3777923784494,58.57843137254902,1610612756,97,83,2022-10-29T04:21:17Z,5090000,43.0,179.0,1,right,C. Payne 18' pullup Jump Shot (12 PTS),[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,Mid-Range,16-24 Center,18.4,Made,12.0,,,,,,,,,,,,,,,,,
521,PT10M09.00S,2022-10-29T04:03:23.1Z,4,REGULAR,foul,personal,['2freethrow'],1627814,,,1610612740,97,83,2022-10-29T04:04:09Z,5100000,,,0,,D. Lee shooting personal FOUL (1 PF) (Alvarado 2 FT),"[1627814, 1630631]",1610612756.0,PHX,shooting,,,Lee,D. Lee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627963.0,1.0,0.0,Alvarado,1630631.0,,,,,,,,
523,PT10M09.00S,2022-10-29T04:04:10.2Z,4,REGULAR,freethrow,1 of 2,[],1630631,,,1610612740,97,84,2022-10-29T04:04:10Z,5120000,,,0,,J. Alvarado Free Throw 1 of 2 (13 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
524,PT10M09.00S,2022-10-29T04:04:13.7Z,4,REGULAR,freethrow,2 of 2,[],1630631,,,1610612740,97,85,2022-10-29T04:04:13Z,5130000,,,0,,J. Alvarado Free Throw 2 of 2 (14 PTS),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
525,PT09M58.00S,2022-10-29T04:04:26.2Z,4,REGULAR,2pt,Jump Shot,[],1626166,83.65637319316689,26.715686274509803,1610612756,97,85,2022-10-29T04:04:30Z,5140000,-116.0,101.0,1,right,MISS C. Payne 15' step back Shot,[1626166],1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,Mid-Range,8-16 Left,15.42,Missed,,,,,,,,,,,,,,,,,,
526,PT09M56.00S,2022-10-29T04:04:28.2Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,97,85,2022-10-29T04:04:30Z,5150000,,,0,,J. Valanciunas REBOUND (Off:2 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,,525.0,7.0,5.0,2.0,,,,,,,,,,,,,
527,PT09M46.00S,2022-10-29T04:04:38.3Z,4,REGULAR,3pt,Jump Shot,[],1630631,29.38567674113009,28.431372549019606,1610612740,97,85,2022-10-29T04:04:43Z,5160000,108.0,224.0,1,left,MISS J. Alvarado 24' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,,
528,PT09M42.00S,2022-10-29T04:04:42.3Z,4,REGULAR,rebound,defensive,[],1629111,,,1610612756,97,85,2022-10-29T04:12:01Z,5170000,,,0,,J. Landale REBOUND (Off:0 Def:2),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,,527.0,2.0,2.0,0.0,,,,,,,,,,,,,
529,PT09M29.00S,2022-10-29T04:04:54.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,92.59198423127464,51.9607843137255,1610612756,97,85,2022-10-29T04:08:38Z,5180000,10.0,17.0,1,right,MISS C. Payne driving Layup,[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,,
530,PT09M29.00S,2022-10-29T04:04:55.7Z,4,REGULAR,rebound,offensive,[],1628470,,,1610612756,97,85,2022-10-29T04:04:55Z,5190000,,,0,,T. Craig REBOUND (Off:4 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,529.0,5.0,1.0,4.0,,,,,,,,,,,,,
531,PT09M28.00S,2022-10-29T04:04:56.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,91.5407358738502,52.450980392156865,1610612756,99,85,2022-10-29T04:05:07Z,5200000,12.0,27.0,1,right,T. Craig putback Layup (13 PTS),[1628470],1610612756.0,PHX,putback,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,2.97,Made,13.0,,,,,,,,,,,,,,,,,
