actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
507,PT10M06.00S,2023-12-21T02:02:59.8Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,93,90,2023-12-21T02:02:59Z,5030000,False,,,0,,P. Reed REBOUND (Off:2 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,8-16 Left,,,506.0,,,,,,4.0,2.0,2.0,,,,,,,,,
508,PT10M00.00S,2023-12-21T02:03:06.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630178,92.72339027595268,50.98039215686274,1610612755,95,90,2023-12-21T02:03:11Z,5040000,False,5.0,16.0,1,right,T. Maxey cutting finger roll Layup (25 PTS) (P. Reed 1 AST),"[1630178, 1630194]",1610612755.0,PHI,cutting finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,,,,25.0,P. Reed,1630194.0,1.0,,,,
510,PT09M50.00S,2023-12-21T02:03:20.2Z,4,REGULAR,foul,offensive,[],1626157,,,1610612750,95,90,2023-12-21T02:03:27Z,5060000,False,,,0,,K. Towns charge offensive FOUL (4 PF),"[1626157, 201976]",1610612750.0,MIN,charge,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,1179.0,4.0,0.0,Beverley,201976.0,,,,,,,,,,,,
512,PT09M50.00S,2023-12-21T02:03:20.2Z,4,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,95,90,2023-12-21T02:03:20Z,5080000,False,,,0,,K. Towns offensive foul TURNOVER (3 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,1179.0,,,,,,,,3.0,,,,,,,,
513,PT09M28.00S,2023-12-21T02:04:10.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630194,86.5473061760841,49.50980392156863,1610612755,95,90,2023-12-21T02:04:59Z,5090000,False,-2.0,74.0,1,right,MISS P. Reed 7' turnaround fadeaway Shot,[1630194],1610612755.0,PHI,turnaround fadeaway,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,7.4,Missed,,,,,,,,,,,,,,,,,,
514,PT09M26.00S,2023-12-21T02:04:12.2Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612750,95,90,2023-12-21T02:04:14Z,5100000,False,,,0,,K. Towns REBOUND (Off:3 Def:9),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,513.0,,,,,,12.0,9.0,3.0,,,,,,,,,
515,PT09M19.00S,2023-12-21T02:04:19.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203937,9.017739816031538,34.55882352941176,1610612750,95,90,2023-12-21T02:04:26Z,5110000,False,77.0,32.0,1,left,MISS K. Anderson 8' turnaround bank Hook,[203937],1610612750.0,MIN,turnaround bank,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Right,8.37,Missed,,,,,,,,,,,,,,,,,,
516,PT09M16.00S,2023-12-21T02:04:22.8Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,95,90,2023-12-21T02:04:26Z,5120000,False,,,0,,P. Reed REBOUND (Off:2 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),8-16 Right,,,515.0,,,,,,5.0,3.0,2.0,,,,,,,,,
517,PT09M12.00S,2023-12-21T02:04:30.6Z,4,REGULAR,foul,personal,[],1629003,,,1610612755,95,90,2023-12-21T02:04:36Z,5130000,False,,,0,,S. Milton personal FOUL (2 PF),"[1629003, 202699]",1610612750.0,MIN,,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,2.0,0.0,Harris,202699.0,,,,,,,,,,,,
519,PT09M12.00S,2023-12-21T02:04:38.4Z,4,REGULAR,substitution,out,[],201976,,,1610612755,95,90,2023-12-21T02:04:51Z,5150000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M12.00S,2023-12-21T02:04:38.4Z,4,REGULAR,substitution,out,[],203937,,,1610612755,95,90,2023-12-21T02:04:51Z,5160000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT09M12.00S,2023-12-21T02:04:38.4Z,4,REGULAR,substitution,in,[],1626162,,,1610612755,95,90,2023-12-21T02:04:51Z,5170000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT09M12.00S,2023-12-21T02:04:38.4Z,4,REGULAR,substitution,in,[],1629675,,,1610612755,95,90,2023-12-21T02:04:51Z,5180000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT09M05.00S,2023-12-21T02:05:02.5Z,4,REGULAR,3pt,Jump Shot,[],1630178,66.96780551905388,27.205882352941174,1610612755,95,90,2023-12-21T02:05:09Z,5190000,False,-114.0,258.0,1,right,MISS T. Maxey 28' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,28.21,Missed,,,,,,,,,,,,,,,,,,
524,PT09M02.00S,2023-12-21T02:05:05.5Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612750,95,90,2023-12-21T02:05:09Z,5200000,False,,,0,,K. Towns REBOUND (Off:3 Def:10),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,523.0,,,,,,13.0,10.0,3.0,,,,,,,,,
525,PT09M02.00S,2023-12-21T02:05:08.3Z,4,REGULAR,foul,personal,[],1630194,,,1610612750,95,90,2023-12-21T02:05:13Z,5210000,False,,,0,,P. Reed personal FOUL (3 PF),"[1630194, 1626157]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,8-16 Left,,,,1179.0,3.0,1.0,Towns,1626157.0,,,,,,,,,,,,
527,PT08M54.00S,2023-12-21T02:05:39.1Z,4,REGULAR,foul,personal,[],202699,,,1610612750,95,90,2023-12-21T02:06:10Z,5230000,False,,,0,,T. Harris personal FOUL (4 PF),"[202699, 1626157]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,202056.0,4.0,0.0,Towns,1626157.0,,,,,,,,,,,,
529,PT08M38.00S,2023-12-21T02:06:12.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,5.601182654402102,47.30392156862745,1610612750,95,92,2023-12-21T02:06:37Z,5250000,False,13.0,0.0,1,left,N. Reid turnaround Hook (8 PTS),[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,,,,8.0,,,,,,,
530,PT08M18.00S,2023-12-21T02:06:32.3Z,4,REGULAR,2pt,Jump Shot,[],202699,76.42904073587385,43.872549019607845,1610612755,97,92,2023-12-21T02:06:57Z,5260000,False,-31.0,169.0,1,right,T. Harris 17' step back Jump Shot (9 PTS),[202699],1610612755.0,PHI,step back,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,17.18,Made,,,,,,,,,,,9.0,,,,,,,
531,PT08M08.00S,2023-12-21T02:06:43.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201144,3.892904073587385,54.65686274509803,1610612750,97,94,2023-12-21T02:06:47Z,5270000,False,-23.0,-16.0,1,left,M. Conley driving Layup (9 PTS),[201144],1610612750.0,MIN,driving,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,2.82,Made,,,,,,,,,,,9.0,,,,,,,
532,PT07M56.00S,2023-12-21T02:06:54.9Z,4,REGULAR,3pt,Jump Shot,[],1630178,68.67608409986859,80.14705882352942,1610612755,100,94,2023-12-21T02:06:59Z,5280000,False,151.0,242.0,1,right,T. Maxey 28' 3PT  (28 PTS) (P. Reed 2 AST),"[1630178, 1630194]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,28.5,Made,,,,,,,,,,,28.0,P. Reed,1630194.0,2.0,,,,
534,PT07M35.00S,2023-12-21T02:07:16.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,4.5499342969776615,52.94117647058824,1610612750,100,96,2023-12-21T02:07:24Z,5300000,False,-15.0,-10.0,1,left,N. Reid finger roll Layup (10 PTS),[1629675],1610612750.0,MIN,finger roll,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,,,,,,,10.0,,,,,,,
535,PT07M20.00S,2023-12-21T02:07:31.7Z,4,REGULAR,2pt,Jump Shot,[],1630178,82.07950065703022,32.1078431372549,1610612755,100,96,2023-12-21T02:07:37Z,5310000,False,-89.0,116.0,1,right,MISS T. Maxey 14' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,14.65,Missed,,,,,,,,,,,,,,,,,,
536,PT07M18.00S,2023-12-21T02:07:33.7Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,100,96,2023-12-21T02:07:43Z,5320000,False,,,0,,P. Reed REBOUND (Off:3 Def:3),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Mid-Range,8-16 Left,,,535.0,,,,,,6.0,3.0,3.0,,,,,,,,,
537,PT07M17.00S,2023-12-21T02:07:35.7Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630194,94.40999984741211,50.0,1610612755,102,96,2023-12-21T02:07:52Z,5330000,False,0.0,0.0,1,right,P. Reed tip DUNK (2 PTS),[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,2.0,,,,,,,
538,PT07M09.00S,2023-12-21T02:07:45.7Z,4,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612750,102,96,2023-12-21T02:07:52Z,5340000,False,,,0,,S. Milton step out-of-bounds TURNOVER (1 TO),[1629003],1610612750.0,MIN,step,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,1179.0,,,,,,,,1.0,,,,,,,,
539,PT07M09.00S,2023-12-21T02:07:53.4Z,4,REGULAR,substitution,out,[],1629003,,,1610612755,102,96,2023-12-21T02:08:05Z,5350000,False,,,0,,SUB out: S. Milton,[1629003],1610612750.0,MIN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M09.00S,2023-12-21T02:07:53.4Z,4,REGULAR,substitution,out,[],1626157,,,1610612755,102,96,2023-12-21T02:08:05Z,5360000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT07M09.00S,2023-12-21T02:07:53.4Z,4,REGULAR,substitution,in,[],203497,,,1610612755,102,96,2023-12-21T02:08:05Z,5370000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT07M09.00S,2023-12-21T02:07:53.4Z,4,REGULAR,substitution,in,[],1630162,,,1610612755,102,96,2023-12-21T02:08:05Z,5380000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M54.00S,2023-12-21T02:08:23.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,92.72339027595268,47.05882352941176,1610612755,104,96,2023-12-21T02:08:28Z,5390000,False,-15.0,16.0,1,right,T. Maxey driving Layup (30 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,,,,,30.0,,,,,,,
544,PT06M42.00S,2023-12-21T02:08:35.2Z,4,REGULAR,3pt,Jump Shot,[],1630162,31.488173455978973,69.6078431372549,1610612750,104,96,2023-12-21T02:08:39Z,5400000,False,-98.0,243.0,1,left,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,
545,PT06M40.00S,2023-12-21T02:08:37.2Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,104,96,2023-12-21T02:08:39Z,5410000,False,,,0,,T. Harris REBOUND (Off:1 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,544.0,,,,,,5.0,4.0,1.0,,,,,,,,,
546,PT06M22.00S,2023-12-21T02:08:56.4Z,4,REGULAR,3pt,Jump Shot,[],1630178,64.86530880420499,62.745098039215684,1610612755,104,96,2023-12-21T02:09:03Z,5420000,False,64.0,278.0,1,right,MISS T. Maxey 28' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,28.5,Missed,,,,,,,,,,,,,,,,,,
547,PT06M21.00S,2023-12-21T02:08:57.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,104,96,2023-12-21T02:13:54Z,5430000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,546.0,,,,,,,,,,,,,,,,,
548,PT06M21.00S,2023-12-21T02:09:08.8Z,4,REGULAR,substitution,out,[],202699,,,1610612755,104,96,2023-12-21T02:13:54Z,5440000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M21.00S,2023-12-21T02:09:08.8Z,4,REGULAR,substitution,out,[],1630194,,,1610612755,104,96,2023-12-21T02:13:54Z,5450000,False,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M21.00S,2023-12-21T02:09:08.8Z,4,REGULAR,substitution,in,[],203954,,,1610612755,104,96,2023-12-21T02:13:54Z,5460000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT06M21.00S,2023-12-21T02:09:08.8Z,4,REGULAR,substitution,in,[],1630231,,,1610612755,104,96,2023-12-21T02:13:54Z,5470000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT06M21.00S,2023-12-21T02:09:24.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,104,96,2023-12-21T02:13:54Z,5480000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M21.00S,2023-12-21T02:11:24.6Z,4,REGULAR,substitution,out,[],201144,,,1610612755,104,96,2023-12-21T02:13:54Z,5500000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M21.00S,2023-12-21T02:11:24.6Z,4,REGULAR,substitution,in,[],1629638,,,1610612755,104,96,2023-12-21T02:13:54Z,5510000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT06M21.00S,2023-12-21T02:13:13.8Z,4,REGULAR,foul,technical,['1freethrow'],202896,,,1610612755,104,96,2023-12-21T02:14:05Z,5520000,False,,,0,,TEAM foul technical,[202896],1610612750.0,MIN,,,,,,,,,,,,,,,202056.0,,,,,,,,,,,,,,,,
557,PT06M21.00S,2023-12-21T02:13:19.4Z,4,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,105,96,2023-12-21T02:13:54Z,5530000,False,,,0,,J. Embiid technical Free Throw 1 of 1 (40 PTS),[203954],1610612755.0,PHI,technical,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,40.0,,,,,,,
558,PT06M07.00S,2023-12-21T02:13:45.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203954,78.79434954007884,28.921568627450984,1610612755,107,96,2023-12-21T02:13:54Z,5540000,False,-105.0,147.0,1,right,J. Embiid 18' pullup Jump Shot (42 PTS) (T. Maxey 4 AST),"[203954, 1630178]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,18.07,Made,,,,,,,,,,,42.0,T. Maxey,1630178.0,4.0,,,,
559,PT05M49.00S,2023-12-21T02:14:04.4Z,4,REGULAR,turnover,lost ball,[],1629675,,,1610612750,107,96,2023-12-21T02:14:08Z,5550000,False,,,0,,N. Reid lost ball TURNOVER (4 TO),"[1629675, 203954]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,4.0,,,,,,,Embiid,203954.0
560,PT05M49.00S,2023-12-21T02:14:04.4Z,4,REGULAR,steal,,[],203954,,,1610612755,107,96,2023-12-21T02:14:06Z,5560000,False,,,0,,J. Embiid STEAL (2 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
561,PT05M49.00S,2023-12-21T02:14:10.9Z,4,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612755,107,96,2023-12-21T02:14:19Z,5570000,False,,,0,,J. McDaniels transition take personal FOUL (2 PF) (Oubre Jr. 1 FT),"[1630183, 1626162]",1610612750.0,MIN,transition take,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Center,,,,1179.0,2.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,
563,PT05M49.00S,2023-12-21T02:14:37.9Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1626162,,,1610612755,107,96,2023-12-21T02:14:39Z,5590000,False,,,0,,MISS K. Oubre Jr. transition take Free Throw 1 of 1,[1626162],1610612755.0,PHI,transition take,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
564,PT05M49.00S,2023-12-21T02:14:37.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,107,96,2023-12-21T02:14:39Z,5600000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,563.0,,,,,,,,,,,,,,,,,
565,PT05M39.00S,2023-12-21T02:15:03.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630178,92.72339027595268,51.470588235294116,1610612755,109,96,2023-12-21T02:15:09Z,5610000,False,7.0,16.0,1,right,T. Maxey driving Layup (32 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,,,,,,,32.0,,,,,,,
566,PT05M39.00S,2023-12-21T02:15:06.2Z,4,REGULAR,foul,personal,['1freethrow'],1630162,,,1610612755,109,96,2023-12-21T02:15:11Z,5620000,False,,,0,,A. Edwards shooting personal FOUL (2 PF) (Maxey 1 FT),"[1630162, 1630178]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,1627962.0,2.0,1.0,Maxey,1630178.0,,,,,,,,,,,,
569,PT05M39.00S,2023-12-21T02:15:22.7Z,4,REGULAR,substitution,out,[],1629675,,,1610612755,109,96,2023-12-21T02:17:38Z,5640000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT05M39.00S,2023-12-21T02:15:22.7Z,4,REGULAR,substitution,in,[],1626157,,,1610612755,109,96,2023-12-21T02:17:38Z,5650000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT05M39.00S,2023-12-21T02:15:44.7Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1630178,,,1610612755,110,96,2023-12-21T02:15:44Z,5660000,False,,,0,,T. Maxey Free Throw 1 of 1 (33 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,33.0,,,,,,,
572,PT05M27.00S,2023-12-21T02:16:11.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612750,110,96,2023-12-21T02:16:15Z,5670000,False,,,0,,K. Martin personal FOUL (1 PF) (Gobert 2 FT),"[1630231, 203497]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,1179.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,
574,PT05M27.00S,2023-12-21T02:16:53.2Z,4,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,110,97,2023-12-21T02:16:53Z,5690000,False,,,0,,R. Gobert Free Throw 1 of 2 (5 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
575,PT05M27.00S,2023-12-21T02:17:16.3Z,4,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,110,98,2023-12-21T02:17:16Z,5700000,False,,,0,,R. Gobert Free Throw 2 of 2 (6 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
576,PT05M09.00S,2023-12-21T02:17:37.2Z,4,REGULAR,turnover,bad pass,[],1630178,,,1610612755,110,98,2023-12-21T02:17:43Z,5710000,False,,,0,,T. Maxey bad pass TURNOVER (5 TO),"[1630178, 203497]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,5.0,,,,,,,Gobert,203497.0
577,PT05M09.00S,2023-12-21T02:17:37.2Z,4,REGULAR,steal,,[],203497,,,1610612750,110,98,2023-12-21T02:17:38Z,5720000,False,,,0,,R. Gobert STEAL (2 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
578,PT05M05.00S,2023-12-21T02:17:41.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203497,6.521024967148489,50.245098039215684,1610612750,110,100,2023-12-21T02:17:49Z,5730000,False,-1.0,9.0,1,left,R. Gobert running DUNK (8 PTS),[203497],1610612750.0,MIN,running,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,,,,,8.0,,,,,,,
579,PT04M50.00S,2023-12-21T02:17:57.9Z,4,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612755,110,100,2023-12-21T02:18:21Z,5740000,False,,,0,,J. McDaniels shooting personal FOUL (3 PF) (Embiid 2 FT),"[1630183, 203954]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,1179.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,,,
581,PT04M50.00S,2023-12-21T02:18:32.7Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,111,100,2023-12-21T02:18:32Z,5760000,False,,,0,,J. Embiid Free Throw 1 of 2 (43 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,43.0,,,,,,,
582,PT04M50.00S,2023-12-21T02:18:34.4Z,4,REGULAR,substitution,out,[],1630231,,,1610612755,111,100,2023-12-21T02:18:37Z,5770000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT04M50.00S,2023-12-21T02:18:34.4Z,4,REGULAR,substitution,in,[],202699,,,1610612755,111,100,2023-12-21T02:18:37Z,5780000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT04M50.00S,2023-12-21T02:18:56.9Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,112,100,2023-12-21T02:18:56Z,5790000,False,,,0,,J. Embiid Free Throw 2 of 2 (44 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,44.0,,,,,,,
585,PT04M41.00S,2023-12-21T02:19:18.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,3.7614980289093296,52.94117647058824,1610612750,112,102,2023-12-21T02:19:26Z,5800000,False,-15.0,-17.0,1,left,A. Edwards driving Layup (25 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,2.25,Made,,,,,,,,,,,25.0,,,,,,,
586,PT04M41.00S,2023-12-21T02:19:22.3Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203954,,,1610612750,112,102,2023-12-21T02:19:34Z,5810000,False,,,0,,J. Embiid shooting personal FOUL (4 PF) (Edwards 1 FT),"[203954, 1630162]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,202056.0,4.0,0.0,Edwards,1630162.0,,,,,,,,,,,,
588,PT04M41.00S,2023-12-21T02:20:09.6Z,4,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,112,103,2023-12-21T02:20:09Z,5830000,False,,,0,,A. Edwards Free Throw 1 of 1 (26 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,,,26.0,,,,,,,
589,PT04M26.00S,2023-12-21T02:20:26.4Z,4,REGULAR,3pt,Jump Shot,[],1630178,69.59592641261499,20.833333333333336,1610612755,112,103,2023-12-21T02:20:31Z,5840000,False,-146.0,233.0,1,right,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.51,Missed,,,,,,,,,,,,,,,,,,
590,PT04M22.00S,2023-12-21T02:20:30.4Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,112,103,2023-12-21T02:20:31Z,5850000,False,,,0,,R. Gobert REBOUND (Off:2 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,589.0,,,,,,9.0,7.0,2.0,,,,,,,,,
