actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
349,PT12M00.00S,2023-03-26T23:19:25.0Z,3,REGULAR,substitution,out,['startperiod'],1629641,,,1610612759,68,58,2023-03-26T23:19:37Z,3410000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2023-03-26T23:19:25.0Z,3,REGULAR,substitution,out,['startperiod'],1630572,,,1610612759,68,58,2023-03-26T23:19:37Z,3420000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2023-03-26T23:19:25.0Z,3,REGULAR,substitution,in,['startperiod'],1630573,,,1610612759,68,58,2023-03-26T23:19:37Z,3430000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2023-03-26T23:19:25.0Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612759,68,58,2023-03-26T23:19:37Z,3440000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2023-03-26T23:19:25.0Z,3,REGULAR,substitution,in,['startperiod'],1631103,,,1610612759,68,58,2023-03-26T23:19:37Z,3450000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2023-03-26T23:19:25.0Z,3,REGULAR,substitution,in,['startperiod'],1630170,,,1610612759,68,58,2023-03-26T23:19:37Z,3460000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2023-03-26T23:19:25.0Z,3,REGULAR,substitution,in,['startperiod'],1630200,,,1610612759,68,58,2023-03-26T23:19:37Z,3470000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2023-03-26T23:19:42.4Z,3,REGULAR,period,start,[],0,,,1610612759,68,58,2023-03-26T23:19:42Z,3480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT11M50.00S,2023-03-26T23:19:52.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,92.06636005256242,40.931372549019606,1610612759,68,58,2023-03-26T23:20:00Z,3490000,False,-45.0,22.0,1,right,MISS K. Bates-Diop driving Layup - blocked,"[1628966, 1628401]",1610612759.0,SAS,driving,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,5.04,Missed,,,,,,,,,,,,,,White,1628401.0,,
358,PT11M50.00S,2023-03-26T23:19:52.7Z,3,REGULAR,block,,[],1628401,,,1610612759,68,58,2023-03-26T23:19:56Z,3500000,False,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
359,PT11M50.00S,2023-03-26T23:19:52.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,68,58,2023-03-26T23:20:00Z,3510000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,357.0,,,,,,,,,,,,
361,PT11M42.00S,2023-03-26T23:20:16.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628380,67.88764783180025,32.35294117647059,1610612759,68,58,2023-03-26T23:20:24Z,3530000,False,-88.0,249.0,1,right,MISS Z. Collins 26' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,26.45,Missed,,,,,,,,,,,,,,,,,
362,PT11M41.00S,2023-03-26T23:20:17.3Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,68,58,2023-03-26T23:20:24Z,3540000,False,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,,361.0,6.0,6.0,0.0,,,,,,,,,
363,PT11M30.00S,2023-03-26T23:20:27.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.674770039421814,57.84313725490197,1610612738,68,58,2023-03-26T23:20:37Z,3550000,False,-39.0,38.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,5.49,Missed,,,,,,,,,,,,,,,,,
364,PT11M29.00S,2023-03-26T23:20:28.7Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,68,58,2023-03-26T23:20:37Z,3560000,False,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,363.0,6.0,5.0,1.0,,,,,,,,,
365,PT11M29.00S,2023-03-26T23:20:32.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627759,5.590000152587891,50.0,1610612738,68,58,2023-03-26T23:20:44Z,3570000,False,0.0,0.0,1,left,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,0.0,Missed,,,,,,,,,,,,,,,,,
366,PT11M28.00S,2023-03-26T23:20:33.9Z,3,REGULAR,rebound,defensive,[],1631103,,,1610612759,68,58,2023-03-26T23:20:44Z,3580000,False,,,0,,M. Branham REBOUND (Off:0 Def:3),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,,,,,365.0,3.0,3.0,0.0,,,,,,,,,
367,PT11M17.00S,2023-03-26T23:20:41.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,92.46057818659659,48.77450980392157,1610612759,68,60,2023-03-26T23:20:47Z,3590000,False,-6.0,18.0,1,right,T. Jones driving Layup (9 PTS),[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,1.94,Made,9.0,,,,,,,,,,,,,,,,
368,PT10M57.00S,2023-03-26T23:21:02.5Z,3,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612738,68,60,2023-03-26T23:21:11Z,3600000,False,,,0,,D. Vassell shooting personal FOUL (3 PF) (Smart 2 FT),"[1630170, 203935]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,203177.0,3.0,0.0,Smart,203935.0,,,,
370,PT10M57.00S,2023-03-26T23:21:43.7Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,69,60,2023-03-26T23:22:00Z,3620000,False,,,0,,M. Smart Free Throw 1 of 2 (10 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
371,PT10M57.00S,2023-03-26T23:21:43.7Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,69,60,2023-03-26T23:22:00Z,3630000,False,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
372,PT10M57.00S,2023-03-26T23:21:43.7Z,3,REGULAR,rebound,defensive,[],1628966,,,1610612759,69,60,2023-03-26T23:22:00Z,3640000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:3),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,371.0,4.0,3.0,1.0,,,,,,,,,
373,PT10M39.00S,2023-03-26T23:22:13.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,89.30683311432325,40.19607843137255,1610612759,69,62,2023-03-26T23:22:18Z,3650000,False,-49.0,48.0,1,right,T. Jones 6' driving floating bank Jump Shot (11 PTS),[1630200],1610612759.0,SAS,driving floating bank,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,6.86,Made,11.0,,,,,,,,,,,,,,,,
374,PT10M25.00S,2023-03-26T23:22:27.6Z,3,REGULAR,3pt,Jump Shot,[],1628401,26.231931668856767,88.97058823529412,1610612738,72,62,2023-03-26T23:22:32Z,3660000,False,-195.0,194.0,1,left,D. White 27' 3PT  (9 PTS) (M. Smart 3 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,27.51,Made,9.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,
376,PT10M09.00S,2023-03-26T23:22:42.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,81.42247043363994,39.705882352941174,1610612759,72,64,2023-03-26T23:22:47Z,3680000,False,-51.0,122.0,1,right,M. Branham 13' pullup Jump Shot (9 PTS) (T. Jones 3 AST),"[1631103, 1630200]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,13.25,Made,9.0,T. Jones,1630200.0,3.0,,,,,,,,,,,,,
378,PT09M55.00S,2023-03-26T23:22:56.8Z,3,REGULAR,3pt,Jump Shot,[],203935,35.167542706964525,47.05882352941176,1610612738,72,64,2023-03-26T23:28:52Z,3700000,False,15.0,278.0,1,left,MISS M. Smart 27' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,27.85,Missed,,,,,,,,,,,,,,,,,
379,PT09M54.00S,2023-03-26T23:22:57.8Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,72,64,2023-03-26T23:23:04Z,3710000,False,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,,378.0,7.0,6.0,1.0,,,,,,,,,
380,PT09M53.00S,2023-03-26T23:23:03.6Z,3,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,72,64,2023-03-26T23:23:08Z,3720000,False,,,0,,A. Horford bad pass out-of-bounds TURNOVER (1 TO),[201143],1610612738.0,BOS,bad pass,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,,1626301.0,,,,,,,,
381,PT09M40.00S,2023-03-26T23:23:21.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628380,89.43823915900131,45.34313725490196,1610612759,72,64,2023-03-26T23:23:29Z,3730000,False,-23.0,47.0,1,right,MISS Z. Collins turnaround Shot - blocked,"[1628380, 201143]",1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,5.23,Missed,,,,,,,,,,,,,,Horford,201143.0,,
382,PT09M40.00S,2023-03-26T23:23:21.9Z,3,REGULAR,block,,[],201143,,,1610612759,72,64,2023-03-26T23:23:24Z,3740000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
383,PT09M38.00S,2023-03-26T23:23:23.9Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,72,64,2023-03-26T23:23:29Z,3750000,False,,,0,,D. White REBOUND (Off:0 Def:6),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,381.0,6.0,6.0,0.0,,,,,,,,,
384,PT09M32.00S,2023-03-26T23:23:29.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203935,27.020367936925098,87.00980392156863,1610612738,72,64,2023-03-26T23:29:22Z,3760000,False,-185.0,201.0,1,left,MISS M. Smart 27' running 3PT,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,27.35,Missed,,,,,,,,,,,,,,,,,
385,PT09M30.00S,2023-03-26T23:23:31.1Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,72,64,2023-03-26T23:23:38Z,3770000,False,,,0,,Z. Collins REBOUND (Off:0 Def:5),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,,384.0,5.0,5.0,0.0,,,,,,,,,
386,PT09M22.00S,2023-03-26T23:23:44.6Z,3,REGULAR,foul,personal,[],1630573,,,1610612759,72,64,2023-03-26T23:23:49Z,3780000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 1628380]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1626301.0,1.0,0.0,Collins,1628380.0,,,,
388,PT09M15.00S,2023-03-26T23:24:03.7Z,3,REGULAR,2pt,Jump Shot,[],1631103,78.66294349540078,64.2156862745098,1610612759,72,66,2023-03-26T23:24:07Z,3800000,False,71.0,148.0,1,right,M. Branham 16' pullup Jump Shot (11 PTS),[1631103],1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,16-24 Right Center,,16.43,Made,11.0,,,,,,,,,,,,,,,,
389,PT08M58.00S,2023-03-26T23:24:20.6Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,72,66,2023-03-26T23:24:24Z,3810000,False,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 1630200]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,3.0,,,,,,,,,,,,,,,,,,Jones,1630200.0
390,PT08M58.00S,2023-03-26T23:24:20.6Z,3,REGULAR,steal,,[],1630200,,,1610612759,72,66,2023-03-26T23:24:22Z,3820000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
391,PT08M54.00S,2023-03-26T23:24:24.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630170,94.82588699080158,40.68627450980392,1610612759,72,66,2023-03-26T23:24:31Z,3830000,False,-47.0,-4.0,1,right,MISS D. Vassell running Layup - blocked,"[1630170, 203935]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,4.68,Missed,,,,,,,,,,,,,,Smart,203935.0,,
392,PT08M54.00S,2023-03-26T23:24:24.5Z,3,REGULAR,block,,[],203935,,,1610612759,72,66,2023-03-26T23:24:26Z,3840000,False,,,0,,M. Smart BLOCK (2 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
393,PT08M52.00S,2023-03-26T23:24:26.5Z,3,REGULAR,rebound,offensive,[],1630200,,,1610612759,72,66,2023-03-26T23:24:31Z,3850000,False,,,0,,T. Jones REBOUND (Off:1 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,391.0,3.0,2.0,1.0,,,,,,,,,
394,PT08M49.00S,2023-03-26T23:24:30.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631103,69.07030223390277,75.0,1610612759,72,66,2023-03-26T23:24:36Z,3860000,False,125.0,238.0,1,right,MISS M. Branham 26' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,26.9,Missed,,,,,,,,,,,,,,,,,
395,PT08M48.00S,2023-03-26T23:24:31.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,72,66,2023-03-26T23:24:36Z,3870000,False,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,394.0,7.0,6.0,1.0,,,,,,,,,
396,PT08M37.00S,2023-03-26T23:24:41.6Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,72,66,2023-03-26T23:24:44Z,3880000,False,,,0,,J. Brown lost ball TURNOVER (4 TO),"[1627759, 1630200]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,4.0,,,,,,,,,,,,,,,,,,Jones,1630200.0
397,PT08M37.00S,2023-03-26T23:24:41.6Z,3,REGULAR,steal,,[],1630200,,,1610612759,72,66,2023-03-26T23:24:43Z,3890000,False,,,0,,T. Jones STEAL (2 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
398,PT08M33.00S,2023-03-26T23:24:45.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628966,92.9862023653088,44.11764705882353,1610612759,72,66,2023-03-26T23:31:52Z,3900000,False,-29.0,13.0,1,right,MISS K. Bates-Diop running Layup,[1628966],1610612759.0,SAS,running,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,3.23,Missed,,,,,,,,,,,,,,,,,
399,PT08M31.00S,2023-03-26T23:24:47.7Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,72,66,2023-03-26T23:24:49Z,3910000,False,,,0,,J. Brown REBOUND (Off:1 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,398.0,8.0,7.0,1.0,,,,,,,,,
400,PT08M27.00S,2023-03-26T23:24:53.1Z,3,REGULAR,foul,personal,['2freethrow'],1631103,,,1610612738,72,66,2023-03-26T23:25:01Z,3920000,False,,,0,,M. Branham shooting personal FOUL (1 PF) (White 2 FT),"[1631103, 1628401]",1610612759.0,SAS,shooting,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1626301.0,1.0,0.0,White,1628401.0,,,,
402,PT08M27.00S,2023-03-26T23:25:27.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628401,,,1610612738,73,66,2023-03-26T23:25:49Z,3940000,False,,,0,,D. White Free Throw 1 of 2 (10 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
403,PT08M27.00S,2023-03-26T23:25:27.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628401,,,1610612738,73,66,2023-03-26T23:25:49Z,3950000,False,,,0,,MISS D. White Free Throw 2 of 2,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
404,PT08M27.00S,2023-03-26T23:25:27.3Z,3,REGULAR,rebound,defensive,[],1628966,,,1610612759,73,66,2023-03-26T23:25:49Z,3960000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:4),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,403.0,5.0,4.0,1.0,,,,,,,,,
405,PT08M17.00S,2023-03-26T23:25:54.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,89.43823915900131,60.5392156862745,1610612759,73,66,2023-03-26T23:26:43Z,3970000,False,53.0,47.0,1,right,MISS T. Jones 7' fadeaway Shot - blocked,"[1630200, 201143]",1610612759.0,SAS,fadeaway,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,7.05,Missed,,,,,,,,,,,,,,Horford,201143.0,,
406,PT08M17.00S,2023-03-26T23:25:54.6Z,3,REGULAR,block,,[],201143,,,1610612759,73,66,2023-03-26T23:25:57Z,3980000,False,,,0,,A. Horford BLOCK (3 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
407,PT08M16.00S,2023-03-26T23:25:55.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,73,66,2023-03-26T23:26:05Z,3990000,False,,,0,,A. Horford REBOUND (Off:1 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,405.0,8.0,7.0,1.0,,,,,,,,,
408,PT08M08.00S,2023-03-26T23:26:03.7Z,3,REGULAR,3pt,Jump Shot,[],201143,33.327858081471746,60.78431372549019,1610612738,76,66,2023-03-26T23:26:09Z,4000000,False,-54.0,261.0,1,left,A. Horford 26' 3PT  (3 PTS) (M. Smart 4 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,26.63,Made,3.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,
410,PT08M06.00S,2023-03-26T23:26:14.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,76,66,2023-03-26T23:26:14Z,4020000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT07M46.00S,2023-03-26T23:29:19.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,90.88370565045992,41.17647058823529,1610612759,76,66,2023-03-26T23:29:23Z,4030000,False,-44.0,33.0,1,right,MISS Z. Collins Hook,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,5.52,Missed,,,,,,,,,,,,,,,,,
412,PT07M44.00S,2023-03-26T23:29:21.3Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,76,66,2023-03-26T23:29:23Z,4040000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,411.0,1.0,1.0,0.0,,,,,,,,,
413,PT07M39.00S,2023-03-26T23:29:26.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201143,29.38567674113009,86.76470588235294,1610612738,76,66,2023-03-26T23:34:21Z,4050000,False,-184.0,224.0,1,left,MISS A. Horford 28' running 3PT,[201143],1610612738.0,BOS,running,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,28.95,Missed,,,,,,,,,,,,,,,,,
414,PT07M38.00S,2023-03-26T23:29:27.3Z,3,REGULAR,rebound,offensive,[],1628401,,,1610612738,76,66,2023-03-26T23:29:36Z,4060000,False,,,0,,D. White REBOUND (Off:1 Def:6),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,413.0,7.0,6.0,1.0,,,,,,,,,
415,PT07M38.00S,2023-03-26T23:29:30.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628401,5.590000152587891,50.0,1610612738,76,66,2023-03-26T23:29:42Z,4070000,False,0.0,0.0,1,left,MISS D. White tip Layup,[1628401],1610612738.0,BOS,tip,,,White,D. White,,,,,Restricted Area,0-8 Center,,0.0,Missed,,,,,,,,,,,,,,,,,
416,PT07M37.00S,2023-03-26T23:29:31.5Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,76,66,2023-03-26T23:29:42Z,4080000,False,,,0,,D. Vassell REBOUND (Off:0 Def:5),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,415.0,5.0,5.0,0.0,,,,,,,,,
417,PT07M20.00S,2023-03-26T23:29:45.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,92.06636005256242,52.450980392156865,1610612759,76,66,2023-03-26T23:35:40Z,4090000,False,12.0,22.0,1,right,MISS Z. Collins Layup,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,2.53,Missed,,,,,,,,,,,,,,,,,
418,PT07M18.00S,2023-03-26T23:29:47.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,76,66,2023-03-26T23:29:49Z,4100000,False,,,0,,J. Brown REBOUND (Off:1 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,417.0,9.0,8.0,1.0,,,,,,,,,
419,PT07M15.00S,2023-03-26T23:29:51.2Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,76,66,2023-03-26T23:29:54Z,4110000,False,,,0,,J. Brown lost ball TURNOVER (5 TO),"[1627759, 1630200]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,5.0,,,,,,,,,,,,,,,,,,Jones,1630200.0
420,PT07M15.00S,2023-03-26T23:29:51.2Z,3,REGULAR,steal,,[],1630200,,,1610612759,76,66,2023-03-26T23:29:53Z,4120000,False,,,0,,T. Jones STEAL (3 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
421,PT07M09.00S,2023-03-26T23:29:56.7Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628966,90.88370565045992,3.6764705882352944,1610612759,76,66,2023-03-26T23:36:38Z,4130000,False,-232.0,33.0,1,right,MISS K. Bates-Diop running 3PT,[1628966],1610612759.0,SAS,running,,,Bates-Diop,K. Bates-Diop,,,,,Left Corner 3,24+ Left,,23.4,Missed,,,,,,,,,,,,,,,,,
422,PT07M08.00S,2023-03-26T23:29:57.7Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,76,66,2023-03-26T23:30:05Z,4140000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,,,,,,421.0,2.0,2.0,0.0,,,,,,,,,
423,PT06M54.00S,2023-03-26T23:30:12.7Z,3,REGULAR,3pt,Jump Shot,[],201143,27.54599211563732,20.098039215686274,1610612738,79,66,2023-03-26T23:30:17Z,4150000,False,150.0,206.0,1,left,A. Horford 25' 3PT  (6 PTS) (D. White 2 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,25.49,Made,6.0,D. White,1628401.0,2.0,,,,,,,,,,,,,
425,PT06M41.00S,2023-03-26T23:30:27.8Z,3,REGULAR,turnover,out-of-bounds,[],1628380,,,1610612759,79,66,2023-03-26T23:30:33Z,4170000,False,,,0,,Z. Collins bad pass out-of-bounds TURNOVER (4 TO),[1628380],1610612759.0,SAS,bad pass,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Left Center,4.0,,,,,,,,,,,1626301.0,,,,,,,,
426,PT06M41.00S,2023-03-26T23:30:32.0Z,3,REGULAR,substitution,out,[],1628966,,,1610612738,79,66,2023-03-26T23:30:40Z,4180000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
