actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
176,PT11M45.00S,2024-02-10T23:42:32.8Z,2,REGULAR,freethrow,2 of 2,[],1626224,,,1610612759,33,32,2024-02-10T23:42:32Z,1720000,False,,,0,,C. Osman Free Throw 2 of 2 (8 PTS),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
177,PT11M36.00S,2024-02-10T23:42:44.0Z,2,REGULAR,3pt,Jump Shot,[],1630560,30.436925098554536,33.33333333333333,1610612751,36,32,2024-02-10T23:42:49Z,1730000,False,83.0,234.0,1,left,C. Thomas 24' 3PT pullup (8 PTS) (B. Simmons 2 AST),"[1630560, 1627732]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,24.8,Made,8.0,,,,,,,,,,,,,B. Simmons,1627732.0,2.0,,
179,PT11M28.00S,2024-02-10T23:42:54.5Z,2,REGULAR,foul,personal,[],1627732,,,1610612759,36,32,2024-02-10T23:43:18Z,1750000,False,,,0,,B. Simmons personal FOUL (1 PF),"[1627732, 1641705]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Right,,,,,,,,1662.0,1.0,0.0,,,,Wembanyama,1641705.0,,,,,
181,PT11M24.00S,2024-02-10T23:43:20.2Z,2,REGULAR,turnover,bad pass,[],1631103,,,1610612759,36,32,2024-02-10T23:43:25Z,1770000,False,,,0,,M. Branham bad pass TURNOVER (1 TO),"[1631103, 1630560]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Thomas,1630560.0,,,,,,,
182,PT11M24.00S,2024-02-10T23:43:20.2Z,2,REGULAR,steal,,[],1630560,,,1610612751,36,32,2024-02-10T23:43:23Z,1780000,False,,,0,,C. Thomas STEAL (1 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
183,PT11M08.00S,2024-02-10T23:43:36.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627732,6.915243101182654,49.754901960784316,1610612751,38,32,2024-02-10T23:45:23Z,1790000,False,1.0,13.0,1,left,B. Simmons cutting Layup (4 PTS) (M. Bridges 1 AST),"[1627732, 1628969]",1610612751.0,BKN,cutting,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1.26,Made,4.0,,,,,,,,,,,,,M. Bridges,1628969.0,1.0,,
185,PT10M45.00S,2024-02-10T23:43:59.0Z,2,REGULAR,3pt,Jump Shot,[],1631103,92.19776609724047,5.147058823529411,1610612759,38,32,2024-02-10T23:44:03Z,1810000,False,-224.0,21.0,1,right,MISS M. Branham 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Left Corner 3,24+ Left,22.53,Missed,,,,,,,,,,,,,,,,,,
186,PT10M42.00S,2024-02-10T23:44:02.0Z,2,REGULAR,rebound,defensive,[],1630592,,,1610612751,38,32,2024-02-10T23:44:03Z,1820000,False,,,0,,J. Wilson REBOUND (Off:1 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Left Corner 3,24+ Left,,,,185.0,2.0,1.0,1.0,,,,,,,,,,,,,
187,PT10M38.00S,2024-02-10T23:44:09.7Z,2,REGULAR,foul,offensive,[],1627732,,,1610612751,38,32,2024-02-10T23:44:18Z,1830000,False,,,0,,B. Simmons offensive FOUL (2 PF),"[1627732, 1630200]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Center,,,,,,,,1628159.0,2.0,0.0,,,,Jones,1630200.0,,,,,
189,PT10M38.00S,2024-02-10T23:44:09.7Z,2,REGULAR,turnover,offensive foul,[],1627732,,,1610612751,38,32,2024-02-10T23:44:09Z,1850000,False,,,0,,B. Simmons offensive foul TURNOVER (2 TO),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Center,,,,,,,,1628159.0,,,2.0,,,,,,,,,
190,PT10M25.00S,2024-02-10T23:44:44.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,92.59198423127464,96.81372549019608,1610612759,38,35,2024-02-10T23:44:50Z,1860000,False,234.0,17.0,1,right,K. Johnson 3PT  (9 PTS) (M. Branham 1 AST),"[1629640, 1631103]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,23.47,Made,9.0,,,,,,,,,,,,,M. Branham,1631103.0,1.0,,
192,PT10M14.00S,2024-02-10T23:44:58.9Z,2,REGULAR,foul,personal,[],1629640,,,1610612751,38,35,2024-02-10T23:45:06Z,1880000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 1627732]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,,1628159.0,1.0,0.0,,,,Simmons,1627732.0,,,,,
194,PT10M07.00S,2024-02-10T23:45:26.4Z,2,REGULAR,3pt,Jump Shot,[],1630560,31.750985545335087,57.84313725490197,1610612751,38,35,2024-02-10T23:45:33Z,1900000,False,-39.0,246.0,1,left,MISS C. Thomas 24' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,24.91,Missed,,,,,,,,,,,,,,,,,,
195,PT10M02.00S,2024-02-10T23:45:31.4Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612759,38,35,2024-02-10T23:45:33Z,1910000,False,,,0,,C. Osman REBOUND (Off:1 Def:2),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Center,,,,194.0,3.0,2.0,1.0,,,,,,,,,,,,,
197,PT10M02.00S,2024-02-10T23:45:37.1Z,2,REGULAR,turnover,out-of-bounds,[],1626224,,,1610612759,38,35,2024-02-10T23:45:42Z,1930000,False,,,0,,C. Osman lost ball out-of-bounds TURNOVER (1 TO),[1626224],1610612759.0,SAS,lost ball,,,Osman,C. Osman,,,,,Above the Break 3,24+ Center,,,,,,,,1627541.0,,,1.0,,,,,,,,,
198,PT10M02.00S,2024-02-10T23:45:43.8Z,2,REGULAR,substitution,out,[],1627827,,,1610612751,38,35,2024-02-10T23:45:51Z,1940000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M02.00S,2024-02-10T23:45:43.8Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,38,35,2024-02-10T23:45:51Z,1950000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M53.00S,2024-02-10T23:46:19.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,12.434296977660972,67.40196078431373,1610612751,38,35,2024-02-10T23:47:30Z,1970000,False,-87.0,64.0,1,left,MISS C. Thomas 10' driving floating bank Shot,[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,10.82,Missed,,,,,,,,,,,,,,,,,,
202,PT09M50.00S,2024-02-10T23:46:22.7Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612759,38,35,2024-02-10T23:46:24Z,1980000,False,,,0,,C. Osman REBOUND (Off:1 Def:3),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Mid-Range,8-16 Left,,,,201.0,4.0,3.0,1.0,,,,,,,,,,,,,
203,PT09M38.00S,2024-02-10T23:46:34.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,82.60512483574244,35.049019607843135,1610612759,38,37,2024-02-10T23:46:46Z,1990000,False,-75.0,111.0,1,right,V. Wembanyama 13' turnaround fadeaway Jump Shot (6 PTS) (T. Jones 2 AST),"[1641705, 1630200]",1610612759.0,SAS,turnaround fadeaway,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Left,13.39,Made,6.0,,,,,,,,,,,,,T. Jones,1630200.0,2.0,,
205,PT09M24.00S,2024-02-10T23:46:48.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,13.61695137976347,37.00980392156863,1610612751,40,37,2024-02-10T23:46:57Z,2010000,False,65.0,75.0,1,left,B. Simmons 9' turnaround Hook (6 PTS),[1627732],1610612751.0,BKN,turnaround,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Right,9.96,Made,6.0,,,,,,,,,,,,,,,,,
207,PT09M13.00S,2024-02-10T23:46:59.2Z,2,REGULAR,3pt,Jump Shot,[],1641705,68.54467805519053,68.62745098039215,1610612759,40,37,2024-02-10T23:47:25Z,2030000,False,93.0,243.0,1,right,MISS V. Wembanyama 26' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
208,PT09M13.00S,2024-02-10T23:46:59.2Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,40,37,2024-02-10T23:47:25Z,2040000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,207.0,3.0,3.0,0.0,,,,,,,,,,,,,
209,PT09M05.00S,2024-02-10T23:47:07.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1629651,11.777266754270697,49.50980392156863,1610612751,42,37,2024-02-10T23:47:33Z,2050000,False,2.0,58.0,1,left,N. Claxton driving Hook (4 PTS),[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,4.0,,,,,,,,,,,,,,,,,
210,PT08M59.00S,2024-02-10T23:47:18.3Z,2,REGULAR,foul,personal,[],1629651,,,1610612759,42,37,2024-02-10T23:47:23Z,2060000,False,,,0,,N. Claxton personal FOUL (3 PF),"[1629651, 1641705]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Center,,,,,,,,1627541.0,3.0,1.0,,,,Wembanyama,1641705.0,,,,,
212,PT08M59.00S,2024-02-10T23:47:25.9Z,2,REGULAR,substitution,out,[],1626224,,,1610612759,42,37,2024-02-10T23:47:30Z,2080000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M59.00S,2024-02-10T23:47:25.9Z,2,REGULAR,substitution,in,[],1631110,,,1610612759,42,37,2024-02-10T23:47:30Z,2090000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M59.00S,2024-02-10T23:47:25.9Z,2,REGULAR,substitution,out,[],1629651,,,1610612759,42,37,2024-02-10T23:48:11Z,2100000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M59.00S,2024-02-10T23:47:25.9Z,2,REGULAR,substitution,in,[],1630570,,,1610612759,42,37,2024-02-10T23:48:11Z,2110000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M48.00S,2024-02-10T23:48:29.0Z,2,REGULAR,3pt,Jump Shot,[],1630200,67.7562417871222,37.254901960784316,1610612759,42,37,2024-02-10T23:48:35Z,2120000,False,-64.0,251.0,1,right,MISS T. Jones 25' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
217,PT08M45.00S,2024-02-10T23:48:32.0Z,2,REGULAR,rebound,defensive,[],1630592,,,1610612751,42,37,2024-02-10T23:48:35Z,2130000,False,,,0,,J. Wilson REBOUND (Off:1 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,,216.0,3.0,2.0,1.0,,,,,,,,,,,,,
218,PT08M27.00S,2024-02-10T23:48:50.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,15.456636005256241,40.931372549019606,1610612751,42,37,2024-02-10T23:51:03Z,2140000,False,45.0,93.0,1,left,MISS C. Thomas 10' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,10.33,Missed,,,,,,,,,,,,,,,,,,
219,PT08M25.00S,2024-02-10T23:48:52.4Z,2,REGULAR,rebound,offensive,[],1630592,,,1610612751,42,37,2024-02-10T23:51:03Z,2150000,False,,,0,,J. Wilson REBOUND (Off:2 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Center,,,,218.0,4.0,2.0,2.0,,,,,,,,,,,,,
220,PT08M22.00S,2024-02-10T23:48:57.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,42,37,2024-02-10T23:49:03Z,2160000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,1628159.0,,,,,,,,,,,,
221,PT08M05.00S,2024-02-10T23:49:27.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641705,86.02168199737189,63.725490196078425,1610612759,42,37,2024-02-10T23:49:51Z,2170000,False,69.0,79.0,1,right,MISS V. Wembanyama 10' pullup Shot,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Right,10.46,Missed,,,,,,,,,,,,,,,,,,
222,PT08M02.00S,2024-02-10T23:49:30.9Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,42,37,2024-02-10T23:49:51Z,2180000,False,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Right,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,,,
223,PT07M55.00S,2024-02-10T23:49:37.3Z,2,REGULAR,2pt,Jump Shot,[],1628969,23.078186596583443,26.225490196078432,1610612751,42,37,2024-02-10T23:49:53Z,2190000,False,119.0,164.0,1,left,MISS M. Bridges 20' step back Shot,[1628969],1610612751.0,BKN,step back,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,20.29,Missed,,,,,,,,,,,,,,,,,,
224,PT07M51.00S,2024-02-10T23:49:41.3Z,2,REGULAR,rebound,offensive,[],1630570,,,1610612751,42,37,2024-02-10T23:49:53Z,2200000,False,,,0,,T. Watford REBOUND (Off:1 Def:0),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Right Center,,,,223.0,1.0,0.0,1.0,,,,,,,,,,,,,
225,PT07M51.00S,2024-02-10T23:49:41.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630570,5.590000152587891,50.0,1610612751,44,37,2024-02-10T23:49:41Z,2210000,False,0.0,0.0,1,left,T. Watford tip Layup (2 PTS),[1630570],1610612751.0,BKN,tip,,,Watford,T. Watford,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
226,PT07M41.00S,2024-02-10T23:49:51.6Z,2,REGULAR,turnover,bad pass,[],1630200,,,1610612759,44,37,2024-02-10T23:49:55Z,2220000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1627732]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,Simmons,1627732.0,,,,,,,
227,PT07M41.00S,2024-02-10T23:49:51.6Z,2,REGULAR,steal,,[],1627732,,,1610612751,44,37,2024-02-10T23:49:53Z,2230000,False,,,0,,B. Simmons STEAL (2 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
228,PT07M38.00S,2024-02-10T23:49:55.3Z,2,REGULAR,turnover,bad pass,[],1627732,,,1610612751,44,37,2024-02-10T23:50:24Z,2240000,False,,,0,,B. Simmons bad pass TURNOVER (3 TO),"[1627732, 1630200]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,3.0,Jones,1630200.0,,,,,,,
229,PT07M38.00S,2024-02-10T23:49:55.3Z,2,REGULAR,steal,,[],1630200,,,1610612759,44,37,2024-02-10T23:49:57Z,2250000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
230,PT07M38.00S,2024-02-10T23:49:59.5Z,2,REGULAR,turnover,traveling,[],1630200,,,1610612759,44,37,2024-02-10T23:50:04Z,2260000,False,,,0,,T. Jones traveling TURNOVER (2 TO),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627541.0,,,2.0,,,,,,,,,
231,PT07M38.00S,2024-02-10T23:50:18.7Z,2,REGULAR,substitution,out,[],1629640,,,1610612751,44,37,2024-02-10T23:50:23Z,2270000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M38.00S,2024-02-10T23:50:18.7Z,2,REGULAR,substitution,in,[],1630170,,,1610612751,44,37,2024-02-10T23:50:23Z,2280000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M23.00S,2024-02-10T23:50:36.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630560,13.87976346911958,54.90196078431373,1610612751,46,37,2024-02-10T23:50:43Z,2290000,False,-25.0,78.0,1,left,C. Thomas 8' pullup Jump Shot (10 PTS),[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,8.18,Made,10.0,,,,,,,,,,,,,,,,,
234,PT07M22.00S,2024-02-10T23:50:41.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,46,37,2024-02-10T23:50:41Z,2300000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M22.00S,2024-02-10T23:50:48.5Z,2,REGULAR,substitution,out,[],1641705,,,1610612759,46,37,2024-02-10T23:53:25Z,2310000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M22.00S,2024-02-10T23:50:48.5Z,2,REGULAR,substitution,in,[],1628380,,,1610612759,46,37,2024-02-10T23:53:25Z,2320000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M01.00S,2024-02-10T23:53:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,81.42247043363994,52.69607843137255,1610612759,46,39,2024-02-10T23:54:54Z,2330000,False,13.0,122.0,1,right,D. Vassell 12' floating Jump Shot (6 PTS) (J. Sochan 2 AST),"[1630170, 1631110]",1610612759.0,SAS,floating,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,12.28,Made,6.0,,,,,,,,,,,,,J. Sochan,1631110.0,2.0,,
239,PT06M41.00S,2024-02-10T23:54:16.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,19.136005256241788,63.970588235294116,1610612751,46,39,2024-02-10T23:54:22Z,2350000,False,-70.0,127.0,1,left,MISS C. Thomas 14' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,14.53,Missed,,,,,,,,,,,,,,,,,,
240,PT06M36.00S,2024-02-10T23:54:21.1Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,46,39,2024-02-10T23:54:22Z,2360000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Center,,,,239.0,2.0,2.0,0.0,,,,,,,,,,,,,
242,PT06M35.00S,2024-02-10T23:54:28.8Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,46,39,2024-02-10T23:54:32Z,2380000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M35.00S,2024-02-10T23:54:28.8Z,2,REGULAR,substitution,in,[],1631104,,,1610612759,46,39,2024-02-10T23:54:32Z,2390000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M27.00S,2024-02-10T23:54:50.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631103,91.67214191852825,53.67647058823529,1610612759,46,39,2024-02-10T23:55:15Z,2400000,False,18.0,26.0,1,right,MISS M. Branham driving Hook,[1631103],1610612759.0,SAS,driving,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,3.17,Missed,,,,,,,,,,,,,,,,,,
245,PT06M24.00S,2024-02-10T23:54:53.0Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,46,39,2024-02-10T23:55:15Z,2410000,False,,,0,,C. Thomas REBOUND (Off:1 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,244.0,2.0,1.0,1.0,,,,,,,,,,,,,
246,PT06M20.00S,2024-02-10T23:54:59.0Z,2,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612751,46,39,2024-02-10T23:55:17Z,2420000,False,,,0,,Z. Collins shooting personal FOUL (3 PF) (Simmons 2 FT),"[1628380, 1627732]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,1628159.0,3.0,0.0,,,,Simmons,1627732.0,,,,,
248,PT06M20.00S,2024-02-10T23:55:24.8Z,2,REGULAR,freethrow,1 of 2,[],1627732,,,1610612751,46,39,2024-02-11T00:15:29Z,2445000,False,,,0,,MISS B. Simmons Free Throw 1 of 2,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
249,PT06M20.00S,2024-02-10T23:55:24.8Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,46,39,2024-02-11T00:15:29Z,2452500,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,248.0,,,,,,,,,,,,,,,,
331,PT06M20.00S,2024-02-10T23:55:48.3Z,2,REGULAR,substitution,out,[],1628969,,,1610612751,46,39,2024-02-11T00:18:20Z,2454375,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT06M20.00S,2024-02-10T23:55:48.3Z,2,REGULAR,substitution,out,[],1630570,,,1610612751,46,39,2024-02-11T00:18:20Z,2455312,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT06M20.00S,2024-02-10T23:55:48.3Z,2,REGULAR,substitution,out,[],1628380,,,1610612751,46,39,2024-02-11T00:18:20Z,2455781,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT06M20.00S,2024-02-10T23:55:48.3Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,46,39,2024-02-11T00:18:20Z,2456015,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT06M20.00S,2024-02-10T23:55:48.3Z,2,REGULAR,substitution,in,[],203471,,,1610612751,46,39,2024-02-11T00:18:20Z,2456132,False,,,0,,SUB in: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT06M20.00S,2024-02-10T23:55:48.3Z,2,REGULAR,substitution,in,[],1631230,,,1610612751,46,39,2024-02-11T00:18:20Z,2456191,False,,,0,,SUB in: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M20.00S,2024-02-10T23:55:24.8Z,2,REGULAR,freethrow,2 of 2,[],1627732,,,1610612751,47,39,2024-02-11T00:15:29Z,2456250,False,,,0,,B. Simmons Free Throw 2 of 2 (7 PTS),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
337,PT06M07.00S,2024-02-10T23:55:36.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631230,93.95532194480946,53.653492647058826,1610612759,47,39,2024-02-11T00:23:14Z,2499375,False,18.0,4.0,1,right,MISS D. Barlow Hook,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
338,PT06M05.00S,2024-02-10T23:55:38.5Z,2,REGULAR,rebound,offensive,[],1631230,,,1610612759,47,39,2024-02-11T00:23:14Z,2520937,False,,,0,,D. Barlow REBOUND (Off:1 Def:0),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,337.0,1.0,0.0,1.0,,,,,,,,,,,,,
329,PT06M05.00S,2024-02-10T23:56:11.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631230,92.9862023653088,48.77450980392157,1610612759,47,39,2024-02-11T00:23:14Z,2542500,False,-6.0,13.0,1,right,MISS D. Barlow tip Layup,[1631230],1610612759.0,SAS,tip,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
330,PT06M05.00S,2024-02-10T23:56:11.9Z,2,REGULAR,rebound,offensive,[],1631230,,,1610612759,47,39,2024-02-11T00:19:02Z,2543750,False,,,0,,D. Barlow REBOUND (Off:2 Def:0),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,329.0,2.0,0.0,2.0,,,,,,,,,,,,,
