actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId,value
276,PT04M32.00S,2022-04-07T00:31:07.1Z,2,REGULAR,substitution,out,[],1630193,,,1610612751,51,41,2022-04-07T00:32:11Z,2575000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,
277,PT04M32.00S,2022-04-07T00:31:07.1Z,2,REGULAR,substitution,out,[],201959,,,1610612751,51,41,2022-04-07T00:32:11Z,2577500,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,,,,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,
278,PT04M32.00S,2022-04-07T00:31:07.1Z,2,REGULAR,substitution,out,[],203552,,,1610612751,51,41,2022-04-07T00:32:11Z,2578750,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,
279,PT04M32.00S,2022-04-07T00:31:07.1Z,2,REGULAR,substitution,out,[],1628971,,,1610612751,51,41,2022-04-07T00:32:11Z,2579375,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
280,PT04M32.00S,2022-04-07T00:31:07.1Z,2,REGULAR,substitution,in,[],1630167,,,1610612751,51,41,2022-04-07T00:32:11Z,2579687,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
281,PT04M32.00S,2022-04-07T00:31:07.1Z,2,REGULAR,substitution,in,[],203095,,,1610612751,51,41,2022-04-07T00:32:11Z,2579843,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,,,,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,
282,PT04M32.00S,2022-04-07T00:31:07.1Z,2,REGULAR,substitution,in,[],1630556,,,1610612751,51,41,2022-04-07T00:32:11Z,2579921,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,
283,PT04M32.00S,2022-04-07T00:31:07.1Z,2,REGULAR,substitution,in,[],202681,,,1610612751,51,41,2022-04-07T00:32:11Z,2579960,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
273,PT04M32.00S,2022-04-07T00:31:23.9Z,2,REGULAR,freethrow,1 of 3,[],201142,,,1610612751,51,42,2022-04-07T00:31:23Z,2580000,,,0,,K. Durant Free Throw 1 of 3 (7 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,7.0,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
274,PT04M32.00S,2022-04-07T00:31:40.7Z,2,REGULAR,freethrow,2 of 3,[],201142,,,1610612751,51,43,2022-04-07T00:31:40Z,2590000,,,0,,K. Durant Free Throw 2 of 3 (8 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,8.0,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
275,PT04M32.00S,2022-04-07T00:32:06.1Z,2,REGULAR,freethrow,3 of 3,[],201142,,,1610612751,51,44,2022-04-07T00:32:06Z,2600000,,,0,,K. Durant Free Throw 3 of 3 (9 PTS),[201142],1610612751.0,BKN,,,,,,,,Made,9.0,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
284,PT04M16.00S,2022-04-07T00:32:22.9Z,2,REGULAR,3pt,Jump Shot,[],1630167,67.23061760840999,50.0,1610612752,54,44,2022-04-07T00:32:27Z,2610000,0.0,256.0,1,right,O. Toppin 25' 3PT  (12 PTS) (R. Barrett 5 AST),"[1630167, 1629628]",1610612752.0,NYK,,,,,,,25.55,Made,12.0,Toppin,O. Toppin,R. Barrett,1629628.0,5.0,,,,,,,,,,,,,,,,
286,PT04M05.00S,2022-04-07T00:32:33.9Z,2,REGULAR,2pt,Jump Shot,[],202681,17.427726675427067,66.42156862745098,1610612751,54,44,2022-04-07T00:39:07Z,2630000,-82.0,111.0,1,left,MISS K. Irving 13' pullup Shot,[202681],1610612751.0,BKN,pullup,,,,,,13.83,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
287,PT04M03.00S,2022-04-07T00:32:35.9Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,54,44,2022-04-07T00:32:38Z,2640000,,,0,,J. Sims REBOUND (Off:1 Def:4),[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,286.0,5.0,4.0,1.0,,,,,,,,,,,,
288,PT03M59.00S,2022-04-07T00:32:42.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201988,,,1610612752,54,44,2022-04-07T00:32:55Z,2650000,,,0,,P. Mills shooting personal FOUL (1 PF) (Barrett 2 FT),"[201988, 1629628]",1610612751.0,BKN,shooting,,,,,,,,,Mills,P. Mills,,,,,,,,2882.0,1.0,0.0,Barrett,1629628.0,,,,,,,
290,PT03M59.00S,2022-04-07T00:33:04.5Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,54,44,2022-04-07T00:33:04Z,2670000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,,,,,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
291,PT03M59.00S,2022-04-07T00:33:04.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,54,44,2022-04-07T00:33:04Z,2680000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,290.0,,,,,,,,,,,,,,,
292,PT03M59.00S,2022-04-07T00:33:19.1Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,55,44,2022-04-07T00:33:19Z,2690000,,,0,,R. Barrett Free Throw 2 of 2 (9 PTS),[1629628],1610612752.0,NYK,,,,,,,,Made,9.0,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
293,PT03M39.00S,2022-04-07T00:33:44.7Z,2,REGULAR,turnover,out-of-bounds,[],201988,,,1610612751,55,44,2022-04-07T00:33:54Z,2700000,,,0,,P. Mills step out-of-bounds TURNOVER (1 TO),[201988],1610612751.0,BKN,step,,,,,,,,,Mills,P. Mills,,,,,,,,200832.0,,,,,1.0,,,,,,
294,PT03M25.00S,2022-04-07T00:34:06.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629628,72.35545335085413,42.64705882352941,1610612752,57,44,2022-04-07T00:40:15Z,2710000,-37.0,207.0,1,right,R. Barrett 21' step back Jump Shot (11 PTS),[1629628],1610612752.0,NYK,step back,,,,,,21.06,Made,11.0,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
295,PT03M09.00S,2022-04-07T00:34:24.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630167,,,1610612751,57,44,2022-04-07T00:34:32Z,2720000,,,0,,O. Toppin shooting personal FOUL (2 PF) (Irving 2 FT),"[1630167, 202681]",1610612752.0,NYK,shooting,,,,,,,,,Toppin,O. Toppin,,,,,,,,200832.0,2.0,0.0,Irving,202681.0,,,,,,,
298,PT03M09.00S,2022-04-07T00:34:39.2Z,2,REGULAR,substitution,out,[],203083,,,1610612751,57,44,2022-04-07T00:35:01Z,2735000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,
299,PT03M09.00S,2022-04-07T00:34:39.2Z,2,REGULAR,substitution,out,[],201988,,,1610612751,57,44,2022-04-07T00:35:01Z,2737500,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,,,,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
300,PT03M09.00S,2022-04-07T00:34:39.2Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,57,44,2022-04-07T00:35:01Z,2738750,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
301,PT03M09.00S,2022-04-07T00:34:39.2Z,2,REGULAR,substitution,in,[],1628971,,,1610612751,57,44,2022-04-07T00:35:01Z,2739375,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
297,PT03M09.00S,2022-04-07T00:34:53.8Z,2,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,57,45,2022-04-07T00:34:53Z,2740000,,,0,,K. Irving Free Throw 1 of 2 (13 PTS),[202681],1610612751.0,BKN,,,,,,,,Made,13.0,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
302,PT03M09.00S,2022-04-07T00:35:18.5Z,2,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,57,46,2022-04-07T00:35:18Z,2750000,,,0,,K. Irving Free Throw 2 of 2 (14 PTS),[202681],1610612751.0,BKN,,,,,,,,Made,14.0,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
303,PT02M57.00S,2022-04-07T00:35:32.1Z,2,REGULAR,3pt,Jump Shot,[],1629628,67.36202365308804,42.40196078431372,1610612752,60,46,2022-04-07T00:35:37Z,2760000,-38.0,254.0,1,right,R. Barrett 25' 3PT  (14 PTS) (O. Toppin 2 AST),"[1629628, 1630167]",1610612752.0,NYK,,,,,,,25.71,Made,14.0,Barrett,R. Barrett,O. Toppin,1630167.0,2.0,,,,,,,,,,,,,,,,
304,PT02M43.00S,2022-04-07T00:35:46.5Z,2,REGULAR,turnover,lost ball,[],202681,,,1610612751,60,46,2022-04-07T00:35:51Z,2770000,,,0,,K. Irving lost ball TURNOVER (2 TO),"[202681, 1630167]",1610612751.0,BKN,,,,,,,,,,Irving,K. Irving,,,,,,,,,,,,,2.0,Toppin,1630167.0,,,,
305,PT02M43.00S,2022-04-07T00:35:46.5Z,2,REGULAR,steal,,[],1630167,,,1610612752,60,46,2022-04-07T00:43:03Z,2780000,,,0,,O. Toppin STEAL (1 STL),[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
306,PT02M39.00S,2022-04-07T00:35:51.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203095,94.1688567674113,2.941176470588235,1610612752,63,46,2022-04-07T00:35:55Z,2790000,-235.0,2.0,1,right,E. Fournier 3PT  (8 PTS) (O. Toppin 3 AST),"[203095, 1630167]",1610612752.0,NYK,,,,,,,23.53,Made,8.0,Fournier,E. Fournier,O. Toppin,1630167.0,3.0,,,,,,,,,,,,,,,,
308,PT02M37.00S,2022-04-07T00:35:57.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612751,63,46,2022-04-07T00:35:57Z,2810000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M20.00S,2022-04-07T00:39:48.7Z,2,REGULAR,violation,kicked ball,[],203095,,,1610612751,63,46,2022-04-07T00:39:57Z,2820000,,,0,,E. Fournier kicked ball VIOLATION,[203095],1610612752.0,NYK,,,,,,,,,,Fournier,E. Fournier,,,,,,,,2882.0,,,,,,,,,,,
311,PT02M20.00S,2022-04-07T00:40:03.3Z,2,REGULAR,foul,offensive,['inpenalty'],1629651,,,1610612751,63,46,2022-04-07T00:40:12Z,2830000,,,0,,N. Claxton offensive FOUL (1 PF),"[1629651, 1630579]",1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,,,,,2882.0,1.0,0.0,Sims,1630579.0,,,,,,,
313,PT02M20.00S,2022-04-07T00:40:03.3Z,2,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,63,46,2022-04-07T00:40:03Z,2850000,,,0,,N. Claxton offensive foul TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,,,,,2882.0,,,,,1.0,,,,,,
314,PT02M09.00S,2022-04-07T00:40:21.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,94.56307490144546,43.38235294117647,1610612752,63,46,2022-04-07T00:40:26Z,2860000,-33.0,-1.0,1,right,MISS R. Barrett driving Layup - blocked,"[1629628, 1629651]",1610612752.0,NYK,driving,,,,,,3.31,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,Claxton,1629651.0,,
315,PT02M09.00S,2022-04-07T00:40:21.1Z,2,REGULAR,block,,[],1629651,,,1610612752,63,46,2022-04-07T00:40:23Z,2870000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
316,PT02M07.00S,2022-04-07T00:40:23.1Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,63,46,2022-04-07T00:40:26Z,2880000,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,314.0,4.0,3.0,1.0,,,,,,,,,,,,
317,PT01M53.00S,2022-04-07T00:40:36.3Z,2,REGULAR,3pt,Jump Shot,[],1628971,7.966491458607096,96.07843137254902,1610612751,63,46,2022-04-07T00:40:43Z,2890000,-230.0,22.0,1,left,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,,,,23.15,Missed,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
318,PT01M51.00S,2022-04-07T00:40:38.3Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,63,46,2022-04-07T00:40:43Z,2900000,,,0,,N. Claxton REBOUND (Off:2 Def:3),[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,317.0,5.0,3.0,2.0,,,,,,,,,,,,
319,PT01M49.00S,2022-04-07T00:40:40.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629651,7.046649145860711,50.245098039215684,1610612751,63,48,2022-04-07T00:45:37Z,2910000,-1.0,14.0,1,left,N. Claxton putback DUNK (6 PTS),[1629651],1610612751.0,BKN,putback,,,,,,1.38,Made,6.0,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
320,PT01M25.00S,2022-04-07T00:41:05.1Z,2,REGULAR,3pt,Jump Shot,[],1629628,72.48685939553219,77.69607843137256,1610612752,63,48,2022-04-07T00:41:10Z,2920000,138.0,206.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,,,,24.83,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
321,PT01M23.00S,2022-04-07T00:41:07.1Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,63,48,2022-04-07T00:41:10Z,2930000,,,0,,N. Claxton REBOUND (Off:2 Def:4),[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,320.0,6.0,4.0,2.0,,,,,,,,,,,,
322,PT01M15.00S,2022-04-07T00:41:14.9Z,2,REGULAR,turnover,lost ball,[],201142,,,1610612751,63,48,2022-04-07T00:41:20Z,2940000,,,0,,K. Durant lost ball TURNOVER (2 TO),"[201142, 202692]",1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,2.0,Burks,202692.0,,,,
323,PT01M15.00S,2022-04-07T00:41:14.9Z,2,REGULAR,steal,,[],202692,,,1610612752,63,48,2022-04-07T00:41:54Z,2950000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
324,PT01M09.00S,2022-04-07T00:41:20.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203095,71.43561103810775,23.284313725490197,1610612752,63,48,2022-04-07T00:41:28Z,2960000,-134.0,216.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,,,,25.4,Missed,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,
325,PT01M08.00S,2022-04-07T00:41:21.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,63,48,2022-04-07T00:41:28Z,2970000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,
326,PT01M08.00S,2022-04-07T00:41:29.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612752,63,48,2022-04-07T00:41:38Z,2980000,,,0,,N. Claxton loose ball personal FOUL (2 PF) (Sims 2 FT),"[1629651, 1630579]",1610612751.0,BKN,loose ball,,,,,,,,,Claxton,N. Claxton,,,,,,,,200832.0,2.0,0.0,Sims,1630579.0,,,,,,,
328,PT01M08.00S,2022-04-07T00:42:04.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630579,,,1610612752,63,48,2022-04-07T00:42:04Z,3000000,,,0,,MISS J. Sims Free Throw 1 of 2,[1630579],1610612752.0,NYK,,,,,,,,Missed,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
329,PT01M08.00S,2022-04-07T00:42:04.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,63,48,2022-04-07T00:42:04Z,3010000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,328.0,,,,,,,,,,,,,,,
330,PT01M08.00S,2022-04-07T00:42:04.8Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630579,,,1610612752,63,48,2022-04-07T00:42:30Z,3020000,,,0,,MISS J. Sims Free Throw 2 of 2,[1630579],1610612752.0,NYK,,,,,,,,Missed,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
331,PT01M07.00S,2022-04-07T00:42:05.8Z,2,REGULAR,rebound,offensive,[],203095,,,1610612752,63,48,2022-04-07T00:42:30Z,3030000,,,0,,E. Fournier REBOUND (Off:1 Def:2),[203095],1610612752.0,NYK,,,,,,,,,,Fournier,E. Fournier,,,,330.0,3.0,2.0,1.0,,,,,,,,,,,,
332,PT01M03.00S,2022-04-07T00:42:33.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203095,79.45137976346912,89.4607843137255,1610612752,63,48,2022-04-07T00:42:41Z,3040000,197.0,141.0,1,right,MISS E. Fournier 24' 3PT,[203095],1610612752.0,NYK,,,,,,,24.23,Missed,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,
333,PT01M01.00S,2022-04-07T00:42:35.2Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,63,48,2022-04-07T00:42:57Z,3050000,,,0,,B. Brown REBOUND (Off:1 Def:3),[1628971],1610612751.0,BKN,,,,,,,,,,Brown,B. Brown,,,,332.0,4.0,3.0,1.0,,,,,,,,,,,,
334,PT00M51.00S,2022-04-07T00:42:44.7Z,2,REGULAR,2pt,Jump Shot,[],202681,22.815374507227332,26.225490196078432,1610612751,63,48,2022-04-07T00:47:16Z,3060000,119.0,162.0,1,left,MISS K. Irving 20' pullup Shot,[202681],1610612751.0,BKN,pullup,,,,,,20.1,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
335,PT00M48.60S,2022-04-07T00:42:47.1Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612752,63,48,2022-04-07T00:42:52Z,3070000,,,0,,R. Barrett REBOUND (Off:1 Def:5),[1629628],1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,334.0,6.0,5.0,1.0,,,,,,,,,,,,
336,PT00M36.40S,2022-04-07T00:43:00.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,94.56307490144546,48.77450980392157,1610612752,65,48,2022-04-07T00:43:04Z,3080000,-6.0,-1.0,1,right,J. Sims DUNK (4 PTS) (R. Barrett 6 AST),"[1630579, 1629628]",1610612752.0,NYK,,,,,,,0.63,Made,4.0,Sims,J. Sims,R. Barrett,1629628.0,6.0,,,,,,,,,,,,,,,,
338,PT00M15.90S,2022-04-07T00:43:23.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,9.280551905387648,52.94117647058824,1610612751,65,50,2022-04-07T00:43:28Z,3100000,-15.0,35.0,1,left,K. Irving driving floating bank Jump Shot (16 PTS) (K. Edwards 1 AST),"[202681, 1630556]",1610612751.0,BKN,driving floating bank,,,,,,3.77,Made,16.0,Irving,K. Irving,K. Edwards,1630556.0,1.0,,,,,,,,,,,,,,,,
340,PT00M00.30S,2022-04-07T00:43:42.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612752,65,50,2022-04-07T00:43:51Z,3120000,,,0,,B. Brown shooting personal FOUL (2 PF) (Barrett 2 FT),"[1628971, 1629628]",1610612751.0,BKN,shooting,,,,,,,,,Brown,B. Brown,,,,,,,,1626301.0,2.0,0.0,Barrett,1629628.0,,,,,,,
342,PT00M00.30S,2022-04-07T00:44:05.7Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,66,50,2022-04-07T00:44:05Z,3140000,,,0,,R. Barrett Free Throw 1 of 2 (15 PTS),[1629628],1610612752.0,NYK,,,,,,,,Made,15.0,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
343,PT00M00.30S,2022-04-07T00:44:22.8Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,67,50,2022-04-07T00:44:22Z,3150000,,,0,,R. Barrett Free Throw 2 of 2 (16 PTS),[1629628],1610612752.0,NYK,,,,,,,,Made,16.0,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
344,PT00M00.00S,2022-04-07T00:44:30.8Z,2,REGULAR,period,end,[],0,,,1610612751,67,50,2022-04-07T00:44:30Z,3160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-04-07T00:59:48.4Z,3,REGULAR,substitution,out,['startperiod'],1630556,,,1610612751,67,50,2022-04-07T01:00:09Z,3170000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-04-07T00:59:48.4Z,3,REGULAR,substitution,out,['startperiod'],1629651,,,1610612751,67,50,2022-04-07T01:00:09Z,3180000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-04-07T00:59:48.4Z,3,REGULAR,substitution,in,['startperiod'],203083,,,1610612751,67,50,2022-04-07T01:00:09Z,3190000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-04-07T00:59:48.4Z,3,REGULAR,substitution,in,['startperiod'],203552,,,1610612751,67,50,2022-04-07T01:00:09Z,3200000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-04-07T01:00:07.9Z,3,REGULAR,period,start,[],0,,,1610612752,67,50,2022-04-07T01:00:10Z,3210000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M50.00S,2022-04-07T01:00:17.8Z,3,REGULAR,3pt,Jump Shot,[],202692,32.14520367936925,45.83333333333333,1610612752,70,50,2022-04-07T01:00:22Z,3220000,21.0,250.0,1,left,A. Burks 25' 3PT  (21 PTS),[202692],1610612752.0,NYK,,,,,,,25.06,Made,21.0,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
351,PT11M30.00S,2022-04-07T01:00:36.1Z,3,REGULAR,3pt,Jump Shot,[],202681,73.14388961892247,17.401960784313726,1610612751,70,50,2022-04-07T01:00:42Z,3230000,-163.0,200.0,1,right,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,,,,25.79,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
352,PT11M29.00S,2022-04-07T01:00:37.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,70,50,2022-04-07T01:00:42Z,3240000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,351.0,,,,,,,,,,,,,,,
353,PT11M29.00S,2022-04-07T01:00:43.6Z,3,REGULAR,foul,personal,[],1628971,,,1610612752,70,50,2022-04-07T01:01:02Z,3250000,,,0,,B. Brown loose ball personal FOUL (3 PF),"[1628971, 1630167]",1610612751.0,BKN,loose ball,,,,,,,,,Brown,B. Brown,,,,,,,,2882.0,3.0,0.0,Toppin,1630167.0,,,,,,,
355,PT11M16.00S,2022-04-07T01:01:07.4Z,3,REGULAR,foul,personal,['2freethrow'],203552,,,1610612752,70,50,2022-04-07T01:01:18Z,3270000,,,0,,S. Curry shooting personal FOUL (2 PF) (Barrett 2 FT),"[203552, 1629628]",1610612751.0,BKN,shooting,,,,,,,,,Curry,S. Curry,,,,,,,,2882.0,2.0,0.0,Barrett,1629628.0,,,,,,,
357,PT11M16.00S,2022-04-07T01:01:27.6Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,71,50,2022-04-07T01:01:27Z,3290000,,,0,,R. Barrett Free Throw 1 of 2 (17 PTS),[1629628],1610612752.0,NYK,,,,,,,,Made,17.0,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
358,PT11M16.00S,2022-04-07T01:01:27.6Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,71,50,2022-04-07T01:02:05Z,3300000,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,,,,,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
359,PT11M14.00S,2022-04-07T01:01:29.6Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,71,50,2022-04-07T01:02:05Z,3310000,,,0,,B. Brown REBOUND (Off:1 Def:4),[1628971],1610612751.0,BKN,,,,,,,,,,Brown,B. Brown,,,,358.0,5.0,4.0,1.0,,,,,,,,,,,,
360,PT11M03.00S,2022-04-07T01:01:50.5Z,3,REGULAR,2pt,Jump Shot,[],203552,82.7365308804205,17.15686274509804,1610612751,71,52,2022-04-07T01:01:59Z,3320000,-164.0,110.0,1,right,S. Curry 19' pullup Jump Shot (10 PTS) (K. Irving 2 AST),"[203552, 202681]",1610612751.0,BKN,pullup,,,,,,19.75,Made,10.0,Curry,S. Curry,K. Irving,202681.0,2.0,,,,,,,,,,,,,,,,
362,PT10M46.00S,2022-04-07T01:02:06.9Z,3,REGULAR,2pt,Jump Shot,[],1629628,24.129434954007884,67.40196078431373,1610612752,71,52,2022-04-07T01:02:13Z,3340000,-87.0,174.0,1,left,MISS R. Barrett 19' Jump Shot,[1629628],1610612752.0,NYK,,,,,,,19.48,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
363,PT10M44.00S,2022-04-07T01:02:08.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,71,52,2022-04-07T01:02:13Z,3350000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,362.0,,,,,,,,,,,,,,,
