actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
363,PT10M50.00S,2021-11-24T01:57:07.3Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,63,51,2021-11-24T01:57:14Z,3430000,,,0,,J. Randle REBOUND (Off:0 Def:12),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,362.0,12.0,12.0,0.0,,,,,,,,,,,,,,
364,PT10M43.00S,2021-11-24T01:57:13.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,12.697109067017081,34.80392156862745,1610612752,63,51,2021-11-24T01:58:05Z,3440000,76.0,67.0,1,left,MISS R. Barrett 10' floating Shot,[1629628],1610612752.0,NYK,floating,,,Barrett,R. Barrett,,,,,10.13,Missed,,,,,,,,,,,,,,,,,,
365,PT10M41.00S,2021-11-24T01:57:15.4Z,3,REGULAR,rebound,defensive,[],201599,,,1610612747,63,51,2021-11-24T01:57:18Z,3450000,,,0,,D. Jordan REBOUND (Off:3 Def:3),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,364.0,6.0,3.0,3.0,,,,,,,,,,,,,,
366,PT10M39.00S,2021-11-24T01:57:25.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,87.99277266754271,55.14705882352941,1610612747,63,51,2021-11-24T01:57:36Z,3460000,26.0,60.0,1,right,MISS T. Horton-Tucker 6' driving Layup - blocked,"[1629659, 202689]",1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,6.56,Missed,,,,,,,,,,,,,Walker,202689.0,,,,
367,PT10M39.00S,2021-11-24T01:57:25.3Z,3,REGULAR,block,,[],202689,,,1610612747,63,51,2021-11-24T01:57:28Z,3470000,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
368,PT10M37.00S,2021-11-24T01:57:27.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,63,51,2021-11-24T01:57:36Z,3480000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,366.0,,,,,,,,,,,,,,,,,
369,PT10M37.00S,2021-11-24T01:57:30.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,63,51,2021-11-24T01:57:30Z,3490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT10M31.00S,2021-11-24T01:57:43.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203076,94.1688567674113,76.47058823529412,1610612747,63,51,2021-11-24T01:59:03Z,3500000,132.0,2.0,1,right,MISS A. Davis 13' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,13.24,Missed,,,,,,,,,,,,,,,,,,
371,PT10M29.00S,2021-11-24T01:57:45.2Z,3,REGULAR,rebound,defensive,[],203457,,,1610612752,63,51,2021-11-24T01:57:50Z,3510000,,,0,,N. Noel REBOUND (Off:3 Def:1),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,370.0,4.0,1.0,3.0,,,,,,,,,,,,,,
372,PT10M21.00S,2021-11-24T01:57:53.0Z,3,REGULAR,turnover,bad pass,[],203944,,,1610612752,63,51,2021-11-24T01:57:59Z,3520000,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 201599]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,3.0,,,,Jordan,201599.0,,,,,,
373,PT10M21.00S,2021-11-24T01:57:53.0Z,3,REGULAR,steal,,[],201599,,,1610612747,63,51,2021-11-24T01:57:56Z,3530000,,,0,,D. Jordan STEAL (1 STL),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
374,PT10M16.00S,2021-11-24T01:57:58.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202340,95.74572930354796,4.411764705882353,1610612747,63,54,2021-11-24T01:58:05Z,3540000,-228.0,-13.0,1,right,A. Bradley 3PT  (10 PTS) (T. Horton-Tucker 3 AST),"[202340, 1629659]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,22.82,Made,,,,,10.0,,,T. Horton-Tucker,1629659.0,3.0,,,,,,,,
376,PT09M56.00S,2021-11-24T01:58:18.1Z,3,REGULAR,turnover,bad pass,[],203095,,,1610612752,63,54,2021-11-24T01:58:23Z,3560000,,,0,,E. Fournier bad pass TURNOVER (2 TO),"[203095, 201566]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,2.0,,,,Westbrook,201566.0,,,,,,
377,PT09M56.00S,2021-11-24T01:58:18.1Z,3,REGULAR,steal,,[],201566,,,1610612747,63,54,2021-11-24T01:58:20Z,3570000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
378,PT09M53.00S,2021-11-24T01:58:21.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,94.56307490144546,50.73529411764706,1610612747,63,56,2021-11-24T01:58:28Z,3580000,4.0,-1.0,1,right,R. Westbrook running DUNK (8 PTS),[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,0.4,Made,,,,,8.0,,,,,,,,,,,,,
379,PT09M53.00S,2021-11-24T01:58:24.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,63,56,2021-11-24T01:58:24Z,3590000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT09M29.00S,2021-11-24T02:02:10.2Z,3,REGULAR,3pt,Jump Shot,[],203944,29.911300919842315,28.676470588235293,1610612752,63,56,2021-11-24T02:02:16Z,3600000,107.0,229.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,
381,PT09M27.00S,2021-11-24T02:02:12.2Z,3,REGULAR,rebound,defensive,[],201599,,,1610612747,63,56,2021-11-24T02:02:16Z,3610000,,,0,,D. Jordan REBOUND (Off:3 Def:4),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,380.0,7.0,4.0,3.0,,,,,,,,,,,,,,
382,PT09M24.00S,2021-11-24T02:02:18.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,63,56,2021-11-24T02:02:18Z,3620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT09M19.00S,2021-11-24T02:02:39.5Z,3,REGULAR,2pt,Jump Shot,[],201566,76.5604467805519,69.6078431372549,1610612747,63,58,2021-11-24T02:02:44Z,3630000,98.0,168.0,1,right,R. Westbrook 19' pullup Jump Shot (10 PTS) (A. Davis 2 AST),"[201566, 203076]",1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,19.43,Made,,,,,10.0,,,A. Davis,203076.0,2.0,,,,,,,,
385,PT08M59.00S,2021-11-24T02:02:59.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,18.873193166885677,49.754901960784316,1610612752,63,58,2021-11-24T02:03:04Z,3650000,1.0,125.0,1,left,MISS K. Walker 12' driving floating Shot - blocked,"[202689, 201599]",1610612752.0,NYK,driving floating,,,Walker,K. Walker,,,,,12.49,Missed,,,,,,,,,,,,,Jordan,201599.0,,,,
386,PT08M59.00S,2021-11-24T02:02:59.2Z,3,REGULAR,block,,[],201599,,,1610612752,63,58,2021-11-24T02:03:01Z,3660000,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
387,PT08M57.00S,2021-11-24T02:03:01.2Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,63,58,2021-11-24T02:03:04Z,3670000,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,385.0,2.0,2.0,0.0,,,,,,,,,,,,,,
388,PT08M55.00S,2021-11-24T02:03:03.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203076,94.1688567674113,50.245098039215684,1610612747,63,60,2021-11-24T02:03:46Z,3680000,1.0,2.0,1,right,A. Davis running DUNK (13 PTS) (R. Westbrook 6 AST),"[203076, 201566]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,0.26,Made,,,,,13.0,,,R. Westbrook,201566.0,6.0,,,,,,,,
390,PT08M36.00S,2021-11-24T02:03:22.8Z,3,REGULAR,3pt,Jump Shot,[],203095,6.652431011826544,5.392156862745098,1610612752,66,60,2021-11-24T02:03:26Z,3700000,223.0,10.0,1,left,E. Fournier 3PT  (19 PTS) (R. Barrett 3 AST),"[203095, 1629628]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,22.32,Made,,,,,19.0,,,R. Barrett,1629628.0,3.0,,,,,,,,
392,PT08M15.00S,2021-11-24T02:03:44.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,85.49605781865965,43.38235294117647,1610612747,66,60,2021-11-24T02:07:36Z,3720000,-33.0,84.0,1,right,MISS A. Davis 9' floating Shot,[203076],1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,9.01,Missed,,,,,,,,,,,,,,,,,,
393,PT08M13.00S,2021-11-24T02:03:46.9Z,3,REGULAR,rebound,offensive,[],201599,,,1610612747,66,60,2021-11-24T02:07:36Z,3730000,,,0,,D. Jordan REBOUND (Off:4 Def:4),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,392.0,8.0,4.0,4.0,,,,,,,,,,,,,,
415,PT08M13.00S,2021-11-24T02:03:47.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,93.38042049934296,51.225490196078425,1610612747,66,60,2021-11-24T02:07:44Z,3735000,6.0,10.0,1,right,MISS D. Jordan tip Layup,[201599],1610612747.0,LAL,tip,,,Jordan,D. Jordan,,,,,1.15,Missed,,,,,,,,,,,,,,,,,,
416,PT08M12.00S,2021-11-24T02:03:48.9Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,66,60,2021-11-24T02:07:44Z,3737500,,,0,,R. Barrett REBOUND (Off:0 Def:7),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,415.0,7.0,7.0,0.0,,,,,,,,,,,,,,
394,PT08M11.00S,2021-11-24T02:03:50.9Z,3,REGULAR,foul,personal,[],201566,,,1610612752,66,60,2021-11-24T02:07:00Z,3740000,,,0,,R. Westbrook take personal FOUL (1 PF),"[201566, 1629628]",1610612747.0,LAL,take,,,Westbrook,R. Westbrook,,,,,,,,,,,,1198.0,,,,,,,,,1.0,0.0,Barrett,1629628.0
396,PT07M58.00S,2021-11-24T02:04:18.0Z,3,REGULAR,2pt,Jump Shot,[],203944,23.99802890932983,49.01960784313725,1610612752,66,60,2021-11-24T02:04:22Z,3760000,5.0,173.0,1,left,MISS J. Randle 17' Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,17.32,Missed,,,,,,,,,,,,,,,,,,
397,PT07M56.00S,2021-11-24T02:04:20.0Z,3,REGULAR,rebound,defensive,[],201599,,,1610612747,66,60,2021-11-24T02:04:22Z,3770000,,,0,,D. Jordan REBOUND (Off:4 Def:5),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,396.0,9.0,5.0,4.0,,,,,,,,,,,,,,
398,PT07M50.00S,2021-11-24T02:04:25.5Z,3,REGULAR,3pt,Jump Shot,[],202340,89.83245729303549,4.166666666666666,1610612747,66,63,2021-11-24T02:04:29Z,3780000,-229.0,43.0,1,right,A. Bradley 3PT  (13 PTS) (A. Davis 3 AST),"[202340, 203076]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,23.32,Made,,,,,13.0,,,A. Davis,203076.0,3.0,,,,,,,,
401,PT07M31.00S,2021-11-24T02:04:53.1Z,3,REGULAR,foul,personal,['2freethrow'],201599,,,1610612752,66,63,2021-11-24T02:04:59Z,3810000,,,0,,D. Jordan shooting personal FOUL (2 PF) (Barrett 2 FT),"[201599, 1629628]",1610612747.0,LAL,shooting,,,Jordan,D. Jordan,,,,,,,,,,,,202007.0,,,,,,,,,2.0,0.0,Barrett,1629628.0
403,PT07M31.00S,2021-11-24T02:05:09.9Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,67,63,2021-11-24T02:05:10Z,3830000,,,0,,R. Barrett Free Throw 1 of 2 (10 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
404,PT07M31.00S,2021-11-24T02:05:25.6Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,67,63,2021-11-24T02:05:25Z,3840000,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Missed,,,,,,,,,,,,,,,,,,
405,PT07M28.00S,2021-11-24T02:05:27.0Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,67,63,2021-11-24T02:05:27Z,3850000,,,0,,R. Westbrook REBOUND (Off:0 Def:9),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,404.0,9.0,9.0,0.0,,,,,,,,,,,,,,
406,PT07M09.00S,2021-11-24T02:05:47.1Z,3,REGULAR,turnover,bad pass,[],201566,,,1610612747,67,63,2021-11-24T02:05:52Z,3860000,,,0,,R. Westbrook bad pass TURNOVER (6 TO),"[201566, 203457]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,6.0,,,,Noel,203457.0,,,,,,
407,PT07M09.00S,2021-11-24T02:05:47.1Z,3,REGULAR,steal,,[],203457,,,1610612752,67,63,2021-11-24T02:05:48Z,3870000,,,0,,N. Noel STEAL (2 STL),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M54.00S,2021-11-24T02:06:03.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203457,8.492115637319317,25.245098039215684,1610612752,67,63,2021-11-24T02:06:09Z,3880000,124.0,27.0,1,left,MISS N. Noel 12' Jump Shot,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,12.68,Missed,,,,,,,,,,,,,,,,,,
409,PT06M52.00S,2021-11-24T02:06:05.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,67,63,2021-11-24T02:06:09Z,3890000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,408.0,,,,,,,,,,,,,,,,,
410,PT06M52.00S,2021-11-24T02:06:08.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,67,63,2021-11-24T02:06:08Z,3900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M50.00S,2021-11-24T02:06:25.6Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629628,12.302890932982917,24.019607843137255,1610612752,69,63,2021-11-24T02:06:30Z,3910000,130.0,63.0,1,left,R. Barrett 14' Jump Shot (12 PTS) (K. Walker 4 AST),"[1629628, 202689]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,14.44,Made,,,,,12.0,,,K. Walker,202689.0,4.0,,,,,,,,
413,PT06M35.00S,2021-11-24T02:06:42.0Z,3,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612747,69,63,2021-11-24T02:06:57Z,3930000,,,0,,R. Barrett shooting personal FOUL (3 PF) (Westbrook 2 FT),"[1629628, 201566]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,,,,,202007.0,,,,,,,,,3.0,0.0,Westbrook,201566.0
417,PT06M35.00S,2021-11-24T02:07:20.5Z,3,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,69,64,2021-11-24T02:07:20Z,3950000,,,0,,R. Westbrook Free Throw 1 of 2 (11 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
418,PT06M35.00S,2021-11-24T02:07:42.8Z,3,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,69,65,2021-11-24T02:07:42Z,3960000,,,0,,R. Westbrook Free Throw 2 of 2 (12 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
419,PT06M13.00S,2021-11-24T02:08:04.4Z,3,REGULAR,3pt,Jump Shot,[],203095,29.122864651773984,18.872549019607842,1610612752,72,65,2021-11-24T02:08:08Z,3970000,156.0,221.0,1,left,E. Fournier 27' 3PT  (22 PTS) (K. Walker 5 AST),"[203095, 202689]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,27.05,Made,,,,,22.0,,,K. Walker,202689.0,5.0,,,,,,,,
421,PT06M02.00S,2021-11-24T02:08:16.2Z,3,REGULAR,3pt,Jump Shot,[],201566,79.31997371879106,90.93137254901961,1610612747,72,68,2021-11-24T02:08:20Z,3990000,205.0,142.0,1,right,R. Westbrook 24' 3PT  (15 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,24.91,Made,,,,,15.0,,,,,,,,,,,,,
422,PT05M45.00S,2021-11-24T02:08:44.6Z,3,REGULAR,foul,technical,['1freethrow'],201599,,,1610612752,72,68,2021-11-24T02:08:54Z,4000000,,,0,,D. Jordan defensive-3-second technical FOUL (1 Tech),[201599],1610612747.0,LAL,defensive-3-second,,,Jordan,D. Jordan,,,,,,,,,,,,202007.0,,,,,,,,,2.0,1.0,,
424,PT05M45.00S,2021-11-24T02:08:52.6Z,3,REGULAR,substitution,out,[],1629659,,,1610612752,72,68,2021-11-24T02:09:12Z,4005000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M45.00S,2021-11-24T02:08:52.6Z,3,REGULAR,substitution,in,[],1628370,,,1610612752,72,68,2021-11-24T02:09:12Z,4007500,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M45.00S,2021-11-24T02:09:00.7Z,3,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,73,68,2021-11-24T02:09:00Z,4010000,,,0,,J. Randle technical Free Throw 1 of 1 (15 PTS),[203944],1610612752.0,NYK,technical,,,Randle,J. Randle,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
426,PT05M38.00S,2021-11-24T02:09:21.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203457,6.389618922470433,48.03921568627451,1610612752,73,68,2021-11-24T02:09:26Z,4020000,10.0,8.0,1,left,MISS N. Noel alley-oop DUNK,[203457],1610612752.0,NYK,alley-oop,,,Noel,N. Noel,,,,,1.24,Missed,,,,,,,,,,,,,,,,,,
427,PT05M36.00S,2021-11-24T02:09:23.7Z,3,REGULAR,rebound,defensive,[],201599,,,1610612747,73,68,2021-11-24T02:09:26Z,4030000,,,0,,D. Jordan REBOUND (Off:4 Def:6),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,426.0,10.0,6.0,4.0,,,,,,,,,,,,,,
428,PT05M26.00S,2021-11-24T02:09:33.6Z,3,REGULAR,2pt,Jump Shot,[],201566,86.5473061760841,23.03921568627451,1610612747,73,70,2021-11-24T02:09:39Z,4040000,-135.0,74.0,1,right,R. Westbrook 15' bank Jump Shot (17 PTS),[201566],1610612747.0,LAL,bank,,,Westbrook,R. Westbrook,,,,,15.38,Made,,,,,17.0,,,,,,,,,,,,,
429,PT05M05.00S,2021-11-24T02:09:53.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,18.478975032851512,47.794117647058826,1610612752,75,70,2021-11-24T02:10:05Z,4050000,11.0,121.0,1,left,J. Randle 12' turnaround fadeaway Jump Shot (17 PTS),[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,12.17,Made,,,,,17.0,,,,,,,,,,,,,
430,PT04M47.00S,2021-11-24T02:10:12.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202340,89.56964520367937,48.77450980392157,1610612747,75,72,2021-11-24T02:10:17Z,4060000,-6.0,46.0,1,right,A. Bradley cutting Layup (15 PTS) (R. Westbrook 7 AST),"[202340, 201566]",1610612747.0,LAL,cutting,,,Bradley,A. Bradley,,,,,4.59,Made,,,,,15.0,,,R. Westbrook,201566.0,7.0,,,,,,,,
432,PT04M32.00S,2021-11-24T02:10:27.6Z,3,REGULAR,turnover,bad pass,[],203944,,,1610612752,75,72,2021-11-24T02:10:30Z,4080000,,,0,,J. Randle bad pass TURNOVER (4 TO),"[203944, 201566]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,4.0,,,,Westbrook,201566.0,,,,,,
433,PT04M32.00S,2021-11-24T02:10:27.6Z,3,REGULAR,steal,,[],201566,,,1610612747,75,72,2021-11-24T02:10:29Z,4090000,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M28.00S,2021-11-24T02:10:31.7Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628370,72.61826544021025,78.43137254901961,1610612747,75,72,2021-11-24T02:12:13Z,4100000,142.0,205.0,1,right,MISS M. Monk 24' running pullup 3PT,[1628370],1610612747.0,LAL,running pullup,,,Monk,M. Monk,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,
435,PT04M26.00S,2021-11-24T02:10:33.7Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,75,72,2021-11-24T02:10:40Z,4110000,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,434.0,3.0,2.0,1.0,,,,,,,,,,,,,,
436,PT04M22.00S,2021-11-24T02:10:36.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202340,93.38042049934296,96.81372549019608,1610612747,75,72,2021-11-24T02:10:44Z,4120000,234.0,10.0,1,right,MISS A. Bradley 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,
437,PT04M20.00S,2021-11-24T02:10:38.9Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,75,72,2021-11-24T02:10:44Z,4130000,,,0,,A. Davis REBOUND (Off:2 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,436.0,4.0,2.0,2.0,,,,,,,,,,,,,,
438,PT04M09.00S,2021-11-24T02:10:50.6Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203076,74.85216819973719,31.862745098039213,1610612747,75,72,2021-11-24T02:12:44Z,4140000,-91.0,184.0,1,right,MISS A. Davis 20' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,20.51,Missed,,,,,,,,,,,,,,,,,,
439,PT04M07.00S,2021-11-24T02:10:52.6Z,3,REGULAR,rebound,offensive,[],1628370,,,1610612747,75,72,2021-11-24T02:15:14Z,4150000,,,0,,M. Monk REBOUND (Off:2 Def:0),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,438.0,2.0,0.0,2.0,,,,,,,,,,,,,,
440,PT04M05.00S,2021-11-24T02:11:00.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612747,75,72,2021-11-24T02:11:00Z,4160000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M05.00S,2021-11-24T02:11:00.1Z,3,REGULAR,substitution,out,[],202689,,,1610612747,75,72,2021-11-24T02:14:14Z,4170000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M05.00S,2021-11-24T02:11:00.1Z,3,REGULAR,substitution,out,[],203076,,,1610612747,75,72,2021-11-24T02:14:14Z,4180000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M05.00S,2021-11-24T02:11:00.1Z,3,REGULAR,substitution,out,[],202340,,,1610612747,75,72,2021-11-24T02:14:14Z,4190000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M05.00S,2021-11-24T02:11:00.1Z,3,REGULAR,substitution,in,[],202692,,,1610612747,75,72,2021-11-24T02:14:14Z,4200000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M05.00S,2021-11-24T02:11:00.1Z,3,REGULAR,substitution,in,[],2546,,,1610612747,75,72,2021-11-24T02:14:14Z,4210000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M05.00S,2021-11-24T02:11:00.1Z,3,REGULAR,substitution,in,[],1629659,,,1610612747,75,72,2021-11-24T02:14:14Z,4220000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M53.00S,2021-11-24T02:14:35.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201599,93.51182654402102,56.372549019607845,1610612747,75,72,2021-11-24T02:14:39Z,4230000,32.0,8.0,1,right,MISS D. Jordan Layup - blocked,"[201599, 203457]",1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,3.3,Missed,,,,,,,,,,,,,Noel,203457.0,,,,
448,PT03M53.00S,2021-11-24T02:14:35.0Z,3,REGULAR,block,,[],203457,,,1610612747,75,72,2021-11-24T02:14:37Z,4240000,,,0,,N. Noel BLOCK (2 BLK),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M51.00S,2021-11-24T02:14:37.0Z,3,REGULAR,rebound,defensive,[],203457,,,1610612752,75,72,2021-11-24T02:14:39Z,4250000,,,0,,N. Noel REBOUND (Off:3 Def:2),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,447.0,5.0,2.0,3.0,,,,,,,,,,,,,,
450,PT03M44.00S,2021-11-24T02:14:50.6Z,3,REGULAR,foul,personal,['2freethrow'],2546,,,1610612752,75,72,2021-11-24T02:15:03Z,4260000,,,0,,C. Anthony shooting personal FOUL (3 PF) (Randle 2 FT),"[2546, 203944]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,202007.0,,,,,,,,,3.0,0.0,Randle,203944.0
