actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
610,PT06M00.00S,2021-10-21T01:50:48.8Z,4,REGULAR,substitution,in,[],1627759,,,1610612752,105,95,2021-10-21T01:51:16Z,5810000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M55.00S,2021-10-21T01:51:29.1Z,4,REGULAR,foul,personal,[],1629684,,,1610612752,105,95,2021-10-21T01:51:41Z,5820000,,,0,,G. Williams personal FOUL (3 PF),"[1629684, 203944]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,2530.0,3.0,0.0,Randle,203944.0,,,,,,
613,PT05M40.00S,2021-10-21T01:51:59.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],202689,77.4802890932983,22.058823529411764,1610612752,105,95,2021-10-21T01:52:03Z,5840000,-140.0,159.0,1,right,MISS K. Walker 21' Jump Shot,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,21.18,Missed,,,,,,,,,,,,,,,,,,,
614,PT05M37.00S,2021-10-21T01:52:02.5Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,105,95,2021-10-21T01:52:03Z,5850000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,613.0,5.0,4.0,1.0,,,,,,,,,,,
615,PT05M31.00S,2021-10-21T01:52:08.3Z,4,REGULAR,3pt,Jump Shot,[],1629684,6.258212877792378,2.2058823529411766,1610612738,105,98,2021-10-21T01:52:12Z,5860000,239.0,6.0,1,left,G. Williams 3PT  (7 PTS) (J. Tatum 3 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.91,Made,7.0,,,,,,,,,,,,,,,J. Tatum,1628369.0,3.0,
617,PT05M08.00S,2021-10-21T01:52:32.0Z,4,REGULAR,2pt,Jump Shot,[],203944,94.95729303547962,70.58823529411765,1610612752,107,98,2021-10-21T01:53:13Z,5880000,103.0,-5.0,1,right,J. Randle 10' step back Jump Shot (28 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,10.3,Made,28.0,,,,,,,,,,,,,,,,,,
618,PT04M51.00S,2021-10-21T01:52:48.2Z,4,REGULAR,2pt,Jump Shot,[],1628369,23.078186596583443,21.323529411764707,1610612738,107,98,2021-10-21T01:53:37Z,5890000,143.0,164.0,1,left,MISS J. Tatum 21' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,21.82,Missed,,,,,,,,,,,,,,,,,,,
619,PT04M49.00S,2021-10-21T01:52:50.2Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,107,98,2021-10-21T01:52:53Z,5900000,,,0,,O. Toppin REBOUND (Off:2 Def:3),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,618.0,5.0,3.0,2.0,,,,,,,,,,,
620,PT04M28.00S,2021-10-21T01:53:11.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203944,94.03745072273325,48.77450980392157,1610612752,109,98,2021-10-21T01:53:15Z,5910000,-6.0,4.0,1,right,J. Randle driving DUNK (30 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,0.7,Made,30.0,,,,,,,,,,,,,,,,,,
621,PT04M15.00S,2021-10-21T01:53:24.6Z,4,REGULAR,3pt,Jump Shot,[],203935,25.443495400788436,81.86274509803921,1610612738,109,98,2021-10-21T01:53:30Z,5920000,-159.0,187.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.54,Missed,,,,,,,,,,,,,,,,,,,
622,PT04M13.00S,2021-10-21T01:53:26.6Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612752,109,98,2021-10-21T01:53:30Z,5930000,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,621.0,2.0,2.0,0.0,,,,,,,,,,,
623,PT04M03.00S,2021-10-21T01:53:45.4Z,4,REGULAR,foul,offensive,[],203944,,,1610612752,109,98,2021-10-21T01:53:52Z,5940000,,,0,,J. Randle offensive FOUL (4 PF),"[203944, 203935]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,1162.0,4.0,0.0,Smart,203935.0,,,,,,
625,PT04M03.00S,2021-10-21T01:53:45.4Z,4,REGULAR,turnover,offensive foul,[],203944,,,1610612752,109,98,2021-10-21T01:53:45Z,5960000,,,0,,J. Randle offensive foul TURNOVER (6 TO),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,6.0,,,,,,,1162.0,,,,,,,,,,
626,PT03M55.00S,2021-10-21T01:54:11.4Z,4,REGULAR,foul,personal,[],203095,,,1610612738,109,98,2021-10-21T01:54:17Z,5970000,,,0,,E. Fournier personal FOUL (3 PF),"[203095, 1627759]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,2530.0,3.0,0.0,Brown,1627759.0,,,,,,
628,PT03M46.00S,2021-10-21T01:54:34.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,29.77989487516426,72.79411764705883,1610612738,109,98,2021-10-21T01:54:41Z,5990000,-114.0,227.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
629,PT03M44.00S,2021-10-21T01:54:36.5Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,109,98,2021-10-21T01:54:41Z,6000000,,,0,,J. Tatum REBOUND (Off:2 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,628.0,6.0,4.0,2.0,,,,,,,,,,,
630,PT03M39.00S,2021-10-21T01:54:41.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629684,29.6484888304862,70.58823529411765,1610612738,109,101,2021-10-21T01:54:45Z,6010000,-103.0,226.0,1,left,G. Williams 24' 3PT  (10 PTS) (M. Smart 5 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.85,Made,10.0,,,,,,,,,,,,,,,M. Smart,203935.0,5.0,
632,PT03M19.00S,2021-10-21T01:55:01.5Z,4,REGULAR,turnover,bad pass,[],202689,,,1610612752,109,101,2021-10-21T01:55:06Z,6030000,,,0,,K. Walker bad pass TURNOVER (1 TO),"[202689, 203935]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,,,,,,
633,PT03M19.00S,2021-10-21T01:55:01.5Z,4,REGULAR,steal,,[],203935,,,1610612738,109,101,2021-10-21T01:55:03Z,6040000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT03M16.00S,2021-10-21T01:55:07.8Z,4,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,109,101,2021-10-21T01:55:15Z,6050000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (4 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,4.0,,,,,,,203177.0,,,,,,,,,,
635,PT03M16.00S,2021-10-21T01:55:19.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,109,101,2021-10-21T01:55:19Z,6060000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M16.00S,2021-10-21T01:56:55.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,109,101,2021-10-21T01:56:55Z,6070000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M00.00S,2021-10-21T01:58:39.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203944,85.49605781865965,15.686274509803921,1610612752,109,101,2021-10-21T01:58:46Z,6080000,-172.0,84.0,1,right,MISS J. Randle 19' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,19.1,Missed,,,,,,,,,,,,,,,,,,,
638,PT02M58.00S,2021-10-21T01:58:41.9Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,109,101,2021-10-21T01:58:46Z,6090000,,,0,,M. Smart REBOUND (Off:0 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,637.0,6.0,6.0,0.0,,,,,,,,,,,
639,PT02M42.00S,2021-10-21T01:58:56.9Z,4,REGULAR,3pt,Jump Shot,[],1629684,5.863994743758213,3.6764705882352944,1610612738,109,104,2021-10-21T01:59:01Z,6100000,232.0,3.0,1,left,G. Williams 3PT  (13 PTS) (J. Brown 4 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.16,Made,13.0,,,,,,,,,,,,,,,J. Brown,1627759.0,4.0,
641,PT02M20.00S,2021-10-21T01:59:20.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203944,91.01511169513797,47.549019607843135,1610612752,109,104,2021-10-21T01:59:23Z,6120000,-12.0,32.0,1,right,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,3.43,Missed,,,,,,,,,,,,,,,,,,,
642,PT02M18.00S,2021-10-21T01:59:22.0Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,109,104,2021-10-21T01:59:23Z,6130000,,,0,,R. Williams III REBOUND (Off:3 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,641.0,9.0,6.0,3.0,,,,,,,,,,,
643,PT02M14.00S,2021-10-21T01:59:31.0Z,4,REGULAR,foul,offensive,[],1627759,,,1610612738,109,104,2021-10-21T01:59:38Z,6140000,,,0,,J. Brown charge offensive FOUL (4 PF),"[1627759, 202689]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,,,,,,,,,,,203177.0,4.0,0.0,Walker,202689.0,,,,,,
645,PT02M14.00S,2021-10-21T01:59:31.0Z,4,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,109,104,2021-10-21T01:59:31Z,6160000,,,0,,J. Brown offensive foul TURNOVER (3 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,3.0,,,,,,,203177.0,,,,,,,,,,
646,PT01M51.00S,2021-10-21T02:00:13.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203944,94.95729303547962,95.34313725490196,1610612752,109,104,2021-10-21T02:00:43Z,6170000,227.0,-5.0,1,right,MISS J. Randle step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
647,PT01M49.00S,2021-10-21T02:00:15.2Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,109,104,2021-10-21T02:00:18Z,6180000,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,646.0,7.0,5.0,2.0,,,,,,,,,,,
648,PT01M42.00S,2021-10-21T02:00:21.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.652431011826544,51.9607843137255,1610612738,109,104,2021-10-21T02:00:34Z,6190000,-10.0,10.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 1630167]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.4,Missed,,,,,,,,,,,,,,Toppin,1630167.0,,,,
649,PT01M42.00S,2021-10-21T02:00:21.7Z,4,REGULAR,block,,[],1630167,,,1610612738,109,104,2021-10-21T02:00:27Z,6200000,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT01M41.00S,2021-10-21T02:00:22.7Z,4,REGULAR,rebound,defensive,[],202689,,,1610612752,109,104,2021-10-21T02:00:34Z,6210000,,,0,,K. Walker REBOUND (Off:0 Def:8),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,648.0,8.0,8.0,0.0,,,,,,,,,,,
651,PT01M41.00S,2021-10-21T02:00:29.4Z,4,REGULAR,foul,personal,[],1629684,,,1610612752,109,104,2021-10-21T02:00:37Z,6220000,,,0,,G. Williams personal FOUL (4 PF),"[1629684, 202689]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,203177.0,4.0,0.0,Walker,202689.0,,,,,,
653,PT01M41.00S,2021-10-21T02:00:55.5Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,109,104,2021-10-21T02:01:00Z,6240000,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,203177.0,,,,,,,,,,
654,PT01M29.00S,2021-10-21T02:01:13.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,91.40932982917214,56.61764705882353,1610612752,109,104,2021-10-21T02:01:20Z,6250000,33.0,28.0,1,right,MISS R. Barrett driving Layup - blocked,"[1629628, 1629057]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,4.35,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,,
655,PT01M29.00S,2021-10-21T02:01:13.1Z,4,REGULAR,block,,[],1629057,,,1610612752,109,104,2021-10-21T02:01:15Z,6260000,,,0,,R. Williams III BLOCK (5 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT01M27.00S,2021-10-21T02:01:15.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,109,104,2021-10-21T02:01:20Z,6270000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,654.0,,,,,,,,,,,,,,
657,PT01M27.00S,2021-10-21T02:01:19.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,109,104,2021-10-21T02:01:19Z,6280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT01M27.00S,2021-10-21T02:01:25.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,109,104,2021-10-21T02:01:25Z,6290000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M26.00S,2021-10-21T02:03:05.0Z,4,REGULAR,turnover,bad pass,[],202689,,,1610612752,109,104,2021-10-21T02:05:12Z,6300000,,,0,,K. Walker bad pass TURNOVER (2 TO),"[202689, 1627759]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,2.0,Brown,1627759.0,,,,,203177.0,,,,,,,,,,
660,PT01M26.00S,2021-10-21T02:03:05.0Z,4,REGULAR,steal,,[],1627759,,,1610612738,109,104,2021-10-21T02:03:45Z,6310000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M25.00S,2021-10-21T02:03:27.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,109,104,2021-10-21T02:05:06Z,6315000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT01M09.00S,2021-10-21T02:03:49.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,6.521024967148489,46.81372549019608,1610612738,109,106,2021-10-21T02:04:04Z,6320000,16.0,9.0,1,left,J. Brown driving Layup (36 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.82,Made,36.0,,,,,,,,,,,,,,,,,,
663,PT00M57.70S,2021-10-21T02:04:03.2Z,4,REGULAR,3pt,Jump Shot,[],203095,78.53153745072274,11.519607843137255,1610612752,112,106,2021-10-21T02:04:07Z,6330000,-192.0,149.0,1,right,E. Fournier 24' 3PT  (18 PTS) (J. Randle 6 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.35,Made,18.0,,,,,,,,,,,,,,,J. Randle,203944.0,6.0,
665,PT00M49.30S,2021-10-21T02:04:20.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,112,106,2021-10-21T02:04:20Z,6350000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M44.40S,2021-10-21T02:06:05.2Z,4,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,112,106,2021-10-21T02:06:10Z,6360000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (4 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,4.0,,,,,,,2530.0,,,,,,,,,,
667,PT00M29.30S,2021-10-21T02:06:31.0Z,4,REGULAR,turnover,bad pass,[],202689,,,1610612752,112,106,2021-10-21T02:06:36Z,6370000,,,0,,K. Walker bad pass TURNOVER (3 TO),"[202689, 1627759]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,3.0,Brown,1627759.0,,,,,,,,,,,,,,,
668,PT00M29.30S,2021-10-21T02:06:31.0Z,4,REGULAR,steal,,[],1627759,,,1610612738,112,106,2021-10-21T02:06:32Z,6380000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M26.80S,2021-10-21T02:06:34.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629684,6.258212877792378,49.01960784313725,1610612738,112,108,2021-10-21T02:06:43Z,6390000,5.0,6.0,1,left,G. Williams driving Layup (15 PTS),[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,0.8,Made,15.0,,,,,,,,,,,,,,,,,,
670,PT00M19.90S,2021-10-21T02:06:44.8Z,4,REGULAR,turnover,bad pass,[],202689,,,1610612752,112,108,2021-10-21T02:06:49Z,6400000,,,0,,K. Walker bad pass TURNOVER (4 TO),"[202689, 1629057]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,4.0,Williams III,1629057.0,,,,,,,,,,,,,,,
671,PT00M19.90S,2021-10-21T02:06:44.8Z,4,REGULAR,steal,,[],1629057,,,1610612738,112,108,2021-10-21T02:06:46Z,6410000,,,0,,R. Williams III STEAL (3 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M19.90S,2021-10-21T02:07:02.4Z,4,REGULAR,foul,personal,[],203095,,,1610612738,112,108,2021-10-21T02:07:09Z,6440000,,,0,,E. Fournier personal FOUL (4 PF),"[203095, 1627759]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,1162.0,4.0,0.0,Brown,1627759.0,,,,,,
676,PT00M11.50S,2021-10-21T02:07:18.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612738,112,108,2021-10-21T02:07:25Z,6460000,,,0,,R. Barrett shooting personal FOUL (4 PF) (Williams III 2 FT),"[1629628, 1629057]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,,,,,,,,1162.0,4.0,0.0,Williams III,1629057.0,,,,,,
679,PT00M11.50S,2021-10-21T02:07:32.5Z,4,REGULAR,substitution,out,[],1630167,,,1610612738,112,108,2021-10-21T02:08:06Z,6475000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M11.50S,2021-10-21T02:07:32.5Z,4,REGULAR,substitution,in,[],1629011,,,1610612738,112,108,2021-10-21T02:08:06Z,6477500,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M11.50S,2021-10-21T02:07:46.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629057,,,1610612738,112,109,2021-10-21T02:07:46Z,6480000,,,0,,R. Williams III Free Throw 1 of 2 (13 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
681,PT00M11.50S,2021-10-21T02:08:36.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629057,,,1610612738,112,110,2021-10-21T02:08:36Z,6490000,,,0,,R. Williams III Free Throw 2 of 2 (14 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
682,PT00M11.50S,2021-10-21T02:08:40.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,112,110,2021-10-21T02:08:40Z,6500000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M11.50S,2021-10-21T02:08:40.5Z,4,REGULAR,substitution,out,[],1629011,,,1610612752,112,110,2021-10-21T02:09:52Z,6510000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M11.50S,2021-10-21T02:08:40.5Z,4,REGULAR,substitution,in,[],202692,,,1610612752,112,110,2021-10-21T02:09:52Z,6520000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M09.00S,2021-10-21T02:10:25.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203095,94.30026281208936,46.07843137254902,1610612752,114,110,2021-10-21T02:10:29Z,6530000,-20.0,1.0,1,right,E. Fournier driving Layup (20 PTS) (A. Burks 1 AST),"[203095, 202692]",1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,1.96,Made,20.0,,,,,,,,,,,,,,,A. Burks,202692.0,1.0,
687,PT00M09.00S,2021-10-21T02:10:34.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,114,110,2021-10-21T02:10:34Z,6550000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M06.10S,2021-10-21T02:12:16.9Z,4,REGULAR,3pt,Jump Shot,[],1627759,33.85348226018397,62.745098039215684,1610612738,114,113,2021-10-21T02:12:22Z,6560000,-64.0,266.0,1,left,J. Brown 27' 3PT  (39 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.32,Made,39.0,,,,,,,,,,,,,,,J. Tatum,1628369.0,4.0,
690,PT00M04.80S,2021-10-21T02:12:32.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612752,114,113,2021-10-21T02:12:41Z,6580000,,,0,,G. Williams take personal FOUL (5 PF) (Randle 2 FT),"[1629684, 203944]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,2530.0,5.0,0.0,Randle,203944.0,,,,,,
693,PT00M04.80S,2021-10-21T02:12:55.3Z,4,REGULAR,substitution,out,[],1629057,,,1610612752,114,113,2021-10-21T02:13:31Z,6595000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M04.80S,2021-10-21T02:12:55.3Z,4,REGULAR,substitution,in,[],203471,,,1610612752,114,113,2021-10-21T02:13:31Z,6597500,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT00M04.80S,2021-10-21T02:13:18.7Z,4,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,115,113,2021-10-21T02:13:18Z,6600000,,,0,,J. Randle Free Throw 1 of 2 (31 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,31.0,,,,,,,,,,,,,,,,,,
695,PT00M04.80S,2021-10-21T02:13:53.0Z,4,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,116,113,2021-10-21T02:13:53Z,6610000,,,0,,J. Randle Free Throw 2 of 2 (32 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,32.0,,,,,,,,,,,,,,,,,,
696,PT00M01.00S,2021-10-21T02:14:04.3Z,4,REGULAR,3pt,Jump Shot,[],203935,22.158344283837057,9.803921568627452,1610612738,116,116,2021-10-21T02:15:24Z,6620000,201.0,156.0,1,left,M. Smart 25' 3PT  (12 PTS) (D. Schroder 7 AST),"[203935, 203471]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.43,Made,12.0,,,,,,,,,,,,,,,D. Schroder,203471.0,7.0,
698,PT00M00.00S,2021-10-21T02:14:16.4Z,4,REGULAR,instantreplay,request,[],0,,,1610612752,116,116,2021-10-21T02:14:51Z,6640000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,,End Period - Good Basket
699,PT00M00.00S,2021-10-21T02:14:54.9Z,4,REGULAR,period,end,[],0,,,1610612752,116,116,2021-10-21T02:14:54Z,6650000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT05M00.00S,2021-10-21T02:16:09.6Z,5,OVERTIME,substitution,out,['startperiod'],202692,,,1610612752,116,116,2021-10-21T02:17:23Z,6660000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT05M00.00S,2021-10-21T02:16:09.6Z,5,OVERTIME,substitution,out,['startperiod'],1629684,,,1610612752,116,116,2021-10-21T02:17:23Z,6670000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
702,PT05M00.00S,2021-10-21T02:16:09.6Z,5,OVERTIME,substitution,in,['startperiod'],1630167,,,1610612752,116,116,2021-10-21T02:17:23Z,6680000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT05M00.00S,2021-10-21T02:16:09.6Z,5,OVERTIME,substitution,in,['startperiod'],1629057,,,1610612752,116,116,2021-10-21T02:17:23Z,6690000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
704,PT05M00.00S,2021-10-21T02:17:50.2Z,5,OVERTIME,period,start,[],0,,,0,116,116,2021-10-21T02:17:50Z,6700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
