actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
456,PT04M54.00S,2022-02-27T19:47:15.4Z,3,REGULAR,turnover,lost ball,[],203095,,,1610612752,74,81,2022-02-27T19:47:20Z,4160000,,,0,,E. Fournier lost ball TURNOVER (1 TO),"[203095, 1629680]",1610612752.0,NYK,,,,,,,,,,Fournier,E. Fournier,,,,,,,,,,1.0,,,,Thybulle,1629680.0,,,
457,PT04M54.00S,2022-02-27T19:47:15.4Z,3,REGULAR,steal,,[],1629680,,,1610612755,74,81,2022-02-27T19:47:18Z,4170000,,,0,,M. Thybulle STEAL (3 STL),[1629680],1610612755.0,PHI,,,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,
458,PT04M40.00S,2022-02-27T19:47:29.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630178,91.5407358738502,76.7156862745098,1610612755,74,81,2022-02-27T19:49:45Z,4180000,134.0,27.0,1,right,MISS T. Maxey 13' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,,,,,,,Maxey,T. Maxey,,,Missed,,13.63,,,,,,,,,,,,,
459,PT04M38.00S,2022-02-27T19:47:32.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,74,81,2022-02-27T19:47:32Z,4190000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,
460,PT04M38.00S,2022-02-27T19:47:33.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,74,81,2022-02-27T19:47:33Z,4200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT04M38.00S,2022-02-27T19:47:34.0Z,3,REGULAR,substitution,out,[],1629680,,,1610612752,74,81,2022-02-27T19:47:39Z,4210000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,
462,PT04M38.00S,2022-02-27T19:47:34.0Z,3,REGULAR,substitution,in,[],201980,,,1610612752,74,81,2022-02-27T19:47:39Z,4220000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
463,PT04M20.00S,2022-02-27T19:48:12.0Z,3,REGULAR,3pt,Jump Shot,[],203944,31.488173455978973,62.745098039215684,1610612752,74,81,2022-02-27T19:48:17Z,4230000,-64.0,243.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,Missed,,25.17,,,,,,,,,,,,,
464,PT04M18.00S,2022-02-27T19:48:14.0Z,3,REGULAR,rebound,offensive,[],1630193,,,1610612752,74,81,2022-02-27T19:48:17Z,4240000,,,0,,I. Quickley REBOUND (Off:1 Def:0),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,463.0,1.0,0.0,1.0,,,,,,,,,
465,PT04M16.00S,2022-02-27T19:48:19.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612752,74,81,2022-02-27T19:48:34Z,4250000,,,0,,G. Niang personal FOUL (4 PF) (Quickley 2 FT),"[1627777, 1630193]",1610612755.0,PHI,,,,,,,201245.0,4.0,0.0,Niang,G. Niang,Quickley,1630193.0,,,,,,,,,,,,,,,,
467,PT04M16.00S,2022-02-27T19:48:44.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630193,,,1610612752,75,81,2022-02-27T19:48:44Z,4270000,,,0,,I. Quickley Free Throw 1 of 2 (5 PTS),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,Made,5.0,,,,,,,,,,,,,,
468,PT04M16.00S,2022-02-27T19:49:06.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630193,,,1610612752,76,81,2022-02-27T19:49:06Z,4280000,,,0,,I. Quickley Free Throw 2 of 2 (6 PTS),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,Made,6.0,,,,,,,,,,,,,,
469,PT04M00.00S,2022-02-27T19:49:26.2Z,3,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612755,76,81,2022-02-27T19:49:30Z,4290000,,,0,,J. Sims shooting personal FOUL (4 PF) (Embiid 2 FT),"[1630579, 203954]",1610612752.0,NYK,shooting,,,,,,201245.0,4.0,0.0,Sims,J. Sims,Embiid,203954.0,,,,,,,,,,,,,,,,
471,PT04M00.00S,2022-02-27T19:49:53.6Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,76,82,2022-02-27T19:49:53Z,4310000,,,0,,J. Embiid Free Throw 1 of 2 (25 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Made,25.0,,,,,,,,,,,,,,
472,PT04M00.00S,2022-02-27T19:50:12.0Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,76,83,2022-02-27T19:50:12Z,4320000,,,0,,J. Embiid Free Throw 2 of 2 (26 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Made,26.0,,,,,,,,,,,,,,
473,PT03M51.00S,2022-02-27T19:50:26.9Z,3,REGULAR,3pt,Jump Shot,[],1630193,32.14520367936925,45.34313725490196,1610612752,76,83,2022-02-27T19:50:35Z,4330000,23.0,250.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,Missed,,25.08,,,,,,,,,,,,,
474,PT03M49.00S,2022-02-27T19:50:34.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,76,83,2022-02-27T19:50:34Z,4340000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,473.0,,,,,,,,,,,,
475,PT03M49.00S,2022-02-27T19:50:35.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201980,,,1610612752,76,83,2022-02-27T19:50:44Z,4350000,,,0,,D. Green loose ball personal FOUL (2 PF) (Quickley 2 FT),"[201980, 1630193]",1610612755.0,PHI,loose ball,,,,,,202058.0,2.0,0.0,Green,D. Green,Quickley,1630193.0,,,,,,,,,,,,,,,,
477,PT03M49.00S,2022-02-27T19:51:00.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630193,,,1610612752,77,83,2022-02-27T19:51:00Z,4370000,,,0,,I. Quickley Free Throw 1 of 2 (7 PTS),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,Made,7.0,,,,,,,,,,,,,,
478,PT03M49.00S,2022-02-27T19:51:19.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630193,,,1610612752,78,83,2022-02-27T19:51:19Z,4380000,,,0,,I. Quickley Free Throw 2 of 2 (8 PTS),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,Made,8.0,,,,,,,,,,,,,,
479,PT03M42.00S,2022-02-27T19:51:29.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201980,94.03745072273325,50.73529411764706,1610612755,78,85,2022-02-27T19:51:36Z,4390000,4.0,4.0,1,right,D. Green driving finger roll Layup (2 PTS) (T. Maxey 1 AST),"[201980, 1630178]",1610612755.0,PHI,driving finger roll,,,,,,,,,Green,D. Green,,,Made,2.0,0.51,,,,,,T. Maxey,1630178.0,1.0,,,,,
481,PT03M17.00S,2022-02-27T19:51:53.7Z,3,REGULAR,3pt,Jump Shot,[],203095,32.276609724047304,38.23529411764706,1610612752,81,85,2022-02-27T19:51:58Z,4410000,59.0,251.0,1,left,E. Fournier 25' 3PT step back (24 PTS),[203095],1610612752.0,NYK,step back,,,,,,,,,Fournier,E. Fournier,,,Made,24.0,25.77,,,,,,,,,,,,,
482,PT03M08.00S,2022-02-27T19:52:06.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630579,,,1610612755,81,85,2022-02-27T19:52:12Z,4420000,,,0,,J. Sims personal FOUL (5 PF) (Embiid 2 FT),"[1630579, 203954]",1610612752.0,NYK,,,,,,,200834.0,5.0,0.0,Sims,J. Sims,Embiid,203954.0,,,,,,,,,,,,,,,,
485,PT03M08.00S,2022-02-27T19:52:21.1Z,3,REGULAR,substitution,out,[],1630579,,,1610612755,81,85,2022-02-27T19:52:41Z,4435000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,
486,PT03M08.00S,2022-02-27T19:52:21.1Z,3,REGULAR,substitution,in,[],1629011,,,1610612755,81,85,2022-02-27T19:52:41Z,4437500,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
484,PT03M08.00S,2022-02-27T19:52:36.1Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,81,86,2022-02-27T19:52:36Z,4440000,,,0,,J. Embiid Free Throw 1 of 2 (27 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Made,27.0,,,,,,,,,,,,,,
487,PT03M08.00S,2022-02-27T19:52:57.8Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,81,87,2022-02-27T19:52:57Z,4450000,,,0,,J. Embiid Free Throw 2 of 2 (28 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Made,28.0,,,,,,,,,,,,,,
488,PT02M47.00S,2022-02-27T19:53:21.0Z,3,REGULAR,turnover,bad pass,[],203095,,,1610612752,81,87,2022-02-27T19:53:26Z,4460000,,,0,,E. Fournier bad pass TURNOVER (2 TO),"[203095, 203954]",1610612752.0,NYK,,,,,,,,,,Fournier,E. Fournier,,,,,,,,,,2.0,,,,Embiid,203954.0,,,
489,PT02M47.00S,2022-02-27T19:53:21.0Z,3,REGULAR,steal,,[],203954,,,1610612755,81,87,2022-02-27T19:53:23Z,4470000,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
490,PT02M35.00S,2022-02-27T19:53:36.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629011,,,1610612755,81,87,2022-02-27T19:53:43Z,4480000,,,0,,M. Robinson shooting personal FOUL (5 PF) (Embiid 2 FT),"[1629011, 203954]",1610612752.0,NYK,shooting,,,,,,201245.0,5.0,0.0,Robinson,M. Robinson,Embiid,203954.0,,,,,,,,,,,,,,,,
492,PT02M35.00S,2022-02-27T19:53:45.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,81,87,2022-02-27T19:53:45Z,4500000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M35.00S,2022-02-27T19:53:45.9Z,3,REGULAR,substitution,out,[],1629011,,,1610612755,81,87,2022-02-27T19:56:28Z,4510000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
494,PT02M35.00S,2022-02-27T19:53:45.9Z,3,REGULAR,substitution,out,[],1630178,,,1610612755,81,87,2022-02-27T19:56:28Z,4520000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
495,PT02M35.00S,2022-02-27T19:53:45.9Z,3,REGULAR,substitution,in,[],1630167,,,1610612755,81,87,2022-02-27T19:56:28Z,4530000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,
499,PT02M35.00S,2022-02-27T19:53:45.9Z,3,REGULAR,substitution,in,[],201935,,,1610612755,81,87,2022-02-27T19:57:29Z,4545000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,
497,PT02M35.00S,2022-02-27T19:57:23.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,81,87,2022-02-27T19:58:33Z,4550000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Missed,,,,,,,,,,,,,,,
498,PT02M35.00S,2022-02-27T19:57:23.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,81,87,2022-02-27T19:58:33Z,4560000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,497.0,,,,,,,,,,,,
500,PT02M35.00S,2022-02-27T19:57:23.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,81,88,2022-02-27T19:58:33Z,4570000,,,0,,J. Embiid Free Throw 2 of 2 (29 PTS),[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,Made,29.0,,,,,,,,,,,,,,
501,PT02M14.00S,2022-02-27T19:58:04.4Z,3,REGULAR,3pt,Jump Shot,[],202692,28.728646517739815,23.284313725490197,1610612752,81,88,2022-02-27T19:58:12Z,4580000,134.0,218.0,1,left,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,Missed,,25.53,,,,,,,,,,,,,
502,PT02M12.00S,2022-02-27T19:58:06.4Z,3,REGULAR,rebound,offensive,[],1630193,,,1610612752,81,88,2022-02-27T19:58:12Z,4590000,,,0,,I. Quickley REBOUND (Off:2 Def:0),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,501.0,2.0,0.0,2.0,,,,,,,,,
503,PT02M06.00S,2022-02-27T19:58:15.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201980,,,1610612752,81,88,2022-02-27T19:58:24Z,4600000,,,0,,D. Green personal FOUL (3 PF) (Randle 2 FT),"[201980, 203944]",1610612755.0,PHI,,,,,,,200834.0,3.0,0.0,Green,D. Green,Randle,203944.0,,,,,,,,,,,,,,,,
507,PT02M06.00S,2022-02-27T19:58:34.2Z,3,REGULAR,substitution,out,[],202692,,,1610612752,81,88,2022-02-27T19:59:05Z,4615000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,
508,PT02M06.00S,2022-02-27T19:58:34.2Z,3,REGULAR,substitution,out,[],203954,,,1610612752,81,88,2022-02-27T19:59:05Z,4617500,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
509,PT02M06.00S,2022-02-27T19:58:34.2Z,3,REGULAR,substitution,in,[],1629628,,,1610612752,81,88,2022-02-27T19:59:05Z,4618750,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,
510,PT02M06.00S,2022-02-27T19:58:34.2Z,3,REGULAR,substitution,in,[],200794,,,1610612752,81,88,2022-02-27T19:59:05Z,4619375,,,0,,SUB in: P. Millsap,[200794],1610612755.0,PHI,,,,,,,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,
505,PT02M06.00S,2022-02-27T19:58:53.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203944,,,1610612752,81,88,2022-02-27T19:58:53Z,4620000,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,Missed,,,,,,,,,,,,,,,
506,PT02M06.00S,2022-02-27T19:58:53.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,81,88,2022-02-27T19:58:53Z,4630000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,
511,PT02M06.00S,2022-02-27T19:59:21.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203944,,,1610612752,82,88,2022-02-27T19:59:21Z,4640000,,,0,,J. Randle Free Throw 2 of 2 (16 PTS),[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,Made,16.0,,,,,,,,,,,,,,
512,PT01M47.00S,2022-02-27T19:59:43.5Z,3,REGULAR,violation,kicked ball,[],1630167,,,1610612755,82,88,2022-02-27T19:59:50Z,4650000,,,0,,O. Toppin kicked ball VIOLATION,[1630167],1610612752.0,NYK,,,,,,,201245.0,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,
513,PT01M42.00S,2022-02-27T20:00:04.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,82,88,2022-02-27T20:00:04Z,4660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT01M34.00S,2022-02-27T20:00:29.7Z,3,REGULAR,3pt,Jump Shot,[],1627777,87.20433639947439,95.83333333333334,1610612755,82,88,2022-02-27T20:00:38Z,4670000,229.0,68.0,1,right,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,,,,,,,Niang,G. Niang,,,Missed,,23.9,,,,,,,,,,,,,
515,PT01M32.00S,2022-02-27T20:00:31.7Z,3,REGULAR,rebound,offensive,[],200794,,,1610612755,82,88,2022-02-27T20:00:38Z,4680000,,,0,,P. Millsap REBOUND (Off:2 Def:0),[200794],1610612755.0,PHI,,,,,,,,,,Millsap,P. Millsap,,,,,,514.0,2.0,0.0,2.0,,,,,,,,,
516,PT01M30.00S,2022-02-27T20:00:34.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627788,74.58935611038108,16.176470588235293,1610612755,82,88,2022-02-27T20:00:42Z,4690000,-169.0,186.0,1,right,MISS F. Korkmaz 25' 3PT,[1627788],1610612755.0,PHI,,,,,,,,,,Korkmaz,F. Korkmaz,,,Missed,,25.17,,,,,,,,,,,,,
517,PT01M28.00S,2022-02-27T20:00:36.0Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,82,88,2022-02-27T20:00:42Z,4700000,,,0,,J. Randle REBOUND (Off:2 Def:6),[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,,,,516.0,8.0,6.0,2.0,,,,,,,,,
518,PT01M19.00S,2022-02-27T20:00:43.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.995400788436268,48.77450980392157,1610612752,84,88,2022-02-27T20:00:47Z,4710000,6.0,4.0,1,left,R. Barrett driving Layup (16 PTS) (J. Randle 6 AST),"[1629628, 203944]",1610612752.0,NYK,driving,,,,,,,,,Barrett,R. Barrett,,,Made,16.0,0.72,,,,,,J. Randle,203944.0,6.0,,,,,
520,PT01M16.00S,2022-02-27T20:00:47.7Z,3,REGULAR,turnover,bad pass,[],1627777,,,1610612755,84,88,2022-02-27T20:05:17Z,4730000,,,0,,G. Niang bad pass TURNOVER (1 TO),"[1627777, 1630193]",1610612755.0,PHI,,,,,,,,,,Niang,G. Niang,,,,,,,,,,1.0,,,,Quickley,1630193.0,,,
521,PT01M16.00S,2022-02-27T20:00:47.7Z,3,REGULAR,steal,,[],1630193,,,1610612752,84,88,2022-02-27T20:01:23Z,4740000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,
522,PT01M08.00S,2022-02-27T20:00:55.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,5.469776609724048,97.79411764705883,1610612752,87,88,2022-02-27T20:01:23Z,4750000,-239.0,-1.0,1,left,I. Quickley 3PT  (11 PTS),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,Made,11.0,23.9,,,,,,,,,,,,,
523,PT00M48.60S,2022-02-27T20:01:14.8Z,3,REGULAR,3pt,Jump Shot,[],201935,68.01905387647832,59.55882352941176,1610612755,87,88,2022-02-27T20:01:26Z,4760000,48.0,248.0,1,right,MISS J. Harden 25' 3PT,[201935],1610612755.0,PHI,,,,,,,,,,Harden,J. Harden,,,Missed,,25.27,,,,,,,,,,,,,
524,PT00M47.10S,2022-02-27T20:01:17.3Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,87,88,2022-02-27T20:01:17Z,4770000,,,0,,R. Barrett REBOUND (Off:1 Def:4),[1629628],1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,523.0,5.0,4.0,1.0,,,,,,,,,
525,PT00M44.10S,2022-02-27T20:01:20.1Z,3,REGULAR,turnover,bad pass,[],1629628,,,1610612752,87,88,2022-02-27T20:01:28Z,4780000,,,0,,R. Barrett bad pass TURNOVER (4 TO),"[1629628, 201980]",1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,,,,,4.0,,,,Green,201980.0,,,
526,PT00M44.10S,2022-02-27T20:01:20.1Z,3,REGULAR,steal,,[],201980,,,1610612755,87,88,2022-02-27T20:01:22Z,4790000,,,0,,D. Green STEAL (1 STL),[201980],1610612755.0,PHI,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
527,PT00M29.90S,2022-02-27T20:01:34.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,92.19776609724047,53.431372549019606,1610612755,87,90,2022-02-27T20:01:38Z,4800000,17.0,21.0,1,right,J. Harden driving Layup (19 PTS),[201935],1610612755.0,PHI,driving,,,,,,,,,Harden,J. Harden,,,Made,19.0,2.7,,,,,,,,,,,,,
528,PT00M09.30S,2022-02-27T20:01:59.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201935,,,1610612752,87,90,2022-02-27T20:02:16Z,4810000,,,0,,J. Harden personal FOUL (4 PF) (Quickley 2 FT),"[201935, 1630193]",1610612755.0,PHI,,,,,,,202058.0,4.0,0.0,Harden,J. Harden,Quickley,1630193.0,,,,,,,,,,,,,,,,
531,PT00M09.30S,2022-02-27T20:02:16.9Z,3,REGULAR,substitution,out,[],203095,,,1610612752,87,90,2022-02-27T20:02:44Z,4825000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,,,,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,
532,PT00M09.30S,2022-02-27T20:02:16.9Z,3,REGULAR,substitution,out,[],203944,,,1610612752,87,90,2022-02-27T20:02:44Z,4827500,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,
533,PT00M09.30S,2022-02-27T20:02:16.9Z,3,REGULAR,substitution,out,[],200794,,,1610612752,87,90,2022-02-27T20:02:44Z,4828750,,,0,,SUB out: P. Millsap,[200794],1610612755.0,PHI,,,,,,,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,
534,PT00M09.30S,2022-02-27T20:02:16.9Z,3,REGULAR,substitution,in,[],1629629,,,1610612752,87,90,2022-02-27T20:02:44Z,4829375,,,0,,SUB in: C. Reddish,[1629629],1610612752.0,NYK,,,,,,,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,
535,PT00M09.30S,2022-02-27T20:02:16.9Z,3,REGULAR,substitution,in,[],1630579,,,1610612752,87,90,2022-02-27T20:02:44Z,4829687,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,
536,PT00M09.30S,2022-02-27T20:02:16.9Z,3,REGULAR,substitution,in,[],202699,,,1610612752,87,90,2022-02-27T20:02:44Z,4829843,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
530,PT00M09.30S,2022-02-27T20:02:34.2Z,3,REGULAR,freethrow,1 of 2,[],1630193,,,1610612752,88,90,2022-02-27T20:02:34Z,4830000,,,0,,I. Quickley Free Throw 1 of 2 (12 PTS),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,Made,12.0,,,,,,,,,,,,,,
537,PT00M09.30S,2022-02-27T20:02:58.8Z,3,REGULAR,freethrow,2 of 2,[],1630193,,,1610612752,89,90,2022-02-27T20:02:58Z,4840000,,,0,,I. Quickley Free Throw 2 of 2 (13 PTS),[1630193],1610612752.0,NYK,,,,,,,,,,Quickley,I. Quickley,,,Made,13.0,,,,,,,,,,,,,,
538,PT00M04.00S,2022-02-27T20:03:10.8Z,3,REGULAR,foul,offensive,['inpenalty'],202699,,,1610612755,89,90,2022-02-27T20:03:19Z,4850000,,,0,,T. Harris offensive FOUL (3 PF),"[202699, 1629628]",1610612755.0,PHI,,,,,,,201245.0,3.0,1.0,Harris,T. Harris,Barrett,1629628.0,,,,,,,,,,,,,,,,
540,PT00M04.00S,2022-02-27T20:03:10.8Z,3,REGULAR,turnover,offensive foul,[],202699,,,1610612755,89,90,2022-02-27T20:03:10Z,4870000,,,0,,T. Harris offensive foul TURNOVER (2 TO),[202699],1610612755.0,PHI,,,,,,,201245.0,,,Harris,T. Harris,,,,,,,,,,2.0,,,,,,,,
541,PT00M04.00S,2022-02-27T20:03:10.9Z,3,REGULAR,substitution,out,[],1630579,,,1610612752,89,90,2022-02-27T20:03:35Z,4880000,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,
542,PT00M04.00S,2022-02-27T20:03:10.9Z,3,REGULAR,substitution,in,[],203944,,,1610612752,89,90,2022-02-27T20:03:35Z,4890000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,
543,PT00M02.00S,2022-02-27T20:03:39.5Z,3,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612752,89,90,2022-02-27T20:03:46Z,4900000,,,0,,I. Quickley step out-of-bounds TURNOVER (3 TO),[1630193],1610612752.0,NYK,step,,,,,,202058.0,,,Quickley,I. Quickley,,,,,,,,,,3.0,,,,,,,,
544,PT00M02.00S,2022-02-27T20:03:54.7Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1301,,,1610612755,89,90,2022-02-27T20:04:05Z,4910000,,,0,,TEAM foul technical,[1301],1610612752.0,NYK,,,,,,,202058.0,,,,,,,,,,,,,,,,,,,,,,
546,PT00M02.00S,2022-02-27T20:04:01.7Z,3,REGULAR,substitution,out,[],203944,,,1610612755,89,90,2022-02-27T20:04:26Z,4915000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,
547,PT00M02.00S,2022-02-27T20:04:01.7Z,3,REGULAR,substitution,out,[],201980,,,1610612755,89,90,2022-02-27T20:04:26Z,4917500,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
548,PT00M02.00S,2022-02-27T20:04:01.7Z,3,REGULAR,substitution,in,[],1630579,,,1610612755,89,90,2022-02-27T20:04:26Z,4918750,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,
