actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
350,PT01M10.00S,2023-03-12T01:08:49.1Z,2,REGULAR,substitution,in,[],201949,,,1610612765,55,69,2023-03-12T01:08:51Z,3460000,False,,,0,,SUB in: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M59.80S,2023-03-12T01:09:06.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,93.11760840998686,50.98039215686274,1610612765,57,69,2023-03-12T01:09:17Z,3470000,False,5.0,12.0,1,right,K. Hayes driving floating bank Jump Shot (7 PTS),[1630165],1610612765.0,DET,driving floating bank,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,1.31,Made,7.0,,,,,,,,,,,,,,,,,
352,PT00M50.70S,2023-03-12T01:09:18.3Z,2,REGULAR,3pt,Jump Shot,[],1629614,30.436925098554536,20.833333333333336,1610612754,57,69,2023-03-12T01:09:23Z,3480000,False,146.0,234.0,1,left,MISS A. Nembhard 27' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,27.54,Missed,,,,,,,,,,,,,,,,,,
353,PT00M46.80S,2023-03-12T01:09:22.2Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,57,69,2023-03-12T01:09:23Z,3490000,False,,,0,,I. Livers REBOUND (Off:1 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,352.0,2.0,1.0,1.0,,,,
354,PT00M40.50S,2023-03-12T01:09:28.5Z,2,REGULAR,turnover,bad pass,[],1630165,,,1610612765,57,69,2023-03-12T01:09:32Z,3500000,False,,,0,,K. Hayes bad pass TURNOVER (4 TO),"[1630165, 1630537]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,4.0,,,,,,,,,,Duarte,1630537.0
355,PT00M40.50S,2023-03-12T01:09:28.5Z,2,REGULAR,steal,,[],1630537,,,1610612754,57,69,2023-03-12T01:09:30Z,3510000,False,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
356,PT00M27.60S,2023-03-12T01:09:41.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,34.247700394218136,60.5392156862745,1610612754,57,69,2023-03-12T01:09:47Z,3520000,False,-53.0,269.0,1,left,MISS B. Hield 27' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,27.45,Missed,,,,,,,,,,,,,,,,,,
357,PT00M24.10S,2023-03-12T01:09:45.0Z,2,REGULAR,rebound,offensive,[],1630537,,,1610612754,57,69,2023-03-12T01:09:47Z,3530000,False,,,0,,C. Duarte REBOUND (Off:2 Def:0),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,356.0,2.0,0.0,2.0,,,,
358,PT00M18.20S,2023-03-12T01:09:50.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630537,7.30946123521682,95.58823529411765,1610612754,57,69,2023-03-12T01:17:00Z,3540000,False,-228.0,16.0,1,left,MISS C. Duarte step back 3PT,[1630537],1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,Left Corner 3,24+ Left,22.85,Missed,,,,,,,,,,,,,,,,,,
359,PT00M15.10S,2023-03-12T01:09:53.9Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612765,57,69,2023-03-12T01:09:53Z,3550000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:2),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,358.0,4.0,2.0,2.0,,,,
360,PT00M01.40S,2023-03-12T01:10:07.6Z,2,REGULAR,3pt,Jump Shot,[],1630181,91.27792378449409,3.431372549019608,1610612765,57,69,2023-03-12T01:10:12Z,3560000,False,-233.0,29.0,1,right,MISS R. Hampton 3PT,[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,Left Corner 3,24+ Left,23.47,Missed,,,,,,,,,,,,,,,,,,
361,PT00M01.40S,2023-03-12T01:10:07.6Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,57,69,2023-03-12T01:10:12Z,3570000,False,,,0,,B. Hield REBOUND (Off:1 Def:5),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,360.0,6.0,5.0,1.0,,,,
362,PT00M00.00S,2023-03-12T01:10:14.1Z,2,REGULAR,period,end,[],0,,,1610612754,57,69,2023-03-12T01:10:14Z,3580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2023-03-12T01:25:04.3Z,3,REGULAR,substitution,out,['startperiod'],1631105,,,1610612754,57,69,2023-03-12T01:25:22Z,3590000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2023-03-12T01:25:04.3Z,3,REGULAR,substitution,out,['startperiod'],1630181,,,1610612754,57,69,2023-03-12T01:25:22Z,3600000,False,,,0,,SUB out: R. Hampton,[1630181],1610612765.0,DET,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2023-03-12T01:25:04.3Z,3,REGULAR,substitution,out,['startperiod'],201949,,,1610612754,57,69,2023-03-12T01:25:22Z,3610000,False,,,0,,SUB out: J. Johnson,[201949],1610612754.0,IND,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2023-03-12T01:25:04.3Z,3,REGULAR,substitution,in,['startperiod'],1630164,,,1610612754,57,69,2023-03-12T01:25:22Z,3620000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2023-03-12T01:25:04.3Z,3,REGULAR,substitution,in,['startperiod'],203585,,,1610612754,57,69,2023-03-12T01:25:22Z,3630000,False,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2023-03-12T01:25:04.3Z,3,REGULAR,substitution,in,['startperiod'],1630543,,,1610612754,57,69,2023-03-12T01:25:22Z,3640000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2023-03-12T01:25:24.2Z,3,REGULAR,period,start,[],0,,,1610612765,57,69,2023-03-12T01:25:24Z,3650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT11M45.00S,2023-03-12T01:25:38.8Z,3,REGULAR,3pt,Jump Shot,[],203585,20.18725361366623,92.40196078431373,1610612765,60,69,2023-03-12T01:25:45Z,3660000,False,-212.0,137.0,1,left,R. McGruder 25' 3PT  (3 PTS) (K. Hayes 5 AST),"[203585, 1630165]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Above the Break 3,24+ Left Center,25.26,Made,3.0,,,,,,,K. Hayes,1630165.0,5.0,,,,,,,,
372,PT11M28.00S,2023-03-12T01:25:56.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,92.46057818659659,46.32352941176471,1610612754,60,69,2023-03-12T01:26:14Z,3680000,False,-18.0,18.0,1,right,MISS A. Nembhard driving finger roll Layup,[1629614],1610612754.0,IND,driving finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
373,PT11M24.00S,2023-03-12T01:25:58.7Z,3,REGULAR,rebound,defensive,[],203585,,,1610612765,60,69,2023-03-12T01:25:58Z,3690000,False,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,372.0,1.0,1.0,0.0,,,,
374,PT11M10.00S,2023-03-12T01:26:12.5Z,3,REGULAR,3pt,Jump Shot,[],1630587,34.773324572930356,46.32352941176471,1610612765,63,69,2023-03-12T01:26:18Z,3700000,False,18.0,274.0,1,left,I. Livers 27' 3PT  (8 PTS) (K. Hayes 6 AST),"[1630587, 1630165]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Center,27.5,Made,8.0,,,,,,,K. Hayes,1630165.0,6.0,,,,,,,,
376,PT10M59.00S,2023-03-12T01:26:24.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,87.59855453350855,49.26470588235294,1610612754,63,69,2023-03-12T01:27:03Z,3720000,False,-4.0,64.0,1,right,MISS B. Hield 6' driving finger roll Layup - blocked,"[1627741, 1630587]",1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,6.42,Missed,,,,,,,,,,,,,,,Livers,1630587.0,,
377,PT10M59.00S,2023-03-12T01:26:24.1Z,3,REGULAR,block,,[],1630587,,,1610612754,63,69,2023-03-12T01:26:26Z,3730000,False,,,0,,I. Livers BLOCK (1 BLK),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
378,PT10M56.00S,2023-03-12T01:26:27.1Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,63,69,2023-03-12T01:26:27Z,3740000,False,,,0,,I. Jackson REBOUND (Off:4 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,376.0,5.0,1.0,4.0,,,,
379,PT10M49.00S,2023-03-12T01:26:34.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627741,86.41590013140605,48.77450980392157,1610612754,63,71,2023-03-12T01:26:42Z,3750000,False,-6.0,75.0,1,right,B. Hield 7' fadeaway Jump Shot (9 PTS),[1627741],1610612754.0,IND,fadeaway,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,7.54,Made,9.0,,,,,,,,,,,,,,,,,
380,PT10M35.00S,2023-03-12T01:26:49.6Z,3,REGULAR,foul,personal,['2freethrow'],1627741,,,1610612765,63,71,2023-03-12T01:27:00Z,3760000,False,,,0,,B. Hield shooting personal FOUL (2 PF) (Hayes 2 FT),"[1627741, 1630165]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,In The Paint (Non-RA),8-16 Center,,,,2715.0,2.0,0.0,Hayes,1630165.0,,,,,,,,,,,,
382,PT10M35.00S,2023-03-12T01:27:13.8Z,3,REGULAR,freethrow,1 of 2,[],1630165,,,1610612765,64,71,2023-03-12T01:27:13Z,3780000,False,,,0,,K. Hayes Free Throw 1 of 2 (8 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
383,PT10M35.00S,2023-03-12T01:27:27.1Z,3,REGULAR,freethrow,2 of 2,[],1630165,,,1610612765,65,71,2023-03-12T01:27:27Z,3790000,False,,,0,,K. Hayes Free Throw 2 of 2 (9 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
384,PT10M27.00S,2023-03-12T01:27:36.1Z,3,REGULAR,3pt,Jump Shot,[],1629614,66.83639947437582,38.72549019607843,1610612754,65,71,2023-03-12T01:28:05Z,3800000,False,-56.0,259.0,1,right,MISS A. Nembhard 26' step back 3PT,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,26.53,Missed,,,,,,,,,,,,,,,,,,
385,PT10M27.00S,2023-03-12T01:27:36.1Z,3,REGULAR,rebound,defensive,[],1630164,,,1610612765,65,71,2023-03-12T01:28:05Z,3810000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,384.0,2.0,1.0,1.0,,,,
386,PT10M14.00S,2023-03-12T01:27:48.5Z,3,REGULAR,3pt,Jump Shot,[],203585,8.492115637319317,97.30392156862744,1610612765,68,71,2023-03-12T01:27:53Z,3820000,False,-237.0,27.0,1,left,R. McGruder 3PT  (6 PTS) (K. Hayes 7 AST),"[203585, 1630165]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Left Corner 3,24+ Left,23.81,Made,6.0,,,,,,,K. Hayes,1630165.0,7.0,,,,,,,,
388,PT10M05.00S,2023-03-12T01:27:59.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,81.68528252299606,50.0,1610612754,68,71,2023-03-12T01:28:04Z,3840000,False,0.0,120.0,1,right,MISS A. Nembhard 11' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,11.97,Missed,,,,,,,,,,,,,,,,,,
389,PT09M59.00S,2023-03-12T01:28:05.2Z,3,REGULAR,rebound,offensive,[],1630543,,,1610612754,68,71,2023-03-12T01:28:04Z,3850000,False,,,0,,I. Jackson REBOUND (Off:5 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,388.0,6.0,1.0,5.0,,,,
411,PT09M59.00S,2023-03-12T01:28:13.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630543,93.69250985545335,46.01332720588235,1610612754,68,73,2023-03-12T01:31:09Z,3860000,False,-20.0,7.0,1,right,I. Jackson tip DUNK (14 PTS),[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.1,Made,14.0,,,,,,,,,,,,,,,,,
391,PT09M50.00S,2023-03-12T01:28:28.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630165,5.469776609724048,50.0,1610612765,70,73,2023-03-12T01:32:16Z,3870000,False,0.0,-1.0,1,left,K. Hayes driving Layup (11 PTS),[1630165],1610612765.0,DET,driving,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,0.11,Made,11.0,,,,,,,,,,,,,,,,,
392,PT09M50.00S,2023-03-12T01:28:33.1Z,3,REGULAR,violation,defensive goaltending,[],1630543,,,1610612765,70,73,2023-03-12T01:31:52Z,3880000,False,,,0,,I. Jackson defensive goaltending VIOLATION,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,2715.0,,,,,,,,,,,,,,,,
393,PT09M38.00S,2023-03-12T01:28:35.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,93.51182654402102,50.0,1610612754,70,75,2023-03-12T01:32:41Z,3890000,False,0.0,8.0,1,right,B. Hield driving finger roll Layup (11 PTS),[1627741],1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,0.85,Made,11.0,,,,,,,,,,,,,,,,,
394,PT09M28.00S,2023-03-12T01:28:45.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,6.258212877792378,48.03921568627451,1610612765,72,75,2023-03-12T01:33:35Z,3900000,False,10.0,6.0,1,left,J. Wiseman alley-oop Layup (10 PTS) (K. Hayes 8 AST),"[1630164, 1630165]",1610612765.0,DET,alley-oop,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,1.17,Made,10.0,,,,,,,K. Hayes,1630165.0,8.0,,,,,,,,
396,PT09M14.00S,2023-03-12T01:28:58.9Z,3,REGULAR,3pt,Jump Shot,[],1630174,93.11760840998686,96.81372549019608,1610612754,72,75,2023-03-12T01:29:03Z,3920000,False,234.0,12.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
397,PT09M12.00S,2023-03-12T01:29:00.9Z,3,REGULAR,rebound,defensive,[],1630165,,,1610612765,72,75,2023-03-12T01:29:03Z,3930000,False,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,396.0,2.0,2.0,0.0,,,,
398,PT09M04.00S,2023-03-12T01:29:09.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,7.966491458607096,49.754901960784316,1610612765,72,75,2023-03-12T01:29:15Z,3940000,False,1.0,22.0,1,left,MISS J. Wiseman Layup - blocked,"[1630164, 1630543]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,Jackson,1630543.0,,
399,PT09M04.00S,2023-03-12T01:29:09.8Z,3,REGULAR,block,,[],1630543,,,1610612765,72,75,2023-03-12T01:29:11Z,3950000,False,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
400,PT09M01.00S,2023-03-12T01:29:12.8Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612754,72,75,2023-03-12T01:29:15Z,3960000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,398.0,2.0,2.0,0.0,,,,
401,PT08M57.00S,2023-03-12T01:29:16.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629614,92.46057818659659,51.71568627450981,1610612754,72,77,2023-03-12T01:34:34Z,3970000,False,9.0,18.0,1,right,A. Nembhard running Layup (16 PTS) (A. Nesmith 1 AST),"[1629614, 1630174]",1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.03,Made,16.0,,,,,,,A. Nesmith,1630174.0,1.0,,,,,,,,
403,PT08M41.00S,2023-03-12T01:29:34.9Z,3,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612765,72,77,2023-03-12T01:29:49Z,3990000,False,,,0,,C. Duarte shooting personal FOUL (3 PF) (McGruder 2 FT),"[1630537, 203585]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,203592.0,3.0,0.0,McGruder,203585.0,,,,,,,,,,,,
405,PT08M41.00S,2023-03-12T01:30:04.3Z,3,REGULAR,freethrow,1 of 2,[],203585,,,1610612765,73,77,2023-03-12T01:30:04Z,4010000,False,,,0,,R. McGruder Free Throw 1 of 2 (7 PTS),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
406,PT08M41.00S,2023-03-12T01:30:16.9Z,3,REGULAR,freethrow,2 of 2,[],203585,,,1610612765,74,77,2023-03-12T01:30:16Z,4020000,False,,,0,,R. McGruder Free Throw 2 of 2 (8 PTS),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
407,PT08M30.00S,2023-03-12T01:30:29.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,92.72339027595268,54.41176470588235,1610612754,74,77,2023-03-12T01:36:18Z,4030000,False,22.0,16.0,1,right,MISS A. Nembhard driving finger roll Layup - blocked,"[1629614, 1630587]",1610612754.0,IND,driving finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,Livers,1630587.0,,
408,PT08M30.00S,2023-03-12T01:30:29.7Z,3,REGULAR,block,,[],1630587,,,1610612754,74,77,2023-03-12T01:30:31Z,4040000,False,,,0,,I. Livers BLOCK (2 BLK),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
409,PT08M27.00S,2023-03-12T01:30:32.7Z,3,REGULAR,rebound,defensive,[],1630164,,,1610612765,74,77,2023-03-12T01:30:35Z,4050000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:2),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,407.0,3.0,2.0,1.0,,,,
410,PT08M22.00S,2023-03-12T01:30:37.9Z,3,REGULAR,3pt,Jump Shot,[],1630164,32.276609724047304,50.98039215686274,1610612765,74,77,2023-03-12T01:30:45Z,4060000,False,-5.0,251.0,1,left,MISS J. Wiseman 25' 3PT,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,,
412,PT08M19.00S,2023-03-12T01:30:40.9Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,74,77,2023-03-12T01:30:52Z,4070000,False,,,0,,B. Hield REBOUND (Off:1 Def:6),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,410.0,7.0,6.0,1.0,,,,
413,PT08M10.00S,2023-03-12T01:30:49.6Z,3,REGULAR,3pt,Jump Shot,[],1627741,70.25295663600527,78.18627450980392,1610612754,74,77,2023-03-12T01:30:55Z,4080000,False,141.0,227.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,26.73,Missed,,,,,,,,,,,,,,,,,,
414,PT08M06.00S,2023-03-12T01:30:53.6Z,3,REGULAR,rebound,defensive,[],1630165,,,1610612765,74,77,2023-03-12T01:31:00Z,4090000,False,,,0,,K. Hayes REBOUND (Off:0 Def:3),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,413.0,3.0,3.0,0.0,,,,
415,PT08M01.00S,2023-03-12T01:30:57.5Z,3,REGULAR,3pt,Jump Shot,[],1630587,25.57490144546649,80.63725490196079,1610612765,77,77,2023-03-12T01:37:01Z,4100000,False,-153.0,188.0,1,left,I. Livers 24' 3PT step back (11 PTS) (K. Hayes 9 AST),"[1630587, 1630165]",1610612765.0,DET,step back,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,24.24,Made,11.0,,,,,,,K. Hayes,1630165.0,9.0,,,,,,,,
417,PT08M01.00S,2023-03-12T01:31:07.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,77,77,2023-03-12T01:31:07Z,4120000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M40.00S,2023-03-12T01:34:14.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,89.43823915900131,45.34313725490196,1610612754,77,79,2023-03-12T01:34:21Z,4130000,False,-23.0,47.0,1,right,A. Nesmith driving floating Jump Shot (5 PTS) (B. Hield 2 AST),"[1630174, 1627741]",1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,5.0,,,,,,,B. Hield,1627741.0,2.0,,,,,,,,
419,PT07M23.00S,2023-03-12T01:34:29.7Z,3,REGULAR,3pt,Jump Shot,[],1630165,29.38567674113009,26.96078431372549,1610612765,77,79,2023-03-12T01:38:29Z,4140000,False,115.0,224.0,1,left,MISS K. Hayes 25' pullup 3PT,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
420,PT07M20.00S,2023-03-12T01:34:33.4Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612754,77,79,2023-03-12T01:34:33Z,4150000,False,,,0,,C. Duarte REBOUND (Off:2 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,419.0,3.0,1.0,2.0,,,,
421,PT07M13.00S,2023-03-12T01:34:40.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,89.70105124835742,59.31372549019608,1610612754,77,79,2023-03-12T01:34:46Z,4160000,False,47.0,44.0,1,right,MISS C. Duarte 6' fadeaway bank Shot,[1630537],1610612754.0,IND,fadeaway bank,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,,,,,,,,,,,,,,,,,,
422,PT07M11.00S,2023-03-12T01:34:43.5Z,3,REGULAR,rebound,offensive,[],1627741,,,1610612754,77,79,2023-03-12T01:34:43Z,4170000,False,,,0,,B. Hield REBOUND (Off:2 Def:6),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,421.0,8.0,6.0,2.0,,,,
423,PT07M03.00S,2023-03-12T01:34:51.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,72.35545335085413,17.401960784313726,1610612754,77,82,2023-03-12T01:39:12Z,4180000,False,-163.0,207.0,1,right,B. Hield 26' 3PT step back (14 PTS),[1627741],1610612754.0,IND,step back,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,26.38,Made,14.0,,,,,,,,,,,,,,,,,
424,PT06M44.00S,2023-03-12T01:35:08.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,10.463206307490145,53.431372549019606,1610612765,79,82,2023-03-12T01:35:22Z,4190000,False,-17.0,46.0,1,left,K. Hayes pullup Jump Shot (13 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,4.9,Made,13.0,,,,,,,,,,,,,,,,,
425,PT06M28.00S,2023-03-12T01:35:27.6Z,3,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612754,79,82,2023-03-12T01:35:40Z,4200000,False,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Jackson 2 FT),"[1628963, 1630543]",1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,203593.0,2.0,0.0,Jackson,1630543.0,,,,,,,,,,,,
427,PT06M28.00S,2023-03-12T01:35:59.2Z,3,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,79,83,2023-03-12T01:36:23Z,4220000,False,,,0,,I. Jackson Free Throw 1 of 2 (15 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
