actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
344,PT11M41.00S,2025-11-13T01:21:12.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630200,7.440867279894875,46.568627450980394,1610612741,68,54,2025-11-13T01:21:38Z,3380000,False,17.0,17.0,1,left,T. Jones running reverse Layup (7 PTS),[1630200],1610612741.0,CHI,running reverse,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,2.45,Made,7.0,,,,,,,,,,,,,,,
345,PT11M35.00S,2025-11-13T01:21:18.4Z,3,REGULAR,3pt,Jump Shot,[],1642450,92.46057818659659,96.32352941176471,1610612765,68,54,2025-11-13T01:21:24Z,3390000,False,232.0,18.0,1,right,MISS D. Jenkins 3PT,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Right Corner 3,24+ Right,,,23.23,Missed,,,,,,,,,,,,,,,,
346,PT11M33.00S,2025-11-13T01:21:20.4Z,3,REGULAR,rebound,offensive,[],1630194,,,1610612765,68,54,2025-11-13T01:21:31Z,3400000,False,,,0,,P. Reed REBOUND (Off:3 Def:2),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Right Corner 3,24+ Right,,,,,,,,,345.0,5.0,2.0,3.0,,,,,,,,
347,PT11M32.00S,2025-11-13T01:21:22.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,92.85479632063075,48.77450980392157,1610612765,70,54,2025-11-13T01:21:28Z,3410000,False,-6.0,15.0,1,right,P. Reed reverse Layup (10 PTS),[1630194],1610612765.0,DET,reverse,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,1.59,Made,10.0,,,,,,,,,,,,,,,
348,PT11M20.00S,2025-11-13T01:21:37.6Z,3,REGULAR,foul,personal,[],1629130,,,1610612741,70,54,2025-11-13T01:21:53Z,3420000,False,,,0,,D. Robinson personal FOUL (4 PF),"[1629130, 1630171]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,2534.0,,,,,,,,,,,,,,,,4.0,0.0,Okoro,1630171.0
350,PT11M14.00S,2025-11-13T01:22:00.9Z,3,REGULAR,foul,personal,[],1630194,,,1610612741,70,54,2025-11-13T01:22:13Z,3440000,False,,,0,,P. Reed personal FOUL (1 PF),"[1630194, 202696]",1610612765.0,DET,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,1627519.0,,,,,,,,,,,,,,,,1.0,0.0,Vučević,202696.0
352,PT11M05.00S,2025-11-13T01:22:23.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,17.559132720105126,46.568627450980394,1610612741,70,56,2025-11-13T01:23:11Z,3460000,False,17.0,113.0,1,left,K. Huerter 11' driving floating Jump Shot (8 PTS) (T. Jones 2 AST),"[1628989, 1630200]",1610612741.0,CHI,driving floating,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,11.39,Made,8.0,T. Jones,1630200.0,2.0,,,,,,,,,,,,
353,PT10M48.00S,2025-11-13T01:22:40.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629750,91.67214191852825,63.725490196078425,1610612765,70,56,2025-11-13T01:23:52Z,3470000,False,69.0,26.0,1,right,MISS J. Green 7' driving floating bank Shot,[1629750],1610612765.0,DET,driving floating bank,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,7.33,Missed,,,,,,,,,,,,,,,,
354,PT10M43.00S,2025-11-13T01:22:45.9Z,3,REGULAR,rebound,defensive,[],1641824,,,1610612741,70,56,2025-11-13T01:23:52Z,3480000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:5),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,353.0,6.0,5.0,1.0,,,,,,,,
355,PT10M40.00S,2025-11-13T01:22:48.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641824,10.068988173455978,47.30392156862745,1610612741,70,56,2025-11-13T01:22:55Z,3490000,False,13.0,42.0,1,left,MISS M. Buzelis running Layup,[1641824],1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,4.42,Missed,,,,,,,,,,,,,,,,
356,PT10M35.00S,2025-11-13T01:22:53.0Z,3,REGULAR,rebound,offensive,[],1630171,,,1610612741,70,56,2025-11-13T01:22:53Z,3500000,False,,,0,,I. Okoro REBOUND (Off:2 Def:0),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,355.0,2.0,0.0,2.0,,,,,,,,
357,PT10M35.00S,2025-11-13T01:22:53.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,5.590000152587891,50.0,1610612741,70,58,2025-11-13T01:22:53Z,3510000,False,0.0,0.0,1,left,I. Okoro tip Layup (5 PTS),[1630171],1610612741.0,CHI,tip,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Left,,,0.0,Made,5.0,,,,,,,,,,,,,,,
358,PT10M25.00S,2025-11-13T01:23:03.8Z,3,REGULAR,3pt,Jump Shot,[],1641842,93.64323258869908,95.34313725490196,1610612765,70,58,2025-11-13T01:23:09Z,3520000,False,227.0,7.0,1,right,MISS R. Holland II 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Right Corner 3,24+ Right,,,22.68,Missed,,,,,,,,,,,,,,,,
359,PT10M21.00S,2025-11-13T01:23:07.8Z,3,REGULAR,rebound,defensive,[],1641824,,,1610612741,70,58,2025-11-13T01:23:09Z,3530000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:6),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Right Corner 3,24+ Right,,,,,,,,,358.0,7.0,6.0,1.0,,,,,,,,
360,PT10M20.00S,2025-11-13T01:23:09.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628989,7.5722733245729295,50.0,1610612741,70,60,2025-11-13T01:23:14Z,3540000,False,0.0,19.0,1,left,K. Huerter running DUNK (10 PTS) (T. Jones 3 AST),"[1628989, 1630200]",1610612741.0,CHI,running,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,1.87,Made,10.0,T. Jones,1630200.0,3.0,,,,,,,,,,,,
362,PT10M20.00S,2025-11-13T01:23:17.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,70,60,2025-11-13T01:23:17Z,3560000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT10M00.00S,2025-11-13T01:26:25.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,92.06636005256242,49.26470588235294,1610612765,70,60,2025-11-13T01:26:30Z,3570000,False,-4.0,22.0,1,right,MISS J. Green driving Layup,[1629750],1610612765.0,DET,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,2.24,Missed,,,,,,,,,,,,,,,,
365,PT09M58.00S,2025-11-13T01:26:26.7Z,3,REGULAR,rebound,offensive,[],1630194,,,1610612765,70,60,2025-11-13T01:26:26Z,3580000,False,,,0,,P. Reed REBOUND (Off:4 Def:2),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,364.0,6.0,2.0,4.0,,,,,,,,
366,PT09M55.00S,2025-11-13T01:26:29.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,79.97700394218134,6.862745098039216,1610612765,70,60,2025-11-13T01:26:37Z,3590000,False,-216.0,136.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,25.48,Missed,,,,,,,,,,,,,,,,
367,PT09M50.00S,2025-11-13T01:26:34.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,70,60,2025-11-13T01:26:34Z,3600000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,,,,,,366.0,2.0,2.0,0.0,,,,,,,,
368,PT09M44.00S,2025-11-13T01:26:44.8Z,3,REGULAR,foul,offensive,[],202696,,,1610612741,70,60,2025-11-13T01:27:11Z,3610000,False,,,0,,N. Vučević offensive FOUL (1 PF),"[202696, 1629750]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,1627519.0,,,,,,,,,,,,,,,,1.0,0.0,Green,1629750.0
370,PT09M44.00S,2025-11-13T01:26:44.8Z,3,REGULAR,turnover,offensive foul,[],202696,,,1610612741,70,60,2025-11-13T01:26:44Z,3630000,False,,,0,,N. Vučević offensive foul TURNOVER (2 TO),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,1627519.0,2.0,,,,,,,,,,,,,,,,,,
371,PT09M20.00S,2025-11-13T01:27:24.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1642450,79.58278580814718,46.81372549019608,1610612765,70,60,2025-11-13T01:27:32Z,3640000,False,-16.0,139.0,1,right,MISS D. Jenkins 14' turnaround Shot,[1642450],1610612765.0,DET,turnaround,,,Jenkins,D. Jenkins,,,,,Mid-Range,8-16 Center,,,14.03,Missed,,,,,,,,,,,,,,,,
372,PT09M16.00S,2025-11-13T01:27:28.7Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,70,60,2025-11-13T01:36:29Z,3650000,False,,,0,,N. Vučević REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Center,,,,,,,,,371.0,3.0,3.0,0.0,,,,,,,,
373,PT08M58.00S,2025-11-13T01:27:46.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,7.966491458607096,60.049019607843135,1610612741,70,62,2025-11-13T01:27:52Z,3660000,False,-50.0,22.0,1,left,M. Buzelis driving finger roll Layup (9 PTS),[1641824],1610612741.0,CHI,driving finger roll,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,,5.5,Made,9.0,,,,,,,,,,,,,,,
457,PT08M58.00S,2025-11-13T01:27:55.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,94.66162943495401,51.96078431372549,1610612765,70,62,2025-11-13T01:39:07Z,3665000,False,10.0,-2.0,1,right,MISS P. Reed driving Layup - blocked,"[1630194, 1630171]",1610612765.0,DET,driving,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,1.01,Missed,,,,,,,,,Okoro,1630171.0,,,,,,
458,PT08M58.00S,2025-11-13T01:27:55.9Z,3,REGULAR,block,,[],1630171,,,1610612765,70,62,2025-11-13T01:39:07Z,3667500,False,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
459,PT08M58.00S,2025-11-13T01:27:55.9Z,3,REGULAR,rebound,offensive,[],1630194,,,1610612765,70,62,2025-11-13T01:39:07Z,3668750,False,,,0,,P. Reed REBOUND (Off:5 Def:2),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,457.0,7.0,2.0,5.0,,,,,,,,
374,PT08M40.00S,2025-11-13T01:28:05.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630194,93.24901445466492,50.49019607843137,1610612765,72,62,2025-11-13T01:39:24Z,3670000,False,2.0,11.0,1,right,P. Reed putback DUNK (12 PTS),[1630194],1610612765.0,DET,putback,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,1.13,Made,12.0,,,,,,,,,,,,,,,
375,PT08M25.00S,2025-11-13T01:28:19.9Z,3,REGULAR,3pt,Jump Shot,[],202696,32.933639947437584,59.31372549019608,1610612741,72,62,2025-11-13T01:28:30Z,3680000,False,-47.0,257.0,1,left,MISS N. Vučević 26' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,26.13,Missed,,,,,,,,,,,,,,,,
376,PT08M23.00S,2025-11-13T01:28:21.9Z,3,REGULAR,rebound,defensive,[],1641842,,,1610612765,72,62,2025-11-13T01:28:30Z,3690000,False,,,0,,R. Holland II REBOUND (Off:0 Def:4),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Center,,,,,,,,,375.0,4.0,4.0,0.0,,,,,,,,
377,PT08M15.00S,2025-11-13T01:28:30.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641842,86.94152431011827,50.98039215686274,1610612765,74,62,2025-11-13T01:28:38Z,3700000,False,5.0,70.0,1,right,R. Holland II 7' driving floating Jump Shot (7 PTS),[1641842],1610612765.0,DET,driving floating,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),0-8 Center,,,7.04,Made,7.0,,,,,,,,,,,,,,,
378,PT08M07.00S,2025-11-13T01:28:37.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,7.703679369250986,48.77450980392157,1610612741,74,64,2025-11-13T01:31:01Z,3710000,False,6.0,20.0,1,left,K. Huerter Layup (12 PTS) (T. Jones 4 AST),"[1628989, 1630200]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,2.08,Made,12.0,T. Jones,1630200.0,4.0,,,,,,,,,,,,
435,PT08M07.00S,2025-11-13T01:28:47.5Z,3,REGULAR,turnover,lost ball,[],1630194,,,1610612765,74,64,2025-11-13T01:36:26Z,3722500,False,,,0,,P. Reed lost ball TURNOVER (2 TO),"[1630194, 1628989]",1610612765.0,DET,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,Huerter,1628989.0,,,,
436,PT08M07.00S,2025-11-13T01:28:47.5Z,3,REGULAR,steal,,[],1628989,,,1610612741,74,64,2025-11-13T01:36:26Z,3726250,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
437,PT08M07.00S,2025-11-13T01:28:52.5Z,3,REGULAR,turnover,lost ball,[],1641824,,,1610612741,74,64,2025-11-13T01:36:52Z,3728125,False,,,0,,M. Buzelis lost ball TURNOVER (2 TO),"[1641824, 1630194]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,,,,,,Reed,1630194.0,,,,
438,PT08M07.00S,2025-11-13T01:28:52.5Z,3,REGULAR,steal,,[],1630194,,,1610612765,74,64,2025-11-13T01:37:43Z,3729062,False,,,0,,P. Reed STEAL (2 STL),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
381,PT07M47.00S,2025-11-13T01:28:57.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630194,92.9862023653088,48.529411764705884,1610612765,76,64,2025-11-13T01:36:52Z,3730000,False,-7.0,13.0,1,right,P. Reed alley-oop DUNK (14 PTS) (R. Holland II 1 AST),"[1630194, 1641842]",1610612765.0,DET,alley-oop,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,1.53,Made,14.0,R. Holland II,1641842.0,1.0,,,,,,,,,,,,
383,PT07M27.00S,2025-11-13T01:29:17.9Z,3,REGULAR,2pt,Jump Shot,[],1628989,7.835085413929041,69.6078431372549,1610612741,76,64,2025-11-13T01:29:26Z,3750000,False,-98.0,21.0,1,left,MISS K. Huerter 10' floating Shot,[1628989],1610612741.0,CHI,floating,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,,,10.02,Missed,,,,,,,,,,,,,,,,
384,PT07M24.00S,2025-11-13T01:29:20.9Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,76,64,2025-11-13T01:29:26Z,3760000,False,,,0,,N. Vučević REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,,,,,,,,,383.0,4.0,3.0,1.0,,,,,,,,
385,PT07M23.00S,2025-11-13T01:29:22.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,6.915243101182654,52.94117647058824,1610612741,76,64,2025-11-13T01:32:10Z,3770000,False,-15.0,13.0,1,left,MISS N. Vučević putback Layup,[202696],1610612741.0,CHI,putback,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,1.93,Missed,,,,,,,,,,,,,,,,
386,PT07M23.00S,2025-11-13T01:29:22.4Z,3,REGULAR,rebound,defensive,[],1642450,,,1610612765,76,64,2025-11-13T01:32:50Z,3780000,False,,,0,,D. Jenkins REBOUND (Off:2 Def:2),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,,,,,,,,,385.0,4.0,2.0,2.0,,,,,,,,
387,PT07M23.00S,2025-11-13T01:29:25.8Z,3,REGULAR,turnover,out-of-bounds,[],1642450,,,1610612765,76,64,2025-11-13T01:33:11Z,3790000,False,,,0,,D. Jenkins bad pass out-of-bounds TURNOVER (2 TO),[1642450],1610612765.0,DET,bad pass,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),0-8 Center,2534.0,2.0,,,,,,,,,,,,,,,,,,
388,PT07M23.00S,2025-11-13T01:29:33.3Z,3,REGULAR,substitution,out,[],1630200,,,1610612741,76,64,2025-11-13T01:29:38Z,3800000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M23.00S,2025-11-13T01:29:33.3Z,3,REGULAR,substitution,in,[],1630245,,,1610612741,76,64,2025-11-13T01:29:38Z,3810000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M12.00S,2025-11-13T01:30:04.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,9.017739816031538,45.83333333333333,1610612741,76,64,2025-11-13T01:30:07Z,3820000,False,21.0,32.0,1,left,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,3.84,Missed,,,,,,,,,,,,,,,,
391,PT07M10.00S,2025-11-13T01:30:06.2Z,3,REGULAR,rebound,defensive,[],1630194,,,1610612765,76,64,2025-11-13T01:30:07Z,3830000,False,,,0,,P. Reed REBOUND (Off:5 Def:3),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,390.0,8.0,3.0,5.0,,,,,,,,
392,PT07M03.00S,2025-11-13T01:30:13.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,93.64323258869908,46.32352941176471,1610612765,76,64,2025-11-13T01:30:17Z,3840000,False,-18.0,7.0,1,right,MISS D. Robinson driving Layup - blocked,"[1629130, 1630171]",1610612765.0,DET,driving,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,1.98,Missed,,,,,,,,,Okoro,1630171.0,,,,,,
393,PT07M03.00S,2025-11-13T01:30:13.6Z,3,REGULAR,block,,[],1630171,,,1610612765,76,64,2025-11-13T01:30:15Z,3850000,False,,,0,,I. Okoro BLOCK (2 BLK),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
394,PT07M00.00S,2025-11-13T01:30:16.6Z,3,REGULAR,rebound,defensive,[],1641824,,,1610612741,76,64,2025-11-13T01:30:17Z,3860000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:7),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,,392.0,8.0,7.0,1.0,,,,,,,,
395,PT06M49.00S,2025-11-13T01:30:52.4Z,3,REGULAR,jumpball,recovered,[],1642450,,,1610612741,76,64,2025-11-13T01:30:52Z,3870000,False,,,0,,Jump Ball R. Holland II vs. N. Vučević: Tip to D. Jenkins,"[1642450, 1641842, 202696]",1610612765.0,DET,heldball,D. Jenkins,1642450.0,Jenkins,D. Jenkins,Holland II,1641842.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
398,PT06M49.00S,2025-11-13T01:30:52.4Z,3,REGULAR,turnover,lost ball,[],202696,,,1610612741,76,64,2025-11-13T01:30:52Z,3900000,False,,,0,,N. Vučević lost ball TURNOVER (3 TO),"[202696, 1641842]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,3.0,,,,,,,,,,,,,Holland II,1641842.0,,,,
399,PT06M49.00S,2025-11-13T01:30:52.4Z,3,REGULAR,steal,,[],1641842,,,1610612765,76,64,2025-11-13T01:30:52Z,3910000,False,,,0,,R. Holland II STEAL (2 STL),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M36.00S,2025-11-13T01:31:05.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641842,84.31340341655716,61.274509803921575,1610612765,76,64,2025-11-13T01:31:10Z,3920000,False,56.0,95.0,1,right,MISS R. Holland II 11' pullup Shot,[1641842],1610612765.0,DET,pullup,,,Holland II,R. Holland II,,,,,In The Paint (Non-RA),8-16 Center,,,11.05,Missed,,,,,,,,,,,,,,,,
401,PT06M34.00S,2025-11-13T01:31:07.8Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,76,64,2025-11-13T01:31:10Z,3930000,False,,,0,,N. Vučević REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,400.0,5.0,4.0,1.0,,,,,,,,
402,PT06M32.00S,2025-11-13T01:31:13.6Z,3,REGULAR,foul,personal,[],1642450,,,1610612741,76,64,2025-11-13T01:31:41Z,3940000,False,,,0,,D. Jenkins personal FOUL (1 PF),"[1642450, 1630245]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Mid-Range,16-24 Right Center,1626300.0,,,,,,,,,,,,,,,,1.0,0.0,Dosunmu,1630245.0
404,PT06M32.00S,2025-11-13T01:31:23.0Z,3,REGULAR,substitution,out,[],1641842,,,1610612741,76,64,2025-11-13T01:31:36Z,3960000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M32.00S,2025-11-13T01:31:23.0Z,3,REGULAR,substitution,out,[],1629130,,,1610612741,76,64,2025-11-13T01:31:36Z,3970000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M32.00S,2025-11-13T01:31:23.0Z,3,REGULAR,substitution,out,[],202696,,,1610612741,76,64,2025-11-13T01:31:36Z,3980000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M32.00S,2025-11-13T01:31:23.0Z,3,REGULAR,substitution,out,[],1628989,,,1610612741,76,64,2025-11-13T01:31:36Z,3990000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M32.00S,2025-11-13T01:31:23.0Z,3,REGULAR,substitution,out,[],1641824,,,1610612741,76,64,2025-11-13T01:31:36Z,4000000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M32.00S,2025-11-13T01:31:23.0Z,3,REGULAR,substitution,in,[],1627747,,,1610612741,76,64,2025-11-13T01:31:36Z,4010000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M32.00S,2025-11-13T01:31:23.0Z,3,REGULAR,substitution,in,[],1642404,,,1610612741,76,64,2025-11-13T01:31:36Z,4020000,False,,,0,,SUB in: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M32.00S,2025-11-13T01:31:23.0Z,3,REGULAR,substitution,in,[],1630200,,,1610612741,76,64,2025-11-13T01:31:36Z,4030000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M32.00S,2025-11-13T01:31:23.0Z,3,REGULAR,substitution,in,[],1630188,,,1610612741,76,64,2025-11-13T01:31:36Z,4040000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M32.00S,2025-11-13T01:31:23.0Z,3,REGULAR,substitution,in,[],1630172,,,1610612741,76,64,2025-11-13T01:31:36Z,4050000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M17.00S,2025-11-13T01:31:54.6Z,3,REGULAR,3pt,Jump Shot,[],1630171,31.35676741130092,30.392156862745097,1610612741,76,67,2025-11-13T01:31:59Z,4060000,False,98.0,242.0,1,left,I. Okoro 26' 3PT  (8 PTS) (A. Dosunmu 2 AST),"[1630171, 1630245]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,26.14,Made,8.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,
416,PT05M57.00S,2025-11-13T01:32:13.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.64323258869908,52.450980392156865,1610612765,78,67,2025-11-13T01:32:18Z,4080000,False,12.0,7.0,1,right,C. LeVert cutting Layup (9 PTS) (P. Reed 3 AST),"[1627747, 1630194]",1610612765.0,DET,cutting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,1.43,Made,9.0,P. Reed,1630194.0,3.0,,,,,,,,,,,,
418,PT05M45.00S,2025-11-13T01:32:27.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,8.492115637319317,51.9607843137255,1610612741,78,69,2025-11-13T01:32:31Z,4100000,False,-10.0,27.0,1,left,I. Okoro driving Layup (10 PTS),[1630171],1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,2.9,Made,10.0,,,,,,,,,,,,,,,
