actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
426,PT08M02.00S,2023-11-02T02:38:17.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630217,,,1610612763,82,54,2023-11-02T02:38:17Z,4260000,False,,,0,,D. Bane Free Throw 1 of 2 (19 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
427,PT08M02.00S,2023-11-02T02:38:18.7Z,3,REGULAR,substitution,out,[],1631117,,,1610612763,82,54,2023-11-02T02:38:23Z,4270000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT08M02.00S,2023-11-02T02:38:18.7Z,3,REGULAR,substitution,in,[],203482,,,1610612763,82,54,2023-11-02T02:38:23Z,4280000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT08M02.00S,2023-11-02T02:38:37.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630217,,,1610612763,82,55,2023-11-02T02:38:37Z,4290000,False,,,0,,D. Bane Free Throw 2 of 2 (20 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
430,PT07M46.00S,2023-11-02T02:38:55.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,91.40932982917214,38.970588235294116,1610612762,82,55,2023-11-02T02:38:59Z,4300000,False,-55.0,28.0,1,right,MISS L. Markkanen 6' driving floating bank Shot,[1628374],1610612762.0,UTA,driving floating bank,,,Markkanen,L. Markkanen,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,6.19,,,,,,,,,,,,,,
431,PT07M44.00S,2023-11-02T02:38:57.3Z,3,REGULAR,rebound,defensive,[],203935,,,1610612763,82,55,2023-11-02T02:38:59Z,4310000,False,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,430.0,2.0,2.0,0.0,,,
432,PT07M38.00S,2023-11-02T02:39:03.2Z,3,REGULAR,2pt,Jump Shot,[],1630217,15.062417871222076,66.42156862745098,1610612763,82,55,2023-11-02T02:39:08Z,4320000,False,-82.0,89.0,1,left,MISS D. Bane 12' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,,,Missed,,Mid-Range,8-16 Left,12.12,,,,,,,,,,,,,,
433,PT07M37.00S,2023-11-02T02:39:04.2Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,82,55,2023-11-02T02:39:08Z,4330000,False,,,0,,J. Jackson Jr. REBOUND (Off:3 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,432.0,7.0,4.0,3.0,,,
434,PT07M37.00S,2023-11-02T02:39:07.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628991,5.590000152587891,50.0,1610612763,82,55,2023-11-02T02:39:10Z,4340000,False,0.0,0.0,1,left,MISS J. Jackson Jr. tip Layup,[1628991],1610612763.0,MEM,tip,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,Restricted Area,0-8 Center,0.0,,,,,,,,,,,,,,
435,PT07M37.00S,2023-11-02T02:39:07.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,82,55,2023-11-02T02:39:10Z,4350000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,434.0,,,,,,
436,PT07M37.00S,2023-11-02T02:39:09.9Z,3,REGULAR,foul,personal,[],1628374,,,1610612763,82,55,2023-11-02T02:39:31Z,4360000,False,,,0,,L. Markkanen loose ball personal FOUL (3 PF),"[1628374, 1628991]",1610612762.0,UTA,loose ball,,,Markkanen,L. Markkanen,,,,,1198.0,3.0,0.0,,,Restricted Area,0-8 Center,,,,,Jackson Jr.,1628991.0,,,,,,,,,
438,PT07M37.00S,2023-11-02T02:39:35.3Z,3,REGULAR,foul,personal,['1freethrow'],1628374,,,1610612763,82,55,2023-11-02T02:40:06Z,4380000,False,,,0,,L. Markkanen away-from-play personal FOUL (4 PF) (Smart 1 FT),"[1628374, 203935]",1610612762.0,UTA,away-from-play,,,Markkanen,L. Markkanen,,,,,1146.0,4.0,0.0,,,In The Paint (Non-RA),8-16 Center,,,,,Smart,203935.0,,,,,,,,,
440,PT07M37.00S,2023-11-02T02:40:07.9Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1630217,,,1610612763,82,56,2023-11-02T02:40:07Z,4400000,False,,,0,,D. Bane away-from-play Free Throw 1 of 1 (21 PTS),[1630217],1610612763.0,MEM,away-from-play,,,Bane,D. Bane,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
441,PT07M30.00S,2023-11-02T02:40:27.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203935,12.565703022339028,63.23529411764706,1610612763,82,58,2023-11-02T02:40:33Z,4410000,False,-66.0,66.0,1,left,M. Smart 9' turnaround Jump Shot (9 PTS),[203935],1610612763.0,MEM,turnaround,,,Smart,M. Smart,,,,,,,,Made,9.0,In The Paint (Non-RA),8-16 Left,9.32,,,,,,,,,,,,,,
442,PT07M12.00S,2023-11-02T02:40:45.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,79.97700394218134,61.274509803921575,1610612762,84,58,2023-11-02T02:40:52Z,4420000,False,56.0,136.0,1,right,J. Clarkson 14' step back Jump Shot (20 PTS),[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,,,,Made,20.0,In The Paint (Non-RA),8-16 Center,14.7,,,,,,,,,,,,,,
443,PT07M01.00S,2023-11-02T02:40:55.2Z,3,REGULAR,3pt,Jump Shot,[],1630217,30.699737187910642,72.30392156862744,1610612763,84,58,2023-11-02T02:41:00Z,4430000,False,-112.0,236.0,1,left,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Missed,,Above the Break 3,24+ Left Center,26.11,,,,,,,,,,,,,,
444,PT06M58.00S,2023-11-02T02:40:58.2Z,3,REGULAR,rebound,defensive,[],203903,,,1610612762,84,58,2023-11-02T02:41:00Z,4440000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:6),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,443.0,6.0,6.0,0.0,,,
445,PT06M51.00S,2023-11-02T02:41:05.9Z,3,REGULAR,3pt,Jump Shot,[],1629659,86.15308804204993,95.58823529411765,1610612762,84,58,2023-11-02T02:41:09Z,4450000,False,228.0,78.0,1,right,MISS T. Horton-Tucker 24' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,Right Corner 3,24+ Right,24.08,,,,,,,,,,,,,,
446,PT06M48.00S,2023-11-02T02:41:08.9Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,84,58,2023-11-02T02:41:09Z,4460000,False,,,0,,J. Jackson Jr. REBOUND (Off:3 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,445.0,8.0,5.0,3.0,,,
447,PT06M41.00S,2023-11-02T02:41:16.2Z,3,REGULAR,3pt,Jump Shot,[],1628991,32.40801576872536,45.09803921568628,1610612763,84,58,2023-11-02T02:41:22Z,4470000,False,25.0,252.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,Above the Break 3,24+ Center,25.33,,,,,,,,,,,,,,
448,PT06M37.00S,2023-11-02T02:41:20.2Z,3,REGULAR,rebound,offensive,[],1630217,,,1610612763,84,58,2023-11-02T02:41:20Z,4480000,False,,,0,,D. Bane REBOUND (Off:1 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,447.0,3.0,2.0,1.0,,,
449,PT06M30.00S,2023-11-02T02:41:27.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628991,14.799605781865965,57.59803921568627,1610612763,84,58,2023-11-02T02:41:34Z,4490000,False,-38.0,87.0,1,left,MISS J. Jackson Jr. 9' turnaround Shot,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,In The Paint (Non-RA),8-16 Center,9.46,,,,,,,,,,,,,,
450,PT06M27.00S,2023-11-02T02:41:30.2Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612762,84,58,2023-11-02T02:41:34Z,4500000,False,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,449.0,3.0,2.0,1.0,,,
451,PT06M23.00S,2023-11-02T02:41:34.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629659,88.64980289093299,62.254901960784316,1610612762,86,58,2023-11-02T02:41:41Z,4510000,False,61.0,54.0,1,right,T. Horton-Tucker 8' driving floating bank Jump Shot (9 PTS),[1629659],1610612762.0,UTA,driving floating bank,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,9.0,In The Paint (Non-RA),8-16 Right,8.18,,,,,,,,,,,,,,
452,PT06M22.00S,2023-11-02T02:41:39.5Z,3,REGULAR,turnover,inbound,[],203935,,,1610612763,86,58,2023-11-02T02:41:57Z,4520000,False,,,0,,M. Smart inbound TURNOVER (5 TO),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,1146.0,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,5.0,,
453,PT06M22.00S,2023-11-02T02:41:51.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,86,58,2023-11-02T02:41:51Z,4530000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT06M22.00S,2023-11-02T02:44:04.9Z,3,REGULAR,substitution,out,[],1629659,,,1610612762,86,58,2023-11-02T02:44:30Z,4540000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT06M22.00S,2023-11-02T02:44:04.9Z,3,REGULAR,substitution,out,[],1628374,,,1610612762,86,58,2023-11-02T02:44:30Z,4550000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT06M22.00S,2023-11-02T02:44:04.9Z,3,REGULAR,substitution,out,[],1630214,,,1610612762,86,58,2023-11-02T02:44:30Z,4560000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT06M22.00S,2023-11-02T02:44:04.9Z,3,REGULAR,substitution,in,[],1629012,,,1610612762,86,58,2023-11-02T02:44:30Z,4570000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT06M22.00S,2023-11-02T02:44:04.9Z,3,REGULAR,substitution,in,[],1641718,,,1610612762,86,58,2023-11-02T02:44:30Z,4580000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT06M22.00S,2023-11-02T02:44:04.9Z,3,REGULAR,substitution,in,[],1631223,,,1610612762,86,58,2023-11-02T02:44:30Z,4590000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT06M18.00S,2023-11-02T02:44:42.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,68.01905387647832,60.5392156862745,1610612762,89,58,2023-11-02T02:44:47Z,4600000,False,53.0,248.0,1,right,J. Collins 25' 3PT  (12 PTS) (K. Olynyk 4 AST),"[1628381, 203482]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,12.0,Above the Break 3,24+ Center,25.36,K. Olynyk,203482.0,4.0,,,,,,,,,,,
462,PT06M02.00S,2023-11-02T02:45:01.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629012,,,1610612763,89,58,2023-11-02T02:45:06Z,4620000,False,,,0,,C. Sexton personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1629012, 1628991]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,203593.0,1.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,Jackson Jr.,1628991.0,,,,,,,,,
464,PT06M02.00S,2023-11-02T02:45:23.4Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,89,59,2023-11-02T02:45:23Z,4640000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (16 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
465,PT06M02.00S,2023-11-02T02:45:37.7Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,89,60,2023-11-02T02:45:37Z,4650000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (17 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
466,PT05M41.00S,2023-11-02T02:45:59.2Z,3,REGULAR,3pt,Jump Shot,[],203482,66.96780551905388,55.14705882352941,1610612762,89,60,2023-11-02T02:46:04Z,4660000,False,26.0,258.0,1,right,MISS K. Olynyk 25' 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Missed,,Above the Break 3,24+ Center,25.93,,,,,,,,,,,,,,
467,PT05M38.00S,2023-11-02T02:46:02.2Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612763,89,60,2023-11-02T02:46:04Z,4670000,False,,,0,,Z. Williams REBOUND (Off:1 Def:2),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,466.0,3.0,2.0,1.0,,,
468,PT05M21.00S,2023-11-02T02:46:19.7Z,3,REGULAR,3pt,Jump Shot,[],1630217,34.510512483574246,63.970588235294116,1610612763,89,60,2023-11-02T02:46:24Z,4680000,False,-70.0,272.0,1,left,MISS D. Bane 28' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Missed,,Above the Break 3,24+ Center,28.07,,,,,,,,,,,,,,
469,PT05M17.00S,2023-11-02T02:46:23.7Z,3,REGULAR,rebound,defensive,[],1629012,,,1610612762,89,60,2023-11-02T02:46:24Z,4690000,False,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,468.0,1.0,1.0,0.0,,,
470,PT05M11.00S,2023-11-02T02:46:28.8Z,3,REGULAR,3pt,Jump Shot,[],1641718,70.12155059132719,69.36274509803921,1610612762,89,60,2023-11-02T02:46:45Z,4700000,False,97.0,228.0,1,right,MISS K. George 24' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Missed,,Above the Break 3,24+ Right Center,24.81,,,,,,,,,,,,,,
471,PT05M07.00S,2023-11-02T02:46:32.8Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612763,89,60,2023-11-02T02:46:33Z,4710000,False,,,0,,Z. Williams REBOUND (Off:1 Def:3),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,470.0,4.0,3.0,1.0,,,
473,PT05M07.00S,2023-11-02T02:46:33.5Z,3,REGULAR,turnover,lost ball,[],1630533,,,1610612763,89,60,2023-11-02T02:46:39Z,4730000,False,,,0,,Z. Williams lost ball TURNOVER (1 TO),"[1630533, 203482]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Olynyk,203482.0
474,PT05M07.00S,2023-11-02T02:46:33.5Z,3,REGULAR,steal,,[],203482,,,1610612762,89,60,2023-11-02T02:46:36Z,4740000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,
475,PT05M06.00S,2023-11-02T02:46:36.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628381,91.93495400788436,50.245098039215684,1610612762,91,60,2023-11-02T02:46:46Z,4750000,False,1.0,23.0,1,right,J. Collins alley-oop DUNK (14 PTS) (K. Olynyk 5 AST),"[1628381, 203482]",1610612762.0,UTA,alley-oop,,,Collins,J. Collins,,,,,,,,Made,14.0,Restricted Area,0-8 Center,2.33,K. Olynyk,203482.0,5.0,,,,,,,,,,,
477,PT05M06.00S,2023-11-02T02:46:48.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,91,60,2023-11-02T02:46:48Z,4770000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT05M06.00S,2023-11-02T02:49:02.8Z,3,REGULAR,substitution,out,[],1630533,,,1610612763,91,60,2023-11-02T02:49:23Z,4780000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT05M06.00S,2023-11-02T02:49:02.8Z,3,REGULAR,substitution,in,[],1628379,,,1610612763,91,60,2023-11-02T02:49:23Z,4790000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT04M52.00S,2023-11-02T02:49:47.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,6.915243101182654,54.90196078431373,1610612763,91,62,2023-11-02T02:49:52Z,4800000,False,-25.0,13.0,1,left,D. Roddy cutting Layup (5 PTS) (M. Smart 6 AST),"[1631223, 203935]",1610612763.0,MEM,cutting,,,Roddy,D. Roddy,,,,,,,,Made,5.0,Restricted Area,0-8 Center,2.75,M. Smart,203935.0,6.0,,,,,,,,,,,
483,PT04M28.00S,2023-11-02T02:50:40.2Z,3,REGULAR,3pt,Jump Shot,[],203903,66.3107752956636,4.901960784313726,1610612762,91,62,2023-11-02T02:50:45Z,4830000,False,-225.0,264.0,1,right,MISS J. Clarkson 34' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Missed,,Above the Break 3,24+ Left Center,34.73,,,,,,,,,,,,,,
484,PT04M25.00S,2023-11-02T02:50:43.2Z,3,REGULAR,rebound,offensive,[],1629012,,,1610612762,91,62,2023-11-02T02:50:45Z,4840000,False,,,0,,C. Sexton REBOUND (Off:1 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,483.0,2.0,1.0,1.0,,,
485,PT04M14.00S,2023-11-02T02:50:54.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203482,83.13074901445466,95.34313725490196,1610612762,94,62,2023-11-02T02:50:59Z,4850000,False,227.0,106.0,1,right,K. Olynyk 25' 3PT  (11 PTS) (C. Sexton 4 AST),"[203482, 1629012]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,11.0,Above the Break 3,24+ Right Center,25.03,C. Sexton,1629012.0,4.0,,,,,,,,,,,
487,PT03M58.00S,2023-11-02T02:51:10.3Z,3,REGULAR,3pt,Jump Shot,[],1631223,12.565703022339028,2.450980392156863,1610612763,94,62,2023-11-02T02:51:14Z,4870000,False,238.0,66.0,1,left,MISS D. Roddy 24' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,Missed,,Right Corner 3,24+ Right,24.66,,,,,,,,,,,,,,
488,PT03M56.00S,2023-11-02T02:51:12.3Z,3,REGULAR,rebound,defensive,[],1629012,,,1610612762,94,62,2023-11-02T02:51:14Z,4880000,False,,,0,,C. Sexton REBOUND (Off:1 Def:2),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,487.0,3.0,2.0,1.0,,,
489,PT03M48.00S,2023-11-02T02:51:20.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,91.80354796320631,43.38235294117647,1610612762,94,62,2023-11-02T02:51:25Z,4890000,False,-33.0,25.0,1,right,MISS J. Collins driving Layup - blocked,"[1628381, 1628991]",1610612762.0,UTA,driving,,,Collins,J. Collins,,,,,,,,Missed,,Restricted Area,0-8 Center,4.12,,,,,,Jackson Jr.,1628991.0,,,,,,,
490,PT03M48.00S,2023-11-02T02:51:20.5Z,3,REGULAR,block,,[],1628991,,,1610612762,94,62,2023-11-02T02:51:22Z,4900000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
491,PT03M46.00S,2023-11-02T02:51:22.5Z,3,REGULAR,rebound,defensive,[],1631223,,,1610612763,94,62,2023-11-02T02:51:25Z,4910000,False,,,0,,D. Roddy REBOUND (Off:1 Def:1),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,489.0,2.0,1.0,1.0,,,
492,PT03M42.00S,2023-11-02T02:51:26.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631223,7.178055190538765,44.11764705882353,1610612763,94,64,2023-11-02T02:51:32Z,4920000,False,29.0,15.0,1,left,D. Roddy running Layup (7 PTS),[1631223],1610612763.0,MEM,running,,,Roddy,D. Roddy,,,,,,,,Made,7.0,Restricted Area,0-8 Center,3.3,,,,,,,,,,,,,,
493,PT03M19.00S,2023-11-02T02:51:49.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.06636005256242,55.14705882352941,1610612762,94,64,2023-11-02T02:51:54Z,4930000,False,26.0,22.0,1,right,MISS J. Collins driving Layup,[1628381],1610612762.0,UTA,driving,,,Collins,J. Collins,,,,,,,,Missed,,Restricted Area,0-8 Center,3.39,,,,,,,,,,,,,,
494,PT03M18.00S,2023-11-02T02:51:50.4Z,3,REGULAR,rebound,offensive,[],1628381,,,1610612762,94,64,2023-11-02T02:51:54Z,4940000,False,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,493.0,3.0,2.0,1.0,,,
495,PT03M18.00S,2023-11-02T02:51:51.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628381,94.40999984741211,50.0,1610612762,94,64,2023-11-02T02:51:51Z,4950000,False,0.0,0.0,1,right,MISS J. Collins tip Layup,[1628381],1610612762.0,UTA,tip,,,Collins,J. Collins,,,,,,,,Missed,,Mid-Range,8-16 Left,0.0,,,,,,,,,,,,,,
496,PT03M14.00S,2023-11-02T02:51:53.8Z,3,REGULAR,rebound,offensive,[],1628381,,,1610612762,94,64,2023-11-02T02:51:53Z,4960000,False,,,0,,J. Collins REBOUND (Off:2 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,495.0,4.0,2.0,2.0,,,
497,PT03M14.00S,2023-11-02T02:51:53.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628381,94.40999984741211,50.0,1610612762,96,64,2023-11-02T02:51:53Z,4970000,False,0.0,0.0,1,right,J. Collins putback Layup (16 PTS),[1628381],1610612762.0,UTA,putback,,,Collins,J. Collins,,,,,,,,Made,16.0,Mid-Range,8-16 Left,0.0,,,,,,,,,,,,,,
498,PT03M06.00S,2023-11-02T02:52:03.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,8.09789750328515,50.49019607843137,1610612763,96,66,2023-11-02T02:52:08Z,4980000,False,-2.0,24.0,1,left,M. Smart driving Layup (11 PTS),[203935],1610612763.0,MEM,driving,,,Smart,M. Smart,,,,,,,,Made,11.0,Restricted Area,0-8 Center,2.37,,,,,,,,,,,,,,
499,PT02M46.00S,2023-11-02T02:52:21.8Z,3,REGULAR,3pt,Jump Shot,[],1629012,92.32917214191852,3.1862745098039214,1610612762,99,66,2023-11-02T02:52:26Z,4990000,False,-234.0,20.0,1,right,C. Sexton 3PT  (16 PTS) (J. Clarkson 4 AST),"[1629012, 203903]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,16.0,Left Corner 3,24+ Left,23.49,J. Clarkson,203903.0,4.0,,,,,,,,,,,
501,PT02M23.00S,2023-11-02T02:52:44.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,11.777266754270697,46.32352941176471,1610612763,99,68,2023-11-02T02:52:48Z,5010000,False,18.0,58.0,1,left,J. Jackson Jr. 6' Hook (19 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,19.0,In The Paint (Non-RA),0-8 Center,6.1,,,,,,,,,,,,,,
502,PT02M05.00S,2023-11-02T02:53:03.1Z,3,REGULAR,3pt,Jump Shot,[],203482,90.48948751642575,95.83333333333334,1610612762,102,68,2023-11-02T02:53:07Z,5020000,False,229.0,37.0,1,right,K. Olynyk 3PT  (14 PTS) (J. Clarkson 5 AST),"[203482, 203903]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,Made,14.0,Right Corner 3,24+ Right,23.22,J. Clarkson,203903.0,5.0,,,,,,,,,,,
504,PT02M01.00S,2023-11-02T02:53:12.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612763,102,68,2023-11-02T02:53:12Z,5040000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
