actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
336,PT00M35.60S,2026-01-07T02:10:17.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,8.229303547963205,55.392156862745104,1610612750,57,52,2026-01-07T02:10:24Z,3340000,False,-27.0,25.0,1,left,MISS J. Randle driving Layup - blocked,"[203944, 203952]",1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,Wiggins,203952.0,,
337,PT00M35.60S,2026-01-07T02:10:17.7Z,2,REGULAR,block,,[],203952,,,1610612750,57,52,2026-01-07T02:10:19Z,3350000,False,,,0,,A. Wiggins BLOCK (2 BLK),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
338,PT00M32.60S,2026-01-07T02:10:20.7Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,57,52,2026-01-07T02:10:24Z,3360000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,336.0,2.0,1.0,1.0,,,,,,,,,,,,
339,PT00M32.60S,2026-01-07T02:10:21.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630183,6.521024967148489,51.9607843137255,1610612750,59,52,2026-01-07T02:21:35Z,3370000,False,-10.0,9.0,1,left,J. McDaniels driving finger roll Layup (8 PTS),[1630183],1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.32,Made,8.0,,,,,,,,,,,,,,,,,
340,PT00M15.60S,2026-01-07T02:10:40.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,92.19776609724047,53.67647058823529,1610612748,59,54,2026-01-07T02:10:43Z,3380000,False,18.0,21.0,1,right,N. Powell driving Layup (13 PTS) (P. Larsson 1 AST),"[1626181, 1641796]",1610612748.0,MIA,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.78,Made,13.0,,,,,,P. Larsson,1641796.0,1.0,,,,,,,,,
341,PT00M15.60S,2026-01-07T02:10:42.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630183,,,1610612748,59,54,2026-01-07T02:10:49Z,3390000,False,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Powell 1 FT),"[1630183, 1626181]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,1626301.0,,,,,,,,2.0,0.0,Powell,1626181.0,,,,,
345,PT00M15.60S,2026-01-07T02:10:58.1Z,2,REGULAR,substitution,out,[],1629639,,,1610612748,59,54,2026-01-07T02:11:09Z,3410000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M15.60S,2026-01-07T02:10:58.1Z,2,REGULAR,substitution,in,[],1630696,,,1610612748,59,54,2026-01-07T02:11:09Z,3440000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M15.60S,2026-01-07T02:11:29.7Z,2,REGULAR,freethrow,1 of 1,[],1626181,,,1610612748,59,54,2026-01-07T02:11:29Z,3450000,False,,,0,,MISS N. Powell Free Throw 1 of 1,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
350,PT00M12.80S,2026-01-07T02:11:32.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,59,54,2026-01-07T02:11:33Z,3460000,False,,,0,,R. Gobert REBOUND (Off:0 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,349.0,4.0,4.0,0.0,,,,,,,,,,,,
351,PT00M01.40S,2026-01-07T02:11:42.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,17.0335085413929,61.274509803921575,1610612750,61,54,2026-01-07T02:11:46Z,3470000,False,-56.0,108.0,1,left,M. Conley 12' driving floating Jump Shot (3 PTS),[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,12.15,Made,3.0,,,,,,,,,,,,,,,,,
352,PT00M00.20S,2026-01-07T02:11:49.5Z,2,REGULAR,heave,,[],0,,,1610612748,61,54,2026-01-07T02:12:12Z,3480000,False,,,0,,MIA Heave,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,69.08,,,,,,,,,,,,,,,,,,,
353,PT00M00.10S,2026-01-07T02:11:49.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,61,54,2026-01-07T02:12:12Z,3490000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,352.0,,,,,,,,,,,,,,,
354,PT00M00.00S,2026-01-07T02:11:55.7Z,2,REGULAR,period,end,[],0,,,1610612748,61,54,2026-01-07T02:11:55Z,3500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2026-01-07T02:27:36.6Z,3,REGULAR,substitution,out,['startperiod'],201144,,,1610612748,61,54,2026-01-07T02:28:18Z,3510000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2026-01-07T02:27:36.6Z,3,REGULAR,substitution,out,['startperiod'],1641796,,,1610612748,61,54,2026-01-07T02:28:18Z,3520000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2026-01-07T02:27:36.6Z,3,REGULAR,substitution,out,['startperiod'],1630696,,,1610612748,61,54,2026-01-07T02:28:18Z,3530000,False,,,0,,SUB out: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2026-01-07T02:27:36.6Z,3,REGULAR,substitution,in,['startperiod'],1630162,,,1610612748,61,54,2026-01-07T02:28:18Z,3540000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2026-01-07T02:27:36.6Z,3,REGULAR,substitution,in,['startperiod'],1630558,,,1610612748,61,54,2026-01-07T02:28:18Z,3550000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2026-01-07T02:27:36.6Z,3,REGULAR,substitution,in,['startperiod'],1642276,,,1610612748,61,54,2026-01-07T02:28:18Z,3560000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2026-01-07T02:28:31.6Z,3,REGULAR,period,start,[],0,,,1610612748,61,54,2026-01-07T02:28:31Z,3570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT11M48.00S,2026-01-07T02:28:42.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,8.229303547963205,50.98039215686274,1610612748,61,56,2026-01-07T02:29:53Z,3580000,False,-5.0,25.0,1,left,N. Powell driving finger roll Layup (15 PTS) (D. Mitchell 6 AST),"[1626181, 1630558]",1610612748.0,MIA,driving finger roll,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.54,Made,15.0,,,,,,D. Mitchell,1630558.0,6.0,,,,,,,,,
365,PT11M32.00S,2026-01-07T02:28:58.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,81.15965834428384,55.14705882352941,1610612750,63,56,2026-01-07T02:30:30Z,3600000,False,26.0,125.0,1,right,J. McDaniels 12' driving floating Jump Shot (10 PTS) (A. Edwards 2 AST),"[1630183, 1630162]",1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,12.72,Made,10.0,,,,,,A. Edwards,1630162.0,2.0,,,,,,,,,
367,PT11M20.00S,2026-01-07T02:29:11.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,8.360709592641262,47.549019607843135,1610612748,63,56,2026-01-07T02:29:33Z,3620000,False,12.0,26.0,1,left,MISS A. Wiggins driving Layup - blocked,"[203952, 1630183]",1610612748.0,MIA,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,McDaniels,1630183.0,,
368,PT11M20.00S,2026-01-07T02:29:11.8Z,3,REGULAR,block,,[],1630183,,,1610612748,63,56,2026-01-07T02:29:13Z,3630000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
369,PT11M19.00S,2026-01-07T02:29:12.8Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,63,56,2026-01-07T02:29:33Z,3640000,False,,,0,,R. Gobert REBOUND (Off:0 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,367.0,5.0,5.0,0.0,,,,,,,,,,,,
370,PT11M18.00S,2026-01-07T02:29:23.5Z,3,REGULAR,turnover,discontinued dribble,[],203497,,,1610612750,63,56,2026-01-07T02:29:36Z,3650000,False,,,0,,R. Gobert discontinued dribble TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,1626301.0,,,,,,,,,,,,1.0,,,,
371,PT11M11.00S,2026-01-07T02:29:42.8Z,3,REGULAR,foul,personal,[],1628978,,,1610612748,63,56,2026-01-07T02:29:48Z,3660000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 1626181]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right Center,,,,1162.0,,,,,,,,1.0,0.0,Powell,1626181.0,,,,,
373,PT11M04.00S,2026-01-07T02:30:09.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626181,5.995400788436268,47.05882352941176,1610612748,63,58,2026-01-07T02:30:13Z,3680000,False,15.0,4.0,1,left,N. Powell driving Layup (17 PTS) (D. Mitchell 7 AST),"[1626181, 1630558]",1610612748.0,MIA,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.52,Made,17.0,,,,,,D. Mitchell,1630558.0,7.0,,,,,,,,,
375,PT10M51.00S,2026-01-07T02:30:21.6Z,3,REGULAR,3pt,Jump Shot,[],1630162,69.59592641261499,69.85294117647058,1610612750,66,58,2026-01-07T02:30:25Z,3700000,False,99.0,233.0,1,right,A. Edwards 25' 3PT pullup (19 PTS) (R. Gobert 1 AST),"[1630162, 203497]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.36,Made,19.0,,,,,,R. Gobert,203497.0,1.0,,,,,,,,,
377,PT10M38.00S,2026-01-07T02:30:34.8Z,3,REGULAR,3pt,Jump Shot,[],1630558,27.882720105124836,73.30729166666666,1610612748,66,58,2026-01-07T02:30:56Z,3720000,False,-117.0,210.0,1,left,MISS D. Mitchell 3PT,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,23.98,Missed,,,,,,,,,,,,,,,,,,
378,PT10M35.00S,2026-01-07T02:30:37.8Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,66,58,2026-01-07T02:30:38Z,3730000,False,,,0,,R. Gobert REBOUND (Off:0 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,377.0,6.0,6.0,0.0,,,,,,,,,,,,
379,PT10M25.00S,2026-01-07T02:30:48.0Z,3,REGULAR,3pt,Jump Shot,[],1628978,72.88107752956637,80.3921568627451,1610612750,69,58,2026-01-07T02:30:52Z,3740000,False,152.0,202.0,1,right,D. DiVincenzo 25' 3PT  (6 PTS) (A. Edwards 3 AST),"[1628978, 1630162]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,25.31,Made,6.0,,,,,,A. Edwards,1630162.0,3.0,,,,,,,,,
382,PT10M09.00S,2026-01-07T02:31:03.7Z,3,REGULAR,2pt,Jump Shot,[],1628389,20.71287779237845,46.07843137254902,1610612748,69,58,2026-01-07T02:31:12Z,3770000,False,20.0,142.0,1,left,MISS B. Adebayo 14' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,14.35,Missed,,,,,,,,,,,,,,,,,,
383,PT10M06.00S,2026-01-07T02:31:07.1Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,69,58,2026-01-07T02:31:07Z,3780000,False,,,0,,A. Edwards REBOUND (Off:0 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Center,,,,,382.0,5.0,5.0,0.0,,,,,,,,,,,,
384,PT10M00.00S,2026-01-07T02:31:15.3Z,3,REGULAR,foul,personal,[],203952,,,1610612750,69,58,2026-01-07T02:32:00Z,3790000,False,,,0,,A. Wiggins personal FOUL (2 PF),"[203952, 203497]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,1162.0,,,,,,,,2.0,0.0,Gobert,203497.0,,,,,
386,PT09M48.00S,2026-01-07T02:32:15.3Z,3,REGULAR,2pt,Jump Shot,[],203944,82.21090670170827,71.07843137254902,1610612750,69,58,2026-01-07T02:32:21Z,3810000,False,105.0,115.0,1,right,MISS J. Randle 15' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,15.58,Missed,,,,,,,,,,,,,,,,,,
387,PT09M44.00S,2026-01-07T02:32:19.3Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,69,58,2026-01-07T02:32:21Z,3820000,False,,,0,,K. Ware REBOUND (Off:1 Def:8),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,8-16 Right,,,,,386.0,9.0,8.0,1.0,,,,,,,,,,,,
388,PT09M37.00S,2026-01-07T02:32:25.7Z,3,REGULAR,2pt,Jump Shot,[],1628389,19.92444152431012,27.450980392156865,1610612748,69,58,2026-01-07T02:34:08Z,3830000,False,113.0,135.0,1,left,MISS B. Adebayo 17' step back Shot,[1628389],1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,17.57,Missed,,,,,,,,,,,,,,,,,,
389,PT09M35.00S,2026-01-07T02:32:27.7Z,3,REGULAR,rebound,defensive,[],203944,,,1610612750,69,58,2026-01-07T02:32:54Z,3840000,False,,,0,,J. Randle REBOUND (Off:1 Def:6),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Right Center,,,,,388.0,7.0,6.0,1.0,,,,,,,,,,,,
390,PT09M31.00S,2026-01-07T02:32:33.1Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203497,93.77463863337714,50.0,1610612750,71,58,2026-01-07T02:32:49Z,3850000,False,0.0,6.0,1,right,R. Gobert running alley-oop DUNK (8 PTS) (J. Randle 4 AST),"[203497, 203944]",1610612750.0,MIN,running alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.6,Made,8.0,,,,,,J. Randle,203944.0,4.0,,,,,,,,,
392,PT09M31.00S,2026-01-07T02:32:39.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,71,58,2026-01-07T02:32:39Z,3870000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT09M17.00S,2026-01-07T02:36:18.9Z,3,REGULAR,2pt,Jump Shot,[],1628389,10.068988173455978,68.62745098039215,1610612748,71,58,2026-01-07T02:36:26Z,3880000,False,-93.0,42.0,1,left,MISS B. Adebayo 10' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,10.22,Missed,,,,,,,,,,,,,,,,,,
394,PT09M15.00S,2026-01-07T02:36:20.9Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,71,58,2026-01-07T02:36:26Z,3890000,False,,,0,,R. Gobert REBOUND (Off:0 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,,393.0,7.0,7.0,0.0,,,,,,,,,,,,
395,PT09M08.00S,2026-01-07T02:36:32.6Z,3,REGULAR,foul,personal,[],1626181,,,1610612750,71,58,2026-01-07T02:36:45Z,3900000,False,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 203944]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,1162.0,,,,,,,,1.0,0.0,Randle,203944.0,,,,,
397,PT08M57.00S,2026-01-07T02:36:59.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.11760840998686,50.0,1610612750,73,58,2026-01-07T02:37:03Z,3920000,False,0.0,12.0,1,right,J. Randle Layup (10 PTS) (D. DiVincenzo 1 AST),"[203944, 1628978]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.22,Made,10.0,,,,,,D. DiVincenzo,1628978.0,1.0,,,,,,,,,
399,PT08M41.00S,2026-01-07T02:37:14.5Z,3,REGULAR,3pt,Jump Shot,[],1628389,24.392247043363994,16.666666666666664,1610612748,73,61,2026-01-07T02:37:18Z,3940000,False,167.0,177.0,1,left,B. Adebayo 24' 3PT  (7 PTS) (D. Mitchell 8 AST),"[1628389, 1630558]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,24.3,Made,7.0,,,,,,D. Mitchell,1630558.0,8.0,,,,,,,,,
401,PT08M26.00S,2026-01-07T02:37:30.4Z,3,REGULAR,3pt,Jump Shot,[],1630162,70.25295663600527,73.0392156862745,1610612750,73,61,2026-01-07T02:38:03Z,3960000,False,115.0,227.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,,
402,PT08M23.00S,2026-01-07T02:37:33.4Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,73,61,2026-01-07T02:37:34Z,3970000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,401.0,7.0,6.0,1.0,,,,,,,,,,,,
403,PT08M17.00S,2026-01-07T02:37:39.6Z,3,REGULAR,3pt,Jump Shot,[],1626181,31.488173455978973,51.470588235294116,1610612748,73,61,2026-01-07T02:37:44Z,3980000,False,-7.0,243.0,1,left,MISS N. Powell 24' pullup 3PT,[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,24.36,Missed,,,,,,,,,,,,,,,,,,
404,PT08M14.00S,2026-01-07T02:37:42.3Z,3,REGULAR,rebound,offensive,[],1642276,,,1610612748,73,61,2026-01-07T02:37:42Z,3990000,False,,,0,,K. Ware REBOUND (Off:2 Def:8),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,,,,,403.0,10.0,8.0,2.0,,,,,,,,,,,,
405,PT08M04.00S,2026-01-07T02:37:51.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630558,5.601182654402102,54.90196078431373,1610612748,73,63,2026-01-07T02:39:31Z,4000000,False,-25.0,0.0,1,left,D. Mitchell driving bank Hook (2 PTS),[1630558],1610612748.0,MIA,driving bank,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.45,Made,2.0,,,,,,,,,,,,,,,,,
406,PT07M40.00S,2026-01-07T02:38:16.3Z,3,REGULAR,3pt,Jump Shot,[],1630162,78.79434954007884,88.97058823529412,1610612750,76,63,2026-01-07T02:38:23Z,4010000,False,195.0,147.0,1,right,A. Edwards 24' 3PT  (22 PTS) (J. Randle 5 AST),"[1630162, 203944]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,24.4,Made,22.0,,,,,,J. Randle,203944.0,5.0,,,,,,,,,
408,PT07M26.00S,2026-01-07T02:38:31.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.389618922470433,45.09803921568628,1610612748,76,65,2026-01-07T02:38:34Z,4030000,False,25.0,8.0,1,left,D. Mitchell driving finger roll Layup (4 PTS),[1630558],1610612748.0,MIA,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.57,Made,4.0,,,,,,,,,,,,,,,,,
409,PT07M26.00S,2026-01-07T02:38:34.0Z,3,REGULAR,foul,personal,['1freethrow'],1628978,,,1610612748,76,65,2026-01-07T02:38:39Z,4040000,False,,,0,,D. DiVincenzo shooting personal FOUL (2 PF) (Mitchell 1 FT),"[1628978, 1630558]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,1628480.0,,,,,,,,2.0,0.0,Mitchell,1630558.0,,,,,
411,PT07M26.00S,2026-01-07T02:38:40.9Z,3,REGULAR,substitution,out,[],203944,,,1610612748,76,65,2026-01-07T02:38:57Z,4060000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M26.00S,2026-01-07T02:38:40.9Z,3,REGULAR,substitution,out,[],1642276,,,1610612748,76,65,2026-01-07T02:38:57Z,4070000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT07M26.00S,2026-01-07T02:38:40.9Z,3,REGULAR,substitution,in,[],1629675,,,1610612748,76,65,2026-01-07T02:38:57Z,4080000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M26.00S,2026-01-07T02:38:40.9Z,3,REGULAR,substitution,in,[],1631107,,,1610612748,76,65,2026-01-07T02:38:57Z,4090000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M26.00S,2026-01-07T02:39:04.7Z,3,REGULAR,freethrow,1 of 1,[],1630558,,,1610612748,76,65,2026-01-07T02:39:06Z,4100000,False,,,0,,MISS D. Mitchell Free Throw 1 of 1,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
416,PT07M25.00S,2026-01-07T02:39:05.7Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,76,65,2026-01-07T02:39:06Z,4110000,False,,,0,,R. Gobert REBOUND (Off:0 Def:8),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,415.0,8.0,8.0,0.0,,,,,,,,,,,,
417,PT07M12.00S,2026-01-07T02:39:17.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,88.12417871222075,40.44117647058824,1610612750,76,65,2026-01-07T02:39:21Z,4120000,False,-48.0,59.0,1,right,MISS A. Edwards 7' Jump Shot,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,,,,,,,,
418,PT07M10.00S,2026-01-07T02:39:19.6Z,3,REGULAR,rebound,defensive,[],203952,,,1610612748,76,65,2026-01-07T02:39:21Z,4130000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,417.0,2.0,1.0,1.0,,,,,,,,,,,,
419,PT07M06.00S,2026-01-07T02:39:27.4Z,3,REGULAR,turnover,bad pass,[],1628389,,,1610612748,76,65,2026-01-07T02:39:32Z,4140000,False,,,0,,B. Adebayo bad pass TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,,,,
420,PT07M06.00S,2026-01-07T02:39:29.6Z,3,REGULAR,foul,personal,[],1626181,,,1610612750,76,65,2026-01-07T02:39:43Z,4150000,False,,,0,,N. Powell loose ball personal FOUL (2 PF),"[1626181, 1628978]",1610612748.0,MIA,loose ball,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,,,,1626301.0,,,,,,,,2.0,0.0,DiVincenzo,1628978.0,,,,,
422,PT07M06.00S,2026-01-07T02:39:41.7Z,3,REGULAR,substitution,out,[],1630558,,,1610612750,76,65,2026-01-07T02:39:44Z,4170000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT07M06.00S,2026-01-07T02:39:41.7Z,3,REGULAR,substitution,in,[],1629639,,,1610612750,76,65,2026-01-07T02:39:44Z,4180000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M49.00S,2026-01-07T02:40:03.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630162,87.72996057818659,43.13725490196079,1610612750,76,65,2026-01-07T02:41:48Z,4190000,False,-34.0,63.0,1,right,MISS A. Edwards 7' driving floating bank Shot,[1630162],1610612750.0,MIN,driving floating bank,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,7.16,Missed,,,,,,,,,,,,,,,,,,
425,PT06M47.00S,2026-01-07T02:40:05.6Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,76,65,2026-01-07T02:40:07Z,4200000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,424.0,8.0,7.0,1.0,,,,,,,,,,,,
