actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
413,PT01M29.00S,2025-04-13T18:36:54.3Z,3,REGULAR,substitution,out,[],1629130,,,1610612764,83,90,2025-04-13T18:37:07Z,4060000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT01M29.00S,2025-04-13T18:36:54.3Z,3,REGULAR,substitution,in,[],1630528,,,1610612764,83,90,2025-04-13T18:37:07Z,4070000,False,,,0,,SUB in: J. Christopher,[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT01M29.00S,2025-04-13T18:36:54.3Z,3,REGULAR,substitution,in,[],1631170,,,1610612764,83,90,2025-04-13T18:37:07Z,4080000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT01M29.00S,2025-04-13T18:36:54.3Z,3,REGULAR,substitution,in,[],1642352,,,1610612764,83,90,2025-04-13T18:37:07Z,4090000,False,,,0,,SUB in: K. Johnson,[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT01M29.00S,2025-04-13T18:36:54.3Z,3,REGULAR,substitution,in,[],203937,,,1610612764,83,90,2025-04-13T18:37:07Z,4100000,False,,,0,,SUB in: K. Anderson,[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT01M22.00S,2025-04-13T18:37:24.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641732,16.245072273324574,48.03921568627451,1610612764,83,92,2025-04-13T18:37:29Z,4110000,False,10.0,100.0,1,left,C. Jones 10' turnaround Jump Shot (16 PTS) (J. Champagnie 1 AST),"[1641732, 1630551]",1610612764.0,WAS,turnaround,,,Jones,C. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,10.07,Made,16.0,,,,,,,J. Champagnie,1630551.0,1.0,,,,,
420,PT01M07.00S,2025-04-13T18:37:41.4Z,3,REGULAR,foul,personal,[],1642358,,,1610612748,83,92,2025-04-13T18:38:05Z,4130000,False,,,0,,A. Johnson personal FOUL (2 PF),"[1642358, 1631170]",1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627963.0,2.0,0.0,Jaquez Jr.,1631170.0,,,,,,,,
422,PT01M04.00S,2025-04-13T18:38:02.6Z,3,REGULAR,3pt,Jump Shot,[],1631170,70.51576872536137,24.509803921568626,1610612748,86,92,2025-04-13T18:38:07Z,4150000,False,-127.0,225.0,1,right,J. Jaquez Jr. 25' 3PT  (31 PTS) (K. Johnson 1 AST),"[1631170, 1642352]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.84,Made,31.0,,,,,,,K. Johnson,1642352.0,1.0,,,,,
424,PT00M38.80S,2025-04-13T18:38:29.1Z,3,REGULAR,2pt,Jump Shot,[],1641732,3.892904073587385,72.30392156862744,1610612764,86,94,2025-04-13T18:38:32Z,4170000,False,-112.0,-16.0,1,left,C. Jones 11' floating Jump Shot (18 PTS) (A. Johnson 7 AST),"[1641732, 1642358]",1610612764.0,WAS,floating,,,Jones,C. Jones,,,,,Mid-Range,8-16 Left,,,,11.26,Made,18.0,,,,,,,A. Johnson,1642358.0,7.0,,,,,
426,PT00M33.90S,2025-04-13T18:38:40.5Z,3,REGULAR,3pt,Jump Shot,[],1642352,67.7562417871222,47.794117647058826,1610612748,86,94,2025-04-13T18:38:49Z,4190000,False,-11.0,251.0,1,right,MISS K. Johnson 25' 3PT,[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,25.08,Missed,,,,,,,,,,,,,,,
427,PT00M30.30S,2025-04-13T18:38:44.1Z,3,REGULAR,rebound,defensive,[],1642358,,,1610612764,86,94,2025-04-13T18:38:49Z,4200000,False,,,0,,A. Johnson REBOUND (Off:0 Def:1),[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,426.0,,,,,,,,,1.0,1.0,0.0,,
428,PT00M15.80S,2025-04-13T18:38:58.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642358,8.492115637319317,47.05882352941176,1610612764,86,94,2025-04-13T18:39:02Z,4210000,False,15.0,27.0,1,left,MISS A. Johnson driving finger roll Layup,[1642358],1610612764.0,WAS,driving finger roll,,,Johnson,A. Johnson,,,,,Restricted Area,0-8 Center,,,,3.1,Missed,,,,,,,,,,,,,,,
429,PT00M13.60S,2025-04-13T18:39:00.6Z,3,REGULAR,rebound,defensive,[],1631170,,,1610612748,86,94,2025-04-13T18:39:00Z,4220000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:6),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,428.0,,,,,,,,,7.0,6.0,1.0,,
430,PT00M03.10S,2025-04-13T18:39:11.7Z,3,REGULAR,3pt,Jump Shot,[],1631170,70.12155059132719,73.77450980392157,1610612748,86,94,2025-04-13T18:40:45Z,4230000,False,119.0,228.0,1,right,MISS J. Jaquez Jr. 25' pullup 3PT,[1631170],1610612748.0,MIA,pullup,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Right Center,,,,25.75,Missed,,,,,,,,,,,,,,,
431,PT00M02.40S,2025-04-13T18:39:12.4Z,3,REGULAR,rebound,defensive,[],1641774,,,1610612764,86,94,2025-04-13T18:40:45Z,4240000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:7),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Right Center,,,,,,,430.0,,,,,,,,,8.0,7.0,1.0,,
432,PT00M00.00S,2025-04-13T18:39:18.4Z,3,REGULAR,period,end,[],0,,,1610612764,86,94,2025-04-13T18:39:18Z,4250000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT12M00.00S,2025-04-13T18:42:00.8Z,4,REGULAR,period,start,[],0,,,1610612764,86,94,2025-04-13T18:42:00Z,4260000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT11M44.00S,2025-04-13T18:42:16.1Z,4,REGULAR,2pt,Jump Shot,[],1641732,20.844283837056505,29.411764705882355,1610612764,86,94,2025-04-13T18:42:21Z,4270000,False,103.0,143.0,1,left,MISS C. Jones 17' step back Shot,[1641732],1610612764.0,WAS,step back,,,Jones,C. Jones,,,,,Mid-Range,16-24 Right Center,,,,17.65,Missed,,,,,,,,,,,,,,,
435,PT11M40.00S,2025-04-13T18:42:20.1Z,4,REGULAR,rebound,defensive,[],1642352,,,1610612748,86,94,2025-04-13T18:42:21Z,4280000,False,,,0,,K. Johnson REBOUND (Off:2 Def:3),[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,434.0,,,,,,,,,5.0,3.0,2.0,,
436,PT11M33.00S,2025-04-13T18:42:26.3Z,4,REGULAR,3pt,Jump Shot,[],1631170,75.64060446780552,14.950980392156863,1610612748,86,94,2025-04-13T18:42:33Z,4290000,False,-175.0,176.0,1,right,MISS J. Jaquez Jr. 24' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,,,,24.87,Missed,,,,,,,,,,,,,,,
437,PT11M27.00S,2025-04-13T18:42:32.3Z,4,REGULAR,rebound,defensive,[],1641732,,,1610612764,86,94,2025-04-13T18:42:33Z,4300000,False,,,0,,C. Jones REBOUND (Off:0 Def:7),[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,436.0,,,,,,,,,7.0,7.0,0.0,,
438,PT11M19.00S,2025-04-13T18:42:40.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641774,5.732588699080158,46.32352941176471,1610612764,86,94,2025-04-13T18:44:09Z,4310000,False,18.0,1.0,1,left,MISS T. Vukcevic cutting finger roll Layup - blocked,"[1641774, 1630528]",1610612764.0,WAS,cutting finger roll,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,1.85,Missed,,,,,,,,,,,,,,Christopher,1630528.0
439,PT11M19.00S,2025-04-13T18:42:40.6Z,4,REGULAR,block,,[],1630528,,,1610612764,86,94,2025-04-13T18:42:42Z,4320000,False,,,0,,J. Christopher BLOCK (2 BLK),[1630528],1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
440,PT11M17.00S,2025-04-13T18:42:42.6Z,4,REGULAR,rebound,defensive,[],203937,,,1610612748,86,94,2025-04-13T18:44:22Z,4330000,False,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,438.0,,,,,,,,,3.0,3.0,0.0,,
441,PT11M13.00S,2025-04-13T18:42:46.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626179,92.85479632063075,51.71568627450981,1610612748,88,94,2025-04-13T18:45:02Z,4340000,False,9.0,15.0,1,right,T. Rozier running finger roll Layup (2 PTS) (K. Anderson 3 AST),"[1626179, 203937]",1610612748.0,MIA,running finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,1.7,Made,2.0,,,,,,,K. Anderson,203937.0,3.0,,,,,
442,PT11M05.00S,2025-04-13T18:42:54.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642358,10.726018396846255,52.94117647058824,1610612764,88,94,2025-04-13T18:43:00Z,4350000,False,-15.0,48.0,1,left,MISS A. Johnson driving Layup - blocked,"[1642358, 203937]",1610612764.0,WAS,driving,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,5.05,Missed,,,,,,,,,,,,,,Anderson,203937.0
443,PT11M05.00S,2025-04-13T18:42:54.3Z,4,REGULAR,block,,[],203937,,,1610612764,88,94,2025-04-13T18:42:56Z,4360000,False,,,0,,K. Anderson BLOCK (2 BLK),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
444,PT11M04.00S,2025-04-13T18:42:55.3Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612748,88,94,2025-04-13T18:45:58Z,4370000,False,,,0,,T. Rozier REBOUND (Off:3 Def:3),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,442.0,,,,,,,,,6.0,3.0,3.0,,
445,PT10M59.00S,2025-04-13T18:43:01.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630528,92.85479632063075,46.568627450980394,1610612748,90,94,2025-04-13T18:46:18Z,4380000,False,-17.0,15.0,1,right,J. Christopher running reverse Layup (4 PTS) (J. Jaquez Jr. 4 AST),"[1630528, 1631170]",1610612748.0,MIA,running reverse,,,Christopher,J. Christopher,,,,,Restricted Area,0-8 Center,,,,2.26,Made,4.0,,,,,,,J. Jaquez Jr.,1631170.0,4.0,,,,,
447,PT10M50.00S,2025-04-13T18:43:12.1Z,4,REGULAR,foul,personal,['2freethrow'],1642352,,,1610612764,90,94,2025-04-13T18:43:38Z,4400000,False,,,0,,K. Johnson shooting personal FOUL (4 PF) (Vukcevic 2 FT),"[1642352, 1641774]",1610612748.0,MIA,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,101283.0,4.0,0.0,Vukcevic,1641774.0,,,,,,,,
449,PT10M50.00S,2025-04-13T18:43:39.3Z,4,REGULAR,freethrow,1 of 2,[],1641774,,,1610612764,90,95,2025-04-13T18:43:39Z,4420000,False,,,0,,T. Vukcevic Free Throw 1 of 2 (21 PTS),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
450,PT10M50.00S,2025-04-13T18:43:48.9Z,4,REGULAR,freethrow,2 of 2,[],1641774,,,1610612764,90,96,2025-04-13T18:43:48Z,4430000,False,,,0,,T. Vukcevic Free Throw 2 of 2 (22 PTS),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
451,PT10M29.00S,2025-04-13T18:44:10.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,79.84559789750328,42.40196078431372,1610612748,92,96,2025-04-13T18:46:57Z,4440000,False,-38.0,137.0,1,right,J. Christopher 14' turnaround fadeaway Jump Shot (6 PTS),[1630528],1610612748.0,MIA,turnaround fadeaway,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),8-16 Center,,,,14.22,Made,6.0,,,,,,,,,,,,,,
452,PT10M17.00S,2025-04-13T18:44:26.3Z,4,REGULAR,foul,offensive,[],1641774,,,1610612764,92,96,2025-04-13T18:47:13Z,4450000,False,,,0,,T. Vukcevic offensive FOUL (3 PF),"[1641774, 1626179]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Left Center,,,,,,,,1627963.0,3.0,0.0,Rozier,1626179.0,,,,,,,,
454,PT10M17.00S,2025-04-13T18:44:26.3Z,4,REGULAR,turnover,offensive foul,[],1641774,,,1610612764,92,96,2025-04-13T18:44:26Z,4470000,False,,,0,,T. Vukcevic offensive foul TURNOVER (2 TO),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,16-24 Left Center,2.0,,,,,,,1627963.0,,,,,,,,,,,,
455,PT10M07.00S,2025-04-13T18:44:48.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,68.01905387647832,64.95098039215686,1610612748,92,96,2025-04-13T18:47:36Z,4480000,False,75.0,248.0,1,right,MISS T. Rozier 25' step back 3PT,[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,25.91,Missed,,,,,,,,,,,,,,,
456,PT10M03.00S,2025-04-13T18:44:52.2Z,4,REGULAR,rebound,offensive,[],203937,,,1610612748,92,96,2025-04-13T18:44:52Z,4490000,False,,,0,,K. Anderson REBOUND (Off:1 Def:3),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,,,,,,,455.0,,,,,,,,,4.0,3.0,1.0,,
457,PT09M59.00S,2025-04-13T18:44:56.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631170,93.77463863337714,49.26470588235294,1610612748,94,96,2025-04-13T18:45:00Z,4500000,False,-4.0,6.0,1,right,J. Jaquez Jr. driving DUNK (33 PTS) (K. Anderson 4 AST),"[1631170, 203937]",1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,0.7,Made,33.0,,,,,,,K. Anderson,203937.0,4.0,,,,,
459,PT09M39.00S,2025-04-13T18:45:16.1Z,4,REGULAR,3pt,Jump Shot,[],1641774,32.14520367936925,53.431372549019606,1610612764,94,99,2025-04-13T18:45:25Z,4520000,False,-17.0,250.0,1,left,T. Vukcevic 25' 3PT  (25 PTS) (A. Johnson 8 AST),"[1641774, 1642358]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,,,,25.03,Made,25.0,,,,,,,A. Johnson,1642358.0,8.0,,,,,
461,PT09M25.00S,2025-04-13T18:45:31.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,92.59198423127464,49.01960784313725,1610612748,96,99,2025-04-13T18:45:35Z,4540000,False,-5.0,17.0,1,right,J. Jaquez Jr. driving Layup (35 PTS),[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,1.78,Made,35.0,,,,,,,,,,,,,,
463,PT09M13.00S,2025-04-13T18:45:42.6Z,4,REGULAR,2pt,Jump Shot,[],1642267,19.92444152431012,76.7156862745098,1610612764,96,99,2025-04-13T18:45:48Z,4560000,False,-134.0,135.0,1,left,MISS B. Carrington 18' pullup Shot,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left Center,,,,18.98,Missed,,,,,,,,,,,,,,,
464,PT09M10.00S,2025-04-13T18:45:45.6Z,4,REGULAR,rebound,defensive,[],1642352,,,1610612748,96,99,2025-04-13T18:45:48Z,4570000,False,,,0,,K. Johnson REBOUND (Off:2 Def:4),[1642352],1610612748.0,MIA,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,463.0,,,,,,,,,6.0,4.0,2.0,,
465,PT08M51.00S,2025-04-13T18:46:04.1Z,4,REGULAR,3pt,Jump Shot,[],1630528,66.96780551905388,47.794117647058826,1610612748,96,99,2025-04-13T18:46:13Z,4580000,False,-11.0,258.0,1,right,MISS J. Christopher 25' step back 3PT,[1630528],1610612748.0,MIA,step back,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Center,,,,25.82,Missed,,,,,,,,,,,,,,,
466,PT08M48.00S,2025-04-13T18:46:07.1Z,4,REGULAR,rebound,defensive,[],1641774,,,1610612764,96,99,2025-04-13T18:46:13Z,4590000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:8),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,,,,,,,465.0,,,,,,,,,9.0,8.0,1.0,,
467,PT08M37.00S,2025-04-13T18:46:19.1Z,4,REGULAR,3pt,Jump Shot,[],1642358,10.200394218134035,95.34313725490196,1610612764,96,102,2025-04-13T18:46:26Z,4600000,False,-227.0,43.0,1,left,A. Johnson 3PT  (14 PTS) (J. Champagnie 2 AST),"[1642358, 1630551]",1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,Left Corner 3,24+ Left,,,,23.08,Made,14.0,,,,,,,J. Champagnie,1630551.0,2.0,,,,,
470,PT08M22.00S,2025-04-13T18:46:34.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,93.38042049934296,51.470588235294116,1610612748,98,102,2025-04-13T18:51:35Z,4620000,False,7.0,10.0,1,right,J. Jaquez Jr. driving Layup (37 PTS),[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,1.22,Made,37.0,,,,,,,,,,,,,,
471,PT08M07.00S,2025-04-13T18:46:47.6Z,4,REGULAR,3pt,Jump Shot,[],1642267,31.225361366622867,67.40196078431373,1610612764,98,102,2025-04-13T18:46:52Z,4630000,False,-87.0,241.0,1,left,MISS B. Carrington 25' step back 3PT,[1642267],1610612764.0,WAS,step back,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Left Center,,,,25.62,Missed,,,,,,,,,,,,,,,
472,PT08M04.00S,2025-04-13T18:46:50.6Z,4,REGULAR,rebound,defensive,[],203937,,,1610612748,98,102,2025-04-13T18:46:52Z,4640000,False,,,0,,K. Anderson REBOUND (Off:1 Def:4),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,471.0,,,,,,,,,5.0,4.0,1.0,,
473,PT07M57.00S,2025-04-13T18:46:57.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.72339027595268,51.225490196078425,1610612748,98,102,2025-04-13T18:47:01Z,4650000,False,6.0,16.0,1,right,MISS T. Rozier driving finger roll Layup - blocked,"[1626179, 1641774]",1610612748.0,MIA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,1.7,Missed,,,,,,,,,,,,,,Vukcevic,1641774.0
474,PT07M57.00S,2025-04-13T18:46:57.7Z,4,REGULAR,block,,[],1641774,,,1610612748,98,102,2025-04-13T18:46:59Z,4660000,False,,,0,,T. Vukcevic BLOCK (1 BLK),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
475,PT07M56.00S,2025-04-13T18:46:58.7Z,4,REGULAR,rebound,defensive,[],1642267,,,1610612764,98,102,2025-04-13T18:52:11Z,4670000,False,,,0,,B. Carrington REBOUND (Off:1 Def:5),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,,,,473.0,,,,,,,,,6.0,5.0,1.0,,
476,PT07M53.00S,2025-04-13T18:47:02.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630551,25.04927726675427,80.3921568627451,1610612764,98,102,2025-04-13T18:47:11Z,4680000,False,-152.0,183.0,1,left,MISS J. Champagnie running pullup 3PT - blocked,"[1630551, 203937]",1610612764.0,WAS,running pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,16-24 Left Center,,,,23.79,Missed,,,,,,,,,,,,,,Anderson,203937.0
496,PT07M53.00S,2025-04-13T18:47:02.2Z,4,REGULAR,block,,[],203937,,,1610612764,98,102,2025-04-13T18:55:17Z,4685000,False,,,0,,K. Anderson BLOCK (3 BLK),[203937],1610612748.0,MIA,,,,Anderson,K. Anderson,,,,,Above the Break 3,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
477,PT07M50.00S,2025-04-13T18:47:05.2Z,4,REGULAR,rebound,defensive,[],1631170,,,1610612748,98,102,2025-04-13T18:47:11Z,4690000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:7),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,16-24 Left Center,,,,,,,476.0,,,,,,,,,8.0,7.0,1.0,,
478,PT07M48.00S,2025-04-13T18:47:07.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,74.58935611038108,13.480392156862745,1610612748,98,102,2025-04-13T18:53:20Z,4700000,False,-183.0,186.0,1,right,MISS T. Rozier 26' running pullup 3PT,[1626179],1610612748.0,MIA,running pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,26.09,Missed,,,,,,,,,,,,,,,
479,PT07M45.00S,2025-04-13T18:47:10.9Z,4,REGULAR,rebound,defensive,[],1630551,,,1610612764,98,102,2025-04-13T18:47:46Z,4710000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:2),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,478.0,,,,,,,,,3.0,2.0,1.0,,
480,PT07M23.00S,2025-04-13T18:47:32.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641732,7.178055190538765,56.61764705882353,1610612764,98,104,2025-04-13T18:47:35Z,4720000,False,-33.0,15.0,1,left,C. Jones driving Layup (20 PTS) (B. Carrington 7 AST),"[1641732, 1642267]",1610612764.0,WAS,driving,,,Jones,C. Jones,,,,,Restricted Area,0-8 Center,,,,3.63,Made,20.0,,,,,,,B. Carrington,1642267.0,7.0,,,,,
482,PT07M23.00S,2025-04-13T18:47:39.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,98,104,2025-04-13T18:47:39Z,4740000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT07M05.00S,2025-04-13T18:50:58.0Z,4,REGULAR,3pt,Jump Shot,[],1630528,67.36202365308804,57.59803921568627,1610612748,101,104,2025-04-13T18:51:07Z,4760000,False,38.0,254.0,1,right,J. Christopher 25' 3PT  (9 PTS) (J. Jaquez Jr. 5 AST),"[1630528, 1631170]",1610612748.0,MIA,,,,Christopher,J. Christopher,,,,,Above the Break 3,24+ Center,,,,25.71,Made,9.0,,,,,,,J. Jaquez Jr.,1631170.0,5.0,,,,,
486,PT06M46.00S,2025-04-13T18:51:16.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630551,5.469776609724048,53.431372549019606,1610612764,101,106,2025-04-13T18:51:23Z,4780000,False,-17.0,-1.0,1,left,J. Champagnie cutting Layup (19 PTS) (T. Vukcevic 5 AST),"[1630551, 1641774]",1610612764.0,WAS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,1.72,Made,19.0,,,,,,,T. Vukcevic,1641774.0,5.0,,,,,
488,PT06M27.00S,2025-04-13T18:51:36.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,92.46057818659659,51.71568627450981,1610612748,103,106,2025-04-13T18:51:39Z,4800000,False,9.0,18.0,1,right,J. Christopher cutting Layup (11 PTS) (J. Jaquez Jr. 6 AST),"[1630528, 1631170]",1610612748.0,MIA,cutting,,,Christopher,J. Christopher,,,,,Restricted Area,0-8 Center,,,,2.03,Made,11.0,,,,,,,J. Jaquez Jr.,1631170.0,6.0,,,,,
490,PT06M11.00S,2025-04-13T18:51:51.3Z,4,REGULAR,3pt,Jump Shot,[],1630551,22.421156373193167,13.480392156862745,1610612764,103,109,2025-04-13T18:51:55Z,4820000,False,183.0,158.0,1,left,J. Champagnie 24' 3PT  (22 PTS) (C. Jones 4 AST),"[1630551, 1641732]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,24.17,Made,22.0,,,,,,,C. Jones,1641732.0,4.0,,,,,
492,PT05M54.00S,2025-04-13T18:52:08.9Z,4,REGULAR,2pt,Jump Shot,[],1631170,94.56307490144546,68.13725490196079,1610612748,105,109,2025-04-13T18:52:13Z,4840000,False,91.0,-1.0,1,right,J. Jaquez Jr. 9' driving floating Jump Shot (39 PTS),[1631170],1610612748.0,MIA,driving floating,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Right,,,,9.07,Made,39.0,,,,,,,,,,,,,,
493,PT05M41.00S,2025-04-13T18:52:21.9Z,4,REGULAR,3pt,Jump Shot,[],1641774,19.267411300919843,91.17647058823529,1610612764,105,112,2025-04-13T18:52:26Z,4850000,False,-206.0,129.0,1,left,T. Vukcevic 24' 3PT  (28 PTS) (B. Carrington 8 AST),"[1641774, 1642267]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,,,,24.28,Made,28.0,,,,,,,B. Carrington,1642267.0,8.0,,,,,
495,PT05M39.00S,2025-04-13T18:52:31.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,105,112,2025-04-13T18:52:31Z,4870000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
