actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
361,PT08M15.00S,2022-03-17T00:31:35.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203954,94.40999984741211,50.0,1610612755,68,76,2022-03-17T00:32:09Z,3500000,0.0,0.0,1,right,J. Embiid putback Layup (24 PTS),[203954],1610612755.0,PHI,putback,,,Embiid,J. Embiid,,,,,0.0,Made,,,,,24.0,,,,,,,,,,,,,,
362,PT08M15.00S,2022-03-17T00:31:36.8Z,3,REGULAR,foul,personal,['1freethrow'],1630205,,,1610612755,68,76,2022-03-17T00:31:45Z,3510000,,,0,,L. Stevens shooting personal FOUL (1 PF) (Embiid 1 FT),"[1630205, 203954]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,,,,,,,,200834.0,1.0,0.0,Embiid,203954.0,,,,,,,,,
364,PT08M15.00S,2022-03-17T00:32:00.0Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203954,,,1610612755,68,77,2022-03-17T00:32:00Z,3530000,,,0,,J. Embiid Free Throw 1 of 1 (25 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,25.0,,,,,,,,,,,,,,
365,PT07M58.00S,2022-03-17T00:32:18.5Z,3,REGULAR,turnover,bad pass,[],1630596,,,1610612739,68,77,2022-03-17T00:32:27Z,3540000,,,0,,E. Mobley bad pass TURNOVER (2 TO),"[1630596, 201935]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,2.0,Harden,201935.0,
366,PT07M58.00S,2022-03-17T00:32:18.5Z,3,REGULAR,steal,,[],201935,,,1610612755,68,77,2022-03-17T00:32:20Z,3550000,,,0,,J. Harden STEAL (1 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT07M48.00S,2022-03-17T00:32:28.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203954,93.38042049934296,48.77450980392157,1610612755,68,79,2022-03-17T00:32:33Z,3560000,-6.0,10.0,1,right,J. Embiid cutting DUNK (27 PTS) (J. Harden 6 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,1.15,Made,,,,,27.0,,,,,,,,J. Harden,201935.0,6.0,,,,
369,PT07M30.00S,2022-03-17T00:32:46.3Z,3,REGULAR,3pt,Jump Shot,[],1630171,5.206964520367937,4.166666666666666,1610612739,71,79,2022-03-17T00:33:05Z,3580000,229.0,-4.0,1,left,I. Okoro 3PT  (15 PTS) (L. Stevens 1 AST),"[1630171, 1630205]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,22.92,Made,,,,,15.0,,,,,,,,L. Stevens,1630205.0,1.0,,,,
371,PT07M06.00S,2022-03-17T00:33:09.4Z,3,REGULAR,2pt,Jump Shot,[],202699,86.02168199737189,28.186274509803923,1610612755,71,79,2022-03-17T00:33:16Z,3600000,-109.0,79.0,1,right,MISS T. Harris 13' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,13.46,Missed,,,,,,,,,,,,,,,,,,,
372,PT07M04.00S,2022-03-17T00:33:11.4Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612739,71,79,2022-03-17T00:33:16Z,3610000,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,371.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
373,PT06M51.00S,2022-03-17T00:33:24.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,5.732588699080158,49.26470588235294,1610612739,73,79,2022-03-17T00:33:29Z,3620000,4.0,1.0,1,left,E. Mobley DUNK (8 PTS) (I. Okoro 1 AST),"[1630596, 1630171]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,0.4,Made,,,,,8.0,,,,,,,,I. Okoro,1630171.0,1.0,,,,
375,PT06M35.00S,2022-03-17T00:33:41.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,81.02825229960578,42.8921568627451,1610612755,73,81,2022-03-17T00:33:47Z,3640000,-36.0,126.0,1,right,J. Harden 13' fadeaway Jump Shot (12 PTS),[201935],1610612755.0,PHI,fadeaway,,,Harden,J. Harden,,,,,13.07,Made,,,,,12.0,,,,,,,,,,,,,,
376,PT06M23.00S,2022-03-17T00:33:54.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,73,81,2022-03-17T00:33:54Z,3650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M23.00S,2022-03-17T00:33:56.4Z,3,REGULAR,substitution,out,[],1629680,,,1610612739,73,81,2022-03-17T00:34:01Z,3660000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M23.00S,2022-03-17T00:33:56.4Z,3,REGULAR,substitution,in,[],201980,,,1610612739,73,81,2022-03-17T00:34:01Z,3670000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M23.00S,2022-03-17T00:34:03.9Z,3,REGULAR,substitution,out,[],1630205,,,1610612739,73,81,2022-03-17T00:34:13Z,3680000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M23.00S,2022-03-17T00:34:03.9Z,3,REGULAR,substitution,in,[],1627747,,,1610612739,73,81,2022-03-17T00:34:13Z,3690000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M09.00S,2022-03-17T00:34:52.1Z,3,REGULAR,3pt,Jump Shot,[],1628374,26.363337713534822,15.196078431372548,1610612739,76,81,2022-03-17T00:34:57Z,3700000,174.0,195.0,1,left,L. Markkanen 26' 3PT  (10 PTS) (C. LeVert 4 AST),"[1628374, 1627747]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,26.16,Made,,,,,10.0,,,,,,,,C. LeVert,1627747.0,4.0,,,,
383,PT06M01.00S,2022-03-17T00:35:00.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630178,92.19776609724047,50.49019607843137,1610612755,76,83,2022-03-17T00:35:06Z,3720000,2.0,21.0,1,right,T. Maxey driving DUNK (15 PTS) (J. Harden 7 AST),"[1630178, 201935]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,2.09,Made,,,,,15.0,,,,,,,,J. Harden,201935.0,7.0,,,,
385,PT05M50.00S,2022-03-17T00:35:14.0Z,3,REGULAR,foul,personal,['2freethrow'],202699,,,1610612739,76,83,2022-03-17T00:35:22Z,3740000,,,0,,T. Harris shooting personal FOUL (3 PF) (Okoro 2 FT),"[202699, 1630171]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,,,,,,,,203593.0,3.0,1.0,Okoro,1630171.0,,,,,,,,,
387,PT05M50.00S,2022-03-17T00:35:41.2Z,3,REGULAR,freethrow,1 of 2,[],1630171,,,1610612739,77,83,2022-03-17T00:35:41Z,3760000,,,0,,I. Okoro Free Throw 1 of 2 (16 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
388,PT05M50.00S,2022-03-17T00:35:57.0Z,3,REGULAR,freethrow,2 of 2,[],1630171,,,1610612739,78,83,2022-03-17T00:35:57Z,3770000,,,0,,I. Okoro Free Throw 2 of 2 (17 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
389,PT05M31.00S,2022-03-17T00:36:17.6Z,3,REGULAR,2pt,Jump Shot,[],203954,76.16622864651774,44.36274509803921,1610612755,78,83,2022-03-17T00:36:27Z,3780000,-28.0,172.0,1,right,MISS J. Embiid 17' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,17.38,Missed,,,,,,,,,,,,,,,,,,,
390,PT05M26.00S,2022-03-17T00:36:22.6Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,78,83,2022-03-17T00:36:27Z,3790000,,,0,,E. Mobley REBOUND (Off:0 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,389.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
391,PT05M20.00S,2022-03-17T00:36:28.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,12.302890932982917,46.32352941176471,1610612739,78,83,2022-03-17T00:36:35Z,3800000,18.0,63.0,1,left,MISS D. Garland 6' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,6.57,Missed,,,,,,,,,,,,,,,,,,,
392,PT05M18.00S,2022-03-17T00:36:30.2Z,3,REGULAR,rebound,defensive,[],201980,,,1610612755,78,83,2022-03-17T00:36:35Z,3810000,,,0,,D. Green REBOUND (Off:0 Def:1),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,391.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
393,PT05M13.00S,2022-03-17T00:36:35.8Z,3,REGULAR,3pt,Jump Shot,[],201935,69.72733245729303,73.52941176470588,1610612755,78,83,2022-03-17T00:36:43Z,3820000,118.0,232.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
394,PT05M08.00S,2022-03-17T00:36:40.8Z,3,REGULAR,rebound,defensive,[],1630171,,,1610612739,78,83,2022-03-17T00:36:43Z,3830000,,,0,,I. Okoro REBOUND (Off:0 Def:5),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,393.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
395,PT04M51.00S,2022-03-17T00:36:57.3Z,3,REGULAR,2pt,Jump Shot,[],1627747,22.552562417871222,49.754901960784316,1610612739,78,83,2022-03-17T00:37:26Z,3840000,1.0,159.0,1,left,MISS C. LeVert 15' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,15.95,Missed,,,,,,,,,,,,,,,,,,,
396,PT04M49.00S,2022-03-17T00:36:59.3Z,3,REGULAR,rebound,offensive,[],1630596,,,1610612739,78,83,2022-03-17T00:36:59Z,3850000,,,0,,E. Mobley REBOUND (Off:1 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,395.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
397,PT04M47.00S,2022-03-17T00:37:01.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,29.6484888304862,26.225490196078432,1610612739,78,83,2022-03-17T00:37:16Z,3860000,119.0,226.0,1,left,MISS D. Garland 25' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,,
398,PT04M44.00S,2022-03-17T00:37:04.5Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,78,83,2022-03-17T00:39:24Z,3870000,,,0,,J. Embiid REBOUND (Off:5 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,397.0,15.0,10.0,5.0,,,,,,,,,,,,,,,
399,PT04M24.00S,2022-03-17T00:37:23.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,82.7365308804205,56.61764705882353,1610612755,78,85,2022-03-17T00:37:29Z,3880000,33.0,110.0,1,right,T. Maxey 11' driving floating Jump Shot (17 PTS) (T. Harris 2 AST),"[1630178, 202699]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,11.47,Made,,,,,17.0,,,,,,,,T. Harris,202699.0,2.0,,,,
401,PT04M05.00S,2022-03-17T00:37:44.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,5.732588699080158,47.549019607843135,1610612739,80,85,2022-03-17T00:37:50Z,3900000,12.0,1.0,1,left,C. LeVert driving Layup (11 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,1.24,Made,,,,,11.0,,,,,,,,,,,,,,
402,PT03M44.00S,2022-03-17T00:38:07.2Z,3,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,80,85,2022-03-17T00:38:14Z,3910000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (2 TO),[201935],1610612755.0,PHI,bad pass,,,Harden,J. Harden,,,,,,,,,,,,203593.0,,,,,,,,,,2.0,,,
403,PT03M44.00S,2022-03-17T00:38:15.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,80,85,2022-03-17T00:38:15Z,3920000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT03M44.00S,2022-03-17T00:38:53.1Z,3,REGULAR,substitution,out,[],1630596,,,1610612739,80,85,2022-03-17T00:41:06Z,3930000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M44.00S,2022-03-17T00:38:53.1Z,3,REGULAR,substitution,out,[],1629636,,,1610612739,80,85,2022-03-17T00:41:06Z,3940000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M44.00S,2022-03-17T00:38:53.1Z,3,REGULAR,substitution,out,[],1628374,,,1610612739,80,85,2022-03-17T00:41:06Z,3950000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M44.00S,2022-03-17T00:38:53.1Z,3,REGULAR,substitution,out,[],201935,,,1610612739,80,85,2022-03-17T00:41:06Z,3960000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M44.00S,2022-03-17T00:38:53.1Z,3,REGULAR,substitution,in,[],1629164,,,1610612739,80,85,2022-03-17T00:41:06Z,3970000,,,0,,SUB in: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M44.00S,2022-03-17T00:38:53.1Z,3,REGULAR,substitution,in,[],201567,,,1610612739,80,85,2022-03-17T00:41:06Z,3980000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M44.00S,2022-03-17T00:38:53.1Z,3,REGULAR,substitution,in,[],1629650,,,1610612739,80,85,2022-03-17T00:41:06Z,3990000,,,0,,SUB in: M. Brown,[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M44.00S,2022-03-17T00:38:53.1Z,3,REGULAR,substitution,in,[],1627777,,,1610612739,80,85,2022-03-17T00:41:06Z,4000000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M24.00S,2022-03-17T00:41:33.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,15.325229960578188,44.85294117647059,1610612739,80,85,2022-03-17T00:42:11Z,4010000,26.0,92.0,1,left,MISS C. LeVert 9' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,9.51,Missed,,,,,,,,,,,,,,,,,,,
413,PT03M22.00S,2022-03-17T00:41:35.9Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,80,85,2022-03-17T00:42:01Z,4020000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,412.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
414,PT03M04.00S,2022-03-17T00:41:53.9Z,3,REGULAR,3pt,Jump Shot,[],203954,66.44218134034165,49.01960784313725,1610612755,80,85,2022-03-17T00:42:08Z,4030000,-5.0,263.0,1,right,MISS J. Embiid 26' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
415,PT03M01.00S,2022-03-17T00:41:56.9Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612739,80,85,2022-03-17T00:42:08Z,4040000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,414.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
416,PT02M55.00S,2022-03-17T00:42:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629650,6.652431011826544,49.01960784313725,1610612739,80,85,2022-03-17T00:42:12Z,4050000,5.0,10.0,1,left,MISS M. Brown cutting Layup,[1629650],1610612739.0,CLE,cutting,,,Brown,M. Brown,,,,,1.11,Missed,,,,,,,,,,,,,,,,,,,
417,PT02M52.00S,2022-03-17T00:42:06.5Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,80,85,2022-03-17T00:42:12Z,4060000,,,0,,J. Embiid REBOUND (Off:5 Def:11),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,416.0,16.0,11.0,5.0,,,,,,,,,,,,,,,
418,PT02M49.00S,2022-03-17T00:42:08.9Z,3,REGULAR,turnover,lost ball,[],203954,,,1610612755,80,85,2022-03-17T00:42:17Z,4070000,,,0,,J. Embiid lost ball TURNOVER (2 TO),"[203954, 1629650]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,2.0,Brown,1629650.0,
419,PT02M49.00S,2022-03-17T00:42:08.9Z,3,REGULAR,steal,,[],1629650,,,1610612739,80,85,2022-03-17T00:49:47Z,4080000,,,0,,M. Brown STEAL (1 STL),[1629650],1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M44.00S,2022-03-17T00:42:14.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629650,5.601182654402102,49.754901960784316,1610612739,82,85,2022-03-17T00:42:27Z,4090000,1.0,0.0,1,left,M. Brown cutting DUNK (8 PTS) (C. LeVert 5 AST),"[1629650, 1627747]",1610612739.0,CLE,cutting,,,Brown,M. Brown,,,,,0.12,Made,,,,,8.0,,,,,,,,C. LeVert,1627747.0,5.0,,,,
422,PT02M34.00S,2022-03-17T00:42:28.3Z,3,REGULAR,foul,personal,[],1629650,,,1610612755,82,85,2022-03-17T00:42:40Z,4110000,,,0,,M. Brown personal FOUL (2 PF),"[1629650, 203954]",1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,202058.0,2.0,0.0,Embiid,203954.0,,,,,,,,,
424,PT02M34.00S,2022-03-17T00:42:37.8Z,3,REGULAR,substitution,out,[],1630171,,,1610612755,82,85,2022-03-17T00:42:52Z,4130000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M34.00S,2022-03-17T00:42:37.8Z,3,REGULAR,substitution,out,[],202699,,,1610612755,82,85,2022-03-17T00:42:52Z,4140000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT02M34.00S,2022-03-17T00:42:37.8Z,3,REGULAR,substitution,in,[],1629685,,,1610612755,82,85,2022-03-17T00:42:52Z,4150000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M34.00S,2022-03-17T00:42:37.8Z,3,REGULAR,substitution,in,[],1629680,,,1610612755,82,85,2022-03-17T00:42:52Z,4160000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M29.00S,2022-03-17T00:42:57.8Z,3,REGULAR,3pt,Jump Shot,[],1630178,64.86530880420499,56.127450980392155,1610612755,82,85,2022-03-17T00:43:03Z,4170000,31.0,278.0,1,right,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,27.95,Missed,,,,,,,,,,,,,,,,,,,
429,PT02M24.00S,2022-03-17T00:43:02.8Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,82,85,2022-03-17T00:43:03Z,4180000,,,0,,K. Love REBOUND (Off:2 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,428.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
430,PT02M17.00S,2022-03-17T00:43:11.7Z,3,REGULAR,foul,personal,['2freethrow'],201980,,,1610612739,82,85,2022-03-17T00:43:22Z,4190000,,,0,,D. Green shooting personal FOUL (3 PF) (Goodwin 2 FT),"[201980, 1629164]",1610612755.0,PHI,shooting,,,Green,D. Green,,,,,,,,,,,,202058.0,3.0,0.0,Goodwin,1629164.0,,,,,,,,,
432,PT02M17.00S,2022-03-17T00:43:39.0Z,3,REGULAR,freethrow,1 of 2,[],1629164,,,1610612739,83,85,2022-03-17T00:43:39Z,4210000,,,0,,B. Goodwin Free Throw 1 of 2 (1 PTS),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
433,PT02M17.00S,2022-03-17T00:44:09.8Z,3,REGULAR,freethrow,2 of 2,[],1629164,,,1610612739,84,85,2022-03-17T00:44:09Z,4220000,,,0,,B. Goodwin Free Throw 2 of 2 (2 PTS),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
434,PT02M08.00S,2022-03-17T00:44:20.8Z,3,REGULAR,3pt,Jump Shot,[],201980,87.07293035479631,96.81372549019608,1610612755,84,85,2022-03-17T00:44:43Z,4230000,234.0,69.0,1,right,MISS D. Green 24' 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,,
435,PT02M05.00S,2022-03-17T00:44:23.8Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,84,85,2022-03-17T00:44:43Z,4240000,,,0,,K. Love REBOUND (Off:2 Def:5),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,434.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
436,PT01M52.00S,2022-03-17T00:44:36.7Z,3,REGULAR,3pt,Jump Shot,[],1629164,28.203022339027594,74.75490196078431,1610612739,87,85,2022-03-17T00:44:46Z,4250000,-124.0,213.0,1,left,B. Goodwin 24' 3PT  (5 PTS) (C. LeVert 6 AST),"[1629164, 1627747]",1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,24.6,Made,,,,,5.0,,,,,,,,C. LeVert,1627747.0,6.0,,,,
438,PT01M36.00S,2022-03-17T00:44:59.8Z,3,REGULAR,foul,personal,[],1629650,,,1610612755,87,85,2022-03-17T00:45:07Z,4270000,,,0,,M. Brown personal FOUL (3 PF),"[1629650, 203954]",1610612739.0,CLE,,,,Brown,M. Brown,,,,,,,,,,,,202058.0,3.0,0.0,Embiid,203954.0,,,,,,,,,
440,PT01M36.00S,2022-03-17T00:45:07.5Z,3,REGULAR,substitution,out,[],1630178,,,1610612755,87,85,2022-03-17T00:45:17Z,4290000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT01M36.00S,2022-03-17T00:45:07.5Z,3,REGULAR,substitution,out,[],203954,,,1610612755,87,85,2022-03-17T00:45:17Z,4300000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT01M36.00S,2022-03-17T00:45:07.5Z,3,REGULAR,substitution,in,[],201599,,,1610612755,87,85,2022-03-17T00:45:17Z,4310000,,,0,,SUB in: D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT01M36.00S,2022-03-17T00:45:07.5Z,3,REGULAR,substitution,in,[],201935,,,1610612755,87,85,2022-03-17T00:45:17Z,4320000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT01M30.00S,2022-03-17T00:45:49.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,87,85,2022-03-17T00:45:49Z,4330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M25.00S,2022-03-17T00:46:08.4Z,3,REGULAR,3pt,Jump Shot,[],201935,75.90341655716163,87.00980392156863,1610612755,87,85,2022-03-17T00:46:14Z,4340000,185.0,174.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
446,PT01M22.00S,2022-03-17T00:46:11.4Z,3,REGULAR,rebound,defensive,[],1629685,,,1610612739,87,85,2022-03-17T00:46:14Z,4350000,,,0,,D. Windler REBOUND (Off:1 Def:1),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,445.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
447,PT01M03.00S,2022-03-17T00:46:33.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,87,85,2022-03-17T00:46:33Z,4360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT00M59.80S,2022-03-17T00:46:56.8Z,3,REGULAR,3pt,Jump Shot,[],201567,4.944152431011826,97.54901960784314,1610612739,87,85,2022-03-17T00:47:05Z,4370000,-238.0,-6.0,1,left,MISS K. Love turnaround fadeaway 3PT,[201567],1610612739.0,CLE,turnaround fadeaway,,,Love,K. Love,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,,
449,PT00M57.10S,2022-03-17T00:46:59.5Z,3,REGULAR,rebound,offensive,[],1629164,,,1610612739,87,85,2022-03-17T00:46:59Z,4380000,,,0,,B. Goodwin REBOUND (Off:1 Def:1),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,448.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
450,PT00M50.30S,2022-03-17T00:47:06.4Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627747,10.726018396846255,28.186274509803923,1610612739,87,85,2022-03-17T00:47:13Z,4390000,109.0,48.0,1,left,MISS C. LeVert 11' pullup Shot,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,11.93,Missed,,,,,,,,,,,,,,,,,,,
