actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
582,PT05M25.00S,2023-10-28T01:59:51.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.652431011826544,44.6078431372549,1610612745,96,98,2023-10-28T01:59:57Z,5750000,False,27.0,10.0,1,left,MISS A. Sengun Layup - blocked,"[1630578, 1641705]",1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,2.88,Missed,,Sengun,A. Sengun,,,,,,,,Wembanyama,1641705.0,,,,,,,,,
583,PT05M25.00S,2023-10-28T01:59:51.3Z,4,REGULAR,block,,[],1641705,,,1610612745,96,98,2023-10-28T01:59:53Z,5760000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
584,PT05M25.00S,2023-10-28T01:59:51.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,96,98,2023-10-28T01:59:57Z,5770000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,,,,,,582.0,,,,,,,,,,,,,,
586,PT05M25.00S,2023-10-28T01:59:57.7Z,4,REGULAR,substitution,out,[],1641705,,,1610612745,96,98,2023-10-28T02:00:01Z,5790000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
587,PT05M25.00S,2023-10-28T01:59:57.7Z,4,REGULAR,substitution,in,[],1629640,,,1610612745,96,98,2023-10-28T02:00:01Z,5800000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
588,PT05M25.00S,2023-10-28T02:00:05.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,96,98,2023-10-28T02:00:05Z,5810000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT05M25.00S,2023-10-28T02:03:00.1Z,4,REGULAR,foul,personal,[],1628380,,,1610612745,96,98,2023-10-28T02:03:09Z,5820000,False,,,0,,Z. Collins personal FOUL (4 PF),"[1628380, 1630578]",1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Collins,Z. Collins,,,,,,,,,,202026.0,,,,4.0,0.0,Sengun,1630578.0,
591,PT05M18.00S,2023-10-28T02:03:23.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630224,6.915243101182654,55.392156862745104,1610612745,96,98,2023-10-28T02:03:32Z,5840000,False,-27.0,13.0,1,left,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.98,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
592,PT05M14.00S,2023-10-28T02:03:27.4Z,4,REGULAR,rebound,offensive,[],1630578,,,1610612745,96,98,2023-10-28T02:03:32Z,5850000,False,,,0,,A. Sengun REBOUND (Off:5 Def:8),[1630578],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,Sengun,A. Sengun,,,,591.0,13.0,8.0,5.0,,,,,,,,,,,
593,PT05M14.00S,2023-10-28T02:03:27.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,5.590000152587891,50.0,1610612745,96,100,2023-10-28T02:03:27Z,5860000,False,0.0,0.0,1,left,A. Sengun tip Layup (18 PTS),[1630578],1610612745.0,HOU,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,18.0,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
594,PT05M04.00S,2023-10-28T02:03:38.2Z,4,REGULAR,turnover,bad pass,[],1629640,,,1610612759,96,100,2023-10-28T02:03:44Z,5870000,False,,,0,,K. Johnson bad pass TURNOVER (3 TO),"[1629640, 1630578]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,,,,Johnson,K. Johnson,,,,,,,,,,,3.0,Sengun,1630578.0,,,,,
595,PT05M04.00S,2023-10-28T02:03:38.2Z,4,REGULAR,steal,,[],1630578,,,1610612745,96,100,2023-10-28T02:03:39Z,5880000,False,,,0,,A. Sengun STEAL (2 STL),[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
596,PT05M01.00S,2023-10-28T02:03:41.2Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641708,8.360709592641262,53.67647058823529,1610612745,96,102,2023-10-28T02:08:20Z,5890000,False,-18.0,26.0,1,left,A. Thompson running DUNK (4 PTS) (A. Sengun 6 AST),"[1641708, 1630578]",1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,3.19,Made,4.0,Thompson,A. Thompson,A. Sengun,1630578.0,6.0,,,,,,,,,,,,,,,
598,PT04M36.00S,2023-10-28T02:04:08.4Z,4,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612759,96,102,2023-10-28T02:04:43Z,5910000,False,,,0,,D. Brooks shooting personal FOUL (3 PF) (Vassell 2 FT),"[1628415, 1630170]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,,Brooks,D. Brooks,,,,,,,,,,202026.0,,,,3.0,0.0,Vassell,1630170.0,
600,PT04M36.00S,2023-10-28T02:04:31.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,96,102,2023-10-28T02:06:26Z,5930000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT04M36.00S,2023-10-28T02:06:50.4Z,4,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,97,102,2023-10-28T02:06:50Z,5950000,False,,,0,,D. Vassell Free Throw 1 of 2 (18 PTS),[1630170],1610612759.0,SAS,,,,,,,,,,Made,18.0,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
603,PT04M36.00S,2023-10-28T02:06:51.5Z,4,REGULAR,substitution,out,[],1641708,,,1610612759,97,102,2023-10-28T02:07:03Z,5960000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
604,PT04M36.00S,2023-10-28T02:06:51.5Z,4,REGULAR,substitution,in,[],1627832,,,1610612759,97,102,2023-10-28T02:07:03Z,5970000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
605,PT04M36.00S,2023-10-28T02:07:10.2Z,4,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,98,102,2023-10-28T02:07:10Z,5980000,False,,,0,,D. Vassell Free Throw 2 of 2 (19 PTS),[1630170],1610612759.0,SAS,,,,,,,,,,Made,19.0,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
606,PT04M16.00S,2023-10-28T02:07:33.4Z,4,REGULAR,3pt,Jump Shot,[],1627832,31.750985545335087,19.852941176470587,1610612745,98,102,2023-10-28T02:07:40Z,5990000,False,151.0,246.0,1,left,MISS F. VanVleet 28' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,28.85,Missed,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
607,PT04M10.00S,2023-10-28T02:07:39.4Z,4,REGULAR,rebound,offensive,[],1631095,,,1610612745,98,102,2023-10-28T02:07:40Z,6000000,False,,,0,,J. Smith Jr. REBOUND (Off:3 Def:4),[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Smith Jr.,J. Smith Jr.,,,,606.0,7.0,4.0,3.0,,,,,,,,,,,
608,PT04M09.00S,2023-10-28T02:07:39.3Z,4,REGULAR,turnover,bad pass,[],1631095,,,1610612745,98,102,2023-10-28T02:07:49Z,6010000,False,,,0,,J. Smith Jr. bad pass TURNOVER (2 TO),"[1631095, 1628380]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,2.0,Collins,1628380.0,,,,,
609,PT04M09.00S,2023-10-28T02:07:39.3Z,4,REGULAR,steal,,[],1628380,,,1610612759,98,102,2023-10-28T02:07:41Z,6020000,False,,,0,,Z. Collins STEAL (3 STL),[1628380],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
610,PT04M04.00S,2023-10-28T02:07:45.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631110,93.77463863337714,46.07843137254902,1610612759,100,102,2023-10-28T02:07:56Z,6030000,False,-20.0,6.0,1,right,J. Sochan cutting DUNK (12 PTS) (Z. Collins 8 AST),"[1631110, 1628380]",1610612759.0,SAS,cutting,,,,,,Restricted Area,0-8 Center,2.05,Made,12.0,Sochan,J. Sochan,Z. Collins,1628380.0,8.0,,,,,,,,,,,,,,,
612,PT03M51.00S,2023-10-28T02:07:59.5Z,4,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612745,100,102,2023-10-28T02:08:23Z,6050000,False,,,0,,Z. Collins shooting personal FOUL (5 PF) (Sengun 2 FT),"[1628380, 1630578]",1610612759.0,SAS,shooting,,,,,,Restricted Area,0-8 Center,,,,Collins,Z. Collins,,,,,,,,,,1627526.0,,,,5.0,0.0,Sengun,1630578.0,
614,PT03M51.00S,2023-10-28T02:08:34.5Z,4,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,100,102,2023-10-28T02:08:34Z,6070000,False,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,,,,,,,Missed,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
615,PT03M51.00S,2023-10-28T02:08:34.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,100,102,2023-10-28T02:08:34Z,6080000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,614.0,,,,,,,,,,,,,,
616,PT03M51.00S,2023-10-28T02:08:56.5Z,4,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,100,103,2023-10-28T02:08:56Z,6090000,False,,,0,,A. Sengun Free Throw 2 of 2 (19 PTS),[1630578],1610612745.0,HOU,,,,,,,,,,Made,19.0,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
617,PT03M34.00S,2023-10-28T02:09:17.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630578,,,1610612759,100,103,2023-10-28T02:09:41Z,6100000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Vassell 2 FT),"[1630578, 1630170]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,,Sengun,A. Sengun,,,,,,,,,,1627526.0,,,,1.0,0.0,Vassell,1630170.0,
619,PT03M34.00S,2023-10-28T02:09:47.9Z,4,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,101,103,2023-10-28T02:09:47Z,6120000,False,,,0,,D. Vassell Free Throw 1 of 2 (20 PTS),[1630170],1610612759.0,SAS,,,,,,,,,,Made,20.0,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
620,PT03M34.00S,2023-10-28T02:10:09.4Z,4,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,102,103,2023-10-28T02:10:09Z,6130000,False,,,0,,D. Vassell Free Throw 2 of 2 (21 PTS),[1630170],1610612759.0,SAS,,,,,,,,,,Made,21.0,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
621,PT03M15.00S,2023-10-28T02:10:31.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,8.229303547963205,48.28431372549019,1610612745,102,105,2023-10-28T02:11:58Z,6140000,False,9.0,25.0,1,left,J. Smith Jr. driving DUNK (13 PTS) (J. Green 3 AST),"[1631095, 1630224]",1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.63,Made,13.0,Smith Jr.,J. Smith Jr.,J. Green,1630224.0,3.0,,,,,,,,,,,,,,,
623,PT03M15.00S,2023-10-28T02:10:37.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,102,105,2023-10-28T02:10:37Z,6160000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M15.00S,2023-10-28T02:12:03.3Z,4,REGULAR,substitution,out,[],1631110,,,1610612759,102,105,2023-10-28T02:12:11Z,6170000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
625,PT03M15.00S,2023-10-28T02:12:03.3Z,4,REGULAR,substitution,out,[],1626224,,,1610612759,102,105,2023-10-28T02:12:11Z,6180000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
626,PT03M15.00S,2023-10-28T02:12:03.3Z,4,REGULAR,substitution,in,[],1641705,,,1610612759,102,105,2023-10-28T02:12:11Z,6190000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
627,PT03M15.00S,2023-10-28T02:12:03.3Z,4,REGULAR,substitution,in,[],1630200,,,1610612759,102,105,2023-10-28T02:12:11Z,6200000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
628,PT03M00.00S,2023-10-28T02:12:20.8Z,4,REGULAR,2pt,Jump Shot,[],1630170,78.13731931668858,65.68627450980392,1610612759,104,105,2023-10-28T02:12:26Z,6210000,False,78.0,153.0,1,right,D. Vassell 17' fadeaway Jump Shot (23 PTS),[1630170],1610612759.0,SAS,fadeaway,,,,,,Mid-Range,16-24 Right Center,17.19,Made,23.0,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
629,PT02M41.00S,2023-10-28T02:12:39.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,6.258212877792378,47.549019607843135,1610612745,104,107,2023-10-28T02:12:53Z,6220000,False,12.0,6.0,1,left,D. Brooks driving finger roll Layup (15 PTS) (J. Green 4 AST),"[1628415, 1630224]",1610612745.0,HOU,driving finger roll,,,,,,Restricted Area,0-8 Center,1.38,Made,15.0,Brooks,D. Brooks,J. Green,1630224.0,4.0,,,,,,,,,,,,,,,
631,PT02M17.00S,2023-10-28T02:13:03.4Z,4,REGULAR,2pt,Jump Shot,[],1630170,90.88370565045992,70.58823529411765,1610612759,104,107,2023-10-28T02:13:16Z,6240000,False,103.0,33.0,1,right,MISS D. Vassell 10' fadeaway Shot,[1630170],1610612759.0,SAS,fadeaway,,,,,,Mid-Range,8-16 Right,10.81,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
632,PT02M14.00S,2023-10-28T02:13:06.4Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612745,104,107,2023-10-28T02:13:16Z,6250000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:7),[1627832],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Right,,,,VanVleet,F. VanVleet,,,,631.0,7.0,7.0,0.0,,,,,,,,,,,
633,PT02M11.00S,2023-10-28T02:13:09.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631095,7.966491458607096,52.69607843137255,1610612745,104,107,2023-10-28T02:13:27Z,6260000,False,-13.0,22.0,1,left,MISS J. Smith Jr. DUNK - blocked,"[1631095, 1641705]",1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,2.62,Missed,,Smith Jr.,J. Smith Jr.,,,,,,,,Wembanyama,1641705.0,,,,,,,,,
634,PT02M11.00S,2023-10-28T02:13:09.1Z,4,REGULAR,block,,[],1641705,,,1610612745,104,107,2023-10-28T02:13:11Z,6270000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
635,PT02M11.00S,2023-10-28T02:13:09.1Z,4,REGULAR,rebound,offensive,[],1631095,,,1610612745,104,107,2023-10-28T02:13:27Z,6280000,False,,,0,,J. Smith Jr. REBOUND (Off:4 Def:4),[1631095],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,Smith Jr.,J. Smith Jr.,,,,633.0,8.0,4.0,4.0,,,,,,,,,,,
636,PT02M03.00S,2023-10-28T02:13:17.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631095,5.590000152587891,50.0,1610612745,104,107,2023-10-28T02:15:23Z,6290000,False,0.0,0.0,1,left,MISS J. Smith Jr. putback Layup - blocked,"[1631095, 1641705]",1610612745.0,HOU,putback,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Smith Jr.,J. Smith Jr.,,,,,,,,Wembanyama,1641705.0,,,,,,,,,
637,PT02M03.00S,2023-10-28T02:13:17.2Z,4,REGULAR,block,,[],1641705,,,1610612745,104,107,2023-10-28T02:13:18Z,6300000,False,,,0,,V. Wembanyama BLOCK (3 BLK),[1641705],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
638,PT02M03.00S,2023-10-28T02:13:17.2Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612759,104,107,2023-10-28T02:15:23Z,6310000,False,,,0,,T. Jones REBOUND (Off:3 Def:3),[1630200],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Jones,T. Jones,,,,636.0,6.0,3.0,3.0,,,,,,,,,,,
639,PT02M03.00S,2023-10-28T02:13:22.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612759,104,107,2023-10-28T02:14:04Z,6320000,False,,,0,,F. VanVleet shooting personal FOUL (5 PF) (Johnson 2 FT),"[1627832, 1629640]",1610612745.0,HOU,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,VanVleet,F. VanVleet,,,,,,,,,,101283.0,,,,5.0,0.0,Johnson,1629640.0,
641,PT02M03.00S,2023-10-28T02:14:07.7Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203152,,,1610612759,104,107,2023-10-28T02:22:49Z,6340000,False,,,0,,TEAM foul technical,[203152],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,101283.0,,,,,,,,
642,PT02M03.00S,2023-10-28T02:14:22.1Z,4,REGULAR,freethrow,1 of 1,[],1630170,,,1610612759,105,107,2023-10-28T02:14:22Z,6350000,False,,,0,,D. Vassell technical Free Throw 1 of 1 (24 PTS),[1630170],1610612759.0,SAS,technical,,,,,,,,,Made,24.0,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
643,PT02M03.00S,2023-10-28T02:14:33.5Z,4,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,105,107,2023-10-28T02:14:33Z,6360000,False,,,0,,MISS K. Johnson Free Throw 1 of 2,[1629640],1610612759.0,SAS,,,,,,,,,,Missed,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
644,PT02M03.00S,2023-10-28T02:14:33.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,105,107,2023-10-28T02:14:33Z,6370000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,643.0,,,,,,,,,,,,,,
645,PT02M03.00S,2023-10-28T02:14:50.3Z,4,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,106,107,2023-10-28T02:14:50Z,6380000,False,,,0,,K. Johnson Free Throw 2 of 2 (16 PTS),[1629640],1610612759.0,SAS,,,,,,,,,,Made,16.0,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
646,PT01M48.00S,2023-10-28T02:15:09.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,8.623521681997373,49.26470588235294,1610612745,106,109,2023-10-28T02:15:15Z,6390000,False,4.0,29.0,1,left,A. Sengun Layup (21 PTS),[1630578],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,2.88,Made,21.0,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
647,PT01M37.00S,2023-10-28T02:15:24.5Z,4,REGULAR,turnover,traveling,[],1628380,,,1610612759,106,109,2023-10-28T02:15:50Z,6400000,False,,,0,,Z. Collins traveling TURNOVER (4 TO),[1628380],1610612759.0,SAS,,,,,,,Mid-Range,16-24 Left,,,,Collins,Z. Collins,,,,,,,,,,1627526.0,4.0,,,,,,,
648,PT01M29.00S,2023-10-28T02:15:49.5Z,4,REGULAR,foul,offensive,['inpenalty'],1630578,,,1610612745,106,109,2023-10-28T02:16:04Z,6410000,False,,,0,,A. Sengun charge offensive FOUL (2 PF),"[1630578, 1628380]",1610612745.0,HOU,charge,,,,,,Restricted Area,0-8 Center,,,,Sengun,A. Sengun,,,,,,,,,,1627526.0,,,,2.0,0.0,Collins,1628380.0,
650,PT01M29.00S,2023-10-28T02:15:49.5Z,4,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,106,109,2023-10-28T02:15:49Z,6430000,False,,,0,,A. Sengun offensive foul TURNOVER (3 TO),[1630578],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,Sengun,A. Sengun,,,,,,,,,,1627526.0,3.0,,,,,,,
652,PT01M09.00S,2023-10-28T02:16:54.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631095,,,1610612759,106,109,2023-10-28T02:17:06Z,6450000,False,,,0,,J. Smith Jr. shooting personal FOUL (3 PF) (Wembanyama 2 FT),"[1631095, 1641705]",1610612745.0,HOU,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,101283.0,,,,3.0,0.0,Wembanyama,1641705.0,
654,PT01M09.00S,2023-10-28T02:17:23.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1641705,,,1610612759,107,109,2023-10-28T02:17:23Z,6470000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (14 PTS),[1641705],1610612759.0,SAS,,,,,,,,,,Made,14.0,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
655,PT01M09.00S,2023-10-28T02:17:40.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1641705,,,1610612759,108,109,2023-10-28T02:17:40Z,6480000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (15 PTS),[1641705],1610612759.0,SAS,,,,,,,,,,Made,15.0,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
656,PT00M47.40S,2023-10-28T02:18:04.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,10.33180026281209,53.18627450980392,1610612745,108,109,2023-10-28T02:18:10Z,6490000,False,-16.0,45.0,1,left,MISS A. Sengun pullup Shot,[1630578],1610612745.0,HOU,pullup,,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
657,PT00M46.40S,2023-10-28T02:18:05.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612745,108,109,2023-10-28T02:18:10Z,6500000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,656.0,,,,,,,,,,,,,,
658,PT00M44.20S,2023-10-28T02:18:25.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628415,7.30946123521682,48.77450980392157,1610612745,108,111,2023-10-28T02:18:38Z,6510000,False,6.0,16.0,1,left,D. Brooks reverse Layup (17 PTS) (A. Sengun 7 AST),"[1628415, 1630578]",1610612745.0,HOU,reverse,,,,,,Restricted Area,0-8 Center,1.73,Made,17.0,Brooks,D. Brooks,A. Sengun,1630578.0,7.0,,,,,,,,,,,,,,,
660,PT00M35.10S,2023-10-28T02:18:38.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630578,,,1610612759,108,111,2023-10-28T02:19:06Z,6530000,False,,,0,,A. Sengun personal FOUL (3 PF) (Collins 2 FT),"[1630578, 1628380]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,,Sengun,A. Sengun,,,,,,,,,,101283.0,,,,3.0,0.0,Collins,1628380.0,
662,PT00M35.10S,2023-10-28T02:19:08.2Z,4,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,109,111,2023-10-28T02:20:13Z,6550000,False,,,0,,Z. Collins Free Throw 1 of 2 (5 PTS),[1628380],1610612759.0,SAS,,,,,,,,,,Made,5.0,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
663,PT00M35.10S,2023-10-28T02:19:08.2Z,4,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,109,111,2023-10-28T02:20:13Z,6560000,False,,,0,,MISS Z. Collins Free Throw 2 of 2,[1628380],1610612759.0,SAS,,,,,,,,,,Missed,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
664,PT00M35.00S,2023-10-28T02:19:08.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612745,109,111,2023-10-28T02:20:13Z,6570000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,663.0,,,,,,,,,,,,,,
665,PT00M35.00S,2023-10-28T02:19:30.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629640,,,1610612745,109,111,2023-10-28T02:20:24Z,6580000,False,,,0,,K. Johnson loose ball personal FOUL (5 PF) (Smith Jr. 2 FT),"[1629640, 1631095]",1610612759.0,SAS,loose ball,,,,,,Mid-Range,8-16 Center,,,,Johnson,K. Johnson,,,,,,,,,,202026.0,,,,5.0,0.0,Smith Jr.,1631095.0,
667,PT00M35.00S,2023-10-28T02:20:04.1Z,4,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,109,111,2023-10-28T02:20:04Z,6600000,False,,,0,,MISS J. Smith Jr. Free Throw 1 of 2,[1631095],1610612745.0,HOU,,,,,,,,,,Missed,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
668,PT00M35.00S,2023-10-28T02:20:04.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,109,111,2023-10-28T02:20:04Z,6610000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,667.0,,,,,,,,,,,,,,
669,PT00M35.00S,2023-10-28T02:20:09.8Z,4,REGULAR,substitution,out,[],1630578,,,1610612745,109,111,2023-10-28T02:20:21Z,6620000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
