actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
355,PT11M06.00S,2025-11-12T05:29:48.4Z,3,REGULAR,foul,personal,[],1630173,,,1610612743,58,62,2025-11-12T05:30:05Z,3360000,False,,,0,,P. Achiuwa loose ball personal FOUL (1 PF),"[1630173, 203999]",1610612758.0,SAC,loose ball,,,,,,203592.0,Achiuwa,P. Achiuwa,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Jokić,203999.0,,,,,
357,PT11M00.00S,2025-11-12T05:30:10.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627750,22.552562417871222,75.49019607843137,1610612743,58,62,2025-11-12T05:33:26Z,3380000,False,-127.0,159.0,1,left,MISS J. Murray 20' step back Shot,[1627750],1610612743.0,DEN,step back,,,,,,,Murray,J. Murray,Mid-Range,16-24 Left Center,20.42,Missed,,,,,,,,,,,,,,,,,
358,PT10M55.00S,2025-11-12T05:30:15.8Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,58,62,2025-11-12T05:30:19Z,3390000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,Above the Break 3,24+ Left Center,,,,,,,357.0,4.0,4.0,0.0,,,,,,,,,
359,PT10M50.00S,2025-11-12T05:30:19.8Z,3,REGULAR,3pt,Jump Shot,[],203897,64.20827858081472,56.86274509803921,1610612758,58,62,2025-11-12T05:30:25Z,3400000,False,34.0,284.0,1,right,MISS Z. LaVine 28' pullup 3PT,[203897],1610612758.0,SAC,pullup,,,,,,,LaVine,Z. LaVine,Above the Break 3,24+ Center,28.6,Missed,,,,,,,,,,,,,,,,,
360,PT10M47.00S,2025-11-12T05:30:22.8Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,58,62,2025-11-12T05:30:25Z,3410000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,,,,,Murray,J. Murray,Above the Break 3,24+ Center,,,,,,,359.0,2.0,2.0,0.0,,,,,,,,,
361,PT10M36.00S,2025-11-12T05:30:34.2Z,3,REGULAR,3pt,Jump Shot,[],203932,32.14520367936925,65.44117647058823,1610612743,58,65,2025-11-12T05:30:39Z,3420000,False,-77.0,250.0,1,left,A. Gordon 26' 3PT  (15 PTS) (J. Murray 6 AST),"[203932, 1627750]",1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,Above the Break 3,24+ Center,26.14,Made,15.0,J. Murray,1627750.0,6.0,,,,,,,,,,,,,
363,PT10M14.00S,2025-11-12T05:30:56.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,91.67214191852825,48.529411764705884,1610612758,60,65,2025-11-12T05:33:17Z,3440000,False,-7.0,26.0,1,right,P. Achiuwa driving finger roll Layup (6 PTS),[1630173],1610612758.0,SAC,driving finger roll,,,,,,,Achiuwa,P. Achiuwa,Restricted Area,0-8 Center,2.68,Made,6.0,,,,,,,,,,,,,,,,
364,PT10M00.00S,2025-11-12T05:31:13.0Z,3,REGULAR,foul,offensive,[],203999,,,1610612743,60,65,2025-11-12T05:34:34Z,3450000,False,,,0,,N. Jokić offensive FOUL (2 PF),"[203999, 1630173]",1610612743.0,DEN,,,,,,,1627526.0,Jokić,N. Jokić,Mid-Range,16-24 Center,,,,,,,,,,,2.0,0.0,Achiuwa,1630173.0,,,,,
366,PT10M00.00S,2025-11-12T05:31:13.0Z,3,REGULAR,turnover,offensive foul,[],203999,,,1610612743,60,65,2025-11-12T05:31:33Z,3470000,False,,,0,,N. Jokić offensive foul TURNOVER (2 TO),[203999],1610612743.0,DEN,,,,,,,202026.0,Jokić,N. Jokić,Mid-Range,16-24 Center,,,,,,,,,,,,,,,2.0,,,,
367,PT09M51.00S,2025-11-12T05:31:40.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630173,90.88370565045992,5.147058823529411,1610612758,60,65,2025-11-12T05:31:46Z,3480000,False,-224.0,33.0,1,right,MISS P. Achiuwa 3PT,[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,
368,PT09M47.00S,2025-11-12T05:31:44.4Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,60,65,2025-11-12T05:31:46Z,3490000,False,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,Left Corner 3,24+ Left,,,,,,,367.0,3.0,2.0,1.0,,,,,,,,,
369,PT09M37.00S,2025-11-12T05:31:54.3Z,3,REGULAR,2pt,Jump Shot,[],1627750,15.588042049934298,23.284313725490197,1610612743,60,67,2025-11-12T05:32:00Z,3500000,False,134.0,94.0,1,left,J. Murray 16' step back Jump Shot (12 PTS),[1627750],1610612743.0,DEN,step back,,,,,,,Murray,J. Murray,Mid-Range,16-24 Right,16.34,Made,12.0,,,,,,,,,,,,,,,,
370,PT09M24.00S,2025-11-12T05:32:07.5Z,3,REGULAR,2pt,Jump Shot,[],1627734,92.85479632063075,74.01960784313727,1610612758,62,67,2025-11-12T05:32:11Z,3510000,False,120.0,15.0,1,right,D. Sabonis 12' Jump Shot (15 PTS) (D. Schröder 3 AST),"[1627734, 203471]",1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,Mid-Range,8-16 Right,12.1,Made,15.0,D. Schröder,203471.0,3.0,,,,,,,,,,,,,
372,PT09M15.00S,2025-11-12T05:32:21.5Z,3,REGULAR,turnover,palming,[],1627750,,,1610612743,62,67,2025-11-12T05:32:48Z,3530000,False,,,0,,J. Murray palming TURNOVER (2 TO),[1627750],1610612743.0,DEN,,,,,,,203592.0,Murray,J. Murray,Mid-Range,16-24 Center,,,,,,,,,,,,,,,2.0,,,,
373,PT09M03.00S,2025-11-12T05:32:43.4Z,3,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612758,62,67,2025-11-12T05:32:56Z,3540000,False,,,0,,C. Johnson shooting personal FOUL (1 PF) (LaVine 2 FT),"[1629661, 203897]",1610612743.0,DEN,shooting,,,,,,203592.0,Johnson,C. Johnson,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,0.0,LaVine,203897.0,,,,,
375,PT09M03.00S,2025-11-12T05:33:09.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203897,,,1610612758,62,67,2025-11-12T05:33:31Z,3560000,False,,,0,,MISS Z. LaVine Free Throw 1 of 2,[203897],1610612758.0,SAC,,,,,,,,LaVine,Z. LaVine,,,,Missed,,,,,,,,,,,,,,,,,
376,PT09M03.00S,2025-11-12T05:33:09.1Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,62,67,2025-11-12T05:33:31Z,3570000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,,
377,PT09M03.00S,2025-11-12T05:33:09.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203897,,,1610612758,62,67,2025-11-12T05:33:31Z,3580000,False,,,0,,MISS Z. LaVine Free Throw 2 of 2,[203897],1610612758.0,SAC,,,,,,,,LaVine,Z. LaVine,,,,Missed,,,,,,,,,,,,,,,,,
378,PT09M00.00S,2025-11-12T05:33:12.1Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,62,67,2025-11-12T05:33:31Z,3590000,False,,,0,,J. Murray REBOUND (Off:0 Def:3),[1627750],1610612743.0,DEN,,,,,,,,Murray,J. Murray,,,,,,,,,377.0,3.0,3.0,0.0,,,,,,,,,
379,PT08M51.00S,2025-11-12T05:33:38.2Z,3,REGULAR,3pt,Jump Shot,[],203932,24.52365308804205,11.27450980392157,1610612743,62,67,2025-11-12T05:33:45Z,3600000,False,194.0,178.0,1,left,MISS A. Gordon 26' 3PT,[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,
380,PT08M47.00S,2025-11-12T05:33:42.1Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,62,67,2025-11-12T05:33:42Z,3610000,False,,,0,,N. Jokić REBOUND (Off:4 Def:4),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,Above the Break 3,24+ Right Center,,,,,,,379.0,8.0,4.0,4.0,,,,,,,,,
381,PT08M45.00S,2025-11-12T05:33:43.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,10.33180026281209,38.23529411764706,1610612743,62,69,2025-11-12T05:37:08Z,3620000,False,59.0,45.0,1,left,N. Jokić 7' putback Layup (21 PTS),[203999],1610612743.0,DEN,putback,,,,,,,Jokić,N. Jokić,In The Paint (Non-RA),0-8 Center,7.38,Made,21.0,,,,,,,,,,,,,,,,
382,PT08M35.00S,2025-11-12T05:33:54.1Z,3,REGULAR,3pt,Jump Shot,[],201942,87.20433639947439,96.81372549019608,1610612758,65,69,2025-11-12T05:34:01Z,3630000,False,234.0,68.0,1,right,D. DeRozan 24' 3PT  (10 PTS) (P. Achiuwa 1 AST),"[201942, 1630173]",1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,Right Corner 3,24+ Right,24.37,Made,10.0,P. Achiuwa,1630173.0,1.0,,,,,,,,,,,,,
384,PT08M18.00S,2025-11-12T05:34:11.1Z,3,REGULAR,3pt,Jump Shot,[],1627750,23.47240473061761,89.4607843137255,1610612743,65,69,2025-11-12T05:38:11Z,3650000,False,-197.0,168.0,1,left,MISS J. Murray 25' step back 3PT,[1627750],1610612743.0,DEN,step back,,,,,,,Murray,J. Murray,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,
385,PT08M14.00S,2025-11-12T05:34:15.1Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612758,65,69,2025-11-12T05:34:17Z,3660000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,Above the Break 3,24+ Left Center,,,,,,,384.0,3.0,1.0,2.0,,,,,,,,,
386,PT08M02.00S,2025-11-12T05:34:27.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,92.19776609724047,36.51960784313725,1610612758,65,69,2025-11-12T05:38:47Z,3670000,False,-67.0,21.0,1,right,MISS D. Schröder 7' driving floating bank Shot,[203471],1610612758.0,SAC,driving floating bank,,,,,,,Schröder,D. Schröder,In The Paint (Non-RA),0-8 Center,7.05,Missed,,,,,,,,,,,,,,,,,
387,PT07M59.00S,2025-11-12T05:34:30.9Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,65,69,2025-11-12T05:34:34Z,3680000,False,,,0,,N. Jokić REBOUND (Off:4 Def:5),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,In The Paint (Non-RA),0-8 Center,,,,,,,386.0,9.0,5.0,4.0,,,,,,,,,
388,PT07M55.00S,2025-11-12T05:34:34.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,28.33442838370565,82.84313725490196,1610612743,65,69,2025-11-12T05:39:01Z,3690000,False,-164.0,214.0,1,left,MISS J. Murray 26' running 3PT,[1627750],1610612743.0,DEN,running,,,,,,,Murray,J. Murray,Above the Break 3,24+ Left Center,26.96,Missed,,,,,,,,,,,,,,,,,
389,PT07M51.00S,2025-11-12T05:34:38.8Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,65,69,2025-11-12T05:34:43Z,3700000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:5),[1627734],1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,Above the Break 3,24+ Left Center,,,,,,,388.0,5.0,5.0,0.0,,,,,,,,,
390,PT07M49.00S,2025-11-12T05:34:40.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203897,92.32917214191852,52.94117647058824,1610612758,67,69,2025-11-12T05:34:49Z,3710000,False,15.0,20.0,1,right,Z. LaVine running DUNK (10 PTS) (D. Sabonis 2 AST),"[203897, 1627734]",1610612758.0,SAC,running,,,,,,,LaVine,Z. LaVine,Restricted Area,0-8 Center,2.45,Made,10.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,
392,PT07M27.00S,2025-11-12T05:35:02.4Z,3,REGULAR,3pt,Jump Shot,[],1631128,27.94021024967148,82.84313725490196,1610612743,67,69,2025-11-12T05:35:10Z,3730000,False,-164.0,210.0,1,left,MISS C. Braun 26' 3PT,[1631128],1610612743.0,DEN,,,,,,,,Braun,C. Braun,Above the Break 3,24+ Left Center,26.67,Missed,,,,,,,,,,,,,,,,,
393,PT07M23.00S,2025-11-12T05:35:06.4Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,67,69,2025-11-12T05:35:10Z,3740000,False,,,0,,A. Gordon REBOUND (Off:2 Def:2),[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,Above the Break 3,24+ Left Center,,,,,,,392.0,4.0,2.0,2.0,,,,,,,,,
394,PT07M19.00S,2025-11-12T05:35:13.3Z,3,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612743,67,69,2025-11-12T05:35:29Z,3750000,False,,,0,,D. Sabonis shooting personal FOUL (4 PF) (Gordon 2 FT),"[1627734, 203932]",1610612758.0,SAC,shooting,,,,,,202026.0,Sabonis,D. Sabonis,Restricted Area,0-8 Center,,,,,,,,,,,4.0,0.0,Gordon,203932.0,,,,,
396,PT07M19.00S,2025-11-12T05:35:47.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203932,,,1610612743,67,70,2025-11-12T05:35:47Z,3770000,False,,,0,,A. Gordon Free Throw 1 of 2 (16 PTS),[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,,,,Made,16.0,,,,,,,,,,,,,,,,
397,PT07M19.00S,2025-11-12T05:35:48.7Z,3,REGULAR,substitution,out,[],203471,,,1610612743,67,70,2025-11-12T05:36:06Z,3780000,False,,,0,,SUB out: D. Schröder,[203471],1610612758.0,SAC,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,
398,PT07M19.00S,2025-11-12T05:35:48.7Z,3,REGULAR,substitution,out,[],201942,,,1610612743,67,70,2025-11-12T05:36:06Z,3790000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,
399,PT07M19.00S,2025-11-12T05:35:48.7Z,3,REGULAR,substitution,out,[],1627734,,,1610612743,67,70,2025-11-12T05:36:06Z,3800000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,
400,PT07M19.00S,2025-11-12T05:35:48.7Z,3,REGULAR,substitution,in,[],1628370,,,1610612743,67,70,2025-11-12T05:36:06Z,3810000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,
401,PT07M19.00S,2025-11-12T05:35:48.7Z,3,REGULAR,substitution,in,[],1629234,,,1610612743,67,70,2025-11-12T05:36:06Z,3820000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,
402,PT07M19.00S,2025-11-12T05:35:48.7Z,3,REGULAR,substitution,in,[],201566,,,1610612743,67,70,2025-11-12T05:36:06Z,3830000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,
403,PT07M19.00S,2025-11-12T05:36:12.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203932,,,1610612743,67,71,2025-11-12T05:36:12Z,3840000,False,,,0,,A. Gordon Free Throw 2 of 2 (17 PTS),[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,,,,Made,17.0,,,,,,,,,,,,,,,,
404,PT06M55.00S,2025-11-12T05:36:38.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,87.07293035479631,38.970588235294116,1610612758,67,71,2025-11-12T05:36:42Z,3850000,False,-55.0,69.0,1,right,MISS M. Monk 8' driving Layup,[1628370],1610612758.0,SAC,driving,,,,,,,Monk,M. Monk,In The Paint (Non-RA),8-16 Left,8.83,Missed,,,,,,,,,,,,,,,,,
405,PT06M54.00S,2025-11-12T05:36:39.1Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,67,71,2025-11-12T05:40:48Z,3860000,False,,,0,,N. Jokić REBOUND (Off:4 Def:6),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,In The Paint (Non-RA),8-16 Left,,,,,,,404.0,10.0,6.0,4.0,,,,,,,,,
406,PT06M52.00S,2025-11-12T05:36:42.1Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629661,5.863994743758213,41.911764705882355,1610612743,67,73,2025-11-12T05:40:59Z,3870000,False,40.0,3.0,1,left,C. Johnson running DUNK (5 PTS) (N. Jokić 6 AST),"[1629661, 203999]",1610612743.0,DEN,running,,,,,,,Johnson,C. Johnson,Restricted Area,0-8 Center,4.05,Made,5.0,N. Jokić,203999.0,6.0,,,,,,,,,,,,,
408,PT06M52.00S,2025-11-12T05:36:49.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,67,73,2025-11-12T05:36:49Z,3890000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M52.00S,2025-11-12T05:37:36.3Z,3,REGULAR,substitution,out,[],1627750,,,1610612758,67,73,2025-11-12T05:40:01Z,3900000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,
410,PT06M52.00S,2025-11-12T05:37:36.3Z,3,REGULAR,substitution,in,[],203501,,,1610612758,67,73,2025-11-12T05:40:01Z,3910000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,
412,PT06M31.00S,2025-11-12T05:40:52.8Z,3,REGULAR,foul,personal,['2freethrow'],203932,,,1610612758,67,73,2025-11-12T05:41:08Z,3930000,False,,,0,,A. Gordon shooting personal FOUL (2 PF) (Eubanks 2 FT),"[203932, 1629234]",1610612743.0,DEN,shooting,,,,,,202026.0,Gordon,A. Gordon,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Eubanks,1629234.0,,,,,
414,PT06M31.00S,2025-11-12T05:41:23.4Z,3,REGULAR,freethrow,1 of 2,[],1629234,,,1610612758,67,73,2025-11-12T05:41:23Z,3950000,False,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,,,,Missed,,,,,,,,,,,,,,,,,
415,PT06M31.00S,2025-11-12T05:41:23.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,67,73,2025-11-12T05:41:23Z,3960000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,414.0,,,,,,,,,,,,
416,PT06M31.00S,2025-11-12T05:41:46.5Z,3,REGULAR,freethrow,2 of 2,[],1629234,,,1610612758,68,73,2025-11-12T05:41:46Z,3970000,False,,,0,,D. Eubanks Free Throw 2 of 2 (8 PTS),[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,,,,Made,8.0,,,,,,,,,,,,,,,,
417,PT06M13.00S,2025-11-12T05:42:05.7Z,3,REGULAR,turnover,lost ball,[],1629661,,,1610612743,68,73,2025-11-12T05:42:16Z,3980000,False,,,0,,C. Johnson lost ball TURNOVER (1 TO),"[1629661, 1630173]",1610612743.0,DEN,,,,,,,,Johnson,C. Johnson,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Achiuwa,1630173.0,,
418,PT06M13.00S,2025-11-12T05:42:05.7Z,3,REGULAR,steal,,[],1630173,,,1610612758,68,73,2025-11-12T05:42:08Z,3990000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
419,PT06M07.00S,2025-11-12T05:42:11.7Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629234,90.3580814717477,50.49019607843137,1610612758,70,73,2025-11-12T05:44:10Z,4000000,False,2.0,38.0,1,right,D. Eubanks running DUNK (10 PTS) (P. Achiuwa 2 AST),"[1629234, 1630173]",1610612758.0,SAC,running,,,,,,,Eubanks,D. Eubanks,Restricted Area,0-8 Center,3.82,Made,10.0,P. Achiuwa,1630173.0,2.0,,,,,,,,,,,,,
421,PT05M51.00S,2025-11-12T05:42:27.1Z,3,REGULAR,3pt,Jump Shot,[],1629661,32.933639947437584,64.70588235294117,1610612743,70,73,2025-11-12T05:44:20Z,4020000,False,-74.0,257.0,1,left,MISS C. Johnson 26' pullup 3PT,[1629661],1610612743.0,DEN,pullup,,,,,,,Johnson,C. Johnson,Above the Break 3,24+ Center,26.74,Missed,,,,,,,,,,,,,,,,,
422,PT05M50.00S,2025-11-12T05:42:28.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,70,73,2025-11-12T05:42:37Z,4030000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,421.0,,,,,,,,,,,,
424,PT05M40.00S,2025-11-12T05:42:54.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,7.5722733245729295,41.17647058823529,1610612743,70,73,2025-11-12T05:43:04Z,4050000,False,44.0,19.0,1,left,MISS A. Gordon alley-oop Layup,[203932],1610612743.0,DEN,alley-oop,,,,,,,Gordon,A. Gordon,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,,,,,,,,,
425,PT05M38.00S,2025-11-12T05:42:56.9Z,3,REGULAR,rebound,defensive,[],203897,,,1610612758,70,73,2025-11-12T05:45:48Z,4060000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612758.0,SAC,,,,,,,,LaVine,Z. LaVine,In The Paint (Non-RA),0-8 Center,,,,,,,424.0,2.0,2.0,0.0,,,,,,,,,
426,PT05M20.00S,2025-11-12T05:43:14.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629234,80.89684625492772,55.14705882352941,1610612758,72,73,2025-11-12T05:46:10Z,4070000,False,26.0,127.0,1,right,D. Eubanks 12' driving floating Jump Shot (12 PTS) (R. Westbrook 7 AST),"[1629234, 201566]",1610612758.0,SAC,driving floating,,,,,,,Eubanks,D. Eubanks,In The Paint (Non-RA),8-16 Center,12.97,Made,12.0,R. Westbrook,201566.0,7.0,,,,,,,,,,,,,
428,PT05M07.00S,2025-11-12T05:43:28.3Z,3,REGULAR,3pt,Jump Shot,[],1629661,30.699737187910642,69.85294117647058,1610612743,72,73,2025-11-12T05:43:32Z,4090000,False,-99.0,236.0,1,left,MISS C. Johnson 25' 3PT,[1629661],1610612743.0,DEN,,,,,,,,Johnson,C. Johnson,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,
429,PT05M05.00S,2025-11-12T05:43:30.7Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,72,73,2025-11-12T05:43:30Z,4100000,False,,,0,,A. Gordon REBOUND (Off:3 Def:2),[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,Above the Break 3,24+ Left Center,,,,,,,428.0,5.0,2.0,3.0,,,,,,,,,
430,PT05M03.00S,2025-11-12T05:43:32.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631128,34.11629434954008,48.77450980392157,1610612743,72,76,2025-11-12T05:43:37Z,4110000,False,6.0,268.0,1,left,C. Braun 26' 3PT  (9 PTS) (A. Gordon 1 AST),"[1631128, 203932]",1610612743.0,DEN,,,,,,,,Braun,C. Braun,Above the Break 3,24+ Center,26.83,Made,9.0,A. Gordon,203932.0,1.0,,,,,,,,,,,,,
432,PT04M52.00S,2025-11-12T05:43:45.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,91.93495400788436,52.20588235294118,1610612758,72,76,2025-11-12T05:48:14Z,4130000,False,11.0,23.0,1,right,MISS Z. LaVine cutting Layup,[203897],1610612758.0,SAC,cutting,,,,,,,LaVine,Z. LaVine,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,
433,PT04M51.00S,2025-11-12T05:43:46.1Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,72,76,2025-11-12T05:48:14Z,4140000,False,,,0,,N. Jokić REBOUND (Off:4 Def:7),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,Restricted Area,0-8 Center,,,,,,,432.0,11.0,7.0,4.0,,,,,,,,,
434,PT04M50.00S,2025-11-12T05:43:51.5Z,3,REGULAR,foul,personal,[],1629234,,,1610612743,72,76,2025-11-12T05:44:06Z,4150000,False,,,0,,D. Eubanks personal FOUL (3 PF),"[1629234, 203999]",1610612758.0,SAC,,,,,,,1627526.0,Eubanks,D. Eubanks,Mid-Range,16-24 Left Center,,,,,,,,,,,3.0,0.0,Jokić,203999.0,,,,,
436,PT04M50.00S,2025-11-12T05:44:04.7Z,3,REGULAR,substitution,out,[],1629661,,,1610612743,72,76,2025-11-12T05:44:30Z,4170000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,
437,PT04M50.00S,2025-11-12T05:44:04.7Z,3,REGULAR,substitution,in,[],1628971,,,1610612743,72,76,2025-11-12T05:44:30Z,4180000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,
438,PT04M28.00S,2025-11-12T05:44:39.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,9.543363994743759,40.44117647058824,1610612743,72,78,2025-11-12T05:48:43Z,4190000,False,48.0,37.0,1,left,N. Jokić 6' driving Layup (23 PTS),[203999],1610612743.0,DEN,driving,,,,,,,Jokić,N. Jokić,In The Paint (Non-RA),0-8 Center,6.06,Made,23.0,,,,,,,,,,,,,,,,
439,PT04M19.00S,2025-11-12T05:44:51.4Z,3,REGULAR,turnover,out-of-bounds,[],201566,,,1610612758,72,78,2025-11-12T05:45:02Z,4200000,False,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (2 TO),[201566],1610612758.0,SAC,bad pass,,,,,,203592.0,Westbrook,R. Westbrook,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,2.0,,,,
