actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
86,PT06M02.00S,2024-10-30T23:25:51.6Z,1,REGULAR,3pt,Jump Shot,[],1630169,79.58278580814718,94.36274509803921,1610612754,19,13,2024-10-30T23:25:56Z,850000,False,222.0,139.0,1,right,MISS T. Haliburton 26' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
87,PT05M59.00S,2024-10-30T23:25:54.6Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,19,13,2024-10-30T23:25:54Z,860000,False,,,0,,O. Toppin REBOUND (Off:1 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,86.0,3.0,2.0,1.0,,,,,,,,,,,,,
88,PT05M57.00S,2024-10-30T23:25:55.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,91.93495400788436,47.794117647058826,1610612754,19,13,2024-10-30T23:25:58Z,870000,False,-11.0,23.0,1,right,MISS O. Toppin putback Layup,[1630167],1610612754.0,IND,putback,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
89,PT05M57.00S,2024-10-30T23:25:55.6Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,19,13,2024-10-30T23:25:58Z,880000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,
90,PT05M41.00S,2024-10-30T23:26:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,12.434296977660972,43.872549019607845,1610612738,19,13,2024-10-30T23:26:17Z,890000,False,31.0,64.0,1,left,MISS J. Holiday 7' driving floating Shot,[201950],1610612738.0,BOS,driving floating,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,,,,,,,,,,,,,,,,,
91,PT05M38.00S,2024-10-30T23:26:14.2Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,19,13,2024-10-30T23:26:17Z,900000,False,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,90.0,2.0,1.0,1.0,,,,,,,,,,,,,
137,PT05M38.00S,2024-10-30T23:26:14.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,6.915243101182654,46.07843137254902,1610612738,19,13,2024-10-30T23:34:50Z,905000,False,20.0,13.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.32,Missed,,,,,,,,,,,,,,,,,,
138,PT05M38.00S,2024-10-30T23:26:14.3Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,19,13,2024-10-30T23:34:42Z,907500,False,,,0,,L. Kornet REBOUND (Off:2 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,137.0,3.0,1.0,2.0,,,,,,,,,,,,,
92,PT05M38.00S,2024-10-30T23:26:17.4Z,1,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612738,19,13,2024-10-30T23:26:22Z,910000,False,,,0,,I. Jackson shooting personal FOUL (1 PF) (Kornet 2 FT),"[1630543, 1628436]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,201246.0,1.0,0.0,Kornet,1628436.0,,,,,,,
94,PT05M38.00S,2024-10-30T23:26:39.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628436,,,1610612738,19,14,2024-10-30T23:34:42Z,930000,False,,,0,,L. Kornet Free Throw 1 of 2 (1 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
96,PT05M38.00S,2024-10-30T23:26:42.2Z,1,REGULAR,substitution,in,[],1641716,,,1610612738,19,14,2024-10-30T23:26:45Z,950000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M38.00S,2024-10-30T23:26:42.2Z,1,REGULAR,substitution,out,[],1630543,,,1610612738,19,14,2024-10-30T23:26:57Z,960000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M38.00S,2024-10-30T23:27:09.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628436,,,1610612738,19,15,2024-10-30T23:34:42Z,970000,False,,,0,,L. Kornet Free Throw 2 of 2 (2 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
100,PT05M25.00S,2024-10-30T23:27:40.4Z,1,REGULAR,2pt,Jump Shot,[],204456,91.5407358738502,73.2843137254902,1610612754,19,15,2024-10-30T23:27:47Z,990000,False,116.0,27.0,1,right,MISS T. McConnell 11' driving floating Shot,[204456],1610612754.0,IND,driving floating,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,11.95,Missed,,,,,,,,,,,,,,,,,,
101,PT05M22.00S,2024-10-30T23:27:43.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,19,15,2024-10-30T23:27:47Z,1000000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Right,,,,100.0,,,,,,,,,,,,,,,,
103,PT05M07.00S,2024-10-30T23:28:06.4Z,1,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612738,19,15,2024-10-30T23:28:32Z,1020000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Tatum 2 FT),"[1631097, 1628369]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,202901.0,1.0,0.0,Tatum,1628369.0,,,,,,,
105,PT05M07.00S,2024-10-30T23:28:44.8Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,19,15,2024-10-30T23:29:04Z,1040000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
106,PT05M07.00S,2024-10-30T23:28:44.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,19,15,2024-10-30T23:29:04Z,1050000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,,
107,PT05M07.00S,2024-10-30T23:28:44.8Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,19,15,2024-10-30T23:29:04Z,1060000,False,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
108,PT05M06.00S,2024-10-30T23:28:45.8Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,19,15,2024-10-30T23:29:04Z,1070000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,
109,PT05M01.00S,2024-10-30T23:29:10.1Z,1,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612754,19,15,2024-10-30T23:29:16Z,1080000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Toppin 2 FT),"[1628436, 1630167]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,202901.0,1.0,0.0,Toppin,1630167.0,,,,,,,
111,PT05M01.00S,2024-10-30T23:29:36.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630167,,,1610612754,20,15,2024-10-30T23:29:36Z,1100000,False,,,0,,O. Toppin Free Throw 1 of 2 (1 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
112,PT05M01.00S,2024-10-30T23:29:54.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630167,,,1610612754,21,15,2024-10-30T23:29:54Z,1110000,False,,,0,,O. Toppin Free Throw 2 of 2 (2 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
113,PT04M47.00S,2024-10-30T23:30:13.8Z,1,REGULAR,2pt,Jump Shot,[],1628369,18.478975032851512,31.372549019607842,1610612738,21,17,2024-10-30T23:30:18Z,1120000,False,93.0,121.0,1,left,J. Tatum 15' Jump Shot (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,15.28,Made,2.0,,,,,,,,,,,,,,,,,
116,PT04M22.00S,2024-10-30T23:30:55.7Z,1,REGULAR,3pt,Jump Shot,[],1630167,63.9454664914586,40.19607843137255,1610612754,24,17,2024-10-30T23:30:59Z,1150000,False,-49.0,286.0,1,right,O. Toppin 29' 3PT  (5 PTS) (T. McConnell 1 AST),"[1630167, 204456]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,29.06,Made,5.0,,,,,,,,,,,,,T. McConnell,204456.0,1.0,,
118,PT04M05.00S,2024-10-30T23:31:11.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,32.40801576872536,29.166666666666668,1610612738,24,17,2024-10-30T23:31:17Z,1170000,False,104.0,252.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,27.28,Missed,,,,,,,,,,,,,,,,,,
119,PT04M03.00S,2024-10-30T23:31:13.8Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,24,17,2024-10-30T23:35:24Z,1180000,False,,,0,,L. Kornet REBOUND (Off:3 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,118.0,4.0,1.0,3.0,,,,,,,,,,,,,
139,PT04M03.00S,2024-10-30T23:31:14.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,7.046649145860711,48.28431372549019,1610612738,24,17,2024-10-30T23:35:17Z,1185000,False,9.0,14.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,,
140,PT04M03.00S,2024-10-30T23:31:14.5Z,1,REGULAR,rebound,offensive,[],1630202,,,1610612738,24,17,2024-10-30T23:35:17Z,1187500,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,139.0,1.0,0.0,1.0,,,,,,,,,,,,,
120,PT04M00.00S,2024-10-30T23:31:17.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630202,7.5722733245729295,49.01960784313725,1610612738,24,17,2024-10-31T00:28:52Z,1190000,False,5.0,19.0,1,left,MISS P. Pritchard putback Layup,[1630202],1610612738.0,BOS,putback,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
121,PT03M59.00S,2024-10-30T23:31:18.3Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,24,17,2024-10-30T23:31:22Z,1200000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,120.0,2.0,2.0,0.0,,,,,,,,,,,,,
122,PT03M53.00S,2024-10-30T23:31:24.0Z,1,REGULAR,turnover,bad pass,[],204456,,,1610612754,24,17,2024-10-30T23:31:27Z,1210000,False,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 1628369]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,Tatum,1628369.0,,,,,
123,PT03M53.00S,2024-10-30T23:31:24.0Z,1,REGULAR,steal,,[],1628369,,,1610612738,24,17,2024-10-30T23:31:25Z,1220000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
124,PT03M50.00S,2024-10-30T23:31:27.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,7.440867279894875,51.225490196078425,1610612738,24,19,2024-10-30T23:31:32Z,1230000,False,-6.0,17.0,1,left,J. Tatum running DUNK (4 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.84,Made,4.0,,,,,,,,,,,,,,,,,
125,PT03M37.00S,2024-10-30T23:31:40.1Z,1,REGULAR,3pt,Jump Shot,[],1630169,67.49342969776609,24.264705882352942,1610612754,24,19,2024-10-30T23:31:44Z,1240000,False,-129.0,253.0,1,right,MISS T. Haliburton 28' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,28.39,Missed,,,,,,,,,,,,,,,,,,
126,PT03M34.00S,2024-10-30T23:31:43.1Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,24,19,2024-10-30T23:31:44Z,1250000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,
127,PT03M26.00S,2024-10-30T23:31:51.3Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612738,24,19,2024-10-30T23:31:54Z,1260000,False,,,0,,J. Holiday lost ball TURNOVER (2 TO),"[201950, 1630169]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Center,,,,,,,,2.0,,,,,,Haliburton,1630169.0,,,,,
128,PT03M26.00S,2024-10-30T23:31:51.3Z,1,REGULAR,steal,,[],1630169,,,1610612754,24,19,2024-10-30T23:31:52Z,1270000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
129,PT03M22.00S,2024-10-30T23:31:55.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",204456,92.46057818659659,55.14705882352941,1610612754,26,19,2024-10-30T23:31:58Z,1280000,False,26.0,18.0,1,right,T. McConnell running Layup (2 PTS) (T. Haliburton 3 AST),"[204456, 1630169]",1610612754.0,IND,running,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.16,Made,2.0,,,,,,,,,,,,,T. Haliburton,1630169.0,3.0,,
131,PT03M15.00S,2024-10-30T23:32:02.2Z,1,REGULAR,3pt,Jump Shot,[],1630202,21.23850197109067,10.53921568627451,1610612738,26,19,2024-10-30T23:32:06Z,1300000,False,197.0,147.0,1,left,MISS P. Pritchard 24' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,24.61,Missed,,,,,,,,,,,,,,,,,,
132,PT03M12.00S,2024-10-30T23:32:05.2Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,26,19,2024-10-30T23:32:06Z,1310000,False,,,0,,O. Toppin REBOUND (Off:1 Def:3),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,131.0,4.0,3.0,1.0,,,,,,,,,,,,,
133,PT03M07.00S,2024-10-30T23:32:12.9Z,1,REGULAR,foul,offensive,[],1641716,,,1610612754,26,19,2024-10-30T23:32:19Z,1320000,False,,,0,,J. Walker charge offensive FOUL (1 PF),"[1641716, 1630573]",1610612754.0,IND,charge,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2530.0,1.0,0.0,Hauser,1630573.0,,,,,,,
135,PT03M07.00S,2024-10-30T23:32:12.9Z,1,REGULAR,turnover,offensive foul,[],1641716,,,1610612754,26,19,2024-10-30T23:32:12Z,1340000,False,,,0,,J. Walker offensive foul TURNOVER (1 TO),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,2530.0,,,,,,,,,,,
136,PT03M07.00S,2024-10-30T23:32:24.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,26,19,2024-10-30T23:32:24Z,1350000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT03M07.00S,2024-10-30T23:35:30.0Z,1,REGULAR,substitution,out,[],201950,,,1610612738,26,19,2024-10-30T23:35:40Z,1360000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M07.00S,2024-10-30T23:35:30.0Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,26,19,2024-10-30T23:35:40Z,1370000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M54.00S,2024-10-30T23:36:02.0Z,1,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612738,26,19,2024-10-30T23:36:11Z,1380000,False,,,0,,J. Walker shooting personal FOUL (2 PF) (White 2 FT),"[1641716, 1628401]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,202901.0,2.0,0.0,White,1628401.0,,,,,,,
145,PT02M54.00S,2024-10-30T23:36:31.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628401,,,1610612738,26,20,2024-10-30T23:36:31Z,1400000,False,,,0,,D. White Free Throw 1 of 2 (1 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
146,PT02M54.00S,2024-10-30T23:36:32.2Z,1,REGULAR,substitution,out,[],1641716,,,1610612738,26,20,2024-10-30T23:36:37Z,1410000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M54.00S,2024-10-30T23:36:32.2Z,1,REGULAR,substitution,in,[],1627783,,,1610612738,26,20,2024-10-30T23:36:37Z,1420000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M54.00S,2024-10-30T23:36:54.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628401,,,1610612738,26,21,2024-10-30T23:36:54Z,1430000,False,,,0,,D. White Free Throw 2 of 2 (2 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
149,PT02M43.00S,2024-10-30T23:37:07.5Z,1,REGULAR,3pt,Jump Shot,[],1630167,91.93495400788436,96.32352941176471,1610612754,26,21,2024-10-30T23:37:11Z,1440000,False,232.0,23.0,1,right,MISS O. Toppin 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
150,PT02M40.00S,2024-10-30T23:37:10.5Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,26,21,2024-10-30T23:37:11Z,1450000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,,,,149.0,2.0,2.0,0.0,,,,,,,,,,,,,
151,PT02M32.00S,2024-10-30T23:37:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,6.1268068331143235,55.63725490196079,1610612738,26,23,2024-10-30T23:37:23Z,1460000,False,-28.0,5.0,1,left,D. White driving reverse Layup (4 PTS) (P. Pritchard 1 AST),"[1628401, 1630202]",1610612738.0,BOS,driving reverse,,,White,D. White,,,,,Restricted Area,0-8 Center,2.87,Made,4.0,,,,,,,,,,,,,P. Pritchard,1630202.0,1.0,,
153,PT02M22.00S,2024-10-30T23:37:27.5Z,1,REGULAR,2pt,Jump Shot,[],204456,93.11760840998686,27.450980392156865,1610612754,28,23,2024-10-30T23:37:31Z,1480000,False,-113.0,12.0,1,right,T. McConnell 11' pullup Jump Shot (4 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,11.34,Made,4.0,,,,,,,,,,,,,,,,,
154,PT02M05.00S,2024-10-30T23:37:44.1Z,1,REGULAR,2pt,Jump Shot,[],1628401,28.597240473061763,49.50980392156863,1610612738,28,23,2024-10-30T23:37:48Z,1490000,False,2.0,216.0,1,left,MISS D. White 21' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,16-24 Center,21.63,Missed,,,,,,,,,,,,,,,,,,
155,PT02M04.00S,2024-10-30T23:37:45.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,28,23,2024-10-30T23:37:48Z,1500000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Center,,,,154.0,,,,,,,,,,,,,,,,
157,PT02M04.00S,2024-10-30T23:37:49.7Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,28,23,2024-10-30T23:37:53Z,1520000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT02M04.00S,2024-10-30T23:37:49.7Z,1,REGULAR,substitution,in,[],1630174,,,1610612754,28,23,2024-10-30T23:37:53Z,1530000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M55.00S,2024-10-30T23:38:14.8Z,1,REGULAR,3pt,Jump Shot,[],204456,66.44218134034165,54.90196078431373,1610612754,28,23,2024-10-30T23:38:19Z,1540000,False,25.0,263.0,1,right,MISS T. McConnell 26' pullup 3PT,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,26.4,Missed,,,,,,,,,,,,,,,,,,
160,PT01M53.00S,2024-10-30T23:38:16.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,28,23,2024-10-30T23:38:19Z,1550000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,159.0,,,,,,,,,,,,,,,,
162,PT01M39.00S,2024-10-30T23:38:42.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630167,,,1610612738,28,23,2024-10-30T23:39:00Z,1570000,False,,,0,,O. Toppin shooting personal FOUL (1 PF) (Kornet 2 FT),"[1630167, 1628436]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,201246.0,1.0,0.0,Kornet,1628436.0,,,,,,,
164,PT01M39.00S,2024-10-30T23:39:04.4Z,1,REGULAR,freethrow,1 of 2,[],1628436,,,1610612738,28,24,2024-10-30T23:39:04Z,1590000,False,,,0,,L. Kornet Free Throw 1 of 2 (3 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
165,PT01M39.00S,2024-10-30T23:39:19.6Z,1,REGULAR,freethrow,2 of 2,[],1628436,,,1610612738,28,25,2024-10-30T23:39:19Z,1600000,False,,,0,,L. Kornet Free Throw 2 of 2 (4 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
166,PT01M25.00S,2024-10-30T23:39:34.9Z,1,REGULAR,3pt,Jump Shot,[],1627783,71.82982917214193,77.45098039215686,1610612754,31,25,2024-10-30T23:39:39Z,1610000,False,137.0,212.0,1,right,P. Siakam 25' 3PT  (9 PTS) (B. Mathurin 1 AST),"[1627783, 1631097]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,25.28,Made,9.0,,,,,,,,,,,,,B. Mathurin,1631097.0,1.0,,
168,PT01M07.00S,2024-10-30T23:39:51.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,32.40801576872536,74.50980392156863,1610612738,31,25,2024-10-30T23:39:58Z,1630000,False,-123.0,252.0,1,left,MISS J. Tatum 28' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,28.03,Missed,,,,,,,,,,,,,,,,,,
169,PT01M03.00S,2024-10-30T23:39:55.8Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,31,25,2024-10-30T23:39:58Z,1640000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,168.0,3.0,3.0,0.0,,,,,,,,,,,,,
170,PT01M00.00S,2024-10-30T23:39:58.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630174,91.40932982917214,50.98039215686274,1610612754,33,25,2024-10-30T23:40:20Z,1650000,False,5.0,28.0,1,right,A. Nesmith running finger roll Layup (4 PTS),[1630174],1610612754.0,IND,running finger roll,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,2.87,Made,4.0,,,,,,,,,,,,,,,,,
172,PT00M42.50S,2024-10-30T23:40:32.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,25.57490144546649,79.90196078431373,1610612738,33,25,2024-10-30T23:41:35Z,1670000,False,-150.0,188.0,1,left,MISS J. Tatum 24' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,24.01,Missed,,,,,,,,,,,,,,,,,,
173,PT00M39.70S,2024-10-30T23:40:35.1Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,33,25,2024-10-30T23:40:35Z,1680000,False,,,0,,L. Kornet REBOUND (Off:4 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,,172.0,5.0,1.0,4.0,,,,,,,,,,,,,
