actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,descriptor,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
604,PT02M43.00S,2025-03-03T00:08:38.4Z,4,REGULAR,turnover,offensive foul,[],1627783,,,1610612754,120,109,2025-03-03T00:08:38Z,5990000,False,,,0,,P. Siakam offensive foul TURNOVER (3 TO),[1627783],1610612754.0,IND,2005.0,Siakam,P. Siakam,Above the Break 3,24+ Center,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
605,PT02M34.00S,2025-03-03T00:09:00.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630200,19.530223390275953,40.19607843137255,1610612741,120,111,2025-03-03T00:09:04Z,6000000,False,49.0,131.0,1,left,T. Jones 14' floating Jump Shot (11 PTS) (J. Giddey 7 AST),"[1630200, 1630581]",1610612741.0,CHI,,Jones,T. Jones,In The Paint (Non-RA),8-16 Center,14.0,Made,11.0,J. Giddey,1630581.0,7.0,floating,,,,,,,,,,,,,,,,,,,
607,PT02M11.00S,2025-03-03T00:09:22.6Z,4,REGULAR,3pt,Jump Shot,[],1629614,95.0886990801577,2.941176470588235,1610612754,123,111,2025-03-03T00:09:26Z,6020000,False,-235.0,-6.0,1,right,A. Nembhard 3PT  (11 PTS) (P. Siakam 4 AST),"[1629614, 1627783]",1610612754.0,IND,,Nembhard,A. Nembhard,Left Corner 3,24+ Left,23.54,Made,11.0,P. Siakam,1627783.0,4.0,,,,,,,,,,,,,,,,,,,,
609,PT02M00.00S,2025-03-03T00:09:33.8Z,4,REGULAR,3pt,Jump Shot,[],1628380,30.56833114323259,76.7156862745098,1610612741,123,111,2025-03-03T00:09:38Z,6040000,False,-134.0,235.0,1,left,MISS Z. Collins 27' 3PT,[1628380],1610612741.0,CHI,,Collins,Z. Collins,Above the Break 3,24+ Left Center,27.01,Missed,,,,,,,,,,,,,,,,,,,,,,,,
610,PT01M58.00S,2025-03-03T00:09:35.8Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612754,123,111,2025-03-03T00:09:38Z,6050000,False,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612754.0,IND,,Siakam,P. Siakam,Above the Break 3,24+ Left Center,,,,,,,,,,,609.0,6.0,5.0,1.0,,,,,,,,,,,,
611,PT01M46.00S,2025-03-03T00:09:48.5Z,4,REGULAR,2pt,Jump Shot,[],1627783,90.48948751642575,19.852941176470587,1610612754,125,111,2025-03-03T00:09:52Z,6060000,False,-151.0,37.0,1,right,P. Siakam 15' step back Jump Shot (20 PTS) (T. Haliburton 11 AST),"[1627783, 1630169]",1610612754.0,IND,,Siakam,P. Siakam,Mid-Range,8-16 Left,15.52,Made,20.0,T. Haliburton,1630169.0,11.0,step back,,,,,,,,,,,,,,,,,,,
613,PT01M31.00S,2025-03-03T00:10:06.3Z,4,REGULAR,3pt,Jump Shot,[],1641824,7.5722733245729295,5.147058823529411,1610612741,125,111,2025-03-03T00:10:10Z,6080000,False,224.0,19.0,1,left,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,Buzelis,M. Buzelis,Right Corner 3,24+ Right,22.51,Missed,,,,,,,,,,,,,,,,,,,,,,,,
614,PT01M28.00S,2025-03-03T00:10:09.6Z,4,REGULAR,rebound,offensive,[],1630581,,,1610612741,125,111,2025-03-03T00:10:09Z,6090000,False,,,0,,J. Giddey REBOUND (Off:3 Def:6),[1630581],1610612741.0,CHI,,Giddey,J. Giddey,Right Corner 3,24+ Right,,,,,,,,,,,613.0,9.0,6.0,3.0,,,,,,,,,,,,
615,PT01M27.00S,2025-03-03T00:10:10.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,5.995400788436268,51.470588235294116,1610612741,125,111,2025-03-03T00:10:19Z,6100000,False,-7.0,4.0,1,left,MISS J. Giddey putback Layup - blocked,"[1630581, 1626167]",1610612741.0,CHI,,Giddey,J. Giddey,Restricted Area,0-8 Center,0.84,Missed,,,,,putback,,,,,,,,,,,,Turner,1626167.0,,,,,,
616,PT01M27.00S,2025-03-03T00:10:10.0Z,4,REGULAR,block,,[],1626167,,,1610612741,125,111,2025-03-03T00:10:11Z,6110000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,Turner,M. Turner,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT01M27.00S,2025-03-03T00:10:10.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612741,125,111,2025-03-03T00:10:12Z,6120000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,Restricted Area,0-8 Center,,,,,,,,,,,615.0,,,,,,,,,,,,,,,
619,PT01M24.00S,2025-03-03T00:10:30.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629614,,,1610612741,125,111,2025-03-03T00:10:35Z,6140000,False,,,0,,A. Nembhard shooting personal FOUL (2 PF) (Giddey 2 FT),"[1629614, 1630581]",1610612754.0,IND,202056.0,Nembhard,A. Nembhard,In The Paint (Non-RA),8-16 Right,,,,,,,shooting,,,,,,,,2.0,0.0,Giddey,1630581.0,,,,,,,,
621,PT01M24.00S,2025-03-03T00:10:56.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630581,,,1610612741,125,111,2025-03-03T00:10:56Z,6160000,False,,,0,,MISS J. Giddey Free Throw 1 of 2,[1630581],1610612741.0,CHI,,Giddey,J. Giddey,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,,
622,PT01M24.00S,2025-03-03T00:10:56.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,125,111,2025-03-03T00:10:56Z,6170000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,621.0,,,,,,,,,,,,,,,
623,PT01M24.00S,2025-03-03T00:10:56.8Z,4,REGULAR,substitution,out,[],1629632,,,1610612741,125,111,2025-03-03T00:11:01Z,6180000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT01M24.00S,2025-03-03T00:10:56.8Z,4,REGULAR,substitution,in,[],1631207,,,1610612741,125,111,2025-03-03T00:11:01Z,6190000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT01M24.00S,2025-03-03T00:11:17.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630581,,,1610612741,125,112,2025-03-03T00:11:17Z,6200000,False,,,0,,J. Giddey Free Throw 2 of 2 (18 PTS),[1630581],1610612741.0,CHI,,Giddey,J. Giddey,,,,Made,18.0,,,,,,,,,,,,,,,,,,,,,,,
626,PT01M02.00S,2025-03-03T00:11:41.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,91.67214191852825,48.77450980392157,1610612754,127,112,2025-03-03T00:11:45Z,6210000,False,-6.0,26.0,1,right,M. Turner cutting DUNK (16 PTS) (T. Haliburton 12 AST),"[1626167, 1630169]",1610612754.0,IND,,Turner,M. Turner,Restricted Area,0-8 Center,2.65,Made,16.0,T. Haliburton,1630169.0,12.0,cutting,,,,,,,,,,,,,,,,,,,
628,PT01M02.00S,2025-03-03T00:11:47.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,127,112,2025-03-03T00:11:47Z,6230000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,out,[],1630169,,,1610612741,127,112,2025-03-03T00:13:27Z,6240000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,out,[],1630174,,,1610612741,127,112,2025-03-03T00:13:27Z,6250000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,out,[],1626167,,,1610612741,127,112,2025-03-03T00:13:27Z,6260000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,out,[],1627783,,,1610612741,127,112,2025-03-03T00:13:27Z,6270000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,out,[],1630581,,,1610612741,127,112,2025-03-03T00:13:27Z,6280000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,out,[],1628380,,,1610612741,127,112,2025-03-03T00:13:27Z,6290000,False,,,0,,SUB out: Z. Collins,[1628380],1610612741.0,CHI,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,out,[],1630200,,,1610612741,127,112,2025-03-03T00:13:27Z,6300000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,in,[],1641767,,,1610612741,127,112,2025-03-03T00:13:27Z,6310000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,in,[],1641716,,,1610612741,127,112,2025-03-03T00:13:27Z,6320000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,in,[],1642277,,,1610612741,127,112,2025-03-03T00:13:27Z,6330000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,in,[],1628396,,,1610612741,127,112,2025-03-03T00:13:27Z,6340000,False,,,0,,SUB in: T. Bradley,[1628396],1610612754.0,IND,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,in,[],1628975,,,1610612741,127,112,2025-03-03T00:13:27Z,6350000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,in,[],1641763,,,1610612741,127,112,2025-03-03T00:13:27Z,6360000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,in,[],1629659,,,1610612741,127,112,2025-03-03T00:13:27Z,6370000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612741.0,CHI,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,out,[],1629614,,,1610612741,127,112,2025-03-03T00:13:52Z,6380000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M02.00S,2025-03-03T00:12:51.0Z,4,REGULAR,substitution,in,[],201949,,,1610612741,127,112,2025-03-03T00:13:52Z,6390000,False,,,0,,SUB in: J. Johnson,[201949],1610612754.0,IND,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M48.30S,2025-03-03T00:14:09.5Z,4,REGULAR,3pt,Jump Shot,[],1641824,20.71287779237845,91.42156862745098,1610612741,127,112,2025-03-03T00:14:13Z,6400000,False,-207.0,142.0,1,left,MISS M. Buzelis 25' 3PT,[1641824],1610612741.0,CHI,,Buzelis,M. Buzelis,Above the Break 3,24+ Left Center,25.12,Missed,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M45.70S,2025-03-03T00:14:12.1Z,4,REGULAR,rebound,defensive,[],1641767,,,1610612754,127,112,2025-03-03T00:14:13Z,6410000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:4),[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,Above the Break 3,24+ Left Center,,,,,,,,,,,645.0,4.0,4.0,0.0,,,,,,,,,,,,
647,PT00M23.00S,2025-03-03T00:14:39.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612754,127,112,2025-03-03T00:14:43Z,6420000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,203591.0,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M00.00S,2025-03-03T00:15:12.8Z,4,REGULAR,period,end,[],0,,,1610612741,127,112,2025-03-03T00:15:12Z,6430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M00.00S,2025-03-03T00:15:16.6Z,4,REGULAR,game,end,[],0,,,0,127,112,2025-03-03T00:15:16Z,6440000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
