actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
513,PT12M00.00S,2025-12-05T01:53:38.7Z,4,REGULAR,substitution,out,['startperiod'],1630551,,,1610612764,86,109,2025-12-05T01:53:52Z,4990000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2025-12-05T01:53:38.7Z,4,REGULAR,substitution,out,['startperiod'],1642364,,,1610612764,86,109,2025-12-05T01:53:52Z,5000000,False,,,0,,SUB out: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2025-12-05T01:53:38.7Z,4,REGULAR,substitution,out,['startperiod'],1628401,,,1610612764,86,109,2025-12-05T01:53:52Z,5010000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2025-12-05T01:53:38.7Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612764,86,109,2025-12-05T01:53:52Z,5020000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2025-12-05T01:53:38.7Z,4,REGULAR,substitution,in,['startperiod'],1628963,,,1610612764,86,109,2025-12-05T01:53:52Z,5030000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2025-12-05T01:53:38.7Z,4,REGULAR,substitution,in,['startperiod'],203114,,,1610612764,86,109,2025-12-05T01:53:52Z,5040000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2025-12-05T01:53:38.7Z,4,REGULAR,substitution,in,['startperiod'],1642864,,,1610612764,86,109,2025-12-05T01:53:52Z,5050000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2025-12-05T01:54:08.3Z,4,REGULAR,period,start,[],0,,,1610612738,86,109,2025-12-05T01:54:08Z,5060000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT11M44.00S,2025-12-05T01:54:24.2Z,4,REGULAR,3pt,Jump Shot,[],1629014,72.35545335085413,8.823529411764707,1610612738,86,112,2025-12-05T01:54:28Z,5070000,False,-206.0,207.0,1,right,A. Simons 29' 3PT pullup (7 PTS),[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,29.22,Made,7.0,,,,,,,,,,,,,,,,,
522,PT11M28.00S,2025-12-05T01:54:42.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,2.496714848883059,40.908394607843135,1610612764,86,112,2025-12-05T01:55:35Z,5080000,False,45.0,-29.0,1,left,MISS W. Riley driving Layup - blocked,"[1642860, 1629674]",1610612764.0,WAS,driving,,,Riley,W. Riley,,,,,In The Paint (Non-RA),0-8 Center,5.4,Missed,,,,,,,,,,,,,,,,,Queta,1629674.0
523,PT11M28.00S,2025-12-05T01:54:42.3Z,4,REGULAR,block,,[],1629674,,,1610612764,86,112,2025-12-05T01:54:45Z,5090000,False,,,0,,N. Queta BLOCK (4 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
524,PT11M26.00S,2025-12-05T01:54:44.3Z,4,REGULAR,rebound,defensive,[],1631248,,,1610612738,86,112,2025-12-05T01:55:35Z,5100000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:2),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,522.0,,,3.0,2.0,1.0,,,,,,,,
525,PT11M22.00S,2025-12-05T01:54:48.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642864,93.77463863337714,46.32352941176471,1610612738,86,112,2025-12-05T01:55:53Z,5110000,False,-18.0,6.0,1,right,MISS H. González running Layup,[1642864],1610612738.0,BOS,running,,,González,H. González,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
526,PT11M21.00S,2025-12-05T01:54:49.1Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,86,112,2025-12-05T01:55:53Z,5120000,False,,,0,,P. Pritchard REBOUND (Off:4 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,525.0,,,5.0,1.0,4.0,,,,,,,,
527,PT11M20.00S,2025-12-05T01:54:50.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1630202,93.64323258869908,47.794117647058826,1610612738,86,112,2025-12-05T01:56:11Z,5130000,False,-11.0,7.0,1,right,MISS P. Pritchard Layup,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
528,PT11M19.00S,2025-12-05T01:54:51.2Z,4,REGULAR,rebound,defensive,[],1642267,,,1610612764,86,112,2025-12-05T01:56:11Z,5140000,False,,,0,,B. Carrington REBOUND (Off:1 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Restricted Area,0-8 Center,,,,,,,527.0,,,3.0,2.0,1.0,,,,,,,,
529,PT10M56.00S,2025-12-05T01:55:11.5Z,4,REGULAR,turnover,lost ball,[],203114,,,1610612764,86,112,2025-12-05T01:55:15Z,5150000,False,,,0,,K. Middleton lost ball TURNOVER (2 TO),"[203114, 1629014]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,,,,,,,,2.0,,,,,,,,Simons,1629014.0,,
530,PT10M56.00S,2025-12-05T01:55:11.5Z,4,REGULAR,steal,,[],1629014,,,1610612738,86,112,2025-12-05T01:55:13Z,5160000,False,,,0,,A. Simons STEAL (1 STL),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
531,PT10M47.00S,2025-12-05T01:55:20.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629674,93.11760840998686,45.83333333333333,1610612738,86,114,2025-12-05T01:55:24Z,5170000,False,-21.0,12.0,1,right,N. Queta Layup (15 PTS) (P. Pritchard 7 AST),"[1629674, 1630202]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,2.41,Made,15.0,P. Pritchard,1630202.0,7.0,,,,,,,,,,,,,,
533,PT10M31.00S,2025-12-05T01:55:38.7Z,4,REGULAR,foul,personal,['2freethrow'],1629674,,,1610612764,86,114,2025-12-05T01:55:44Z,5190000,False,,,0,,N. Queta shooting personal FOUL (4 PF) (Bagley III 2 FT),"[1629674, 1628963]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,,,,,4.0,0.0,Bagley III,1628963.0,,,,
535,PT10M31.00S,2025-12-05T01:56:12.4Z,4,REGULAR,freethrow,1 of 2,[],1628963,,,1610612764,86,114,2025-12-05T01:56:12Z,5210000,False,,,0,,MISS M. Bagley III Free Throw 1 of 2,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
536,PT10M31.00S,2025-12-05T01:56:12.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,86,114,2025-12-05T01:56:12Z,5220000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,
537,PT10M31.00S,2025-12-05T01:56:12.4Z,4,REGULAR,freethrow,2 of 2,[],1628963,,,1610612764,86,114,2025-12-05T01:56:33Z,5230000,False,,,0,,MISS M. Bagley III Free Throw 2 of 2,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
538,PT10M28.00S,2025-12-05T01:56:15.4Z,4,REGULAR,rebound,defensive,[],1642864,,,1610612738,86,114,2025-12-05T01:56:33Z,5240000,False,,,0,,H. González REBOUND (Off:0 Def:2),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,537.0,,,2.0,2.0,0.0,,,,,,,,
539,PT10M21.00S,2025-12-05T01:56:39.8Z,4,REGULAR,3pt,Jump Shot,[],1629014,65.1281208935611,43.38235294117647,1610612738,86,117,2025-12-05T01:56:44Z,5250000,False,-33.0,275.0,1,right,A. Simons 27' 3PT pullup (10 PTS),[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,27.73,Made,10.0,,,,,,,,,,,,,,,,,
540,PT10M01.00S,2025-12-05T01:56:59.2Z,4,REGULAR,turnover,bad pass,[],203468,,,1610612764,86,117,2025-12-05T01:57:04Z,5260000,False,,,0,,C. McCollum bad pass TURNOVER (3 TO),"[203468, 1629014]",1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,3.0,,,,,,,,Simons,1629014.0,,
541,PT10M01.00S,2025-12-05T01:56:59.2Z,4,REGULAR,steal,,[],1629014,,,1610612738,86,117,2025-12-05T02:00:30Z,5270000,False,,,0,,A. Simons STEAL (2 STL),[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
542,PT09M54.00S,2025-12-05T01:57:06.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630202,87.72996057818659,39.705882352941174,1610612738,86,119,2025-12-05T01:57:16Z,5280000,False,-51.0,63.0,1,right,P. Pritchard 8' running Jump Shot (17 PTS),[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Left,8.12,Made,17.0,,,,,,,,,,,,,,,,,
543,PT09M39.00S,2025-12-05T01:57:22.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,5.601182654402102,37.745098039215684,1610612764,88,119,2025-12-05T01:57:26Z,5290000,False,61.0,0.0,1,left,C. McCollum 6' driving floating bank Jump Shot (19 PTS),[203468],1610612764.0,WAS,driving floating bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.13,Made,19.0,,,,,,,,,,,,,,,,,
544,PT09M29.00S,2025-12-05T01:57:32.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,89.17542706964521,53.67647058823529,1610612738,88,119,2025-12-05T01:57:43Z,5300000,False,18.0,49.0,1,right,MISS P. Pritchard driving Layup - blocked,"[1630202, 203468]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,,,,,,McCollum,203468.0
545,PT09M29.00S,2025-12-05T01:57:32.5Z,4,REGULAR,block,,[],203468,,,1610612738,88,119,2025-12-05T01:57:57Z,5310000,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
546,PT09M26.00S,2025-12-05T01:57:35.5Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,88,119,2025-12-05T01:57:35Z,5320000,False,,,0,,P. Pritchard REBOUND (Off:5 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,544.0,,,6.0,1.0,5.0,,,,,,,,
547,PT09M23.00S,2025-12-05T01:57:37.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,95.0886990801577,3.9215686274509802,1610612738,88,119,2025-12-05T01:57:45Z,5330000,False,-230.0,-6.0,1,right,MISS A. Simons 3PT,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
548,PT09M23.00S,2025-12-05T01:57:37.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,88,119,2025-12-05T01:57:45Z,5340000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,547.0,,,,,,,,,,,,,
549,PT09M23.00S,2025-12-05T01:57:41.0Z,4,REGULAR,foul,personal,[],203468,,,1610612738,88,119,2025-12-05T01:58:14Z,5350000,False,,,0,,C. McCollum loose ball personal FOUL (4 PF),"[203468, 1629674]",1610612764.0,WAS,loose ball,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,,,,,4.0,0.0,Queta,1629674.0,,,,
551,PT09M17.00S,2025-12-05T01:58:06.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,74.19513797634691,84.06862745098039,1610612738,88,122,2025-12-05T01:58:09Z,5370000,False,170.0,190.0,1,right,A. Simons 25' 3PT pullup (13 PTS),[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,25.52,Made,13.0,,,,,,,,,,,,,,,,,
553,PT08M56.00S,2025-12-05T01:58:43.6Z,4,REGULAR,3pt,Jump Shot,[],203468,34.773324572930356,56.61764705882353,1610612764,91,122,2025-12-05T01:58:49Z,5390000,False,-33.0,274.0,1,left,C. McCollum 27' 3PT pullup (22 PTS),[203468],1610612764.0,WAS,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,27.64,Made,22.0,,,,,,,,,,,,,,,,,
554,PT08M33.00S,2025-12-05T01:59:05.8Z,4,REGULAR,3pt,Jump Shot,[],1629014,69.72733245729303,18.872549019607842,1610612738,91,125,2025-12-05T01:59:13Z,5400000,False,-156.0,232.0,1,right,A. Simons 27' 3PT pullup (16 PTS),[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,27.94,Made,16.0,,,,,,,,,,,,,,,,,
555,PT08M19.00S,2025-12-05T01:59:20.1Z,4,REGULAR,turnover,lost ball,[],203468,,,1610612764,91,125,2025-12-05T01:59:24Z,5410000,False,,,0,,C. McCollum lost ball TURNOVER (4 TO),"[203468, 1629674]",1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Center,,,,,,,,,4.0,,,,,,,,Queta,1629674.0,,
556,PT08M19.00S,2025-12-05T01:59:20.1Z,4,REGULAR,steal,,[],1629674,,,1610612738,91,125,2025-12-05T01:59:21Z,5420000,False,,,0,,N. Queta STEAL (1 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
557,PT08M14.00S,2025-12-05T01:59:24.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629674,94.1688567674113,47.794117647058826,1610612738,91,127,2025-12-05T01:59:31Z,5430000,False,-11.0,2.0,1,right,N. Queta running alley-oop DUNK (17 PTS) (P. Pritchard 8 AST),"[1629674, 1630202]",1610612738.0,BOS,running alley-oop,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.12,Made,17.0,P. Pritchard,1630202.0,8.0,,,,,,,,,,,,,,
559,PT08M14.00S,2025-12-05T01:59:28.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,91,127,2025-12-05T01:59:28Z,5450000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M14.00S,2025-12-05T01:59:29.3Z,4,REGULAR,substitution,out,[],203468,,,1610612764,91,127,2025-12-05T02:02:09Z,5460000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M14.00S,2025-12-05T01:59:29.3Z,4,REGULAR,substitution,out,[],1628963,,,1610612764,91,127,2025-12-05T02:02:09Z,5470000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M14.00S,2025-12-05T01:59:29.3Z,4,REGULAR,substitution,out,[],203114,,,1610612764,91,127,2025-12-05T02:02:09Z,5480000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M14.00S,2025-12-05T01:59:29.3Z,4,REGULAR,substitution,out,[],1629674,,,1610612764,91,127,2025-12-05T02:02:09Z,5490000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M14.00S,2025-12-05T01:59:29.3Z,4,REGULAR,substitution,in,[],1641774,,,1610612764,91,127,2025-12-05T02:02:09Z,5500000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M14.00S,2025-12-05T01:59:29.3Z,4,REGULAR,substitution,in,[],1642273,,,1610612764,91,127,2025-12-05T02:02:09Z,5510000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M14.00S,2025-12-05T01:59:29.3Z,4,REGULAR,substitution,in,[],1631103,,,1610612764,91,127,2025-12-05T02:02:09Z,5520000,False,,,0,,SUB in: M. Branham,[1631103],1610612764.0,WAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT08M14.00S,2025-12-05T01:59:29.3Z,4,REGULAR,substitution,in,[],1630568,,,1610612764,91,127,2025-12-05T02:02:09Z,5530000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT08M00.00S,2025-12-05T02:02:34.6Z,4,REGULAR,2pt,Jump Shot,[],1641774,16.376478318002626,65.93137254901961,1610612764,91,127,2025-12-05T02:03:42Z,5540000,False,-80.0,101.0,1,left,MISS T. Vukcevic 12' driving floating Shot,[1641774],1610612764.0,WAS,driving floating,,,Vukcevic,T. Vukcevic,,,,,Mid-Range,8-16 Left,12.9,Missed,,,,,,,,,,,,,,,,,,
569,PT07M58.00S,2025-12-05T02:02:36.6Z,4,REGULAR,rebound,defensive,[],1631248,,,1610612738,91,127,2025-12-05T02:02:38Z,5550000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:3),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Mid-Range,8-16 Left,,,,,,,568.0,,,4.0,3.0,1.0,,,,,,,,
570,PT07M56.00S,2025-12-05T02:02:39.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,75.24638633377135,90.68627450980392,1610612738,91,130,2025-12-05T02:04:02Z,5560000,False,203.0,180.0,1,right,P. Pritchard 27' 3PT running (20 PTS) (B. Scheierman 1 AST),"[1630202, 1631248]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,27.17,Made,20.0,B. Scheierman,1631248.0,1.0,,,,,,,,,,,,,,
572,PT07M42.00S,2025-12-05T02:02:52.6Z,4,REGULAR,2pt,Jump Shot,[],1642267,19.793035479632064,67.8921568627451,1610612764,91,130,2025-12-05T02:02:58Z,5580000,False,-89.0,134.0,1,left,MISS B. Carrington 16' pullup Shot,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Mid-Range,16-24 Left Center,16.08,Missed,,,,,,,,,,,,,,,,,,
573,PT07M37.00S,2025-12-05T02:02:57.6Z,4,REGULAR,rebound,defensive,[],1630568,,,1610612738,91,130,2025-12-05T02:02:58Z,5590000,False,,,0,,L. Garza REBOUND (Off:0 Def:1),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Mid-Range,16-24 Left Center,,,,,,,572.0,,,1.0,1.0,0.0,,,,,,,,
574,PT07M22.00S,2025-12-05T02:03:12.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,86.41590013140605,48.03921568627451,1610612738,91,130,2025-12-05T02:03:15Z,5600000,False,-10.0,75.0,1,right,MISS P. Pritchard 7' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,7.58,Missed,,,,,,,,,,,,,,,,,,
575,PT07M21.00S,2025-12-05T02:03:13.1Z,4,REGULAR,rebound,defensive,[],1641774,,,1610612764,91,130,2025-12-05T02:03:15Z,5610000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:3),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,574.0,,,4.0,3.0,1.0,,,,,,,,
576,PT07M09.00S,2025-12-05T02:03:25.8Z,4,REGULAR,3pt,Jump Shot,[],1641774,4.812746386333772,95.83333333333334,1610612764,91,130,2025-12-05T02:03:30Z,5620000,False,-229.0,-7.0,1,left,MISS T. Vukcevic 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
577,PT07M07.00S,2025-12-05T02:03:27.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,91,130,2025-12-05T02:03:30Z,5630000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,576.0,,,,,,,,,,,,,
579,PT07M07.00S,2025-12-05T02:03:31.3Z,4,REGULAR,substitution,out,[],1641774,,,1610612764,91,130,2025-12-05T02:03:39Z,5650000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M07.00S,2025-12-05T02:03:31.3Z,4,REGULAR,substitution,in,[],1641715,,,1610612764,91,130,2025-12-05T02:03:39Z,5660000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M00.00S,2025-12-05T02:03:56.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642860,7.178055190538765,50.73529411764706,1610612764,93,130,2025-12-05T02:04:01Z,5670000,False,-4.0,15.0,1,left,W. Riley cutting DUNK (7 PTS) (C. Whitmore 2 AST),"[1642860, 1641715]",1610612764.0,WAS,cutting,,,Riley,W. Riley,,,,,Restricted Area,0-8 Center,1.54,Made,7.0,C. Whitmore,1641715.0,2.0,,,,,,,,,,,,,,
583,PT06M46.00S,2025-12-05T02:04:10.4Z,4,REGULAR,3pt,Jump Shot,[],1629014,67.88764783180025,85.29411764705883,1610612738,93,130,2025-12-05T02:05:25Z,5690000,False,176.0,249.0,1,right,MISS A. Simons 30' pullup 3PT,[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,30.55,Missed,,,,,,,,,,,,,,,,,,
584,PT06M44.00S,2025-12-05T02:04:12.4Z,4,REGULAR,rebound,offensive,[],1630568,,,1610612738,93,130,2025-12-05T02:05:25Z,5700000,False,,,0,,L. Garza REBOUND (Off:1 Def:1),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,Above the Break 3,24+ Right Center,,,,,,,583.0,,,2.0,1.0,1.0,,,,,,,,
585,PT06M35.00S,2025-12-05T02:04:21.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1629014,92.85479632063075,72.30392156862744,1610612738,93,130,2025-12-05T02:04:28Z,5710000,False,112.0,15.0,1,right,MISS A. Simons 11' driving floating Shot - blocked,"[1629014, 1641715]",1610612738.0,BOS,driving floating,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,11.25,Missed,,,,,,,,,,,,,,,,,Whitmore,1641715.0
586,PT06M35.00S,2025-12-05T02:04:21.7Z,4,REGULAR,block,,[],1641715,,,1610612738,93,130,2025-12-05T02:04:23Z,5720000,False,,,0,,C. Whitmore BLOCK (2 BLK),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
587,PT06M35.00S,2025-12-05T02:04:21.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,93,130,2025-12-05T02:04:28Z,5730000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,585.0,,,,,,,,,,,,,
589,PT06M34.00S,2025-12-05T02:04:41.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630568,92.46057818659659,51.9607843137255,1610612738,93,132,2025-12-05T02:04:47Z,5750000,False,10.0,18.0,1,right,L. Garza cutting Layup (2 PTS) (B. Scheierman 2 AST),"[1630568, 1631248]",1610612738.0,BOS,cutting,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,B. Scheierman,1631248.0,2.0,,,,,,,,,,,,,,
591,PT06M34.00S,2025-12-05T02:04:43.5Z,4,REGULAR,foul,personal,['1freethrow'],1631103,,,1610612738,93,132,2025-12-05T02:04:57Z,5770000,False,,,0,,M. Branham shooting personal FOUL (1 PF) (Garza 1 FT),"[1631103, 1630568]",1610612764.0,WAS,shooting,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,,,,,204058.0,,,,,1.0,0.0,Garza,1630568.0,,,,
593,PT06M34.00S,2025-12-05T02:05:13.3Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630568,,,1610612738,93,133,2025-12-05T02:05:13Z,5790000,False,,,0,,L. Garza Free Throw 1 of 1 (3 PTS),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
594,PT06M18.00S,2025-12-05T02:05:31.5Z,4,REGULAR,3pt,Jump Shot,[],1641715,36.08738501971091,28.676470588235293,1610612764,93,133,2025-12-05T02:05:37Z,5800000,False,107.0,287.0,1,left,MISS C. Whitmore 30' pullup 3PT,[1641715],1610612764.0,WAS,pullup,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,30.59,Missed,,,,,,,,,,,,,,,,,,
