actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
279,PT05M06.00S,2022-10-20T00:55:57.9Z,2,REGULAR,3pt,Jump Shot,[],1631114,69.33311432325887,64.4607843137255,1610612760,51,42,2022-10-20T00:56:04Z,2780000,72.0,236.0,1,right,J. Williams 24' 3PT  (5 PTS) (S. Gilgeous-Alexander 3 AST),"[1631114, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,24.66,Made,,,,,,,5.0,,,,S. Gilgeous-Alexander,1628983.0,3.0,,,,,
281,PT04M54.00S,2022-10-20T00:56:09.2Z,2,REGULAR,3pt,Jump Shot,[],1630162,24.129434954007884,86.51960784313727,1610612750,51,42,2022-10-20T00:56:15Z,2800000,-183.0,174.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
282,PT04M51.00S,2022-10-20T00:56:12.2Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,51,42,2022-10-20T00:56:15Z,2810000,,,0,,L. Dort REBOUND (Off:2 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,281.0,4.0,2.0,2.0,,,,,,,,,,,,
289,PT04M49.00S,2022-10-20T00:56:39.6Z,2,REGULAR,foul,offensive,[],1631114,,,1610612760,51,42,2022-10-20T00:56:47Z,2860000,,,0,,J. Williams charge offensive FOUL (2 PF),"[1631114, 1627752]",1610612760.0,OKC,charge,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Prince,1627752.0
291,PT04M49.00S,2022-10-20T00:56:39.6Z,2,REGULAR,turnover,offensive foul,[],1631114,,,1610612760,51,42,2022-10-20T00:56:39Z,2880000,,,0,,J. Williams offensive foul TURNOVER (2 TO),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,,,,,,203591.0,,,,
292,PT04M49.00S,2022-10-20T00:58:34.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,51,42,2022-10-20T00:58:41Z,2890000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M49.00S,2022-10-20T00:58:48.7Z,2,REGULAR,substitution,out,[],1626156,,,1610612750,51,42,2022-10-20T00:59:03Z,2900000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M49.00S,2022-10-20T00:58:48.7Z,2,REGULAR,substitution,in,[],1629162,,,1610612750,51,42,2022-10-20T00:59:03Z,2910000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M29.00S,2022-10-20T00:59:41.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631114,,,1610612750,51,42,2022-10-20T01:00:21Z,2920000,,,0,,J. Williams shooting personal FOUL (3 PF) (McDaniels 2 FT),"[1631114, 1630183]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2002.0,3.0,0.0,McDaniels,1630183.0
297,PT04M29.00S,2022-10-20T01:00:51.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612750,51,42,2022-10-20T01:00:51Z,2940000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT04M29.00S,2022-10-20T01:02:39.0Z,2,REGULAR,substitution,out,[],1631114,,,1610612750,51,42,2022-10-20T01:02:51Z,2960000,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M29.00S,2022-10-20T01:02:39.0Z,2,REGULAR,substitution,in,[],1630581,,,1610612750,51,42,2022-10-20T01:02:51Z,2970000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M29.00S,2022-10-20T01:03:06.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630183,,,1610612750,52,42,2022-10-20T01:03:06Z,2980000,,,0,,J. McDaniels Free Throw 1 of 2 (7 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
302,PT04M29.00S,2022-10-20T01:03:21.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630183,,,1610612750,53,42,2022-10-20T01:03:21Z,2990000,,,0,,J. McDaniels Free Throw 2 of 2 (8 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
303,PT04M22.00S,2022-10-20T01:03:29.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.85479632063075,47.549019607843135,1610612760,53,42,2022-10-20T01:03:35Z,3000000,-12.0,15.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,,,
304,PT04M18.00S,2022-10-20T01:03:32.6Z,2,REGULAR,rebound,offensive,[],1628983,,,1610612760,53,42,2022-10-20T01:03:32Z,3010000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:0),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,303.0,1.0,0.0,1.0,,,,,,,,,,,,
305,PT04M18.00S,2022-10-20T01:03:32.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628983,94.40999984741211,50.0,1610612760,53,44,2022-10-20T01:03:43Z,3020000,0.0,0.0,1,right,S. Gilgeous-Alexander tip Layup (7 PTS),[1628983],1610612760.0,OKC,tip,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,7.0,,,,,,,,,,,
306,PT04M06.00S,2022-10-20T01:03:45.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,6.915243101182654,49.01960784313725,1610612750,55,44,2022-10-20T01:03:51Z,3030000,5.0,13.0,1,left,J. McLaughlin cutting Layup (2 PTS) (A. Edwards 4 AST),"[1629162, 1630162]",1610612750.0,MIN,cutting,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,1.34,Made,,,,,,,2.0,,,,A. Edwards,1630162.0,4.0,,,,,
308,PT03M53.00S,2022-10-20T01:03:57.6Z,2,REGULAR,3pt,Jump Shot,[],1629652,77.87450722733246,10.784313725490197,1610612760,55,44,2022-10-20T01:04:05Z,3050000,-196.0,155.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.03,Missed,,,,,,,,,,,,,,,,,,
309,PT03M52.00S,2022-10-20T01:03:58.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,55,44,2022-10-20T01:04:05Z,3060000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,308.0,,,,,,,,,,,,,,,
311,PT03M52.00S,2022-10-20T01:04:05.4Z,2,REGULAR,substitution,out,[],1627752,,,1610612750,55,44,2022-10-20T01:04:10Z,3080000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M52.00S,2022-10-20T01:04:05.4Z,2,REGULAR,substitution,out,[],1630544,,,1610612750,55,44,2022-10-20T01:04:10Z,3090000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M52.00S,2022-10-20T01:04:05.4Z,2,REGULAR,substitution,in,[],203497,,,1610612750,55,44,2022-10-20T01:04:10Z,3100000,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT03M52.00S,2022-10-20T01:04:05.4Z,2,REGULAR,substitution,in,[],203488,,,1610612750,55,44,2022-10-20T01:04:10Z,3110000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M42.00S,2022-10-20T01:04:27.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.176084099868594,53.55392156862745,1610612750,57,44,2022-10-20T01:04:35Z,3120000,-18.0,6.0,1,left,R. Gobert alley-oop DUNK (11 PTS) (K. Towns 7 AST),"[203497, 1626157]",1610612750.0,MIN,alley-oop,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,,11.0,,,,K. Towns,1626157.0,7.0,,,,,
317,PT03M26.00S,2022-10-20T01:04:43.0Z,2,REGULAR,2pt,Jump Shot,[],1629652,76.2976346911958,50.73529411764706,1610612760,57,44,2022-10-20T01:04:49Z,3140000,4.0,170.0,1,right,MISS L. Dort 17' pullup Shot,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,17.03,Missed,,,,,,,,,,,,,,,,,,
318,PT03M22.00S,2022-10-20T01:04:47.0Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,57,44,2022-10-20T01:04:49Z,3150000,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,,,317.0,3.0,3.0,0.0,,,,,,,,,,,,
319,PT03M19.00S,2022-10-20T01:04:50.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629162,6.652431011826544,50.49019607843137,1610612750,59,44,2022-10-20T01:06:06Z,3160000,-2.0,10.0,1,left,J. McLaughlin running Layup (4 PTS) (A. Edwards 5 AST),"[1629162, 1630162]",1610612750.0,MIN,running,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,1.03,Made,,,,,,,4.0,,,,A. Edwards,1630162.0,5.0,,,,,
321,PT03M02.00S,2022-10-20T01:05:06.7Z,2,REGULAR,3pt,Jump Shot,[],203488,68.67608409986859,60.29411764705882,1610612760,59,44,2022-10-20T01:05:12Z,3180000,51.0,242.0,1,right,MISS M. Muscala 24' 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,,,,,,,,,,,
322,PT02M59.00S,2022-10-20T01:05:09.7Z,2,REGULAR,rebound,defensive,[],1629162,,,1610612750,59,44,2022-10-20T01:05:12Z,3190000,,,0,,J. McLaughlin REBOUND (Off:0 Def:2),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Center,,,,,321.0,2.0,2.0,0.0,,,,,,,,,,,,
323,PT02M40.00S,2022-10-20T01:05:29.8Z,2,REGULAR,3pt,Jump Shot,[],1629162,23.99802890932983,86.51960784313727,1610612750,59,44,2022-10-20T01:05:33Z,3200000,-183.0,173.0,1,left,MISS J. McLaughlin 25' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
324,PT02M38.00S,2022-10-20T01:05:31.8Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,59,44,2022-10-20T01:05:33Z,3210000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,323.0,2.0,1.0,1.0,,,,,,,,,,,,
325,PT02M33.00S,2022-10-20T01:05:38.0Z,2,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612760,59,44,2022-10-20T01:05:53Z,3220000,,,0,,K. Towns shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1626157, 1628983]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Gilgeous-Alexander,1628983.0
327,PT02M33.00S,2022-10-20T01:06:09.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628983,,,1610612760,59,45,2022-10-20T01:08:33Z,3240000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (8 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
328,PT02M33.00S,2022-10-20T01:06:09.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628983,,,1610612760,59,46,2022-10-20T01:08:33Z,3250000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (9 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
329,PT02M20.00S,2022-10-20T01:06:45.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,14.668199737187912,59.80392156862745,1610612750,61,46,2022-10-20T01:06:50Z,3260000,-49.0,85.0,1,left,J. McDaniels 9' pullup Jump Shot (10 PTS),[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,9.85,Made,,,,,,,10.0,,,,,,,,,,,
330,PT01M53.00S,2022-10-20T01:07:12.7Z,2,REGULAR,2pt,Jump Shot,[],203488,91.5407358738502,78.18627450980392,1610612760,61,48,2022-10-20T01:07:20Z,3270000,141.0,27.0,1,right,M. Muscala 14' Jump Shot (2 PTS) (K. Williams 1 AST),"[203488, 1629026]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Mid-Range,8-16 Right,14.35,Made,,,,,,,2.0,,,,K. Williams,1629026.0,1.0,,,,,
332,PT01M41.00S,2022-10-20T01:07:23.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629162,15.588042049934298,50.0,1610612750,61,48,2022-10-20T01:07:28Z,3290000,0.0,94.0,1,left,MISS J. McLaughlin 9' driving floating Shot - blocked,"[1629162, 1628983]",1610612750.0,MIN,driving floating,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),8-16 Center,9.4,Missed,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,
333,PT01M41.00S,2022-10-20T01:07:23.5Z,2,REGULAR,block,,[],1628983,,,1610612750,61,48,2022-10-20T01:11:03Z,3300000,,,0,,S. Gilgeous-Alexander BLOCK (2 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
334,PT01M38.00S,2022-10-20T01:07:26.5Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,61,48,2022-10-20T01:07:28Z,3310000,,,0,,J. McDaniels REBOUND (Off:3 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,332.0,3.0,0.0,3.0,,,,,,,,,,,,
335,PT01M29.00S,2022-10-20T01:07:36.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630162,7.490144546649145,45.14399509803921,1610612750,63,48,2022-10-20T01:07:44Z,3320000,24.0,18.0,1,left,A. Edwards driving Layup (7 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.02,Made,,,,,,,7.0,,,,,,,,,,,
336,PT01M23.00S,2022-10-20T01:07:44.7Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612760,63,48,2022-10-20T01:07:55Z,3330000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Dort 2 FT),"[1630183, 1629652]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Dort,1629652.0
338,PT01M23.00S,2022-10-20T01:08:28.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629652,,,1610612760,63,48,2022-10-20T01:08:28Z,3350000,,,0,,MISS L. Dort Free Throw 1 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
339,PT01M23.00S,2022-10-20T01:08:28.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,63,48,2022-10-20T01:08:28Z,3360000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,338.0,,,,,,,,,,,,,,,
340,PT01M23.00S,2022-10-20T01:08:29.6Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,63,48,2022-10-20T01:08:42Z,3370000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT01M23.00S,2022-10-20T01:08:29.6Z,2,REGULAR,substitution,in,[],1630544,,,1610612760,63,48,2022-10-20T01:08:42Z,3380000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT01M23.00S,2022-10-20T01:08:58.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629652,,,1610612760,63,49,2022-10-20T01:08:58Z,3390000,,,0,,L. Dort Free Throw 2 of 2 (3 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
343,PT01M09.00S,2022-10-20T01:09:13.4Z,2,REGULAR,3pt,Jump Shot,[],1630183,13.87976346911958,5.147058823529411,1610612750,63,49,2022-10-20T01:09:17Z,3400000,224.0,78.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.75,Missed,,,,,,,,,,,,,,,,,,
344,PT01M06.00S,2022-10-20T01:09:16.4Z,2,REGULAR,rebound,defensive,[],203488,,,1610612760,63,49,2022-10-20T01:09:17Z,3410000,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Right Corner 3,24+ Right,,,,,343.0,1.0,1.0,0.0,,,,,,,,,,,,
345,PT00M57.70S,2022-10-20T01:09:25.3Z,2,REGULAR,2pt,Jump Shot,[],1629026,89.83245729303549,30.637254901960787,1610612760,63,49,2022-10-20T01:09:30Z,3420000,-97.0,43.0,1,right,MISS K. Williams 10' step back Shot,[1629026],1610612760.0,OKC,step back,,,Williams,K. Williams,,,,,Mid-Range,8-16 Left,10.6,Missed,,,,,,,,,,,,,,,,,,
346,PT00M55.90S,2022-10-20T01:09:27.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,63,49,2022-10-20T01:09:30Z,3430000,,,0,,R. Gobert REBOUND (Off:2 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,,345.0,7.0,5.0,2.0,,,,,,,,,,,,
347,PT00M46.30S,2022-10-20T01:09:37.4Z,2,REGULAR,3pt,Jump Shot,[],1630162,22.421156373193167,88.97058823529412,1610612750,63,49,2022-10-20T01:09:44Z,3440000,-195.0,158.0,1,left,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.11,Missed,,,,,,,,,,,,,,,,,,
348,PT00M44.40S,2022-10-20T01:09:39.3Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,63,49,2022-10-20T01:09:44Z,3450000,,,0,,R. Gobert REBOUND (Off:3 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,347.0,8.0,5.0,3.0,,,,,,,,,,,,
349,PT00M44.40S,2022-10-20T01:09:41.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612750,65,49,2022-10-20T01:09:52Z,3460000,0.0,0.0,1,left,R. Gobert tip Layup (13 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,13.0,,,,,,,,,,,
350,PT00M30.20S,2022-10-20T01:09:55.9Z,2,REGULAR,3pt,Jump Shot,[],203488,94.69448094612353,95.09803921568627,1610612760,65,49,2022-10-20T01:10:01Z,3470000,225.0,-3.0,1,right,MISS M. Muscala 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
351,PT00M26.80S,2022-10-20T01:09:59.3Z,2,REGULAR,rebound,offensive,[],1628983,,,1610612760,65,49,2022-10-20T01:10:01Z,3480000,,,0,,S. Gilgeous-Alexander REBOUND (Off:2 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Right Corner 3,24+ Right,,,,,350.0,3.0,1.0,2.0,,,,,,,,,,,,
352,PT00M25.20S,2022-10-20T01:10:00.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628983,96.27135348226018,95.09803921568627,1610612760,65,52,2022-10-20T01:10:06Z,3490000,225.0,-17.0,1,right,S. Gilgeous-Alexander 3PT step back (12 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Right Corner 3,24+ Right,22.62,Made,,,,,,,12.0,,,,,,,,,,,
353,PT00M04.80S,2022-10-20T01:10:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.623521681997373,50.245098039215684,1610612750,65,52,2022-10-20T01:10:33Z,3500000,-1.0,29.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
354,PT00M03.80S,2022-10-20T01:10:28.4Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,65,52,2022-10-20T01:10:43Z,3510000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,353.0,1.0,1.0,0.0,,,,,,,,,,,,
355,PT00M00.40S,2022-10-20T01:10:32.0Z,2,REGULAR,3pt,Jump Shot,[],1630544,51.98751642575559,11.27450980392157,1610612760,65,52,2022-10-20T01:10:56Z,3520000,-194.0,399.0,1,right,MISS T. Mann 44' running 3PT,[1630544],1610612760.0,OKC,running,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,44.33,Missed,,,,,,,,,,,,,,,,,,
356,PT00M00.10S,2022-10-20T01:10:32.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,65,52,2022-10-20T01:10:56Z,3530000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,355.0,,,,,,,,,,,,,,,
357,PT00M00.00S,2022-10-20T01:10:37.2Z,2,REGULAR,period,end,[],0,,,1610612760,65,52,2022-10-20T01:10:37Z,3540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-10-20T01:25:17.2Z,3,REGULAR,substitution,out,['startperiod'],1629162,,,1610612760,65,52,2022-10-20T01:25:38Z,3550000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-10-20T01:25:17.2Z,3,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,65,52,2022-10-20T01:25:38Z,3560000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-10-20T01:25:17.2Z,3,REGULAR,substitution,out,['startperiod'],1629026,,,1610612760,65,52,2022-10-20T01:25:38Z,3570000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-10-20T01:25:17.2Z,3,REGULAR,substitution,out,['startperiod'],1630544,,,1610612760,65,52,2022-10-20T01:25:38Z,3580000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-10-20T01:25:17.2Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612760,65,52,2022-10-20T01:25:38Z,3590000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-10-20T01:25:17.2Z,3,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,65,52,2022-10-20T01:25:38Z,3600000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-10-20T01:25:17.2Z,3,REGULAR,substitution,in,['startperiod'],1630197,,,1610612760,65,52,2022-10-20T01:25:38Z,3610000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-10-20T01:25:17.2Z,3,REGULAR,substitution,in,['startperiod'],1630526,,,1610612760,65,52,2022-10-20T01:25:38Z,3620000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-10-20T01:25:38.8Z,3,REGULAR,period,start,[],0,,,1610612760,65,52,2022-10-20T01:25:38Z,3630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M48.00S,2022-10-20T01:25:50.0Z,3,REGULAR,turnover,bad pass,[],1630581,,,1610612760,65,52,2022-10-20T01:25:56Z,3640000,,,0,,J. Giddey bad pass TURNOVER (4 TO),"[1630581, 1630183]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,4.0,McDaniels,1630183.0,,,,,,,,
