actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
337,PT08M06.00S,2023-03-08T01:51:40.4Z,3,REGULAR,freethrow,1 of 3,[],201144,,,1610612750,51,70,2023-03-08T01:51:40Z,3250000,False,,,0,,M. Conley Free Throw 1 of 3 (4 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
338,PT08M06.00S,2023-03-08T01:51:49.9Z,3,REGULAR,freethrow,2 of 3,[],201144,,,1610612750,52,70,2023-03-08T01:51:49Z,3260000,False,,,0,,M. Conley Free Throw 2 of 3 (5 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
339,PT08M06.00S,2023-03-08T01:52:04.6Z,3,REGULAR,freethrow,3 of 3,[],201144,,,1610612750,53,70,2023-03-08T01:52:04Z,3270000,False,,,0,,M. Conley Free Throw 3 of 3 (6 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
340,PT07M42.00S,2023-03-08T01:52:30.0Z,3,REGULAR,3pt,Jump Shot,[],1630178,25.706307490144546,86.02941176470588,1610612755,53,73,2023-03-08T01:52:36Z,3280000,False,-180.0,189.0,1,left,T. Maxey 26' 3PT  (17 PTS) (T. Harris 3 AST),"[1630178, 202699]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,26.11,Made,17.0,T. Harris,202699.0,3.0,,,,,,,,,,
342,PT07M22.00S,2023-03-08T01:52:50.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203497,89.96386333771353,55.88235294117647,1610612750,53,73,2023-03-08T01:52:54Z,3300000,False,29.0,42.0,1,right,MISS R. Gobert cutting Layup,[203497],1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.11,Missed,,,,,,,,,,,,,,
343,PT07M20.00S,2023-03-08T01:52:51.6Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,53,73,2023-03-08T01:52:51Z,3310000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,342.0,2.0,1.0,1.0,,,,
344,PT07M19.00S,2023-03-08T01:52:53.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,93.77463863337714,95.34313725490196,1610612750,56,73,2023-03-08T02:14:49Z,3320000,False,227.0,6.0,1,right,J. McDaniels 3PT step back (3 PTS),[1630183],1610612750.0,MIN,step back,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,,,22.68,Made,3.0,,,,,,,,,,,,,
345,PT06M56.00S,2023-03-08T01:53:17.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,9.017739816031538,51.470588235294116,1610612755,56,73,2023-03-08T02:15:38Z,3330000,False,-7.0,32.0,1,left,MISS J. Embiid driving Layup - blocked,"[203954, 203937]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,3.31,Missed,,,,,Anderson,203937.0,,,,,,,,
347,PT06M56.00S,2023-03-08T01:53:17.8Z,3,REGULAR,block,,[],203937,,,1610612755,56,73,2023-03-08T01:53:31Z,3335000,False,,,0,,K. Anderson BLOCK (1 BLK),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
346,PT06M56.00S,2023-03-08T01:53:17.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,56,73,2023-03-08T01:53:31Z,3340000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,345.0,,,,,,,
348,PT06M53.00S,2023-03-08T01:53:36.8Z,3,REGULAR,turnover,traveling,[],1629001,,,1610612755,56,73,2023-03-08T01:53:44Z,3350000,False,,,0,,D. Melton traveling TURNOVER (2 TO),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,2.0,,,202026.0,,,,,,,,,,,,,,,,
350,PT06M30.00S,2023-03-08T01:54:10.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630162,83.26215505913272,50.49019607843137,1610612750,58,73,2023-03-08T01:54:16Z,3360000,False,2.0,105.0,1,right,A. Edwards 10' pullup Jump Shot (27 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.48,Made,27.0,,,,,,,,,,,,,
352,PT06M08.00S,2023-03-08T01:54:32.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,8.360709592641262,53.431372549019606,1610612755,58,73,2023-03-08T01:54:39Z,3380000,False,-17.0,26.0,1,left,MISS T. Maxey driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,3.13,Missed,,,,,,,,,,,,,,
353,PT06M07.00S,2023-03-08T01:54:33.5Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,58,73,2023-03-08T01:54:39Z,3390000,False,,,0,,A. Edwards REBOUND (Off:0 Def:5),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,352.0,5.0,5.0,0.0,,,,
354,PT05M56.00S,2023-03-08T01:54:44.8Z,3,REGULAR,3pt,Jump Shot,[],201144,68.9388961892247,27.205882352941174,1610612750,58,73,2023-03-08T01:54:49Z,3400000,False,-114.0,239.0,1,right,MISS M. Conley 26' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,26.52,Missed,,,,,,,,,,,,,,
355,PT05M54.00S,2023-03-08T01:54:46.8Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,58,73,2023-03-08T01:54:50Z,3410000,False,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,354.0,5.0,5.0,0.0,,,,
356,PT05M49.00S,2023-03-08T01:54:55.5Z,3,REGULAR,foul,personal,[],1630183,,,1610612755,58,73,2023-03-08T01:56:07Z,3420000,False,,,0,,J. McDaniels personal FOUL (2 PF),"[1630183, 1630178]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,2005.0,,,,,,,,,,,,,2.0,0.0,Maxey,1630178.0
358,PT05M49.00S,2023-03-08T01:55:03.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,58,73,2023-03-08T01:55:03Z,3440000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT05M49.00S,2023-03-08T01:58:17.0Z,3,REGULAR,substitution,out,[],201144,,,1610612755,58,73,2023-03-08T01:58:38Z,3450000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT05M49.00S,2023-03-08T01:58:17.0Z,3,REGULAR,substitution,out,[],203497,,,1610612755,58,73,2023-03-08T01:58:38Z,3460000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT05M49.00S,2023-03-08T01:58:17.0Z,3,REGULAR,substitution,in,[],1629638,,,1610612755,58,73,2023-03-08T01:58:38Z,3470000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT05M49.00S,2023-03-08T01:58:17.0Z,3,REGULAR,substitution,in,[],1629675,,,1610612755,58,73,2023-03-08T01:58:38Z,3480000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT05M32.00S,2023-03-08T01:58:50.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,18.610381077529567,53.18627450980392,1610612755,58,73,2023-03-08T02:00:29Z,3490000,False,-16.0,122.0,1,left,MISS T. Maxey 12' driving floating Shot - blocked,"[1630178, 1630183]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,12.34,Missed,,,,,McDaniels,1630183.0,,,,,,,,
364,PT05M32.00S,2023-03-08T01:58:50.1Z,3,REGULAR,block,,[],1630183,,,1610612755,58,73,2023-03-08T01:58:53Z,3500000,False,,,0,,J. McDaniels BLOCK (3 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
365,PT05M31.00S,2023-03-08T01:58:51.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,58,73,2023-03-08T02:00:29Z,3510000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,363.0,,,,,,,
366,PT05M31.00S,2023-03-08T01:58:56.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612755,58,73,2023-03-08T01:59:00Z,3520000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,2005.0,,,,,,,,,,,,,,,,
367,PT05M19.00S,2023-03-08T01:59:12.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,69.33311432325887,31.127450980392158,1610612750,58,73,2023-03-08T01:59:18Z,3530000,False,-94.0,236.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,25.4,Missed,,,,,,,,,,,,,,
368,PT05M15.00S,2023-03-08T01:59:16.8Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612755,58,73,2023-03-08T01:59:18Z,3540000,False,,,0,,D. Melton REBOUND (Off:1 Def:5),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,367.0,6.0,5.0,1.0,,,,
369,PT05M03.00S,2023-03-08T01:59:28.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,8.229303547963205,53.67647058823529,1610612755,58,73,2023-03-08T02:18:50Z,3550000,False,-18.0,25.0,1,left,MISS J. Embiid driving finger roll Layup,[203954],1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,3.1,Missed,,,,,,,,,,,,,,
370,PT05M01.00S,2023-03-08T01:59:30.7Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,58,73,2023-03-08T01:59:37Z,3560000,False,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,369.0,6.0,5.0,1.0,,,,
371,PT05M01.00S,2023-03-08T01:59:34.1Z,3,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612755,58,73,2023-03-08T01:59:43Z,3570000,False,,,0,,J. McDaniels shooting personal FOUL (3 PF) (Embiid 2 FT),"[1630183, 203954]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,202026.0,,,,,,,,,,,,,3.0,0.0,Embiid,203954.0
373,PT05M01.00S,2023-03-08T02:00:00.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203954,,,1610612755,58,74,2023-03-08T02:00:00Z,3590000,False,,,0,,J. Embiid Free Throw 1 of 2 (30 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,30.0,,,,,,,,,,,,,
374,PT05M01.00S,2023-03-08T02:00:01.7Z,3,REGULAR,substitution,out,[],1630183,,,1610612755,58,74,2023-03-08T02:00:19Z,3600000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT05M01.00S,2023-03-08T02:00:01.7Z,3,REGULAR,substitution,out,[],1630178,,,1610612755,58,74,2023-03-08T02:00:19Z,3610000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT05M01.00S,2023-03-08T02:00:01.7Z,3,REGULAR,substitution,out,[],200782,,,1610612755,58,74,2023-03-08T02:00:19Z,3620000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M01.00S,2023-03-08T02:00:01.7Z,3,REGULAR,substitution,in,[],1627752,,,1610612755,58,74,2023-03-08T02:00:19Z,3630000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT05M01.00S,2023-03-08T02:00:01.7Z,3,REGULAR,substitution,in,[],1629003,,,1610612755,58,74,2023-03-08T02:00:19Z,3640000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT05M01.00S,2023-03-08T02:00:01.7Z,3,REGULAR,substitution,in,[],1629667,,,1610612755,58,74,2023-03-08T02:00:19Z,3650000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT05M01.00S,2023-03-08T02:00:28.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203954,,,1610612755,58,75,2023-03-08T02:00:28Z,3660000,False,,,0,,J. Embiid Free Throw 2 of 2 (31 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,31.0,,,,,,,,,,,,,
381,PT04M44.00S,2023-03-08T02:00:49.9Z,3,REGULAR,foul,personal,[],203954,,,1610612750,58,75,2023-03-08T02:00:59Z,3670000,False,,,0,,J. Embiid personal FOUL (1 PF),"[203954, 1627752]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,,,,202026.0,,,,,,,,,,,,,1.0,0.0,Prince,1627752.0
383,PT04M40.00S,2023-03-08T02:01:18.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,91.27792378449409,51.9607843137255,1610612750,58,75,2023-03-08T02:01:32Z,3690000,False,10.0,29.0,1,right,MISS N. Reid driving Layup - blocked,"[1629675, 203954]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,3.11,Missed,,,,,Embiid,203954.0,,,,,,,,
384,PT04M40.00S,2023-03-08T02:01:18.1Z,3,REGULAR,block,,[],203954,,,1610612750,58,75,2023-03-08T02:01:20Z,3700000,False,,,0,,J. Embiid BLOCK (3 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
385,PT04M39.00S,2023-03-08T02:01:19.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,58,75,2023-03-08T02:01:32Z,3710000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,383.0,,,,,,,
387,PT04M36.00S,2023-03-08T02:01:34.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,71.56701708278581,19.607843137254903,1610612750,58,75,2023-03-08T02:01:39Z,3730000,False,-152.0,215.0,1,right,MISS N. Reid 26' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,26.31,Missed,,,,,,,,,,,,,,
388,PT04M32.00S,2023-03-08T02:01:38.2Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,58,75,2023-03-08T02:01:39Z,3740000,False,,,0,,T. Harris REBOUND (Off:2 Def:10),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,387.0,12.0,10.0,2.0,,,,
389,PT04M22.00S,2023-03-08T02:01:50.2Z,3,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612755,58,75,2023-03-08T02:02:16Z,3750000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Embiid 2 FT),"[1629675, 203954]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,2004.0,,,,,,,,,,,,,2.0,0.0,Embiid,203954.0
391,PT04M22.00S,2023-03-08T02:02:16.7Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,58,76,2023-03-08T02:02:16Z,3770000,False,,,0,,J. Embiid Free Throw 1 of 2 (32 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,32.0,,,,,,,,,,,,,
392,PT04M22.00S,2023-03-08T02:02:17.3Z,3,REGULAR,substitution,out,[],203937,,,1610612755,58,76,2023-03-08T02:02:21Z,3780000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M22.00S,2023-03-08T02:02:17.3Z,3,REGULAR,substitution,in,[],1629162,,,1610612755,58,76,2023-03-08T02:02:21Z,3790000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT04M22.00S,2023-03-08T02:02:39.3Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,58,77,2023-03-08T02:02:39Z,3800000,False,,,0,,J. Embiid Free Throw 2 of 2 (33 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,33.0,,,,,,,,,,,,,
395,PT04M11.00S,2023-03-08T02:02:51.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,91.80354796320631,48.529411764705884,1610612750,60,77,2023-03-08T02:02:58Z,3810000,False,-7.0,25.0,1,right,N. Reid Layup (7 PTS) (T. Prince 2 AST),"[1629675, 1627752]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,2.56,Made,7.0,T. Prince,1627752.0,2.0,,,,,,,,,,
397,PT03M57.00S,2023-03-08T02:03:07.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.915243101182654,53.67647058823529,1610612755,60,79,2023-03-08T02:21:25Z,3830000,False,-18.0,13.0,1,left,J. Embiid driving finger roll Layup (35 PTS) (S. Milton 3 AST),"[203954, 1629003]",1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,2.22,Made,35.0,S. Milton,1629003.0,3.0,,,,,,,,,,
399,PT03M57.00S,2023-03-08T02:03:13.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629675,,,1610612755,60,79,2023-03-08T02:03:37Z,3850000,False,,,0,,N. Reid shooting personal FOUL (3 PF) (Embiid 1 FT),"[1629675, 203954]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,2005.0,,,,,,,,,,,,,3.0,0.0,Embiid,203954.0
401,PT03M57.00S,2023-03-08T02:03:40.9Z,3,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,60,80,2023-03-08T02:03:40Z,3870000,False,,,0,,J. Embiid Free Throw 1 of 1 (36 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,36.0,,,,,,,,,,,,,
402,PT03M45.00S,2023-03-08T02:03:56.6Z,3,REGULAR,foul,personal,['2freethrow'],202699,,,1610612750,60,80,2023-03-08T02:04:03Z,3880000,False,,,0,,T. Harris shooting personal FOUL (2 PF) (Prince 2 FT),"[202699, 1627752]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,2005.0,,,,,,,,,,,,,2.0,0.0,Prince,1627752.0
404,PT03M45.00S,2023-03-08T02:04:28.0Z,3,REGULAR,freethrow,1 of 2,[],1627752,,,1610612750,61,80,2023-03-08T02:04:58Z,3900000,False,,,0,,T. Prince Free Throw 1 of 2 (3 PTS),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
405,PT03M45.00S,2023-03-08T02:04:28.0Z,3,REGULAR,freethrow,2 of 2,[],1627752,,,1610612750,61,80,2023-03-08T02:04:58Z,3910000,False,,,0,,MISS T. Prince Free Throw 2 of 2,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
406,PT03M43.00S,2023-03-08T02:04:30.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,61,80,2023-03-08T02:04:58Z,3920000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,405.0,,,,,,,
408,PT03M39.00S,2023-03-08T02:05:04.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627752,95.3515111695138,16.911764705882355,1610612750,63,80,2023-03-08T02:05:12Z,3940000,False,-165.0,-9.0,1,right,T. Prince 16' step back Jump Shot (5 PTS),[1627752],1610612750.0,MIN,step back,,,Prince,T. Prince,,,,,Mid-Range,16-24 Left,,,,,16.56,Made,5.0,,,,,,,,,,,,,
409,PT03M24.00S,2023-03-08T02:05:19.5Z,3,REGULAR,2pt,Jump Shot,[],203954,20.45006570302234,50.245098039215684,1610612755,63,80,2023-03-08T02:05:25Z,3950000,False,-1.0,140.0,1,left,MISS J. Embiid 13' turnaround Shot,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,13.97,Missed,,,,,,,,,,,,,,
410,PT03M22.00S,2023-03-08T02:05:21.5Z,3,REGULAR,rebound,defensive,[],1627752,,,1610612750,63,80,2023-03-08T02:05:25Z,3960000,False,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,409.0,2.0,2.0,0.0,,,,
411,PT03M16.00S,2023-03-08T02:05:28.1Z,3,REGULAR,turnover,bad pass,[],1630162,,,1610612750,63,80,2023-03-08T02:05:31Z,3970000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 202699]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,1.0,Harris,202699.0,,,,,,,,,,,,,,,,,
412,PT03M16.00S,2023-03-08T02:05:28.1Z,3,REGULAR,steal,,[],202699,,,1610612755,63,80,2023-03-08T02:05:30Z,3980000,False,,,0,,T. Harris STEAL (3 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
413,PT03M11.00S,2023-03-08T02:05:32.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629001,6.258212877792378,51.470588235294116,1610612755,63,82,2023-03-08T02:23:23Z,3990000,False,-7.0,6.0,1,left,D. Melton running Layup (11 PTS) (T. Harris 4 AST),"[1629001, 202699]",1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,0.97,Made,11.0,T. Harris,202699.0,4.0,,,,,,,,,,
415,PT02M56.00S,2023-03-08T02:05:47.1Z,3,REGULAR,2pt,Jump Shot,[],1629638,76.42904073587385,45.588235294117645,1610612750,63,82,2023-03-08T02:05:53Z,4010000,False,-22.0,169.0,1,right,MISS N. Alexander-Walker 17' pullup Shot,[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,,,,,17.05,Missed,,,,,,,,,,,,,,
416,PT02M54.00S,2023-03-08T02:05:49.1Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,63,82,2023-03-08T02:05:53Z,4020000,False,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,415.0,7.0,6.0,1.0,,,,
417,PT02M41.00S,2023-03-08T02:06:02.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.821944809461236,54.166666666666664,1610612755,63,82,2023-03-08T02:06:08Z,4030000,False,-21.0,115.0,1,left,MISS J. Embiid 11' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.69,Missed,,,,,,,,,,,,,,
418,PT02M40.00S,2023-03-08T02:06:03.7Z,3,REGULAR,rebound,offensive,[],202699,,,1610612755,63,82,2023-03-08T02:06:14Z,4040000,False,,,0,,T. Harris REBOUND (Off:3 Def:10),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,417.0,13.0,10.0,3.0,,,,
419,PT02M39.00S,2023-03-08T02:06:07.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627752,,,1610612755,63,82,2023-03-08T02:06:14Z,4050000,False,,,0,,T. Prince shooting personal FOUL (1 PF) (Harris 2 FT),"[1627752, 202699]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,,,202026.0,,,,,,,,,,,,,1.0,0.0,Harris,202699.0
421,PT02M39.00S,2023-03-08T02:06:34.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202699,,,1610612755,63,83,2023-03-08T02:06:35Z,4070000,False,,,0,,T. Harris Free Throw 1 of 2 (5 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
422,PT02M39.00S,2023-03-08T02:06:51.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202699,,,1610612755,63,84,2023-03-08T02:06:51Z,4080000,False,,,0,,T. Harris Free Throw 2 of 2 (6 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
