actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
513,PT12M00.00S,2022-11-26T02:58:48.5Z,4,REGULAR,substitution,in,['startperiod'],1626195,,,1610612763,106,77,2022-11-26T02:59:05Z,5090000,False,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2022-11-26T02:59:18.1Z,4,REGULAR,period,start,[],0,,,1610612763,106,77,2022-11-26T02:59:18Z,5100000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT11M43.00S,2022-11-26T02:59:33.9Z,4,REGULAR,turnover,bad pass,[],1626145,,,1610612763,106,77,2022-11-26T02:59:37Z,5110000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1626145, 202066]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,,,,,,,Temple,202066.0
516,PT11M43.00S,2022-11-26T02:59:33.9Z,4,REGULAR,steal,,[],202066,,,1610612740,106,77,2022-11-26T02:59:36Z,5120000,False,,,0,,G. Temple STEAL (1 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
517,PT11M38.00S,2022-11-26T02:59:38.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630230,81.553876478318,6.372549019607843,1610612740,106,77,2022-11-26T02:59:46Z,5130000,False,-218.0,121.0,1,right,MISS N. Marshall 24' running 3PT,[1630230],1610612740.0,NOP,running,,,Marshall,N. Marshall,,,,,,Above the Break 3,24+ Left Center,24.94,Missed,,,,,,,,,,,,,,,,,
518,PT11M36.00S,2022-11-26T02:59:41.7Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612740,106,77,2022-11-26T02:59:41Z,5140000,False,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Above the Break 3,24+ Left Center,,,517.0,1.0,0.0,1.0,,,,,,,,,,,,,
519,PT11M34.00S,2022-11-26T02:59:43.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630230,92.59198423127464,49.50980392156863,1610612740,106,77,2022-11-26T02:59:53Z,5150000,False,-2.0,17.0,1,right,MISS N. Marshall driving reverse Layup - blocked,"[1630230, 1628991]",1610612740.0,NOP,driving reverse,,,Marshall,N. Marshall,,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,
520,PT11M34.00S,2022-11-26T02:59:43.7Z,4,REGULAR,block,,[],1628991,,,1610612740,106,77,2022-11-26T02:59:46Z,5160000,False,,,0,,J. Jackson Jr. BLOCK (2 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
521,PT11M34.00S,2022-11-26T02:59:43.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,106,77,2022-11-26T02:59:53Z,5170000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,Restricted Area,0-8 Center,,,519.0,,,,,,,,,,,,,,,,
523,PT11M26.00S,2022-11-26T03:00:09.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629637,71.56701708278581,19.607843137254903,1610612740,106,77,2022-11-26T03:00:14Z,5190000,False,-152.0,215.0,1,right,MISS J. Hayes 26' 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Above the Break 3,24+ Left Center,26.31,Missed,,,,,,,,,,,,,,,,,
524,PT11M23.00S,2022-11-26T03:00:12.3Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,106,77,2022-11-26T03:00:14Z,5200000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:3),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Left Center,,,523.0,3.0,3.0,0.0,,,,,,,,,,,,,
525,PT11M15.00S,2022-11-26T03:00:20.0Z,4,REGULAR,3pt,Jump Shot,[],1631222,4.418528252299605,95.34313725490196,1610612763,109,77,2022-11-26T03:00:23Z,5210000,False,-227.0,-11.0,1,left,J. LaRavia 3PT  (3 PTS) (T. Jones 4 AST),"[1631222, 1626145]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Left Corner 3,24+ Left,22.7,Made,,,,,3.0,T. Jones,1626145.0,4.0,,,,,,,,,
527,PT11M01.00S,2022-11-26T03:00:37.4Z,4,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612740,109,77,2022-11-26T03:00:52Z,5230000,False,,,0,,D. Brooks shooting personal FOUL (4 PF) (Hernangomez 2 FT),"[1628415, 1626195]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,1198.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,4.0,0.0,Hernangomez,1626195.0,,,,
529,PT11M01.00S,2022-11-26T03:01:04.1Z,4,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,109,78,2022-11-26T03:01:04Z,5250000,False,,,0,,W. Hernangomez Free Throw 1 of 2 (1 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
530,PT11M01.00S,2022-11-26T03:01:23.5Z,4,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,109,79,2022-11-26T03:01:23Z,5260000,False,,,0,,W. Hernangomez Free Throw 2 of 2 (2 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
531,PT10M50.00S,2022-11-26T03:01:35.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,10.068988173455978,48.77450980392157,1610612763,111,79,2022-11-26T03:05:31Z,5270000,False,6.0,42.0,1,left,J. Jackson Jr. floating Jump Shot (9 PTS) (T. Jones 5 AST),"[1628991, 1626145]",1610612763.0,MEM,floating,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,4.25,Made,,,,,9.0,T. Jones,1626145.0,5.0,,,,,,,,,
533,PT10M37.00S,2022-11-26T03:01:48.5Z,4,REGULAR,3pt,Jump Shot,[],1630230,67.7562417871222,34.80392156862745,1610612740,111,79,2022-11-26T03:01:53Z,5290000,False,-76.0,251.0,1,right,MISS N. Marshall 26' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Above the Break 3,24+ Center,26.19,Missed,,,,,,,,,,,,,,,,,
534,PT10M32.00S,2022-11-26T03:01:53.4Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,111,79,2022-11-26T03:01:53Z,5300000,False,,,0,,B. Clarke REBOUND (Off:0 Def:5),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Above the Break 3,24+ Center,,,533.0,5.0,5.0,0.0,,,,,,,,,,,,,
535,PT10M31.00S,2022-11-26T03:01:54.4Z,4,REGULAR,turnover,lost ball,[],1629634,,,1610612763,111,79,2022-11-26T03:01:58Z,5310000,False,,,0,,B. Clarke lost ball TURNOVER (1 TO),"[1629634, 1629637]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,,,,,,,Hayes,1629637.0
536,PT10M31.00S,2022-11-26T03:01:54.4Z,4,REGULAR,steal,,[],1629637,,,1610612740,111,79,2022-11-26T03:04:12Z,5320000,False,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
537,PT10M25.00S,2022-11-26T03:02:00.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202066,69.33311432325887,26.225490196078432,1610612740,111,79,2022-11-26T03:02:03Z,5330000,False,-119.0,236.0,1,right,MISS G. Temple 26' 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,Above the Break 3,24+ Left Center,26.41,Missed,,,,,,,,,,,,,,,,,
538,PT10M24.00S,2022-11-26T03:02:02.0Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612740,111,79,2022-11-26T03:02:02Z,5340000,False,,,0,,N. Marshall REBOUND (Off:2 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Above the Break 3,24+ Left Center,,,537.0,2.0,0.0,2.0,,,,,,,,,,,,,
539,PT10M18.00S,2022-11-26T03:02:07.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630700,94.1688567674113,53.67647058823529,1610612740,111,79,2022-11-26T03:02:12Z,5350000,False,18.0,2.0,1,right,MISS D. Daniels driving reverse Layup,[1630700],1610612740.0,NOP,driving reverse,,,Daniels,D. Daniels,,,,,,Restricted Area,0-8 Center,1.85,Missed,,,,,,,,,,,,,,,,,
540,PT10M16.00S,2022-11-26T03:02:09.5Z,4,REGULAR,rebound,defensive,[],1628415,,,1610612763,111,79,2022-11-26T03:02:12Z,5360000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Restricted Area,0-8 Center,,,539.0,2.0,2.0,0.0,,,,,,,,,,,,,
541,PT10M11.00S,2022-11-26T03:02:13.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631222,28.728646517739815,23.774509803921568,1610612763,111,79,2022-11-26T03:02:20Z,5370000,False,131.0,218.0,1,left,MISS J. LaRavia 25' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,
542,PT10M10.00S,2022-11-26T03:02:14.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,111,79,2022-11-26T03:02:20Z,5380000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,Above the Break 3,24+ Right Center,,,541.0,,,,,,,,,,,,,,,,
544,PT09M54.00S,2022-11-26T03:02:40.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,93.51182654402102,46.81372549019608,1610612740,111,79,2022-11-26T03:07:23Z,5400000,False,-16.0,8.0,1,right,MISS W. Hernangomez alley-oop Layup,[1626195],1610612740.0,NOP,alley-oop,,,Hernangomez,W. Hernangomez,,,,,,Restricted Area,0-8 Center,1.8,Missed,,,,,,,,,,,,,,,,,
545,PT09M53.00S,2022-11-26T03:02:41.7Z,4,REGULAR,rebound,offensive,[],1626195,,,1610612740,111,79,2022-11-26T03:07:23Z,5410000,False,,,0,,W. Hernangomez REBOUND (Off:1 Def:0),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Restricted Area,0-8 Center,,,544.0,1.0,0.0,1.0,,,,,,,,,,,,,
546,PT09M52.00S,2022-11-26T03:02:46.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626195,94.40999984741211,50.0,1610612740,111,81,2022-11-26T03:07:32Z,5420000,False,0.0,0.0,1,right,W. Hernangomez tip Layup (4 PTS),[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,
547,PT09M37.00S,2022-11-26T03:02:57.4Z,4,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612763,111,81,2022-11-26T03:03:05Z,5430000,False,,,0,,D. Daniels shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1630700, 1628991]",1610612740.0,NOP,shooting,,,Daniels,D. Daniels,,,,,1198.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,0.0,Jackson Jr.,1628991.0,,,,
549,PT09M37.00S,2022-11-26T03:03:18.8Z,4,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,112,81,2022-11-26T03:03:18Z,5450000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (10 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
550,PT09M37.00S,2022-11-26T03:03:33.3Z,4,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,112,81,2022-11-26T03:03:33Z,5460000,False,,,0,,MISS J. Jackson Jr. Free Throw 2 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
551,PT09M34.00S,2022-11-26T03:03:34.5Z,4,REGULAR,rebound,defensive,[],1626195,,,1610612740,112,81,2022-11-26T03:03:34Z,5470000,False,,,0,,W. Hernangomez REBOUND (Off:1 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,550.0,2.0,1.0,1.0,,,,,,,,,,,,,
552,PT09M18.00S,2022-11-26T03:03:50.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1626195,85.3646517739816,57.59803921568627,1610612740,112,81,2022-11-26T03:03:54Z,5480000,False,38.0,85.0,1,right,MISS W. Hernangomez 9' turnaround Hook,[1626195],1610612740.0,NOP,turnaround,,,Hernangomez,W. Hernangomez,,,,,,In The Paint (Non-RA),8-16 Center,9.32,Missed,,,,,,,,,,,,,,,,,
553,PT09M15.00S,2022-11-26T03:03:53.2Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,112,81,2022-11-26T03:03:54Z,5490000,False,,,0,,B. Clarke REBOUND (Off:0 Def:6),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,In The Paint (Non-RA),8-16 Center,,,552.0,6.0,6.0,0.0,,,,,,,,,,,,,
554,PT09M10.00S,2022-11-26T03:03:58.9Z,4,REGULAR,3pt,Jump Shot,[],1628991,31.882391590013142,61.51960784313726,1610612763,115,81,2022-11-26T03:04:03Z,5500000,False,-58.0,247.0,1,left,J. Jackson Jr. 25' 3PT  (13 PTS) (T. Jones 6 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Center,25.38,Made,,,,,13.0,T. Jones,1626145.0,6.0,,,,,,,,,
556,PT08M55.00S,2022-11-26T03:04:15.1Z,4,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612740,115,81,2022-11-26T03:04:37Z,5520000,False,,,0,,B. Clarke shooting personal FOUL (3 PF) (Hayes 2 FT),"[1629634, 1629637]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,1198.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,3.0,0.0,Hayes,1629637.0,,,,
558,PT08M55.00S,2022-11-26T03:04:41.6Z,4,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,115,82,2022-11-26T03:04:41Z,5540000,False,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
559,PT08M55.00S,2022-11-26T03:04:42.2Z,4,REGULAR,substitution,out,[],1630230,,,1610612740,115,82,2022-11-26T03:04:46Z,5550000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT08M55.00S,2022-11-26T03:04:42.2Z,4,REGULAR,substitution,in,[],1630530,,,1610612740,115,82,2022-11-26T03:04:46Z,5560000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT08M55.00S,2022-11-26T03:04:58.1Z,4,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,115,83,2022-11-26T03:04:58Z,5570000,False,,,0,,J. Hayes Free Throw 2 of 2 (2 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
562,PT08M37.00S,2022-11-26T03:05:17.2Z,4,REGULAR,3pt,Jump Shot,[],1628415,30.962549277266753,36.029411764705884,1610612763,115,83,2022-11-26T03:05:21Z,5580000,False,70.0,239.0,1,left,MISS D. Brooks 24' step back 3PT,[1628415],1610612763.0,MEM,step back,,,Brooks,D. Brooks,,,,,,Above the Break 3,24+ Center,24.85,Missed,,,,,,,,,,,,,,,,,
563,PT08M36.00S,2022-11-26T03:05:20.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612740,115,83,2022-11-26T03:05:20Z,5590000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,Above the Break 3,24+ Center,,,562.0,,,,,,,,,,,,,,,,
565,PT08M24.00S,2022-11-26T03:05:39.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,93.51182654402102,46.81372549019608,1610612740,115,83,2022-11-26T03:05:44Z,5610000,False,-16.0,8.0,1,right,MISS T. Murphy III driving Layup - blocked,"[1630530, 1628991]",1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,1.8,Missed,,,,,,,,,,,,,,Jackson Jr.,1628991.0,,
566,PT08M24.00S,2022-11-26T03:05:39.6Z,4,REGULAR,block,,[],1628991,,,1610612740,115,83,2022-11-26T03:05:43Z,5620000,False,,,0,,J. Jackson Jr. BLOCK (3 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
567,PT08M20.00S,2022-11-26T03:05:43.6Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,115,83,2022-11-26T03:05:44Z,5630000,False,,,0,,B. Clarke REBOUND (Off:0 Def:7),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Restricted Area,0-8 Center,,,565.0,7.0,7.0,0.0,,,,,,,,,,,,,
568,PT08M17.00S,2022-11-26T03:05:45.7Z,4,REGULAR,turnover,lost ball,[],1631222,,,1610612763,115,83,2022-11-26T03:05:49Z,5640000,False,,,0,,J. LaRavia lost ball TURNOVER (1 TO),"[1631222, 202066]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,Temple,202066.0
569,PT08M17.00S,2022-11-26T03:05:45.7Z,4,REGULAR,steal,,[],202066,,,1610612740,115,83,2022-11-26T03:05:48Z,5650000,False,,,0,,G. Temple STEAL (2 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
570,PT08M13.00S,2022-11-26T03:05:49.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202066,93.24901445466492,51.9607843137255,1610612740,115,83,2022-11-26T03:05:58Z,5660000,False,10.0,11.0,1,right,MISS G. Temple running Layup,[202066],1610612740.0,NOP,running,,,Temple,G. Temple,,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,
571,PT08M10.00S,2022-11-26T03:05:52.7Z,4,REGULAR,rebound,offensive,[],1630530,,,1610612740,115,83,2022-11-26T03:05:58Z,5670000,False,,,0,,T. Murphy III REBOUND (Off:2 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,,,570.0,2.0,0.0,2.0,,,,,,,,,,,,,
572,PT08M07.00S,2022-11-26T03:05:54.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630530,92.32917214191852,43.872549019607845,1610612740,115,85,2022-11-26T03:06:03Z,5680000,False,-31.0,20.0,1,right,T. Murphy III putback Layup (13 PTS),[1630530],1610612740.0,NOP,putback,,,Murphy III,T. Murphy III,,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,13.0,,,,,,,,,,,,
573,PT07M55.00S,2022-11-26T03:06:07.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,7.046649145860711,48.529411764705884,1610612763,115,85,2022-11-26T03:06:10Z,5690000,False,7.0,14.0,1,left,MISS T. Jones driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,
574,PT07M52.00S,2022-11-26T03:06:10.1Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612740,115,85,2022-11-26T03:06:10Z,5700000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Restricted Area,0-8 Center,,,573.0,1.0,1.0,0.0,,,,,,,,,,,,,
575,PT07M48.00S,2022-11-26T03:06:14.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202066,93.38042049934296,47.05882352941176,1610612740,115,87,2022-11-26T03:07:05Z,5710000,False,-15.0,10.0,1,right,G. Temple Layup (2 PTS) (D. Daniels 3 AST),"[202066, 1630700]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,2.0,D. Daniels,1630700.0,3.0,,,,,,,,,
577,PT07M47.00S,2022-11-26T03:06:19.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,115,87,2022-11-26T03:06:19Z,5730000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M47.00S,2022-11-26T03:08:30.7Z,4,REGULAR,substitution,out,[],1626145,,,1610612763,115,87,2022-11-26T03:09:01Z,5740000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M47.00S,2022-11-26T03:08:30.7Z,4,REGULAR,substitution,out,[],1628415,,,1610612763,115,87,2022-11-26T03:09:01Z,5750000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M47.00S,2022-11-26T03:08:30.7Z,4,REGULAR,substitution,in,[],1631223,,,1610612763,115,87,2022-11-26T03:09:01Z,5760000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M47.00S,2022-11-26T03:08:30.7Z,4,REGULAR,substitution,in,[],1631113,,,1610612763,115,87,2022-11-26T03:09:01Z,5770000,False,,,0,,SUB in: K. Chandler,[1631113],1610612763.0,MEM,,,,Chandler,K. Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M36.00S,2022-11-26T03:09:21.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,13.354139290407357,56.61764705882353,1610612763,115,87,2022-11-26T03:09:25Z,5780000,False,-33.0,73.0,1,left,MISS B. Clarke 8' pullup Shot,[1629634],1610612763.0,MEM,pullup,,,Clarke,B. Clarke,,,,,,In The Paint (Non-RA),8-16 Center,8.02,Missed,,,,,,,,,,,,,,,,,
583,PT07M33.00S,2022-11-26T03:09:24.4Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612740,115,87,2022-11-26T03:09:25Z,5790000,False,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,In The Paint (Non-RA),8-16 Center,,,582.0,2.0,2.0,0.0,,,,,,,,,,,,,
584,PT07M31.00S,2022-11-26T03:09:31.2Z,4,REGULAR,foul,personal,['2freethrow'],1631222,,,1610612740,115,87,2022-11-26T03:09:45Z,5800000,False,,,0,,J. LaRavia shooting personal FOUL (2 PF) (Temple 2 FT),"[1631222, 202066]",1610612763.0,MEM,shooting,,,LaRavia,J. LaRavia,,,,,101284.0,Restricted Area,0-8 Center,,,,,,,,,,,,2.0,0.0,Temple,202066.0,,,,
586,PT07M31.00S,2022-11-26T03:09:54.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],202066,,,1610612740,115,87,2022-11-26T03:09:54Z,5820000,False,,,0,,MISS G. Temple Free Throw 1 of 2,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
587,PT07M31.00S,2022-11-26T03:09:54.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,115,87,2022-11-26T03:09:54Z,5830000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,586.0,,,,,,,,,,,,,,,,
588,PT07M31.00S,2022-11-26T03:10:02.7Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],202066,,,1610612740,115,88,2022-11-26T03:10:02Z,5840000,False,,,0,,G. Temple Free Throw 2 of 2 (3 PTS),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
589,PT07M16.00S,2022-11-26T03:10:17.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,10.200394218134035,51.9607843137255,1610612763,115,88,2022-11-26T03:10:22Z,5850000,False,-10.0,43.0,1,left,MISS D. Roddy driving Layup,[1631223],1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,
590,PT07M13.00S,2022-11-26T03:10:20.9Z,4,REGULAR,rebound,defensive,[],1626195,,,1610612740,115,88,2022-11-26T03:10:22Z,5860000,False,,,0,,W. Hernangomez REBOUND (Off:1 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,In The Paint (Non-RA),0-8 Center,,,589.0,3.0,2.0,1.0,,,,,,,,,,,,,
591,PT07M09.00S,2022-11-26T03:10:25.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629637,94.30026281208936,49.01960784313725,1610612740,115,90,2022-11-26T03:10:31Z,5870000,False,-5.0,1.0,1,right,J. Hayes alley-oop DUNK (4 PTS) (D. Daniels 4 AST),"[1629637, 1630700]",1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,,Restricted Area,0-8 Center,0.5,Made,,,,,4.0,D. Daniels,1630700.0,4.0,,,,,,,,,
593,PT07M05.00S,2022-11-26T03:10:36.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,115,90,2022-11-26T03:10:36Z,5890000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
