actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
85,PT06M32.00S,2023-01-12T01:23:01.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,87.99277266754271,45.83333333333333,1610612759,11,15,2023-01-12T01:23:06Z,850000,False,-21.0,60.0,1,right,Z. Collins 6' turnaround Hook (2 PTS),[1628380],1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,6.39,Made,,,,2.0,,,,,,,,,,,,,,
86,PT06M24.00S,2023-01-12T01:23:12.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,6.783837056504599,50.0,1610612763,13,15,2023-01-12T01:23:19Z,860000,False,0.0,11.0,1,left,X. Tillman floating Jump Shot (2 PTS) (D. Bane 1 AST),"[1630214, 1630217]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,1.13,Made,,,,2.0,D. Bane,1630217.0,1.0,,,,,,,,,,,
88,PT06M24.00S,2023-01-12T01:23:15.6Z,1,REGULAR,foul,personal,['1freethrow'],1628380,,,1610612763,13,15,2023-01-12T01:23:31Z,880000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Tillman 1 FT),"[1628380, 1630214]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628172.0,,1.0,0.0,Tillman,1630214.0,,
90,PT06M24.00S,2023-01-12T01:23:21.9Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,13,15,2023-01-12T01:23:24Z,900000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M24.00S,2023-01-12T01:23:21.9Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,13,15,2023-01-12T01:23:24Z,910000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M24.00S,2023-01-12T01:23:40.3Z,1,REGULAR,freethrow,1 of 1,[],1630214,,,1610612763,13,15,2023-01-12T01:23:40Z,920000,False,,,0,,MISS X. Tillman Free Throw 1 of 1,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
93,PT06M19.00S,2023-01-12T01:23:45.3Z,1,REGULAR,rebound,defensive,[],1629641,,,1610612759,13,15,2023-01-12T01:23:45Z,930000,False,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,92.0,,,,,1.0,1.0,0.0,,,,,,,,
94,PT06M17.00S,2023-01-12T01:23:46.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,91.40932982917214,48.28431372549019,1610612759,13,17,2023-01-12T01:23:56Z,940000,False,-9.0,28.0,1,right,T. Jones running finger roll Layup (2 PTS) (R. Langford 2 AST),"[1630200, 1629641]",1610612759.0,SAS,running finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.96,Made,,,,2.0,R. Langford,1629641.0,2.0,,,,,,,,,,,
96,PT06M11.00S,2023-01-12T01:23:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,7.30946123521682,47.549019607843135,1610612763,15,17,2023-01-12T01:23:59Z,960000,False,12.0,16.0,1,left,J. Jackson Jr. driving finger roll Layup (2 PTS),[1628991],1610612763.0,MEM,driving finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.03,Made,,,,2.0,,,,,,,,,,,,,,
97,PT06M03.00S,2023-01-12T01:24:03.0Z,1,REGULAR,turnover,traveling,[],1631110,,,1610612759,15,17,2023-01-12T01:24:07Z,970000,False,,,0,,J. Sochan traveling TURNOVER (1 TO),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,101284.0,1.0,,,,,,
98,PT06M00.00S,2023-01-12T01:24:18.2Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,15,17,2023-01-12T01:24:23Z,980000,False,,,0,,J. Morant bad pass TURNOVER (2 TO),"[1629630, 1631110]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2.0,,,,,Sochan,1631110.0
99,PT06M00.00S,2023-01-12T01:24:18.2Z,1,REGULAR,steal,,[],1631110,,,1610612759,15,17,2023-01-12T01:24:19Z,990000,False,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
100,PT05M59.00S,2023-01-12T01:24:22.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,92.85479632063075,53.92156862745098,1610612759,15,19,2023-01-12T01:24:30Z,1000000,False,20.0,15.0,1,right,T. Jones driving finger roll Layup (4 PTS),[1630200],1610612759.0,SAS,driving finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.45,Made,,,,4.0,,,,,,,,,,,,,,
101,PT05M59.00S,2023-01-12T01:24:27.1Z,1,REGULAR,foul,personal,['1freethrow'],1629723,,,1610612759,15,19,2023-01-12T01:24:50Z,1010000,False,,,0,,J. Konchar shooting personal FOUL (1 PF) (Jones 1 FT),"[1629723, 1630200]",1610612763.0,MEM,shooting,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,,1.0,0.0,Jones,1630200.0,,
103,PT05M59.00S,2023-01-12T01:24:42.6Z,1,REGULAR,substitution,out,[],1629641,,,1610612759,15,19,2023-01-12T01:24:49Z,1030000,False,,,0,,SUB out: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M59.00S,2023-01-12T01:24:42.6Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,15,19,2023-01-12T01:24:49Z,1040000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M59.00S,2023-01-12T01:24:57.3Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630200,,,1610612759,15,20,2023-01-12T01:24:57Z,1050000,False,,,0,,T. Jones Free Throw 1 of 1 (5 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
106,PT05M44.00S,2023-01-12T01:25:13.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,8.623521681997373,53.92156862745098,1610612763,17,20,2023-01-12T01:25:22Z,1060000,False,-20.0,29.0,1,left,J. Jackson Jr. driving Hook (4 PTS),[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,3.47,Made,,,,4.0,,,,,,,,,,,,,,
107,PT05M32.00S,2023-01-12T01:25:25.9Z,1,REGULAR,3pt,Jump Shot,[],1630200,74.19513797634691,86.02941176470588,1610612759,17,20,2023-01-12T01:25:30Z,1070000,False,180.0,190.0,1,right,MISS T. Jones 26' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
108,PT05M29.00S,2023-01-12T01:25:28.9Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,17,20,2023-01-12T01:25:30Z,1080000,False,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,107.0,,,,,2.0,2.0,0.0,,,,,,,,
109,PT05M22.00S,2023-01-12T01:25:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,7.30946123521682,48.03921568627451,1610612763,19,20,2023-01-12T01:25:40Z,1090000,False,10.0,16.0,1,left,X. Tillman Layup (4 PTS) (J. Jackson Jr. 1 AST),"[1630214, 1628991]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,1.89,Made,,,,4.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,
111,PT05M12.00S,2023-01-12T01:25:50.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612759,19,20,2023-01-12T01:26:06Z,1110000,False,,,0,,D. Brooks personal FOUL (2 PF) (Johnson 2 FT),"[1628415, 1629640]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1155.0,,2.0,0.0,Johnson,1629640.0,,
113,PT05M12.00S,2023-01-12T01:26:14.1Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,19,21,2023-01-12T01:26:14Z,1130000,False,,,0,,K. Johnson Free Throw 1 of 2 (1 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,1.0,,,,,,,,,,,,,,
114,PT05M12.00S,2023-01-12T01:26:14.8Z,1,REGULAR,substitution,out,[],1628415,,,1610612759,19,21,2023-01-12T01:26:22Z,1140000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT05M12.00S,2023-01-12T01:26:14.8Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,19,21,2023-01-12T01:26:22Z,1150000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT05M12.00S,2023-01-12T01:26:14.8Z,1,REGULAR,substitution,in,[],1630533,,,1610612759,19,21,2023-01-12T01:26:22Z,1160000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT05M12.00S,2023-01-12T01:26:14.8Z,1,REGULAR,substitution,in,[],1626196,,,1610612759,19,21,2023-01-12T01:26:22Z,1170000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT05M12.00S,2023-01-12T01:26:29.8Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,19,22,2023-01-12T01:26:29Z,1180000,False,,,0,,K. Johnson Free Throw 2 of 2 (2 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,2.0,,,,,,,,,,,,,,
119,PT05M01.00S,2023-01-12T01:26:42.7Z,1,REGULAR,3pt,Jump Shot,[],1629630,8.623521681997373,3.6764705882352944,1610612763,19,22,2023-01-12T01:26:47Z,1190000,False,232.0,29.0,1,left,MISS J. Morant pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
120,PT04M58.00S,2023-01-12T01:26:45.2Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,19,22,2023-01-12T01:26:45Z,1200000,False,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Right Corner 3,24+ Right,,,,,119.0,,,,,1.0,0.0,1.0,,,,,,,,
121,PT04M57.00S,2023-01-12T01:26:46.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630214,6.044678055190539,44.73039215686275,1610612763,21,22,2023-01-12T01:26:56Z,1210000,False,26.0,4.0,1,left,X. Tillman putback Layup (6 PTS),[1630214],1610612763.0,MEM,putback,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,2.66,Made,,,,6.0,,,,,,,,,,,,,,
122,PT04M44.00S,2023-01-12T01:26:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,84.97043363994744,54.166666666666664,1610612759,21,24,2023-01-12T01:27:06Z,1220000,False,21.0,89.0,1,right,J. Richardson 9' driving floating Jump Shot (2 PTS) (J. Sochan 2 AST),"[1626196, 1631110]",1610612759.0,SAS,driving floating,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,9.12,Made,,,,2.0,J. Sochan,1631110.0,2.0,,,,,,,,,,,
123,PT04M29.00S,2023-01-12T01:27:13.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,18.2161629434954,61.029411764705884,1610612763,21,24,2023-01-12T01:27:19Z,1230000,False,-55.0,119.0,1,left,MISS J. Morant 13' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,13.09,Missed,,,,,,,,,,,,,,,,,,
124,PT04M27.00S,2023-01-12T01:27:15.9Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,21,24,2023-01-12T01:27:19Z,1240000,False,,,0,,J. Morant REBOUND (Off:1 Def:0),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,123.0,,,,,1.0,0.0,1.0,,,,,,,,
125,PT04M27.00S,2023-01-12T01:27:17.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,6.258212877792378,48.77450980392157,1610612763,23,24,2023-01-12T01:27:24Z,1250000,False,6.0,6.0,1,left,J. Morant tip Layup (8 PTS),[1629630],1610612763.0,MEM,tip,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.88,Made,,,,8.0,,,,,,,,,,,,,,
126,PT04M12.00S,2023-01-12T01:27:34.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630214,,,1610612759,23,24,2023-01-12T01:27:45Z,1260000,False,,,0,,X. Tillman shooting personal FOUL (1 PF) (Johnson 2 FT),"[1630214, 1629640]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,101284.0,,1.0,0.0,Johnson,1629640.0,,
128,PT04M12.00S,2023-01-12T01:27:55.6Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,23,25,2023-01-12T01:27:55Z,1280000,False,,,0,,K. Johnson Free Throw 1 of 2 (3 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,3.0,,,,,,,,,,,,,,
129,PT04M12.00S,2023-01-12T01:27:56.3Z,1,REGULAR,substitution,out,[],1628991,,,1610612759,23,25,2023-01-12T01:28:00Z,1290000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT04M12.00S,2023-01-12T01:27:56.3Z,1,REGULAR,substitution,in,[],1630583,,,1610612759,23,25,2023-01-12T01:28:00Z,1300000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT04M12.00S,2023-01-12T01:28:13.8Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,23,26,2023-01-12T01:28:13Z,1310000,False,,,0,,K. Johnson Free Throw 2 of 2 (4 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,4.0,,,,,,,,,,,,,,
132,PT03M52.00S,2023-01-12T01:28:34.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,8.229303547963205,54.41176470588235,1610612763,25,26,2023-01-12T01:28:38Z,1320000,False,-22.0,25.0,1,left,J. Morant driving finger roll Layup (10 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,3.33,Made,,,,10.0,,,,,,,,,,,,,,
133,PT03M39.00S,2023-01-12T01:28:49.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630533,,,1610612759,25,26,2023-01-12T01:28:57Z,1330000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Johnson 2 FT),"[1630533, 1629640]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1155.0,,1.0,0.0,Johnson,1629640.0,,
135,PT03M39.00S,2023-01-12T01:29:12.6Z,1,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,25,27,2023-01-12T01:29:12Z,1350000,False,,,0,,K. Johnson Free Throw 1 of 2 (5 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
136,PT03M39.00S,2023-01-12T01:29:13.5Z,1,REGULAR,substitution,out,[],1631110,,,1610612759,25,27,2023-01-12T01:29:22Z,1360000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M39.00S,2023-01-12T01:29:13.5Z,1,REGULAR,substitution,in,[],203926,,,1610612759,25,27,2023-01-12T01:29:22Z,1370000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M39.00S,2023-01-12T01:29:24.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,25,27,2023-01-12T01:29:24Z,1380000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M39.00S,2023-01-12T01:32:27.5Z,1,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,25,28,2023-01-12T01:32:27Z,1390000,False,,,0,,K. Johnson Free Throw 2 of 2 (6 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
141,PT03M25.00S,2023-01-12T01:32:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629723,5.995400788436268,62.745098039215684,1610612763,25,28,2023-01-12T01:32:47Z,1400000,False,-64.0,4.0,1,left,MISS J. Konchar 6' driving floating Shot - blocked,"[1629723, 1631103]",1610612763.0,MEM,driving floating,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),0-8 Center,6.38,Missed,Branham,1631103.0,,,,,,,,,,,,,,,,
142,PT03M25.00S,2023-01-12T01:32:43.7Z,1,REGULAR,block,,[],1631103,,,1610612763,25,28,2023-01-12T01:32:45Z,1410000,False,,,0,,M. Branham BLOCK (1 BLK),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT03M22.00S,2023-01-12T01:32:46.7Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,25,28,2023-01-12T01:32:47Z,1420000,False,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,141.0,,,,,1.0,1.0,0.0,,,,,,,,
144,PT03M21.00S,2023-01-12T01:32:50.0Z,1,REGULAR,turnover,traveling,[],1631103,,,1610612759,25,28,2023-01-12T01:32:54Z,1430000,False,,,0,,M. Branham traveling TURNOVER (1 TO),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,101284.0,1.0,,,,,,
145,PT02M59.00S,2023-01-12T01:33:19.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629723,7.440867279894875,56.61764705882353,1610612763,25,28,2023-01-12T01:33:24Z,1440000,False,-33.0,17.0,1,left,MISS J. Konchar driving Layup,[1629723],1610612763.0,MEM,driving,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,,,,,
146,PT02M57.00S,2023-01-12T01:33:21.3Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,25,28,2023-01-12T01:33:24Z,1450000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,145.0,,,,,2.0,2.0,0.0,,,,,,,,
147,PT02M51.00S,2023-01-12T01:33:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,92.19776609724047,46.07843137254902,1610612759,25,28,2023-01-12T01:33:33Z,1460000,False,-20.0,21.0,1,right,MISS M. Branham driving floating Shot - blocked,"[1631103, 1630583]",1610612759.0,SAS,driving floating,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,2.86,Missed,Aldama,1630583.0,,,,,,,,,,,,,,,,
148,PT02M51.00S,2023-01-12T01:33:27.1Z,1,REGULAR,block,,[],1630583,,,1610612759,25,28,2023-01-12T01:33:29Z,1470000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT02M48.00S,2023-01-12T01:33:30.1Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,25,28,2023-01-12T01:33:33Z,1480000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,147.0,,,,,1.0,1.0,0.0,,,,,,,,
150,PT02M48.00S,2023-01-12T01:33:33.6Z,1,REGULAR,turnover,out-of-bounds,[],1630583,,,1610612763,25,28,2023-01-12T01:33:38Z,1490000,False,,,0,,S. Aldama bad pass out-of-bounds TURNOVER (1 TO),[1630583],1610612763.0,MEM,bad pass,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1155.0,1.0,,,,,,
151,PT02M48.00S,2023-01-12T01:33:38.0Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,25,28,2023-01-12T01:33:47Z,1500000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M48.00S,2023-01-12T01:33:38.0Z,1,REGULAR,substitution,in,[],1626169,,,1610612759,25,28,2023-01-12T01:33:47Z,1510000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M32.00S,2023-01-12T01:34:08.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628380,87.46714848883047,51.225490196078425,1610612759,25,28,2023-01-12T01:34:13Z,1520000,False,6.0,65.0,1,right,MISS Z. Collins 6' turnaround Hook,[1628380],1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,,,,,,,,,,,,,,
154,PT02M28.00S,2023-01-12T01:34:11.1Z,1,REGULAR,rebound,offensive,[],1626169,,,1610612759,25,28,2023-01-12T01:34:11Z,1530000,False,,,0,,S. Johnson REBOUND (Off:1 Def:0),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,153.0,,,,,1.0,0.0,1.0,,,,,,,,
155,PT02M28.00S,2023-01-12T01:34:11.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626169,94.40999984741211,50.0,1610612759,25,30,2023-01-12T01:34:11Z,1540000,False,0.0,0.0,1,right,S. Johnson tip Layup (2 PTS),[1626169],1610612759.0,SAS,tip,,,Johnson,S. Johnson,,,,,Mid-Range,8-16 Left,0.0,Made,,,,2.0,,,,,,,,,,,,,,
156,PT02M11.00S,2023-01-12T01:34:28.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629630,5.863994743758213,49.01960784313725,1610612763,27,30,2023-01-12T01:34:33Z,1550000,False,5.0,3.0,1,left,J. Morant driving DUNK (12 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.55,Made,,,,12.0,,,,,,,,,,,,,,
157,PT01M53.00S,2023-01-12T01:34:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,91.40932982917214,49.754901960784316,1610612759,27,32,2023-01-12T01:34:51Z,1560000,False,-1.0,28.0,1,right,J. Richardson driving finger roll Layup (4 PTS) (M. Branham 1 AST),"[1626196, 1631103]",1610612759.0,SAS,driving finger roll,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,2.83,Made,,,,4.0,M. Branham,1631103.0,1.0,,,,,,,,,,,
158,PT01M42.00S,2023-01-12T01:34:57.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,11.908672798948752,49.754901960784316,1610612763,27,32,2023-01-12T01:35:02Z,1570000,False,1.0,59.0,1,left,MISS J. Morant driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,5.94,Missed,,,,,,,,,,,,,,,,,,
159,PT01M40.00S,2023-01-12T01:34:59.0Z,1,REGULAR,rebound,offensive,[],1629630,,,1610612763,27,32,2023-01-12T01:34:59Z,1580000,False,,,0,,J. Morant REBOUND (Off:2 Def:0),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,158.0,,,,,2.0,0.0,2.0,,,,,,,,
160,PT01M38.00S,2023-01-12T01:35:01.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,6.521024967148489,45.83333333333333,1610612763,29,32,2023-01-12T01:35:06Z,1590000,False,21.0,9.0,1,left,J. Morant reverse Layup (14 PTS),[1629630],1610612763.0,MEM,reverse,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.26,Made,,,,14.0,,,,,,,,,,,,,,
161,PT01M21.00S,2023-01-12T01:35:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203926,94.1688567674113,54.41176470588235,1610612759,29,34,2023-01-12T01:35:23Z,1600000,False,22.0,2.0,1,right,D. McDermott reverse Layup (2 PTS) (Z. Collins 1 AST),"[203926, 1628380]",1610612759.0,SAS,reverse,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,2.22,Made,,,,2.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,
163,PT01M08.00S,2023-01-12T01:35:32.8Z,1,REGULAR,turnover,traveling,[],1630533,,,1610612763,29,34,2023-01-12T01:35:38Z,1620000,False,,,0,,Z. Williams traveling TURNOVER (1 TO),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,101284.0,1.0,,,,,,
