actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
441,PT08M08.00S,2022-10-25T01:37:24.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,14.4053876478318,52.69607843137255,1610612751,78,74,2022-10-25T01:37:30Z,4380000,-13.0,83.0,1,left,K. Durant 8' pullup Jump Shot (20 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,8.4,Made,,,,,,,,,,,,20.0,,,,,,
443,PT07M54.00S,2022-10-25T01:37:38.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,91.80354796320631,55.88235294117647,1610612763,80,74,2022-10-25T01:37:43Z,4400000,29.0,25.0,1,right,D. Bane cutting Layup (16 PTS) (S. Adams 2 AST),"[1630217, 203500]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.83,Made,,,,,,,,,,,,16.0,S. Adams,203500.0,2.0,,,
445,PT07M41.00S,2022-10-25T01:37:51.4Z,3,REGULAR,turnover,bad pass,[],1627732,,,1610612751,80,74,2022-10-25T01:37:55Z,4420000,,,0,,B. Simmons bad pass TURNOVER (5 TO),"[1627732, 203500]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,16-24 Right Center,,,,,,,,,,,,,,,,,,5.0,Adams,203500.0
446,PT07M41.00S,2022-10-25T01:37:51.4Z,3,REGULAR,steal,,[],203500,,,1610612763,80,74,2022-10-25T01:37:53Z,4430000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
447,PT07M33.00S,2022-10-25T01:38:00.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203500,93.38042049934296,43.872549019607845,1610612763,82,74,2022-10-25T01:38:03Z,4440000,-31.0,10.0,1,right,S. Adams Layup (5 PTS) (D. Bane 5 AST),"[203500, 1630217]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,,,,,,,,5.0,D. Bane,1630217.0,5.0,,,
449,PT07M17.00S,2022-10-25T01:38:15.3Z,3,REGULAR,3pt,Jump Shot,[],202681,7.046649145860711,94.6078431372549,1610612751,82,74,2022-10-25T01:38:32Z,4460000,-223.0,14.0,1,left,MISS K. Irving 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,22.34,Missed,,,,,,,,,,,,,,,,,,
450,PT07M16.00S,2022-10-25T01:38:16.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,82,74,2022-10-25T01:38:32Z,4470000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Left Corner 3,24+ Left,,,449.0,,,,,,,,,,,,,,,,,
451,PT07M16.00S,2022-10-25T01:38:29.9Z,3,REGULAR,foul,personal,[],1630549,,,1610612763,82,74,2022-10-25T01:38:43Z,4480000,,,0,,D. Sharpe loose ball personal FOUL (3 PF),"[1630549, 203500]",1610612751.0,BKN,loose ball,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,3.0,0.0,Adams,203500.0,,,,,,,,,
453,PT06M54.00S,2022-10-25T01:39:09.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630583,89.96386333771353,62.99019607843137,1610612763,84,74,2022-10-25T01:39:13Z,4500000,65.0,42.0,1,right,S. Aldama 7' driving floating Jump Shot (14 PTS) (D. Bane 6 AST),"[1630583, 1630217]",1610612763.0,MEM,driving floating,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,7.73,Made,,,,,,,,,,,,14.0,D. Bane,1630217.0,6.0,,,
455,PT06M54.00S,2022-10-25T01:39:13.1Z,3,REGULAR,foul,personal,['1freethrow'],1630549,,,1610612763,84,74,2022-10-25T01:39:25Z,4520000,,,0,,D. Sharpe shooting personal FOUL (4 PF) (Aldama 1 FT),"[1630549, 1630583]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,4.0,0.0,Aldama,1630583.0,,,,,,,,,
457,PT06M54.00S,2022-10-25T01:39:38.2Z,3,REGULAR,freethrow,1 of 1,[],1630583,,,1610612763,85,74,2022-10-25T01:39:38Z,4540000,,,0,,S. Aldama Free Throw 1 of 1 (15 PTS),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Made,,,,,,,,,,,,15.0,,,,,,
458,PT06M37.00S,2022-10-25T01:39:59.7Z,3,REGULAR,2pt,Jump Shot,[],202681,9.280551905387648,16.911764705882355,1610612751,85,74,2022-10-25T01:40:05Z,4550000,165.0,35.0,1,left,MISS K. Irving 16' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right,16.9,Missed,,,,,,,,,,,,,,,,,,
459,PT06M34.00S,2022-10-25T01:40:02.7Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,85,74,2022-10-25T01:40:05Z,4560000,,,0,,S. Adams REBOUND (Off:3 Def:8),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Right,,,458.0,11.0,8.0,3.0,,,,,,,,,,,,,,
460,PT06M29.00S,2022-10-25T01:40:07.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628415,74.19513797634691,87.74509803921569,1610612763,85,74,2022-10-25T01:40:14Z,4570000,189.0,190.0,1,right,MISS D. Brooks 26' pullup 3PT,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
461,PT06M28.00S,2022-10-25T01:40:08.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,85,74,2022-10-25T01:40:14Z,4580000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,460.0,,,,,,,,,,,,,,,,,
462,PT06M28.00S,2022-10-25T01:40:13.2Z,3,REGULAR,foul,personal,[],1630549,,,1610612763,85,74,2022-10-25T01:40:26Z,4590000,,,0,,D. Sharpe loose ball personal FOUL (5 PF),"[1630549, 203500]",1610612751.0,BKN,loose ball,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202037.0,5.0,0.0,Adams,203500.0,,,,,,,,,
464,PT06M28.00S,2022-10-25T01:40:29.4Z,3,REGULAR,substitution,out,[],1630549,,,1610612763,85,74,2022-10-25T01:40:33Z,4610000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT06M28.00S,2022-10-25T01:40:29.4Z,3,REGULAR,substitution,in,[],1629651,,,1610612763,85,74,2022-10-25T01:40:33Z,4620000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT06M24.00S,2022-10-25T01:40:53.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612763,85,74,2022-10-25T01:41:01Z,4630000,,,0,,K. Irving shooting personal FOUL (2 PF) (Morant 2 FT),"[202681, 1629630]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,2.0,0.0,Morant,1629630.0,,,,,,,,,
468,PT06M24.00S,2022-10-25T01:41:23.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629630,,,1610612763,86,74,2022-10-25T01:41:23Z,4650000,,,0,,J. Morant Free Throw 1 of 2 (27 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,,,27.0,,,,,,
469,PT06M24.00S,2022-10-25T01:41:24.1Z,3,REGULAR,substitution,out,[],1628415,,,1610612763,86,74,2022-10-25T01:41:28Z,4660000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT06M24.00S,2022-10-25T01:41:24.1Z,3,REGULAR,substitution,out,[],1626220,,,1610612763,86,74,2022-10-25T01:41:28Z,4670000,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT06M24.00S,2022-10-25T01:41:24.1Z,3,REGULAR,substitution,in,[],1629723,,,1610612763,86,74,2022-10-25T01:41:28Z,4680000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT06M24.00S,2022-10-25T01:41:24.1Z,3,REGULAR,substitution,in,[],203925,,,1610612763,86,74,2022-10-25T01:41:28Z,4690000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT06M24.00S,2022-10-25T01:41:35.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629630,,,1610612763,87,74,2022-10-25T01:41:35Z,4700000,,,0,,J. Morant Free Throw 2 of 2 (28 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,,,28.0,,,,,,
474,PT06M15.00S,2022-10-25T01:41:47.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,18.610381077529567,37.00980392156863,1610612751,87,76,2022-10-25T01:41:52Z,4710000,65.0,122.0,1,left,K. Durant 13' Jump Shot (22 PTS) (B. Simmons 6 AST),"[201142, 1627732]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,13.86,Made,,,,,,,,,,,,22.0,B. Simmons,1627732.0,6.0,,,
476,PT05M55.00S,2022-10-25T01:42:06.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,86.67871222076215,47.30392156862745,1610612763,87,76,2022-10-25T01:42:10Z,4730000,-13.0,73.0,1,right,MISS J. Morant 7' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,7.39,Missed,,,,,,,,,,,,,,,,,,
477,PT05M52.00S,2022-10-25T01:42:09.2Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,87,76,2022-10-25T01:42:10Z,4740000,,,0,,K. Durant REBOUND (Off:1 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,476.0,3.0,2.0,1.0,,,,,,,,,,,,,,
478,PT05M47.00S,2022-10-25T01:42:14.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201142,28.203022339027594,23.284313725490197,1610612751,87,79,2022-10-25T01:42:20Z,4750000,134.0,213.0,1,left,K. Durant 25' 3PT running pullup (25 PTS),[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,25.11,Made,,,,,,,,,,,,25.0,,,,,,
479,PT05M30.00S,2022-10-25T01:42:33.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630217,91.14651773981603,53.92156862745098,1610612763,87,79,2022-10-25T01:50:03Z,4760000,20.0,31.0,1,right,MISS D. Bane driving bank Hook,[1630217],1610612763.0,MEM,driving bank,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.64,Missed,,,,,,,,,,,,,,,,,,
480,PT05M29.00S,2022-10-25T01:42:34.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,87,79,2022-10-25T01:50:03Z,4770000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,479.0,,,,,,,,,,,,,,,,,
481,PT05M29.00S,2022-10-25T01:42:39.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627732,,,1610612763,87,79,2022-10-25T01:42:50Z,4780000,,,0,,B. Simmons loose ball personal FOUL (3 PF) (Adams 2 FT),"[1627732, 203500]",1610612751.0,BKN,loose ball,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627962.0,3.0,1.0,Adams,203500.0,,,,,,,,,
483,PT05M29.00S,2022-10-25T01:43:19.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203500,,,1610612763,88,79,2022-10-25T01:43:19Z,4800000,,,0,,S. Adams Free Throw 1 of 2 (6 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
484,PT05M29.00S,2022-10-25T01:43:22.9Z,3,REGULAR,substitution,out,[],1627732,,,1610612763,88,79,2022-10-25T01:43:28Z,4810000,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT05M29.00S,2022-10-25T01:43:22.9Z,3,REGULAR,substitution,in,[],201988,,,1610612763,88,79,2022-10-25T01:43:28Z,4820000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT05M29.00S,2022-10-25T01:43:42.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203500,,,1610612763,89,79,2022-10-25T01:43:42Z,4830000,,,0,,S. Adams Free Throw 2 of 2 (7 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
487,PT05M18.00S,2022-10-25T01:43:56.6Z,3,REGULAR,2pt,Jump Shot,[],201142,4.944152431011826,32.35294117647059,1610612751,89,81,2022-10-25T01:50:47Z,4840000,88.0,-6.0,1,left,K. Durant 8' fadeaway Jump Shot (27 PTS) (K. Irving 4 AST),"[201142, 202681]",1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,8.84,Made,,,,,,,,,,,,27.0,K. Irving,202681.0,4.0,,,
489,PT05M03.00S,2022-10-25T01:44:11.2Z,3,REGULAR,2pt,Jump Shot,[],1629630,78.0059132720105,43.872549019607845,1610612763,91,81,2022-10-25T01:44:17Z,4860000,-31.0,154.0,1,right,J. Morant 15' pullup Jump Shot (30 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Mid-Range,8-16 Center,15.72,Made,,,,,,,,,,,,30.0,,,,,,
490,PT04M42.00S,2022-10-25T01:44:31.7Z,3,REGULAR,2pt,Jump Shot,[],201142,15.588042049934298,32.35294117647059,1610612751,91,83,2022-10-25T01:44:35Z,4870000,88.0,94.0,1,left,K. Durant 12' pullup Jump Shot (29 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,12.89,Made,,,,,,,,,,,,29.0,,,,,,
491,PT04M24.00S,2022-10-25T01:44:49.2Z,3,REGULAR,3pt,Jump Shot,[],1630217,67.09921156373193,47.30392156862745,1610612763,94,83,2022-10-25T01:44:53Z,4880000,-13.0,257.0,1,right,D. Bane 25' 3PT pullup (19 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,25.72,Made,,,,,,,,,,,,19.0,,,,,,
492,PT04M10.00S,2022-10-25T01:45:03.9Z,3,REGULAR,3pt,Jump Shot,[],203925,28.465834428383708,22.058823529411764,1610612751,94,83,2022-10-25T01:45:08Z,4890000,140.0,215.0,1,left,MISS J. Harris 25' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
493,PT04M07.00S,2022-10-25T01:45:06.9Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,94,83,2022-10-25T01:45:08Z,4900000,,,0,,S. Adams REBOUND (Off:3 Def:9),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Right Center,,,492.0,12.0,9.0,3.0,,,,,,,,,,,,,,
494,PT04M05.00S,2022-10-25T01:45:10.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612763,94,83,2022-10-25T01:45:22Z,4910000,,,0,,K. Irving shooting personal FOUL (3 PF) (Bane 2 FT),"[202681, 1630217]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,3.0,0.0,Bane,1630217.0,,,,,,,,,
496,PT04M05.00S,2022-10-25T01:45:40.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630217,,,1610612763,95,83,2022-10-25T01:45:40Z,4930000,,,0,,D. Bane Free Throw 1 of 2 (20 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,,,,,,20.0,,,,,,
497,PT04M05.00S,2022-10-25T01:45:41.9Z,3,REGULAR,substitution,out,[],202681,,,1610612763,95,83,2022-10-25T01:45:45Z,4940000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT04M05.00S,2022-10-25T01:45:41.9Z,3,REGULAR,substitution,in,[],1627732,,,1610612763,95,83,2022-10-25T01:45:45Z,4950000,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT04M05.00S,2022-10-25T01:45:40.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630217,,,1610612763,95,83,2022-10-25T01:46:18Z,4960000,,,0,,MISS D. Bane Free Throw 2 of 2,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
500,PT04M02.00S,2022-10-25T01:45:43.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,95,83,2022-10-25T01:53:04Z,4970000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,
502,PT04M02.00S,2022-10-25T01:46:22.2Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,95,83,2022-10-25T01:46:26Z,4990000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT04M02.00S,2022-10-25T01:46:22.2Z,3,REGULAR,substitution,in,[],1626145,,,1610612763,95,83,2022-10-25T01:46:26Z,5000000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT04M00.00S,2022-10-25T01:46:48.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630583,72.7496714848883,16.666666666666664,1610612763,95,83,2022-10-25T01:46:55Z,5010000,-167.0,204.0,1,right,MISS S. Aldama 26' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,26.32,Missed,,,,,,,,,,,,,,,,,,
505,PT03M54.00S,2022-10-25T01:46:54.7Z,3,REGULAR,rebound,offensive,[],1629723,,,1610612763,95,83,2022-10-25T01:46:54Z,5020000,,,0,,J. Konchar REBOUND (Off:1 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,504.0,3.0,2.0,1.0,,,,,,,,,,,,,,
506,PT03M53.00S,2022-10-25T01:46:55.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629723,91.80354796320631,95.58823529411765,1610612763,95,83,2022-10-25T01:47:02Z,5030000,228.0,25.0,1,right,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
507,PT03M46.00S,2022-10-25T01:47:02.7Z,3,REGULAR,rebound,offensive,[],1630583,,,1610612763,95,83,2022-10-25T01:47:02Z,5040000,,,0,,S. Aldama REBOUND (Off:2 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,,,506.0,3.0,1.0,2.0,,,,,,,,,,,,,,
508,PT03M46.00S,2022-10-25T01:47:01.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,94.40999984741211,50.0,1610612763,97,83,2022-10-25T01:47:01Z,5050000,0.0,0.0,1,right,S. Aldama tip Layup (17 PTS),[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,17.0,,,,,,
509,PT03M28.00S,2022-10-25T01:47:19.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,19.004599211563733,39.46078431372549,1610612751,97,85,2022-10-25T01:47:23Z,5060000,53.0,126.0,1,left,K. Durant 13' pullup Jump Shot (31 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,13.67,Made,,,,,,,,,,,,31.0,,,,,,
510,PT03M15.00S,2022-10-25T01:47:32.3Z,3,REGULAR,3pt,Jump Shot,[],1629630,73.27529566360053,84.31372549019608,1610612763,100,85,2022-10-25T01:47:37Z,5070000,172.0,199.0,1,right,J. Morant 26' 3PT pullup (33 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,26.25,Made,,,,,,,,,,,,33.0,,,,,,
511,PT03M00.00S,2022-10-25T01:47:48.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,6.915243101182654,49.754901960784316,1610612751,100,87,2022-10-25T01:47:52Z,5080000,1.0,13.0,1,left,N. Claxton alley-oop DUNK (12 PTS) (K. Durant 4 AST),"[1629651, 201142]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,,,,,,12.0,K. Durant,201142.0,4.0,,,
513,PT02M37.00S,2022-10-25T01:48:10.3Z,3,REGULAR,2pt,Jump Shot,[],1629630,75.64060446780552,55.392156862745104,1610612763,100,87,2022-10-25T01:48:17Z,5100000,27.0,176.0,1,right,MISS J. Morant 17' step back Shot,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Mid-Range,16-24 Center,17.86,Missed,,,,,,,,,,,,,,,,,,
514,PT02M33.00S,2022-10-25T01:48:14.3Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,100,87,2022-10-25T01:48:17Z,5110000,,,0,,J. Harris REBOUND (Off:1 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Mid-Range,16-24 Center,,,513.0,3.0,2.0,1.0,,,,,,,,,,,,,,
515,PT02M22.00S,2022-10-25T01:48:28.6Z,3,REGULAR,foul,personal,[],1629723,,,1610612751,100,87,2022-10-25T01:48:39Z,5120000,,,0,,J. Konchar personal FOUL (1 PF),"[1629723, 1627732]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Left,,,,,,,202037.0,1.0,0.0,Simmons,1627732.0,,,,,,,,,
517,PT02M22.00S,2022-10-25T01:48:39.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,100,87,2022-10-25T01:48:39Z,5140000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT02M22.00S,2022-10-25T01:51:00.3Z,3,REGULAR,substitution,out,[],203500,,,1610612751,100,87,2022-10-25T01:51:14Z,5150000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT02M22.00S,2022-10-25T01:51:00.3Z,3,REGULAR,substitution,out,[],1630583,,,1610612751,100,87,2022-10-25T01:51:14Z,5160000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT02M22.00S,2022-10-25T01:51:00.3Z,3,REGULAR,substitution,out,[],1629630,,,1610612751,100,87,2022-10-25T01:51:14Z,5170000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT02M22.00S,2022-10-25T01:51:00.3Z,3,REGULAR,substitution,in,[],1631222,,,1610612751,100,87,2022-10-25T01:51:14Z,5180000,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT02M22.00S,2022-10-25T01:51:00.3Z,3,REGULAR,substitution,in,[],1629634,,,1610612751,100,87,2022-10-25T01:51:14Z,5190000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT02M22.00S,2022-10-25T01:51:00.3Z,3,REGULAR,substitution,in,[],1630217,,,1610612751,100,87,2022-10-25T01:51:14Z,5200000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT02M15.00S,2022-10-25T01:51:33.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203925,6.783837056504599,49.50980392156863,1610612751,100,87,2022-10-25T01:51:40Z,5210000,2.0,11.0,1,left,MISS J. Harris driving reverse Layup,[203925],1610612751.0,BKN,driving reverse,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,1.16,Missed,,,,,,,,,,,,,,,,,,
525,PT02M09.00S,2022-10-25T01:51:39.6Z,3,REGULAR,rebound,offensive,[],203925,,,1610612751,100,87,2022-10-25T01:51:40Z,5220000,,,0,,J. Harris REBOUND (Off:2 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,524.0,4.0,2.0,2.0,,,,,,,,,,,,,,
526,PT02M09.00S,2022-10-25T01:51:38.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203925,5.590000152587891,50.0,1610612751,100,89,2022-10-25T01:51:42Z,5230000,0.0,0.0,1,left,J. Harris putback Layup (8 PTS),[203925],1610612751.0,BKN,putback,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,8.0,,,,,,
527,PT02M03.00S,2022-10-25T01:51:44.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,82.86793692509855,37.254901960784316,1610612763,100,89,2022-10-25T01:51:50Z,5240000,-64.0,109.0,1,right,MISS B. Clarke 12' floating Shot,[1629634],1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),8-16 Center,12.58,Missed,,,,,,,,,,,,,,,,,,
