actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
358,PT12M00.00S,2022-10-22T23:25:26.6Z,3,REGULAR,substitution,out,['startperiod'],1629001,,,1610612755,51,54,2022-10-22T23:26:51Z,3540000,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-10-22T23:25:26.6Z,3,REGULAR,substitution,out,['startperiod'],1626196,,,1610612755,51,54,2022-10-22T23:26:51Z,3550000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-10-22T23:25:26.6Z,3,REGULAR,substitution,out,['startperiod'],1629676,,,1610612755,51,54,2022-10-22T23:26:51Z,3560000,,,0,,SUB out: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-10-22T23:25:26.6Z,3,REGULAR,substitution,out,['startperiod'],203476,,,1610612755,51,54,2022-10-22T23:26:51Z,3570000,,,0,,SUB out: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-10-22T23:25:26.6Z,3,REGULAR,substitution,in,['startperiod'],1630178,,,1610612755,51,54,2022-10-22T23:26:51Z,3580000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-10-22T23:25:26.6Z,3,REGULAR,substitution,in,['startperiod'],1629640,,,1610612755,51,54,2022-10-22T23:26:51Z,3590000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2022-10-22T23:25:26.6Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612755,51,54,2022-10-22T23:26:51Z,3600000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-10-22T23:25:26.6Z,3,REGULAR,substitution,in,['startperiod'],1631110,,,1610612755,51,54,2022-10-22T23:26:51Z,3610000,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-10-22T23:27:05.5Z,3,REGULAR,period,start,[],0,,,1610612755,51,54,2022-10-22T23:27:05Z,3620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M44.00S,2022-10-22T23:27:20.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,93.51182654402102,52.69607843137255,1610612755,53,54,2022-10-22T23:27:26Z,3630000,13.0,8.0,1,right,J. Embiid alley-oop DUNK (15 PTS) (T. Maxey 3 AST),"[203954, 1630178]",1610612755.0,PHI,alley-oop,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,,,,,,,15.0,T. Maxey,1630178.0,3.0,,
369,PT11M23.00S,2022-10-22T23:27:40.7Z,3,REGULAR,3pt,Jump Shot,[],1631110,19.530223390275953,5.147058823529411,1610612759,53,54,2022-10-22T23:27:45Z,3650000,224.0,131.0,1,left,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,25.98,Missed,,,,,,,,,,,,,,,,,,
370,PT11M21.00S,2022-10-22T23:27:42.7Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,53,54,2022-10-22T23:27:45Z,3660000,,,0,,J. Embiid REBOUND (Off:1 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,369.0,8.0,7.0,1.0,,,,,,,,,,,,,,
371,PT11M12.00S,2022-10-22T23:27:52.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.9862023653088,47.794117647058826,1610612755,53,54,2022-10-22T23:27:58Z,3670000,-11.0,13.0,1,right,MISS J. Embiid Layup - blocked,"[203954, 1631110]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,Sochan,1631110.0,,,,,,
375,PT11M12.00S,2022-10-22T23:27:52.8Z,3,REGULAR,block,,[],1631110,,,1610612755,53,54,2022-10-22T23:28:07Z,3675000,,,0,,J. Sochan BLOCK (1 BLK),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
372,PT11M08.00S,2022-10-22T23:27:56.8Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,53,54,2022-10-22T23:35:51Z,3680000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,371.0,2.0,2.0,0.0,,,,,,,,,,,,,,
373,PT11M00.00S,2022-10-22T23:28:04.1Z,3,REGULAR,2pt,Jump Shot,[],1629640,16.90210249671485,22.30392156862745,1610612759,53,54,2022-10-22T23:28:11Z,3690000,138.0,106.0,1,left,MISS K. Johnson 17' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,17.47,Missed,,,,,,,,,,,,,,,,,,
374,PT10M59.00S,2022-10-22T23:28:05.1Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,53,54,2022-10-22T23:28:11Z,3700000,,,0,,J. Harden REBOUND (Off:3 Def:4),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,373.0,7.0,4.0,3.0,,,,,,,,,,,,,,
376,PT10M55.00S,2022-10-22T23:28:09.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],200782,93.24901445466492,3.431372549019608,1610612755,56,54,2022-10-22T23:28:22Z,3710000,-233.0,11.0,1,right,P. Tucker 3PT running (3 PTS) (J. Harden 7 AST),"[200782, 201935]",1610612755.0,PHI,running,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,23.31,Made,,,,,,,,,,,,,3.0,J. Harden,201935.0,7.0,,
378,PT10M36.00S,2022-10-22T23:28:27.7Z,3,REGULAR,3pt,Jump Shot,[],1630170,21.632720105124836,93.38235294117648,1610612759,56,54,2022-10-22T23:28:34Z,3730000,-217.0,151.0,1,left,MISS D. Vassell 26' pullup 3PT,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,26.42,Missed,,,,,,,,,,,,,,,,,,
379,PT10M33.00S,2022-10-22T23:28:30.7Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,56,54,2022-10-22T23:28:34Z,3740000,,,0,,J. Poeltl REBOUND (Off:2 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,378.0,4.0,2.0,2.0,,,,,,,,,,,,,,
380,PT10M24.00S,2022-10-22T23:28:39.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,6.652431011826544,52.450980392156865,1610612759,56,56,2022-10-22T23:28:49Z,3750000,-12.0,10.0,1,left,J. Poeltl driving finger roll Layup (5 PTS) (D. Vassell 3 AST),"[1627751, 1630170]",1610612759.0,SAS,driving finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,,,,,5.0,D. Vassell,1630170.0,3.0,,
382,PT09M55.00S,2022-10-22T23:29:09.1Z,3,REGULAR,2pt,Jump Shot,[],203954,82.9993429697766,25.735294117647058,1610612755,58,56,2022-10-22T23:29:13Z,3770000,-121.0,107.0,1,right,J. Embiid 16' pullup Jump Shot (17 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,16.19,Made,,,,,,,,,,,,,17.0,,,,,
383,PT09M33.00S,2022-10-22T23:29:31.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.783837056504599,51.9607843137255,1610612759,58,58,2022-10-22T23:29:37Z,3780000,-10.0,11.0,1,left,K. Johnson driving finger roll Layup (13 PTS),[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,,,,,,,13.0,,,,,
384,PT09M10.00S,2022-10-22T23:29:53.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,91.93495400788436,47.549019607843135,1610612755,60,58,2022-10-22T23:29:58Z,3790000,-12.0,23.0,1,right,T. Harris driving Layup (12 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,,,,,,,12.0,,,,,
385,PT09M01.00S,2022-10-22T23:30:06.0Z,3,REGULAR,foul,personal,['2freethrow'],201935,,,1610612759,60,58,2022-10-22T23:30:16Z,3800000,,,0,,J. Harden shooting personal FOUL (3 PF) (Johnson 2 FT),"[201935, 1629640]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628172.0,3.0,0.0,Johnson,1629640.0,,,,,,,,
387,PT09M01.00S,2022-10-22T23:30:29.6Z,3,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,60,59,2022-10-22T23:30:29Z,3820000,,,0,,K. Johnson Free Throw 1 of 2 (14 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,,,,,,,14.0,,,,,
388,PT09M01.00S,2022-10-22T23:30:32.5Z,3,REGULAR,substitution,out,[],1631110,,,1610612759,60,59,2022-10-22T23:30:35Z,3830000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT09M01.00S,2022-10-22T23:30:32.5Z,3,REGULAR,substitution,in,[],1628966,,,1610612759,60,59,2022-10-22T23:30:35Z,3840000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT09M01.00S,2022-10-22T23:30:48.6Z,3,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,60,60,2022-10-22T23:30:48Z,3850000,,,0,,K. Johnson Free Throw 2 of 2 (15 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,,,,,,,15.0,,,,,
391,PT08M45.00S,2022-10-22T23:31:11.0Z,3,REGULAR,foul,offensive,[],203954,,,1610612755,60,60,2022-10-22T23:31:30Z,3860000,,,0,,J. Embiid offensive FOUL (1 PF),"[203954, 1630200]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,,,,202026.0,1.0,0.0,Jones,1630200.0,,,,,,,,
393,PT08M45.00S,2022-10-22T23:31:11.0Z,3,REGULAR,turnover,offensive foul,[],203954,,,1610612755,60,60,2022-10-22T23:31:11Z,3880000,,,0,,J. Embiid offensive foul TURNOVER (2 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,,,2.0,202026.0,,,,,,,,,,,,
394,PT08M28.00S,2022-10-22T23:31:40.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,28.07161629434954,82.84313725490196,1610612759,60,60,2022-10-22T23:31:45Z,3890000,-164.0,211.0,1,left,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,26.77,Missed,,,,,,,,,,,,,,,,,,
395,PT08M25.00S,2022-10-22T23:31:43.8Z,3,REGULAR,rebound,offensive,[],1629640,,,1610612759,60,60,2022-10-22T23:31:45Z,3900000,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,394.0,4.0,3.0,1.0,,,,,,,,,,,,,,
396,PT08M23.00S,2022-10-22T23:31:45.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630170,33.327858081471746,46.32352941176471,1610612759,60,60,2022-10-22T23:31:52Z,3910000,18.0,261.0,1,left,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,26.14,Missed,,,,,,,,,,,,,,,,,,
397,PT08M21.00S,2022-10-22T23:31:47.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,60,60,2022-10-22T23:31:52Z,3920000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,396.0,,,,,,,,,,,,,,,,,
399,PT08M11.00S,2022-10-22T23:32:13.8Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612755,60,60,2022-10-22T23:32:18Z,3940000,,,0,,J. Poeltl shooting personal FOUL (4 PF) (Embiid 2 FT),"[1627751, 203954]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,4.0,0.0,Embiid,203954.0,,,,,,,,
401,PT08M11.00S,2022-10-22T23:32:43.3Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,60,60,2022-10-22T23:32:43Z,3960000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
402,PT08M11.00S,2022-10-22T23:32:43.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,60,60,2022-10-22T23:32:43Z,3970000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,401.0,,,,,,,,,,,,,,,,,
403,PT08M11.00S,2022-10-22T23:32:45.0Z,3,REGULAR,substitution,out,[],1627751,,,1610612755,60,60,2022-10-22T23:32:50Z,3980000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT08M11.00S,2022-10-22T23:32:45.0Z,3,REGULAR,substitution,in,[],203476,,,1610612755,60,60,2022-10-22T23:32:50Z,3990000,,,0,,SUB in: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT08M11.00S,2022-10-22T23:33:02.6Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,61,60,2022-10-22T23:33:02Z,4000000,,,0,,J. Embiid Free Throw 2 of 2 (18 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,,,18.0,,,,,
407,PT07M50.00S,2022-10-22T23:33:41.4Z,3,REGULAR,3pt,Jump Shot,[],203476,21.895532194480946,91.17647058823529,1610612759,61,60,2022-10-22T23:33:48Z,4020000,-206.0,153.0,1,left,MISS G. Dieng 25' pullup 3PT,[203476],1610612759.0,SAS,pullup,,,Dieng,G. Dieng,,,,,Above the Break 3,24+ Left Center,25.67,Missed,,,,,,,,,,,,,,,,,,
408,PT07M46.00S,2022-10-22T23:33:45.4Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,61,60,2022-10-22T23:33:48Z,4030000,,,0,,J. Harden REBOUND (Off:3 Def:5),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,407.0,8.0,5.0,3.0,,,,,,,,,,,,,,
409,PT07M41.00S,2022-10-22T23:33:50.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203954,92.85479632063075,51.9607843137255,1610612755,63,60,2022-10-22T23:33:58Z,4040000,10.0,15.0,1,right,J. Embiid running finger roll Layup (20 PTS) (J. Harden 8 AST),"[203954, 201935]",1610612755.0,PHI,running finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.77,Made,,,,,,,,,,,,,20.0,J. Harden,201935.0,8.0,,
411,PT07M39.00S,2022-10-22T23:33:55.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,63,60,2022-10-22T23:33:55Z,4060000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M18.00S,2022-10-22T23:37:11.5Z,3,REGULAR,2pt,Jump Shot,[],1629640,21.23850197109067,47.30392156862745,1610612759,63,62,2022-10-22T23:37:17Z,4070000,13.0,147.0,1,left,K. Johnson 14' floating Jump Shot (17 PTS),[1629640],1610612759.0,SAS,floating,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Center,14.77,Made,,,,,,,,,,,,,17.0,,,,,
413,PT07M04.00S,2022-10-22T23:37:25.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,94.95729303547962,53.18627450980392,1610612755,65,62,2022-10-22T23:37:31Z,4080000,16.0,-5.0,1,right,J. Embiid alley-oop DUNK (22 PTS) (T. Maxey 4 AST),"[203954, 1630178]",1610612755.0,PHI,alley-oop,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,,,,,,,,,22.0,T. Maxey,1630178.0,4.0,,
415,PT06M45.00S,2022-10-22T23:37:44.1Z,3,REGULAR,3pt,Jump Shot,[],1628966,29.911300919842315,72.54901960784314,1610612759,65,65,2022-10-22T23:37:49Z,4100000,-113.0,229.0,1,left,K. Bates-Diop 25' 3PT  (3 PTS) (G. Dieng 4 AST),"[1628966, 203476]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,25.5,Made,,,,,,,,,,,,,3.0,G. Dieng,203476.0,4.0,,
417,PT06M20.00S,2022-10-22T23:38:08.2Z,3,REGULAR,3pt,Jump Shot,[],200782,87.20433639947439,97.79411764705883,1610612755,65,65,2022-10-22T23:38:13Z,4120000,239.0,68.0,1,right,MISS P. Tucker 24' 3PT,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,24.84,Missed,,,,,,,,,,,,,,,,,,
418,PT06M17.00S,2022-10-22T23:38:11.2Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,65,65,2022-10-22T23:38:13Z,4130000,,,0,,K. Johnson REBOUND (Off:1 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,417.0,5.0,4.0,1.0,,,,,,,,,,,,,,
419,PT06M08.00S,2022-10-22T23:38:21.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,10.726018396846255,38.48039215686275,1610612759,65,65,2022-10-22T23:38:27Z,4140000,58.0,48.0,1,left,MISS K. Johnson 7' driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
420,PT06M05.00S,2022-10-22T23:38:23.6Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,65,65,2022-10-22T23:38:23Z,4150000,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,419.0,4.0,4.0,0.0,,,,,,,,,,,,,,
421,PT06M01.00S,2022-10-22T23:38:28.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.9060446780552,47.549019607843135,1610612755,65,65,2022-10-22T23:39:28Z,4160000,-12.0,5.0,1,right,MISS J. Harden running Layup,[201935],1610612755.0,PHI,running,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
422,PT06M01.00S,2022-10-22T23:38:28.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,65,65,2022-10-22T23:38:56Z,4170000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,421.0,,,,,,,,,,,,,,,,,
424,PT06M01.00S,2022-10-22T23:38:35.0Z,3,REGULAR,substitution,out,[],1630170,,,1610612759,65,65,2022-10-22T23:38:56Z,4190000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M01.00S,2022-10-22T23:38:35.0Z,3,REGULAR,substitution,out,[],1630200,,,1610612759,65,65,2022-10-22T23:38:56Z,4200000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M01.00S,2022-10-22T23:38:35.0Z,3,REGULAR,substitution,in,[],1626196,,,1610612759,65,65,2022-10-22T23:38:56Z,4210000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M01.00S,2022-10-22T23:38:35.0Z,3,REGULAR,substitution,in,[],1630563,,,1610612759,65,65,2022-10-22T23:38:56Z,4220000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M46.00S,2022-10-22T23:39:20.0Z,3,REGULAR,turnover,out-of-bounds,[],1629640,,,1610612759,65,65,2022-10-22T23:39:25Z,4230000,,,0,,K. Johnson lost ball out-of-bounds TURNOVER (2 TO),[1629640],1610612759.0,SAS,lost ball,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,2.0,202027.0,,,,,,,,,,,,
429,PT05M46.00S,2022-10-22T23:39:24.9Z,3,REGULAR,substitution,out,[],203954,,,1610612755,65,65,2022-10-22T23:39:28Z,4240000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M46.00S,2022-10-22T23:39:24.9Z,3,REGULAR,substitution,in,[],1626149,,,1610612755,65,65,2022-10-22T23:39:28Z,4250000,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M35.00S,2022-10-22T23:39:51.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202699,65.91655716162943,47.794117647058826,1610612755,68,65,2022-10-22T23:39:56Z,4260000,-11.0,268.0,1,right,T. Harris 26' 3PT  (15 PTS) (P. Tucker 1 AST),"[202699, 200782]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,26.81,Made,,,,,,,,,,,,,15.0,P. Tucker,200782.0,1.0,,
433,PT05M26.00S,2022-10-22T23:39:59.2Z,3,REGULAR,3pt,Jump Shot,[],1626196,27.283180026281208,21.568627450980394,1610612759,68,68,2022-10-22T23:40:10Z,4280000,142.0,204.0,1,left,J. Richardson 24' 3PT  (5 PTS) (J. Primo 3 AST),"[1626196, 1630563]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,24.87,Made,,,,,,,,,,,,,5.0,J. Primo,1630563.0,3.0,,
435,PT05M11.00S,2022-10-22T23:40:14.0Z,3,REGULAR,3pt,Jump Shot,[],201935,66.17936925098554,38.970588235294116,1610612755,68,68,2022-10-22T23:40:21Z,4300000,-55.0,265.0,1,right,MISS J. Harden 27' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,27.11,Missed,,,,,,,,,,,,,,,,,,
436,PT05M08.00S,2022-10-22T23:40:17.0Z,3,REGULAR,rebound,offensive,[],1626149,,,1610612755,68,68,2022-10-22T23:40:21Z,4310000,,,0,,M. Harrell REBOUND (Off:1 Def:0),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Above the Break 3,24+ Center,,,435.0,1.0,0.0,1.0,,,,,,,,,,,,,,
437,PT05M02.00S,2022-10-22T23:40:23.2Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612755,68,68,2022-10-22T23:40:27Z,4320000,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1629640]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,,,,,,Johnson,1629640.0
438,PT05M02.00S,2022-10-22T23:40:23.2Z,3,REGULAR,steal,,[],1629640,,,1610612759,68,68,2022-10-22T23:40:25Z,4330000,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
439,PT05M01.00S,2022-10-22T23:40:25.6Z,3,REGULAR,turnover,bad pass,[],1629640,,,1610612759,68,68,2022-10-22T23:40:30Z,4340000,,,0,,K. Johnson bad pass TURNOVER (3 TO),"[1629640, 200782]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,3.0,,,,,,,,,,,,Tucker,200782.0
440,PT05M01.00S,2022-10-22T23:40:25.6Z,3,REGULAR,steal,,[],200782,,,1610612755,68,68,2022-10-22T23:40:27Z,4350000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
442,PT04M59.00S,2022-10-22T23:40:56.6Z,3,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,68,68,2022-10-22T23:41:10Z,4370000,,,0,,T. Maxey bad pass out-of-bounds TURNOVER (2 TO),[1630178],1610612755.0,PHI,bad pass,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,1628172.0,,,,,,,,,,,,
443,PT04M59.00S,2022-10-22T23:41:02.4Z,3,REGULAR,substitution,out,[],1628966,,,1610612759,68,68,2022-10-22T23:41:07Z,4380000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M59.00S,2022-10-22T23:41:02.4Z,3,REGULAR,substitution,in,[],203926,,,1610612759,68,68,2022-10-22T23:41:07Z,4390000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
