actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
253,PT04M34.00S,2024-11-10T23:58:19.6Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612753,50,40,2024-11-10T23:58:24Z,2510000,False,,,0,,G. Bitadze REBOUND (Off:3 Def:4),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,252.0,7.0,4.0,3.0,,,,,,,,,,,,,,
254,PT04M17.00S,2024-11-10T23:58:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.046649145860711,54.41176470588235,1610612753,52,40,2024-11-10T23:58:45Z,2520000,False,-22.0,14.0,1,left,F. Wagner driving Layup (13 PTS) (G. Bitadze 2 AST),"[1630532, 1629048]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,,,,,,,,,13.0,G. Bitadze,1629048.0,2.0
256,PT03M59.00S,2024-11-10T23:58:54.1Z,2,REGULAR,3pt,Jump Shot,[],1641731,69.46452036793693,69.6078431372549,1610612764,52,40,2024-11-10T23:59:04Z,2540000,False,98.0,235.0,1,right,MISS B. Coulibaly 25' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
257,PT03M55.00S,2024-11-10T23:58:58.1Z,2,REGULAR,rebound,defensive,[],203484,,,1610612753,52,40,2024-11-11T00:03:37Z,2550000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:3),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,256.0,3.0,3.0,0.0,,,,,,,,,,,,,,
258,PT03M49.00S,2024-11-10T23:59:04.6Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1641783,9.674770039421814,40.19607843137255,1610612753,54,40,2024-11-10T23:59:45Z,2560000,False,49.0,38.0,1,left,T. da Silva 6' driving floating bank Jump Shot (8 PTS) (K. Caldwell-Pope 3 AST),"[1641783, 203484]",1610612753.0,ORL,driving floating bank,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,6.23,Made,,,,,,,,,,,,,,,8.0,K. Caldwell-Pope,203484.0,3.0
260,PT03M37.00S,2024-11-10T23:59:15.5Z,2,REGULAR,3pt,Jump Shot,[],1642273,85.23324572930355,95.58823529411765,1610612764,54,43,2024-11-10T23:59:23Z,2580000,False,228.0,86.0,1,right,K. George 24' 3PT  (6 PTS) (B. Coulibaly 4 AST),"[1642273, 1641731]",1610612764.0,WAS,,,,George,K. George,,,,,Right Corner 3,24+ Right,24.37,Made,,,,,,,,,,,,,,,6.0,B. Coulibaly,1641731.0,4.0
262,PT03M11.00S,2024-11-10T23:59:41.2Z,2,REGULAR,3pt,Jump Shot,[],1630532,31.750985545335087,55.88235294117647,1610612753,54,43,2024-11-10T23:59:49Z,2600000,False,-29.0,246.0,1,left,MISS F. Wagner 24' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,24.78,Missed,,,,,,,,,,,,,,,,,,
263,PT03M11.00S,2024-11-10T23:59:41.2Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,54,43,2024-11-10T23:59:49Z,2610000,False,,,0,,K. George REBOUND (Off:0 Def:5),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,262.0,5.0,5.0,0.0,,,,,,,,,,,,,,
264,PT02M57.00S,2024-11-10T23:59:55.7Z,2,REGULAR,3pt,Jump Shot,[],1642273,64.60249671484888,34.31372549019608,1610612764,54,46,2024-11-11T00:00:01Z,2620000,False,-78.0,280.0,1,right,K. George 29' 3PT  (9 PTS) (C. Carrington 3 AST),"[1642273, 1642267]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,29.1,Made,,,,,,,,,,,,,,,9.0,C. Carrington,1642267.0,3.0
266,PT02M39.00S,2024-11-11T00:00:14.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.492115637319317,41.42156862745098,1610612753,54,46,2024-11-11T00:00:18Z,2640000,False,43.0,27.0,1,left,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
267,PT02M37.00S,2024-11-11T00:00:16.2Z,2,REGULAR,rebound,defensive,[],1641731,,,1610612764,54,46,2024-11-11T00:00:18Z,2650000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:2),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,266.0,3.0,2.0,1.0,,,,,,,,,,,,,,
268,PT02M33.00S,2024-11-11T00:00:20.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642273,87.20433639947439,47.794117647058826,1610612764,54,48,2024-11-11T00:00:32Z,2660000,False,-11.0,68.0,1,right,K. George 6' running Layup (11 PTS) (B. Coulibaly 5 AST),"[1642273, 1641731]",1610612764.0,WAS,running,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,6.87,Made,,,,,,,,,,,,,,,11.0,B. Coulibaly,1641731.0,5.0
270,PT02M32.00S,2024-11-11T00:00:25.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,54,48,2024-11-11T00:00:25Z,2680000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M32.00S,2024-11-11T00:01:38.0Z,2,REGULAR,substitution,out,[],203914,,,1610612753,54,48,2024-11-11T00:01:56Z,2690000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M32.00S,2024-11-11T00:01:38.0Z,2,REGULAR,substitution,out,[],1630557,,,1610612753,54,48,2024-11-11T00:01:56Z,2700000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M32.00S,2024-11-11T00:01:38.0Z,2,REGULAR,substitution,in,[],1628371,,,1610612753,54,48,2024-11-11T00:01:56Z,2710000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M32.00S,2024-11-11T00:01:38.0Z,2,REGULAR,substitution,in,[],1629673,,,1610612753,54,48,2024-11-11T00:01:56Z,2720000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M11.00S,2024-11-11T00:02:21.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,12.302890932982917,59.068627450980394,1610612753,54,48,2024-11-11T00:02:31Z,2730000,False,-45.0,63.0,1,left,MISS F. Wagner 7' turnaround fadeaway Shot,[1630532],1610612753.0,ORL,turnaround fadeaway,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
276,PT02M07.00S,2024-11-11T00:02:25.7Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,54,48,2024-11-11T00:02:31Z,2740000,False,,,0,,K. George REBOUND (Off:0 Def:6),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,275.0,6.0,6.0,0.0,,,,,,,,,,,,,,
277,PT01M54.00S,2024-11-11T00:02:37.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641731,90.62089356110381,62.254901960784316,1610612764,54,50,2024-11-11T00:02:56Z,2750000,False,61.0,36.0,1,right,B. Coulibaly 7' driving floating bank Jump Shot (11 PTS) (K. George 1 AST),"[1641731, 1642273]",1610612764.0,WAS,driving floating bank,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,,,,,,,,,,,,,,,11.0,K. George,1642273.0,1.0
279,PT01M37.00S,2024-11-11T00:02:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.178055190538765,61.029411764705884,1610612753,56,50,2024-11-11T00:04:31Z,2770000,False,-55.0,15.0,1,left,F. Wagner driving Layup (15 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,5.71,Made,,,,,,,,,,,,,,,15.0,,,
280,PT01M31.00S,2024-11-11T00:03:04.4Z,2,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612764,56,50,2024-11-11T00:03:12Z,2780000,False,,,0,,J. Poole lost ball out-of-bounds TURNOVER (1 TO),[1629673],1610612764.0,WAS,lost ball,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,201638.0,,,,,1.0,,,,,,
281,PT01M15.00S,2024-11-11T00:03:26.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641783,9.543363994743759,95.34313725490196,1610612753,56,50,2024-11-11T00:03:35Z,2790000,False,-227.0,37.0,1,left,MISS T. da Silva 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Left Corner 3,24+ Left,22.97,Missed,,,,,,,,,,,,,,,,,,
282,PT01M11.00S,2024-11-11T00:03:30.8Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612753,56,50,2024-11-11T00:03:35Z,2800000,False,,,0,,G. Bitadze REBOUND (Off:4 Def:4),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Left Corner 3,24+ Left,,,281.0,8.0,4.0,4.0,,,,,,,,,,,,,,
283,PT01M11.00S,2024-11-11T00:03:30.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629048,5.590000152587891,50.0,1610612753,58,50,2024-11-11T00:03:30Z,2810000,False,0.0,0.0,1,left,G. Bitadze tip Layup (8 PTS),[1629048],1610612753.0,ORL,tip,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,,,8.0,,,
284,PT00M55.70S,2024-11-11T00:03:46.6Z,2,REGULAR,3pt,Jump Shot,[],1642273,70.25295663600527,20.588235294117645,1610612764,58,53,2024-11-11T00:03:54Z,2820000,False,-147.0,227.0,1,right,K. George 27' 3PT  (14 PTS) (A. Sarr 3 AST),"[1642273, 1642259]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,27.06,Made,,,,,,,,,,,,,,,14.0,A. Sarr,1642259.0,3.0
286,PT00M39.90S,2024-11-11T00:04:05.9Z,2,REGULAR,3pt,Jump Shot,[],1628371,6.389618922470433,4.901960784313726,1610612753,61,53,2024-11-11T00:04:11Z,2840000,False,225.0,8.0,1,left,J. Isaac 3PT  (3 PTS) (F. Wagner 6 AST),"[1628371, 1630532]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,22.56,Made,,,,,,,,,,,,,,,3.0,F. Wagner,1630532.0,6.0
288,PT00M32.20S,2024-11-11T00:04:16.6Z,2,REGULAR,3pt,Jump Shot,[],1629673,61.84296977660972,71.07843137254902,1610612764,61,56,2024-11-11T00:04:21Z,2860000,False,105.0,306.0,1,right,J. Poole 32' 3PT pullup (15 PTS),[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,32.38,Made,,,,,,,,,,,,,,,15.0,,,
290,PT00M10.80S,2024-11-11T00:05:03.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,13.61695137976347,57.84313725490197,1610612753,61,56,2024-11-11T00:05:17Z,2880000,False,-39.0,75.0,1,left,MISS F. Wagner 8' driving Layup - blocked,"[1630532, 1642259]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,8.51,Missed,,,,,Sarr,1642259.0,,,,,,,,,,,,
291,PT00M10.80S,2024-11-11T00:05:03.9Z,2,REGULAR,block,,[],1642259,,,1610612753,61,56,2024-11-11T00:05:08Z,2890000,False,,,0,,A. Sarr BLOCK (2 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
292,PT00M10.80S,2024-11-11T00:05:03.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,61,56,2024-11-11T00:05:17Z,2900000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,290.0,,,,,,,,,,,,,,,,,
294,PT00M07.80S,2024-11-11T00:05:28.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203484,31.488173455978973,69.36274509803921,1610612753,61,56,2024-11-11T00:07:13Z,2920000,False,-97.0,243.0,1,left,MISS K. Caldwell-Pope 26' fadeaway 3PT,[203484],1610612753.0,ORL,fadeaway,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
295,PT00M04.30S,2024-11-11T00:05:32.2Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612764,61,56,2024-11-11T00:05:32Z,2930000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,294.0,2.0,2.0,0.0,,,,,,,,,,,,,,
296,PT00M00.00S,2024-11-11T00:05:41.7Z,2,REGULAR,period,end,[],0,,,1610612764,61,56,2024-11-11T00:05:41Z,2940000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2024-11-11T00:20:41.9Z,3,REGULAR,substitution,out,['startperiod'],1628371,,,1610612764,61,56,2024-11-11T00:21:04Z,2950000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2024-11-11T00:20:41.9Z,3,REGULAR,substitution,in,['startperiod'],1630591,,,1610612764,61,56,2024-11-11T00:21:04Z,2960000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2024-11-11T00:20:59.5Z,3,REGULAR,period,start,[],0,,,1610612753,61,56,2024-11-11T00:21:04Z,2970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT11M46.00S,2024-11-11T00:21:14.3Z,3,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,61,56,2024-11-11T00:21:34Z,2980000,False,,,0,,J. Suggs bad pass out-of-bounds TURNOVER (4 TO),[1630591],1610612753.0,ORL,bad pass,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,,,,,,204058.0,,,,,4.0,,,,,,
301,PT11M31.00S,2024-11-11T00:21:38.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642273,32.013797634691194,55.63725490196079,1610612764,61,56,2024-11-11T00:21:42Z,2990000,False,-28.0,248.0,1,left,MISS K. George 25' pullup 3PT,[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,25.0,Missed,,,,,,,,,,,,,,,,,,
302,PT11M28.00S,2024-11-11T00:21:41.0Z,3,REGULAR,rebound,defensive,[],203484,,,1610612753,61,56,2024-11-11T00:21:42Z,3000000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:4),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,301.0,4.0,4.0,0.0,,,,,,,,,,,,,,
303,PT11M18.00S,2024-11-11T00:21:54.5Z,3,REGULAR,foul,personal,[],1629673,,,1610612753,61,56,2024-11-11T00:22:04Z,3010000,False,,,0,,J. Poole personal FOUL (2 PF),"[1629673, 1630532]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,204058.0,2.0,0.0,Wagner,1630532.0,,,,,,,
305,PT11M05.00S,2024-11-11T00:22:21.5Z,3,REGULAR,3pt,Jump Shot,[],1641783,87.72996057818659,4.901960784313726,1610612753,61,56,2024-11-11T00:22:26Z,3030000,False,-225.0,63.0,1,right,MISS T. da Silva 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
306,PT11M02.00S,2024-11-11T00:22:24.5Z,3,REGULAR,rebound,defensive,[],1641731,,,1610612764,61,56,2024-11-11T00:22:26Z,3040000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:3),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Left Corner 3,24+ Left,,,305.0,4.0,3.0,1.0,,,,,,,,,,,,,,
308,PT11M01.00S,2024-11-11T00:22:26.0Z,3,REGULAR,turnover,lost ball,[],1641731,,,1610612764,61,56,2024-11-11T00:22:32Z,3060000,False,,,0,,B. Coulibaly lost ball TURNOVER (2 TO),"[1641731, 1641783]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2.0,da Silva,1641783.0,,,,
309,PT11M01.00S,2024-11-11T00:22:26.0Z,3,REGULAR,steal,,[],1641783,,,1610612753,61,56,2024-11-11T00:22:29Z,3070000,False,,,0,,T. da Silva STEAL (2 STL),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
310,PT10M55.00S,2024-11-11T00:22:31.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641783,92.19776609724047,47.30392156862745,1610612753,63,56,2024-11-11T00:22:40Z,3080000,False,-13.0,21.0,1,right,T. da Silva driving Layup (10 PTS),[1641783],1610612753.0,ORL,driving,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,,,,,,,,,,,10.0,,,
311,PT10M47.00S,2024-11-11T00:22:43.1Z,3,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612764,63,56,2024-11-11T00:23:27Z,3090000,False,,,0,,J. Suggs shooting personal FOUL (4 PF) (Sarr 2 FT),"[1630591, 1642259]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,204058.0,4.0,0.0,Sarr,1642259.0,,,,,,,
313,PT10M47.00S,2024-11-11T00:23:27.8Z,3,REGULAR,freethrow,1 of 2,[],1642259,,,1610612764,63,56,2024-11-11T00:23:27Z,3110000,False,,,0,,MISS A. Sarr Free Throw 1 of 2,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
314,PT10M47.00S,2024-11-11T00:23:27.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,63,56,2024-11-11T00:23:27Z,3120000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,313.0,,,,,,,,,,,,,,,,,
315,PT10M47.00S,2024-11-11T00:23:43.3Z,3,REGULAR,freethrow,2 of 2,[],1642259,,,1610612764,63,57,2024-11-11T00:23:43Z,3130000,False,,,0,,A. Sarr Free Throw 2 of 2 (6 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
316,PT10M27.00S,2024-11-11T00:24:08.8Z,3,REGULAR,foul,personal,[],1629673,,,1610612753,63,57,2024-11-11T00:24:15Z,3140000,False,,,0,,J. Poole personal FOUL (3 PF),"[1629673, 1630591]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,204058.0,3.0,0.0,Suggs,1630591.0,,,,,,,
318,PT10M18.00S,2024-11-11T00:24:38.8Z,3,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612753,63,57,2024-11-11T00:24:56Z,3160000,False,,,0,,K. George shooting personal FOUL (3 PF) (Wagner 2 FT),"[1642273, 1630532]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1627526.0,3.0,1.0,Wagner,1630532.0,,,,,,,
320,PT10M18.00S,2024-11-11T00:25:05.9Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,64,57,2024-11-11T00:25:05Z,3180000,False,,,0,,F. Wagner Free Throw 1 of 2 (16 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,,,,,,,,,16.0,,,
321,PT10M18.00S,2024-11-11T00:25:21.3Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,65,57,2024-11-11T00:25:21Z,3190000,False,,,0,,F. Wagner Free Throw 2 of 2 (17 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,,,,,,,,,17.0,,,
322,PT10M07.00S,2024-11-11T00:25:32.6Z,3,REGULAR,3pt,Jump Shot,[],1641731,8.09789750328515,4.6568627450980395,1610612764,65,60,2024-11-11T00:25:42Z,3200000,False,227.0,24.0,1,left,B. Coulibaly 3PT  (14 PTS) (J. Poole 1 AST),"[1641731, 1629673]",1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Right Corner 3,24+ Right,22.79,Made,,,,,,,,,,,,,,,14.0,J. Poole,1629673.0,1.0
324,PT09M50.00S,2024-11-11T00:25:51.0Z,3,REGULAR,3pt,Jump Shot,[],203484,72.09264126149803,79.41176470588235,1610612753,65,60,2024-11-11T00:25:59Z,3220000,False,147.0,210.0,1,right,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,,,,,,,,,,,,,,,,,
325,PT09M50.00S,2024-11-11T00:25:51.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612764,65,60,2024-11-11T00:25:59Z,3230000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,324.0,,,,,,,,,,,,,,,,,
328,PT09M32.00S,2024-11-11T00:26:34.9Z,3,REGULAR,3pt,Jump Shot,[],1642259,31.225361366622867,35.53921568627451,1610612764,65,60,2024-11-11T00:26:39Z,3260000,False,72.0,241.0,1,left,MISS A. Sarr 25' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,25.16,Missed,,,,,,,,,,,,,,,,,,
329,PT09M30.00S,2024-11-11T00:26:36.9Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,65,60,2024-11-11T00:26:39Z,3270000,False,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,328.0,2.0,2.0,0.0,,,,,,,,,,,,,,
330,PT09M21.00S,2024-11-11T00:26:49.2Z,3,REGULAR,turnover,out-of-bounds,[],203484,,,1610612753,65,60,2024-11-11T00:26:58Z,3280000,False,,,0,,K. Caldwell-Pope bad pass out-of-bounds TURNOVER (1 TO),[203484],1610612753.0,ORL,bad pass,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right,,,,,,,,,1627526.0,,,,,1.0,,,,,,
331,PT09M10.00S,2024-11-11T00:27:08.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641731,8.229303547963205,94.85294117647058,1610612764,65,60,2024-11-11T00:27:12Z,3290000,False,-224.0,25.0,1,left,MISS B. Coulibaly 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Left Corner 3,24+ Left,22.57,Missed,,,,,,,,,,,,,,,,,,
332,PT09M07.00S,2024-11-11T00:27:11.4Z,3,REGULAR,rebound,defensive,[],1629048,,,1610612753,65,60,2024-11-11T00:27:12Z,3300000,False,,,0,,G. Bitadze REBOUND (Off:4 Def:5),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Left Corner 3,24+ Left,,,331.0,9.0,5.0,4.0,,,,,,,,,,,,,,
333,PT08M46.00S,2024-11-11T00:27:32.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203484,91.40932982917214,44.36274509803921,1610612753,65,60,2024-11-11T00:27:39Z,3310000,False,-28.0,28.0,1,right,MISS K. Caldwell-Pope driving Layup - blocked,"[203484, 1641731]",1610612753.0,ORL,driving,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,Coulibaly,1641731.0,,,,,,,,,,,,
351,PT08M46.00S,2024-11-11T00:27:32.2Z,3,REGULAR,block,,[],1641731,,,1610612753,65,60,2024-11-11T00:31:58Z,3315000,False,,,0,,B. Coulibaly BLOCK (3 BLK),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
334,PT08M44.00S,2024-11-11T00:27:34.2Z,3,REGULAR,rebound,defensive,[],1642273,,,1610612764,65,60,2024-11-11T00:27:39Z,3320000,False,,,0,,K. George REBOUND (Off:0 Def:7),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,333.0,7.0,7.0,0.0,,,,,,,,,,,,,,
335,PT08M41.00S,2024-11-11T00:27:37.1Z,3,REGULAR,turnover,lost ball,[],1642273,,,1610612764,65,60,2024-11-11T00:27:47Z,3330000,False,,,0,,K. George lost ball TURNOVER (2 TO),"[1642273, 1630532]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2.0,Wagner,1630532.0,,,,
336,PT08M41.00S,2024-11-11T00:27:37.1Z,3,REGULAR,steal,,[],1630532,,,1610612753,65,60,2024-11-11T00:27:40Z,3340000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
337,PT08M41.00S,2024-11-11T00:27:44.0Z,3,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612753,65,60,2024-11-11T00:28:00Z,3350000,False,,,0,,J. Poole transition take personal FOUL (4 PF) (da Silva 1 FT),"[1629673, 1641783]",1610612764.0,WAS,transition take,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,201638.0,4.0,0.0,da Silva,1641783.0,,,,,,,
