actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
357,PT07M32.00S,2022-02-09T01:50:20.2Z,3,REGULAR,turnover,out-of-bounds,[],201988,,,1610612751,50,80,2022-02-09T01:50:30Z,3520000,,,0,,P. Mills bad pass out-of-bounds TURNOVER (1 TO),[201988],1610612751.0,BKN,bad pass,,,Mills,P. Mills,,,,,,,,,,,,,,2003.0,,,,,,,,1.0,,
358,PT07M32.00S,2022-02-09T01:50:23.1Z,3,REGULAR,substitution,out,[],1630556,,,1610612738,50,80,2022-02-09T01:50:30Z,3530000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
359,PT07M32.00S,2022-02-09T01:50:23.1Z,3,REGULAR,substitution,in,[],201949,,,1610612738,50,80,2022-02-09T01:50:30Z,3540000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
361,PT07M12.00S,2022-02-09T01:51:00.7Z,3,REGULAR,foul,personal,['2freethrow'],201949,,,1610612738,50,80,2022-02-09T01:51:13Z,3550000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Horford 2 FT),"[201949, 201143]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,,1627534.0,1.0,0.0,Horford,201143.0,,,,,,
363,PT07M12.00S,2022-02-09T01:51:28.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201143,,,1610612738,50,81,2022-02-09T01:51:28Z,3570000,,,0,,A. Horford Free Throw 1 of 2 (8 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
365,PT07M12.00S,2022-02-09T01:51:46.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201143,,,1610612738,50,82,2022-02-09T01:51:46Z,3580000,,,0,,A. Horford Free Throw 2 of 2 (9 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
366,PT06M55.00S,2022-02-09T01:52:07.1Z,3,REGULAR,2pt,Jump Shot,[],201988,93.64323258869908,76.22549019607843,1610612751,50,82,2022-02-09T01:52:11Z,3590000,131.0,7.0,1,right,MISS P. Mills 13' fadeaway Shot,[201988],1610612751.0,BKN,fadeaway,,,Mills,P. Mills,,,,,13.13,Missed,,,,,,,,,,,,,,,,,,
367,PT06M52.00S,2022-02-09T01:52:10.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,50,82,2022-02-09T01:52:11Z,3600000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,366.0,4.0,3.0,1.0,,,,,,,,,,,,,,
368,PT06M42.00S,2022-02-09T01:52:19.9Z,3,REGULAR,3pt,Jump Shot,[],203935,3.4986859395532193,96.07843137254902,1610612738,50,85,2022-02-09T01:52:27Z,3610000,-230.0,-20.0,1,left,M. Smart 3PT  (19 PTS) (A. Horford 7 AST),"[203935, 201143]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.12,Made,,,,,,,19.0,,,,,,A. Horford,201143.0,7.0,,,
370,PT06M30.00S,2022-02-09T01:52:36.1Z,3,REGULAR,foul,personal,[],201143,,,1610612751,50,85,2022-02-09T01:52:44Z,3630000,,,0,,A. Horford personal FOUL (1 PF),"[201143, 201949]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,1627534.0,1.0,0.0,Johnson,201949.0,,,,,,
372,PT06M30.00S,2022-02-09T01:52:47.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,50,85,2022-02-09T01:52:47Z,3650000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M30.00S,2022-02-09T01:52:49.0Z,3,REGULAR,substitution,out,[],201933,,,1610612751,50,85,2022-02-09T01:55:53Z,3660000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M30.00S,2022-02-09T01:52:49.0Z,3,REGULAR,substitution,out,[],201988,,,1610612751,50,85,2022-02-09T01:55:53Z,3670000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M30.00S,2022-02-09T01:52:49.0Z,3,REGULAR,substitution,in,[],1628975,,,1610612751,50,85,2022-02-09T01:55:53Z,3680000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M30.00S,2022-02-09T01:52:49.0Z,3,REGULAR,substitution,in,[],1630549,,,1610612751,50,85,2022-02-09T01:55:53Z,3690000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M23.00S,2022-02-09T01:56:13.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627761,89.83245729303549,59.31372549019608,1610612751,50,85,2022-02-09T01:56:19Z,3700000,47.0,43.0,1,right,MISS D. Bembry 6' driving floating Shot,[1627761],1610612751.0,BKN,driving floating,,,Bembry,D. Bembry,,,,,6.35,Missed,,,,,,,,,,,,,,,,,,
378,PT06M18.00S,2022-02-09T01:56:18.4Z,3,REGULAR,rebound,offensive,[],1630549,,,1610612751,50,85,2022-02-09T01:56:19Z,3710000,,,0,,D. Sharpe REBOUND (Off:5 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,377.0,7.0,2.0,5.0,,,,,,,,,,,,,,
379,PT06M18.00S,2022-02-09T01:56:17.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,94.40999984741211,50.0,1610612751,50,85,2022-02-09T01:56:17Z,3720000,0.0,0.0,1,right,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
380,PT06M17.00S,2022-02-09T01:56:18.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,50,85,2022-02-09T01:56:18Z,3730000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,379.0,5.0,4.0,1.0,,,,,,,,,,,,,,
381,PT06M02.00S,2022-02-09T01:56:33.1Z,3,REGULAR,3pt,Jump Shot,[],201143,30.305519053876477,68.62745098039215,1610612738,50,85,2022-02-09T01:56:37Z,3740000,-93.0,232.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,
382,PT05M59.00S,2022-02-09T01:56:36.1Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,50,85,2022-02-09T01:56:37Z,3750000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,381.0,2.0,2.0,0.0,,,,,,,,,,,,,,
383,PT05M50.00S,2022-02-09T01:56:46.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,94.03745072273325,52.69607843137255,1610612751,52,85,2022-02-09T01:56:56Z,3760000,13.0,4.0,1,right,D. Bembry driving Layup (6 PTS) (J. Johnson 3 AST),"[1627761, 201949]",1610612751.0,BKN,driving,,,Bembry,D. Bembry,,,,,1.39,Made,,,,,,,6.0,,,,,,J. Johnson,201949.0,3.0,,,
385,PT05M31.00S,2022-02-09T01:57:04.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,29.6484888304862,72.05882352941177,1610612738,52,85,2022-02-09T01:57:09Z,3780000,-110.0,226.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,
386,PT05M29.00S,2022-02-09T01:57:06.1Z,3,REGULAR,rebound,defensive,[],1627761,,,1610612751,52,85,2022-02-09T01:57:09Z,3790000,,,0,,D. Bembry REBOUND (Off:1 Def:1),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,385.0,2.0,1.0,1.0,,,,,,,,,,,,,,
387,PT05M18.00S,2022-02-09T01:57:18.5Z,3,REGULAR,3pt,Jump Shot,[],1628975,84.31340341655716,95.58823529411765,1610612751,55,85,2022-02-09T01:57:34Z,3800000,228.0,95.0,1,right,J. Carter 24' 3PT step back (15 PTS) (J. Johnson 4 AST),"[1628975, 201949]",1610612751.0,BKN,step back,,,Carter,J. Carter,,,,,24.69,Made,,,,,,,15.0,,,,,,J. Johnson,201949.0,4.0,,,
389,PT04M57.00S,2022-02-09T01:57:38.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,13.485545335085414,48.529411764705884,1610612738,55,87,2022-02-09T01:57:43Z,3820000,7.0,74.0,1,left,J. Brown 7' driving floating Jump Shot (22 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,7.47,Made,,,,,,,22.0,,,,,,,,,,,
390,PT04M48.00S,2022-02-09T01:57:48.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201949,94.30026281208936,52.20588235294118,1610612751,55,87,2022-02-09T01:58:00Z,3830000,11.0,1.0,1,right,MISS J. Johnson driving Layup,[201949],1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,1.11,Missed,,,,,,,,,,,,,,,,,,
391,PT04M44.00S,2022-02-09T01:57:52.0Z,3,REGULAR,rebound,offensive,[],1630549,,,1610612751,55,87,2022-02-09T01:58:00Z,3840000,,,0,,D. Sharpe REBOUND (Off:6 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,390.0,8.0,2.0,6.0,,,,,,,,,,,,,,
392,PT04M44.00S,2022-02-09T01:57:51.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630549,94.40999984741211,50.0,1610612751,57,87,2022-02-09T01:57:51Z,3850000,0.0,0.0,1,right,D. Sharpe tip DUNK (2 PTS),[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,0.0,Made,,,,,,,2.0,,,,,,,,,,,
393,PT04M32.00S,2022-02-09T01:58:06.0Z,3,REGULAR,2pt,Jump Shot,[],1628369,18.873193166885677,25.49019607843137,1610612738,57,89,2022-02-09T01:58:11Z,3860000,123.0,125.0,1,left,J. Tatum 17' fadeaway Jump Shot (16 PTS) (J. Brown 8 AST),"[1628369, 1627759]",1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,17.49,Made,,,,,,,16.0,,,,,,J. Brown,1627759.0,8.0,,,
394,PT04M32.00S,2022-02-09T01:58:09.5Z,3,REGULAR,foul,personal,['1freethrow'],1627761,,,1610612738,57,89,2022-02-09T01:58:36Z,3870000,,,0,,D. Bembry shooting personal FOUL (4 PF) (Tatum 1 FT),"[1627761, 1628369]",1610612751.0,BKN,shooting,,,Bembry,D. Bembry,,,,,,,,,,,,,,1627534.0,4.0,0.0,Tatum,1628369.0,,,,,,
396,PT04M32.00S,2022-02-09T01:58:26.7Z,3,REGULAR,substitution,out,[],1628971,,,1610612738,57,89,2022-02-09T01:58:42Z,3890000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M32.00S,2022-02-09T01:58:26.7Z,3,REGULAR,substitution,out,[],201143,,,1610612738,57,89,2022-02-09T01:58:42Z,3900000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M32.00S,2022-02-09T01:58:26.7Z,3,REGULAR,substitution,in,[],1630561,,,1610612738,57,89,2022-02-09T01:58:42Z,3910000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M32.00S,2022-02-09T01:58:26.7Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,57,89,2022-02-09T01:58:42Z,3920000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M32.00S,2022-02-09T01:58:41.4Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,57,89,2022-02-09T01:58:45Z,3930000,,,0,,MISS J. Tatum Free Throw 1 of 1,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
401,PT04M30.00S,2022-02-09T01:58:43.4Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,57,89,2022-02-09T01:58:45Z,3940000,,,0,,D. Sharpe REBOUND (Off:6 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,400.0,9.0,3.0,6.0,,,,,,,,,,,,,,
402,PT04M14.00S,2022-02-09T01:58:58.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201949,93.9060446780552,34.55882352941176,1610612751,59,89,2022-02-09T01:59:04Z,3950000,-77.0,5.0,1,right,J. Johnson 7' floating Jump Shot (12 PTS) (J. Carter 1 AST),"[201949, 1628975]",1610612751.0,BKN,floating,,,Johnson,J. Johnson,,,,,7.73,Made,,,,,,,12.0,,,,,,J. Carter,1628975.0,1.0,,,
404,PT03M55.00S,2022-02-09T01:59:16.6Z,3,REGULAR,2pt,Jump Shot,[],1627759,16.113666228646515,20.098039215686274,1610612738,59,89,2022-02-09T01:59:26Z,3970000,150.0,99.0,1,left,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,17.93,Missed,,,,,,,,,,,,,,,,,,
405,PT03M52.00S,2022-02-09T01:59:19.6Z,3,REGULAR,rebound,defensive,[],1627761,,,1610612751,59,89,2022-02-09T01:59:26Z,3980000,,,0,,D. Bembry REBOUND (Off:1 Def:2),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,404.0,3.0,2.0,1.0,,,,,,,,,,,,,,
406,PT03M43.00S,2022-02-09T01:59:28.8Z,3,REGULAR,3pt,Jump Shot,[],201949,69.85873850197109,73.2843137254902,1610612751,62,89,2022-02-09T01:59:35Z,3990000,116.0,231.0,1,right,J. Johnson 25' 3PT step back (15 PTS) (D. Bembry 1 AST),"[201949, 1627761]",1610612751.0,BKN,step back,,,Johnson,J. Johnson,,,,,25.85,Made,,,,,,,15.0,,,,,,D. Bembry,1627761.0,1.0,,,
407,PT03M21.00S,2022-02-09T01:59:53.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.966491458607096,52.450980392156865,1610612738,62,91,2022-02-09T02:00:14Z,4000000,-12.0,22.0,1,left,J. Tatum driving Layup (18 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.56,Made,,,,,,,18.0,,,,,,,,,,,
408,PT03M21.00S,2022-02-09T01:59:56.2Z,3,REGULAR,foul,personal,['1freethrow'],1627761,,,1610612738,62,91,2022-02-09T02:00:25Z,4010000,,,0,,D. Bembry shooting personal FOUL (5 PF) (Tatum 1 FT),"[1627761, 1628369]",1610612751.0,BKN,shooting,,,Bembry,D. Bembry,,,,,,,,,,,,,,2003.0,5.0,0.0,Tatum,1628369.0,,,,,,
410,PT03M21.00S,2022-02-09T02:00:05.8Z,3,REGULAR,substitution,out,[],1630549,,,1610612738,62,91,2022-02-09T02:00:51Z,4030000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M21.00S,2022-02-09T02:00:05.8Z,3,REGULAR,substitution,out,[],1627761,,,1610612738,62,91,2022-02-09T02:00:51Z,4040000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M21.00S,2022-02-09T02:00:05.8Z,3,REGULAR,substitution,in,[],1630560,,,1610612738,62,91,2022-02-09T02:00:51Z,4050000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M21.00S,2022-02-09T02:00:05.8Z,3,REGULAR,substitution,in,[],1630556,,,1610612738,62,91,2022-02-09T02:00:51Z,4060000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M21.00S,2022-02-09T02:00:36.5Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,62,92,2022-02-09T02:00:36Z,4070000,,,0,,J. Tatum Free Throw 1 of 1 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
415,PT03M12.00S,2022-02-09T02:00:47.5Z,3,REGULAR,turnover,bad pass,[],201949,,,1610612751,62,92,2022-02-09T02:00:54Z,4080000,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[201949, 1629057]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,2.0,Williams III,1629057.0
416,PT03M12.00S,2022-02-09T02:00:47.5Z,3,REGULAR,steal,,[],1629057,,,1610612738,62,92,2022-02-09T02:00:51Z,4090000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M02.00S,2022-02-09T02:00:57.5Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,62,92,2022-02-09T02:01:07Z,4100000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1630560]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,3.0,Thomas,1630560.0
418,PT03M02.00S,2022-02-09T02:00:57.5Z,3,REGULAR,steal,,[],1630560,,,1610612751,62,92,2022-02-09T02:00:59Z,4110000,,,0,,C. Thomas STEAL (1 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M58.00S,2022-02-09T02:01:01.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630561,93.64323258869908,43.13725490196079,1610612751,62,92,2022-02-09T02:03:39Z,4120000,-34.0,7.0,1,right,MISS D. Duke Jr. running Layup - blocked,"[1630561, 203935]",1610612751.0,BKN,running,,,Duke Jr.,D. Duke Jr.,,,,,3.51,Missed,,,,,Smart,203935.0,,,,,,,,,,,,
420,PT02M58.00S,2022-02-09T02:01:01.9Z,3,REGULAR,block,,[],203935,,,1610612751,62,92,2022-02-09T02:01:05Z,4130000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M58.00S,2022-02-09T02:01:01.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,62,92,2022-02-09T02:01:11Z,4140000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,419.0,,,,,,,,,,,,,,,,,
422,PT02M58.00S,2022-02-09T02:01:07.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,62,92,2022-02-09T02:01:07Z,4150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M58.00S,2022-02-09T02:01:17.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,62,92,2022-02-09T02:01:17Z,4160000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT02M58.00S,2022-02-09T02:01:19.2Z,3,REGULAR,substitution,out,[],1628369,,,1610612751,62,92,2022-02-09T02:04:17Z,4170000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M58.00S,2022-02-09T02:01:19.2Z,3,REGULAR,substitution,out,[],1629057,,,1610612751,62,92,2022-02-09T02:04:17Z,4180000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M58.00S,2022-02-09T02:01:19.2Z,3,REGULAR,substitution,in,[],203471,,,1610612751,62,92,2022-02-09T02:04:17Z,4190000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M58.00S,2022-02-09T02:01:19.2Z,3,REGULAR,substitution,in,[],1626196,,,1610612751,62,92,2022-02-09T02:04:17Z,4200000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M45.00S,2022-02-09T02:04:53.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630561,71.04139290407359,24.754901960784316,1610612751,62,92,2022-02-09T02:04:59Z,4210000,-126.0,220.0,1,right,MISS D. Duke Jr. 25' 3PT,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,
431,PT02M41.00S,2022-02-09T02:04:57.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,92,2022-02-09T02:04:59Z,4220000,,,0,,J. Brown REBOUND (Off:0 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,430.0,7.0,7.0,0.0,,,,,,,,,,,,,,
432,PT02M30.00S,2022-02-09T02:05:10.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,62,92,2022-02-09T02:05:10Z,4230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M23.00S,2022-02-09T02:05:41.2Z,3,REGULAR,3pt,Jump Shot,[],203935,33.459264126149804,49.26470588235294,1610612738,62,95,2022-02-09T02:05:46Z,4240000,4.0,262.0,1,left,M. Smart 26' 3PT  (22 PTS) (J. Brown 9 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.2,Made,,,,,,,22.0,,,,,,J. Brown,1627759.0,9.0,,,
435,PT02M10.00S,2022-02-09T02:05:53.5Z,3,REGULAR,3pt,Jump Shot,[],1630556,72.48685939553219,18.627450980392158,1610612751,62,95,2022-02-09T02:05:58Z,4260000,-157.0,206.0,1,right,MISS K. Edwards 25' 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,
436,PT02M07.00S,2022-02-09T02:05:56.5Z,3,REGULAR,rebound,defensive,[],203471,,,1610612738,62,95,2022-02-09T02:05:58Z,4270000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,435.0,1.0,1.0,0.0,,,,,,,,,,,,,,
437,PT01M59.00S,2022-02-09T02:06:04.6Z,3,REGULAR,3pt,Jump Shot,[],203935,26.49474375821288,79.90196078431373,1610612738,62,95,2022-02-09T02:06:10Z,4280000,-150.0,197.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.7,Missed,,,,,,,,,,,,,,,,,,
438,PT01M59.00S,2022-02-09T02:06:09.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,62,95,2022-02-09T02:06:09Z,4290000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,437.0,,,,,,,,,,,,,,,,,
439,PT01M59.00S,2022-02-09T02:06:10.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,62,95,2022-02-09T02:06:10Z,4300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M59.00S,2022-02-09T02:06:11.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,62,95,2022-02-09T02:06:19Z,4310000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
441,PT01M59.00S,2022-02-09T02:06:11.1Z,3,REGULAR,substitution,out,[],203935,,,1610612738,62,95,2022-02-09T02:06:19Z,4320000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
442,PT01M59.00S,2022-02-09T02:06:11.1Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,62,95,2022-02-09T02:06:19Z,4330000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
443,PT01M59.00S,2022-02-09T02:06:11.1Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,62,95,2022-02-09T02:06:19Z,4340000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
444,PT01M56.00S,2022-02-09T02:06:30.2Z,3,REGULAR,turnover,bad pass,[],203471,,,1610612738,62,95,2022-02-09T02:06:35Z,4350000,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 201949]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,1.0,Johnson,201949.0
445,PT01M56.00S,2022-02-09T02:06:30.2Z,3,REGULAR,steal,,[],201949,,,1610612751,62,95,2022-02-09T02:06:32Z,4360000,,,0,,J. Johnson STEAL (1 STL),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
446,PT01M52.00S,2022-02-09T02:06:34.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630561,94.1688567674113,49.50980392156863,1610612751,64,95,2022-02-09T02:06:51Z,4370000,-2.0,2.0,1,right,D. Duke Jr. running alley-oop DUNK (9 PTS) (C. Thomas 2 AST),"[1630561, 1630560]",1610612751.0,BKN,running alley-oop,,,Duke Jr.,D. Duke Jr.,,,,,0.34,Made,,,,,,,9.0,,,,,,C. Thomas,1630560.0,2.0,,,
448,PT01M38.00S,2022-02-09T02:06:48.3Z,3,REGULAR,turnover,bad pass,[],1629684,,,1610612738,64,95,2022-02-09T02:06:52Z,4390000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 1630561]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,1.0,Duke Jr.,1630561.0
