actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
464,PT03M31.00S,2022-03-04T02:20:10.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203552,30.56833114323259,67.8921568627451,1610612751,76,81,2022-03-04T02:20:16Z,4550000,-89.0,235.0,1,left,MISS S. Curry 25' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
465,PT03M30.00S,2022-03-04T02:20:11.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,76,81,2022-03-04T02:20:16Z,4560000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,,,,
466,PT03M30.00S,2022-03-04T02:20:16.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612751,76,81,2022-03-04T02:20:38Z,4570000,,,0,,M. Strus loose ball personal FOUL (3 PF) (Johnson 2 FT),"[1629622, 201949]",1610612748.0,MIA,loose ball,,,Strus,M. Strus,,,,,,,,,,,2715.0,,,,,,3.0,1.0,Johnson,201949.0,,,,,
468,PT03M30.00S,2022-03-04T02:20:41.1Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",201949,,,1610612751,76,81,2022-03-04T02:20:41Z,4590000,,,0,,MISS J. Johnson Free Throw 1 of 2,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
469,PT03M30.00S,2022-03-04T02:20:41.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,76,81,2022-03-04T02:20:41Z,4600000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,,,,
470,PT03M30.00S,2022-03-04T02:20:56.8Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",201949,,,1610612751,77,81,2022-03-04T02:20:56Z,4610000,,,0,,J. Johnson Free Throw 2 of 2 (3 PTS),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
471,PT03M19.00S,2022-03-04T02:21:11.2Z,3,REGULAR,3pt,Jump Shot,[],1629622,66.70499342969777,49.50980392156863,1610612748,77,84,2022-03-04T02:21:16Z,4620000,-2.0,260.0,1,right,M. Strus 26' 3PT  (19 PTS) (B. Adebayo 6 AST),"[1629622, 1628389]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,26.05,Made,,,,,,,19.0,B. Adebayo,1628389.0,6.0,,,,,,,,,
473,PT03M05.00S,2022-03-04T02:21:28.2Z,3,REGULAR,violation,kicked ball,[],1628389,,,1610612751,77,84,2022-03-04T02:21:36Z,4640000,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,2715.0,,,,,,,,,,,,,,
474,PT02M56.00S,2022-03-04T02:21:48.4Z,3,REGULAR,2pt,Jump Shot,[],200746,10.726018396846255,30.637254901960787,1610612751,77,84,2022-03-04T02:21:53Z,4650000,97.0,48.0,1,left,MISS L. Aldridge 10' fadeaway Shot,[200746],1610612751.0,BKN,fadeaway,,,Aldridge,L. Aldridge,,,,,10.82,Missed,,,,,,,,,,,,,,,,,,,
475,PT02M51.00S,2022-03-04T02:21:53.4Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,77,84,2022-03-04T02:21:53Z,4660000,,,0,,B. Adebayo REBOUND (Off:0 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,474.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
476,PT02M45.00S,2022-03-04T02:21:59.1Z,3,REGULAR,3pt,Jump Shot,[],1629622,79.58278580814718,89.4607843137255,1610612748,77,84,2022-03-04T02:22:04Z,4670000,197.0,139.0,1,right,MISS M. Strus 24' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,24.16,Missed,,,,,,,,,,,,,,,,,,,
477,PT02M42.00S,2022-03-04T02:22:02.1Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,77,84,2022-03-04T02:22:04Z,4680000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,476.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
478,PT02M39.00S,2022-03-04T02:22:05.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201142,32.802233902759525,51.225490196078425,1610612751,80,84,2022-03-04T02:22:17Z,4690000,-6.0,256.0,1,left,K. Durant 25' 3PT running pullup (23 PTS),[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,25.59,Made,,,,,,,23.0,,,,,,,,,,,,
479,PT02M31.00S,2022-03-04T02:22:12.1Z,3,REGULAR,3pt,Jump Shot,[],1628997,73.40670170827858,83.33333333333334,1610612748,80,84,2022-03-04T02:22:19Z,4700000,167.0,197.0,1,right,MISS C. Martin 25' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,,
480,PT02M31.00S,2022-03-04T02:22:12.1Z,3,REGULAR,rebound,defensive,[],201949,,,1610612751,80,84,2022-03-04T02:22:19Z,4710000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,479.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
483,PT02M14.00S,2022-03-04T02:22:47.5Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612751,80,84,2022-03-04T02:23:56Z,4740000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M14.00S,2022-03-04T02:23:01.6Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612751,80,84,2022-03-04T02:23:49Z,4750000,,,0,,,[],1610612748.0,MIA,overturned,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,,No Foul on B. Adebayo
485,PT02M14.00S,2022-03-04T02:23:49.6Z,3,REGULAR,substitution,out,[],203552,,,1610612751,80,84,2022-03-04T02:24:48Z,4760000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT02M14.00S,2022-03-04T02:23:49.6Z,3,REGULAR,substitution,out,[],1629216,,,1610612751,80,84,2022-03-04T02:24:48Z,4770000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT02M14.00S,2022-03-04T02:23:49.6Z,3,REGULAR,substitution,out,[],1628389,,,1610612751,80,84,2022-03-04T02:24:48Z,4780000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT02M14.00S,2022-03-04T02:23:49.6Z,3,REGULAR,substitution,in,[],1630560,,,1610612751,80,84,2022-03-04T02:24:48Z,4790000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M14.00S,2022-03-04T02:23:49.6Z,3,REGULAR,substitution,in,[],203473,,,1610612751,80,84,2022-03-04T02:24:48Z,4800000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT02M14.00S,2022-03-04T02:23:49.6Z,3,REGULAR,substitution,in,[],1629130,,,1610612751,80,84,2022-03-04T02:24:48Z,4810000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT02M10.00S,2022-03-04T02:25:18.9Z,3,REGULAR,jumpball,recovered,[],1630560,,,1610612751,80,84,2022-03-04T02:25:18Z,4820000,,,0,,Jump Ball L. Aldridge vs. C. Martin: Tip to C. Thomas,"[1630560, 200746, 1628997]",1610612751.0,BKN,challenge,C. Thomas,1630560.0,Thomas,C. Thomas,Aldridge,200746.0,Martin,1628997.0,,,,,,,,,,,,,,,,,,,,,
494,PT01M55.00S,2022-03-04T02:25:33.4Z,3,REGULAR,2pt,Jump Shot,[],201988,25.969119579500656,31.862745098039213,1610612751,80,84,2022-03-04T02:25:37Z,4850000,91.0,192.0,1,left,MISS P. Mills 21' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,21.2,Missed,,,,,,,,,,,,,,,,,,,
495,PT01M52.00S,2022-03-04T02:25:36.4Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,80,84,2022-03-04T02:25:37Z,4860000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,494.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
496,PT01M33.00S,2022-03-04T02:25:59.3Z,3,REGULAR,foul,personal,['2freethrow'],201949,,,1610612748,80,84,2022-03-04T02:26:09Z,4870000,,,0,,J. Johnson shooting personal FOUL (4 PF) (Strus 2 FT),"[201949, 1629622]",1610612751.0,BKN,shooting,,,Johnson,J. Johnson,,,,,,,,,,,2715.0,,,,,,4.0,1.0,Strus,1629622.0,,,,,
498,PT01M33.00S,2022-03-04T02:26:20.2Z,3,REGULAR,freethrow,1 of 2,[],1629622,,,1610612748,80,85,2022-03-04T02:26:20Z,4890000,,,0,,M. Strus Free Throw 1 of 2 (20 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,Made,,,,,,,20.0,,,,,,,,,,,,
499,PT01M33.00S,2022-03-04T02:26:28.1Z,3,REGULAR,substitution,out,[],201949,,,1610612748,80,85,2022-03-04T02:26:33Z,4900000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT01M33.00S,2022-03-04T02:26:28.1Z,3,REGULAR,substitution,in,[],1628971,,,1610612748,80,85,2022-03-04T02:26:33Z,4910000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT01M33.00S,2022-03-04T02:26:44.4Z,3,REGULAR,freethrow,2 of 2,[],1629622,,,1610612748,80,86,2022-03-04T02:26:44Z,4920000,,,0,,M. Strus Free Throw 2 of 2 (21 PTS),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,Made,,,,,,,21.0,,,,,,,,,,,,
502,PT01M17.00S,2022-03-04T02:27:02.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200746,19.793035479632064,40.44117647058824,1610612751,80,86,2022-03-04T02:27:07Z,4930000,48.0,134.0,1,left,MISS L. Aldridge 14' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,14.19,Missed,,,,,,,,,,,,,,,,,,,
503,PT01M14.00S,2022-03-04T02:27:05.0Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,80,86,2022-03-04T02:27:07Z,4940000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,502.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
504,PT01M02.00S,2022-03-04T02:27:16.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203473,92.72339027595268,44.36274509803921,1610612748,80,88,2022-03-04T02:27:21Z,4950000,-28.0,16.0,1,right,D. Dedmon alley-oop Layup (2 PTS) (T. Herro 4 AST),"[203473, 1629639]",1610612748.0,MIA,alley-oop,,,Dedmon,D. Dedmon,,,,,3.24,Made,,,,,,,2.0,T. Herro,1629639.0,4.0,,,,,,,,,
506,PT00M51.40S,2022-03-04T02:27:27.2Z,3,REGULAR,2pt,Jump Shot,[],201142,14.931011826544022,30.14705882352941,1610612751,82,88,2022-03-04T02:27:31Z,4970000,99.0,88.0,1,left,K. Durant 13' pullup Jump Shot (25 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,13.26,Made,,,,,,,25.0,,,,,,,,,,,,
507,PT00M31.80S,2022-03-04T02:27:51.2Z,3,REGULAR,2pt,Jump Shot,[],1629639,90.3580814717477,31.61764705882353,1610612748,82,88,2022-03-04T02:27:56Z,4980000,-92.0,38.0,1,right,MISS T. Herro 9' floating Shot,[1629639],1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,9.95,Missed,,,,,,,,,,,,,,,,,,,
508,PT00M29.00S,2022-03-04T02:27:54.0Z,3,REGULAR,rebound,defensive,[],1630560,,,1610612751,82,88,2022-03-04T02:27:56Z,4990000,,,0,,C. Thomas REBOUND (Off:1 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,507.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
509,PT00M27.40S,2022-03-04T02:27:56.1Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1630560,23.209592641261498,46.568627450980394,1610612751,84,88,2022-03-04T02:28:17Z,5000000,17.0,166.0,1,left,C. Thomas 16' running pullup Jump Shot (6 PTS),[1630560],1610612751.0,BKN,running pullup,,,Thomas,C. Thomas,,,,,16.66,Made,,,,,,,6.0,,,,,,,,,,,,
510,PT00M05.20S,2022-03-04T02:28:28.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.9060446780552,57.59803921568627,1610612748,84,88,2022-03-04T02:28:32Z,5010000,38.0,5.0,1,right,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,3.83,Missed,,,,,,,,,,,,,,,,,,,
511,PT00M03.40S,2022-03-04T02:28:30.3Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,84,88,2022-03-04T02:28:32Z,5020000,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,510.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
512,PT00M00.00S,2022-03-04T02:28:34.3Z,3,REGULAR,3pt,Jump Shot,[],1630560,34.90473061760841,39.705882352941174,1610612751,84,88,2022-03-04T02:28:43Z,5030000,51.0,276.0,1,left,MISS C. Thomas 28' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,28.04,Missed,,,,,,,,,,,,,,,,,,,
513,PT00M00.00S,2022-03-04T02:28:34.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,84,88,2022-03-04T02:28:43Z,5040000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,,,,
514,PT00M00.00S,2022-03-04T02:28:39.4Z,3,REGULAR,period,end,[],0,,,1610612751,84,88,2022-03-04T02:28:39Z,5050000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2022-03-04T02:29:05.2Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,84,88,2022-03-04T02:31:09Z,5060000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2022-03-04T02:29:05.2Z,4,REGULAR,substitution,out,['startperiod'],201988,,,1610612751,84,88,2022-03-04T02:31:09Z,5070000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2022-03-04T02:29:05.2Z,4,REGULAR,substitution,out,['startperiod'],1628997,,,1610612751,84,88,2022-03-04T02:31:09Z,5080000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2022-03-04T02:29:05.2Z,4,REGULAR,substitution,out,['startperiod'],1629622,,,1610612751,84,88,2022-03-04T02:31:09Z,5090000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2022-03-04T02:29:05.2Z,4,REGULAR,substitution,in,['startperiod'],203552,,,1610612751,84,88,2022-03-04T02:31:09Z,5100000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2022-03-04T02:29:05.2Z,4,REGULAR,substitution,in,['startperiod'],201609,,,1610612751,84,88,2022-03-04T02:31:09Z,5110000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2022-03-04T02:29:05.2Z,4,REGULAR,substitution,in,['startperiod'],1629312,,,1610612751,84,88,2022-03-04T02:31:09Z,5120000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2022-03-04T02:29:05.2Z,4,REGULAR,substitution,in,['startperiod'],1629216,,,1610612751,84,88,2022-03-04T02:31:09Z,5130000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2022-03-04T02:31:22.5Z,4,REGULAR,period,start,[],0,,,1610612751,84,88,2022-03-04T02:31:22Z,5140000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M43.00S,2022-03-04T02:31:39.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,14.668199737187912,44.85294117647059,1610612751,84,88,2022-03-04T02:32:02Z,5150000,26.0,85.0,1,left,MISS B. Brown 8' driving floating Shot,[1628971],1610612751.0,BKN,driving floating,,,Brown,B. Brown,,,,,8.92,Missed,,,,,,,,,,,,,,,,,,,
525,PT11M41.00S,2022-03-04T02:31:41.0Z,4,REGULAR,rebound,offensive,[],200746,,,1610612751,84,88,2022-03-04T02:32:02Z,5160000,,,0,,L. Aldridge REBOUND (Off:1 Def:2),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,524.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
526,PT11M41.00S,2022-03-04T02:31:43.4Z,4,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612751,84,88,2022-03-04T02:31:56Z,5170000,,,0,,G. Vincent shooting personal FOUL (3 PF) (Aldridge 2 FT),"[1629216, 200746]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,2715.0,,,,,,3.0,0.0,Aldridge,200746.0,,,,,
528,PT11M41.00S,2022-03-04T02:32:10.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],200746,,,1610612751,85,88,2022-03-04T02:32:10Z,5190000,,,0,,L. Aldridge Free Throw 1 of 2 (3 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
529,PT11M41.00S,2022-03-04T02:32:28.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],200746,,,1610612751,86,88,2022-03-04T02:32:28Z,5200000,,,0,,L. Aldridge Free Throw 2 of 2 (4 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
530,PT11M20.00S,2022-03-04T02:32:50.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203473,87.59855453350855,40.931372549019606,1610612748,86,90,2022-03-04T02:32:54Z,5210000,-45.0,64.0,1,right,D. Dedmon 7' turnaround Hook (4 PTS),[203473],1610612748.0,MIA,turnaround,,,Dedmon,D. Dedmon,,,,,7.85,Made,,,,,,,4.0,,,,,,,,,,,,
531,PT11M08.00S,2022-03-04T02:33:02.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,15.456636005256241,48.77450980392157,1610612751,88,90,2022-03-04T02:33:08Z,5220000,6.0,93.0,1,left,B. Brown 9' driving floating Jump Shot (11 PTS) (G. Dragic 6 AST),"[1628971, 201609]",1610612751.0,BKN,driving floating,,,Brown,B. Brown,,,,,9.3,Made,,,,,,,11.0,G. Dragic,201609.0,6.0,,,,,,,,,
533,PT10M56.00S,2022-03-04T02:33:14.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203473,82.86793692509855,49.26470588235294,1610612748,88,90,2022-03-04T02:33:19Z,5240000,-4.0,109.0,1,right,MISS D. Dedmon 10' Hook,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,10.86,Missed,,,,,,,,,,,,,,,,,,,
534,PT10M53.00S,2022-03-04T02:33:17.6Z,4,REGULAR,rebound,defensive,[],200746,,,1610612751,88,90,2022-03-04T02:33:19Z,5250000,,,0,,L. Aldridge REBOUND (Off:1 Def:3),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,533.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
535,PT10M41.00S,2022-03-04T02:33:33.4Z,4,REGULAR,turnover,out-of-bounds,[],1628971,,,1610612751,88,90,2022-03-04T02:33:38Z,5260000,,,0,,B. Brown lost ball out-of-bounds TURNOVER (1 TO),[1628971],1610612751.0,BKN,lost ball,,,Brown,B. Brown,,,,,,,,,,,202037.0,1.0,,,,,,,,,,,,,
536,PT10M28.00S,2022-03-04T02:33:52.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,90.62089356110381,54.41176470588235,1610612748,88,92,2022-03-04T02:33:56Z,5270000,22.0,36.0,1,right,T. Herro driving floating Jump Shot (18 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,4.2,Made,,,,,,,18.0,,,,,,,,,,,,
537,PT10M22.00S,2022-03-04T02:34:00.3Z,4,REGULAR,foul,personal,[],203473,,,1610612751,88,92,2022-03-04T02:34:15Z,5280000,,,0,,D. Dedmon personal FOUL (2 PF),"[203473, 1630560]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,202037.0,,,,,,2.0,0.0,Thomas,1630560.0,,,,,
539,PT10M10.00S,2022-03-04T02:34:46.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,18.74178712220762,42.15686274509804,1610612751,90,92,2022-03-04T02:35:10Z,5300000,39.0,124.0,1,left,B. Brown 12' turnaround Jump Shot (13 PTS) (C. Thomas 3 AST),"[1628971, 1630560]",1610612751.0,BKN,turnaround,,,Brown,B. Brown,,,,,12.98,Made,,,,,,,13.0,C. Thomas,1630560.0,3.0,,,,,,,,,
541,PT09M58.00S,2022-03-04T02:34:57.2Z,4,REGULAR,2pt,Jump Shot,[],1629639,82.9993429697766,67.8921568627451,1610612748,90,92,2022-03-04T02:35:03Z,5320000,89.0,107.0,1,right,MISS T. Herro 13' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,13.97,Missed,,,,,,,,,,,,,,,,,,,
542,PT09M58.00S,2022-03-04T02:35:02.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,90,92,2022-03-04T02:35:02Z,5330000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,541.0,,,,,,,,,,,,,,,,,,
543,PT09M58.00S,2022-03-04T02:35:04.1Z,4,REGULAR,foul,personal,[],203473,,,1610612751,90,92,2022-03-04T02:35:25Z,5340000,,,0,,D. Dedmon loose ball personal FOUL (3 PF),"[203473, 1630560]",1610612748.0,MIA,loose ball,,,Dedmon,D. Dedmon,,,,,,,,,,,202037.0,,,,,,3.0,0.0,Thomas,1630560.0,,,,,
545,PT09M41.00S,2022-03-04T02:35:31.6Z,4,REGULAR,turnover,bad pass,[],1630560,,,1610612751,90,92,2022-03-04T02:35:36Z,5360000,,,0,,C. Thomas bad pass TURNOVER (1 TO),"[1630560, 1629216]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,1.0,,,,,,,,,,,Vincent,1629216.0,
546,PT09M41.00S,2022-03-04T02:35:31.6Z,4,REGULAR,steal,,[],1629216,,,1610612748,90,92,2022-03-04T02:35:34Z,5370000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT09M28.00S,2022-03-04T02:35:44.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203473,91.67214191852825,44.85294117647059,1610612748,90,94,2022-03-04T02:35:48Z,5380000,-26.0,26.0,1,right,D. Dedmon Layup (6 PTS) (T. Herro 5 AST),"[203473, 1629639]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,3.64,Made,,,,,,,6.0,T. Herro,1629639.0,5.0,,,,,,,,,
549,PT09M18.00S,2022-03-04T02:35:54.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,10.068988173455978,49.01960784313725,1610612751,92,94,2022-03-04T02:35:58Z,5400000,5.0,42.0,1,left,G. Dragic driving floating Jump Shot (9 PTS),[201609],1610612751.0,BKN,driving floating,,,Dragic,G. Dragic,,,,,4.24,Made,,,,,,,9.0,,,,,,,,,,,,
550,PT09M06.00S,2022-03-04T02:36:05.5Z,4,REGULAR,3pt,Jump Shot,[],1629639,68.80749014454665,32.1078431372549,1610612748,92,94,2022-03-04T02:36:10Z,5410000,-89.0,241.0,1,right,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
551,PT09M03.00S,2022-03-04T02:36:08.5Z,4,REGULAR,rebound,defensive,[],1630560,,,1610612751,92,94,2022-03-04T02:36:10Z,5420000,,,0,,C. Thomas REBOUND (Off:1 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,550.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
552,PT08M55.00S,2022-03-04T02:36:16.6Z,4,REGULAR,2pt,Jump Shot,[],1630560,11.645860709592641,18.137254901960784,1610612751,92,94,2022-03-04T02:36:21Z,5430000,159.0,57.0,1,left,MISS C. Thomas 16' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,16.92,Missed,,,,,,,,,,,,,,,,,,,
553,PT08M51.00S,2022-03-04T02:36:20.6Z,4,REGULAR,rebound,defensive,[],1629312,,,1610612748,92,94,2022-03-04T02:36:21Z,5440000,,,0,,H. Highsmith REBOUND (Off:1 Def:3),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,552.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
