actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
629,PT01M29.00S,2022-02-18T02:45:15.0Z,4,REGULAR,substitution,in,[],1630264,,,1610612751,101,113,2022-02-18T02:46:31Z,6160000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT01M29.00S,2022-02-18T02:45:15.0Z,4,REGULAR,substitution,out,[],1630166,,,1610612751,101,113,2022-02-18T02:48:18Z,6165000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT01M23.00S,2022-02-18T02:46:54.6Z,4,REGULAR,3pt,Jump Shot,[],1630560,28.203022339027594,25.245098039215684,1610612751,101,113,2022-02-18T02:47:01Z,6170000,124.0,213.0,1,left,MISS C. Thomas 24' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,,
631,PT01M18.00S,2022-02-18T02:46:59.4Z,4,REGULAR,rebound,offensive,[],201988,,,1610612751,101,113,2022-02-18T02:46:59Z,6180000,,,0,,P. Mills REBOUND (Off:1 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,630.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
632,PT01M17.00S,2022-02-18T02:47:01.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630560,21.76412614980289,10.294117647058822,1610612751,101,113,2022-02-18T02:47:11Z,6190000,199.0,152.0,1,left,MISS C. Thomas 25' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
633,PT01M16.00S,2022-02-18T02:47:02.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,101,113,2022-02-18T02:47:11Z,6200000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,632.0,,,,,,,,,,,,,,,,,,
634,PT01M16.00S,2022-02-18T02:47:10.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202397,,,1610612751,101,113,2022-02-18T02:47:21Z,6210000,,,0,,I. Smith loose ball personal FOUL (3 PF) (Aldridge 2 FT),"[202397, 200746]",1610612764.0,WAS,loose ball,,,Smith,I. Smith,,,,,,,,,,,,,,,,,1148.0,,,,3.0,0.0,Aldridge,200746.0,
636,PT01M16.00S,2022-02-18T02:47:31.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],200746,,,1610612751,102,113,2022-02-18T02:47:31Z,6230000,,,0,,L. Aldridge Free Throw 1 of 2 (15 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
637,PT01M16.00S,2022-02-18T02:47:48.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],200746,,,1610612751,103,113,2022-02-18T02:47:48Z,6240000,,,0,,L. Aldridge Free Throw 2 of 2 (16 PTS),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
638,PT01M08.00S,2022-02-18T02:48:01.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629060,93.77463863337714,50.98039215686274,1610612764,103,115,2022-02-18T02:48:06Z,6250000,5.0,6.0,1,right,R. Hachimura DUNK (20 PTS) (K. Caldwell-Pope 2 AST),"[1629060, 203484]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,0.77,Made,,,,,20.0,,,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,
640,PT01M08.00S,2022-02-18T02:48:16.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,103,115,2022-02-18T02:48:16Z,6270000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M08.00S,2022-02-18T02:48:51.5Z,4,REGULAR,substitution,out,[],201988,,,1610612751,103,115,2022-02-18T02:49:23Z,6280000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT01M08.00S,2022-02-18T02:48:51.5Z,4,REGULAR,substitution,out,[],200746,,,1610612751,103,115,2022-02-18T02:49:23Z,6290000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M08.00S,2022-02-18T02:48:51.5Z,4,REGULAR,substitution,out,[],1630560,,,1610612751,103,115,2022-02-18T02:49:23Z,6300000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M08.00S,2022-02-18T02:48:51.5Z,4,REGULAR,substitution,out,[],203552,,,1610612751,103,115,2022-02-18T02:49:23Z,6310000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M08.00S,2022-02-18T02:48:51.5Z,4,REGULAR,substitution,out,[],1630264,,,1610612751,103,115,2022-02-18T02:49:23Z,6320000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT01M08.00S,2022-02-18T02:48:51.5Z,4,REGULAR,substitution,in,[],1628975,,,1610612751,103,115,2022-02-18T02:49:23Z,6330000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M08.00S,2022-02-18T02:48:51.5Z,4,REGULAR,substitution,in,[],1630561,,,1610612751,103,115,2022-02-18T02:49:23Z,6340000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M08.00S,2022-02-18T02:48:51.5Z,4,REGULAR,substitution,in,[],1630549,,,1610612751,103,115,2022-02-18T02:49:23Z,6350000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT01M08.00S,2022-02-18T02:48:51.5Z,4,REGULAR,substitution,in,[],1630556,,,1610612751,103,115,2022-02-18T02:49:23Z,6360000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M08.00S,2022-02-18T02:48:51.5Z,4,REGULAR,substitution,in,[],1630166,,,1610612751,103,115,2022-02-18T02:49:23Z,6370000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M55.20S,2022-02-18T02:49:48.6Z,4,REGULAR,3pt,Jump Shot,[],1628975,30.56833114323259,32.1078431372549,1610612751,103,115,2022-02-18T02:49:53Z,6380000,89.0,235.0,1,left,MISS J. Carter 25' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
653,PT00M51.10S,2022-02-18T02:49:52.7Z,4,REGULAR,rebound,offensive,[],1628975,,,1610612751,103,115,2022-02-18T02:49:53Z,6390000,,,0,,J. Carter REBOUND (Off:1 Def:2),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,652.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
654,PT00M49.60S,2022-02-18T02:49:54.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630561,19.66162943495401,91.91176470588235,1610612751,103,115,2022-02-18T02:49:57Z,6400000,-210.0,132.0,1,left,MISS D. Duke Jr. 24' 3PT,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
655,PT00M46.70S,2022-02-18T02:49:57.2Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612751,103,115,2022-02-18T02:49:57Z,6410000,,,0,,B. Brown REBOUND (Off:3 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,654.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
656,PT00M44.90S,2022-02-18T02:49:59.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,30.17411300919842,27.941176470588236,1610612751,103,115,2022-02-18T02:50:02Z,6420000,110.0,231.0,1,left,MISS J. Carter 25' 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
657,PT00M42.00S,2022-02-18T02:50:01.9Z,4,REGULAR,rebound,defensive,[],202397,,,1610612764,103,115,2022-02-18T02:50:02Z,6430000,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,656.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
658,PT00M24.50S,2022-02-18T02:50:19.4Z,4,REGULAR,2pt,Jump Shot,[],202397,88.25558475689881,77.45098039215686,1610612764,103,117,2022-02-18T02:50:24Z,6440000,137.0,58.0,1,right,I. Smith 14' step back Jump Shot (15 PTS),[202397],1610612764.0,WAS,step back,,,Smith,I. Smith,,,,,14.9,Made,,,,,15.0,,,,,,,,,,,,,,
659,PT00M11.00S,2022-02-18T02:50:36.1Z,4,REGULAR,3pt,Jump Shot,[],1630561,32.14520367936925,49.50980392156863,1610612751,103,117,2022-02-18T02:50:40Z,6450000,2.0,250.0,1,left,MISS D. Duke Jr. 24' pullup 3PT,[1630561],1610612751.0,BKN,pullup,,,Duke Jr.,D. Duke Jr.,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
660,PT00M08.00S,2022-02-18T02:50:39.2Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612751,103,117,2022-02-18T02:50:39Z,6460000,,,0,,B. Brown REBOUND (Off:4 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,659.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
661,PT00M06.00S,2022-02-18T02:50:41.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628975,10.200394218134035,96.32352941176471,1610612751,103,117,2022-02-18T02:50:45Z,6470000,-232.0,43.0,1,left,MISS J. Carter 3PT,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
662,PT00M01.70S,2022-02-18T02:50:45.3Z,4,REGULAR,rebound,defensive,[],203484,,,1610612764,103,117,2022-02-18T02:50:45Z,6480000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:4),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,661.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
663,PT00M00.00S,2022-02-18T02:50:49.3Z,4,REGULAR,period,end,[],0,,,1610612764,103,117,2022-02-18T02:50:49Z,6490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M00.00S,2022-02-18T02:50:51.9Z,4,REGULAR,game,end,[],0,,,0,103,117,2022-02-18T02:50:52Z,6500000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
