actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
373,PT10M33.00S,2021-11-17T01:54:22.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,13.485545335085414,52.450980392156865,1610612751,58,67,2021-11-17T01:54:29Z,3650000,-12.0,74.0,1,left,MISS J. Harden 7' floating Shot - blocked,"[201935, 203952]",1610612751.0,BKN,floating,,,Harden,J. Harden,,,,,,,,,,7.53,Missed,,,,,,,,,,,,Wiggins,203952.0,
374,PT10M33.00S,2021-11-17T01:54:22.8Z,3,REGULAR,block,,[],203952,,,1610612751,58,67,2021-11-17T01:54:24Z,3660000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT10M30.00S,2021-11-17T01:54:25.8Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,58,67,2021-11-17T01:54:29Z,3670000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,373.0,3.0,2.0,1.0,,,,,
376,PT10M25.00S,2021-11-17T01:54:31.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201939,92.9862023653088,46.32352941176471,1610612744,58,69,2021-11-17T01:54:49Z,3680000,-18.0,13.0,1,right,S. Curry driving Layup (21 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,2.28,Made,21.0,,,,,,,,,,,,,
377,PT10M19.00S,2021-11-17T01:54:40.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,58,69,2021-11-17T01:54:40Z,3690000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT10M06.00S,2021-11-17T01:58:21.9Z,3,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,58,69,2021-11-17T01:58:26Z,3700000,,,0,,K. Durant lost ball out-of-bounds TURNOVER (2 TO),[201142],1610612751.0,BKN,lost ball,,,Durant,K. Durant,,,,,203591.0,,,,,,,,,,,2.0,,,,,,,,,
379,PT09M56.00S,2021-11-17T01:58:41.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201939,87.99277266754271,48.03921568627451,1610612744,58,71,2021-11-17T01:58:44Z,3710000,-10.0,60.0,1,right,S. Curry 6' floating Jump Shot (23 PTS) (D. Green 7 AST),"[201939, 203110]",1610612744.0,GSW,floating,,,Curry,S. Curry,,,,,,,,,,6.12,Made,23.0,D. Green,203110.0,7.0,,,,,,,,,,
381,PT09M45.00S,2021-11-17T01:58:52.1Z,3,REGULAR,3pt,Jump Shot,[],201935,31.35676741130092,17.647058823529413,1610612751,61,71,2021-11-17T01:59:03Z,3730000,162.0,242.0,1,left,J. Harden 29' 3PT step back (17 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,,,29.14,Made,17.0,,,,,,,,,,,,,
382,PT09M32.00S,2021-11-17T01:59:05.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,92.72339027595268,43.872549019607845,1610612744,61,71,2021-11-17T02:00:14Z,3740000,-31.0,16.0,1,right,MISS K. Looney driving Layup,[1626172],1610612744.0,GSW,driving,,,Looney,K. Looney,,,,,,,,,,3.45,Missed,,,,,,,,,,,,,,
383,PT09M30.00S,2021-11-17T01:59:07.0Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,61,71,2021-11-17T01:59:15Z,3750000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,382.0,3.0,3.0,0.0,,,,,
384,PT09M26.00S,2021-11-17T01:59:11.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201935,5.863994743758213,58.08823529411765,1610612751,63,71,2021-11-17T01:59:24Z,3760000,-40.0,3.0,1,left,J. Harden running Layup (19 PTS),[201935],1610612751.0,BKN,running,,,Harden,J. Harden,,,,,,,,,,4.05,Made,19.0,,,,,,,,,,,,,
385,PT09M08.00S,2021-11-17T01:59:32.6Z,3,REGULAR,foul,offensive,[],203952,,,1610612744,63,71,2021-11-17T01:59:39Z,3770000,,,0,,A. Wiggins charge offensive FOUL (4 PF),"[203952, 201933]",1610612744.0,GSW,charge,,,Wiggins,A. Wiggins,,,,,203593.0,4.0,0.0,Griffin,201933.0,,,,,,,,,,,,,,,,
387,PT09M08.00S,2021-11-17T01:59:32.6Z,3,REGULAR,turnover,offensive foul,[],203952,,,1610612744,63,71,2021-11-17T01:59:32Z,3790000,,,0,,A. Wiggins offensive foul TURNOVER (3 TO),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,203593.0,,,,,,,,,,,3.0,,,,,,,,,
388,PT08M50.00S,2021-11-17T02:00:05.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628971,15.588042049934298,57.84313725490197,1610612751,63,71,2021-11-17T02:00:13Z,3800000,-39.0,94.0,1,left,MISS B. Brown 10' floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,,,10.18,Missed,,,,,,,,,,,,,,
389,PT08M44.00S,2021-11-17T02:00:11.5Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,63,71,2021-11-17T02:00:13Z,3810000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,388.0,2.0,2.0,0.0,,,,,
390,PT08M32.00S,2021-11-17T02:00:26.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,63,71,2021-11-17T02:00:26Z,3820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT08M32.00S,2021-11-17T02:00:28.4Z,3,REGULAR,substitution,out,[],203952,,,1610612744,63,71,2021-11-17T02:00:32Z,3830000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT08M32.00S,2021-11-17T02:00:28.4Z,3,REGULAR,substitution,in,[],1630541,,,1610612744,63,71,2021-11-17T02:00:32Z,3840000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT08M26.00S,2021-11-17T02:00:51.9Z,3,REGULAR,foul,personal,['2freethrow'],201933,,,1610612744,63,71,2021-11-17T02:01:03Z,3850000,,,0,,B. Griffin shooting personal FOUL (3 PF) (Curry 2 FT),"[201933, 201939]",1610612751.0,BKN,shooting,,,Griffin,B. Griffin,,,,,203591.0,3.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,,
395,PT08M26.00S,2021-11-17T02:01:19.6Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,63,72,2021-11-17T02:01:19Z,3870000,,,0,,S. Curry Free Throw 1 of 2 (24 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,
396,PT08M26.00S,2021-11-17T02:01:34.2Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,63,73,2021-11-17T02:01:34Z,3880000,,,0,,S. Curry Free Throw 2 of 2 (25 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,25.0,,,,,,,,,,,,,
397,PT08M13.00S,2021-11-17T02:01:52.5Z,3,REGULAR,foul,personal,['2freethrow'],201939,,,1610612751,63,73,2021-11-17T02:02:04Z,3890000,,,0,,S. Curry shooting personal FOUL (3 PF) (Harden 2 FT),"[201939, 201935]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,203591.0,3.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
399,PT08M13.00S,2021-11-17T02:02:14.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,63,73,2021-11-17T02:02:14Z,3910000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT08M13.00S,2021-11-17T02:02:21.0Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612751,63,73,2021-11-17T02:03:53Z,3920000,,,0,,,[],1610612744.0,GSW,stands,,,,,,,,,2715.0,,,,,,,,,,,,,,,,,,,,
401,PT08M13.00S,2021-11-17T02:04:02.5Z,3,REGULAR,substitution,out,[],1630541,,,1610612751,63,73,2021-11-17T02:05:10Z,3930000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT08M13.00S,2021-11-17T02:04:02.5Z,3,REGULAR,substitution,in,[],1627780,,,1610612751,63,73,2021-11-17T02:05:10Z,3940000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT08M13.00S,2021-11-17T02:05:56.0Z,3,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,64,73,2021-11-17T02:05:56Z,3950000,,,0,,J. Harden Free Throw 1 of 2 (20 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,Made,20.0,,,,,,,,,,,,,
404,PT08M13.00S,2021-11-17T02:06:12.7Z,3,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,65,73,2021-11-17T02:06:12Z,3960000,,,0,,J. Harden Free Throw 2 of 2 (21 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,Made,21.0,,,,,,,,,,,,,
405,PT08M02.00S,2021-11-17T02:06:24.9Z,3,REGULAR,3pt,Jump Shot,[],201939,65.78515111695138,45.09803921568628,1610612744,65,76,2021-11-17T02:06:29Z,3970000,-25.0,269.0,1,right,S. Curry 27' 3PT pullup (28 PTS) (D. Green 8 AST),"[201939, 203110]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,27.02,Made,28.0,D. Green,203110.0,8.0,,,,,,,,,,
407,PT07M51.00S,2021-11-17T02:06:35.7Z,3,REGULAR,3pt,Jump Shot,[],201142,29.122864651773984,15.686274509803921,1610612751,65,76,2021-11-17T02:06:39Z,3990000,172.0,221.0,1,left,MISS K. Durant 28' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,28.0,Missed,,,,,,,,,,,,,,
408,PT07M48.00S,2021-11-17T02:06:38.7Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,65,76,2021-11-17T02:06:38Z,4000000,,,0,,S. Curry REBOUND (Off:0 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,407.0,5.0,5.0,0.0,,,,,
409,PT07M46.00S,2021-11-17T02:06:40.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203110,94.03745072273325,49.26470588235294,1610612744,65,78,2021-11-17T02:06:45Z,4010000,-4.0,4.0,1,right,D. Green running DUNK (6 PTS) (S. Curry 4 AST),"[203110, 201939]",1610612744.0,GSW,running,,,Green,D. Green,,,,,,,,,,0.51,Made,6.0,S. Curry,201939.0,4.0,,,,,,,,,,
411,PT07M29.00S,2021-11-17T02:06:56.9Z,3,REGULAR,3pt,Jump Shot,[],201933,5.206964520367937,96.56862745098039,1610612751,65,78,2021-11-17T02:07:03Z,4030000,-233.0,-4.0,1,left,MISS B. Griffin 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,23.28,Missed,,,,,,,,,,,,,,
412,PT07M23.00S,2021-11-17T02:07:02.9Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,65,78,2021-11-17T02:07:03Z,4040000,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,411.0,3.0,3.0,0.0,,,,,
413,PT07M23.00S,2021-11-17T02:07:03.6Z,3,REGULAR,turnover,lost ball,[],1629673,,,1610612744,65,78,2021-11-17T02:07:09Z,4050000,,,0,,J. Poole lost ball TURNOVER (3 TO),"[1629673, 201988]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,3.0,,,,,Mills,201988.0,,,
414,PT07M23.00S,2021-11-17T02:07:03.6Z,3,REGULAR,steal,,[],201988,,,1610612751,65,78,2021-11-17T02:07:06Z,4060000,,,0,,P. Mills STEAL (1 STL),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M20.00S,2021-11-17T02:07:06.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201988,5.469776609724048,44.11764705882353,1610612751,65,78,2021-11-17T02:07:59Z,4070000,29.0,-1.0,1,left,MISS P. Mills reverse Layup,[201988],1610612751.0,BKN,reverse,,,Mills,P. Mills,,,,,,,,,,2.94,Missed,,,,,,,,,,,,,,
416,PT07M19.00S,2021-11-17T02:07:08.0Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,65,78,2021-11-17T02:07:08Z,4080000,,,0,,J. Poole REBOUND (Off:0 Def:4),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,415.0,4.0,4.0,0.0,,,,,
417,PT07M17.00S,2021-11-17T02:07:08.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,81.68528252299606,5.88235294117647,1610612744,65,78,2021-11-17T02:07:19Z,4090000,-221.0,120.0,1,right,MISS S. Curry 25' running 3PT,[201939],1610612744.0,GSW,running,,,Curry,S. Curry,,,,,,,,,,25.1,Missed,,,,,,,,,,,,,,
418,PT07M15.00S,2021-11-17T02:07:11.2Z,3,REGULAR,rebound,defensive,[],201988,,,1610612751,65,78,2021-11-17T02:07:11Z,4100000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,417.0,2.0,2.0,0.0,,,,,
419,PT07M13.00S,2021-11-17T02:07:13.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201142,27.94021024967148,13.725490196078432,1610612751,65,78,2021-11-17T02:07:27Z,4110000,181.0,210.0,1,left,MISS K. Durant 27' running 3PT,[201142],1610612751.0,BKN,running,,,Durant,K. Durant,,,,,,,,,,27.76,Missed,,,,,,,,,,,,,,
420,PT07M10.00S,2021-11-17T02:07:16.6Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,65,78,2021-11-17T02:07:27Z,4120000,,,0,,S. Curry REBOUND (Off:0 Def:6),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,419.0,6.0,6.0,0.0,,,,,
421,PT07M02.00S,2021-11-17T02:07:24.8Z,3,REGULAR,3pt,Jump Shot,[],1629673,94.03745072273325,4.166666666666666,1610612744,65,78,2021-11-17T02:07:45Z,4130000,-229.0,4.0,1,right,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,22.92,Missed,,,,,,,,,,,,,,
422,PT07M00.00S,2021-11-17T02:07:26.8Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,65,78,2021-11-17T02:11:51Z,4140000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,421.0,3.0,3.0,0.0,,,,,
423,PT07M00.00S,2021-11-17T02:07:48.1Z,3,REGULAR,foul,personal,[],201939,,,1610612751,65,78,2021-11-17T02:08:04Z,4150000,,,0,,S. Curry personal FOUL (4 PF),"[201939, 201933]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,2715.0,4.0,0.0,Griffin,201933.0,,,,,,,,,,,,,,,,
425,PT07M00.00S,2021-11-17T02:08:01.2Z,3,REGULAR,substitution,out,[],201939,,,1610612751,65,78,2021-11-17T02:08:05Z,4170000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT07M00.00S,2021-11-17T02:08:01.2Z,3,REGULAR,substitution,in,[],1627814,,,1610612751,65,78,2021-11-17T02:08:05Z,4180000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M41.00S,2021-11-17T02:08:31.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,8.09789750328515,60.78431372549019,1610612751,65,78,2021-11-17T02:08:35Z,4190000,-54.0,24.0,1,left,MISS J. Harden driving Layup - blocked,"[201935, 1626172]",1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,,,,,,5.88,Missed,,,,,,,,,,,,Looney,1626172.0,
428,PT06M41.00S,2021-11-17T02:08:31.1Z,3,REGULAR,block,,[],1626172,,,1610612751,65,78,2021-11-17T02:08:33Z,4200000,,,0,,K. Looney BLOCK (2 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M38.00S,2021-11-17T02:08:34.1Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,65,78,2021-11-17T02:08:35Z,4210000,,,0,,G. Payton II REBOUND (Off:1 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,427.0,3.0,2.0,1.0,,,,,
430,PT06M32.00S,2021-11-17T02:08:42.5Z,3,REGULAR,foul,personal,[],201988,,,1610612744,65,78,2021-11-17T02:08:57Z,4220000,,,0,,P. Mills personal FOUL (1 PF),"[201988, 1629673]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,203593.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,,
432,PT06M32.00S,2021-11-17T02:09:06.7Z,3,REGULAR,substitution,out,[],201933,,,1610612744,65,78,2021-11-17T02:09:09Z,4240000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M32.00S,2021-11-17T02:09:06.7Z,3,REGULAR,substitution,in,[],200746,,,1610612744,65,78,2021-11-17T02:09:09Z,4250000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT06M24.00S,2021-11-17T02:09:28.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,93.9060446780552,50.0,1610612744,65,80,2021-11-17T02:09:33Z,4260000,0.0,5.0,1,right,K. Looney cutting DUNK (4 PTS) (J. Poole 2 AST),"[1626172, 1629673]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,,,,,,0.48,Made,4.0,J. Poole,1629673.0,2.0,,,,,,,,,,
436,PT06M09.00S,2021-11-17T02:09:44.2Z,3,REGULAR,foul,personal,['2freethrow'],203110,,,1610612751,65,80,2021-11-17T02:09:55Z,4280000,,,0,,D. Green shooting personal FOUL (3 PF) (Durant 2 FT),"[203110, 201142]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,203593.0,3.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,,
438,PT06M09.00S,2021-11-17T02:10:11.3Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,65,80,2021-11-17T02:10:11Z,4300000,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,Missed,,,,,,,,,,,,,,
439,PT06M09.00S,2021-11-17T02:10:11.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,65,80,2021-11-17T02:10:11Z,4310000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,438.0,,,,,,,,
440,PT06M09.00S,2021-11-17T02:10:28.3Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,66,80,2021-11-17T02:10:28Z,4320000,,,0,,K. Durant Free Throw 2 of 2 (17 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
441,PT05M59.00S,2021-11-17T02:10:41.5Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,66,80,2021-11-17T02:10:47Z,4330000,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1628971]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,2.0,,,,,Brown,1628971.0,,,
442,PT05M59.00S,2021-11-17T02:10:41.5Z,3,REGULAR,steal,,[],1628971,,,1610612751,66,80,2021-11-17T02:10:43Z,4340000,,,0,,B. Brown STEAL (3 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M54.00S,2021-11-17T02:10:45.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201142,18.478975032851512,5.147058823529411,1610612751,66,80,2021-11-17T02:10:57Z,4350000,224.0,121.0,1,left,MISS K. Durant 25' running 3PT,[201142],1610612751.0,BKN,running,,,Durant,K. Durant,,,,,,,,,,25.5,Missed,,,,,,,,,,,,,,
444,PT05M51.00S,2021-11-17T02:10:48.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,66,80,2021-11-17T02:10:57Z,4360000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,443.0,,,,,,,,
445,PT05M51.00S,2021-11-17T02:10:54.9Z,3,REGULAR,foul,personal,[],1628971,,,1610612744,66,80,2021-11-17T02:11:14Z,4370000,,,0,,B. Brown loose ball personal FOUL (3 PF),"[1628971, 203110]",1610612751.0,BKN,loose ball,,,Brown,B. Brown,,,,,2715.0,3.0,0.0,Green,203110.0,,,,,,,,,,,,,,,,
447,PT05M51.00S,2021-11-17T02:11:03.3Z,3,REGULAR,substitution,out,[],1628971,,,1610612744,66,80,2021-11-17T02:11:08Z,4390000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M51.00S,2021-11-17T02:11:03.3Z,3,REGULAR,substitution,in,[],1627761,,,1610612744,66,80,2021-11-17T02:11:08Z,4400000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M40.00S,2021-11-17T02:11:26.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,94.69448094612353,53.92156862745098,1610612744,66,82,2021-11-17T02:11:38Z,4410000,20.0,-3.0,1,right,J. Poole driving Layup (10 PTS) (G. Payton II 1 AST),"[1629673, 1627780]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,,,,,,1.98,Made,10.0,G. Payton II,1627780.0,1.0,,,,,,,,,,
450,PT05M31.00S,2021-11-17T02:11:37.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612751,66,82,2021-11-17T02:11:47Z,4420000,,,0,,K. Looney personal FOUL (3 PF) (Durant 2 FT),"[1626172, 201142]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,203593.0,3.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,,
453,PT05M31.00S,2021-11-17T02:12:03.8Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,67,82,2021-11-17T02:12:03Z,4440000,,,0,,K. Durant Free Throw 1 of 2 (18 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,
454,PT05M31.00S,2021-11-17T02:12:20.0Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,68,82,2021-11-17T02:12:20Z,4450000,,,0,,K. Durant Free Throw 2 of 2 (19 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,Made,19.0,,,,,,,,,,,,,
455,PT05M16.00S,2021-11-17T02:12:39.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201988,,,1610612744,68,82,2021-11-17T02:12:54Z,4460000,,,0,,P. Mills personal FOUL (2 PF) (Poole 2 FT),"[201988, 1629673]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,203591.0,2.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,,
457,PT05M16.00S,2021-11-17T02:13:09.5Z,3,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,68,83,2021-11-17T02:13:31Z,4480000,,,0,,J. Poole Free Throw 1 of 2 (11 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
458,PT05M16.00S,2021-11-17T02:13:09.5Z,3,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,68,84,2021-11-17T02:13:31Z,4490000,,,0,,J. Poole Free Throw 2 of 2 (12 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
459,PT04M58.00S,2021-11-17T02:13:43.0Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612751,68,84,2021-11-17T02:13:49Z,4500000,,,0,,J. Harden bad pass TURNOVER (5 TO),"[201935, 1627780]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,5.0,,,,,Payton II,1627780.0,,,
460,PT04M58.00S,2021-11-17T02:13:43.0Z,3,REGULAR,steal,,[],1627780,,,1610612744,68,84,2021-11-17T02:13:45Z,4510000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT04M55.00S,2021-11-17T02:13:47.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612744,68,84,2021-11-17T02:14:07Z,4520000,,,0,,K. Durant shooting personal FOUL (1 PF) (Payton II 2 FT),"[201142, 1627780]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,2715.0,1.0,0.0,Payton II,1627780.0,,,,,,,,,,,,,,,,
463,PT04M55.00S,2021-11-17T02:14:18.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612744,68,84,2021-11-17T02:14:18Z,4540000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT04M55.00S,2021-11-17T02:14:19.9Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612744,68,84,2021-11-17T02:15:22Z,4550000,,,0,,,[],1610612751.0,BKN,stands,,,,,,,,,2715.0,,,,,,,,,,,,,,,,,,,,
