actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
464,PT00M30.10S,2021-11-04T01:19:15.5Z,3,REGULAR,substitution,out,[],1628381,,,1610612751,92,79,2021-11-04T01:19:20Z,4540000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,,,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,
465,PT00M30.10S,2021-11-04T01:19:15.5Z,3,REGULAR,substitution,in,[],203991,,,1610612751,92,79,2021-11-04T01:19:20Z,4550000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,
466,PT00M30.10S,2021-11-04T01:19:14.9Z,3,REGULAR,freethrow,2 of 2,[],1627761,,,1610612751,92,79,2021-11-04T01:19:38Z,4560000,,,0,,MISS D. Bembry Free Throw 2 of 2,[1627761],1610612751.0,BKN,,,,,,,,Missed,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,
467,PT00M25.60S,2021-11-04T01:19:19.4Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,92,79,2021-11-04T01:19:38Z,4570000,,,0,,C. Capela REBOUND (Off:3 Def:8),[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,466.0,11.0,8.0,3.0,,,,,,,,,,,,,,,
468,PT00M07.00S,2021-11-04T01:19:56.2Z,3,REGULAR,3pt,Jump Shot,[],101150,71.56701708278581,22.794117647058822,1610612737,92,79,2021-11-04T01:20:01Z,4580000,-136.0,215.0,1,right,MISS L. Williams 25' pullup 3PT,[101150],1610612737.0,ATL,pullup,,,,,,25.42,Missed,Williams,L. Williams,,,,,,,,,,,,,,,,,,,
469,PT00M05.70S,2021-11-04T01:20:00.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,92,79,2021-11-04T01:20:00Z,4590000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,468.0,,,,,,,,,,,,,,,,,,
470,PT00M05.70S,2021-11-04T01:20:01.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,92,79,2021-11-04T01:20:01Z,4600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M05.70S,2021-11-04T01:20:04.6Z,3,REGULAR,substitution,out,[],1628971,,,1610612751,92,79,2021-11-04T01:20:13Z,4610000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
472,PT00M05.70S,2021-11-04T01:20:04.6Z,3,REGULAR,substitution,out,[],1627761,,,1610612751,92,79,2021-11-04T01:20:13Z,4620000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,
473,PT00M05.70S,2021-11-04T01:20:04.6Z,3,REGULAR,substitution,in,[],201935,,,1610612751,92,79,2021-11-04T01:20:13Z,4630000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
474,PT00M05.70S,2021-11-04T01:20:04.6Z,3,REGULAR,substitution,in,[],203925,,,1610612751,92,79,2021-11-04T01:20:13Z,4640000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,
475,PT00M05.70S,2021-11-04T01:20:04.6Z,3,REGULAR,substitution,out,[],201568,,,1610612751,92,79,2021-11-04T01:20:24Z,4650000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,,,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,
476,PT00M05.70S,2021-11-04T01:20:04.6Z,3,REGULAR,substitution,in,[],1629631,,,1610612751,92,79,2021-11-04T01:20:24Z,4660000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
477,PT00M01.00S,2021-11-04T01:20:36.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201142,24.392247043363994,16.176470588235293,1610612751,95,79,2021-11-04T01:20:43Z,4670000,169.0,177.0,1,left,K. Durant 24' 3PT  (31 PTS) (P. Mills 6 AST),"[201142, 201988]",1610612751.0,BKN,,,,,,,24.46,Made,Durant,K. Durant,,,,,31.0,P. Mills,201988.0,6.0,,,,,,,,,,,
479,PT00M00.00S,2021-11-04T01:20:43.8Z,3,REGULAR,period,end,[],0,,,1610612737,95,79,2021-11-04T01:20:43Z,4690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2021-11-04T01:20:53.4Z,4,REGULAR,substitution,out,['startperiod'],201933,,,1610612737,95,79,2021-11-04T01:23:51Z,4700000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,,,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2021-11-04T01:20:53.4Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612737,95,79,2021-11-04T01:23:51Z,4710000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2021-11-04T01:20:53.4Z,4,REGULAR,substitution,out,['startperiod'],201935,,,1610612737,95,79,2021-11-04T01:23:51Z,4720000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2021-11-04T01:20:53.4Z,4,REGULAR,substitution,out,['startperiod'],1629631,,,1610612737,95,79,2021-11-04T01:23:51Z,4730000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2021-11-04T01:20:53.4Z,4,REGULAR,substitution,in,['startperiod'],1627761,,,1610612737,95,79,2021-11-04T01:23:51Z,4740000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2021-11-04T01:20:53.4Z,4,REGULAR,substitution,in,['startperiod'],200794,,,1610612737,95,79,2021-11-04T01:23:51Z,4750000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,,,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2021-11-04T01:20:53.4Z,4,REGULAR,substitution,in,['startperiod'],200746,,,1610612737,95,79,2021-11-04T01:23:51Z,4760000,,,0,,SUB in: L. Aldridge,[200746],1610612751.0,BKN,,,,,,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2021-11-04T01:20:53.4Z,4,REGULAR,substitution,in,['startperiod'],201568,,,1610612737,95,79,2021-11-04T01:23:51Z,4770000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,,,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2021-11-04T01:24:18.0Z,4,REGULAR,period,start,[],0,,,1610612737,95,79,2021-11-04T01:24:18Z,4780000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT11M51.00S,2021-11-04T01:24:27.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,88.51839684625493,48.529411764705884,1610612737,95,79,2021-11-04T01:24:32Z,4790000,-7.0,55.0,1,right,MISS K. Huerter driving floating Shot,[1628989],1610612737.0,ATL,driving floating,,,,,,5.59,Missed,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,
490,PT11M46.00S,2021-11-04T01:24:32.0Z,4,REGULAR,rebound,defensive,[],203925,,,1610612751,95,79,2021-11-04T01:24:32Z,4800000,,,0,,J. Harris REBOUND (Off:0 Def:5),[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,489.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
491,PT11M30.00S,2021-11-04T01:24:46.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201988,9.149145860709593,47.794117647058826,1610612751,95,79,2021-11-04T01:24:50Z,4810000,11.0,34.0,1,left,MISS P. Mills driving Layup,[201988],1610612751.0,BKN,driving,,,,,,3.53,Missed,Mills,P. Mills,,,,,,,,,,,,,,,,,,,
492,PT11M28.00S,2021-11-04T01:24:48.2Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,95,79,2021-11-04T01:24:50Z,4820000,,,0,,C. Capela REBOUND (Off:3 Def:9),[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,491.0,12.0,9.0,3.0,,,,,,,,,,,,,,,
493,PT11M24.00S,2021-11-04T01:24:55.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.24901445466492,50.245098039215684,1610612737,95,81,2021-11-04T01:25:02Z,4830000,1.0,11.0,1,right,C. Capela cutting Layup (8 PTS) (L. Williams 3 AST),"[203991, 101150]",1610612737.0,ATL,cutting,,,,,,1.11,Made,Capela,C. Capela,,,,,8.0,L. Williams,101150.0,3.0,,,,,,,,,,,
495,PT11M24.00S,2021-11-04T01:24:58.8Z,4,REGULAR,foul,personal,['1freethrow'],201988,,,1610612737,95,81,2021-11-04T01:25:12Z,4850000,,,0,,P. Mills shooting personal FOUL (3 PF) (Capela 1 FT),"[201988, 203991]",1610612751.0,BKN,shooting,,,,,,,,Mills,P. Mills,,,,,,,,,2005.0,3.0,0.0,Capela,203991.0,,,,,,
497,PT11M24.00S,2021-11-04T01:25:16.5Z,4,REGULAR,freethrow,1 of 1,[],203991,,,1610612737,95,82,2021-11-04T01:25:16Z,4870000,,,0,,C. Capela Free Throw 1 of 1 (9 PTS),[203991],1610612737.0,ATL,,,,,,,,Made,Capela,C. Capela,,,,,9.0,,,,,,,,,,,,,,
498,PT11M10.00S,2021-11-04T01:25:31.4Z,4,REGULAR,3pt,Jump Shot,[],201988,30.962549277266753,64.70588235294117,1610612751,98,82,2021-11-04T01:25:38Z,4880000,-74.0,239.0,1,left,P. Mills 24' 3PT  (8 PTS) (L. Aldridge 1 AST),"[201988, 200746]",1610612751.0,BKN,,,,,,,24.96,Made,Mills,P. Mills,,,,,8.0,L. Aldridge,200746.0,1.0,,,,,,,,,,,
500,PT10M52.00S,2021-11-04T01:25:49.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,89.56964520367937,40.931372549019606,1610612737,98,82,2021-11-04T01:26:10Z,4900000,-45.0,46.0,1,right,MISS K. Huerter 6' driving Layup,[1628989],1610612737.0,ATL,driving,,,,,,6.42,Missed,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,
501,PT10M49.00S,2021-11-04T01:25:52.0Z,4,REGULAR,rebound,defensive,[],200746,,,1610612751,98,82,2021-11-04T01:26:10Z,4910000,,,0,,L. Aldridge REBOUND (Off:0 Def:3),[200746],1610612751.0,BKN,,,,,,,,,Aldridge,L. Aldridge,500.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
502,PT10M43.00S,2021-11-04T01:25:57.7Z,4,REGULAR,3pt,Jump Shot,[],200746,31.61957950065703,57.35294117647059,1610612751,98,82,2021-11-04T01:26:19Z,4920000,-37.0,245.0,1,left,MISS L. Aldridge 24' 3PT,[200746],1610612751.0,BKN,,,,,,,24.75,Missed,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,
503,PT10M41.00S,2021-11-04T01:25:59.7Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,98,82,2021-11-04T01:26:04Z,4930000,,,0,,C. Capela REBOUND (Off:3 Def:10),[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,502.0,13.0,10.0,3.0,,,,,,,,,,,,,,,
504,PT10M32.00S,2021-11-04T01:26:10.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,81.553876478318,48.28431372549019,1610612737,98,84,2021-11-04T01:26:15Z,4940000,-9.0,121.0,1,right,L. Williams 12' pullup Jump Shot (2 PTS) (D. Gallinari 1 AST),"[101150, 201568]",1610612737.0,ATL,pullup,,,,,,12.12,Made,Williams,L. Williams,,,,,2.0,D. Gallinari,201568.0,1.0,,,,,,,,,,,
506,PT10M17.00S,2021-11-04T01:26:24.1Z,4,REGULAR,3pt,Jump Shot,[],203925,9.937582128777924,95.83333333333334,1610612751,98,84,2021-11-04T01:26:33Z,4960000,-229.0,41.0,1,left,MISS J. Harris 3PT,[203925],1610612751.0,BKN,,,,,,,23.28,Missed,Harris,J. Harris,,,,,,,,,,,,,,,,,,,
507,PT10M14.00S,2021-11-04T01:26:27.1Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,98,84,2021-11-04T01:26:33Z,4970000,,,0,,C. Capela REBOUND (Off:3 Def:11),[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,506.0,14.0,11.0,3.0,,,,,,,,,,,,,,,
508,PT10M06.00S,2021-11-04T01:26:39.0Z,4,REGULAR,foul,personal,[],200794,,,1610612737,98,84,2021-11-04T01:26:44Z,4980000,,,0,,P. Millsap personal FOUL (1 PF),"[200794, 201568]",1610612751.0,BKN,,,,,,,,,Millsap,P. Millsap,,,,,,,,,201638.0,1.0,0.0,Gallinari,201568.0,,,,,,
510,PT09M52.00S,2021-11-04T01:27:09.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203991,89.96386333771353,49.01960784313725,1610612737,98,84,2021-11-04T01:27:29Z,5000000,-5.0,42.0,1,right,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,,,,4.21,Missed,Capela,C. Capela,,,,,,,,,,,,,,,,,,,
511,PT09M49.00S,2021-11-04T01:27:12.0Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,98,84,2021-11-04T01:27:29Z,5010000,,,0,,C. Capela REBOUND (Off:4 Def:11),[203991],1610612737.0,ATL,,,,,,,,,Capela,C. Capela,510.0,15.0,11.0,4.0,,,,,,,,,,,,,,,
512,PT09M49.00S,2021-11-04T01:27:11.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,98,84,2021-11-04T01:27:11Z,5020000,0.0,0.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,,,,0.0,Missed,Capela,C. Capela,,,,,,,,,,,,,,,,,,,
513,PT09M46.00S,2021-11-04T01:27:15.0Z,4,REGULAR,rebound,defensive,[],203925,,,1610612751,98,84,2021-11-04T01:27:15Z,5030000,,,0,,J. Harris REBOUND (Off:0 Def:6),[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,512.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
514,PT09M42.00S,2021-11-04T01:27:18.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201988,29.25427069645204,25.49019607843137,1610612751,101,84,2021-11-04T01:27:37Z,5040000,123.0,222.0,1,left,P. Mills 25' 3PT running pullup (11 PTS),[201988],1610612751.0,BKN,running pullup,,,,,,25.4,Made,Mills,P. Mills,,,,,11.0,,,,,,,,,,,,,,
515,PT09M24.00S,2021-11-04T01:27:36.7Z,4,REGULAR,3pt,Jump Shot,[],201568,73.9323258869908,17.15686274509804,1610612737,101,87,2021-11-04T01:27:41Z,5050000,-164.0,193.0,1,right,D. Gallinari 25' 3PT  (7 PTS) (L. Williams 4 AST),"[201568, 101150]",1610612737.0,ATL,,,,,,,25.3,Made,Gallinari,D. Gallinari,,,,,7.0,L. Williams,101150.0,4.0,,,,,,,,,,,
517,PT09M09.00S,2021-11-04T01:27:52.8Z,4,REGULAR,turnover,lost ball,[],203925,,,1610612751,101,87,2021-11-04T01:27:56Z,5070000,,,0,,J. Harris lost ball TURNOVER (2 TO),"[203925, 101150]",1610612751.0,BKN,,,,,,,,,Harris,J. Harris,,,,,,,,,,,,,,2.0,Williams,101150.0,,,
518,PT09M09.00S,2021-11-04T01:27:52.8Z,4,REGULAR,steal,,[],101150,,,1610612737,101,87,2021-11-04T01:27:54Z,5080000,,,0,,L. Williams STEAL (1 STL),[101150],1610612737.0,ATL,,,,,,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,
519,PT09M05.00S,2021-11-04T01:27:57.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628989,74.58935611038108,15.196078431372548,1610612737,101,90,2021-11-04T01:28:05Z,5090000,-174.0,186.0,1,right,K. Huerter 25' 3PT  (14 PTS) (L. Williams 5 AST),"[1628989, 101150]",1610612737.0,ATL,,,,,,,25.5,Made,Huerter,K. Huerter,,,,,14.0,L. Williams,101150.0,5.0,,,,,,,,,,,
521,PT09M03.00S,2021-11-04T01:28:02.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,101,90,2021-11-04T01:28:02Z,5110000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT09M03.00S,2021-11-04T01:28:03.2Z,4,REGULAR,substitution,out,[],203925,,,1610612751,101,90,2021-11-04T01:30:16Z,5120000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,,,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,
523,PT09M03.00S,2021-11-04T01:28:03.2Z,4,REGULAR,substitution,out,[],101150,,,1610612751,101,90,2021-11-04T01:30:16Z,5130000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,,,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,
524,PT09M03.00S,2021-11-04T01:28:03.2Z,4,REGULAR,substitution,in,[],201935,,,1610612751,101,90,2021-11-04T01:30:16Z,5140000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
525,PT09M03.00S,2021-11-04T01:28:03.2Z,4,REGULAR,substitution,in,[],1629027,,,1610612751,101,90,2021-11-04T01:30:16Z,5150000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,,,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,
526,PT08M54.00S,2021-11-04T01:31:36.4Z,4,REGULAR,3pt,Jump Shot,[],201935,33.85348226018397,31.61764705882353,1610612751,101,90,2021-11-04T01:31:41Z,5160000,92.0,266.0,1,left,MISS J. Harden 28' 3PT,[201935],1610612751.0,BKN,,,,,,,28.11,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
527,PT08M50.00S,2021-11-04T01:31:40.4Z,4,REGULAR,rebound,defensive,[],1629629,,,1610612737,101,90,2021-11-04T01:31:41Z,5170000,,,0,,C. Reddish REBOUND (Off:0 Def:1),[1629629],1610612737.0,ATL,,,,,,,,,Reddish,C. Reddish,526.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
528,PT08M27.00S,2021-11-04T01:32:02.4Z,4,REGULAR,3pt,Jump Shot,[],201568,74.72076215505913,14.215686274509803,1610612737,101,90,2021-11-04T01:32:10Z,5180000,-179.0,185.0,1,right,MISS D. Gallinari 25' pullup 3PT,[201568],1610612737.0,ATL,pullup,,,,,,25.74,Missed,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,
529,PT08M23.00S,2021-11-04T01:32:06.9Z,4,REGULAR,rebound,defensive,[],200794,,,1610612751,101,90,2021-11-04T01:32:06Z,5190000,,,0,,P. Millsap REBOUND (Off:0 Def:4),[200794],1610612751.0,BKN,,,,,,,,,Millsap,P. Millsap,528.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
530,PT08M15.00S,2021-11-04T01:32:14.5Z,4,REGULAR,3pt,Jump Shot,[],201988,32.013797634691194,38.970588235294116,1610612751,104,90,2021-11-04T01:32:21Z,5200000,55.0,248.0,1,left,P. Mills 25' 3PT  (14 PTS) (P. Millsap 1 AST),"[201988, 200794]",1610612751.0,BKN,,,,,,,25.44,Made,Mills,P. Mills,,,,,14.0,P. Millsap,200794.0,1.0,,,,,,,,,,,
532,PT07M56.00S,2021-11-04T01:32:33.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,94.30026281208936,49.50980392156863,1610612737,104,90,2021-11-04T01:32:39Z,5220000,-2.0,1.0,1,right,MISS T. Young driving Layup - blocked,"[1629027, 200746]",1610612737.0,ATL,driving,,,,,,0.27,Missed,Young,T. Young,,,,,,,,,,,,,,,,,Aldridge,200746.0,
533,PT07M56.00S,2021-11-04T01:32:33.4Z,4,REGULAR,block,,[],200746,,,1610612737,104,90,2021-11-04T01:32:36Z,5230000,,,0,,L. Aldridge BLOCK (2 BLK),[200746],1610612751.0,BKN,,,,,,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,
534,PT07M53.00S,2021-11-04T01:32:36.4Z,4,REGULAR,rebound,defensive,[],200746,,,1610612751,104,90,2021-11-04T01:32:39Z,5240000,,,0,,L. Aldridge REBOUND (Off:0 Def:4),[200746],1610612751.0,BKN,,,,,,,,,Aldridge,L. Aldridge,532.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
535,PT07M50.00S,2021-11-04T01:32:42.8Z,4,REGULAR,turnover,out-of-bounds,[],1627761,,,1610612751,104,90,2021-11-04T01:33:07Z,5250000,,,0,,D. Bembry bad pass out-of-bounds TURNOVER (1 TO),[1627761],1610612751.0,BKN,bad pass,,,,,,,,Bembry,D. Bembry,,,,,,,,,2005.0,,,,,1.0,,,,,
536,PT07M50.00S,2021-11-04T01:32:45.6Z,4,REGULAR,substitution,out,[],201568,,,1610612737,104,90,2021-11-04T01:33:04Z,5260000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,,,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,
537,PT07M50.00S,2021-11-04T01:32:45.6Z,4,REGULAR,substitution,out,[],1629629,,,1610612737,104,90,2021-11-04T01:33:04Z,5270000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,,,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,
538,PT07M50.00S,2021-11-04T01:32:45.6Z,4,REGULAR,substitution,in,[],1629631,,,1610612737,104,90,2021-11-04T01:33:04Z,5280000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,
539,PT07M50.00S,2021-11-04T01:32:45.6Z,4,REGULAR,substitution,in,[],1628381,,,1610612737,104,90,2021-11-04T01:33:04Z,5290000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,,,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,
540,PT07M34.00S,2021-11-04T01:33:15.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629631,94.43166885676742,47.794117647058826,1610612737,104,92,2021-11-04T01:33:20Z,5300000,-11.0,0.0,1,right,D. Hunter driving Layup (24 PTS),[1629631],1610612737.0,ATL,driving,,,,,,1.1,Made,Hunter,D. Hunter,,,,,24.0,,,,,,,,,,,,,,
541,PT07M13.00S,2021-11-04T01:33:37.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],200794,5.863994743758213,46.07843137254902,1610612751,106,92,2021-11-04T01:33:55Z,5310000,20.0,3.0,1,left,P. Millsap driving Layup (2 PTS) (L. Aldridge 2 AST),"[200794, 200746]",1610612751.0,BKN,driving,,,,,,1.98,Made,Millsap,P. Millsap,,,,,2.0,L. Aldridge,200746.0,2.0,,,,,,,,,,,
542,PT06M58.00S,2021-11-04T01:33:51.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,82.21090670170827,48.529411764705884,1610612737,106,94,2021-11-04T01:33:57Z,5320000,-7.0,115.0,1,right,K. Huerter 11' pullup Jump Shot (16 PTS),[1628989],1610612737.0,ATL,pullup,,,,,,11.49,Made,Huerter,K. Huerter,,,,,16.0,,,,,,,,,,,,,,
543,PT06M45.00S,2021-11-04T01:34:04.6Z,4,REGULAR,turnover,bad pass,[],1627761,,,1610612751,106,94,2021-11-04T01:34:08Z,5330000,,,0,,D. Bembry bad pass TURNOVER (2 TO),"[1627761, 1628989]",1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,,,,,,,,,,,,,,2.0,Huerter,1628989.0,,,
544,PT06M45.00S,2021-11-04T01:34:04.6Z,4,REGULAR,steal,,[],1628989,,,1610612737,106,94,2021-11-04T01:34:06Z,5340000,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612737.0,ATL,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,
545,PT06M39.00S,2021-11-04T01:34:10.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629631,94.56307490144546,49.754901960784316,1610612737,106,96,2021-11-04T01:34:27Z,5350000,-1.0,-1.0,1,right,D. Hunter driving Layup (26 PTS) (K. Huerter 1 AST),"[1629631, 1628989]",1610612737.0,ATL,driving,,,,,,0.18,Made,Hunter,D. Hunter,,,,,26.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,
547,PT06M23.00S,2021-11-04T01:34:26.2Z,4,REGULAR,3pt,Jump Shot,[],201935,29.25427069645204,16.666666666666664,1610612751,109,96,2021-11-04T01:34:44Z,5370000,167.0,222.0,1,left,J. Harden 27' 3PT  (9 PTS),[201935],1610612751.0,BKN,,,,,,,27.8,Made,Harden,J. Harden,,,,,9.0,,,,,,,,,,,,,,
548,PT06M08.00S,2021-11-04T01:34:44.4Z,4,REGULAR,turnover,out-of-bounds,[],1629631,,,1610612737,109,96,2021-11-04T01:35:02Z,5380000,,,0,,D. Hunter lost ball out-of-bounds TURNOVER (4 TO),[1629631],1610612737.0,ATL,lost ball,,,,,,,,Hunter,D. Hunter,,,,,,,,,201639.0,,,,,4.0,,,,,
549,PT06M08.00S,2021-11-04T01:34:48.0Z,4,REGULAR,substitution,out,[],200794,,,1610612751,109,96,2021-11-04T01:35:02Z,5390000,,,0,,SUB out: P. Millsap,[200794],1610612751.0,BKN,,,,,,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,
550,PT06M08.00S,2021-11-04T01:34:48.0Z,4,REGULAR,substitution,out,[],1627761,,,1610612751,109,96,2021-11-04T01:35:02Z,5400000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,,,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,
551,PT06M08.00S,2021-11-04T01:34:48.0Z,4,REGULAR,substitution,out,[],1628989,,,1610612751,109,96,2021-11-04T01:35:02Z,5410000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,
552,PT06M08.00S,2021-11-04T01:34:48.0Z,4,REGULAR,substitution,in,[],1628971,,,1610612751,109,96,2021-11-04T01:35:02Z,5420000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,,,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
