actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
372,PT05M35.00S,2022-03-19T03:30:14.8Z,3,REGULAR,2pt,Jump Shot,[],201143,74.19513797634691,35.78431372549019,1610612738,63,84,2022-03-19T03:30:20Z,3650000,-71.0,190.0,1,right,MISS A. Horford 20' Jump Shot,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,20.3,Missed,,,,,,,,,,,,,,,,,,
373,PT05M32.00S,2022-03-19T03:30:17.8Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,63,84,2022-03-19T03:30:20Z,3660000,,,0,,C. Metu REBOUND (Off:0 Def:4),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,372.0,4.0,4.0,0.0,,,,
374,PT05M10.00S,2022-03-19T03:30:40.1Z,3,REGULAR,2pt,Jump Shot,[],1627734,20.844283837056505,26.225490196078432,1610612758,63,84,2022-03-19T03:30:43Z,3670000,119.0,143.0,1,left,MISS D. Sabonis 18' Jump Shot,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,18.63,Missed,,,,,,,,,,,,,,,,,,
375,PT05M08.00S,2022-03-19T03:30:42.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,63,84,2022-03-19T03:30:42Z,3680000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,374.0,3.0,2.0,1.0,,,,
376,PT05M02.00S,2022-03-19T03:30:47.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201143,92.59198423127464,53.67647058823529,1610612738,63,84,2022-03-19T03:30:55Z,3690000,18.0,17.0,1,right,MISS A. Horford running Layup,[201143],1610612738.0,BOS,running,,,Horford,A. Horford,,,,,2.51,Missed,,,,,,,,,,,,,,,,,,
377,PT05M00.00S,2022-03-19T03:30:49.7Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612758,63,84,2022-03-19T03:30:55Z,3700000,,,0,,T. Lyles REBOUND (Off:0 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,376.0,3.0,3.0,0.0,,,,
378,PT04M47.00S,2022-03-19T03:31:02.3Z,3,REGULAR,3pt,Jump Shot,[],1628978,27.151773981603156,78.18627450980392,1610612758,63,84,2022-03-19T03:31:08Z,3710000,-141.0,203.0,1,left,MISS D. DiVincenzo 24' 3PT,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,
379,PT04M45.00S,2022-03-19T03:31:04.3Z,3,REGULAR,rebound,offensive,[],1626168,,,1610612758,63,84,2022-03-19T03:31:08Z,3720000,,,0,,T. Lyles REBOUND (Off:1 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,378.0,4.0,3.0,1.0,,,,
380,PT04M43.00S,2022-03-19T03:31:06.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626168,7.30946123521682,44.85294117647059,1610612758,65,84,2022-03-19T03:34:36Z,3730000,26.0,16.0,1,left,T. Lyles putback Layup (10 PTS),[1626168],1610612758.0,SAC,putback,,,Lyles,T. Lyles,,,,,3.04,Made,10.0,,,,,,,,,,,,,,,,,
381,PT04M24.00S,2022-03-19T03:31:25.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.67214191852825,49.754901960784316,1610612738,65,84,2022-03-19T03:31:38Z,3740000,-1.0,26.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,
382,PT04M23.00S,2022-03-19T03:31:26.4Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,65,84,2022-03-19T03:32:48Z,3750000,,,0,,D. Sabonis REBOUND (Off:5 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,381.0,12.0,7.0,5.0,,,,
383,PT04M23.00S,2022-03-19T03:31:35.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612758,65,84,2022-03-19T03:35:26Z,3760000,,,0,,G. Williams take personal FOUL (3 PF) (Sabonis 2 FT),"[1629684, 1627734]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,1627541.0,,3.0,0.0,Sabonis,1627734.0,,,,,,,,
385,PT04M23.00S,2022-03-19T03:31:58.0Z,3,REGULAR,foul,technical,['1freethrow'],203152,,,1610612758,65,84,2022-03-19T03:35:26Z,3780000,,,0,,TEAM foul technical,[203152],1610612738.0,BOS,,,,,,,,,,,,,,,,1627541.0,,,,,,,,,,,,,
386,PT04M23.00S,2022-03-19T03:32:08.9Z,3,REGULAR,freethrow,1 of 1,[],203200,,,1610612758,66,84,2022-03-19T03:32:08Z,3790000,,,0,,J. Holiday technical Free Throw 1 of 1 (21 PTS),[203200],1610612758.0,SAC,technical,,,Holiday,J. Holiday,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
387,PT04M23.00S,2022-03-19T03:32:36.5Z,3,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,66,84,2022-03-19T03:32:36Z,3800000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,
388,PT04M23.00S,2022-03-19T03:32:36.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,66,84,2022-03-19T03:32:36Z,3810000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,387.0,,,,,,,
389,PT04M23.00S,2022-03-19T03:32:54.6Z,3,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,67,84,2022-03-19T03:32:54Z,3820000,,,0,,D. Sabonis Free Throw 2 of 2 (20 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
390,PT04M02.00S,2022-03-19T03:33:18.1Z,3,REGULAR,2pt,Jump Shot,[],1627759,92.85479632063075,20.34313725490196,1610612738,67,84,2022-03-19T03:33:24Z,3830000,-148.0,15.0,1,right,MISS J. Brown 14' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,14.9,Missed,,,,,,,,,,,,,,,,,,
391,PT03M59.00S,2022-03-19T03:33:21.1Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,67,84,2022-03-19T03:33:24Z,3840000,,,0,,D. Sabonis REBOUND (Off:5 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,390.0,13.0,8.0,5.0,,,,
392,PT03M39.00S,2022-03-19T03:33:43.7Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628401,,,1610612758,67,84,2022-03-19T03:34:09Z,3850000,,,0,,D. White shooting personal FOUL (3 PF) (DiVincenzo 3 FT),"[1628401, 1628978]",1610612738.0,BOS,shooting,,,White,D. White,,,,,,,,,,,1627541.0,,3.0,0.0,DiVincenzo,1628978.0,,,,,,,,
394,PT03M39.00S,2022-03-19T03:34:12.7Z,3,REGULAR,freethrow,1 of 3,[],1628978,,,1610612758,68,84,2022-03-19T03:34:12Z,3870000,,,0,,D. DiVincenzo Free Throw 1 of 3 (1 PTS),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
395,PT03M39.00S,2022-03-19T03:34:25.1Z,3,REGULAR,freethrow,2 of 3,[],1628978,,,1610612758,69,84,2022-03-19T03:34:25Z,3880000,,,0,,D. DiVincenzo Free Throw 2 of 3 (2 PTS),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
396,PT03M39.00S,2022-03-19T03:34:38.8Z,3,REGULAR,freethrow,3 of 3,[],1628978,,,1610612758,70,84,2022-03-19T03:34:38Z,3890000,,,0,,D. DiVincenzo Free Throw 3 of 3 (3 PTS),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
397,PT03M19.00S,2022-03-19T03:35:00.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,89.56964520367937,45.34313725490196,1610612738,70,84,2022-03-19T03:37:21Z,3900000,-23.0,46.0,1,right,MISS D. White driving Layup - blocked,"[1628401, 203200]",1610612738.0,BOS,driving,,,White,D. White,,,,,5.11,Missed,,,,,,,,,,,,,,,,,Holiday,203200.0
401,PT03M19.00S,2022-03-19T03:35:00.8Z,3,REGULAR,block,,[],203200,,,1610612738,70,84,2022-03-19T03:35:08Z,3905000,,,0,,J. Holiday BLOCK (2 BLK),[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
398,PT03M18.00S,2022-03-19T03:35:01.8Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,70,84,2022-03-19T03:35:08Z,3910000,,,0,,A. Horford REBOUND (Off:1 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,397.0,9.0,8.0,1.0,,,,
399,PT03M18.00S,2022-03-19T03:35:03.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201143,92.06636005256242,56.127450980392155,1610612738,70,84,2022-03-19T03:38:32Z,3920000,31.0,22.0,1,right,MISS A. Horford Hook,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,3.77,Missed,,,,,,,,,,,,,,,,,,
400,PT03M18.00S,2022-03-19T03:35:03.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,70,84,2022-03-19T03:38:32Z,3930000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,399.0,,,,,,,
402,PT03M18.00S,2022-03-19T03:35:09.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,70,84,2022-03-19T03:35:09Z,3940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT03M13.00S,2022-03-19T03:35:39.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,70.90998685939553,22.794117647058822,1610612738,70,84,2022-03-19T03:35:46Z,3950000,-136.0,221.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
404,PT03M07.00S,2022-03-19T03:35:45.6Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,70,84,2022-03-19T03:35:46Z,3960000,,,0,,D. Sabonis REBOUND (Off:5 Def:9),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,403.0,14.0,9.0,5.0,,,,
405,PT03M00.00S,2022-03-19T03:35:52.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,6.521024967148489,50.49019607843137,1610612758,72,84,2022-03-19T03:35:58Z,3970000,-2.0,9.0,1,left,D. Sabonis cutting DUNK (22 PTS) (J. Holiday 2 AST),"[1627734, 203200]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,0.91,Made,22.0,J. Holiday,203200.0,2.0,,,,,,,,,,,,,,
407,PT03M00.00S,2022-03-19T03:35:58.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,72,84,2022-03-19T03:35:58Z,3990000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M00.00S,2022-03-19T03:38:23.2Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,72,84,2022-03-19T03:38:39Z,4000000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M00.00S,2022-03-19T03:38:23.2Z,3,REGULAR,substitution,out,[],201143,,,1610612738,72,84,2022-03-19T03:38:39Z,4010000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M00.00S,2022-03-19T03:38:23.2Z,3,REGULAR,substitution,in,[],1628464,,,1610612738,72,84,2022-03-19T03:38:39Z,4020000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M00.00S,2022-03-19T03:38:23.2Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,72,84,2022-03-19T03:38:39Z,4030000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
412,PT02M49.00S,2022-03-19T03:38:57.8Z,3,REGULAR,3pt,Jump Shot,[],203935,68.9388961892247,68.62745098039215,1610612738,72,84,2022-03-19T03:39:39Z,4040000,93.0,239.0,1,right,MISS M. Smart 25' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,
413,PT02M45.00S,2022-03-19T03:39:01.2Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,72,84,2022-03-19T03:39:01Z,4050000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,412.0,4.0,3.0,1.0,,,,
414,PT02M44.00S,2022-03-19T03:39:03.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,93.38042049934296,47.30392156862745,1610612738,72,84,2022-03-19T03:39:10Z,4060000,-13.0,10.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,
415,PT02M42.00S,2022-03-19T03:39:05.1Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,72,84,2022-03-19T03:39:10Z,4070000,,,0,,D. Sabonis REBOUND (Off:5 Def:10),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,414.0,15.0,10.0,5.0,,,,
416,PT02M29.00S,2022-03-19T03:39:17.1Z,3,REGULAR,3pt,Jump Shot,[],1626168,6.521024967148489,95.34313725490196,1610612758,75,84,2022-03-19T03:39:21Z,4080000,-227.0,9.0,1,left,T. Lyles 3PT  (13 PTS) (D. DiVincenzo 7 AST),"[1626168, 1628978]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,22.69,Made,13.0,D. DiVincenzo,1628978.0,7.0,,,,,,,,,,,,,,
418,PT02M09.00S,2022-03-19T03:39:37.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.85479632063075,56.86274509803921,1610612738,75,84,2022-03-19T03:42:01Z,4100000,34.0,15.0,1,right,MISS M. Smart Layup - blocked,"[203935, 1627734]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,3.73,Missed,,,,,,,,,,,,,,,,,Sabonis,1627734.0
479,PT02M09.00S,2022-03-19T03:39:37.6Z,3,REGULAR,block,,[],1627734,,,1610612738,75,84,2022-03-19T03:49:47Z,4105000,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M05.00S,2022-03-19T03:39:41.6Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,75,84,2022-03-19T03:39:46Z,4110000,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,418.0,2.0,1.0,1.0,,,,
420,PT02M04.00S,2022-03-19T03:39:41.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,93.64323258869908,44.36274509803921,1610612738,75,86,2022-03-19T03:42:19Z,4120000,-28.0,7.0,1,right,D. Theis putback Layup (4 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,2.91,Made,4.0,,,,,,,,,,,,,,,,,
421,PT01M46.00S,2022-03-19T03:40:00.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,8.492115637319317,56.61764705882353,1610612758,75,86,2022-03-19T03:45:10Z,4130000,-33.0,27.0,1,left,MISS D. Sabonis Hook,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,4.29,Missed,,,,,,,,,,,,,,,,,,
422,PT01M43.00S,2022-03-19T03:40:03.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,75,86,2022-03-19T03:40:06Z,4140000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,421.0,2.0,2.0,0.0,,,,
423,PT01M40.00S,2022-03-19T03:40:07.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,74.85216819973719,85.04901960784314,1610612738,75,89,2022-03-19T03:43:30Z,4150000,175.0,184.0,1,right,G. Williams 25' 3PT running (6 PTS) (J. Tatum 4 AST),"[1629684, 1628369]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,25.4,Made,6.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
425,PT01M18.00S,2022-03-19T03:40:28.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,10.988830486202366,38.970588235294116,1610612758,77,89,2022-03-19T03:45:15Z,4170000,55.0,51.0,1,left,D. Sabonis 7' turnaround Jump Shot (24 PTS),[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,7.49,Made,24.0,,,,,,,,,,,,,,,,,
426,PT01M18.00S,2022-03-19T03:40:44.8Z,3,REGULAR,foul,technical,['1freethrow'],1627734,,,1610612738,77,89,2022-03-19T03:40:58Z,4180000,,,0,,D. Sabonis technical FOUL (1 Tech),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,201245.0,,2.0,1.0,,,,,,,,,,
427,PT01M18.00S,2022-03-19T03:41:01.7Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,77,90,2022-03-19T03:41:01Z,4190000,,,0,,J. Tatum technical Free Throw 1 of 1 (28 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
428,PT01M18.00S,2022-03-19T03:41:10.9Z,3,REGULAR,substitution,out,[],203935,,,1610612738,77,90,2022-03-19T03:41:17Z,4200000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
429,PT01M18.00S,2022-03-19T03:41:10.9Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,77,90,2022-03-19T03:41:17Z,4210000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
430,PT01M06.00S,2022-03-19T03:41:28.6Z,3,REGULAR,turnover,bad pass,[],1628401,,,1610612738,77,90,2022-03-19T03:41:36Z,4220000,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1627734]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,1.0,,,,,,,,,Sabonis,1627734.0,,
431,PT01M06.00S,2022-03-19T03:41:28.6Z,3,REGULAR,steal,,[],1627734,,,1610612758,77,90,2022-03-19T03:41:31Z,4230000,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
432,PT01M00.00S,2022-03-19T03:41:34.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,6.389618922470433,53.92156862745098,1610612758,77,90,2022-03-19T03:41:40Z,4240000,-20.0,8.0,1,left,MISS D. Sabonis running Layup,[1627734],1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,2.1,Missed,,,,,,,,,,,,,,,,,,
433,PT00M58.30S,2022-03-19T03:41:35.7Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,77,90,2022-03-19T03:41:40Z,4250000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,432.0,2.0,2.0,0.0,,,,
434,PT00M56.30S,2022-03-19T03:41:38.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628401,92.9862023653088,50.0,1610612738,77,92,2022-03-19T03:41:45Z,4260000,0.0,13.0,1,right,D. White running DUNK (2 PTS) (P. Pritchard 4 AST),"[1628401, 1630202]",1610612738.0,BOS,running,,,White,D. White,,,,,1.34,Made,2.0,P. Pritchard,1630202.0,4.0,,,,,,,,,,,,,,
436,PT00M49.50S,2022-03-19T03:41:49.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203200,12.565703022339028,2.941176470588235,1610612758,77,92,2022-03-19T03:47:41Z,4280000,235.0,66.0,1,left,MISS J. Holiday 24' running 3PT,[203200],1610612758.0,SAC,running,,,Holiday,J. Holiday,,,,,24.43,Missed,,,,,,,,,,,,,,,,,,
437,PT00M47.00S,2022-03-19T03:41:51.7Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,77,92,2022-03-19T03:41:58Z,4290000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,436.0,3.0,2.0,1.0,,,,
438,PT00M39.70S,2022-03-19T03:42:02.5Z,3,REGULAR,foul,offensive,['inpenalty'],1628464,,,1610612738,77,92,2022-03-19T03:42:14Z,4300000,,,0,,D. Theis offensive FOUL (2 PF),"[1628464, 203200]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,2530.0,,2.0,0.0,Holiday,203200.0,,,,,,,,
440,PT00M39.70S,2022-03-19T03:42:02.5Z,3,REGULAR,turnover,offensive foul,[],1628464,,,1610612738,77,92,2022-03-19T03:42:02Z,4320000,,,0,,D. Theis offensive foul TURNOVER (2 TO),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,2530.0,2.0,,,,,,,,,,,,
441,PT00M32.00S,2022-03-19T03:42:29.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612758,77,92,2022-03-19T03:42:41Z,4330000,,,0,,G. Williams shooting personal FOUL (4 PF) (Lyles 2 FT),"[1629684, 1626168]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,201245.0,,4.0,0.0,Lyles,1626168.0,,,,,,,,
443,PT00M32.00S,2022-03-19T03:42:44.2Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629684,,,1610612758,77,92,2022-03-19T03:42:51Z,4350000,,,0,,G. Williams technical FOUL (1 Tech),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,201245.0,,4.0,1.0,,,,,,,,,,
444,PT00M32.00S,2022-03-19T03:42:55.4Z,3,REGULAR,freethrow,1 of 1,[],1628978,,,1610612758,77,92,2022-03-19T03:42:55Z,4360000,,,0,,MISS D. DiVincenzo technical Free Throw 1 of 1,[1628978],1610612758.0,SAC,technical,,,DiVincenzo,D. DiVincenzo,,,,,,Missed,,,,,,,,,,,,,,,,,,
445,PT00M32.00S,2022-03-19T03:42:55.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,77,92,2022-03-19T03:42:55Z,4370000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,444.0,,,,,,,
446,PT00M32.00S,2022-03-19T03:43:29.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626168,,,1610612758,78,92,2022-03-19T03:43:29Z,4380000,,,0,,T. Lyles Free Throw 1 of 2 (14 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
447,PT00M32.00S,2022-03-19T03:43:32.8Z,3,REGULAR,substitution,out,[],1629684,,,1610612758,78,92,2022-03-19T03:43:45Z,4390000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
448,PT00M32.00S,2022-03-19T03:43:32.8Z,3,REGULAR,substitution,in,[],1627759,,,1610612758,78,92,2022-03-19T03:43:45Z,4400000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
449,PT00M32.00S,2022-03-19T03:44:03.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626168,,,1610612758,79,92,2022-03-19T03:44:03Z,4410000,,,0,,T. Lyles Free Throw 2 of 2 (15 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
450,PT00M09.70S,2022-03-19T03:44:35.4Z,3,REGULAR,foul,personal,['2freethrow'],1629002,,,1610612738,79,92,2022-03-19T03:44:54Z,4420000,,,0,,C. Metu shooting personal FOUL (2 PF) (Brown 2 FT),"[1629002, 1627759]",1610612758.0,SAC,shooting,,,Metu,C. Metu,,,,,,,,,,,201245.0,,2.0,0.0,Brown,1627759.0,,,,,,,,
452,PT00M09.70S,2022-03-19T03:45:05.4Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,79,92,2022-03-19T03:45:05Z,4440000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
453,PT00M09.70S,2022-03-19T03:45:05.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,79,92,2022-03-19T03:45:05Z,4450000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,452.0,,,,,,,
454,PT00M09.70S,2022-03-19T03:45:05.4Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,79,92,2022-03-19T03:45:25Z,4460000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
455,PT00M07.10S,2022-03-19T03:45:08.0Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,79,92,2022-03-19T03:45:25Z,4470000,,,0,,D. Sabonis REBOUND (Off:5 Def:11),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,454.0,16.0,11.0,5.0,,,,
