actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
535,PT08M43.00S,2021-12-09T05:03:24.4Z,4,REGULAR,rebound,defensive,[],1630181,,,1610612753,114,99,2021-12-09T05:03:27Z,5280000,,,0,,R. Hampton REBOUND (Off:1 Def:2),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,534.0,3.0,2.0,1.0,,,,,,,
536,PT08M35.00S,2021-12-09T05:03:32.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,88.38699080157687,50.49019607843137,1610612753,114,99,2021-12-09T05:08:27Z,5290000,2.0,57.0,1,right,MISS R. Hampton driving floating Shot,[1630181],1610612753.0,ORL,driving floating,,,Hampton,R. Hampton,,,,,5.68,Missed,,,,,,,,,,,,,,,,,,,
537,PT08M33.00S,2021-12-09T05:03:35.2Z,4,REGULAR,rebound,offensive,[],201577,,,1610612753,114,99,2021-12-09T05:03:35Z,5300000,,,0,,R. Lopez REBOUND (Off:5 Def:0),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,536.0,5.0,0.0,5.0,,,,,,,
538,PT08M31.00S,2021-12-09T05:03:36.8Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201577,85.23324572930355,53.67647058823529,1610612753,114,99,2021-12-09T05:03:41Z,5310000,18.0,86.0,1,right,MISS R. Lopez 8' Hook - blocked,"[201577, 203458]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,8.82,Missed,,,,,,,,,,,,,,,,,Len,203458.0,
539,PT08M31.00S,2021-12-09T05:03:36.8Z,4,REGULAR,block,,[],203458,,,1610612753,114,99,2021-12-09T05:03:38Z,5320000,,,0,,A. Len BLOCK (2 BLK),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT08M31.00S,2021-12-09T05:03:36.8Z,4,REGULAR,rebound,offensive,[],1629643,,,1610612753,114,99,2021-12-09T05:03:41Z,5330000,,,0,,C. Okeke REBOUND (Off:1 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,538.0,2.0,1.0,1.0,,,,,,,
541,PT08M25.00S,2021-12-09T05:03:42.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203082,76.69185282522996,11.029411764705882,1610612753,114,102,2021-12-09T05:04:02Z,5340000,-195.0,167.0,1,right,T. Ross 25' 3PT  (17 PTS) (C. Okeke 2 AST),"[203082, 1629643]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.64,Made,17.0,,,,C. Okeke,1629643.0,2.0,,,,,,,,,,,,
543,PT08M16.00S,2021-12-09T05:04:03.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,114,102,2021-12-09T05:04:03Z,5360000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,out,[],1630558,,,1610612758,114,102,2021-12-09T05:06:49Z,5370000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,out,[],203458,,,1610612758,114,102,2021-12-09T05:06:49Z,5380000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,out,[],1628963,,,1610612758,114,102,2021-12-09T05:06:49Z,5390000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,out,[],1629643,,,1610612758,114,102,2021-12-09T05:06:49Z,5400000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,out,[],1628964,,,1610612758,114,102,2021-12-09T05:06:49Z,5410000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,out,[],1630181,,,1610612758,114,102,2021-12-09T05:06:49Z,5420000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,out,[],201577,,,1610612758,114,102,2021-12-09T05:06:49Z,5430000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,in,[],202684,,,1610612758,114,102,2021-12-09T05:06:49Z,5440000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,in,[],1628368,,,1610612758,114,102,2021-12-09T05:06:49Z,5450000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,in,[],203084,,,1610612758,114,102,2021-12-09T05:06:49Z,5460000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,in,[],1630532,,,1610612758,114,102,2021-12-09T05:06:49Z,5470000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,in,[],203914,,,1610612758,114,102,2021-12-09T05:06:49Z,5480000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,in,[],1630175,,,1610612758,114,102,2021-12-09T05:06:49Z,5490000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M16.00S,2021-12-09T05:06:23.6Z,4,REGULAR,substitution,in,[],1628976,,,1610612758,114,102,2021-12-09T05:06:49Z,5500000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M09.00S,2021-12-09T05:06:59.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,5.995400788436268,51.225490196078425,1610612758,116,102,2021-12-09T05:07:08Z,5510000,-6.0,4.0,1,left,T. Thompson alley-oop DUNK (11 PTS) (T. Haliburton 10 AST),"[202684, 1630169]",1610612758.0,SAC,alley-oop,,,Thompson,T. Thompson,,,,,0.72,Made,11.0,,,,T. Haliburton,1630169.0,10.0,,,,,,,,,,,,
560,PT08M07.00S,2021-12-09T05:07:17.0Z,4,REGULAR,foul,technical,['1freethrow'],202684,,,1610612753,116,102,2021-12-09T05:07:42Z,5530000,,,0,,T. Thompson technical FOUL (1 Tech),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,202049.0,,,,,2.0,1.0,,,,,
561,PT08M07.00S,2021-12-09T05:07:43.3Z,4,REGULAR,freethrow,1 of 1,[],1630175,,,1610612753,116,103,2021-12-09T05:07:43Z,5540000,,,0,,C. Anthony technical Free Throw 1 of 1 (23 PTS),[1630175],1610612753.0,ORL,technical,,,Anthony,C. Anthony,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
562,PT07M56.00S,2021-12-09T05:08:05.0Z,4,REGULAR,3pt,Jump Shot,[],203082,77.21747700394218,89.70588235294117,1610612753,116,103,2021-12-09T05:08:12Z,5550000,199.0,162.0,1,right,MISS T. Ross 25' fadeaway 3PT,[203082],1610612753.0,ORL,fadeaway,,,Ross,T. Ross,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
563,PT07M52.00S,2021-12-09T05:08:09.0Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612758,116,103,2021-12-09T05:08:12Z,5560000,,,0,,T. Haliburton REBOUND (Off:1 Def:2),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,562.0,3.0,2.0,1.0,,,,,,,
564,PT07M47.00S,2021-12-09T05:08:14.8Z,4,REGULAR,3pt,Jump Shot,[],1630169,32.933639947437584,50.98039215686274,1610612758,119,103,2021-12-09T05:08:25Z,5570000,-5.0,257.0,1,left,T. Haliburton 25' 3PT step back (15 PTS),[1630169],1610612758.0,SAC,step back,,,Haliburton,T. Haliburton,,,,,25.71,Made,15.0,,,,,,,,,,,,,,,,,,
565,PT07M25.00S,2021-12-09T05:08:36.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,89.96386333771353,43.627450980392155,1610612753,119,105,2021-12-09T05:08:40Z,5580000,-32.0,42.0,1,right,W. Carter Jr. turnaround Hook (14 PTS) (C. Anthony 6 AST),"[1628976, 1630175]",1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,5.26,Made,14.0,,,,C. Anthony,1630175.0,6.0,,,,,,,,,,,,
567,PT07M13.00S,2021-12-09T05:08:48.0Z,4,REGULAR,2pt,Jump Shot,[],1628368,16.113666228646515,33.82352941176471,1610612758,121,105,2021-12-09T05:08:57Z,5600000,81.0,99.0,1,left,D. Fox 12' driving floating Jump Shot (25 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,12.79,Made,25.0,,,,,,,,,,,,,,,,,,
568,PT06M54.00S,2021-12-09T05:09:07.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,87.33574244415243,47.30392156862745,1610612753,121,107,2021-12-09T05:09:11Z,5610000,-13.0,67.0,1,right,F. Wagner 6' driving floating Jump Shot (13 PTS),[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,6.79,Made,13.0,,,,,,,,,,,,,,,,,,
569,PT06M45.00S,2021-12-09T05:09:15.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,10.85742444152431,44.85294117647059,1610612758,123,107,2021-12-09T05:09:36Z,5620000,26.0,50.0,1,left,D. Fox turnaround Jump Shot (27 PTS),[1628368],1610612758.0,SAC,turnaround,,,Fox,D. Fox,,,,,5.59,Made,27.0,,,,,,,,,,,,,,,,,,
570,PT06M36.00S,2021-12-09T05:09:30.7Z,4,REGULAR,foul,personal,[],1628368,,,1610612753,123,107,2021-12-09T05:09:42Z,5630000,,,0,,D. Fox personal FOUL (3 PF),"[1628368, 1630175]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,1627529.0,,,,,3.0,0.0,Anthony,1630175.0,,,
572,PT06M32.00S,2021-12-09T05:09:48.3Z,4,REGULAR,3pt,Jump Shot,[],203914,69.07030223390277,71.81372549019608,1610612753,123,107,2021-12-09T05:09:53Z,5650000,109.0,238.0,1,right,MISS G. Harris 26' 3PT - blocked,"[203914, 1630169]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,26.2,Missed,,,,,,,,,,,,,,,,,Haliburton,1630169.0,
573,PT06M32.00S,2021-12-09T05:09:48.3Z,4,REGULAR,block,,[],1630169,,,1610612753,123,107,2021-12-09T05:09:51Z,5660000,,,0,,T. Haliburton BLOCK (2 BLK),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M28.00S,2021-12-09T05:09:52.3Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,123,107,2021-12-09T05:09:53Z,5670000,,,0,,H. Barnes REBOUND (Off:1 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,572.0,5.0,4.0,1.0,,,,,,,
575,PT06M25.00S,2021-12-09T05:09:59.3Z,4,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612758,123,107,2021-12-09T05:10:10Z,5680000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630532, 203084]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,202037.0,,,,,1.0,0.0,Barnes,203084.0,,,
577,PT06M25.00S,2021-12-09T05:10:25.5Z,4,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,124,107,2021-12-09T05:10:25Z,5700000,,,0,,H. Barnes Free Throw 1 of 2 (12 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
578,PT06M25.00S,2021-12-09T05:10:41.8Z,4,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,125,107,2021-12-09T05:10:41Z,5710000,,,0,,H. Barnes Free Throw 2 of 2 (13 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
579,PT06M02.00S,2021-12-09T05:11:05.1Z,4,REGULAR,2pt,Jump Shot,[],203914,90.62089356110381,82.1078431372549,1610612753,125,109,2021-12-09T05:11:10Z,5720000,161.0,36.0,1,right,G. Harris 16' pullup Jump Shot (16 PTS) (T. Ross 3 AST),"[203914, 203082]",1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,16.44,Made,16.0,,,,T. Ross,203082.0,3.0,,,,,,,,,,,,
581,PT05M43.00S,2021-12-09T05:11:28.2Z,4,REGULAR,foul,personal,[],203914,,,1610612758,125,109,2021-12-09T05:11:38Z,5740000,,,0,,G. Harris personal FOUL (2 PF),"[203914, 202684]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,1627529.0,,,,,2.0,0.0,Thompson,202684.0,,,
583,PT05M34.00S,2021-12-09T05:11:49.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,14.931011826544022,49.26470588235294,1610612758,125,109,2021-12-09T05:13:27Z,5760000,4.0,88.0,1,left,MISS D. Fox 8' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,8.8,Missed,,,,,,,,,,,,,,,,,,,
584,PT05M34.00S,2021-12-09T05:11:49.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,125,109,2021-12-09T05:12:17Z,5770000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,583.0,,,,,,,,,,
585,PT05M34.00S,2021-12-09T05:11:56.5Z,4,REGULAR,foul,personal,[],1628368,,,1610612753,125,109,2021-12-09T05:12:01Z,5780000,,,0,,D. Fox loose ball personal FOUL (4 PF),"[1628368, 1628976]",1610612758.0,SAC,loose ball,,,Fox,D. Fox,,,,,,,,,,,,,,202037.0,,,,,4.0,0.0,Carter Jr.,1628976.0,,,
587,PT05M22.00S,2021-12-09T05:12:17.3Z,4,REGULAR,2pt,Jump Shot,[],1628976,76.69185282522996,49.754901960784316,1610612753,125,111,2021-12-09T05:12:22Z,5800000,-1.0,167.0,1,right,W. Carter Jr. 16' Jump Shot (16 PTS) (C. Anthony 7 AST),"[1628976, 1630175]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,16.66,Made,16.0,,,,C. Anthony,1630175.0,7.0,,,,,,,,,,,,
589,PT05M15.00S,2021-12-09T05:12:31.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,125,111,2021-12-09T05:12:31Z,5820000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT05M01.00S,2021-12-09T05:14:16.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,9.543363994743759,38.72549019607843,1610612758,125,111,2021-12-09T05:14:25Z,5830000,56.0,37.0,1,left,MISS H. Barnes 6' fadeaway Shot,[203084],1610612758.0,SAC,fadeaway,,,Barnes,H. Barnes,,,,,6.76,Missed,,,,,,,,,,,,,,,,,,,
591,PT04M57.00S,2021-12-09T05:14:20.0Z,4,REGULAR,rebound,offensive,[],202684,,,1610612758,125,111,2021-12-09T05:14:44Z,5840000,,,0,,T. Thompson REBOUND (Off:5 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,590.0,7.0,2.0,5.0,,,,,,,
592,PT04M57.00S,2021-12-09T05:14:19.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,5.590000152587891,50.0,1610612758,125,111,2021-12-09T05:14:31Z,5850000,0.0,0.0,1,left,MISS T. Thompson tip Layup,[202684],1610612758.0,SAC,tip,,,Thompson,T. Thompson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
593,PT04M55.00S,2021-12-09T05:14:21.9Z,4,REGULAR,rebound,defensive,[],203082,,,1610612753,125,111,2021-12-09T05:14:31Z,5860000,,,0,,T. Ross REBOUND (Off:0 Def:2),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,592.0,2.0,2.0,0.0,,,,,,,
594,PT04M49.00S,2021-12-09T05:14:28.1Z,4,REGULAR,3pt,Jump Shot,[],1630532,86.15308804204993,2.941176470588235,1610612753,125,114,2021-12-09T05:14:34Z,5870000,-235.0,78.0,1,right,F. Wagner 24' 3PT  (16 PTS) (T. Ross 4 AST),"[1630532, 203082]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,24.78,Made,16.0,,,,T. Ross,203082.0,4.0,,,,,,,,,,,,
596,PT04M29.00S,2021-12-09T05:14:55.9Z,4,REGULAR,foul,personal,['2freethrow'],203082,,,1610612758,125,114,2021-12-09T05:15:13Z,5890000,,,0,,T. Ross shooting personal FOUL (2 PF) (Fox 2 FT),"[203082, 1628368]",1610612753.0,ORL,shooting,,,Ross,T. Ross,,,,,,,,,,,,,,202049.0,,,,,2.0,0.0,Fox,1628368.0,,,
598,PT04M29.00S,2021-12-09T05:15:14.6Z,4,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,126,114,2021-12-09T05:15:14Z,5910000,,,0,,D. Fox Free Throw 1 of 2 (28 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
599,PT04M29.00S,2021-12-09T05:15:26.2Z,4,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,127,114,2021-12-09T05:15:26Z,5920000,,,0,,D. Fox Free Throw 2 of 2 (29 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,29.0,,,,,,,,,,,,,,,,,,
600,PT04M15.00S,2021-12-09T05:15:43.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,82.21090670170827,44.11764705882353,1610612753,127,116,2021-12-09T05:15:48Z,5930000,-29.0,115.0,1,right,C. Anthony 11' pullup Jump Shot (25 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,11.84,Made,25.0,,,,,,,,,,,,,,,,,,
601,PT04M04.00S,2021-12-09T05:15:54.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,17.95335085413929,46.07843137254902,1610612758,129,116,2021-12-09T05:16:02Z,5940000,20.0,116.0,1,left,D. Fox 11' fadeaway Jump Shot (31 PTS),[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,11.79,Made,31.0,,,,,,,,,,,,,,,,,,
602,PT03M54.00S,2021-12-09T05:16:08.0Z,4,REGULAR,foul,offensive,[],1628976,,,1610612753,129,116,2021-12-09T05:16:21Z,5950000,,,0,,W. Carter Jr. offensive FOUL (5 PF),"[1628976, 1628368]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,1627529.0,,,,,5.0,0.0,Fox,1628368.0,,,
604,PT03M54.00S,2021-12-09T05:16:08.0Z,4,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,129,116,2021-12-09T05:16:08Z,5970000,,,0,,W. Carter Jr. offensive foul TURNOVER (4 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,4.0,,,,,,1627529.0,,,,,,,,,,,
605,PT03M43.00S,2021-12-09T05:16:41.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628368,11.12023653088042,52.450980392156865,1610612758,129,116,2021-12-09T05:16:50Z,5980000,-12.0,52.0,1,left,MISS D. Fox fadeaway Shot - blocked,"[1628368, 1628976]",1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,5.34,Missed,,,,,,,,,,,,,,,,,Carter Jr.,1628976.0,
606,PT03M43.00S,2021-12-09T05:16:41.5Z,4,REGULAR,block,,[],1628976,,,1610612758,129,116,2021-12-09T05:16:44Z,5990000,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT03M39.00S,2021-12-09T05:16:45.5Z,4,REGULAR,rebound,defensive,[],203914,,,1610612753,129,116,2021-12-09T05:16:50Z,6000000,,,0,,G. Harris REBOUND (Off:1 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,605.0,2.0,1.0,1.0,,,,,,,
608,PT03M38.00S,2021-12-09T05:16:46.5Z,4,REGULAR,turnover,bad pass,[],203914,,,1610612753,129,116,2021-12-09T05:16:53Z,6010000,,,0,,G. Harris bad pass TURNOVER (2 TO),"[203914, 1630169]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,2.0,Haliburton,1630169.0,,,,,,,,,,,,,,,
609,PT03M38.00S,2021-12-09T05:16:46.5Z,4,REGULAR,steal,,[],1630169,,,1610612758,129,116,2021-12-09T05:16:49Z,6020000,,,0,,T. Haliburton STEAL (3 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M34.00S,2021-12-09T05:16:53.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612758,129,116,2021-12-09T05:17:08Z,6030000,,,0,,C. Anthony shooting personal FOUL (3 PF) (Barnes 2 FT),"[1630175, 203084]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,202049.0,,,,,3.0,0.0,Barnes,203084.0,,,
612,PT03M34.00S,2021-12-09T05:17:24.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203084,,,1610612758,129,116,2021-12-09T05:17:24Z,6050000,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
613,PT03M34.00S,2021-12-09T05:17:24.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,129,116,2021-12-09T05:17:24Z,6060000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,612.0,,,,,,,,,,
614,PT03M34.00S,2021-12-09T05:17:38.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203084,,,1610612758,130,116,2021-12-09T05:17:38Z,6070000,,,0,,H. Barnes Free Throw 2 of 2 (14 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
615,PT03M19.00S,2021-12-09T05:17:57.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,83.919185282523,44.85294117647059,1610612753,130,118,2021-12-09T05:18:03Z,6080000,-26.0,99.0,1,right,C. Anthony 10' pullup Jump Shot (27 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,10.2,Made,27.0,,,,,,,,,,,,,,,,,,
616,PT02M59.00S,2021-12-09T05:18:16.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203084,10.5946123521682,50.49019607843137,1610612758,132,118,2021-12-09T05:18:21Z,6090000,-2.0,47.0,1,left,H. Barnes driving Layup (16 PTS) (T. Haliburton 11 AST),"[203084, 1630169]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,4.72,Made,16.0,,,,T. Haliburton,1630169.0,11.0,,,,,,,,,,,,
618,PT02M50.00S,2021-12-09T05:18:26.4Z,4,REGULAR,3pt,Jump Shot,[],1628976,67.23061760840999,49.26470588235294,1610612753,132,121,2021-12-09T05:18:31Z,6110000,-4.0,256.0,1,right,W. Carter Jr. 25' 3PT  (19 PTS) (C. Anthony 8 AST),"[1628976, 1630175]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,25.55,Made,19.0,,,,C. Anthony,1630175.0,8.0,,,,,,,,,,,,
620,PT02M35.00S,2021-12-09T05:18:41.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.521024967148489,52.94117647058824,1610612758,132,121,2021-12-09T05:18:46Z,6130000,-15.0,9.0,1,left,MISS D. Fox driving Layup,[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,1.71,Missed,,,,,,,,,,,,,,,,,,,
621,PT02M32.00S,2021-12-09T05:18:44.4Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,132,121,2021-12-09T05:18:46Z,6140000,,,0,,F. Wagner REBOUND (Off:0 Def:6),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,620.0,6.0,6.0,0.0,,,,,,,
622,PT02M27.00S,2021-12-09T05:18:49.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,88.38699080157687,58.08823529411765,1610612753,132,121,2021-12-09T05:18:59Z,6150000,40.0,57.0,1,right,MISS F. Wagner 6' running Layup,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,6.96,Missed,,,,,,,,,,,,,,,,,,,
623,PT02M24.00S,2021-12-09T05:18:52.1Z,4,REGULAR,rebound,defensive,[],202684,,,1610612758,132,121,2021-12-09T05:18:59Z,6160000,,,0,,T. Thompson REBOUND (Off:5 Def:3),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,622.0,8.0,3.0,5.0,,,,,,,
