actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
429,PT02M54.00S,2021-11-21T04:39:04.1Z,3,REGULAR,substitution,in,[],1626158,,,1610612758,73,80,2021-11-21T04:41:00Z,4230000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M54.00S,2021-11-21T04:39:04.1Z,3,REGULAR,substitution,in,[],201144,,,1610612758,73,80,2021-11-21T04:41:00Z,4240000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M54.00S,2021-11-21T04:39:04.1Z,3,REGULAR,substitution,in,[],203497,,,1610612758,73,80,2021-11-21T04:41:00Z,4250000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M35.00S,2021-11-21T04:41:20.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,5.995400788436268,52.450980392156865,1610612758,73,80,2021-11-21T04:41:27Z,4260000,-12.0,4.0,1,left,MISS H. Barnes driving reverse Layup,[203084],1610612758.0,SAC,driving reverse,,,Barnes,H. Barnes,,,,,1.29,Missed,,,,,,,,,,,,,,,,,,,
433,PT02M32.00S,2021-11-21T04:41:23.1Z,3,REGULAR,rebound,defensive,[],200752,,,1610612762,73,80,2021-11-21T04:41:27Z,4270000,,,0,,R. Gay REBOUND (Off:0 Def:4),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,432.0,,,4.0,4.0,0.0,,,,,,,,,,,,,
434,PT02M28.00S,2021-11-21T04:41:27.0Z,3,REGULAR,3pt,Jump Shot,[],203903,75.1149802890933,15.441176470588236,1610612762,73,80,2021-11-21T04:41:37Z,4280000,-173.0,181.0,1,right,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
435,PT02M22.00S,2021-11-21T04:41:33.0Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612758,73,80,2021-11-21T04:41:37Z,4290000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,434.0,,,2.0,2.0,0.0,,,,,,,,,,,,,
436,PT02M18.00S,2021-11-21T04:41:36.8Z,3,REGULAR,3pt,Jump Shot,[],1630558,28.203022339027594,76.7156862745098,1610612758,73,80,2021-11-21T04:47:45Z,4300000,-134.0,213.0,1,left,MISS D. Mitchell 25' pullup 3PT,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
437,PT02M16.00S,2021-11-21T04:41:44.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,73,80,2021-11-21T04:41:44Z,4310000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,436.0,,,,,,,,,,,,,,,,,,
438,PT02M16.00S,2021-11-21T04:41:47.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,73,80,2021-11-21T04:41:47Z,4320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M16.00S,2021-11-21T04:41:48.5Z,3,REGULAR,substitution,out,[],203084,,,1610612758,73,80,2021-11-21T04:41:57Z,4330000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M16.00S,2021-11-21T04:41:48.5Z,3,REGULAR,substitution,in,[],1630169,,,1610612758,73,80,2021-11-21T04:41:57Z,4340000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M11.00S,2021-11-21T04:42:06.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,28.991458607095925,27.450980392156865,1610612758,73,80,2021-11-21T04:42:13Z,4350000,113.0,220.0,1,left,MISS B. Hield 24' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
442,PT02M07.00S,2021-11-21T04:42:10.3Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,73,80,2021-11-21T04:42:13Z,4360000,,,0,,R. Gobert REBOUND (Off:5 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,441.0,,,11.0,6.0,5.0,,,,,,,,,,,,,
443,PT01M57.00S,2021-11-21T04:42:21.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626158,,,1610612762,73,80,2021-11-21T04:43:36Z,4370000,,,0,,R. Holmes shooting personal FOUL (3 PF) (Clarkson 2 FT),"[1626158, 203903]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,202027.0,3.0,0.0,Clarkson,203903.0,,,,
445,PT01M57.00S,2021-11-21T04:43:38.8Z,3,REGULAR,instantreplay,request,[],0,,,1610612762,73,80,2021-11-21T04:45:06Z,4390000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,202027.0,,,,,,,,Common Foul Upheld
446,PT01M57.00S,2021-11-21T04:45:39.1Z,3,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,73,81,2021-11-21T04:45:39Z,4400000,,,0,,J. Clarkson Free Throw 1 of 2 (8 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,
447,PT01M57.00S,2021-11-21T04:45:56.1Z,3,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,73,82,2021-11-21T04:45:56Z,4410000,,,0,,J. Clarkson Free Throw 2 of 2 (9 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
448,PT01M34.00S,2021-11-21T04:46:19.8Z,3,REGULAR,3pt,Jump Shot,[],1630558,26.757555847568987,19.362745098039216,1610612758,73,82,2021-11-21T04:46:31Z,4420000,153.0,199.0,1,left,MISS D. Mitchell 25' step back 3PT,[1630558],1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
449,PT01M33.00S,2021-11-21T04:46:20.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,73,82,2021-11-21T04:46:31Z,4430000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,448.0,,,,,,,,,,,,,,,,,,
450,PT01M33.00S,2021-11-21T04:46:27.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,73,82,2021-11-21T04:46:27Z,4440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT01M23.00S,2021-11-21T04:46:40.4Z,3,REGULAR,turnover,lost ball,[],203497,,,1610612762,73,82,2021-11-21T04:46:50Z,4450000,,,0,,R. Gobert lost ball TURNOVER (2 TO),"[203497, 203090]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,2.0,Harkless,203090.0,
452,PT01M23.00S,2021-11-21T04:46:40.4Z,3,REGULAR,steal,,[],203090,,,1610612758,73,82,2021-11-21T04:46:42Z,4460000,,,0,,M. Harkless STEAL (2 STL),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M17.00S,2021-11-21T04:46:45.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,23.603810775295663,86.76470588235294,1610612758,76,82,2021-11-21T04:49:56Z,4470000,-184.0,169.0,1,left,B. Hield 25' 3PT running (10 PTS) (M. Harkless 2 AST),"[1627741, 203090]",1610612758.0,SAC,running,,,Hield,B. Hield,,,,,25.0,Made,,,,,,,10.0,M. Harkless,203090.0,2.0,,,,,,,,,
456,PT00M51.40S,2021-11-21T04:47:12.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,86.81011826544021,49.50980392156863,1610612762,76,82,2021-11-21T04:50:21Z,4490000,-2.0,71.0,1,right,MISS J. Clarkson 7' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,7.15,Missed,,,,,,,,,,,,,,,,,,,
457,PT00M49.40S,2021-11-21T04:47:14.5Z,3,REGULAR,rebound,offensive,[],203497,,,1610612762,76,82,2021-11-21T04:50:21Z,4500000,,,0,,R. Gobert REBOUND (Off:6 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,456.0,,,12.0,6.0,6.0,,,,,,,,,,,,,
458,PT00M49.40S,2021-11-21T04:47:23.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203090,,,1610612762,76,82,2021-11-21T04:47:40Z,4510000,,,0,,M. Harkless personal FOUL (1 PF) (Gobert 2 FT),"[203090, 203497]",1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Gobert,203497.0,,,,
460,PT00M49.40S,2021-11-21T04:47:51.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612762,76,83,2021-11-21T04:47:51Z,4530000,,,0,,R. Gobert Free Throw 1 of 2 (14 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,,,14.0,,,,,,,,,,,,
461,PT00M49.40S,2021-11-21T04:48:09.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612762,76,84,2021-11-21T04:48:09Z,4540000,,,0,,R. Gobert Free Throw 2 of 2 (15 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,,,15.0,,,,,,,,,,,,
462,PT00M37.00S,2021-11-21T04:48:27.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,6.783837056504599,49.01960784313725,1610612758,78,84,2021-11-21T04:48:35Z,4550000,5.0,11.0,1,left,R. Holmes alley-oop DUNK (18 PTS) (T. Haliburton 1 AST),"[1626158, 1630169]",1610612758.0,SAC,alley-oop,,,Holmes,R. Holmes,,,,,1.23,Made,,,,,,,18.0,T. Haliburton,1630169.0,1.0,,,,,,,,,
464,PT00M26.00S,2021-11-21T04:48:44.4Z,3,REGULAR,3pt,Jump Shot,[],203903,90.3580814717477,96.81372549019608,1610612762,78,84,2021-11-21T04:48:50Z,4570000,234.0,38.0,1,right,MISS J. Clarkson 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,,
465,PT00M21.70S,2021-11-21T04:48:48.8Z,3,REGULAR,rebound,offensive,[],203903,,,1610612762,78,84,2021-11-21T04:48:48Z,4580000,,,0,,J. Clarkson REBOUND (Off:2 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,464.0,,,3.0,1.0,2.0,,,,,,,,,,,,,
466,PT00M11.50S,2021-11-21T04:48:59.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203903,92.9862023653088,55.392156862745104,1610612762,78,84,2021-11-21T04:49:09Z,4590000,27.0,13.0,1,right,MISS J. Clarkson driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,3.01,Missed,,,,,,,,,,,,,,,,,,,
467,PT00M08.30S,2021-11-21T04:49:02.2Z,3,REGULAR,rebound,defensive,[],203090,,,1610612758,78,84,2021-11-21T04:49:09Z,4600000,,,0,,M. Harkless REBOUND (Off:0 Def:2),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,466.0,,,2.0,2.0,0.0,,,,,,,,,,,,,
468,PT00M08.30S,2021-11-21T04:49:05.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,78,84,2021-11-21T04:49:05Z,4610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT00M08.30S,2021-11-21T04:49:13.9Z,3,REGULAR,substitution,out,[],1630558,,,1610612758,78,84,2021-11-21T04:49:23Z,4620000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M08.30S,2021-11-21T04:49:13.9Z,3,REGULAR,substitution,in,[],1628368,,,1610612758,78,84,2021-11-21T04:49:23Z,4630000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M00.70S,2021-11-21T04:49:35.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201144,,,1610612758,78,84,2021-11-21T04:49:56Z,4640000,,,0,,M. Conley shooting personal FOUL (1 PF) (Fox 2 FT),"[201144, 1628368]",1610612762.0,UTA,shooting,,,Conley,M. Conley,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Fox,1628368.0,,,,
473,PT00M00.70S,2021-11-21T04:50:05.6Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628368,,,1610612758,79,84,2021-11-21T04:50:05Z,4660000,,,0,,D. Fox Free Throw 1 of 2 (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,10.0,,,,,,,,,,,,
474,PT00M00.70S,2021-11-21T04:50:28.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628368,,,1610612758,80,84,2021-11-21T04:50:28Z,4670000,,,0,,D. Fox Free Throw 2 of 2 (11 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
475,PT00M00.00S,2021-11-21T04:50:37.2Z,3,REGULAR,3pt,Jump Shot,[],203497,42.526281208935615,78.18627450980392,1610612762,80,84,2021-11-21T04:52:28Z,4680000,141.0,488.0,1,right,MISS R. Gobert 50' 3PT,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,50.77,Missed,,,,,,,,,,,,,,,,,,,
476,PT00M00.00S,2021-11-21T04:50:37.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,80,84,2021-11-21T04:52:28Z,4690000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,,,,
477,PT00M00.00S,2021-11-21T04:50:42.1Z,3,REGULAR,period,end,[],0,,,1610612762,80,84,2021-11-21T04:50:42Z,4700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2021-11-21T04:52:26.5Z,4,REGULAR,substitution,out,['startperiod'],1628368,,,1610612762,80,84,2021-11-21T04:53:32Z,4710000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2021-11-21T04:52:26.5Z,4,REGULAR,substitution,in,['startperiod'],1630558,,,1610612762,80,84,2021-11-21T04:53:32Z,4720000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2021-11-21T04:53:34.5Z,4,REGULAR,period,start,[],0,,,1610612758,80,84,2021-11-21T04:53:34Z,4730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT11M43.00S,2021-11-21T04:53:50.9Z,4,REGULAR,3pt,Jump Shot,[],1627741,29.911300919842315,70.58823529411765,1610612758,80,84,2021-11-21T04:53:57Z,4740000,-103.0,229.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
482,PT11M38.00S,2021-11-21T04:53:55.9Z,4,REGULAR,rebound,defensive,[],201144,,,1610612762,80,84,2021-11-21T04:53:57Z,4750000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,481.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
483,PT11M25.00S,2021-11-21T04:54:08.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,86.28449408672799,40.44117647058824,1610612762,80,86,2021-11-21T04:57:14Z,4760000,-48.0,76.0,1,right,J. Clarkson 9' driving floating Jump Shot (11 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,9.01,Made,,,,,,,11.0,,,,,,,,,,,,
485,PT11M13.00S,2021-11-21T04:54:20.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,5.995400788436268,40.931372549019606,1610612758,82,86,2021-11-21T04:57:36Z,4780000,45.0,4.0,1,left,T. Haliburton driving Layup (12 PTS),[1630169],1610612758.0,SAC,driving,,,Haliburton,T. Haliburton,,,,,4.55,Made,,,,,,,12.0,,,,,,,,,,,,
486,PT10M55.00S,2021-11-21T04:54:38.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201144,93.9060446780552,53.431372549019606,1610612762,82,88,2021-11-21T04:54:44Z,4790000,17.0,5.0,1,right,M. Conley driving Layup (14 PTS),[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,1.79,Made,,,,,,,14.0,,,,,,,,,,,,
487,PT10M37.00S,2021-11-21T04:54:57.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,11.514454664914586,62.5,1610612758,82,88,2021-11-21T04:58:47Z,4800000,-62.0,56.0,1,left,MISS D. Mitchell 8' driving floating Shot,[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,8.37,Missed,,,,,,,,,,,,,,,,,,,
488,PT10M32.00S,2021-11-21T04:55:00.7Z,4,REGULAR,rebound,defensive,[],204060,,,1610612762,82,88,2021-11-21T04:55:00Z,4810000,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,487.0,,,1.0,1.0,0.0,,,,,,,,,,,,,
489,PT10M28.00S,2021-11-21T04:55:04.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201144,92.59198423127464,95.83333333333334,1610612762,82,91,2021-11-21T04:59:28Z,4820000,229.0,17.0,1,right,M. Conley 3PT running (17 PTS) (J. Clarkson 2 AST),"[201144, 203903]",1610612762.0,UTA,running,,,Conley,M. Conley,,,,,22.98,Made,,,,,,,17.0,J. Clarkson,203903.0,2.0,,,,,,,,,
491,PT10M20.00S,2021-11-21T04:55:16.6Z,4,REGULAR,turnover,lost ball,[],1630169,,,1610612758,82,91,2021-11-21T04:59:47Z,4840000,,,0,,T. Haliburton lost ball TURNOVER (1 TO),"[1630169, 204060]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,1.0,Ingles,204060.0,
492,PT10M20.00S,2021-11-21T04:55:16.6Z,4,REGULAR,steal,,[],204060,,,1610612762,82,91,2021-11-21T05:00:54Z,4850000,,,0,,J. Ingles STEAL (2 STL),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT10M17.00S,2021-11-21T04:55:22.3Z,4,REGULAR,foul,personal,[],1630169,,,1610612762,82,91,2021-11-21T05:01:55Z,4860000,,,0,,T. Haliburton take personal FOUL (4 PF),"[1630169, 203903]",1610612758.0,SAC,take,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,202027.0,4.0,0.0,Clarkson,203903.0,,,,
495,PT10M02.00S,2021-11-21T04:56:01.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203497,93.77463863337714,47.549019607843135,1610612762,82,93,2021-11-21T04:56:13Z,4880000,-12.0,6.0,1,right,R. Gobert DUNK (17 PTS) (J. Clarkson 3 AST),"[203497, 203903]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,1.37,Made,,,,,,,17.0,J. Clarkson,203903.0,3.0,,,,,,,,,
497,PT09M50.00S,2021-11-21T04:56:12.8Z,4,REGULAR,3pt,Jump Shot,[],203090,6.389618922470433,94.85294117647058,1610612758,82,93,2021-11-21T04:56:23Z,4900000,-224.0,8.0,1,left,MISS M. Harkless 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,,
498,PT09M48.00S,2021-11-21T04:56:14.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,82,93,2021-11-21T04:56:23Z,4910000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,,,,
499,PT09M48.00S,2021-11-21T04:56:19.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,82,93,2021-11-21T04:56:19Z,4920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT09M39.00S,2021-11-21T04:56:37.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,11.645860709592641,3.1862745098039214,1610612758,82,93,2021-11-21T05:02:42Z,4930000,234.0,57.0,1,left,MISS B. Hield 24' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,24.09,Missed,,,,,,,,,,,,,,,,,,,
501,PT09M36.00S,2021-11-21T04:56:40.1Z,4,REGULAR,rebound,defensive,[],200752,,,1610612762,82,93,2021-11-21T04:56:44Z,4940000,,,0,,R. Gay REBOUND (Off:0 Def:5),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,500.0,,,5.0,5.0,0.0,,,,,,,,,,,,,
502,PT09M33.00S,2021-11-21T04:56:43.7Z,4,REGULAR,3pt,Jump Shot,[],200752,70.25295663600527,72.05882352941177,1610612762,82,96,2021-11-21T05:03:19Z,4950000,110.0,227.0,1,right,R. Gay 25' 3PT running pullup (3 PTS),[200752],1610612762.0,UTA,running pullup,,,Gay,R. Gay,,,,,25.25,Made,,,,,,,3.0,,,,,,,,,,,,
503,PT09M32.00S,2021-11-21T04:56:51.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,82,96,2021-11-21T04:56:51Z,4960000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M32.00S,2021-11-21T05:00:45.1Z,4,REGULAR,stoppage,court clean up,[],0,,,1610612758,82,96,2021-11-21T05:00:45Z,4970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M32.00S,2021-11-21T05:12:14.0Z,4,REGULAR,substitution,out,[],203090,,,1610612758,82,96,2021-11-21T05:12:44Z,4980000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M32.00S,2021-11-21T05:12:14.0Z,4,REGULAR,substitution,out,[],1626158,,,1610612758,82,96,2021-11-21T05:12:44Z,4990000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M32.00S,2021-11-21T05:12:14.0Z,4,REGULAR,substitution,out,[],1630558,,,1610612758,82,96,2021-11-21T05:12:44Z,5000000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT09M32.00S,2021-11-21T05:12:14.0Z,4,REGULAR,substitution,in,[],1629002,,,1610612758,82,96,2021-11-21T05:12:44Z,5010000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT09M32.00S,2021-11-21T05:12:14.0Z,4,REGULAR,substitution,in,[],1628368,,,1610612758,82,96,2021-11-21T05:12:44Z,5020000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT09M32.00S,2021-11-21T05:12:14.0Z,4,REGULAR,substitution,in,[],203084,,,1610612758,82,96,2021-11-21T05:12:44Z,5030000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT09M20.00S,2021-11-21T05:12:55.9Z,4,REGULAR,3pt,Jump Shot,[],1629002,5.863994743758213,95.83333333333334,1610612758,82,96,2021-11-21T05:13:02Z,5040000,-229.0,3.0,1,left,MISS C. Metu 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
512,PT09M16.00S,2021-11-21T05:12:59.9Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,82,96,2021-11-21T05:13:02Z,5050000,,,0,,J. Clarkson REBOUND (Off:2 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,511.0,,,4.0,2.0,2.0,,,,,,,,,,,,,
513,PT09M09.00S,2021-11-21T05:13:05.9Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203903,89.30683311432325,47.794117647058826,1610612762,82,98,2021-11-21T05:14:12Z,5060000,-11.0,48.0,1,right,J. Clarkson driving floating Jump Shot (13 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,4.92,Made,,,,,,,13.0,,,,,,,,,,,,
514,PT08M50.00S,2021-11-21T05:13:25.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203084,7.966491458607096,40.44117647058824,1610612758,82,98,2021-11-21T05:13:30Z,5070000,48.0,22.0,1,left,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,5.28,Missed,,,,,,,,,,,,,,,,,,,
515,PT08M47.00S,2021-11-21T05:13:28.3Z,4,REGULAR,rebound,defensive,[],200752,,,1610612762,82,98,2021-11-21T05:13:30Z,5080000,,,0,,R. Gay REBOUND (Off:0 Def:6),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,514.0,,,6.0,6.0,0.0,,,,,,,,,,,,,
516,PT08M44.00S,2021-11-21T05:13:31.5Z,4,REGULAR,3pt,Jump Shot,[],200752,74.32654402102497,16.42156862745098,1610612762,82,98,2021-11-21T05:16:27Z,5090000,-168.0,189.0,1,right,MISS R. Gay 25' running 3PT,[200752],1610612762.0,UTA,running,,,Gay,R. Gay,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
517,PT08M39.00S,2021-11-21T05:13:36.5Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612758,82,98,2021-11-21T05:13:40Z,5100000,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,516.0,,,3.0,3.0,0.0,,,,,,,,,,,,,
