actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
334,PT03M56.00S,2025-11-04T01:09:49.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,88.12417871222075,59.31372549019608,1610612754,47,42,2025-11-04T01:09:55Z,3340000,False,47.0,59.0,1,right,P. Siakam 7' turnaround bank Jump Shot (14 PTS),[1627783],1610612754.0,IND,turnaround bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.53,Made,,,,,,,,,,,,,,,14.0,,,
335,PT03M44.00S,2025-11-04T01:10:00.7Z,2,REGULAR,foul,personal,[],1631245,,,1610612749,47,42,2025-11-04T01:10:07Z,3350000,False,,,0,,Q. Jackson personal FOUL (2 PF),"[1631245, 203507]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1627529.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,
337,PT03M44.00S,2025-11-04T01:10:06.2Z,2,REGULAR,substitution,out,[],1631245,,,1610612749,47,42,2025-11-04T01:10:09Z,3370000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT03M44.00S,2025-11-04T01:10:06.2Z,2,REGULAR,substitution,in,[],1642484,,,1610612749,47,42,2025-11-04T01:10:09Z,3380000,False,,,0,,SUB in: R. Dennis,[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT03M38.00S,2025-11-04T01:10:29.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,14.536793692509855,59.068627450980394,1610612749,47,44,2025-11-04T01:10:32Z,3390000,False,-45.0,84.0,1,left,C. Anthony 9' pullup Jump Shot (2 PTS),[1630175],1610612749.0,MIL,pullup,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,9.55,Made,,,,,,,,,,,,,,,2.0,,,
340,PT03M25.00S,2025-11-04T01:10:43.5Z,2,REGULAR,3pt,Jump Shot,[],1630174,88.91261498028909,98.2843137254902,1610612754,47,44,2025-11-04T01:10:47Z,3400000,False,241.0,52.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,24.69,Missed,,,,,,,,,,,,,,,,,,
341,PT03M22.00S,2025-11-04T01:10:46.5Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612749,47,44,2025-11-04T01:10:47Z,3410000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,Right Corner 3,24+ Right,,,,,340.0,1.0,1.0,0.0,,,,,,,,,,,,
342,PT03M17.00S,2025-11-04T01:10:52.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,10.068988173455978,43.38235294117647,1610612749,47,44,2025-11-04T01:10:58Z,3420000,False,33.0,42.0,1,left,MISS G. Antetokounmpo running Layup - blocked,"[203507, 1630543]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,5.36,Missed,Jackson,1630543.0,,,,,,,,,,,,,,,,
343,PT03M17.00S,2025-11-04T01:10:52.4Z,2,REGULAR,block,,[],1630543,,,1610612749,47,44,2025-11-04T01:10:54Z,3430000,False,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
344,PT03M17.00S,2025-11-04T01:10:52.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,47,44,2025-11-04T01:10:58Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,342.0,,,,,,,,,,,,,,,
346,PT03M03.00S,2025-11-04T01:11:19.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,7.178055190538765,50.98039215686274,1610612749,47,46,2025-11-04T01:11:22Z,3460000,False,-5.0,15.0,1,left,G. Antetokounmpo finger roll Layup (15 PTS) (G. Trent Jr. 1 AST),"[203507, 1629018]",1610612749.0,MIL,finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,,,,,,,,,,,15.0,G. Trent Jr.,1629018.0,1.0
348,PT02M52.00S,2025-11-04T01:11:32.5Z,2,REGULAR,turnover,lost ball,[],1627783,,,1610612754,47,46,2025-11-04T01:11:35Z,3480000,False,,,0,,P. Siakam lost ball TURNOVER (2 TO),"[1627783, 1629018]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,2.0,Trent Jr.,1629018.0,,,,
349,PT02M52.00S,2025-11-04T01:11:32.5Z,2,REGULAR,steal,,[],1629018,,,1610612749,47,46,2025-11-04T01:11:34Z,3490000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
350,PT02M46.00S,2025-11-04T01:11:37.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,6.652431011826544,50.73529411764706,1610612749,47,48,2025-11-04T01:11:42Z,3500000,False,-4.0,10.0,1,left,G. Antetokounmpo running DUNK (17 PTS) (G. Trent Jr. 2 AST),"[203507, 1629018]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,,,,,,,,,,,17.0,G. Trent Jr.,1629018.0,2.0
352,PT02M45.00S,2025-11-04T01:11:41.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,47,48,2025-11-04T01:11:41Z,3520000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT02M27.00S,2025-11-04T01:13:33.9Z,2,REGULAR,2pt,Jump Shot,[],1627783,91.01511169513797,23.03921568627451,1610612754,47,48,2025-11-04T01:14:20Z,3530000,False,-135.0,32.0,1,right,MISS P. Siakam 13' driving floating bank Shot,[1627783],1610612754.0,IND,driving floating bank,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,13.85,Missed,,,,,,,,,,,,,,,,,,
354,PT02M23.00S,2025-11-04T01:13:37.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,47,48,2025-11-04T01:17:55Z,3540000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,8-16 Left,,,,,353.0,,,,,,,,,,,,,,,
356,PT02M09.00S,2025-11-04T01:14:08.9Z,2,REGULAR,3pt,Jump Shot,[],1627752,7.703679369250986,98.52941176470588,1610612749,47,51,2025-11-04T01:17:51Z,3560000,False,-243.0,20.0,1,left,T. Prince 24' 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[1627752, 203507]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,24.34,Made,,,,,,,,,,,,,,,3.0,G. Antetokounmpo,203507.0,2.0
358,PT01M58.00S,2025-11-04T01:14:20.5Z,2,REGULAR,3pt,Jump Shot,[],1642484,92.32917214191852,0.9803921568627451,1610612754,47,51,2025-11-04T01:14:25Z,3580000,False,-245.0,20.0,1,right,MISS R. Dennis 24' 3PT,[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,Left Corner 3,24+ Left,24.59,Missed,,,,,,,,,,,,,,,,,,
359,PT01M55.00S,2025-11-04T01:14:23.5Z,2,REGULAR,rebound,offensive,[],1630174,,,1610612754,47,51,2025-11-04T01:14:23Z,3590000,False,,,0,,A. Nesmith REBOUND (Off:3 Def:3),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,,,358.0,6.0,3.0,3.0,,,,,,,,,,,,
360,PT01M47.00S,2025-11-04T01:14:33.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627752,,,1610612754,47,51,2025-11-04T01:14:39Z,3600000,False,,,0,,T. Prince shooting personal FOUL (2 PF) (Walker 2 FT),"[1627752, 1641716]",1610612749.0,MIL,shooting,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1627529.0,2.0,0.0,Walker,1641716.0,,,,,,,
362,PT01M47.00S,2025-11-04T01:14:58.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1641716,,,1610612754,47,51,2025-11-04T01:15:30Z,3620000,False,,,0,,MISS J. Walker Free Throw 1 of 2,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
363,PT01M47.00S,2025-11-04T01:14:58.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,47,51,2025-11-04T01:15:30Z,3630000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,362.0,,,,,,,,,,,,,,,
364,PT01M47.00S,2025-11-04T01:14:59.9Z,2,REGULAR,substitution,out,[],1642484,,,1610612754,47,51,2025-11-04T01:15:03Z,3640000,False,,,0,,SUB out: R. Dennis,[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT01M47.00S,2025-11-04T01:14:59.9Z,2,REGULAR,substitution,in,[],1631245,,,1610612754,47,51,2025-11-04T01:15:03Z,3650000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT01M47.00S,2025-11-04T01:15:10.1Z,2,REGULAR,substitution,out,[],1630174,,,1610612754,47,51,2025-11-04T01:15:16Z,3660000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT01M47.00S,2025-11-04T01:15:10.1Z,2,REGULAR,substitution,in,[],1641767,,,1610612754,47,51,2025-11-04T01:15:16Z,3670000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT01M47.00S,2025-11-04T01:14:58.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1641716,,,1610612754,47,51,2025-11-04T01:15:30Z,3680000,False,,,0,,MISS J. Walker Free Throw 2 of 2,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
369,PT01M46.00S,2025-11-04T01:14:59.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,47,51,2025-11-04T01:15:30Z,3690000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,368.0,7.0,6.0,1.0,,,,,,,,,,,,
370,PT01M36.00S,2025-11-04T01:15:38.7Z,2,REGULAR,3pt,Jump Shot,[],1629018,20.45006570302234,4.6568627450980395,1610612749,47,51,2025-11-04T01:15:42Z,3700000,False,227.0,140.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,26.63,Missed,,,,,,,,,,,,,,,,,,
371,PT01M36.00S,2025-11-04T01:15:38.7Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,47,51,2025-11-04T01:15:42Z,3710000,False,,,0,,I. Jackson REBOUND (Off:2 Def:3),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,370.0,5.0,3.0,2.0,,,,,,,,,,,,
372,PT01M27.00S,2025-11-04T01:15:48.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,92.19776609724047,47.05882352941176,1610612754,47,51,2025-11-04T01:15:51Z,3720000,False,-15.0,21.0,1,right,MISS I. Jackson driving Layup,[1630543],1610612754.0,IND,driving,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.55,Missed,,,,,,,,,,,,,,,,,,
373,PT01M25.00S,2025-11-04T01:15:51.0Z,2,REGULAR,rebound,offensive,[],1641716,,,1610612754,47,51,2025-11-04T01:15:51Z,3730000,False,,,0,,J. Walker REBOUND (Off:1 Def:4),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,372.0,5.0,4.0,1.0,,,,,,,,,,,,
374,PT01M25.00S,2025-11-04T01:15:51.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641716,94.40999984741211,50.0,1610612754,49,51,2025-11-04T01:15:51Z,3740000,False,0.0,0.0,1,right,J. Walker tip Layup (6 PTS),[1641716],1610612754.0,IND,tip,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,,,6.0,,,
375,PT01M02.00S,2025-11-04T01:16:12.8Z,2,REGULAR,turnover,lost ball,[],1626167,,,1610612749,49,51,2025-11-04T01:16:16Z,3750000,False,,,0,,M. Turner lost ball TURNOVER (2 TO),"[1626167, 1630543]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2.0,Jackson,1630543.0,,,,
376,PT01M02.00S,2025-11-04T01:16:12.8Z,2,REGULAR,steal,,[],1630543,,,1610612754,49,51,2025-11-04T01:21:04Z,3760000,False,,,0,,I. Jackson STEAL (2 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
377,PT00M59.80S,2025-11-04T01:16:16.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630543,91.5407358738502,48.28431372549019,1610612754,51,51,2025-11-04T01:20:40Z,3770000,False,-9.0,27.0,1,right,I. Jackson running finger roll Layup (12 PTS) (J. Walker 1 AST),"[1630543, 1641716]",1610612754.0,IND,running finger roll,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,,,,,,,,,,,12.0,J. Walker,1641716.0,1.0
379,PT00M59.80S,2025-11-04T01:16:18.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630175,,,1610612754,51,51,2025-11-04T01:16:26Z,3790000,False,,,0,,C. Anthony shooting personal FOUL (1 PF) (Jackson 1 FT),"[1630175, 1630543]",1610612749.0,MIL,shooting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,,203054.0,1.0,0.0,Jackson,1630543.0,,,,,,,
381,PT00M59.80S,2025-11-04T01:16:50.5Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630543,,,1610612754,52,51,2025-11-04T01:16:50Z,3810000,False,,,0,,I. Jackson Free Throw 1 of 1 (13 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,,,,,,,,,,,13.0,,,
382,PT00M47.80S,2025-11-04T01:17:07.6Z,2,REGULAR,foul,personal,[],1631245,,,1610612749,52,51,2025-11-04T01:17:19Z,3820000,False,,,0,,Q. Jackson personal FOUL (3 PF),"[1631245, 1630175]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,203054.0,3.0,0.0,Anthony,1630175.0,,,,,,,
384,PT00M47.80S,2025-11-04T01:17:21.3Z,2,REGULAR,substitution,out,[],1631245,,,1610612749,52,51,2025-11-04T01:17:26Z,3840000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT00M47.80S,2025-11-04T01:17:21.3Z,2,REGULAR,substitution,in,[],1642484,,,1610612749,52,51,2025-11-04T01:17:26Z,3850000,False,,,0,,SUB in: R. Dennis,[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT00M47.80S,2025-11-04T01:17:43.0Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,52,51,2025-11-04T01:17:50Z,3860000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,203054.0,,,,,,,,,,,
387,PT00M47.80S,2025-11-04T01:17:44.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612749,52,51,2025-11-04T01:17:53Z,3870000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,203054.0,,,,,,,,,,,
388,PT00M44.50S,2025-11-04T01:17:57.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,7.966491458607096,62.5,1610612749,52,51,2025-11-04T01:18:38Z,3880000,False,-62.0,22.0,1,left,MISS G. Trent Jr. 6' turnaround Shot,[1629018],1610612749.0,MIL,turnaround,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.64,Missed,,,,,,,,,,,,,,,,,,
389,PT00M43.10S,2025-11-04T01:17:58.5Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,52,51,2025-11-04T01:18:36Z,3890000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,388.0,8.0,6.0,2.0,,,,,,,,,,,,
390,PT00M43.10S,2025-11-04T01:18:00.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,5.590000152587891,50.0,1610612749,52,53,2025-11-04T01:18:00Z,3900000,False,0.0,0.0,1,left,G. Antetokounmpo tip Layup (19 PTS),[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,,,19.0,,,
391,PT00M41.70S,2025-11-04T01:18:08.0Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629018,,,1610612754,52,53,2025-11-04T01:18:19Z,3910000,False,,,0,,G. Trent Jr. technical FOUL (1 Tech),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,1627529.0,2.0,1.0,,,,,,,,,
393,PT00M41.70S,2025-11-04T01:18:30.9Z,2,REGULAR,freethrow,1 of 1,[],1642484,,,1610612754,53,53,2025-11-04T01:18:30Z,3920000,False,,,0,,R. Dennis technical Free Throw 1 of 1 (3 PTS),[1642484],1610612754.0,IND,technical,,,Dennis,R. Dennis,,,,,,,,Made,,,,,,,,,,,,,,,3.0,,,
394,PT00M41.70S,2025-11-04T01:18:51.9Z,2,REGULAR,substitution,out,[],1641767,,,1610612754,53,53,2025-11-04T01:18:56Z,3930000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT00M41.70S,2025-11-04T01:18:51.9Z,2,REGULAR,substitution,in,[],1630174,,,1610612754,53,53,2025-11-04T01:18:56Z,3940000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT00M35.30S,2025-11-04T01:19:02.1Z,2,REGULAR,3pt,Jump Shot,[],1630174,67.49342969776609,28.676470588235293,1610612754,53,53,2025-11-04T01:19:16Z,3950000,False,-107.0,253.0,1,right,MISS A. Nesmith 27' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,27.46,Missed,,,,,,,,,,,,,,,,,,
397,PT00M32.00S,2025-11-04T01:19:05.4Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612754,53,53,2025-11-04T01:19:05Z,3960000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,396.0,2.0,1.0,1.0,,,,,,,,,,,,
398,PT00M23.90S,2025-11-04T01:19:13.4Z,2,REGULAR,turnover,bad pass,[],1642484,,,1610612754,53,53,2025-11-04T01:19:18Z,3970000,False,,,0,,R. Dennis bad pass TURNOVER (1 TO),"[1642484, 1627752]",1610612754.0,IND,,,,Dennis,R. Dennis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,Prince,1627752.0,,,,
399,PT00M23.90S,2025-11-04T01:19:13.4Z,2,REGULAR,steal,,[],1627752,,,1610612749,53,53,2025-11-04T01:19:14Z,3980000,False,,,0,,T. Prince STEAL (1 STL),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
400,PT00M06.20S,2025-11-04T01:19:31.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630175,31.882391590013142,60.5392156862745,1610612749,53,56,2025-11-04T01:19:34Z,3990000,False,-53.0,247.0,1,left,C. Anthony 25' 3PT  (5 PTS) (G. Antetokounmpo 3 AST),"[1630175, 203507]",1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,25.28,Made,,,,,,,,,,,,,,,5.0,G. Antetokounmpo,203507.0,3.0
402,PT00M00.00S,2025-11-04T01:19:41.4Z,2,REGULAR,2pt,Jump Shot,[],1630543,83.26215505913272,31.372549019607842,1610612754,53,56,2025-11-04T01:23:55Z,4010000,False,-93.0,105.0,1,right,MISS I. Jackson 14' pullup Shot,[1630543],1610612754.0,IND,pullup,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Left,14.02,Missed,,,,,,,,,,,,,,,,,,
403,PT00M00.00S,2025-11-04T01:19:41.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,53,56,2025-11-04T01:23:55Z,4020000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Left,,,,,402.0,,,,,,,,,,,,,,,
404,PT00M00.00S,2025-11-04T01:19:43.6Z,2,REGULAR,period,end,[],0,,,1610612754,53,56,2025-11-04T01:19:43Z,4030000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT12M00.00S,2025-11-04T01:33:47.0Z,3,REGULAR,substitution,out,['startperiod'],1642484,,,1610612754,53,56,2025-11-04T01:34:55Z,4040000,False,,,0,,SUB out: R. Dennis,[1642484],1610612754.0,IND,,,,Dennis,R. Dennis,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT12M00.00S,2025-11-04T01:33:47.0Z,3,REGULAR,substitution,out,['startperiod'],1627752,,,1610612754,53,56,2025-11-04T01:34:55Z,4050000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT12M00.00S,2025-11-04T01:33:47.0Z,3,REGULAR,substitution,out,['startperiod'],1630175,,,1610612754,53,56,2025-11-04T01:34:55Z,4060000,False,,,0,,SUB out: C. Anthony,[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT12M00.00S,2025-11-04T01:33:47.0Z,3,REGULAR,substitution,in,['startperiod'],1631245,,,1610612754,53,56,2025-11-04T01:34:55Z,4070000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT12M00.00S,2025-11-04T01:33:47.0Z,3,REGULAR,substitution,in,['startperiod'],1631157,,,1610612754,53,56,2025-11-04T01:34:55Z,4080000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT12M00.00S,2025-11-04T01:33:47.0Z,3,REGULAR,substitution,in,['startperiod'],1631260,,,1610612754,53,56,2025-11-04T01:34:55Z,4090000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT12M00.00S,2025-11-04T01:34:57.0Z,3,REGULAR,period,start,[],0,,,1610612749,53,56,2025-11-04T01:34:57Z,4100000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT11M39.00S,2025-11-04T01:35:17.6Z,3,REGULAR,3pt,Jump Shot,[],1626167,64.07687253613666,54.90196078431373,1610612749,53,56,2025-11-04T01:35:22Z,4110000,False,25.0,285.0,1,right,MISS M. Turner 28' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,28.63,Missed,,,,,,,,,,,,,,,,,,
413,PT11M36.00S,2025-11-04T01:35:20.6Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,53,56,2025-11-04T01:35:22Z,4120000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,412.0,3.0,2.0,1.0,,,,,,,,,,,,
414,PT11M31.00S,2025-11-04T01:35:26.3Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627783,15.850854139290407,40.19607843137255,1610612754,53,56,2025-11-04T01:36:09Z,4130000,False,49.0,96.0,1,left,MISS P. Siakam 10' driving floating Shot,[1627783],1610612754.0,IND,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,10.82,Missed,,,,,,,,,,,,,,,,,,
415,PT11M28.00S,2025-11-04T01:35:29.3Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612749,53,56,2025-11-04T01:35:30Z,4140000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,414.0,3.0,3.0,0.0,,,,,,,,,,,,
416,PT11M16.00S,2025-11-04T01:35:40.6Z,3,REGULAR,3pt,Jump Shot,[],1631260,71.04139290407359,82.59803921568627,1610612749,53,56,2025-11-04T01:35:45Z,4150000,False,163.0,220.0,1,right,MISS A. Green 27' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,27.36,Missed,,,,,,,,,,,,,,,,,,
417,PT11M13.00S,2025-11-04T01:35:43.6Z,3,REGULAR,rebound,defensive,[],1641716,,,1610612754,53,56,2025-11-04T01:35:45Z,4160000,False,,,0,,J. Walker REBOUND (Off:1 Def:5),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,416.0,6.0,5.0,1.0,,,,,,,,,,,,
