actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
504,PT02M41.00S,2025-11-01T00:49:58.8Z,3,REGULAR,3pt,Jump Shot,[],1641767,27.414586070959263,9.558823529411764,1610612754,68,88,2025-11-01T00:50:03Z,4940000,False,202.0,205.0,1,left,MISS B. Sheppard 28' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,28.81,Missed,,,,,,,,,,,,,,,,,,
505,PT02M37.00S,2025-11-01T00:50:02.8Z,3,REGULAR,rebound,defensive,[],1631243,,,1610612737,68,88,2025-11-01T00:50:03Z,4950000,False,,,0,,M. Gueye REBOUND (Off:0 Def:5),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Right Center,,,,,,504.0,5.0,5.0,0.0,,,,,,,,,,,
506,PT02M30.00S,2025-11-01T00:50:11.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,85.62746386333771,49.01960784313725,1610612737,68,88,2025-11-01T00:54:07Z,4960000,False,-5.0,83.0,1,right,MISS D. Daniels 8' floating Shot,[1630700],1610612737.0,ATL,floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,8.27,Missed,,,,,,,,,,,,,,,,,,
507,PT02M28.00S,2025-11-01T00:50:12.5Z,3,REGULAR,rebound,offensive,[],1630700,,,1610612737,68,88,2025-11-01T00:50:12Z,4970000,False,,,0,,D. Daniels REBOUND (Off:1 Def:6),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,506.0,7.0,6.0,1.0,,,,,,,,,,,
508,PT02M18.00S,2025-11-01T00:50:21.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630811,93.9060446780552,49.01960784313725,1610612737,68,90,2025-11-01T00:54:41Z,4980000,False,-5.0,5.0,1,right,K. Wallace driving finger roll Layup (8 PTS),[1630811],1610612737.0,ATL,driving finger roll,,,Wallace,K. Wallace,,,,,Restricted Area,0-8 Center,0.69,Made,8.0,,,,,,,,,,,,,,,,,
509,PT02M04.00S,2025-11-01T00:50:36.8Z,3,REGULAR,3pt,Jump Shot,[],1631245,29.77989487516426,80.63725490196079,1610612754,71,90,2025-11-01T00:50:41Z,4990000,False,-153.0,227.0,1,left,Q. Jackson 27' 3PT  (11 PTS) (J. Huff 1 AST),"[1631245, 1630643]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Left Center,27.42,Made,11.0,,,,,,,,,,J. Huff,1630643.0,1.0,,,,,
511,PT01M43.00S,2025-11-01T00:51:04.6Z,3,REGULAR,foul,offensive,[],1630168,,,1610612737,71,90,2025-11-01T00:51:10Z,5010000,False,,,0,,O. Okongwu offensive FOUL (4 PF),"[1630168, 1631245]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1151.0,4.0,0.0,Jackson,1631245.0
513,PT01M43.00S,2025-11-01T00:51:04.6Z,3,REGULAR,turnover,offensive foul,[],1630168,,,1610612737,71,90,2025-11-01T00:51:04Z,5030000,False,,,0,,O. Okongwu offensive foul TURNOVER (1 TO),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,1.0,,,,,,1151.0,,,,
515,PT01M43.00S,2025-11-01T00:51:10.7Z,3,REGULAR,substitution,in,[],1630174,,,1610612754,71,90,2025-11-01T00:51:15Z,5050000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT01M43.00S,2025-11-01T00:51:10.7Z,3,REGULAR,substitution,out,[],1627783,,,1610612754,71,90,2025-11-01T00:51:22Z,5060000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT01M32.00S,2025-11-01T00:51:32.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630700,,,1610612754,71,90,2025-11-01T00:51:43Z,5070000,False,,,0,,D. Daniels personal FOUL (2 PF) (Jackson 2 FT),"[1630700, 1631245]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Jackson,1631245.0
519,PT01M32.00S,2025-11-01T00:52:00.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1631245,,,1610612754,72,90,2025-11-01T00:52:00Z,5090000,False,,,0,,Q. Jackson Free Throw 1 of 2 (12 PTS),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
520,PT01M32.00S,2025-11-01T00:52:01.7Z,3,REGULAR,substitution,out,[],1630168,,,1610612754,72,90,2025-11-01T00:52:12Z,5100000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT01M32.00S,2025-11-01T00:52:01.7Z,3,REGULAR,substitution,in,[],1642258,,,1610612754,72,90,2025-11-01T00:52:12Z,5110000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT01M32.00S,2025-11-01T00:52:23.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1631245,,,1610612754,73,90,2025-11-01T00:52:23Z,5120000,False,,,0,,Q. Jackson Free Throw 2 of 2 (13 PTS),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
523,PT01M18.00S,2025-11-01T00:52:39.8Z,3,REGULAR,3pt,Jump Shot,[],1631243,71.69842312746385,12.009803921568627,1610612737,73,90,2025-11-01T00:52:46Z,5130000,False,-190.0,214.0,1,right,MISS M. Gueye 28' 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Left Center,28.58,Missed,,,,,,,,,,,,,,,,,,
524,PT01M15.00S,2025-11-01T00:52:42.8Z,3,REGULAR,rebound,offensive,[],1642258,,,1610612737,73,90,2025-11-01T00:52:46Z,5140000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,,,,523.0,1.0,0.0,1.0,,,,,,,,,,,
525,PT01M12.00S,2025-11-01T00:52:44.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642258,85.49605781865965,51.225490196078425,1610612737,73,92,2025-11-01T00:52:49Z,5150000,False,6.0,84.0,1,right,Z. Risacher 8' fadeaway Jump Shot (7 PTS),[1642258],1610612737.0,ATL,fadeaway,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Center,8.4,Made,7.0,,,,,,,,,,,,,,,,,
526,PT01M01.00S,2025-11-01T00:52:56.2Z,3,REGULAR,3pt,Jump Shot,[],1641716,33.327858081471746,19.362745098039216,1610612754,76,92,2025-11-01T00:52:59Z,5160000,False,153.0,261.0,1,left,J. Walker 30' 3PT  (17 PTS) (J. Huff 2 AST),"[1641716, 1630643]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,30.25,Made,17.0,,,,,,,,,,J. Huff,1630643.0,2.0,,,,,
528,PT00M51.00S,2025-11-01T00:53:08.4Z,3,REGULAR,3pt,Jump Shot,[],1642258,70.51576872536137,12.745098039215685,1610612737,76,95,2025-11-01T00:53:12Z,5180000,False,-186.0,225.0,1,right,Z. Risacher 29' 3PT  (10 PTS) (L. Kennard 2 AST),"[1642258, 1628379]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,29.19,Made,10.0,,,,,,,,,,L. Kennard,1628379.0,2.0,,,,,
530,PT00M36.50S,2025-11-01T00:53:24.7Z,3,REGULAR,3pt,Jump Shot,[],1631245,32.670827858081466,65.44117647058823,1610612754,76,95,2025-11-01T00:53:29Z,5200000,False,-77.0,255.0,1,left,MISS Q. Jackson 26' step back 3PT,[1631245],1610612754.0,IND,step back,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
531,PT00M33.40S,2025-11-01T00:53:27.8Z,3,REGULAR,rebound,defensive,[],1631243,,,1610612737,76,95,2025-11-01T00:53:29Z,5210000,False,,,0,,M. Gueye REBOUND (Off:0 Def:6),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Center,,,,,,530.0,6.0,6.0,0.0,,,,,,,,,,,
532,PT00M19.20S,2025-11-01T00:53:42.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631243,95.22010512483574,51.71568627450981,1610612737,76,97,2025-11-01T00:53:45Z,5220000,False,9.0,-8.0,1,right,M. Gueye DUNK (6 PTS) (D. Daniels 5 AST),"[1631243, 1630700]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,1.15,Made,6.0,,,,,,,,,,D. Daniels,1630700.0,5.0,,,,,
534,PT00M01.00S,2025-11-01T00:54:05.7Z,3,REGULAR,3pt,Jump Shot,[],1641716,32.276609724047304,63.970588235294116,1610612754,76,97,2025-11-01T00:57:47Z,5240000,False,-70.0,251.0,1,left,MISS J. Walker 26' step back 3PT,[1641716],1610612754.0,IND,step back,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
535,PT00M01.00S,2025-11-01T00:54:05.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,76,97,2025-11-01T00:54:10Z,5250000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,,534.0,,,,,,,,,,,,,,
536,PT00M00.00S,2025-11-01T00:54:08.7Z,3,REGULAR,period,end,[],0,,,1610612754,76,97,2025-11-01T00:54:08Z,5260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2025-11-01T00:56:14.1Z,4,REGULAR,substitution,out,['startperiod'],1630174,,,1610612754,76,97,2025-11-01T00:56:56Z,5270000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT12M00.00S,2025-11-01T00:56:14.1Z,4,REGULAR,substitution,out,['startperiod'],1630643,,,1610612754,76,97,2025-11-01T00:56:56Z,5280000,False,,,0,,SUB out: J. Huff,[1630643],1610612754.0,IND,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2025-11-01T00:56:14.1Z,4,REGULAR,substitution,out,['startperiod'],1628379,,,1610612754,76,97,2025-11-01T00:56:56Z,5290000,False,,,0,,SUB out: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT12M00.00S,2025-11-01T00:56:14.1Z,4,REGULAR,substitution,in,['startperiod'],1630644,,,1610612754,76,97,2025-11-01T00:56:56Z,5300000,False,,,0,,SUB in: M. McClung,[1630644],1610612754.0,IND,,,,McClung,M. McClung,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2025-11-01T00:56:14.1Z,4,REGULAR,substitution,in,['startperiod'],1630543,,,1610612754,76,97,2025-11-01T00:56:56Z,5310000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2025-11-01T00:56:14.1Z,4,REGULAR,substitution,in,['startperiod'],204001,,,1610612754,76,97,2025-11-01T00:56:56Z,5320000,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT12M00.00S,2025-11-01T00:56:57.0Z,4,REGULAR,period,start,[],0,,,1610612737,76,97,2025-11-01T00:56:57Z,5330000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT11M46.00S,2025-11-01T00:57:10.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,92.59198423127464,52.69607843137255,1610612737,76,97,2025-11-01T00:58:30Z,5340000,False,13.0,17.0,1,right,MISS K. Porziņģis pullup Shot,[204001],1610612737.0,ATL,pullup,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,2.18,Missed,,,,,,,,,,,,,,,,,,
545,PT11M43.00S,2025-11-01T00:57:13.8Z,4,REGULAR,rebound,defensive,[],1630644,,,1610612754,76,97,2025-11-01T00:57:14Z,5350000,False,,,0,,M. McClung REBOUND (Off:0 Def:1),[1630644],1610612754.0,IND,,,,McClung,M. McClung,,,,,Restricted Area,0-8 Center,,,,,,544.0,1.0,1.0,0.0,,,,,,,,,,,
546,PT11M29.00S,2025-11-01T00:57:27.5Z,4,REGULAR,turnover,lost ball,[],1631245,,,1610612754,76,97,2025-11-01T00:57:30Z,5360000,False,,,0,,Q. Jackson lost ball TURNOVER (3 TO),"[1631245, 1642258]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,3.0,Risacher,1642258.0,,,,,,,,
547,PT11M29.00S,2025-11-01T00:57:27.5Z,4,REGULAR,steal,,[],1642258,,,1610612737,76,97,2025-11-01T00:57:29Z,5370000,False,,,0,,Z. Risacher STEAL (1 STL),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
548,PT11M26.00S,2025-11-01T00:57:31.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1642258,66.5735873850197,16.176470588235293,1610612737,76,100,2025-11-01T00:57:36Z,5380000,False,-169.0,262.0,1,right,Z. Risacher 31' 3PT running pullup (13 PTS),[1642258],1610612737.0,ATL,running pullup,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,31.16,Made,13.0,,,,,,,,,,,,,,,,,
549,PT10M59.00S,2025-11-01T00:57:56.4Z,4,REGULAR,3pt,Jump Shot,[],1631245,1.133377135348226,98.77450980392157,1610612754,76,100,2025-11-01T00:58:01Z,5390000,False,-244.0,-42.0,1,left,MISS Q. Jackson 24' 3PT,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Left Corner 3,24+ Left,24.75,Missed,,,,,,,,,,,,,,,,,,
550,PT10M58.00S,2025-11-01T00:57:57.4Z,4,REGULAR,rebound,offensive,[],1641767,,,1610612754,76,100,2025-11-01T00:58:01Z,5400000,False,,,0,,B. Sheppard REBOUND (Off:2 Def:5),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,,,,,,549.0,7.0,5.0,2.0,,,,,,,,,,,
551,PT10M55.00S,2025-11-01T00:58:01.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630543,7.046649145860711,52.450980392156865,1610612754,78,100,2025-11-01T00:58:06Z,5410000,False,-12.0,14.0,1,left,I. Jackson cutting DUNK (5 PTS) (Q. Jackson 4 AST),"[1630543, 1631245]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.84,Made,5.0,,,,,,,,,,Q. Jackson,1631245.0,4.0,,,,,
553,PT10M43.00S,2025-11-01T00:58:14.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,94.1688567674113,54.90196078431373,1610612737,78,102,2025-11-01T00:58:17Z,5430000,False,25.0,2.0,1,right,D. Daniels driving finger roll Layup (12 PTS),[1630700],1610612737.0,ATL,driving finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.46,Made,12.0,,,,,,,,,,,,,,,,,
554,PT10M26.00S,2025-11-01T00:58:31.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641767,7.835085413929041,53.431372549019606,1610612754,80,102,2025-11-01T00:58:40Z,5440000,False,-17.0,21.0,1,left,B. Sheppard driving reverse Layup (4 PTS) (I. Jackson 1 AST),"[1641767, 1630543]",1610612754.0,IND,driving reverse,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,2.72,Made,4.0,,,,,,,,,,I. Jackson,1630543.0,1.0,,,,,
556,PT10M11.00S,2025-11-01T00:58:45.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,91.40932982917214,54.41176470588235,1610612737,80,102,2025-11-01T00:58:48Z,5460000,False,22.0,28.0,1,right,MISS D. Daniels driving Layup,[1630700],1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,,,,,,,,,,,,
557,PT10M09.00S,2025-11-01T00:58:47.4Z,4,REGULAR,rebound,defensive,[],1641716,,,1610612754,80,102,2025-11-01T00:58:48Z,5470000,False,,,0,,J. Walker REBOUND (Off:1 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,556.0,3.0,2.0,1.0,,,,,,,,,,,
558,PT10M06.00S,2025-11-01T00:58:53.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630644,5.075558475689881,50.0,1610612754,82,102,2025-11-01T00:59:07Z,5480000,False,0.0,-5.0,1,left,M. McClung running Layup (7 PTS) (J. Walker 3 AST),"[1630644, 1641716]",1610612754.0,IND,running,,,McClung,M. McClung,,,,,Restricted Area,0-8 Center,0.48,Made,7.0,,,,,,,,,,J. Walker,1641716.0,3.0,,,,,
560,PT10M06.00S,2025-11-01T00:58:55.1Z,4,REGULAR,foul,personal,['1freethrow'],1630811,,,1610612754,82,102,2025-11-01T00:59:00Z,5500000,False,,,0,,K. Wallace shooting personal FOUL (2 PF) (McClung 1 FT),"[1630811, 1630644]",1610612737.0,ATL,shooting,,,Wallace,K. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,2.0,0.0,McClung,1630644.0
562,PT10M06.00S,2025-11-01T00:59:09.3Z,4,REGULAR,substitution,out,[],1631243,,,1610612754,82,102,2025-11-01T00:59:14Z,5520000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT10M06.00S,2025-11-01T00:59:09.3Z,4,REGULAR,substitution,in,[],1630552,,,1610612754,82,102,2025-11-01T00:59:14Z,5530000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT10M06.00S,2025-11-01T00:59:31.8Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1630644,,,1610612754,83,102,2025-11-01T00:59:31Z,5540000,False,,,0,,M. McClung Free Throw 1 of 1 (8 PTS),[1630644],1610612754.0,IND,,,,McClung,M. McClung,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
565,PT09M50.00S,2025-11-01T00:59:48.5Z,4,REGULAR,3pt,Jump Shot,[],1642258,64.20827858081472,39.21568627450981,1610612737,83,102,2025-11-01T00:59:53Z,5550000,False,-54.0,284.0,1,right,MISS Z. Risacher 28' step back 3PT,[1642258],1610612737.0,ATL,step back,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,28.9,Missed,,,,,,,,,,,,,,,,,,
566,PT09M47.00S,2025-11-01T00:59:51.5Z,4,REGULAR,rebound,defensive,[],1631245,,,1610612754,83,102,2025-11-01T00:59:53Z,5560000,False,,,0,,Q. Jackson REBOUND (Off:1 Def:3),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Center,,,,,,565.0,4.0,3.0,1.0,,,,,,,,,,,
567,PT09M41.00S,2025-11-01T00:59:58.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631245,4.02431011826544,49.26470588235294,1610612754,85,102,2025-11-01T01:00:03Z,5570000,False,4.0,-15.0,1,left,Q. Jackson running finger roll Layup (15 PTS),[1631245],1610612754.0,IND,running finger roll,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),0-8 Center,1.52,Made,15.0,,,,,,,,,,,,,,,,,
568,PT09M33.00S,2025-11-01T01:00:08.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,85,102,2025-11-01T01:00:08Z,5580000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT09M33.00S,2025-11-01T01:02:37.4Z,4,REGULAR,substitution,out,[],1630811,,,1610612737,85,102,2025-11-01T01:02:56Z,5590000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT09M33.00S,2025-11-01T01:02:37.4Z,4,REGULAR,substitution,in,[],1629638,,,1610612737,85,102,2025-11-01T01:02:56Z,5600000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT09M19.00S,2025-11-01T01:03:31.8Z,4,REGULAR,turnover,lost ball,[],204001,,,1610612737,85,102,2025-11-01T01:03:34Z,5610000,False,,,0,,K. Porziņģis lost ball TURNOVER (3 TO),"[204001, 1630644]",1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,3.0,McClung,1630644.0,,,,,,,,
572,PT09M19.00S,2025-11-01T01:03:31.8Z,4,REGULAR,steal,,[],1630644,,,1610612754,85,102,2025-11-01T01:03:33Z,5620000,False,,,0,,M. McClung STEAL (2 STL),[1630644],1610612754.0,IND,,,,McClung,M. McClung,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
573,PT09M08.00S,2025-11-01T01:03:43.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630644,27.677398160315374,81.61764705882352,1610612754,85,102,2025-11-01T01:03:48Z,5630000,False,-158.0,208.0,1,left,MISS M. McClung 26' 3PT,[1630644],1610612754.0,IND,,,,McClung,M. McClung,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
574,PT09M05.00S,2025-11-01T01:03:46.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,85,102,2025-11-01T01:03:48Z,5640000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,573.0,,,,,,,,,,,,,,
575,PT09M05.00S,2025-11-01T01:03:47.8Z,4,REGULAR,foul,personal,[],1642258,,,1610612754,85,102,2025-11-01T01:03:57Z,5650000,False,,,0,,Z. Risacher loose ball personal FOUL (4 PF),"[1642258, 1630543]",1610612737.0,ATL,loose ball,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,204059.0,4.0,0.0,Jackson,1630543.0
577,PT09M05.00S,2025-11-01T01:03:53.2Z,4,REGULAR,substitution,out,[],204001,,,1610612754,85,102,2025-11-01T01:03:56Z,5670000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT09M05.00S,2025-11-01T01:03:53.2Z,4,REGULAR,substitution,in,[],1630168,,,1610612754,85,102,2025-11-01T01:03:56Z,5680000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT08M50.00S,2025-11-01T01:04:23.8Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630543,13.091327201051248,47.549019607843135,1610612754,87,102,2025-11-01T01:04:26Z,5690000,False,12.0,71.0,1,left,I. Jackson 7' Hook (7 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,7.17,Made,7.0,,,,,,,,,,,,,,,,,
580,PT08M37.00S,2025-11-01T01:04:37.4Z,4,REGULAR,3pt,Jump Shot,[],1642258,91.40932982917214,2.2058823529411766,1610612737,87,102,2025-11-01T01:04:42Z,5700000,False,-239.0,28.0,1,right,MISS Z. Risacher 24' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Left Corner 3,24+ Left,24.07,Missed,,,,,,,,,,,,,,,,,,
581,PT08M32.00S,2025-11-01T01:04:42.4Z,4,REGULAR,rebound,offensive,[],1630700,,,1610612737,87,102,2025-11-01T01:04:42Z,5710000,False,,,0,,D. Daniels REBOUND (Off:2 Def:6),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,,,,580.0,8.0,6.0,2.0,,,,,,,,,,,
582,PT08M32.00S,2025-11-01T01:04:42.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,94.40999984741211,50.0,1610612737,87,104,2025-11-01T01:04:42Z,5720000,False,0.0,0.0,1,right,D. Daniels tip Layup (14 PTS),[1630700],1610612737.0,ATL,tip,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,0.0,Made,14.0,,,,,,,,,,,,,,,,,
583,PT08M20.00S,2025-11-01T01:04:54.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,12.828515111695138,56.127450980392155,1610612754,87,104,2025-11-01T01:05:00Z,5730000,False,-31.0,68.0,1,left,MISS J. Walker 7' floating Shot,[1641716],1610612754.0,IND,floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,,,,,
584,PT08M17.00S,2025-11-01T01:04:57.6Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,87,104,2025-11-01T01:05:00Z,5740000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:5),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,583.0,6.0,5.0,1.0,,,,,,,,,,,
