actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
593,PT12M00.00S,2025-10-23T01:39:11.6Z,4,REGULAR,substitution,in,['startperiod'],1630572,,,1610612737,87,110,2025-10-23T01:39:44Z,5900000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT12M00.00S,2025-10-23T01:39:11.6Z,4,REGULAR,substitution,in,['startperiod'],1642347,,,1610612737,87,110,2025-10-23T01:39:44Z,5910000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT12M00.00S,2025-10-23T01:39:51.8Z,4,REGULAR,period,start,[],0,,,1610612737,87,110,2025-10-23T01:39:51Z,5920000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT11M45.00S,2025-10-23T01:40:05.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,86.94152431011827,51.470588235294116,1610612737,87,110,2025-10-23T01:40:11Z,5930000,False,7.0,70.0,1,right,MISS O. Okongwu 7' cutting Layup,[1630168],1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,,
597,PT11M42.00S,2025-10-23T01:40:08.7Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612761,87,110,2025-10-23T01:40:11Z,5940000,False,,,0,,R. Barrett REBOUND (Off:1 Def:6),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,596.0,7.0,6.0,1.0,,,,,,,,,,,,,,
598,PT11M31.00S,2025-10-23T01:40:20.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,10.988830486202366,54.41176470588235,1610612761,87,112,2025-10-23T01:40:24Z,5950000,False,-22.0,51.0,1,left,R. Barrett driving floating Jump Shot (23 PTS) (S. Barnes 5 AST),"[1629628, 1630567]",1610612761.0,TOR,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,5.54,Made,,,,,,,,,,,23.0,S. Barnes,1630567.0,5.0,,,,
600,PT11M19.00S,2025-10-23T01:40:31.5Z,4,REGULAR,3pt,Jump Shot,[],1629638,74.32654402102497,16.666666666666664,1610612737,87,112,2025-10-23T01:40:37Z,5970000,False,-167.0,189.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
601,PT11M16.00S,2025-10-23T01:40:34.3Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,87,112,2025-10-23T01:40:34Z,5980000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,600.0,5.0,3.0,2.0,,,,,,,,,,,,,,
602,PT11M12.00S,2025-10-23T01:40:38.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,87.72996057818659,3.6764705882352944,1610612737,87,112,2025-10-23T01:41:23Z,5990000,False,-232.0,63.0,1,right,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,24.0,Missed,,,,,,,,,,,,,,,,,,
603,PT11M09.00S,2025-10-23T01:40:41.6Z,4,REGULAR,rebound,defensive,[],1642347,,,1610612761,87,112,2025-10-23T01:40:42Z,6000000,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Left Corner 3,24+ Left,,,602.0,1.0,1.0,0.0,,,,,,,,,,,,,,
604,PT11M05.00S,2025-10-23T01:40:45.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630534,5.995400788436268,2.696078431372549,1610612761,87,112,2025-10-23T01:42:13Z,6010000,False,237.0,4.0,1,left,MISS O. Agbaji running 3PT,[1630534],1610612761.0,TOR,running,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,,,,,,,,,,,,,
605,PT11M05.00S,2025-10-23T01:40:45.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,87,112,2025-10-23T01:40:57Z,6020000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Right Corner 3,24+ Right,,,604.0,,,,,,,,,,,,,,,,,
606,PT11M05.00S,2025-10-23T01:40:51.9Z,4,REGULAR,foul,personal,[],1629638,,,1610612761,87,112,2025-10-23T01:40:56Z,6030000,False,,,0,,N. Alexander-Walker loose ball personal FOUL (2 PF),"[1629638, 1630572]",1610612737.0,ATL,loose ball,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,,2.0,0.0,Mamukelashvili,1630572.0,,,,,,,,
608,PT11M02.00S,2025-10-23T01:41:09.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642347,6.783837056504599,50.0,1610612761,87,114,2025-10-23T01:41:15Z,6050000,False,0.0,11.0,1,left,J. Shead cutting Layup (10 PTS) (S. Barnes 6 AST),"[1642347, 1630567]",1610612761.0,TOR,cutting,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,,,,,10.0,S. Barnes,1630567.0,6.0,,,,
610,PT10M49.00S,2025-10-23T01:41:23.7Z,4,REGULAR,2pt,Jump Shot,[],1629638,80.1084099868594,25.245098039215684,1610612737,87,114,2025-10-23T01:41:27Z,6070000,False,-124.0,134.0,1,right,MISS N. Alexander-Walker 18' pullup Shot,[1629638],1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left Center,18.28,Missed,,,,,,,,,,,,,,,,,,
611,PT10M47.00S,2025-10-23T01:41:25.7Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,87,114,2025-10-23T01:41:27Z,6080000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,610.0,2.0,2.0,0.0,,,,,,,,,,,,,,
612,PT10M43.00S,2025-10-23T01:41:29.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630534,8.09789750328515,47.05882352941176,1610612761,87,116,2025-10-23T01:41:40Z,6090000,False,15.0,24.0,1,left,O. Agbaji running reverse Layup (4 PTS) (S. Barnes 7 AST),"[1630534, 1630567]",1610612761.0,TOR,running reverse,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,2.78,Made,,,,,,,,,,,4.0,S. Barnes,1630567.0,7.0,,,,
614,PT10M32.00S,2025-10-23T01:41:42.9Z,4,REGULAR,foul,personal,[],1630567,,,1610612737,87,116,2025-10-23T01:42:07Z,6110000,False,,,0,,S. Barnes personal FOUL (4 PF),"[1630567, 1630168]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,4.0,0.0,Okongwu,1630168.0,,,,,,,,
616,PT10M32.00S,2025-10-23T01:42:07.5Z,4,REGULAR,substitution,out,[],1629638,,,1610612737,87,116,2025-10-23T01:42:16Z,6130000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT10M32.00S,2025-10-23T01:42:07.5Z,4,REGULAR,substitution,in,[],1630700,,,1610612737,87,116,2025-10-23T01:42:16Z,6140000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT10M27.00S,2025-10-23T01:42:18.5Z,4,REGULAR,foul,personal,['2freethrow'],1630572,,,1610612737,87,116,2025-10-23T01:42:43Z,6150000,False,,,0,,S. Mamukelashvili shooting personal FOUL (4 PF) (Young 2 FT),"[1630572, 1629027]",1610612761.0,TOR,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1627541.0,,4.0,0.0,Young,1629027.0,,,,,,,,
620,PT10M27.00S,2025-10-23T01:42:44.5Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,88,116,2025-10-23T01:42:44Z,6170000,False,,,0,,T. Young Free Throw 1 of 2 (15 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
621,PT10M27.00S,2025-10-23T01:43:04.9Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,89,116,2025-10-23T01:43:04Z,6180000,False,,,0,,T. Young Free Throw 2 of 2 (16 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,16.0,,,,,,,
622,PT10M11.00S,2025-10-23T01:43:22.3Z,4,REGULAR,3pt,Jump Shot,[],1629628,25.443495400788436,84.31372549019608,1610612761,89,116,2025-10-23T01:43:27Z,6190000,False,-172.0,187.0,1,left,MISS R. Barrett 25' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
623,PT10M08.00S,2025-10-23T01:43:25.3Z,4,REGULAR,rebound,offensive,[],1642347,,,1610612761,89,116,2025-10-23T01:43:27Z,6200000,False,,,0,,J. Shead REBOUND (Off:1 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,,,622.0,2.0,1.0,1.0,,,,,,,,,,,,,,
624,PT10M01.00S,2025-10-23T01:43:32.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629628,6.521024967148489,47.30392156862745,1610612761,89,118,2025-10-23T01:43:38Z,6210000,False,13.0,9.0,1,left,R. Barrett cutting Layup (25 PTS) (S. Mamukelashvili 2 AST),"[1629628, 1630572]",1610612761.0,TOR,cutting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,,,,,,25.0,S. Mamukelashvili,1630572.0,2.0,,,,
626,PT09M50.00S,2025-10-23T01:43:43.5Z,4,REGULAR,3pt,Jump Shot,[],1629027,69.07030223390277,27.941176470588236,1610612737,89,118,2025-10-23T01:43:54Z,6230000,False,-110.0,238.0,1,right,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,
627,PT09M47.00S,2025-10-23T01:43:46.5Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,89,118,2025-10-23T01:43:54Z,6240000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,626.0,3.0,3.0,0.0,,,,,,,,,,,,,,
628,PT09M45.00S,2025-10-23T01:43:49.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630572,8.360709592641262,46.81372549019608,1610612761,89,118,2025-10-23T01:44:05Z,6250000,False,16.0,26.0,1,left,MISS S. Mamukelashvili running Layup,[1630572],1610612761.0,TOR,running,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
629,PT09M45.00S,2025-10-23T01:43:49.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,89,118,2025-10-23T01:43:59Z,6260000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,628.0,,,,,,,,,,,,,,,,,
630,PT09M44.00S,2025-10-23T01:43:55.3Z,4,REGULAR,turnover,traveling,[],1630572,,,1610612761,89,118,2025-10-23T01:44:09Z,6270000,False,,,0,,S. Mamukelashvili traveling TURNOVER (2 TO),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,1627541.0,2.0,,,,,,,,,,,,
631,PT09M30.00S,2025-10-23T01:44:16.9Z,4,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612737,89,118,2025-10-23T01:44:36Z,6280000,False,,,0,,R. Barrett shooting personal FOUL (4 PF) (Johnson 2 FT),"[1629628, 1630552]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,,4.0,0.0,Johnson,1630552.0,,,,,,,,
633,PT09M30.00S,2025-10-23T01:44:40.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630552,,,1610612737,90,118,2025-10-23T01:44:40Z,6300000,False,,,0,,J. Johnson Free Throw 1 of 2 (20 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,20.0,,,,,,,
634,PT09M30.00S,2025-10-23T01:44:42.3Z,4,REGULAR,substitution,out,[],1642347,,,1610612737,90,118,2025-10-23T01:44:46Z,6310000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT09M30.00S,2025-10-23T01:44:42.3Z,4,REGULAR,substitution,in,[],1630193,,,1610612737,90,118,2025-10-23T01:44:46Z,6320000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT09M30.00S,2025-10-23T01:44:42.3Z,4,REGULAR,substitution,out,[],1630572,,,1610612737,90,118,2025-10-23T01:44:54Z,6330000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT09M30.00S,2025-10-23T01:44:42.3Z,4,REGULAR,substitution,in,[],1627751,,,1610612737,90,118,2025-10-23T01:44:54Z,6340000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT09M30.00S,2025-10-23T01:45:16.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630552,,,1610612737,91,118,2025-10-23T01:45:16Z,6350000,False,,,0,,J. Johnson Free Throw 2 of 2 (21 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,21.0,,,,,,,
639,PT09M17.00S,2025-10-23T01:45:30.2Z,4,REGULAR,3pt,Jump Shot,[],1630193,29.25427069645204,21.568627450980394,1610612761,91,118,2025-10-23T01:45:57Z,6360000,False,142.0,222.0,1,left,MISS I. Quickley 26' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,,,,,,,,,,,,,,,,,
640,PT09M13.00S,2025-10-23T01:45:34.2Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612737,91,118,2025-10-23T01:45:35Z,6370000,False,,,0,,D. Daniels REBOUND (Off:0 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,639.0,2.0,2.0,0.0,,,,,,,,,,,,,,
641,PT09M06.00S,2025-10-23T01:45:42.2Z,4,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612737,91,118,2025-10-23T01:46:03Z,6380000,False,,,0,,J. Poeltl shooting personal FOUL (4 PF) (Johnson 2 FT),"[1627751, 1630552]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,4.0,0.0,Johnson,1630552.0,,,,,,,,
643,PT09M06.00S,2025-10-23T01:46:06.6Z,4,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,92,118,2025-10-23T01:46:25Z,6400000,False,,,0,,J. Johnson Free Throw 1 of 2 (22 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,22.0,,,,,,,
644,PT09M06.00S,2025-10-23T01:46:06.6Z,4,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,92,118,2025-10-23T01:46:25Z,6410000,False,,,0,,MISS J. Johnson Free Throw 2 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
645,PT09M04.00S,2025-10-23T01:46:08.6Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,92,118,2025-10-23T01:46:25Z,6420000,False,,,0,,S. Barnes REBOUND (Off:0 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,644.0,4.0,4.0,0.0,,,,,,,,,,,,,,
646,PT08M44.00S,2025-10-23T01:46:43.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.783837056504599,48.529411764705884,1610612761,92,120,2025-10-23T01:46:50Z,6430000,False,7.0,11.0,1,left,J. Poeltl reverse Layup (10 PTS) (S. Barnes 8 AST),"[1627751, 1630567]",1610612761.0,TOR,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,,,,10.0,S. Barnes,1630567.0,8.0,,,,
648,PT08M35.00S,2025-10-23T01:46:59.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612737,92,120,2025-10-23T01:48:24Z,6450000,False,,,0,,I. Quickley shooting personal FOUL (2 PF) (Young 2 FT),"[1630193, 1629027]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Left Center,,,,,,,201638.0,,2.0,0.0,Young,1629027.0,,,,,,,,
712,PT08M35.00S,2025-10-23T01:46:59.7Z,4,REGULAR,substitution,out,[],1630168,,,1610612737,92,120,2025-10-23T01:59:56Z,6485000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
713,PT08M35.00S,2025-10-23T01:46:59.7Z,4,REGULAR,substitution,in,[],204001,,,1610612737,92,120,2025-10-23T01:59:56Z,6492500,False,,,0,,SUB in: K. Porziņģis,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT08M35.00S,2025-10-23T01:47:28.7Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,93,120,2025-10-23T02:12:29Z,6494375,False,,,0,,T. Young Free Throw 1 of 2 (17 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,17.0,,,,,,,
653,PT08M35.00S,2025-10-23T01:47:28.7Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,94,120,2025-10-23T02:12:29Z,6495312,False,,,0,,T. Young Free Throw 2 of 2 (18 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,18.0,,,,,,,
673,PT08M22.00S,2025-10-23T01:47:50.8Z,4,REGULAR,turnover,bad pass,[],1629628,,,1610612761,94,120,2025-10-23T02:02:27Z,6496250,False,,,0,,R. Barrett bad pass TURNOVER (3 TO),"[1629628, 1630700]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Right Center,,,,,,,,3.0,,,,,,,,,,,Daniels,1630700.0
674,PT08M22.00S,2025-10-23T01:47:50.8Z,4,REGULAR,steal,,[],1630700,,,1610612737,94,120,2025-10-23T01:53:09Z,6498125,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
656,PT08M17.00S,2025-10-23T01:48:03.9Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628379,94.43166885676742,94.85294117647058,1610612737,97,120,2025-10-23T01:53:09Z,6530000,False,224.0,0.0,1,right,L. Kennard 3PT running (4 PTS) (D. Daniels 2 AST),"[1628379, 1630700]",1610612737.0,ATL,running,,,Kennard,L. Kennard,,,,,Right Corner 3,24+ Right,22.43,Made,,,,,,,,,,,4.0,D. Daniels,1630700.0,2.0,,,,
658,PT08M15.00S,2025-10-23T01:48:11.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,97,120,2025-10-23T01:52:29Z,6550000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT08M15.00S,2025-10-23T01:50:48.5Z,4,REGULAR,substitution,out,[],1630567,,,1610612761,97,120,2025-10-23T01:52:29Z,6560000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT08M15.00S,2025-10-23T01:50:48.5Z,4,REGULAR,substitution,out,[],1630534,,,1610612761,97,120,2025-10-23T01:52:29Z,6570000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT08M15.00S,2025-10-23T01:50:48.5Z,4,REGULAR,substitution,in,[],1641711,,,1610612761,97,120,2025-10-23T01:52:29Z,6580000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT08M15.00S,2025-10-23T01:50:48.5Z,4,REGULAR,substitution,in,[],1627742,,,1610612761,97,120,2025-10-23T01:52:29Z,6590000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT08M00.00S,2025-10-23T01:51:27.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,6.652431011826544,50.0,1610612761,97,122,2025-10-23T01:51:32Z,6600000,False,0.0,10.0,1,left,I. Quickley driving Layup (11 PTS),[1630193],1610612761.0,TOR,driving,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,1.0,Made,,,,,,,,,,,11.0,,,,,,,
664,PT07M49.00S,2025-10-23T01:51:38.4Z,4,REGULAR,3pt,Jump Shot,[],204001,67.7562417871222,59.31372549019608,1610612737,100,122,2025-10-23T01:51:42Z,6610000,False,47.0,251.0,1,right,K. Porziņģis 25' 3PT  (17 PTS) (T. Young 4 AST),"[204001, 1629027]",1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,25.49,Made,,,,,,,,,,,17.0,T. Young,1629027.0,4.0,,,,
666,PT07M36.00S,2025-10-23T01:51:52.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,6.783837056504599,45.83333333333333,1610612761,100,124,2025-10-23T01:55:27Z,6630000,False,21.0,11.0,1,left,I. Quickley driving finger roll Layup (13 PTS),[1630193],1610612761.0,TOR,driving finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,,,,,,,13.0,,,,,,,
667,PT07M36.00S,2025-10-23T01:51:59.6Z,4,REGULAR,foul,personal,['1freethrow'],204001,,,1610612761,100,124,2025-10-23T01:52:19Z,6640000,False,,,0,,K. Porziņģis shooting personal FOUL (4 PF) (Quickley 1 FT),"[204001, 1630193]",1610612737.0,ATL,shooting,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,,,,1627541.0,,4.0,0.0,Quickley,1630193.0,,,,,,,,
669,PT07M36.00S,2025-10-23T01:52:27.9Z,4,REGULAR,freethrow,1 of 1,[],1630193,,,1610612761,100,124,2025-10-23T01:52:27Z,6660000,False,,,0,,MISS I. Quickley Free Throw 1 of 1,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
670,PT07M34.00S,2025-10-23T01:52:29.9Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,100,124,2025-10-23T01:52:30Z,6670000,False,,,0,,J. Johnson REBOUND (Off:0 Def:7),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,669.0,7.0,7.0,0.0,,,,,,,,,,,,,,
671,PT07M21.00S,2025-10-23T01:52:43.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612737,100,124,2025-10-23T01:53:08Z,6680000,False,,,0,,R. Barrett shooting personal FOUL (5 PF) (Young 2 FT),"[1629628, 1629027]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,201638.0,,5.0,0.0,Young,1629027.0,,,,,,,,
675,PT07M21.00S,2025-10-23T01:53:14.3Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,101,124,2025-10-23T01:53:37Z,6700000,False,,,0,,T. Young Free Throw 1 of 2 (19 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,19.0,,,,,,,
676,PT07M21.00S,2025-10-23T01:53:16.2Z,4,REGULAR,substitution,out,[],1629628,,,1610612737,101,124,2025-10-23T01:53:20Z,6710000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT07M21.00S,2025-10-23T01:53:16.2Z,4,REGULAR,substitution,in,[],1630567,,,1610612737,101,124,2025-10-23T01:53:20Z,6720000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT07M21.00S,2025-10-23T01:53:14.3Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,101,124,2025-10-23T01:53:37Z,6730000,False,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
679,PT07M19.00S,2025-10-23T01:53:16.3Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,101,124,2025-10-23T01:53:37Z,6740000,False,,,0,,S. Barnes REBOUND (Off:0 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,678.0,5.0,5.0,0.0,,,,,,,,,,,,,,
