actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
330,PT00M27.60S,2025-11-08T01:38:53.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612761,53,42,2025-11-08T01:39:17Z,3290000,False,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Ingram 2 FT),"[1629638, 1627742]",1610612737.0,ATL,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,2534.0,2.0,0.0,Ingram,1627742.0,,,
332,PT00M27.60S,2025-11-08T01:39:19.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627742,,,1610612761,53,43,2025-11-08T01:39:19Z,3310000,False,,,0,,B. Ingram Free Throw 1 of 2 (13 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
333,PT00M27.60S,2025-11-08T01:39:20.4Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,53,43,2025-11-08T01:39:27Z,3320000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M27.60S,2025-11-08T01:39:20.4Z,2,REGULAR,substitution,in,[],1642867,,,1610612761,53,43,2025-11-08T01:39:27Z,3330000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M27.60S,2025-11-08T01:39:43.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627742,,,1610612761,53,44,2025-11-08T01:39:43Z,3340000,False,,,0,,B. Ingram Free Throw 2 of 2 (14 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
336,PT00M11.80S,2025-11-08T01:40:00.3Z,2,REGULAR,turnover,bad pass,[],1629638,,,1610612737,53,44,2025-11-08T01:40:05Z,3350000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (2 TO),"[1629638, 1627751]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right Center,,,,,,,,2.0,Poeltl,1627751.0,,,,,,,,,,
337,PT00M11.80S,2025-11-08T01:40:00.3Z,2,REGULAR,steal,,[],1627751,,,1610612761,53,44,2025-11-08T01:40:02Z,3360000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
338,PT00M08.50S,2025-11-08T01:40:03.6Z,2,REGULAR,turnover,bad pass,[],1629628,,,1610612761,53,44,2025-11-08T01:40:12Z,3370000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1642258]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Risacher,1642258.0,,,,,,,,,,
339,PT00M08.50S,2025-11-08T01:40:03.6Z,2,REGULAR,steal,,[],1642258,,,1610612737,53,44,2025-11-08T01:40:05Z,3380000,False,,,0,,Z. Risacher STEAL (1 STL),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
340,PT00M01.70S,2025-11-08T01:40:10.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629638,27.151773981603156,56.127450980392155,1610612737,53,44,2025-11-08T01:40:21Z,3390000,False,-31.0,203.0,1,left,MISS N. Alexander-Walker 20' pullup Shot,[1629638],1610612737.0,ATL,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Center,20.5,Missed,,,,,,,,,,,,,,,,,,
341,PT00M00.10S,2025-11-08T01:40:12.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,53,44,2025-11-08T01:40:33Z,3400000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Center,,,,340.0,,,,,,,,,,,,,,,,
342,PT00M00.00S,2025-11-08T01:40:18.7Z,2,REGULAR,period,end,[],0,,,1610612737,53,44,2025-11-08T01:40:18Z,3410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2025-11-08T01:53:46.2Z,3,REGULAR,substitution,out,['startperiod'],1642867,,,1610612737,53,44,2025-11-08T01:55:21Z,3420000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2025-11-08T01:53:46.2Z,3,REGULAR,substitution,in,['startperiod'],1630567,,,1610612737,53,44,2025-11-08T01:55:21Z,3430000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2025-11-08T01:55:32.0Z,3,REGULAR,period,start,[],0,,,1610612737,53,44,2025-11-08T01:55:32Z,3440000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M50.00S,2025-11-08T01:55:41.9Z,3,REGULAR,3pt,Jump Shot,[],1629638,78.9257555847569,9.313725490196079,1610612737,56,44,2025-11-08T01:55:49Z,3450000,False,-203.0,146.0,1,right,N. Alexander-Walker 25' 3PT  (14 PTS) (D. Daniels 4 AST),"[1629638, 1630700]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.01,Made,14.0,,,,,,,,,,,,,,,D. Daniels,1630700.0,4.0
350,PT11M32.00S,2025-11-08T01:55:58.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,11.645860709592641,59.068627450980394,1610612761,56,46,2025-11-08T01:56:09Z,3470000,False,-45.0,57.0,1,left,J. Poeltl 7' floating Jump Shot (6 PTS) (R. Barrett 4 AST),"[1627751, 1629628]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,7.28,Made,6.0,,,,,,,,,,,,,,,R. Barrett,1629628.0,4.0
352,PT11M19.00S,2025-11-08T01:56:11.4Z,3,REGULAR,turnover,bad pass,[],1630552,,,1610612737,56,46,2025-11-08T01:56:20Z,3490000,False,,,0,,J. Johnson bad pass TURNOVER (5 TO),"[1630552, 1630193]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,5.0,Quickley,1630193.0,,,,,,,,,,
353,PT11M19.00S,2025-11-08T01:56:11.4Z,3,REGULAR,steal,,[],1630193,,,1610612761,56,46,2025-11-08T01:56:13Z,3500000,False,,,0,,I. Quickley STEAL (2 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
354,PT11M13.00S,2025-11-08T01:56:17.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629628,11.251642575558476,94.11764705882352,1610612761,56,49,2025-11-08T01:56:26Z,3510000,False,-221.0,53.0,1,left,R. Barrett 3PT running (5 PTS) (I. Quickley 3 AST),"[1629628, 1630193]",1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,22.69,Made,5.0,,,,,,,,,,,,,,,I. Quickley,1630193.0,3.0
356,PT10M57.00S,2025-11-08T01:56:33.8Z,3,REGULAR,2pt,Jump Shot,[],204001,75.64060446780552,56.61764705882353,1610612737,56,49,2025-11-08T01:56:40Z,3530000,False,33.0,176.0,1,right,MISS K. Porziņģis 17' pullup Shot,[204001],1610612737.0,ATL,pullup,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Center,17.96,Missed,,,,,,,,,,,,,,,,,,
357,PT10M55.00S,2025-11-08T01:56:35.8Z,3,REGULAR,rebound,offensive,[],1630552,,,1610612737,56,49,2025-11-08T01:56:40Z,3540000,False,,,0,,J. Johnson REBOUND (Off:1 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Center,,,,356.0,6.0,5.0,1.0,,,,,,,,,,,,,
358,PT10M54.00S,2025-11-08T01:56:37.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630552,73.9323258869908,83.57843137254902,1610612737,59,49,2025-11-08T01:56:44Z,3550000,False,168.0,193.0,1,right,J. Johnson 25' 3PT  (11 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,25.54,Made,11.0,,,,,,,,,,,,,,,,,
359,PT10M36.00S,2025-11-08T01:56:54.1Z,3,REGULAR,2pt,Jump Shot,[],1627742,22.552562417871222,45.588235294117645,1610612761,59,51,2025-11-08T01:59:29Z,3560000,False,22.0,159.0,1,left,B. Ingram 16' turnaround fadeaway Jump Shot (16 PTS) (S. Barnes 1 AST),"[1627742, 1630567]",1610612761.0,TOR,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,16.1,Made,16.0,,,,,,,,,,,,,,,S. Barnes,1630567.0,1.0
361,PT10M24.00S,2025-11-08T01:57:06.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,92.85479632063075,49.26470588235294,1610612737,61,51,2025-11-08T01:57:12Z,3580000,False,-4.0,15.0,1,right,K. Porziņģis DUNK (4 PTS) (D. Daniels 5 AST),"[204001, 1630700]",1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,1.52,Made,4.0,,,,,,,,,,,,,,,D. Daniels,1630700.0,5.0
363,PT10M11.00S,2025-11-08T01:57:19.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,12.959921156373195,49.754901960784316,1610612761,61,51,2025-11-08T02:00:24Z,3600000,False,1.0,69.0,1,left,MISS S. Barnes 6' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,,
364,PT10M09.00S,2025-11-08T01:57:21.6Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,61,51,2025-11-08T02:00:24Z,3610000,False,,,0,,S. Barnes REBOUND (Off:1 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,363.0,5.0,4.0,1.0,,,,,,,,,,,,,
365,PT10M08.00S,2025-11-08T01:57:23.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630567,12.302890932982917,50.49019607843137,1610612761,61,53,2025-11-08T02:01:07Z,3620000,False,-2.0,63.0,1,left,S. Barnes 6' turnaround Hook (4 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,4.0,,,,,,,,,,,,,,,,,
366,PT09M59.00S,2025-11-08T01:57:32.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642258,89.43823915900131,50.245098039215684,1610612737,61,53,2025-11-08T02:02:10Z,3630000,False,1.0,47.0,1,right,MISS Z. Risacher driving floating Shot,[1642258],1610612737.0,ATL,driving floating,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,,
367,PT09M56.00S,2025-11-08T01:57:35.1Z,3,REGULAR,rebound,offensive,[],1642258,,,1610612737,61,53,2025-11-08T01:57:35Z,3640000,False,,,0,,Z. Risacher REBOUND (Off:2 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,366.0,2.0,0.0,2.0,,,,,,,,,,,,,
368,PT09M54.00S,2025-11-08T01:57:36.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,92.85479632063075,50.98039215686274,1610612737,61,53,2025-11-08T01:57:41Z,3650000,False,5.0,15.0,1,right,MISS Z. Risacher putback Layup,[1642258],1610612737.0,ATL,putback,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,,,,,,,,,,,,,,
369,PT09M52.00S,2025-11-08T01:57:38.8Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612761,61,53,2025-11-08T01:57:41Z,3660000,False,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,368.0,3.0,2.0,1.0,,,,,,,,,,,,,
370,PT09M50.00S,2025-11-08T01:57:40.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630567,7.046649145860711,48.28431372549019,1610612761,61,55,2025-11-08T01:57:47Z,3670000,False,9.0,14.0,1,left,S. Barnes running reverse DUNK (6 PTS) (B. Ingram 2 AST),"[1630567, 1627742]",1610612761.0,TOR,running reverse,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.62,Made,6.0,,,,,,,,,,,,,,,B. Ingram,1627742.0,2.0
372,PT09M44.00S,2025-11-08T01:57:47.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,93.38042049934296,48.529411764705884,1610612737,61,55,2025-11-08T02:05:24Z,3690000,False,-7.0,10.0,1,right,MISS N. Alexander-Walker driving Layup,[1629638],1610612737.0,ATL,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,,,
373,PT09M42.00S,2025-11-08T01:57:49.3Z,3,REGULAR,rebound,offensive,[],204001,,,1610612737,61,55,2025-11-08T01:58:11Z,3700000,False,,,0,,K. Porziņģis REBOUND (Off:1 Def:2),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,372.0,3.0,2.0,1.0,,,,,,,,,,,,,
374,PT09M42.00S,2025-11-08T01:57:50.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",204001,94.40999984741211,50.0,1610612737,61,55,2025-11-08T01:58:52Z,3710000,False,0.0,0.0,1,right,MISS K. Porziņģis tip Layup,[204001],1610612737.0,ATL,tip,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
375,PT09M41.00S,2025-11-08T01:57:51.0Z,3,REGULAR,rebound,offensive,[],204001,,,1610612737,61,55,2025-11-08T01:58:52Z,3720000,False,,,0,,K. Porziņģis REBOUND (Off:2 Def:2),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,374.0,4.0,2.0,2.0,,,,,,,,,,,,,
376,PT09M41.00S,2025-11-08T01:57:51.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",204001,94.40999984741211,50.0,1610612737,61,55,2025-11-08T01:58:58Z,3730000,False,0.0,0.0,1,right,MISS K. Porziņģis tip Layup,[204001],1610612737.0,ATL,tip,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
377,PT09M40.00S,2025-11-08T01:57:52.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,61,55,2025-11-08T01:58:58Z,3740000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,376.0,,,,,,,,,,,,,,,,
379,PT09M24.00S,2025-11-08T01:58:14.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,12.040078843626807,46.81372549019608,1610612761,61,55,2025-11-08T01:58:21Z,3760000,False,16.0,61.0,1,left,MISS S. Barnes 6' turnaround Hook,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
380,PT09M19.00S,2025-11-08T01:58:19.6Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,61,55,2025-11-08T01:58:21Z,3770000,False,,,0,,S. Barnes REBOUND (Off:2 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,379.0,6.0,4.0,2.0,,,,,,,,,,,,,
381,PT09M19.00S,2025-11-08T01:58:19.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,5.590000152587891,50.0,1610612761,61,55,2025-11-08T01:58:19Z,3780000,False,0.0,0.0,1,left,MISS S. Barnes tip Layup,[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
382,PT09M18.00S,2025-11-08T01:58:20.0Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,61,55,2025-11-08T01:58:20Z,3790000,False,,,0,,J. Johnson REBOUND (Off:1 Def:6),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,,381.0,7.0,6.0,1.0,,,,,,,,,,,,,
383,PT09M15.00S,2025-11-08T01:58:23.5Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630552,92.59198423127464,51.470588235294116,1610612737,61,55,2025-11-08T02:07:17Z,3800000,False,7.0,17.0,1,right,MISS J. Johnson driving floating bank Shot,[1630552],1610612737.0,ATL,driving floating bank,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
384,PT09M10.00S,2025-11-08T01:58:28.5Z,3,REGULAR,rebound,offensive,[],204001,,,1610612737,61,55,2025-11-08T01:58:34Z,3810000,False,,,0,,K. Porziņģis REBOUND (Off:3 Def:2),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,,383.0,5.0,2.0,3.0,,,,,,,,,,,,,
385,PT09M10.00S,2025-11-08T01:58:28.0Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",204001,94.40999984741211,50.0,1610612737,61,55,2025-11-08T01:59:30Z,3820000,False,0.0,0.0,1,right,MISS K. Porziņģis tip DUNK,[204001],1610612737.0,ATL,tip,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
386,PT09M09.00S,2025-11-08T01:58:29.0Z,3,REGULAR,rebound,defensive,[],1630193,,,1610612761,61,55,2025-11-08T01:59:30Z,3830000,False,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,385.0,4.0,4.0,0.0,,,,,,,,,,,,,
387,PT09M08.00S,2025-11-08T01:58:30.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,33.196452036793694,58.333333333333336,1610612761,61,58,2025-11-08T02:08:47Z,3840000,False,-42.0,260.0,1,left,I. Quickley 26' 3PT running pullup (13 PTS),[1630193],1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,26.28,Made,13.0,,,,,,,,,,,,,,,,,
389,PT09M08.00S,2025-11-08T01:58:35.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,61,58,2025-11-08T01:58:35Z,3860000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT08M56.00S,2025-11-08T02:01:39.8Z,3,REGULAR,3pt,Jump Shot,[],204001,93.11760840998686,3.6764705882352944,1610612737,64,58,2025-11-08T02:01:44Z,3870000,False,-232.0,12.0,1,right,K. Porziņģis 3PT  (7 PTS) (N. Alexander-Walker 3 AST),"[204001, 1629638]",1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Left Corner 3,24+ Left,23.19,Made,7.0,,,,,,,,,,,,,,,N. Alexander-Walker,1629638.0,3.0
392,PT08M41.00S,2025-11-08T02:01:55.0Z,3,REGULAR,3pt,Jump Shot,[],1627742,9.543363994743759,2.941176470588235,1610612761,64,58,2025-11-08T02:02:00Z,3890000,False,235.0,37.0,1,left,MISS B. Ingram 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,23.82,Missed,,,,,,,,,,,,,,,,,,
393,PT08M38.00S,2025-11-08T02:01:58.0Z,3,REGULAR,rebound,defensive,[],204001,,,1610612737,64,58,2025-11-08T02:02:00Z,3900000,False,,,0,,K. Porziņģis REBOUND (Off:3 Def:3),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Right Corner 3,24+ Right,,,,392.0,6.0,3.0,3.0,,,,,,,,,,,,,
394,PT08M33.00S,2025-11-08T02:02:03.3Z,3,REGULAR,3pt,Jump Shot,[],204001,70.25295663600527,18.137254901960784,1610612737,64,58,2025-11-08T02:02:08Z,3910000,False,-159.0,227.0,1,right,MISS K. Porziņģis 27' 3PT,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,27.74,Missed,,,,,,,,,,,,,,,,,,
395,PT08M30.00S,2025-11-08T02:02:06.3Z,3,REGULAR,rebound,offensive,[],1630700,,,1610612737,64,58,2025-11-08T02:02:06Z,3920000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,394.0,2.0,1.0,1.0,,,,,,,,,,,,,
396,PT08M29.00S,2025-11-08T02:02:11.6Z,3,REGULAR,foul,personal,[],1630193,,,1610612737,64,58,2025-11-08T02:02:25Z,3930000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 204001]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627529.0,1.0,0.0,Porziņģis,204001.0,,,
398,PT08M27.00S,2025-11-08T02:02:37.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],204001,65.52233902759527,61.51960784313726,1610612737,64,58,2025-11-08T02:02:43Z,3950000,False,58.0,272.0,1,right,MISS K. Porziņģis 27' 3PT,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,27.76,Missed,,,,,,,,,,,,,,,,,,
399,PT08M23.00S,2025-11-08T02:02:41.5Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,64,58,2025-11-08T02:02:43Z,3960000,False,,,0,,R. Barrett REBOUND (Off:1 Def:2),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,398.0,3.0,2.0,1.0,,,,,,,,,,,,,
400,PT08M14.00S,2025-11-08T02:02:52.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,9.149145860709593,45.588235294117645,1610612761,64,58,2025-11-08T02:03:22Z,3970000,False,22.0,34.0,1,left,MISS B. Ingram driving Layup - blocked,"[1627742, 1642258]",1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,Risacher,1642258.0,,,,,,,,
401,PT08M14.00S,2025-11-08T02:02:52.6Z,3,REGULAR,block,,[],1642258,,,1610612761,64,58,2025-11-08T02:02:55Z,3980000,False,,,0,,Z. Risacher BLOCK (1 BLK),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
402,PT08M13.00S,2025-11-08T02:02:53.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,64,58,2025-11-08T02:03:22Z,3990000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,400.0,,,,,,,,,,,,,,,,
404,PT08M08.00S,2025-11-08T02:03:03.9Z,3,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612737,64,58,2025-11-08T02:03:48Z,4010000,False,,,0,,R. Barrett shooting personal FOUL (2 PF) (Alexander-Walker 2 FT),"[1629628, 1629638]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2534.0,2.0,0.0,Alexander-Walker,1629638.0,,,
406,PT08M08.00S,2025-11-08T02:03:30.9Z,3,REGULAR,freethrow,1 of 2,[],1629638,,,1610612737,65,58,2025-11-08T02:03:30Z,4030000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (15 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
407,PT08M08.00S,2025-11-08T02:03:55.2Z,3,REGULAR,freethrow,2 of 2,[],1629638,,,1610612737,66,58,2025-11-08T02:03:55Z,4040000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (16 PTS),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
408,PT07M50.00S,2025-11-08T02:04:14.4Z,3,REGULAR,2pt,Jump Shot,[],1630193,29.77989487516426,41.42156862745098,1610612761,66,58,2025-11-08T02:04:22Z,4050000,False,43.0,227.0,1,left,MISS I. Quickley 23' step back Shot - blocked,"[1630193, 204001]",1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Center,23.14,Missed,,,,,,,,,Porziņģis,204001.0,,,,,,,,
409,PT07M50.00S,2025-11-08T02:04:14.4Z,3,REGULAR,block,,[],204001,,,1610612761,66,58,2025-11-08T02:04:17Z,4060000,False,,,0,,K. Porziņģis BLOCK (3 BLK),[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
410,PT07M46.00S,2025-11-08T02:04:18.4Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,66,58,2025-11-08T02:04:22Z,4070000,False,,,0,,S. Barnes REBOUND (Off:3 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,408.0,7.0,4.0,3.0,,,,,,,,,,,,,
411,PT07M45.00S,2025-11-08T02:04:20.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,22.552562417871222,50.245098039215684,1610612761,66,58,2025-11-08T02:05:01Z,4080000,False,-1.0,159.0,1,left,MISS B. Ingram 15' turnaround fadeaway Shot,[1627742],1610612761.0,TOR,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,15.95,Missed,,,,,,,,,,,,,,,,,,
