actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
510,PT00M17.70S,2026-02-06T02:17:12.2Z,3,REGULAR,rebound,offensive,[],1630552,,,1610612737,90,95,2026-02-06T02:17:16Z,5060000,False,,,0,,J. Johnson REBOUND (Off:2 Def:8),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,509.0,10.0,8.0,2.0,,,,,,,,,,,,,,
511,PT00M16.60S,2026-02-06T02:17:13.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630552,92.72339027595268,50.245098039215684,1610612737,92,95,2026-02-06T02:17:19Z,5070000,False,1.0,16.0,1,right,J. Johnson driving Layup (13 PTS),[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,,,13.0,,,,,,,
512,PT00M01.30S,2026-02-06T02:17:36.4Z,3,REGULAR,foul,personal,[],203468,,,1610612762,92,95,2026-02-06T02:17:44Z,5080000,False,,,0,,C. McCollum personal FOUL (1 PF),"[203468, 1642268]",1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,,,,101284.0,,1.0,0.0,Collier,1642268.0,,,,,,,,
514,PT00M01.30S,2026-02-06T02:17:52.0Z,3,REGULAR,substitution,out,[],1630552,,,1610612762,92,95,2026-02-06T02:17:59Z,5100000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M01.30S,2026-02-06T02:17:52.0Z,3,REGULAR,substitution,out,[],203468,,,1610612762,92,95,2026-02-06T02:17:59Z,5110000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT00M01.30S,2026-02-06T02:17:52.0Z,3,REGULAR,substitution,in,[],1630700,,,1610612762,92,95,2026-02-06T02:17:59Z,5120000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT00M01.30S,2026-02-06T02:17:52.0Z,3,REGULAR,substitution,in,[],1631243,,,1610612762,92,95,2026-02-06T02:17:59Z,5130000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT00M00.40S,2026-02-06T02:18:10.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630557,,,1610612762,92,95,2026-02-06T02:19:59Z,5140000,False,,,0,,C. Kispert shooting personal FOUL (3 PF) (Sensabaugh 2 FT),"[1630557, 1641729]",1610612737.0,ATL,shooting,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Left,,,,,,,1628172.0,,3.0,0.0,Sensabaugh,1641729.0,,,,,,,,
521,PT00M00.40S,2026-02-06T02:19:30.7Z,3,REGULAR,freethrow,1 of 2,[],1641729,,,1610612762,92,96,2026-02-06T02:20:17Z,5170000,False,,,0,,B. Sensabaugh Free Throw 1 of 2 (18 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,,,,,,,,,,,18.0,,,,,,,
522,PT00M00.40S,2026-02-06T02:19:30.7Z,3,REGULAR,freethrow,2 of 2,[],1641729,,,1610612762,92,96,2026-02-06T02:20:17Z,5180000,False,,,0,,MISS B. Sensabaugh Free Throw 2 of 2,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
523,PT00M00.10S,2026-02-06T02:19:31.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,92,96,2026-02-06T02:21:38Z,5190000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,,,
524,PT00M00.00S,2026-02-06T02:19:48.6Z,3,REGULAR,period,end,[],0,,,1610612762,92,96,2026-02-06T02:21:38Z,5200000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2026-02-06T02:22:20.7Z,4,REGULAR,substitution,out,['startperiod'],1629638,,,1610612762,92,96,2026-02-06T02:22:34Z,5210000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2026-02-06T02:22:20.7Z,4,REGULAR,substitution,out,['startperiod'],1642854,,,1610612762,92,96,2026-02-06T02:22:34Z,5220000,False,,,0,,SUB out: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2026-02-06T02:22:20.7Z,4,REGULAR,substitution,out,['startperiod'],1642846,,,1610612762,92,96,2026-02-06T02:22:34Z,5230000,False,,,0,,SUB out: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2026-02-06T02:22:20.7Z,4,REGULAR,substitution,out,['startperiod'],1631131,,,1610612762,92,96,2026-02-06T02:22:34Z,5240000,False,,,0,,SUB out: O. Tshiebwe,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2026-02-06T02:22:20.7Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612762,92,96,2026-02-06T02:22:34Z,5250000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2026-02-06T02:22:20.7Z,4,REGULAR,substitution,in,['startperiod'],1629111,,,1610612762,92,96,2026-02-06T02:22:34Z,5260000,False,,,0,,SUB in: J. Landale,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2026-02-06T02:22:20.7Z,4,REGULAR,substitution,in,['startperiod'],1642262,,,1610612762,92,96,2026-02-06T02:22:34Z,5270000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2026-02-06T02:22:20.7Z,4,REGULAR,substitution,in,['startperiod'],1642271,,,1610612762,92,96,2026-02-06T02:22:34Z,5280000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2026-02-06T02:22:45.2Z,4,REGULAR,period,start,[],0,,,1610612737,92,96,2026-02-06T02:22:45Z,5290000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT11M45.00S,2026-02-06T02:22:59.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,81.2910643889619,51.71568627450981,1610612737,94,96,2026-02-06T02:23:05Z,5300000,False,9.0,123.0,1,right,C. McCollum 12' pullup Jump Shot (6 PTS),[203468],1610612737.0,ATL,pullup,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,12.37,Made,,,,,,,,,,,6.0,,,,,,,
535,PT11M25.00S,2026-02-06T02:23:18.8Z,4,REGULAR,3pt,Jump Shot,[],1641729,31.488173455978973,35.294117647058826,1610612762,94,96,2026-02-06T02:23:25Z,5310000,False,74.0,243.0,1,left,MISS B. Sensabaugh 25' step back 3PT,[1641729],1610612762.0,UTA,step back,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,25.44,Missed,,,,,,,,,,,,,,,,,,
536,PT11M22.00S,2026-02-06T02:23:21.8Z,4,REGULAR,rebound,defensive,[],1630700,,,1610612737,94,96,2026-02-06T02:23:25Z,5320000,False,,,0,,D. Daniels REBOUND (Off:3 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,535.0,5.0,2.0,3.0,,,,,,,,,,,,,,
537,PT11M17.00S,2026-02-06T02:23:26.9Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203468,91.80354796320631,55.63725490196079,1610612737,96,96,2026-02-06T02:24:33Z,5330000,False,28.0,25.0,1,right,C. McCollum running pullup Jump Shot (8 PTS) (D. Daniels 6 AST),"[203468, 1630700]",1610612737.0,ATL,running pullup,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,,,,,8.0,,,D. Daniels,1630700.0,6.0,,
539,PT10M55.00S,2026-02-06T02:23:49.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,20.05584756898817,59.55882352941176,1610612762,96,98,2026-02-06T02:23:54Z,5350000,False,-48.0,136.0,1,left,I. Collier 14' pullup Jump Shot (19 PTS),[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,14.42,Made,,,,,,,,,,,19.0,,,,,,,
540,PT10M45.00S,2026-02-06T02:23:58.4Z,4,REGULAR,3pt,Jump Shot,[],203468,66.96780551905388,42.40196078431372,1610612737,96,98,2026-02-06T02:24:03Z,5360000,False,-38.0,258.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612737.0,ATL,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
541,PT10M43.00S,2026-02-06T02:24:00.4Z,4,REGULAR,rebound,defensive,[],1642271,,,1610612762,96,98,2026-02-06T02:24:03Z,5370000,False,,,0,,K. Filipowski REBOUND (Off:4 Def:7),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,,,540.0,11.0,7.0,4.0,,,,,,,,,,,,,,
542,PT10M27.00S,2026-02-06T02:24:17.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,5.601182654402102,47.794117647058826,1610612762,96,100,2026-02-06T02:24:22Z,5380000,False,11.0,0.0,1,left,C. Williams Layup (5 PTS),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,,,,,,,5.0,,,,,,,
543,PT10M11.00S,2026-02-06T02:24:35.4Z,4,REGULAR,foul,personal,[],1629004,,,1610612737,96,100,2026-02-06T02:24:48Z,5390000,False,,,0,,S. Mykhailiuk personal FOUL (1 PF),"[1629004, 1629111]",1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,101284.0,,1.0,0.0,Landale,1629111.0,,,,,,,,
545,PT09M57.00S,2026-02-06T02:25:13.3Z,4,REGULAR,3pt,Jump Shot,[],1630557,62.36859395532195,43.38235294117647,1610612737,99,100,2026-02-06T02:26:23Z,5410000,False,-33.0,301.0,1,right,C. Kispert 30' 3PT step back (20 PTS),[1630557],1610612737.0,ATL,step back,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,30.3,Made,,,,,,,,,,,20.0,,,,,,,
546,PT09M34.00S,2026-02-06T02:25:35.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,14.4053876478318,53.18627450980392,1610612762,99,102,2026-02-06T02:25:43Z,5420000,False,-16.0,83.0,1,left,I. Collier 8' fadeaway Jump Shot (21 PTS),[1642268],1610612762.0,UTA,fadeaway,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,8.44,Made,,,,,,,,,,,21.0,,,,,,,
547,PT09M27.00S,2026-02-06T02:25:45.2Z,4,REGULAR,foul,personal,[],1641729,,,1610612737,99,102,2026-02-06T02:25:52Z,5430000,False,,,0,,B. Sensabaugh personal FOUL (3 PF),"[1641729, 1630557]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,16-24 Left Center,,,,,,,101284.0,,3.0,0.0,Kispert,1630557.0,,,,,,,,
549,PT09M27.00S,2026-02-06T02:25:52.0Z,4,REGULAR,substitution,out,[],1631243,,,1610612737,99,102,2026-02-06T02:25:56Z,5450000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT09M27.00S,2026-02-06T02:25:52.0Z,4,REGULAR,substitution,in,[],1630552,,,1610612737,99,102,2026-02-06T02:25:56Z,5460000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT09M18.00S,2026-02-06T02:26:19.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.19776609724047,51.225490196078425,1610612737,99,102,2026-02-06T02:26:26Z,5470000,False,6.0,21.0,1,right,MISS D. Daniels cutting Layup,[1630700],1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
552,PT09M14.00S,2026-02-06T02:26:23.7Z,4,REGULAR,rebound,offensive,[],1629111,,,1610612737,99,102,2026-02-06T02:26:26Z,5480000,False,,,0,,J. Landale REBOUND (Off:6 Def:5),[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,551.0,11.0,5.0,6.0,,,,,,,,,,,,,,
553,PT09M14.00S,2026-02-06T02:26:23.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,94.40999984741211,50.0,1610612737,101,102,2026-02-06T02:26:23Z,5490000,False,0.0,0.0,1,right,J. Landale putback Layup (23 PTS),[1629111],1610612737.0,ATL,putback,,,Landale,J. Landale,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,23.0,,,,,,,
554,PT09M05.00S,2026-02-06T02:26:32.5Z,4,REGULAR,2pt,Jump Shot,[],1641729,25.04927726675427,53.431372549019606,1610612762,101,102,2026-02-06T02:26:38Z,5500000,False,-17.0,183.0,1,left,MISS B. Sensabaugh 18' pullup Shot,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,16-24 Center,18.38,Missed,,,,,,,,,,,,,,,,,,
555,PT09M02.00S,2026-02-06T02:26:35.5Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,101,102,2026-02-06T02:26:38Z,5510000,False,,,0,,J. Johnson REBOUND (Off:2 Def:9),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Center,,,554.0,11.0,9.0,2.0,,,,,,,,,,,,,,
556,PT08M55.00S,2026-02-06T02:26:42.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.06636005256242,53.67647058823529,1610612737,103,102,2026-02-06T02:28:17Z,5520000,False,18.0,22.0,1,right,D. Daniels cutting Layup (11 PTS) (J. Landale 3 AST),"[1630700, 1629111]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,,,,,,,11.0,,,J. Landale,1629111.0,3.0,,
558,PT08M38.00S,2026-02-06T02:27:00.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,5.338370565045992,47.549019607843135,1610612762,103,104,2026-02-06T02:27:07Z,5540000,False,12.0,-2.0,1,left,S. Mykhailiuk driving finger roll Layup (12 PTS) (I. Collier 11 AST),"[1629004, 1642268]",1610612762.0,UTA,driving finger roll,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,,,,,12.0,,,I. Collier,1642268.0,11.0,,
560,PT08M26.00S,2026-02-06T02:27:11.3Z,4,REGULAR,3pt,Jump Shot,[],1630552,65.91655716162943,42.40196078431372,1610612737,103,104,2026-02-06T02:27:19Z,5560000,False,-38.0,268.0,1,right,MISS J. Johnson 27' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
561,PT08M23.00S,2026-02-06T02:27:14.3Z,4,REGULAR,rebound,defensive,[],1629004,,,1610612762,103,104,2026-02-06T02:27:19Z,5570000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:4),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,,,560.0,4.0,4.0,0.0,,,,,,,,,,,,,,
562,PT08M13.00S,2026-02-06T02:27:24.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,15.850854139290407,44.36274509803921,1610612762,103,106,2026-02-06T02:27:29Z,5580000,False,28.0,96.0,1,left,I. Collier 10' driving floating bank Jump Shot (23 PTS),[1642268],1610612762.0,UTA,driving floating bank,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,10.05,Made,,,,,,,,,,,23.0,,,,,,,
563,PT08M02.00S,2026-02-06T02:27:36.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.72339027595268,48.03921568627451,1610612737,103,106,2026-02-06T02:27:42Z,5590000,False,-10.0,16.0,1,right,MISS D. Daniels driving Layup,[1630700],1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,,
564,PT07M58.00S,2026-02-06T02:27:39.0Z,4,REGULAR,rebound,defensive,[],1642271,,,1610612762,103,106,2026-02-06T02:27:39Z,5600000,False,,,0,,K. Filipowski REBOUND (Off:4 Def:8),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,563.0,12.0,8.0,4.0,,,,,,,,,,,,,,
565,PT07M52.00S,2026-02-06T02:27:45.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,15.588042049934298,49.26470588235294,1610612762,103,106,2026-02-06T02:27:53Z,5610000,False,4.0,94.0,1,left,MISS I. Collier 9' pullup Shot,[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,9.41,Missed,,,,,,,,,,,,,,,,,,
566,PT07M50.00S,2026-02-06T02:27:47.8Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,103,106,2026-02-06T02:31:08Z,5620000,False,,,0,,J. Johnson REBOUND (Off:2 Def:10),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,565.0,12.0,10.0,2.0,,,,,,,,,,,,,,
568,PT07M50.00S,2026-02-06T02:27:56.9Z,4,REGULAR,substitution,out,[],203468,,,1610612737,103,106,2026-02-06T02:28:06Z,5640000,False,,,0,,SUB out: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M50.00S,2026-02-06T02:27:56.9Z,4,REGULAR,substitution,out,[],1629111,,,1610612737,103,106,2026-02-06T02:28:06Z,5650000,False,,,0,,SUB out: J. Landale,[1629111],1610612737.0,ATL,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M50.00S,2026-02-06T02:27:56.9Z,4,REGULAR,substitution,out,[],1629004,,,1610612737,103,106,2026-02-06T02:28:06Z,5660000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT07M50.00S,2026-02-06T02:27:56.9Z,4,REGULAR,substitution,in,[],1642258,,,1610612737,103,106,2026-02-06T02:28:06Z,5670000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M50.00S,2026-02-06T02:27:56.9Z,4,REGULAR,substitution,in,[],1642854,,,1610612737,103,106,2026-02-06T02:28:06Z,5680000,False,,,0,,SUB in: A. Newell,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M50.00S,2026-02-06T02:27:56.9Z,4,REGULAR,substitution,in,[],1642846,,,1610612737,103,106,2026-02-06T02:28:06Z,5690000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M50.00S,2026-02-06T02:27:56.9Z,4,REGULAR,substitution,out,[],1630700,,,1610612737,103,106,2026-02-06T02:31:19Z,5695000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M50.00S,2026-02-06T02:27:56.9Z,4,REGULAR,substitution,in,[],1629638,,,1610612737,103,106,2026-02-06T02:31:19Z,5697500,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M50.00S,2026-02-06T02:28:22.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,103,106,2026-02-06T02:28:22Z,5700000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M37.00S,2026-02-06T02:31:29.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642854,93.77463863337714,49.754901960784316,1610612737,105,106,2026-02-06T02:31:34Z,5730000,False,-1.0,6.0,1,right,A. Newell DUNK (9 PTS) (J. Johnson 15 AST),"[1642854, 1630552]",1610612737.0,ATL,,,,Newell,A. Newell,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,,9.0,,,J. Johnson,1630552.0,15.0,,
581,PT07M22.00S,2026-02-06T02:31:47.4Z,4,REGULAR,foul,personal,[],1630552,,,1610612762,105,106,2026-02-06T02:31:53Z,5750000,False,,,0,,J. Johnson personal FOUL (3 PF),"[1630552, 1641729]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,1628172.0,,3.0,0.0,Sensabaugh,1641729.0,,,,,,,,
583,PT07M22.00S,2026-02-06T02:32:11.8Z,4,REGULAR,turnover,5-second-violation,['team'],0,,,1610612762,105,106,2026-02-06T02:32:22Z,5770000,False,,,0,,UTA 5-second-violation Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,1628172.0,,,,,,,,,,,,,
584,PT07M13.00S,2026-02-06T02:32:29.7Z,4,REGULAR,foul,personal,[],1641729,,,1610612737,105,106,2026-02-06T02:32:36Z,5780000,False,,,0,,B. Sensabaugh personal FOUL (4 PF),"[1641729, 1642854]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,,1628172.0,,4.0,0.0,Newell,1642854.0,,,,,,,,
586,PT07M05.00S,2026-02-06T02:32:52.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629638,85.3646517739816,47.549019607843135,1610612737,105,106,2026-02-06T02:33:04Z,5800000,False,-12.0,85.0,1,right,MISS N. Alexander-Walker 8' driving floating Shot,[1629638],1610612737.0,ATL,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Center,8.6,Missed,,,,,,,,,,,,,,,,,,
587,PT07M05.00S,2026-02-06T02:32:52.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,105,106,2026-02-06T02:33:04Z,5810000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,586.0,,,,,,,,,,,,,,,,,
588,PT07M05.00S,2026-02-06T02:32:59.5Z,4,REGULAR,foul,personal,[],1641729,,,1610612737,105,106,2026-02-06T02:33:03Z,5820000,False,,,0,,B. Sensabaugh loose ball personal FOUL (5 PF),"[1641729, 1642854]",1610612762.0,UTA,loose ball,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,5.0,0.0,Newell,1642854.0,,,,,,,,
590,PT06M55.00S,2026-02-06T02:33:32.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642258,91.27792378449409,55.14705882352941,1610612737,105,106,2026-02-06T02:34:15Z,5840000,False,26.0,29.0,1,right,MISS Z. Risacher driving floating Shot,[1642258],1610612737.0,ATL,driving floating,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,,,,,,,,
591,PT06M54.00S,2026-02-06T02:33:33.9Z,4,REGULAR,rebound,offensive,[],1630552,,,1610612737,105,106,2026-02-06T02:33:55Z,5850000,False,,,0,,J. Johnson REBOUND (Off:3 Def:10),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,590.0,13.0,10.0,3.0,,,,,,,,,,,,,,
592,PT06M54.00S,2026-02-06T02:33:37.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630552,94.40999984741211,50.0,1610612737,107,106,2026-02-06T02:33:37Z,5860000,False,0.0,0.0,1,right,J. Johnson tip Layup (15 PTS),[1630552],1610612737.0,ATL,tip,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,15.0,,,,,,,
593,PT06M54.00S,2026-02-06T02:33:42.3Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642271,,,1610612737,107,106,2026-02-06T02:33:52Z,5870000,False,,,0,,K. Filipowski shooting personal FOUL (5 PF) (Johnson 1 FT),"[1642271, 1630552]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,,5.0,0.0,Johnson,1630552.0,,,,,,,,
595,PT06M54.00S,2026-02-06T02:34:04.2Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1630552,,,1610612737,107,106,2026-02-06T02:34:06Z,5890000,False,,,0,,MISS J. Johnson Free Throw 1 of 1,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
596,PT06M53.00S,2026-02-06T02:34:05.2Z,4,REGULAR,rebound,defensive,[],1642271,,,1610612762,107,106,2026-02-06T02:34:05Z,5900000,False,,,0,,K. Filipowski REBOUND (Off:4 Def:9),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,595.0,13.0,9.0,4.0,,,,,,,,,,,,,,
