actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
351,PT10M18.00S,2022-10-23T02:03:03.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,8.492115637319317,3.9215686274509802,1610612763,68,42,2022-10-23T02:07:52Z,3460000,230.0,27.0,1,left,MISS D. Bane running 3PT,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Right Corner 3,24+ Right,,,23.2,Missed,,,,,,,,,,,,,,,,
352,PT10M14.00S,2022-10-23T02:03:07.3Z,3,REGULAR,rebound,defensive,[],203915,,,1610612742,68,42,2022-10-23T02:03:08Z,3470000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,,,,,,,,,351.0,1.0,1.0,0.0,,,,,,,,
353,PT10M01.00S,2022-10-23T02:03:20.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203915,94.03745072273325,53.18627450980392,1610612742,68,42,2022-10-23T02:03:27Z,3480000,16.0,4.0,1,right,MISS S. Dinwiddie driving Layup,[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,1.63,Missed,,,,,,,,,,,,,,,,
354,PT09M59.00S,2022-10-23T02:03:22.2Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,68,42,2022-10-23T02:03:27Z,3490000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,353.0,2.0,1.0,1.0,,,,,,,,
359,PT09M41.00S,2022-10-23T02:04:03.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203500,5.863994743758213,53.431372549019606,1610612763,68,42,2022-10-23T02:08:52Z,3520000,-17.0,3.0,1,left,MISS S. Adams Layup - blocked,"[203500, 201580]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,1.74,Missed,,,,,,,,,,,,,McGee,201580.0,,
360,PT09M41.00S,2022-10-23T02:04:03.9Z,3,REGULAR,block,,[],201580,,,1610612763,68,42,2022-10-23T02:04:06Z,3530000,,,0,,J. McGee BLOCK (2 BLK),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
361,PT09M37.00S,2022-10-23T02:04:07.9Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,68,42,2022-10-23T02:04:11Z,3540000,,,0,,L. Doncic REBOUND (Off:2 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,359.0,7.0,5.0,2.0,,,,,,,,
362,PT09M30.00S,2022-10-23T02:04:14.1Z,3,REGULAR,3pt,Jump Shot,[],203915,73.27529566360053,18.38235294117647,1610612742,71,42,2022-10-23T02:04:40Z,3550000,-158.0,199.0,1,right,S. Dinwiddie 25' 3PT  (12 PTS) (L. Doncic 7 AST),"[203915, 1629029]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,25.39,Made,12.0,L. Doncic,1629029.0,7.0,,,,,,,,,,,,
364,PT09M14.00S,2022-10-23T02:04:31.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.1268068331143235,51.470588235294116,1610612763,71,44,2022-10-23T02:16:43Z,3570000,-7.0,5.0,1,left,J. Morant reverse Layup (14 PTS),[1629630],1610612763.0,MEM,reverse,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,0.9,Made,14.0,,,,,,,,,,,,,,,
366,PT08M48.00S,2022-10-23T02:05:10.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,92.32917214191852,64.4607843137255,1610612742,71,44,2022-10-23T02:16:54Z,3590000,72.0,20.0,1,right,MISS S. Dinwiddie 7' driving floating Shot - blocked,"[203915, 203500]",1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,7.49,Missed,,,,,,,,,,,,,Adams,203500.0,,
367,PT08M48.00S,2022-10-23T02:05:10.0Z,3,REGULAR,block,,[],203500,,,1610612742,71,44,2022-10-23T02:05:12Z,3600000,,,0,,S. Adams BLOCK (3 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
368,PT08M43.00S,2022-10-23T02:05:15.0Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,71,44,2022-10-23T02:05:16Z,3610000,,,0,,S. Adams REBOUND (Off:1 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,366.0,3.0,2.0,1.0,,,,,,,,
369,PT08M42.00S,2022-10-23T02:05:16.1Z,3,REGULAR,turnover,bad pass,[],203500,,,1610612763,71,44,2022-10-23T02:05:29Z,3620000,,,0,,S. Adams bad pass TURNOVER (2 TO),"[203500, 1629029]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,Mid-Range,16-24 Center,,2.0,,,,,,,,,,,,,,,,,Doncic,1629029.0
370,PT08M42.00S,2022-10-23T02:05:16.1Z,3,REGULAR,steal,,[],1629029,,,1610612742,71,44,2022-10-23T02:05:18Z,3630000,,,0,,L. Doncic STEAL (2 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
371,PT08M41.00S,2022-10-23T02:05:19.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629029,93.64323258869908,50.73529411764706,1610612742,73,44,2022-10-23T02:11:29Z,3640000,4.0,7.0,1,right,L. Doncic DUNK (28 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,0.82,Made,28.0,,,,,,,,,,,,,,,
372,PT08M36.00S,2022-10-23T02:05:21.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630583,5.601182654402102,45.09803921568628,1610612763,73,46,2022-10-23T02:12:06Z,3650000,25.0,0.0,1,left,S. Aldama running DUNK (8 PTS) (D. Bane 3 AST),"[1630583, 1630217]",1610612763.0,MEM,running,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,2.45,Made,8.0,D. Bane,1630217.0,3.0,,,,,,,,,,,,
373,PT08M14.00S,2022-10-23T02:05:44.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,92.46057818659659,52.20588235294118,1610612742,73,46,2022-10-23T02:05:51Z,3660000,11.0,18.0,1,right,MISS L. Doncic driving floating Shot - blocked,"[1629029, 203500]",1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,2.14,Missed,,,,,,,,,,,,,Adams,203500.0,,
374,PT08M14.00S,2022-10-23T02:05:44.7Z,3,REGULAR,block,,[],203500,,,1610612742,73,46,2022-10-23T02:05:46Z,3670000,,,0,,S. Adams BLOCK (4 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
375,PT08M14.00S,2022-10-23T02:05:44.7Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,73,46,2022-10-23T02:05:51Z,3680000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,,,,,,,373.0,4.0,3.0,1.0,,,,,,,,
376,PT07M53.00S,2022-10-23T02:06:05.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203500,6.389618922470433,49.50980392156863,1610612763,73,48,2022-10-23T02:06:15Z,3690000,2.0,8.0,1,left,S. Adams driving Layup (2 PTS),[203500],1610612763.0,MEM,driving,,,Adams,S. Adams,,,,,Restricted Area,0-8 Center,,,0.8,Made,2.0,,,,,,,,,,,,,,,
377,PT07M37.00S,2022-10-23T02:06:20.7Z,3,REGULAR,turnover,bad pass,[],1627827,,,1610612742,73,48,2022-10-23T02:06:24Z,3700000,,,0,,D. Finney-Smith bad pass TURNOVER (1 TO),"[1627827, 1629630]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,,,,,,,Morant,1629630.0
379,PT07M37.00S,2022-10-23T02:06:20.7Z,3,REGULAR,steal,,[],1629630,,,1610612763,73,48,2022-10-23T02:06:22Z,3710000,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
380,PT07M34.00S,2022-10-23T02:06:24.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,6.652431011826544,46.07843137254902,1610612763,73,50,2022-10-23T02:06:30Z,3720000,20.0,10.0,1,left,D. Bane running reverse Layup (12 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,running reverse,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,2.2,Made,12.0,J. Morant,1629630.0,2.0,,,,,,,,,,,,
382,PT07M34.00S,2022-10-23T02:06:30.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,73,50,2022-10-23T02:06:30Z,3740000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT07M34.00S,2022-10-23T02:07:14.4Z,3,REGULAR,substitution,out,[],201580,,,1610612742,73,50,2022-10-23T02:09:05Z,3750000,,,0,,SUB out: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M34.00S,2022-10-23T02:07:14.4Z,3,REGULAR,substitution,in,[],1626174,,,1610612742,73,50,2022-10-23T02:09:05Z,3760000,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M20.00S,2022-10-23T02:09:38.4Z,3,REGULAR,foul,personal,['2freethrow'],203500,,,1610612742,73,50,2022-10-23T02:10:02Z,3770000,,,0,,S. Adams shooting personal FOUL (1 PF) (Doncic 2 FT),"[203500, 1629029]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,,,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,,,
387,PT07M20.00S,2022-10-23T02:10:08.6Z,3,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,74,50,2022-10-23T02:10:08Z,3790000,,,0,,L. Doncic Free Throw 1 of 2 (29 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,29.0,,,,,,,,,,,,,,,
388,PT07M20.00S,2022-10-23T02:10:27.9Z,3,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,75,50,2022-10-23T02:10:27Z,3800000,,,0,,L. Doncic Free Throw 2 of 2 (30 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,30.0,,,,,,,,,,,,,,,
389,PT07M03.00S,2022-10-23T02:10:49.7Z,3,REGULAR,turnover,bad pass,[],1630217,,,1610612763,75,50,2022-10-23T02:10:53Z,3810000,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 203493]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Left,,1.0,,,,,,,,,,,,,,,,,Bullock,203493.0
390,PT07M03.00S,2022-10-23T02:10:49.7Z,3,REGULAR,steal,,[],203493,,,1610612742,75,50,2022-10-23T02:10:51Z,3820000,,,0,,R. Bullock STEAL (1 STL),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
391,PT06M50.00S,2022-10-23T02:11:02.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,94.82588699080158,4.166666666666666,1610612742,78,50,2022-10-23T02:11:06Z,3830000,-229.0,-4.0,1,right,D. Finney-Smith 3PT  (3 PTS) (C. Wood 2 AST),"[1627827, 1626174]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,22.92,Made,3.0,C. Wood,1626174.0,2.0,,,,,,,,,,,,
393,PT06M41.00S,2022-10-23T02:11:10.8Z,3,REGULAR,3pt,Jump Shot,[],1629723,26.888961892247043,18.872549019607842,1610612763,78,53,2022-10-23T02:11:15Z,3850000,156.0,200.0,1,left,J. Konchar 25' 3PT  (3 PTS) (D. Bane 4 AST),"[1629723, 1630217]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,25.36,Made,3.0,D. Bane,1630217.0,4.0,,,,,,,,,,,,
395,PT06M26.00S,2022-10-23T02:11:25.7Z,3,REGULAR,3pt,Jump Shot,[],1629029,74.06373193166885,82.59803921568627,1610612742,78,53,2022-10-23T02:11:31Z,3870000,163.0,191.0,1,right,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,25.13,Missed,,,,,,,,,,,,,,,,
396,PT06M22.00S,2022-10-23T02:11:29.7Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,78,53,2022-10-23T02:11:31Z,3880000,,,0,,S. Aldama REBOUND (Off:2 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,,,395.0,6.0,4.0,2.0,,,,,,,,
397,PT06M16.00S,2022-10-23T02:11:35.9Z,3,REGULAR,turnover,bad pass,[],203500,,,1610612763,78,53,2022-10-23T02:11:39Z,3890000,,,0,,S. Adams bad pass TURNOVER (3 TO),"[203500, 1627827]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,In The Paint (Non-RA),0-8 Center,,3.0,,,,,,,,,,,,,,,,,Finney-Smith,1627827.0
398,PT06M16.00S,2022-10-23T02:11:35.9Z,3,REGULAR,steal,,[],1627827,,,1610612742,78,53,2022-10-23T02:11:37Z,3900000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
399,PT06M13.00S,2022-10-23T02:11:39.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627827,76.42904073587385,86.02941176470588,1610612742,78,53,2022-10-23T02:11:48Z,3910000,180.0,169.0,1,right,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,24.7,Missed,,,,,,,,,,,,,,,,
400,PT06M10.00S,2022-10-23T02:11:42.3Z,3,REGULAR,rebound,offensive,[],1626174,,,1610612742,78,53,2022-10-23T02:12:05Z,3920000,,,0,,C. Wood REBOUND (Off:2 Def:3),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,,,,,,,399.0,5.0,3.0,2.0,,,,,,,,
401,PT06M10.00S,2022-10-23T02:11:43.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1626174,94.40999984741211,50.0,1610612742,78,53,2022-10-23T02:12:33Z,3930000,0.0,0.0,1,right,MISS C. Wood tip Layup,[1626174],1610612742.0,DAL,tip,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
402,PT06M09.00S,2022-10-23T02:11:44.7Z,3,REGULAR,rebound,offensive,[],1626174,,,1610612742,78,53,2022-10-23T02:12:33Z,3940000,,,0,,C. Wood REBOUND (Off:3 Def:3),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,401.0,6.0,3.0,3.0,,,,,,,,
403,PT06M09.00S,2022-10-23T02:11:49.1Z,3,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612742,78,53,2022-10-23T02:11:56Z,3950000,,,0,,S. Aldama shooting personal FOUL (4 PF) (Wood 2 FT),"[1630583, 1626174]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,4.0,0.0,Wood,1626174.0,,,,
405,PT06M09.00S,2022-10-23T02:12:17.4Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626174,,,1610612742,79,53,2022-10-23T02:12:17Z,3970000,,,0,,C. Wood Free Throw 1 of 2 (13 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
406,PT06M09.00S,2022-10-23T02:12:18.1Z,3,REGULAR,substitution,out,[],203915,,,1610612742,79,53,2022-10-23T02:12:31Z,3980000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M09.00S,2022-10-23T02:12:18.1Z,3,REGULAR,substitution,out,[],1630583,,,1610612742,79,53,2022-10-23T02:12:31Z,3990000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M09.00S,2022-10-23T02:12:18.1Z,3,REGULAR,substitution,out,[],1630217,,,1610612742,79,53,2022-10-23T02:12:31Z,4000000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M09.00S,2022-10-23T02:12:18.1Z,3,REGULAR,substitution,in,[],203501,,,1610612742,79,53,2022-10-23T02:12:31Z,4010000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M09.00S,2022-10-23T02:12:18.1Z,3,REGULAR,substitution,in,[],1626145,,,1610612742,79,53,2022-10-23T02:12:31Z,4020000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M09.00S,2022-10-23T02:12:18.1Z,3,REGULAR,substitution,in,[],1631222,,,1610612742,79,53,2022-10-23T02:12:31Z,4030000,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M09.00S,2022-10-23T02:12:17.4Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626174,,,1610612742,79,53,2022-10-23T02:12:57Z,4040000,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
413,PT06M09.00S,2022-10-23T02:12:17.4Z,3,REGULAR,rebound,offensive,[],1627827,,,1610612742,79,53,2022-10-23T02:12:57Z,4050000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,412.0,3.0,1.0,2.0,,,,,,,,
414,PT06M09.00S,2022-10-23T02:12:45.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627827,94.40999984741211,50.0,1610612742,81,53,2022-10-23T02:12:45Z,4060000,0.0,0.0,1,right,D. Finney-Smith tip Layup (5 PTS),[1627827],1610612742.0,DAL,tip,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,8-16 Left,,,0.0,Made,5.0,,,,,,,,,,,,,,,
415,PT06M09.00S,2022-10-23T02:12:46.7Z,3,REGULAR,foul,personal,['1freethrow'],1631222,,,1610612742,81,53,2022-10-23T02:12:53Z,4070000,,,0,,J. LaRavia shooting personal FOUL (1 PF) (Finney-Smith 1 FT),"[1631222, 1627827]",1610612763.0,MEM,shooting,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,1626301.0,,,,,,,,,,,,1.0,0.0,Finney-Smith,1627827.0,,,,
417,PT06M09.00S,2022-10-23T02:13:01.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,81,53,2022-10-23T02:13:01Z,4090000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M09.00S,2022-10-23T02:16:01.5Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1627827,,,1610612742,81,53,2022-10-23T02:16:07Z,4100000,,,0,,MISS D. Finney-Smith Free Throw 1 of 1,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
419,PT06M06.00S,2022-10-23T02:16:04.5Z,3,REGULAR,rebound,defensive,[],1631222,,,1610612763,81,53,2022-10-23T02:16:07Z,4110000,,,0,,J. LaRavia REBOUND (Off:0 Def:2),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,418.0,2.0,2.0,0.0,,,,,,,,
420,PT05M56.00S,2022-10-23T02:16:15.4Z,3,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612763,81,53,2022-10-23T02:16:36Z,4120000,,,0,,C. Wood shooting personal FOUL (1 PF) (Morant 2 FT),"[1626174, 1629630]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,1193.0,,,,,,,,,,,,1.0,0.0,Morant,1629630.0,,,,
422,PT05M56.00S,2022-10-23T02:16:48.1Z,3,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,81,54,2022-10-23T02:16:48Z,4140000,,,0,,J. Morant Free Throw 1 of 2 (15 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
423,PT05M56.00S,2022-10-23T02:17:05.7Z,3,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,81,55,2022-10-23T02:17:05Z,4150000,,,0,,J. Morant Free Throw 2 of 2 (16 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
424,PT05M38.00S,2022-10-23T02:17:28.0Z,3,REGULAR,3pt,Jump Shot,[],1627827,93.51182654402102,4.901960784313726,1610612742,81,55,2022-10-23T02:17:32Z,4160000,-225.0,8.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,22.57,Missed,,,,,,,,,,,,,,,,
425,PT05M34.00S,2022-10-23T02:17:32.0Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,81,55,2022-10-23T02:17:32Z,4170000,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,,,,,,,,,424.0,2.0,1.0,1.0,,,,,,,,
426,PT05M31.00S,2022-10-23T02:17:37.9Z,3,REGULAR,foul,personal,[],203501,,,1610612763,81,55,2022-10-23T02:17:59Z,4180000,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 203500]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,1193.0,,,,,,,,,,,,1.0,0.0,Adams,203500.0,,,,
428,PT05M19.00S,2022-10-23T02:18:09.1Z,3,REGULAR,3pt,Jump Shot,[],1629630,29.517082785808146,26.96078431372549,1610612763,81,55,2022-10-23T02:18:15Z,4200000,115.0,225.0,1,left,MISS J. Morant 25' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,25.28,Missed,,,,,,,,,,,,,,,,
429,PT05M15.00S,2022-10-23T02:18:13.1Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,81,55,2022-10-23T02:18:15Z,4210000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,428.0,4.0,2.0,2.0,,,,,,,,
430,PT05M08.00S,2022-10-23T02:18:20.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.46057818659659,47.30392156862745,1610612742,81,55,2022-10-23T02:19:09Z,4220000,-13.0,18.0,1,right,MISS L. Doncic driving reverse Layup,[1629029],1610612742.0,DAL,driving reverse,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,2.28,Missed,,,,,,,,,,,,,,,,
431,PT05M04.00S,2022-10-23T02:18:24.0Z,3,REGULAR,rebound,offensive,[],1627827,,,1610612742,81,55,2022-10-23T02:18:24Z,4230000,,,0,,D. Finney-Smith REBOUND (Off:3 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,430.0,5.0,2.0,3.0,,,,,,,,
432,PT05M04.00S,2022-10-23T02:18:23.2Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627827,94.40999984741211,50.0,1610612742,83,55,2022-10-23T02:18:27Z,4240000,0.0,0.0,1,right,D. Finney-Smith putback DUNK (7 PTS),[1627827],1610612742.0,DAL,putback,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,0.0,Made,7.0,,,,,,,,,,,,,,,
433,PT05M02.00S,2022-10-23T02:18:26.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629723,5.075558475689881,47.30392156862745,1610612763,83,57,2022-10-23T02:18:32Z,4250000,13.0,-5.0,1,left,J. Konchar running finger roll Layup (5 PTS) (J. Morant 3 AST),"[1629723, 1629630]",1610612763.0,MEM,running finger roll,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,1.43,Made,5.0,J. Morant,1629630.0,3.0,,,,,,,,,,,,
435,PT04M49.00S,2022-10-23T02:18:38.1Z,3,REGULAR,3pt,Jump Shot,[],203493,94.30026281208936,4.901960784313726,1610612742,86,57,2022-10-23T02:18:42Z,4270000,-225.0,1.0,1,right,R. Bullock 3PT  (8 PTS) (D. Finney-Smith 1 AST),"[203493, 1627827]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,,,22.55,Made,8.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,,
