actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
508,PT00M42.10S,2025-12-21T01:50:30.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642845,68.67608409986859,78.67647058823529,1610612755,91,95,2025-12-21T01:50:35Z,5000000,False,143.0,242.0,1,right,MISS V. Edgecombe 28' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,28.12,Missed,,,,,,,,,,,,,,,,,,
509,PT00M38.20S,2025-12-21T01:50:33.9Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,91,95,2025-12-21T01:50:35Z,5010000,False,,,0,,P. Washington REBOUND (Off:0 Def:6),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,508.0,6.0,6.0,0.0,,,,,,,,,,,,,,
510,PT00M32.00S,2025-12-21T01:50:40.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,16.245072273324574,47.30392156862745,1610612742,91,97,2025-12-21T01:50:45Z,5020000,False,13.0,100.0,1,left,K. Thompson 10' driving floating Jump Shot (9 PTS) (P. Washington 1 AST),"[202691, 1629023]",1610612742.0,DAL,driving floating,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,10.11,Made,,,,,,,9.0,,,,,,,P. Washington,1629023.0,1.0,,
512,PT00M11.20S,2025-12-21T01:51:05.6Z,3,REGULAR,3pt,Jump Shot,[],1631133,76.69185282522996,92.15686274509804,1610612755,91,97,2025-12-21T01:51:10Z,5040000,False,211.0,167.0,1,right,MISS J. Walker 26' 3PT,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
513,PT00M07.80S,2025-12-21T01:51:09.0Z,3,REGULAR,rebound,defensive,[],1626156,,,1610612742,91,97,2025-12-21T01:51:10Z,5050000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,,,512.0,1.0,1.0,0.0,,,,,,,,,,,,,,
515,PT00M04.30S,2025-12-21T01:51:22.7Z,3,REGULAR,substitution,out,[],1629655,,,1610612742,91,97,2025-12-21T01:51:26Z,5070000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT00M04.30S,2025-12-21T01:51:22.7Z,3,REGULAR,substitution,in,[],203076,,,1610612742,91,97,2025-12-21T01:51:26Z,5080000,False,,,0,,SUB in: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT00M02.30S,2025-12-21T01:51:37.7Z,3,REGULAR,3pt,Jump Shot,[],203076,32.933639947437584,43.872549019607845,1610612742,91,97,2025-12-21T01:51:42Z,5090000,False,31.0,257.0,1,left,MISS A. Davis 25' 3PT,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,25.89,Missed,,,,,,,,,,,,,,,,,,
518,PT00M02.30S,2025-12-21T01:51:37.7Z,3,REGULAR,rebound,defensive,[],1642845,,,1610612755,91,97,2025-12-21T01:51:42Z,5100000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,,,517.0,2.0,1.0,1.0,,,,,,,,,,,,,,
519,PT00M00.00S,2025-12-21T01:51:44.3Z,3,REGULAR,period,end,[],0,,,1610612755,91,97,2025-12-21T01:51:44Z,5110000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2025-12-21T01:52:05.9Z,4,REGULAR,substitution,out,['startperiod'],1630314,,,1610612755,91,97,2025-12-21T01:54:10Z,5120000,False,,,0,,SUB out: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2025-12-21T01:52:05.9Z,4,REGULAR,substitution,in,['startperiod'],1642948,,,1610612755,91,97,2025-12-21T01:54:10Z,5130000,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2025-12-21T01:54:28.7Z,4,REGULAR,period,start,[],0,,,1610612755,91,97,2025-12-21T01:54:28Z,5140000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M48.00S,2025-12-21T01:54:40.3Z,4,REGULAR,3pt,Jump Shot,[],1642272,72.48685939553219,15.931372549019606,1610612755,94,97,2025-12-21T01:54:46Z,5150000,False,-170.0,206.0,1,right,J. McCain 26' 3PT  (10 PTS) (V. Edgecombe 2 AST),"[1642272, 1642845]",1610612755.0,PHI,,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,26.74,Made,,,,,,,10.0,,,,,,,V. Edgecombe,1642845.0,2.0,,
529,PT11M32.00S,2025-12-21T01:55:06.3Z,4,REGULAR,foul,personal,['2freethrow'],1642845,,,1610612742,94,97,2025-12-21T01:55:11Z,5200000,False,,,0,,V. Edgecombe shooting personal FOUL (4 PF) (Thompson 2 FT),"[1642845, 202691]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2534.0,,,,,4.0,0.0,Thompson,202691.0,,,,,
531,PT11M32.00S,2025-12-21T01:55:28.3Z,4,REGULAR,freethrow,1 of 2,[],202691,,,1610612742,94,97,2025-12-21T01:55:28Z,5220000,False,,,0,,MISS K. Thompson Free Throw 1 of 2,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
532,PT11M32.00S,2025-12-21T01:55:28.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,94,97,2025-12-21T01:55:28Z,5230000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,531.0,,,,,,,,,,,,,,,,,
533,PT11M32.00S,2025-12-21T01:55:46.5Z,4,REGULAR,freethrow,2 of 2,[],202691,,,1610612742,94,98,2025-12-21T01:55:46Z,5240000,False,,,0,,K. Thompson Free Throw 2 of 2 (10 PTS),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
534,PT11M04.00S,2025-12-21T01:56:15.6Z,4,REGULAR,3pt,Jump Shot,[],1641737,80.23981603153744,92.40196078431373,1610612755,97,98,2025-12-21T01:56:23Z,5250000,False,212.0,133.0,1,right,A. Bona 25' 3PT  (10 PTS) (J. McCain 4 AST),"[1641737, 1642272]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Above the Break 3,24+ Right Center,25.04,Made,,,,,,,10.0,,,,,,,J. McCain,1642272.0,4.0,,
536,PT10M45.00S,2025-12-21T01:56:34.7Z,4,REGULAR,2pt,Jump Shot,[],203076,17.821944809461236,67.15686274509804,1610612742,97,98,2025-12-21T01:56:38Z,5270000,False,-86.0,115.0,1,left,MISS A. Davis 14' fadeaway Shot,[203076],1610612742.0,DAL,fadeaway,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,14.35,Missed,,,,,,,,,,,,,,,,,,
537,PT10M43.00S,2025-12-21T01:56:36.7Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612755,97,98,2025-12-21T01:56:38Z,5280000,False,,,0,,J. Walker REBOUND (Off:2 Def:1),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Left,,,536.0,3.0,1.0,2.0,,,,,,,,,,,,,,
538,PT10M37.00S,2025-12-21T01:56:43.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.11760840998686,53.67647058823529,1610612755,99,98,2025-12-21T01:57:35Z,5290000,False,18.0,12.0,1,right,T. Maxey driving finger roll Layup (24 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,24.0,,,,,,,,,,,
539,PT10M15.00S,2025-12-21T01:57:04.9Z,4,REGULAR,2pt,Jump Shot,[],203076,5.995400788436268,75.98039215686273,1610612742,99,98,2025-12-21T01:57:13Z,5300000,False,-130.0,4.0,1,left,MISS A. Davis 13' turnaround Shot,[203076],1610612742.0,DAL,turnaround,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,13.0,Missed,,,,,,,,,,,,,,,,,,
540,PT10M14.00S,2025-12-21T01:57:05.9Z,4,REGULAR,rebound,offensive,[],1629023,,,1610612742,99,98,2025-12-21T01:57:13Z,5310000,False,,,0,,P. Washington REBOUND (Off:1 Def:6),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,539.0,7.0,6.0,1.0,,,,,,,,,,,,,,
541,PT10M14.00S,2025-12-21T01:57:10.7Z,4,REGULAR,foul,personal,['2freethrow'],1631133,,,1610612742,99,98,2025-12-21T01:57:17Z,5320000,False,,,0,,J. Walker shooting personal FOUL (4 PF) (Washington 2 FT),"[1631133, 1629023]",1610612755.0,PHI,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,2534.0,,,,,4.0,0.0,Washington,1629023.0,,,,,
543,PT10M14.00S,2025-12-21T01:57:34.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629023,,,1610612742,99,99,2025-12-21T01:57:34Z,5340000,False,,,0,,P. Washington Free Throw 1 of 2 (14 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
544,PT10M14.00S,2025-12-21T01:57:35.9Z,4,REGULAR,substitution,out,[],1626156,,,1610612742,99,99,2025-12-21T01:57:38Z,5350000,False,,,0,,SUB out: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT10M14.00S,2025-12-21T01:57:35.9Z,4,REGULAR,substitution,in,[],1642843,,,1610612742,99,99,2025-12-21T01:57:38Z,5360000,False,,,0,,SUB in: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT10M14.00S,2025-12-21T01:57:56.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629023,,,1610612742,99,100,2025-12-21T01:57:56Z,5370000,False,,,0,,P. Washington Free Throw 2 of 2 (15 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
547,PT10M00.00S,2025-12-21T01:58:11.3Z,4,REGULAR,3pt,Jump Shot,[],1630178,66.04796320630749,52.20588235294118,1610612755,102,100,2025-12-21T01:58:16Z,5380000,False,11.0,267.0,1,right,T. Maxey 26' 3PT  (27 PTS) (V. Edgecombe 3 AST),"[1630178, 1642845]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.68,Made,,,,,,,27.0,,,,,,,V. Edgecombe,1642845.0,3.0,,
549,PT09M40.00S,2025-12-21T01:58:32.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202691,7.5722733245729295,48.03921568627451,1610612742,102,100,2025-12-21T01:58:39Z,5400000,False,10.0,19.0,1,left,MISS K. Thompson driving finger roll Layup,[202691],1610612742.0,DAL,driving finger roll,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
550,PT09M34.00S,2025-12-21T01:58:38.1Z,4,REGULAR,rebound,offensive,[],203076,,,1610612742,102,100,2025-12-21T01:58:39Z,5410000,False,,,0,,A. Davis REBOUND (Off:4 Def:8),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,549.0,12.0,8.0,4.0,,,,,,,,,,,,,,
551,PT09M34.00S,2025-12-21T01:58:37.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,5.590000152587891,50.0,1610612742,102,102,2025-12-21T01:58:37Z,5420000,False,0.0,0.0,1,left,A. Davis tip Layup (20 PTS),[203076],1610612742.0,DAL,tip,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,20.0,,,,,,,,,,,
552,PT09M17.00S,2025-12-21T01:58:55.3Z,4,REGULAR,2pt,Jump Shot,[],1630178,85.49605781865965,70.09803921568627,1610612755,102,102,2025-12-21T01:59:01Z,5430000,False,100.0,84.0,1,right,MISS T. Maxey 13' step back Shot,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,13.09,Missed,,,,,,,,,,,,,,,,,,
553,PT09M10.00S,2025-12-21T01:59:02.3Z,4,REGULAR,rebound,offensive,[],1631133,,,1610612755,102,102,2025-12-21T01:59:01Z,5440000,False,,,0,,J. Walker REBOUND (Off:3 Def:1),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Right,,,552.0,4.0,1.0,3.0,,,,,,,,,,,,,,
554,PT09M10.00S,2025-12-21T01:59:01.2Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631133,94.40999984741211,50.0,1610612755,104,102,2025-12-21T01:59:10Z,5450000,False,0.0,0.0,1,right,J. Walker tip DUNK (2 PTS),[1631133],1610612755.0,PHI,tip,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,2.0,,,,,,,,,,,
555,PT08M56.00S,2025-12-21T01:59:16.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,7.30946123521682,37.99019607843137,1610612742,104,104,2025-12-21T01:59:19Z,5460000,False,60.0,16.0,1,left,C. Flagg 6' pullup Jump Shot (22 PTS),[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,6.21,Made,,,,,,,22.0,,,,,,,,,,,
556,PT08M42.00S,2025-12-21T01:59:30.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,88.91261498028909,50.73529411764706,1610612755,106,104,2025-12-21T01:59:35Z,5470000,False,4.0,52.0,1,right,T. Maxey driving floating Jump Shot (29 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.18,Made,,,,,,,29.0,,,,,,,,,,,
557,PT08M22.00S,2025-12-21T01:59:49.9Z,4,REGULAR,3pt,Jump Shot,[],202691,23.866622864651774,12.990196078431374,1610612742,106,104,2025-12-21T01:59:54Z,5480000,False,185.0,172.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
558,PT08M19.00S,2025-12-21T01:59:52.9Z,4,REGULAR,rebound,defensive,[],1631133,,,1610612755,106,104,2025-12-21T01:59:54Z,5490000,False,,,0,,J. Walker REBOUND (Off:3 Def:2),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,557.0,5.0,2.0,3.0,,,,,,,,,,,,,,
559,PT08M13.00S,2025-12-21T01:59:58.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642845,92.72339027595268,52.20588235294118,1610612755,108,104,2025-12-21T02:00:06Z,5500000,False,11.0,16.0,1,right,V. Edgecombe running finger roll Layup (24 PTS) (J. McCain 5 AST),"[1642845, 1642272]",1610612755.0,PHI,running finger roll,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,24.0,,,,,,,J. McCain,1642272.0,5.0,,
561,PT08M13.00S,2025-12-21T02:00:05.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,108,104,2025-12-21T02:00:05Z,5520000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT08M13.00S,2025-12-21T02:02:41.1Z,4,REGULAR,substitution,out,[],1642948,,,1610612742,108,104,2025-12-21T02:02:50Z,5530000,False,,,0,,SUB out: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M13.00S,2025-12-21T02:02:41.1Z,4,REGULAR,substitution,out,[],202691,,,1610612742,108,104,2025-12-21T02:02:50Z,5540000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M13.00S,2025-12-21T02:02:41.1Z,4,REGULAR,substitution,in,[],1630314,,,1610612742,108,104,2025-12-21T02:02:50Z,5550000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M13.00S,2025-12-21T02:02:41.1Z,4,REGULAR,substitution,in,[],1630230,,,1610612742,108,104,2025-12-21T02:02:50Z,5560000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT08M03.00S,2025-12-21T02:03:05.3Z,4,REGULAR,turnover,bad pass,[],1630314,,,1610612742,108,104,2025-12-21T02:03:14Z,5570000,False,,,0,,B. Williams bad pass TURNOVER (4 TO),"[1630314, 1631133]",1610612742.0,DAL,,,,Williams,B. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,4.0,,Walker,1631133.0,,,,,,,,,
567,PT08M03.00S,2025-12-21T02:03:05.3Z,4,REGULAR,steal,,[],1631133,,,1610612755,108,104,2025-12-21T02:03:51Z,5580000,False,,,0,,J. Walker STEAL (1 STL),[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
568,PT07M57.00S,2025-12-21T02:03:11.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642845,92.9862023653088,51.9607843137255,1610612755,108,104,2025-12-21T02:03:16Z,5590000,False,10.0,13.0,1,right,MISS V. Edgecombe Layup - blocked,"[1642845, 1629023]",1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
569,PT07M57.00S,2025-12-21T02:03:11.6Z,4,REGULAR,block,,[],1629023,,,1610612755,108,104,2025-12-21T02:03:14Z,5600000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
570,PT07M53.00S,2025-12-21T02:03:15.6Z,4,REGULAR,rebound,defensive,[],203076,,,1610612742,108,104,2025-12-21T02:03:16Z,5610000,False,,,0,,A. Davis REBOUND (Off:4 Def:9),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,568.0,13.0,9.0,4.0,,,,,,,,,,,,,,
571,PT07M47.00S,2025-12-21T02:03:20.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203076,13.091327201051248,48.77450980392157,1610612742,108,104,2025-12-21T02:03:26Z,5620000,False,6.0,71.0,1,left,MISS A. Davis 7' turnaround Hook,[203076],1610612742.0,DAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.09,Missed,,,,,,,,,,,,,,,,,,
572,PT07M44.00S,2025-12-21T02:03:23.4Z,4,REGULAR,rebound,defensive,[],1641737,,,1610612755,108,104,2025-12-21T02:03:26Z,5630000,False,,,0,,A. Bona REBOUND (Off:6 Def:2),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,In The Paint (Non-RA),0-8 Center,,,571.0,8.0,2.0,6.0,,,,,,,,,,,,,,
573,PT07M39.00S,2025-12-21T02:03:30.9Z,4,REGULAR,foul,personal,['2freethrow'],1642843,,,1610612755,108,104,2025-12-21T02:03:43Z,5640000,False,,,0,,C. Flagg shooting personal FOUL (3 PF) (Maxey 2 FT),"[1642843, 1630178]",1610612742.0,DAL,shooting,,,Flagg,C. Flagg,,,,,Mid-Range,8-16 Left,,,,,,,1627519.0,,,,,3.0,0.0,Maxey,1630178.0,,,,,
575,PT07M39.00S,2025-12-21T02:04:00.0Z,4,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,109,104,2025-12-21T02:04:51Z,5660000,False,,,0,,T. Maxey Free Throw 1 of 2 (30 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,30.0,,,,,,,,,,,
576,PT07M39.00S,2025-12-21T02:04:00.9Z,4,REGULAR,substitution,out,[],1629023,,,1610612755,109,104,2025-12-21T02:04:05Z,5670000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M39.00S,2025-12-21T02:04:00.9Z,4,REGULAR,substitution,in,[],1631108,,,1610612755,109,104,2025-12-21T02:04:05Z,5680000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M39.00S,2025-12-21T02:04:00.0Z,4,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,110,104,2025-12-21T02:04:51Z,5690000,False,,,0,,T. Maxey Free Throw 2 of 2 (31 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,31.0,,,,,,,,,,,
579,PT07M24.00S,2025-12-21T02:04:38.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,4.418528252299605,55.392156862745104,1610612742,110,104,2025-12-21T02:04:46Z,5700000,False,-27.0,-11.0,1,left,MISS C. Flagg driving Layup - blocked,"[1642843, 1641737]",1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,Bona,1641737.0
580,PT07M24.00S,2025-12-21T02:04:38.8Z,4,REGULAR,block,,[],1641737,,,1610612742,110,104,2025-12-21T02:04:41Z,5710000,False,,,0,,A. Bona BLOCK (1 BLK),[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
581,PT07M24.00S,2025-12-21T02:04:38.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,110,104,2025-12-21T02:04:46Z,5720000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,579.0,,,,,,,,,,,,,,,,,
583,PT07M18.00S,2025-12-21T02:05:03.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1642843,23.99802890932983,32.35294117647059,1610612742,110,104,2025-12-21T02:05:10Z,5740000,False,88.0,173.0,1,left,MISS C. Flagg 19' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right Center,19.43,Missed,,,,,,,,,,,,,,,,,,
584,PT07M13.00S,2025-12-21T02:05:08.2Z,4,REGULAR,rebound,offensive,[],203076,,,1610612742,110,104,2025-12-21T02:25:38Z,5750000,False,,,0,,A. Davis REBOUND (Off:5 Def:9),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,583.0,14.0,9.0,5.0,,,,,,,,,,,,,,
585,PT07M04.00S,2025-12-21T02:05:17.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642843,17.95335085413929,47.549019607843135,1610612742,110,104,2025-12-21T02:05:24Z,5760000,False,12.0,116.0,1,left,MISS C. Flagg 11' floating Shot,[1642843],1610612742.0,DAL,floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,11.69,Missed,,,,,,,,,,,,,,,,,,
586,PT07M00.00S,2025-12-21T02:05:21.2Z,4,REGULAR,rebound,defensive,[],1642845,,,1610612755,110,104,2025-12-21T02:05:24Z,5770000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:2),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,,,585.0,3.0,2.0,1.0,,,,,,,,,,,,,,
587,PT06M57.00S,2025-12-21T02:05:23.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642845,94.1688567674113,51.225490196078425,1610612755,112,104,2025-12-21T02:05:29Z,5780000,False,6.0,2.0,1,right,V. Edgecombe running finger roll Layup (26 PTS),[1642845],1610612755.0,PHI,running finger roll,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,,,26.0,,,,,,,,,,,
588,PT06M46.00S,2025-12-21T02:05:37.7Z,4,REGULAR,foul,offensive,[],203076,,,1610612742,112,104,2025-12-21T02:05:46Z,5790000,False,,,0,,A. Davis charge offensive FOUL (3 PF),"[203076, 1630178]",1610612742.0,DAL,charge,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627519.0,,,,,3.0,0.0,Maxey,1630178.0,,,,,
590,PT06M46.00S,2025-12-21T02:05:37.7Z,4,REGULAR,turnover,offensive foul,[],203076,,,1610612742,112,104,2025-12-21T02:05:37Z,5810000,False,,,0,,A. Davis offensive foul TURNOVER (1 TO),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627519.0,1.0,,,,,,,,,,,,
591,PT06M46.00S,2025-12-21T02:05:52.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,112,104,2025-12-21T02:05:52Z,5820000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M35.00S,2025-12-21T02:09:25.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,65.78515111695138,55.392156862745104,1610612755,115,104,2025-12-21T02:09:30Z,5840000,False,27.0,269.0,1,right,T. Maxey 27' 3PT  (34 PTS) (V. Edgecombe 4 AST),"[1630178, 1642845]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,27.05,Made,,,,,,,34.0,,,,,,,V. Edgecombe,1642845.0,4.0,,
