actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,playerName,playerNameI,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
350,PT08M35.00S,2026-04-05T00:27:18.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642845,74.32654402102497,12.745098039215685,1610612755,67,77,2026-04-05T00:33:42Z,3440000,False,-186.0,189.0,1,right,MISS V. Edgecombe 26' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Left Center,,,Edgecombe,V. Edgecombe,,,,,Missed,,26.52,,,,,,,,,,,
351,PT08M31.00S,2026-04-05T00:27:22.6Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,67,77,2026-04-05T00:36:50Z,3450000,False,,,0,,J. Duren REBOUND (Off:2 Def:5),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Duren,J. Duren,,,,,,,,,,,350.0,7.0,5.0,2.0,,,,
352,PT08M30.00S,2026-04-05T00:27:23.9Z,3,REGULAR,turnover,bad pass,[],1641709,,,1610612765,67,77,2026-04-05T00:27:27Z,3460000,False,,,0,,A. Thompson bad pass TURNOVER (4 TO),"[1641709, 1642845]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Center,,4.0,Thompson,A. Thompson,,,,,,,,,,,,,,,Edgecombe,1642845.0,,
353,PT08M30.00S,2026-04-05T00:27:23.9Z,3,REGULAR,steal,,[],1642845,,,1610612755,67,77,2026-04-05T00:27:25Z,3470000,False,,,0,,V. Edgecombe STEAL (1 STL),[1642845],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Center,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
356,PT08M25.00S,2026-04-05T00:27:56.2Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612755,67,77,2026-04-05T00:30:45Z,3500000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT08M25.00S,2026-04-05T00:31:01.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202331,92.59198423127464,48.28431372549019,1610612755,67,77,2026-04-05T00:35:32Z,3520000,False,-9.0,17.0,1,right,MISS P. George driving Layup - blocked,"[202331, 1641709]",1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,George,P. George,,,,,Missed,,1.91,,,,,,,,,,Thompson,1641709.0
363,PT08M25.00S,2026-04-05T00:31:01.0Z,3,REGULAR,block,,[],1641709,,,1610612755,67,77,2026-04-05T00:31:03Z,3530000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
364,PT08M25.00S,2026-04-05T00:31:01.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,67,77,2026-04-05T00:33:11Z,3540000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,362.0,,,,,,,
365,PT08M25.00S,2026-04-05T00:31:05.4Z,3,REGULAR,substitution,out,[],203083,,,1610612765,67,77,2026-04-05T00:31:11Z,3550000,False,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
366,PT08M25.00S,2026-04-05T00:31:05.4Z,3,REGULAR,substitution,in,[],1641737,,,1610612765,67,77,2026-04-05T00:31:11Z,3560000,False,,,0,,SUB in: A. Bona,[1641737],1610612755.0,PHI,,,,,,,,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,
367,PT08M03.00S,2026-04-05T00:31:25.1Z,3,REGULAR,3pt,Jump Shot,[],1642450,25.969119579500656,85.5392156862745,1610612765,67,80,2026-04-05T00:31:32Z,3570000,False,-178.0,192.0,1,left,D. Jenkins 26' 3PT  (16 PTS) (A. Thompson 2 AST),"[1642450, 1641709]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Jenkins,D. Jenkins,,,,,Made,16.0,26.13,A. Thompson,1641709.0,2.0,,,,,,,,
369,PT07M43.00S,2026-04-05T00:31:45.6Z,3,REGULAR,turnover,bad pass,[],202331,,,1610612755,67,80,2026-04-05T00:31:48Z,3590000,False,,,0,,P. George bad pass TURNOVER (2 TO),"[202331, 202699]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Center,,2.0,George,P. George,,,,,,,,,,,,,,,Harris,202699.0,,
370,PT07M43.00S,2026-04-05T00:31:45.6Z,3,REGULAR,steal,,[],202699,,,1610612765,67,80,2026-04-05T00:31:47Z,3600000,False,,,0,,T. Harris STEAL (2 STL),[202699],1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
371,PT07M40.00S,2026-04-05T00:31:50.6Z,3,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612765,67,80,2026-04-05T00:31:59Z,3610000,False,,,0,,K. Oubre Jr. shooting personal FOUL (3 PF) (Harris 2 FT),"[1626162, 202699]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,1830.0,,Oubre Jr.,K. Oubre Jr.,3.0,0.0,Harris,202699.0,,,,,,,,,,,,,,
373,PT07M40.00S,2026-04-05T00:32:25.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202699,,,1610612765,67,81,2026-04-05T00:37:16Z,3630000,False,,,0,,T. Harris Free Throw 1 of 2 (9 PTS),[202699],1610612765.0,DET,,,,,,,,,,,Harris,T. Harris,,,,,Made,9.0,,,,,,,,,,,,
374,PT07M40.00S,2026-04-05T00:32:27.0Z,3,REGULAR,substitution,out,[],1626162,,,1610612765,67,81,2026-04-05T00:32:31Z,3640000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
375,PT07M40.00S,2026-04-05T00:32:27.0Z,3,REGULAR,substitution,out,[],1642845,,,1610612765,67,81,2026-04-05T00:32:31Z,3650000,False,,,0,,SUB out: V. Edgecombe,[1642845],1610612755.0,PHI,,,,,,,,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
376,PT07M40.00S,2026-04-05T00:32:27.0Z,3,REGULAR,substitution,in,[],1629656,,,1610612765,67,81,2026-04-05T00:32:31Z,3660000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
377,PT07M40.00S,2026-04-05T00:32:27.0Z,3,REGULAR,substitution,in,[],1631230,,,1610612765,67,81,2026-04-05T00:32:31Z,3670000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
378,PT07M40.00S,2026-04-05T00:32:25.9Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",202699,,,1610612765,67,82,2026-04-05T00:37:16Z,3680000,False,,,0,,T. Harris Free Throw 2 of 2 (10 PTS),[202699],1610612765.0,DET,,,,,,,,,,,Harris,T. Harris,,,,,Made,10.0,,,,,,,,,,,,
379,PT07M16.00S,2026-04-05T00:33:16.6Z,3,REGULAR,2pt,Jump Shot,[],1629656,89.83245729303549,18.38235294117647,1610612755,67,82,2026-04-05T00:33:27Z,3690000,False,-158.0,43.0,1,right,MISS Q. Grimes 16' step back Shot,[1629656],1610612755.0,PHI,step back,,,,,,Mid-Range,16-24 Left,,,Grimes,Q. Grimes,,,,,Missed,,16.39,,,,,,,,,,,
380,PT07M13.00S,2026-04-05T00:33:19.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,67,82,2026-04-05T00:33:27Z,3700000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,379.0,,,,,,,
382,PT07M02.00S,2026-04-05T00:33:41.6Z,3,REGULAR,3pt,Jump Shot,[],1629130,32.53942181340342,55.63725490196079,1610612765,67,82,2026-04-05T00:38:20Z,3720000,False,-28.0,253.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Robinson,D. Robinson,,,,,Missed,,25.5,,,,,,,,,,,
383,PT06M59.00S,2026-04-05T00:33:44.6Z,3,REGULAR,rebound,defensive,[],202331,,,1610612755,67,82,2026-04-05T00:33:47Z,3730000,False,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,George,P. George,,,,,,,,,,,382.0,3.0,3.0,0.0,,,,
384,PT06M52.00S,2026-04-05T00:33:54.0Z,3,REGULAR,turnover,out-of-bounds,[],1641737,,,1610612755,67,82,2026-04-05T00:34:02Z,3740000,False,,,0,,A. Bona step out-of-bounds TURNOVER (1 TO),[1641737],1610612755.0,PHI,step,,,,,,In The Paint (Non-RA),0-8 Center,1830.0,1.0,Bona,A. Bona,,,,,,,,,,,,,,,,,,
385,PT06M34.00S,2026-04-05T00:34:21.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202699,10.85742444152431,66.42156862745098,1610612765,67,84,2026-04-05T00:39:07Z,3750000,False,-82.0,50.0,1,left,T. Harris 9' turnaround Jump Shot (12 PTS),[202699],1610612765.0,DET,turnaround,,,,,,Mid-Range,8-16 Left,,,Harris,T. Harris,,,,,Made,12.0,9.59,,,,,,,,,,,
386,PT06M21.00S,2026-04-05T00:34:34.8Z,3,REGULAR,turnover,out-of-bounds,[],202331,,,1610612755,67,84,2026-04-05T00:34:41Z,3760000,False,,,0,,P. George bad pass out-of-bounds TURNOVER (3 TO),[202331],1610612755.0,PHI,bad pass,,,,,,Above the Break 3,24+ Right Center,1830.0,3.0,George,P. George,,,,,,,,,,,,,,,,,,
387,PT06M21.00S,2026-04-05T00:34:40.5Z,3,REGULAR,substitution,out,[],1642450,,,1610612765,67,84,2026-04-05T00:34:42Z,3770000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,,,,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
388,PT06M21.00S,2026-04-05T00:34:40.5Z,3,REGULAR,substitution,in,[],1631204,,,1610612765,67,84,2026-04-05T00:34:42Z,3780000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
389,PT06M08.00S,2026-04-05T00:34:59.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,19.267411300919843,37.99019607843137,1610612765,67,84,2026-04-05T00:35:03Z,3790000,False,60.0,129.0,1,left,MISS T. Harris 14' Jump Shot,[202699],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Harris,T. Harris,,,,,Missed,,14.19,,,,,,,,,,,
390,PT06M06.00S,2026-04-05T00:35:01.3Z,3,REGULAR,rebound,defensive,[],1629656,,,1610612755,67,84,2026-04-05T00:35:01Z,3800000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Grimes,Q. Grimes,,,,,,,,,,,389.0,1.0,1.0,0.0,,,,
391,PT05M55.00S,2026-04-05T00:35:14.6Z,3,REGULAR,foul,personal,[],1641709,,,1610612755,67,84,2026-04-05T00:35:20Z,3810000,False,,,0,,A. Thompson personal FOUL (2 PF),"[1641709, 202331]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,1628171.0,,Thompson,A. Thompson,2.0,0.0,George,202331.0,,,,,,,,,,,,,,
394,PT05M42.00S,2026-04-05T00:35:51.4Z,3,REGULAR,2pt,Jump Shot,[],202331,80.23981603153744,82.84313725490196,1610612755,69,84,2026-04-05T00:35:56Z,3840000,False,164.0,133.0,1,right,P. George 21' Jump Shot (20 PTS),[202331],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right Center,,,George,P. George,,,,,Made,20.0,21.14,,,,,,,,,,,
396,PT05M23.00S,2026-04-05T00:36:10.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,17.16491458607096,41.17647058823529,1610612765,69,86,2026-04-05T00:36:14Z,3860000,False,44.0,109.0,1,left,M. Sasser 11' driving floating Jump Shot (5 PTS),[1631204],1610612765.0,DET,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,Sasser,M. Sasser,,,,,Made,5.0,11.75,,,,,,,,,,,
397,PT05M14.00S,2026-04-05T00:36:20.1Z,3,REGULAR,turnover,lost ball,[],1630178,,,1610612755,69,86,2026-04-05T00:36:24Z,3870000,False,,,0,,T. Maxey lost ball TURNOVER (2 TO),"[1630178, 202699]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Center,,2.0,Maxey,T. Maxey,,,,,,,,,,,,,,,Harris,202699.0,,
398,PT05M14.00S,2026-04-05T00:36:20.1Z,3,REGULAR,steal,,[],202699,,,1610612765,69,86,2026-04-05T00:36:21Z,3880000,False,,,0,,T. Harris STEAL (3 STL),[202699],1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
399,PT05M09.00S,2026-04-05T00:36:25.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641709,5.075558475689881,50.98039215686274,1610612765,69,88,2026-04-05T00:36:31Z,3890000,False,-5.0,-5.0,1,left,A. Thompson running DUNK (10 PTS) (T. Harris 2 AST),"[1641709, 202699]",1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,,,,,Made,10.0,0.69,T. Harris,202699.0,2.0,,,,,,,,
401,PT05M09.00S,2026-04-05T00:36:28.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,69,88,2026-04-05T00:36:28Z,3910000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M09.00S,2026-04-05T00:39:10.9Z,3,REGULAR,substitution,out,[],202331,,,1610612755,69,88,2026-04-05T00:39:28Z,3920000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,,,,,,,,George,P. George,,,,,,,,,,,,,,,,,,
403,PT05M09.00S,2026-04-05T00:39:10.9Z,3,REGULAR,substitution,out,[],1641709,,,1610612755,69,88,2026-04-05T00:39:28Z,3930000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
404,PT05M09.00S,2026-04-05T00:39:10.9Z,3,REGULAR,substitution,out,[],1629130,,,1610612755,69,88,2026-04-05T00:39:28Z,3940000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
405,PT05M09.00S,2026-04-05T00:39:10.9Z,3,REGULAR,substitution,in,[],1642845,,,1610612755,69,88,2026-04-05T00:39:28Z,3950000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,,,,,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,
406,PT05M09.00S,2026-04-05T00:39:10.9Z,3,REGULAR,substitution,in,[],1627747,,,1610612755,69,88,2026-04-05T00:39:28Z,3960000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
407,PT05M09.00S,2026-04-05T00:39:10.9Z,3,REGULAR,substitution,in,[],1628989,,,1610612755,69,88,2026-04-05T00:39:28Z,3970000,False,,,0,,SUB in: K. Huerter,[1628989],1610612765.0,DET,,,,,,,,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,
408,PT04M55.00S,2026-04-05T00:39:33.0Z,3,REGULAR,3pt,Jump Shot,[],1642845,90.3580814717477,3.1862745098039214,1610612755,72,88,2026-04-05T00:39:38Z,3980000,False,-234.0,38.0,1,right,V. Edgecombe 3PT  (16 PTS) (Q. Grimes 1 AST),"[1642845, 1629656]",1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,Edgecombe,V. Edgecombe,,,,,Made,16.0,23.72,Q. Grimes,1629656.0,1.0,,,,,,,,
410,PT04M37.00S,2026-04-05T00:39:57.5Z,3,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612765,72,88,2026-04-05T00:40:01Z,4000000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Duren 2 FT),"[1631230, 1631105]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1830.0,,Barlow,D. Barlow,1.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,
412,PT04M37.00S,2026-04-05T00:40:20.1Z,3,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,72,89,2026-04-05T00:40:20Z,4020000,False,,,0,,J. Duren Free Throw 1 of 2 (14 PTS),[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,Made,14.0,,,,,,,,,,,,
413,PT04M37.00S,2026-04-05T00:40:43.6Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,72,90,2026-04-05T00:40:43Z,4030000,False,,,0,,J. Duren Free Throw 2 of 2 (15 PTS),[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,Made,15.0,,,,,,,,,,,,
449,PT04M19.00S,2026-04-05T00:41:05.9Z,3,REGULAR,turnover,lost ball,[],1631230,,,1610612755,72,90,2026-04-05T00:46:10Z,4065000,False,,,0,,D. Barlow lost ball TURNOVER (1 TO),"[1631230, 202699]",1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,1.0,Barlow,D. Barlow,,,,,,,,,,,,,,,Harris,202699.0,,
450,PT04M19.00S,2026-04-05T00:41:05.9Z,3,REGULAR,steal,,[],202699,,,1610612765,72,90,2026-04-05T00:46:10Z,4067500,False,,,0,,T. Harris STEAL (4 STL),[202699],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
417,PT04M14.00S,2026-04-05T00:41:08.2Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202699,19.92444152431012,5.88235294117647,1610612765,72,93,2026-04-05T00:46:10Z,4070000,False,221.0,135.0,1,left,T. Harris 25' 3PT running (15 PTS) (C. LeVert 3 AST),"[202699, 1627747]",1610612765.0,DET,running,,,,,,Above the Break 3,24+ Right Center,,,Harris,T. Harris,,,,,Made,15.0,25.85,C. LeVert,1627747.0,3.0,,,,,,,,
419,PT04M02.00S,2026-04-05T00:41:21.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,86.15308804204993,52.450980392156865,1610612755,72,93,2026-04-05T00:45:33Z,4090000,False,12.0,78.0,1,right,MISS V. Edgecombe 7' fadeaway Shot,[1642845],1610612755.0,PHI,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,,,Edgecombe,V. Edgecombe,,,,,Missed,,7.87,,,,,,,,,,,
420,PT03M59.00S,2026-04-05T00:41:24.0Z,3,REGULAR,rebound,offensive,[],1641737,,,1610612755,72,93,2026-04-05T00:45:33Z,4100000,False,,,0,,A. Bona REBOUND (Off:2 Def:0),[1641737],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,Bona,A. Bona,,,,,,,,,,,419.0,2.0,0.0,2.0,,,,
421,PT03M58.00S,2026-04-05T00:41:23.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641737,91.5407358738502,48.28431372549019,1610612755,74,93,2026-04-05T00:46:00Z,4110000,False,-9.0,27.0,1,right,A. Bona putback Layup (8 PTS),[1641737],1610612755.0,PHI,putback,,,,,,Restricted Area,0-8 Center,,,Bona,A. Bona,,,,,Made,8.0,2.83,,,,,,,,,,,
422,PT03M37.00S,2026-04-05T00:41:45.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,6.389618922470433,45.83333333333333,1610612765,74,93,2026-04-05T00:47:22Z,4120000,False,21.0,8.0,1,left,MISS T. Harris driving floating bank Shot,[202699],1610612765.0,DET,driving floating bank,,,,,,Restricted Area,0-8 Center,,,Harris,T. Harris,,,,,Missed,,2.21,,,,,,,,,,,
423,PT03M36.00S,2026-04-05T00:41:46.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,74,93,2026-04-05T00:47:22Z,4130000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,422.0,,,,,,,
425,PT03M36.00S,2026-04-05T00:41:53.0Z,3,REGULAR,substitution,out,[],1631105,,,1610612755,74,93,2026-04-05T00:41:58Z,4150000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
426,PT03M36.00S,2026-04-05T00:41:53.0Z,3,REGULAR,substitution,in,[],1630194,,,1610612755,74,93,2026-04-05T00:41:58Z,4160000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
427,PT03M18.00S,2026-04-05T00:42:21.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,80.50262812089356,58.08823529411765,1610612755,76,93,2026-04-05T00:42:27Z,4170000,False,40.0,131.0,1,right,T. Maxey 13' driving floating Jump Shot (21 PTS),[1630178],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,Maxey,T. Maxey,,,,,Made,21.0,13.69,,,,,,,,,,,
428,PT03M02.00S,2026-04-05T00:42:36.1Z,3,REGULAR,3pt,Jump Shot,[],1630194,7.966491458607096,95.09803921568627,1610612765,76,93,2026-04-05T00:42:40Z,4180000,False,-225.0,22.0,1,left,MISS P. Reed 3PT,[1630194],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Reed,P. Reed,,,,,Missed,,22.66,,,,,,,,,,,
429,PT03M00.00S,2026-04-05T00:42:38.1Z,3,REGULAR,rebound,defensive,[],1642845,,,1610612755,76,93,2026-04-05T00:42:40Z,4190000,False,,,0,,V. Edgecombe REBOUND (Off:1 Def:2),[1642845],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,Edgecombe,V. Edgecombe,,,,,,,,,,,428.0,3.0,2.0,1.0,,,,
430,PT02M56.00S,2026-04-05T00:42:44.6Z,3,REGULAR,foul,personal,[],1628989,,,1610612755,76,93,2026-04-05T00:42:52Z,4200000,False,,,0,,K. Huerter personal FOUL (2 PF),"[1628989, 1629656]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,1628171.0,,Huerter,K. Huerter,2.0,0.0,Grimes,1629656.0,,,,,,,,,,,,,,
432,PT02M56.00S,2026-04-05T00:42:58.7Z,3,REGULAR,substitution,out,[],1631204,,,1610612755,76,93,2026-04-05T00:43:07Z,4220000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,,,,,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,
433,PT02M56.00S,2026-04-05T00:42:58.7Z,3,REGULAR,substitution,in,[],1642450,,,1610612755,76,93,2026-04-05T00:43:07Z,4230000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,,,,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
434,PT02M47.00S,2026-04-05T00:43:28.9Z,3,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612755,76,93,2026-04-05T00:43:38Z,4240000,False,,,0,,P. Reed shooting personal FOUL (3 PF) (Maxey 2 FT),"[1630194, 1630178]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),8-16 Center,200834.0,,Reed,P. Reed,3.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,
436,PT02M47.00S,2026-04-05T00:43:55.2Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,77,93,2026-04-05T00:43:55Z,4260000,False,,,0,,T. Maxey Free Throw 1 of 2 (22 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,,Maxey,T. Maxey,,,,,Made,22.0,,,,,,,,,,,,
437,PT02M47.00S,2026-04-05T00:44:10.1Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,78,93,2026-04-05T00:44:10Z,4270000,False,,,0,,T. Maxey Free Throw 2 of 2 (23 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,,Maxey,T. Maxey,,,,,Made,23.0,,,,,,,,,,,,
438,PT02M28.00S,2026-04-05T00:44:30.0Z,3,REGULAR,2pt,Jump Shot,[],1627747,9.411957950065702,79.90196078431373,1610612765,78,93,2026-04-05T00:44:35Z,4280000,False,-150.0,36.0,1,left,MISS C. LeVert 15' pullup Shot,[1627747],1610612765.0,DET,pullup,,,,,,Mid-Range,8-16 Left,,,LeVert,C. LeVert,,,,,Missed,,15.38,,,,,,,,,,,
439,PT02M26.00S,2026-04-05T00:44:32.0Z,3,REGULAR,rebound,defensive,[],1641737,,,1610612755,78,93,2026-04-05T00:44:35Z,4290000,False,,,0,,A. Bona REBOUND (Off:2 Def:1),[1641737],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,Bona,A. Bona,,,,,,,,,,,438.0,3.0,1.0,2.0,,,,
440,PT02M21.00S,2026-04-05T00:44:42.6Z,3,REGULAR,foul,personal,['2freethrow'],202699,,,1610612755,78,93,2026-04-05T00:44:49Z,4300000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Edgecombe 2 FT),"[202699, 1642845]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1830.0,,Harris,T. Harris,1.0,0.0,Edgecombe,1642845.0,,,,,,,,,,,,,,
442,PT02M21.00S,2026-04-05T00:45:07.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1642845,,,1610612755,78,93,2026-04-05T00:45:07Z,4320000,False,,,0,,MISS V. Edgecombe Free Throw 1 of 2,[1642845],1610612755.0,PHI,,,,,,,,,,,Edgecombe,V. Edgecombe,,,,,Missed,,,,,,,,,,,,,
443,PT02M21.00S,2026-04-05T00:45:07.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,78,93,2026-04-05T00:45:07Z,4330000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,442.0,,,,,,,
444,PT02M21.00S,2026-04-05T00:45:11.1Z,3,REGULAR,substitution,out,[],202699,,,1610612755,78,93,2026-04-05T00:45:13Z,4340000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
