actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
428,PT09M04.00S,2025-12-24T01:43:04.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,6.915243101182654,48.77450980392157,1610612751,63,70,2025-12-24T01:43:08Z,4220000,False,6.0,13.0,1,left,N. Claxton alley-oop Layup (13 PTS) (E. Dëmin 4 AST),"[1629651, 1642856]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,13.0,E. Dëmin,1642856.0,4.0,,,,,,,,
430,PT08M42.00S,2025-12-24T01:43:25.6Z,3,REGULAR,turnover,bad pass,[],203083,,,1610612755,63,70,2025-12-24T01:43:29Z,4240000,False,,,0,,A. Drummond bad pass TURNOVER (1 TO),"[203083, 1629008]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1.0,Porter Jr.,1629008.0,,,,,
431,PT08M42.00S,2025-12-24T01:43:25.6Z,3,REGULAR,steal,,[],1629008,,,1610612751,63,70,2025-12-24T01:43:27Z,4250000,False,,,0,,M. Porter Jr. STEAL (2 STL),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
433,PT08M35.00S,2025-12-24T01:43:37.5Z,3,REGULAR,foul,personal,[],1630178,,,1610612751,63,70,2025-12-24T01:43:53Z,4270000,False,,,0,,T. Maxey personal FOUL (3 PF),"[1630178, 1629008]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,2004.0,3.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,,,
435,PT08M35.00S,2025-12-24T01:43:59.2Z,3,REGULAR,substitution,out,[],1631133,,,1610612751,63,70,2025-12-24T01:44:03Z,4290000,False,,,0,,SUB out: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT08M35.00S,2025-12-24T01:43:59.2Z,3,REGULAR,substitution,in,[],1642348,,,1610612751,63,70,2025-12-24T01:44:03Z,4300000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT08M27.00S,2025-12-24T01:44:23.7Z,3,REGULAR,turnover,out-of-bounds,[],1629008,,,1610612751,63,70,2025-12-24T01:44:28Z,4310000,False,,,0,,M. Porter Jr. lost ball out-of-bounds TURNOVER (2 TO),[1629008],1610612751.0,BKN,lost ball,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left,,,,1626300.0,,,,,,,,,2.0,,,,,,,
438,PT08M09.00S,2025-12-24T01:44:49.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1642348,90.22667542706965,4.411764705882353,1610612755,63,70,2025-12-24T01:44:54Z,4320000,False,-228.0,39.0,1,right,MISS J. Edwards 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Left Corner 3,24+ Left,23.13,Missed,,,,,,,,,,,,,,,,,,
439,PT08M06.00S,2025-12-24T01:44:52.7Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,63,70,2025-12-24T01:44:54Z,4330000,False,,,0,,N. Claxton REBOUND (Off:3 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Left Corner 3,24+ Left,,,438.0,,,,,,,,,,,,,8.0,5.0,3.0,,
440,PT08M06.00S,2025-12-24T01:44:55.6Z,3,REGULAR,turnover,out-of-bounds,[],1629651,,,1610612751,63,70,2025-12-24T01:45:01Z,4340000,False,,,0,,N. Claxton bad pass out-of-bounds TURNOVER (1 TO),[1629651],1610612751.0,BKN,bad pass,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,2004.0,,,,,,,,,1.0,,,,,,,
442,PT07M55.00S,2025-12-24T01:45:45.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,93.77463863337714,55.88235294117647,1610612755,63,70,2025-12-24T01:45:52Z,4360000,False,29.0,6.0,1,right,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,,,,
443,PT07M51.00S,2025-12-24T01:45:49.8Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,63,70,2025-12-24T01:45:52Z,4370000,False,,,0,,A. Drummond REBOUND (Off:7 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,442.0,,,,,,,,,,,,,8.0,1.0,7.0,,
444,PT07M51.00S,2025-12-24T01:45:48.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203083,94.40999984741211,50.0,1610612755,63,70,2025-12-24T01:45:48Z,4380000,False,0.0,0.0,1,right,MISS A. Drummond tip Layup,[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
445,PT07M49.00S,2025-12-24T01:45:50.3Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,63,70,2025-12-24T01:45:50Z,4390000,False,,,0,,A. Drummond REBOUND (Off:8 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,,,444.0,,,,,,,,,,,,,9.0,1.0,8.0,,
446,PT07M49.00S,2025-12-24T01:45:50.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203083,94.40999984741211,50.0,1610612755,65,70,2025-12-24T01:45:50Z,4400000,False,0.0,0.0,1,right,A. Drummond tip Layup (10 PTS),[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,10.0,,,,,,,,,,,
447,PT07M29.00S,2025-12-24T01:46:10.4Z,3,REGULAR,3pt,Jump Shot,[],1642856,11.908672798948752,4.901960784313726,1610612751,65,73,2025-12-24T01:46:16Z,4410000,False,225.0,59.0,1,left,E. Dëmin 3PT  (8 PTS) (T. Mann 3 AST),"[1642856, 1629611]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Right Corner 3,24+ Right,23.32,Made,,,,,,,8.0,T. Mann,1629611.0,3.0,,,,,,,,
450,PT07M12.00S,2025-12-24T01:46:50.0Z,3,REGULAR,3pt,Jump Shot,[],1630178,65.78515111695138,46.568627450980394,1610612755,65,73,2025-12-24T01:46:57Z,4440000,False,-17.0,269.0,1,right,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.96,Missed,,,,,,,,,,,,,,,,,,
451,PT07M09.00S,2025-12-24T01:46:53.0Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612751,65,73,2025-12-24T01:46:57Z,4450000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:3),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,450.0,,,,,,,,,,,,,4.0,3.0,1.0,,
452,PT07M01.00S,2025-12-24T01:47:01.0Z,3,REGULAR,3pt,Jump Shot,[],1642856,33.459264126149804,61.274509803921575,1610612751,65,76,2025-12-24T01:47:15Z,4460000,False,-56.0,262.0,1,left,E. Dëmin 26' 3PT  (11 PTS) (N. Claxton 2 AST),"[1642856, 1629651]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,26.8,Made,,,,,,,11.0,N. Claxton,1629651.0,2.0,,,,,,,,
454,PT07M01.00S,2025-12-24T01:47:05.8Z,3,REGULAR,foul,personal,['1freethrow'],1630178,,,1610612751,65,76,2025-12-24T01:47:11Z,4480000,False,,,0,,T. Maxey shooting personal FOUL (4 PF) (Dëmin 1 FT),"[1630178, 1642856]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,2004.0,4.0,0.0,Dëmin,1642856.0,,,,,,,,,,,,
456,PT07M01.00S,2025-12-24T01:47:52.8Z,3,REGULAR,freethrow,1 of 1,[],1642856,,,1610612751,65,77,2025-12-24T01:47:52Z,4500000,False,,,0,,E. Dëmin Free Throw 1 of 1 (12 PTS),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
457,PT06M49.00S,2025-12-24T01:48:11.3Z,3,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612755,65,77,2025-12-24T01:48:22Z,4510000,False,,,0,,M. Porter Jr. shooting personal FOUL (2 PF) (Maxey 2 FT),"[1629008, 1630178]",1610612751.0,BKN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,2004.0,2.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
459,PT06M49.00S,2025-12-24T01:48:25.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,65,77,2025-12-24T01:48:25Z,4530000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT06M49.00S,2025-12-24T01:51:07.6Z,3,REGULAR,substitution,out,[],1642348,,,1610612755,65,77,2025-12-24T01:51:15Z,4540000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT06M49.00S,2025-12-24T01:51:07.6Z,3,REGULAR,substitution,in,[],203954,,,1610612755,65,77,2025-12-24T01:51:15Z,4550000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT06M49.00S,2025-12-24T01:51:36.1Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,66,77,2025-12-24T01:51:36Z,4560000,False,,,0,,T. Maxey Free Throw 1 of 2 (8 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
463,PT06M49.00S,2025-12-24T01:51:53.0Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,67,77,2025-12-24T01:51:53Z,4570000,False,,,0,,T. Maxey Free Throw 2 of 2 (9 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
464,PT06M31.00S,2025-12-24T01:52:12.9Z,3,REGULAR,3pt,Jump Shot,[],1641730,29.122864651773984,20.588235294117645,1610612751,67,77,2025-12-24T01:52:18Z,4580000,False,147.0,221.0,1,left,MISS N. Clowney 26' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,26.57,Missed,,,,,,,,,,,,,,,,,,
465,PT06M28.00S,2025-12-24T01:52:15.9Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,67,77,2025-12-24T01:52:18Z,4590000,False,,,0,,A. Drummond REBOUND (Off:8 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,464.0,,,,,,,,,,,,,10.0,2.0,8.0,,
466,PT06M21.00S,2025-12-24T01:52:25.5Z,3,REGULAR,foul,offensive,[],203954,,,1610612755,67,77,2025-12-24T01:52:34Z,4600000,False,,,0,,J. Embiid offensive FOUL (3 PF),"[203954, 1641730]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,1627539.0,3.0,0.0,Clowney,1641730.0,,,,,,,,,,,,
468,PT06M21.00S,2025-12-24T01:52:25.5Z,3,REGULAR,turnover,offensive foul,[],203954,,,1610612755,67,77,2025-12-24T01:52:25Z,4620000,False,,,0,,J. Embiid offensive foul TURNOVER (2 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,1627539.0,,,,,,,,,2.0,,,,,,,
469,PT06M05.00S,2025-12-24T01:52:57.0Z,3,REGULAR,turnover,bad pass,[],1629008,,,1610612751,67,77,2025-12-24T01:53:00Z,4630000,False,,,0,,M. Porter Jr. bad pass TURNOVER (3 TO),"[1629008, 202331]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,3.0,George,202331.0,,,,,
470,PT06M05.00S,2025-12-24T01:52:57.0Z,3,REGULAR,steal,,[],202331,,,1610612755,67,77,2025-12-24T01:53:33Z,4640000,False,,,0,,P. George STEAL (4 STL),[202331],1610612755.0,PHI,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
471,PT06M00.00S,2025-12-24T01:53:01.4Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642272,74.98357424441524,13.725490196078432,1610612755,67,77,2025-12-24T01:55:44Z,4650000,False,-181.0,183.0,1,right,MISS J. McCain 25' running pullup 3PT,[1642272],1610612755.0,PHI,running pullup,,,McCain,J. McCain,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
472,PT05M56.00S,2025-12-24T01:53:05.4Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612751,67,77,2025-12-24T01:53:09Z,4660000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,471.0,,,,,,,,,,,,,5.0,4.0,1.0,,
473,PT05M39.00S,2025-12-24T01:53:23.5Z,3,REGULAR,2pt,Jump Shot,[],1629008,6.652431011826544,75.98039215686273,1610612751,67,79,2025-12-24T01:53:29Z,4670000,False,-130.0,10.0,1,left,M. Porter Jr. 13' turnaround fadeaway Jump Shot (27 PTS) (E. Dëmin 5 AST),"[1629008, 1642856]",1610612751.0,BKN,turnaround fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,13.03,Made,,,,,,,27.0,E. Dëmin,1642856.0,5.0,,,,,,,,
475,PT05M19.00S,2025-12-24T01:53:42.9Z,3,REGULAR,2pt,Jump Shot,[],203954,78.40013140604468,36.76470588235294,1610612755,67,79,2025-12-24T01:53:48Z,4690000,False,-66.0,151.0,1,right,MISS J. Embiid 16' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,16.44,Missed,,,,,,,,,,,,,,,,,,
476,PT05M15.00S,2025-12-24T01:53:46.9Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,67,79,2025-12-24T01:53:48Z,4700000,False,,,0,,N. Claxton REBOUND (Off:3 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Left Center,,,475.0,,,,,,,,,,,,,9.0,6.0,3.0,,
477,PT05M08.00S,2025-12-24T01:53:54.1Z,3,REGULAR,3pt,Jump Shot,[],1629008,34.641918528252305,42.8921568627451,1610612751,67,79,2025-12-24T01:53:58Z,4710000,False,36.0,273.0,1,left,MISS M. Porter Jr. 27' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,27.54,Missed,,,,,,,,,,,,,,,,,,
478,PT05M05.00S,2025-12-24T01:53:57.1Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,67,79,2025-12-24T01:53:58Z,4720000,False,,,0,,A. Drummond REBOUND (Off:8 Def:3),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,477.0,,,,,,,,,,,,,11.0,3.0,8.0,,
479,PT05M00.00S,2025-12-24T01:54:04.6Z,3,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612755,67,79,2025-12-24T01:54:11Z,4730000,False,,,0,,N. Clowney shooting personal FOUL (4 PF) (George 2 FT),"[1641730, 202331]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,1626300.0,4.0,0.0,George,202331.0,,,,,,,,,,,,
481,PT05M00.00S,2025-12-24T01:54:41.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],202331,,,1610612755,68,79,2025-12-24T01:55:20Z,4750000,False,,,0,,P. George Free Throw 1 of 2 (13 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
482,PT05M00.00S,2025-12-24T01:54:42.7Z,3,REGULAR,substitution,out,[],1641730,,,1610612755,68,79,2025-12-24T01:54:46Z,4760000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT05M00.00S,2025-12-24T01:54:42.7Z,3,REGULAR,substitution,in,[],1642874,,,1610612755,68,79,2025-12-24T01:54:46Z,4770000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT05M00.00S,2025-12-24T01:54:41.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],202331,,,1610612755,68,79,2025-12-24T01:55:20Z,4780000,False,,,0,,MISS P. George Free Throw 2 of 2,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
485,PT04M58.00S,2025-12-24T01:54:43.7Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,68,79,2025-12-24T01:55:20Z,4790000,False,,,0,,N. Claxton REBOUND (Off:3 Def:7),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,484.0,,,,,,,,,,,,,10.0,7.0,3.0,,
486,PT04M45.00S,2025-12-24T01:55:34.4Z,3,REGULAR,foul,personal,['2freethrow'],203083,,,1610612751,68,79,2025-12-24T01:55:43Z,4800000,False,,,0,,A. Drummond shooting personal FOUL (1 PF) (Claxton 2 FT),"[203083, 1629651]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,,,,
488,PT04M45.00S,2025-12-24T01:56:01.8Z,3,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,68,80,2025-12-24T01:56:36Z,4820000,False,,,0,,N. Claxton Free Throw 1 of 2 (14 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
489,PT04M45.00S,2025-12-24T01:56:09.6Z,3,REGULAR,substitution,out,[],1630178,,,1610612751,68,80,2025-12-24T01:56:25Z,4830000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT04M45.00S,2025-12-24T01:56:09.6Z,3,REGULAR,substitution,out,[],202331,,,1610612751,68,80,2025-12-24T01:56:25Z,4840000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT04M45.00S,2025-12-24T01:56:09.6Z,3,REGULAR,substitution,in,[],1642348,,,1610612751,68,80,2025-12-24T01:56:25Z,4850000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT04M45.00S,2025-12-24T01:56:09.6Z,3,REGULAR,substitution,in,[],201569,,,1610612751,68,80,2025-12-24T01:56:25Z,4860000,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT04M45.00S,2025-12-24T01:56:01.8Z,3,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,68,80,2025-12-24T01:56:36Z,4870000,False,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
494,PT04M43.00S,2025-12-24T01:56:03.8Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,68,80,2025-12-24T01:56:36Z,4880000,False,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,493.0,,,,,,,,,,,,,4.0,4.0,0.0,,
495,PT04M31.00S,2025-12-24T01:56:46.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,93.11760840998686,51.470588235294116,1610612755,70,80,2025-12-24T01:56:51Z,4890000,False,7.0,12.0,1,right,A. Drummond Layup (12 PTS) (J. McCain 3 AST),"[203083, 1642272]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,12.0,J. McCain,1642272.0,3.0,,,,,,,,
497,PT04M12.00S,2025-12-24T01:57:05.7Z,3,REGULAR,3pt,Jump Shot,[],1629008,32.53942181340342,71.07843137254902,1610612751,70,80,2025-12-24T01:57:10Z,4910000,False,-105.0,253.0,1,left,MISS M. Porter Jr. 27' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,27.44,Missed,,,,,,,,,,,,,,,,,,
498,PT04M10.00S,2025-12-24T01:57:07.7Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,70,80,2025-12-24T01:57:10Z,4920000,False,,,0,,A. Drummond REBOUND (Off:8 Def:4),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Left Center,,,497.0,,,,,,,,,,,,,12.0,4.0,8.0,,
500,PT04M00.00S,2025-12-24T01:57:27.1Z,3,REGULAR,foul,technical,['1freethrow'],1642856,,,1610612755,70,80,2025-12-24T01:58:11Z,4940000,False,,,0,,E. Dëmin defensive-3-second technical FOUL (1 Tech),[1642856],1610612751.0,BKN,defensive-3-second,,,Dëmin,E. Dëmin,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,0.0,1.0,,,,,,,,,,,,,,
501,PT04M00.00S,2025-12-24T01:57:45.8Z,3,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,70,80,2025-12-24T01:57:45Z,4950000,False,,,0,,MISS J. Embiid technical Free Throw 1 of 1,[203954],1610612755.0,PHI,technical,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
502,PT04M00.00S,2025-12-24T01:57:45.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,70,80,2025-12-24T01:57:45Z,4960000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,501.0,,,,,,,,,,,,,,,,,
503,PT04M00.00S,2025-12-24T01:57:49.9Z,3,REGULAR,substitution,out,[],1642856,,,1610612755,70,80,2025-12-24T01:57:59Z,4970000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT04M00.00S,2025-12-24T01:57:49.9Z,3,REGULAR,substitution,out,[],1629611,,,1610612755,70,80,2025-12-24T01:57:59Z,4980000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT04M00.00S,2025-12-24T01:57:49.9Z,3,REGULAR,substitution,out,[],1629651,,,1610612755,70,80,2025-12-24T01:57:59Z,4990000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT04M00.00S,2025-12-24T01:57:49.9Z,3,REGULAR,substitution,in,[],1630533,,,1610612755,70,80,2025-12-24T01:57:59Z,5000000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT04M00.00S,2025-12-24T01:57:49.9Z,3,REGULAR,substitution,in,[],1630549,,,1610612755,70,80,2025-12-24T01:57:59Z,5010000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT04M00.00S,2025-12-24T01:57:49.9Z,3,REGULAR,substitution,in,[],1642849,,,1610612755,70,80,2025-12-24T01:57:59Z,5020000,False,,,0,,SUB in: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT03M45.00S,2025-12-24T01:58:24.1Z,3,REGULAR,turnover,3-second-violation,[],203954,,,1610612755,70,80,2025-12-24T01:58:35Z,5030000,False,,,0,,J. Embiid 3-second-violation TURNOVER (3 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,2004.0,,,,,,,,,3.0,,,,,,,
510,PT03M30.00S,2025-12-24T01:58:51.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630549,9.411957950065702,94.85294117647058,1610612751,70,83,2025-12-24T01:58:56Z,5040000,False,-224.0,36.0,1,left,D. Sharpe 3PT  (9 PTS) (N. Traore 1 AST),"[1630549, 1642849]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Left Corner 3,24+ Left,22.72,Made,,,,,,,9.0,N. Traore,1642849.0,1.0,,,,,,,,
514,PT03M13.00S,2025-12-24T01:59:17.8Z,3,REGULAR,turnover,out-of-bounds,[],1642272,,,1610612755,70,83,2025-12-24T02:00:50Z,5080000,False,,,0,,J. McCain lost ball out-of-bounds TURNOVER (2 TO),[1642272],1610612755.0,PHI,lost ball,,,McCain,J. McCain,,,,,In The Paint (Non-RA),8-16 Center,,,,2004.0,,,,,,,,,2.0,,,,,,,
515,PT02M59.00S,2025-12-24T01:59:32.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,23.209592641261498,14.215686274509803,1610612751,70,83,2025-12-24T01:59:37Z,5090000,False,179.0,166.0,1,left,MISS Z. Williams 24' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,24.38,Missed,,,,,,,,,,,,,,,,,,
516,PT02M55.00S,2025-12-24T01:59:36.3Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,70,83,2025-12-24T01:59:37Z,5100000,False,,,0,,A. Drummond REBOUND (Off:8 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,515.0,,,,,,,,,,,,,13.0,5.0,8.0,,
