actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
248,PT04M47.00S,2023-12-07T00:50:24.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202687,90.3580814717477,53.92156862745098,1610612763,42,42,2023-12-07T00:50:29Z,2460000,False,20.0,38.0,1,right,MISS B. Biyombo Hook,[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,,,,,,,,,,,,,,
249,PT04M45.00S,2023-12-07T00:50:26.1Z,2,REGULAR,rebound,defensive,[],202711,,,1610612765,42,42,2023-12-07T00:50:26Z,2470000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,248.0,2.0,2.0,0.0,,,,,,,,,,,,,,
250,PT04M39.00S,2023-12-07T00:50:33.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202711,7.178055190538765,43.872549019607845,1610612765,44,42,2023-12-07T00:50:39Z,2480000,False,31.0,15.0,1,left,B. Bogdanovic driving finger roll Layup (8 PTS),[202711],1610612765.0,DET,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,,,8.0,,,,,,,,,,,
251,PT04M20.00S,2023-12-07T00:50:53.4Z,2,REGULAR,turnover,traveling,[],1630217,,,1610612763,44,42,2023-12-07T00:50:58Z,2490000,False,,,0,,D. Bane traveling TURNOVER (1 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Mid-Range,16-24 Left,,,,,,,2004.0,1.0,,,,,,,,,,,,
252,PT04M08.00S,2023-12-07T00:51:20.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202711,21.50131406044678,12.254901960784313,1610612765,44,42,2023-12-07T00:51:24Z,2500000,False,189.0,150.0,1,left,MISS B. Bogdanovic 24' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,24.08,Missed,,,,,,,,,,,,,,,,,,
253,PT04M05.00S,2023-12-07T00:51:23.2Z,2,REGULAR,rebound,defensive,[],1631223,,,1610612763,44,42,2023-12-07T00:51:24Z,2510000,False,,,0,,D. Roddy REBOUND (Off:0 Def:3),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,252.0,3.0,3.0,0.0,,,,,,,,,,,,,,
254,PT03M58.00S,2023-12-07T00:51:30.8Z,2,REGULAR,turnover,lost ball,[],1631223,,,1610612763,44,42,2023-12-07T00:51:35Z,2520000,False,,,0,,D. Roddy lost ball TURNOVER (1 TO),"[1631223, 1631093]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,Ivey,1631093.0,,,,
255,PT03M58.00S,2023-12-07T00:51:30.8Z,2,REGULAR,steal,,[],1631093,,,1610612765,44,42,2023-12-07T01:04:14Z,2530000,False,,,0,,J. Ivey STEAL (2 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
256,PT03M54.00S,2023-12-07T00:51:34.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631093,4.5499342969776615,48.529411764705884,1610612765,46,42,2023-12-07T00:51:52Z,2540000,False,7.0,-10.0,1,left,J. Ivey running Layup (4 PTS),[1631093],1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,4.0,,,,,,,,,,,
257,PT03M36.00S,2023-12-07T00:51:52.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630217,92.59198423127464,62.00980392156863,1610612763,46,42,2023-12-07T00:55:32Z,2550000,False,60.0,17.0,1,right,MISS D. Bane 6' driving Hook,[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,6.24,Missed,,,,,,,,,,,,,,,,,,
258,PT03M34.00S,2023-12-07T00:51:54.1Z,2,REGULAR,rebound,offensive,[],1630217,,,1610612763,46,42,2023-12-07T00:51:58Z,2560000,False,,,0,,D. Bane REBOUND (Off:1 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,257.0,2.0,1.0,1.0,,,,,,,,,,,,,,
259,PT03M30.00S,2023-12-07T00:51:59.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630217,87.72996057818659,54.41176470588235,1610612763,46,42,2023-12-07T00:52:03Z,2570000,False,22.0,63.0,1,right,MISS D. Bane 6' driving Layup - blocked,"[1630217, 1631093]",1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,,,,,,,,Ivey,1631093.0,,,,,,,,,
264,PT03M30.00S,2023-12-07T00:51:59.2Z,2,REGULAR,block,,[],1631093,,,1610612763,46,42,2023-12-07T00:52:34Z,2575000,False,,,0,,J. Ivey BLOCK (1 BLK),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
260,PT03M27.00S,2023-12-07T00:52:02.2Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,46,42,2023-12-07T00:52:03Z,2580000,False,,,0,,J. Ivey REBOUND (Off:0 Def:2),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,259.0,2.0,2.0,0.0,,,,,,,,,,,,,,
261,PT03M25.00S,2023-12-07T00:52:03.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631105,5.338370565045992,52.20588235294118,1610612765,48,42,2023-12-07T00:52:13Z,2590000,False,-11.0,-2.0,1,left,J. Duren running alley-oop DUNK (6 PTS) (C. Cunningham 3 AST),"[1631105, 1630595]",1610612765.0,DET,running alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.12,Made,,,,,,,6.0,,,C. Cunningham,1630595.0,3.0,,,,,,
263,PT03M25.00S,2023-12-07T00:52:12.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,48,42,2023-12-07T00:52:12Z,2610000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M25.00S,2023-12-07T00:54:31.5Z,2,REGULAR,substitution,out,[],1631223,,,1610612763,48,42,2023-12-07T00:54:47Z,2620000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M25.00S,2023-12-07T00:54:31.5Z,2,REGULAR,substitution,out,[],202687,,,1610612763,48,42,2023-12-07T00:54:47Z,2630000,False,,,0,,SUB out: B. Biyombo,[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M25.00S,2023-12-07T00:54:31.5Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,48,42,2023-12-07T00:54:47Z,2640000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M25.00S,2023-12-07T00:54:31.5Z,2,REGULAR,substitution,in,[],1631246,,,1610612763,48,42,2023-12-07T00:54:47Z,2650000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M14.00S,2023-12-07T00:55:14.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,87.59855453350855,45.09803921568628,1610612763,48,44,2023-12-07T00:58:44Z,2660000,False,-25.0,64.0,1,right,J. Jackson Jr. 6' driving Hook (15 PTS) (D. Bane 3 AST),"[1628991, 1630217]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.86,Made,,,,,,,15.0,,,D. Bane,1630217.0,3.0,,,,,,
270,PT02M54.00S,2023-12-07T00:55:35.6Z,2,REGULAR,3pt,Jump Shot,[],1631093,14.931011826544022,3.1862745098039214,1610612765,51,44,2023-12-07T00:55:41Z,2670000,False,234.0,88.0,1,left,J. Ivey 25' 3PT  (7 PTS) (B. Bogdanovic 6 AST),"[1631093, 202711]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,25.01,Made,,,,,,,7.0,,,B. Bogdanovic,202711.0,6.0,,,,,,
272,PT02M39.00S,2023-12-07T00:55:53.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,93.38042049934296,50.0,1610612763,51,44,2023-12-07T01:05:56Z,2690000,False,0.0,10.0,1,right,MISS S. Aldama Layup,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,0.97,Missed,,,,,,,,,,,,,,,,,,
273,PT02M38.00S,2023-12-07T00:55:54.1Z,2,REGULAR,rebound,offensive,[],1630583,,,1610612763,51,44,2023-12-07T01:05:56Z,2700000,False,,,0,,S. Aldama REBOUND (Off:2 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,272.0,2.0,0.0,2.0,,,,,,,,,,,,,,
274,PT02M38.00S,2023-12-07T00:55:56.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630583,94.40999984741211,50.0,1610612763,51,44,2023-12-07T01:06:14Z,2710000,False,0.0,0.0,1,right,MISS S. Aldama tip Layup,[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
275,PT02M37.00S,2023-12-07T00:55:57.9Z,2,REGULAR,rebound,offensive,[],1630583,,,1610612763,51,44,2023-12-07T01:06:14Z,2720000,False,,,0,,S. Aldama REBOUND (Off:3 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,274.0,3.0,0.0,3.0,,,,,,,,,,,,,,
308,PT02M37.00S,2023-12-07T00:56:02.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,90.5880420499343,53.92156862745098,1610612763,51,44,2023-12-07T01:06:39Z,2725000,False,20.0,36.0,1,right,MISS S. Aldama tip Layup,[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,,,,,,,
309,PT02M36.00S,2023-12-07T00:56:03.0Z,2,REGULAR,rebound,defensive,[],202692,,,1610612765,51,44,2023-12-07T01:06:39Z,2727500,False,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,308.0,2.0,2.0,0.0,,,,,,,,,,,,,,
276,PT02M31.00S,2023-12-07T00:56:07.1Z,2,REGULAR,foul,offensive,[],1631105,,,1610612765,51,44,2023-12-07T01:06:39Z,2730000,False,,,0,,J. Duren offensive FOUL (1 PF),"[1631105, 1628991]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2004.0,,,,,,,,,,1.0,0.0,Jackson Jr.,1628991.0
278,PT02M31.00S,2023-12-07T00:56:07.1Z,2,REGULAR,turnover,offensive foul,[],1631105,,,1610612765,51,44,2023-12-07T00:56:07Z,2750000,False,,,0,,J. Duren offensive foul TURNOVER (1 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2004.0,1.0,,,,,,,,,,,,
280,PT02M19.00S,2023-12-07T00:56:33.2Z,2,REGULAR,foul,personal,['2freethrow'],202692,,,1610612763,51,44,2023-12-07T00:56:46Z,2770000,False,,,0,,A. Burks shooting personal FOUL (1 PF) (Bane 2 FT),"[202692, 1630217]",1610612765.0,DET,shooting,,,Burks,A. Burks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626301.0,,,,,,,,,,1.0,0.0,Bane,1630217.0
282,PT02M19.00S,2023-12-07T00:56:54.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630217,,,1610612763,51,45,2023-12-07T00:56:54Z,2790000,False,,,0,,D. Bane Free Throw 1 of 2 (14 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
286,PT02M19.00S,2023-12-07T00:57:02.8Z,2,REGULAR,substitution,out,[],1630583,,,1610612763,51,45,2023-12-07T00:57:05Z,2800000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M19.00S,2023-12-07T00:57:02.8Z,2,REGULAR,substitution,in,[],1629723,,,1610612763,51,45,2023-12-07T00:57:05Z,2810000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M19.00S,2023-12-07T00:57:17.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630217,,,1610612763,51,46,2023-12-07T00:57:17Z,2820000,False,,,0,,D. Bane Free Throw 2 of 2 (15 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
289,PT02M00.00S,2023-12-07T00:57:38.2Z,2,REGULAR,3pt,Jump Shot,[],202692,7.966491458607096,96.56862745098039,1610612765,51,46,2023-12-07T00:57:41Z,2830000,False,-233.0,22.0,1,left,MISS A. Burks 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,23.39,Missed,,,,,,,,,,,,,,,,,,
290,PT01M57.00S,2023-12-07T00:57:41.2Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,51,46,2023-12-07T00:57:41Z,2840000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:3),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Left Corner 3,24+ Left,,,289.0,3.0,3.0,0.0,,,,,,,,,,,,,,
291,PT01M43.00S,2023-12-07T00:57:54.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,85.10183968462549,59.55882352941176,1610612763,51,48,2023-12-07T01:02:04Z,2850000,False,48.0,88.0,1,right,J. Nowell 9' pullup Jump Shot (6 PTS) (D. Bane 4 AST),"[1629669, 1630217]",1610612763.0,MEM,pullup,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),8-16 Center,9.97,Made,,,,,,,6.0,,,D. Bane,1630217.0,4.0,,,,,,
292,PT01M26.00S,2023-12-07T00:58:11.8Z,2,REGULAR,turnover,bad pass,[],1630595,,,1610612765,51,48,2023-12-07T00:58:16Z,2860000,False,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1630217]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,,,Bane,1630217.0,,,,
293,PT01M26.00S,2023-12-07T00:58:11.8Z,2,REGULAR,steal,,[],1630217,,,1610612763,51,48,2023-12-07T00:58:14Z,2870000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
294,PT01M22.00S,2023-12-07T00:58:16.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630217,92.46057818659659,47.549019607843135,1610612763,51,50,2023-12-07T00:58:24Z,2880000,False,-12.0,18.0,1,right,D. Bane running Layup (17 PTS),[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,17.0,,,,,,,,,,,
295,PT01M06.00S,2023-12-07T00:58:32.6Z,2,REGULAR,turnover,bad pass,[],1630595,,,1610612765,51,50,2023-12-07T00:58:36Z,2890000,False,,,0,,C. Cunningham bad pass TURNOVER (2 TO),"[1630595, 1629723]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,,Konchar,1629723.0,,,,
296,PT01M06.00S,2023-12-07T00:58:32.6Z,2,REGULAR,steal,,[],1629723,,,1610612763,51,50,2023-12-07T00:58:34Z,2900000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
297,PT00M51.50S,2023-12-07T00:58:47.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628991,85.10183968462549,43.13725490196079,1610612763,51,52,2023-12-07T00:58:54Z,2910000,False,-34.0,88.0,1,right,J. Jackson Jr. 9' Hook (17 PTS) (D. Bane 5 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.4,Made,,,,,,,17.0,,,D. Bane,1630217.0,5.0,,,,,,
299,PT00M40.10S,2023-12-07T00:59:02.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,5.075558475689881,51.225490196078425,1610612765,53,52,2023-12-07T00:59:06Z,2930000,False,-6.0,-5.0,1,left,J. Ivey Layup (9 PTS) (B. Bogdanovic 7 AST),"[1631093, 202711]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,,,9.0,,,B. Bogdanovic,202711.0,7.0,,,,,,
301,PT00M29.90S,2023-12-07T00:59:14.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,91.27792378449409,54.166666666666664,1610612763,53,52,2023-12-07T00:59:18Z,2950000,False,21.0,29.0,1,right,MISS D. Bane driving Layup,[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.61,Missed,,,,,,,,,,,,,,,,,,
302,PT00M27.90S,2023-12-07T00:59:16.1Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,53,52,2023-12-07T00:59:18Z,2960000,False,,,0,,J. Duren REBOUND (Off:0 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,301.0,5.0,5.0,0.0,,,,,,,,,,,,,,
303,PT00M08.70S,2023-12-07T00:59:35.5Z,2,REGULAR,3pt,Jump Shot,[],202711,31.61957950065703,40.44117647058824,1610612765,56,52,2023-12-07T00:59:44Z,2970000,False,48.0,245.0,1,left,B. Bogdanovic 24' 3PT step back (11 PTS),[202711],1610612765.0,DET,step back,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,24.93,Made,,,,,,,11.0,,,,,,,,,,,
304,PT00M01.90S,2023-12-07T00:59:49.3Z,2,REGULAR,3pt,Jump Shot,[],1628991,70.38436268068331,73.2843137254902,1610612763,56,52,2023-12-07T00:59:53Z,2980000,False,116.0,226.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,25.41,Missed,,,,,,,,,,,,,,,,,,
305,PT00M01.90S,2023-12-07T00:59:49.3Z,2,REGULAR,rebound,defensive,[],202711,,,1610612765,56,52,2023-12-07T00:59:53Z,2990000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,304.0,3.0,3.0,0.0,,,,,,,,,,,,,,
306,PT00M00.00S,2023-12-07T00:59:53.4Z,2,REGULAR,period,end,[],0,,,1610612765,56,52,2023-12-07T00:59:53Z,3000000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2023-12-07T01:14:49.1Z,3,REGULAR,substitution,out,['startperiod'],202692,,,1610612765,56,52,2023-12-07T01:15:10Z,3010000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2023-12-07T01:14:49.1Z,3,REGULAR,substitution,out,['startperiod'],1631093,,,1610612765,56,52,2023-12-07T01:15:10Z,3020000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2023-12-07T01:14:49.1Z,3,REGULAR,substitution,out,['startperiod'],1631246,,,1610612765,56,52,2023-12-07T01:15:10Z,3030000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2023-12-07T01:14:49.1Z,3,REGULAR,substitution,out,['startperiod'],1629669,,,1610612765,56,52,2023-12-07T01:15:10Z,3040000,False,,,0,,SUB out: J. Nowell,[1629669],1610612763.0,MEM,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2023-12-07T01:14:49.1Z,3,REGULAR,substitution,out,['startperiod'],1629723,,,1610612765,56,52,2023-12-07T01:15:10Z,3050000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2023-12-07T01:14:49.1Z,3,REGULAR,substitution,in,['startperiod'],1630165,,,1610612765,56,52,2023-12-07T01:15:10Z,3060000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2023-12-07T01:14:49.1Z,3,REGULAR,substitution,in,['startperiod'],1630191,,,1610612765,56,52,2023-12-07T01:15:10Z,3070000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2023-12-07T01:14:49.1Z,3,REGULAR,substitution,in,['startperiod'],201565,,,1610612765,56,52,2023-12-07T01:15:10Z,3080000,False,,,0,,SUB in: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-12-07T01:14:49.1Z,3,REGULAR,substitution,in,['startperiod'],1631223,,,1610612765,56,52,2023-12-07T01:15:10Z,3090000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-12-07T01:14:49.1Z,3,REGULAR,substitution,in,['startperiod'],202687,,,1610612765,56,52,2023-12-07T01:15:10Z,3100000,False,,,0,,SUB in: B. Biyombo,[202687],1610612763.0,MEM,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2023-12-07T01:15:07.8Z,3,REGULAR,period,start,[],0,,,1610612765,56,52,2023-12-07T01:15:11Z,3110000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT11M44.00S,2023-12-07T01:15:23.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,92.85479632063075,35.53921568627451,1610612765,56,52,2023-12-07T01:15:43Z,3120000,False,-72.0,15.0,1,right,MISS K. Hayes 7' driving floating Shot,[1630165],1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,7.38,Missed,,,,,,,,,,,,,,,,,,
323,PT11M41.00S,2023-12-07T01:15:26.1Z,3,REGULAR,rebound,defensive,[],1631223,,,1610612763,56,52,2023-12-07T01:15:28Z,3130000,False,,,0,,D. Roddy REBOUND (Off:0 Def:4),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,322.0,4.0,4.0,0.0,,,,,,,,,,,,,,
324,PT11M37.00S,2023-12-07T01:15:30.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201565,7.440867279894875,46.81372549019608,1610612763,56,52,2023-12-07T01:16:57Z,3140000,False,16.0,17.0,1,left,MISS D. Rose running Layup - blocked,"[201565, 1631105]",1610612763.0,MEM,running,,,Rose,D. Rose,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,Duren,1631105.0,,,,,,,,,
325,PT11M37.00S,2023-12-07T01:15:30.5Z,3,REGULAR,block,,[],1631105,,,1610612763,56,52,2023-12-07T01:15:33Z,3150000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
326,PT11M32.00S,2023-12-07T01:15:35.5Z,3,REGULAR,rebound,offensive,[],1631223,,,1610612763,56,52,2023-12-07T01:15:40Z,3160000,False,,,0,,D. Roddy REBOUND (Off:1 Def:4),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,324.0,5.0,4.0,1.0,,,,,,,,,,,,,,
328,PT11M28.00S,2023-12-07T01:15:39.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628991,7.178055190538765,96.32352941176471,1610612763,56,52,2023-12-07T01:16:00Z,3180000,False,-232.0,15.0,1,left,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,23.21,Missed,,,,,,,,,,,,,,,,,,
329,PT11M26.00S,2023-12-07T01:15:41.1Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,56,52,2023-12-07T01:26:24Z,3190000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,,,328.0,1.0,1.0,0.0,,,,,,,,,,,,,,
330,PT11M12.00S,2023-12-07T01:15:54.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,91.01511169513797,48.03921568627451,1610612765,56,52,2023-12-07T01:16:08Z,3200000,False,-10.0,32.0,1,right,MISS J. Duren Layup - blocked,"[1631105, 202687]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.35,Missed,,,,,,,,Biyombo,202687.0,,,,,,,,,
