actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
514,PT00M05.30S,2023-11-28T01:46:50.7Z,3,REGULAR,substitution,out,[],1631204,,,1610612765,82,91,2023-11-28T01:48:17Z,4970000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M05.30S,2023-11-28T01:46:50.7Z,3,REGULAR,substitution,in,[],1641709,,,1610612765,82,91,2023-11-28T01:48:17Z,4980000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT00M05.30S,2023-11-28T01:47:14.5Z,3,REGULAR,freethrow,1 of 1,[],202692,,,1610612765,83,91,2023-11-28T01:47:14Z,4990000,False,,,0,,A. Burks Free Throw 1 of 1 (8 PTS),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
517,PT00M01.90S,2023-11-28T01:47:21.9Z,3,REGULAR,3pt,Jump Shot,[],1628398,37.13863337713535,23.774509803921568,1610612764,83,94,2023-11-28T01:52:20Z,5000000,False,131.0,297.0,1,left,K. Kuzma 32' 3PT pullup (25 PTS) (C. Kispert 1 AST),"[1628398, 1630557]",1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,32.43,Made,,,,,25.0,,,C. Kispert,1630557.0,1.0,,,,,,,,
519,PT00M01.10S,2023-11-28T01:47:31.0Z,3,REGULAR,turnover,out-of-bounds,[],1641709,,,1610612765,83,94,2023-11-28T01:47:37Z,5020000,False,,,0,,A. Thompson bad pass out-of-bounds TURNOVER (1 TO),[1641709],1610612765.0,DET,bad pass,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202007.0,1.0,,,,,,
521,PT00M00.60S,2023-11-28T01:50:17.5Z,3,REGULAR,turnover,out-of-bounds,[],1629013,,,1610612764,83,94,2023-11-28T01:59:56Z,5040000,False,,,0,,L. Shamet bad pass out-of-bounds TURNOVER (1 TO),[1629013],1610612764.0,WAS,bad pass,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,,,,,,
522,PT00M00.00S,2023-11-28T01:50:54.1Z,3,REGULAR,period,end,[],0,,,1610612765,83,94,2023-11-28T01:50:54Z,5050000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2023-11-28T01:53:16.1Z,4,REGULAR,substitution,out,['startperiod'],1641709,,,1610612765,83,94,2023-11-28T01:53:30Z,5060000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2023-11-28T01:53:16.1Z,4,REGULAR,substitution,out,['startperiod'],1628398,,,1610612765,83,94,2023-11-28T01:53:30Z,5070000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2023-11-28T01:53:16.1Z,4,REGULAR,substitution,in,['startperiod'],1631204,,,1610612765,83,94,2023-11-28T01:53:30Z,5080000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2023-11-28T01:53:16.1Z,4,REGULAR,substitution,in,['startperiod'],1630166,,,1610612765,83,94,2023-11-28T01:53:30Z,5090000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2023-11-28T01:53:31.0Z,4,REGULAR,period,start,[],0,,,1610612765,83,94,2023-11-28T01:53:31Z,5100000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT11M46.00S,2023-11-28T01:53:45.0Z,4,REGULAR,3pt,Jump Shot,[],202692,80.3712220762155,4.901960784313726,1610612765,83,94,2023-11-28T01:53:50Z,5110000,False,-225.0,132.0,1,right,MISS A. Burks 26' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
531,PT11M42.00S,2023-11-28T01:53:49.0Z,4,REGULAR,rebound,defensive,[],1641731,,,1610612764,83,94,2023-11-28T01:53:50Z,5120000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:3),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,530.0,3.0,3.0,0.0,,,,,,,,,,,,,,
532,PT11M33.00S,2023-11-28T01:54:00.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,8.886333771353483,49.26470588235294,1610612764,83,96,2023-11-28T01:55:40Z,5130000,False,4.0,31.0,1,left,D. Avdija driving Layup (15 PTS),[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,15.0,,,,,,,,,,,,,
534,PT11M33.00S,2023-11-28T01:54:02.1Z,4,REGULAR,foul,personal,['1freethrow'],1630165,,,1610612764,83,96,2023-11-28T01:54:15Z,5140000,False,,,0,,K. Hayes shooting personal FOUL (1 PF) (Avdija 1 FT),"[1630165, 1630166]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203054.0,,,,1.0,2.0,Avdija,1630166.0
536,PT11M33.00S,2023-11-28T01:54:10.1Z,4,REGULAR,substitution,out,[],1630191,,,1610612764,83,96,2023-11-28T01:54:43Z,5160000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT11M33.00S,2023-11-28T01:54:10.1Z,4,REGULAR,substitution,in,[],1631105,,,1610612764,83,96,2023-11-28T01:54:43Z,5170000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT11M33.00S,2023-11-28T01:54:25.4Z,4,REGULAR,freethrow,1 of 1,[],1630166,,,1610612764,83,97,2023-11-28T01:54:25Z,5180000,False,,,0,,D. Avdija Free Throw 1 of 1 (16 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
539,PT11M20.00S,2023-11-28T01:54:39.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,87.46714848883047,62.745098039215684,1610612765,83,97,2023-11-28T01:54:45Z,5190000,False,64.0,65.0,1,right,MISS M. Sasser 9' floating Shot,[1631204],1610612765.0,DET,floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Right,9.12,Missed,,,,,,,,,,,,,,,,,,
540,PT11M17.00S,2023-11-28T01:54:43.1Z,4,REGULAR,rebound,offensive,[],1630165,,,1610612765,83,97,2023-11-28T01:54:43Z,5200000,False,,,0,,K. Hayes REBOUND (Off:1 Def:3),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Right,,,539.0,4.0,3.0,1.0,,,,,,,,,,,,,,
541,PT11M15.00S,2023-11-28T01:54:45.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202692,90.88370565045992,95.34313725490196,1610612765,83,97,2023-11-28T01:54:50Z,5210000,False,227.0,33.0,1,right,MISS A. Burks 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Right Corner 3,24+ Right,22.91,Missed,,,,,,,,,,,,,,,,,,
542,PT11M10.00S,2023-11-28T01:54:50.6Z,4,REGULAR,rebound,defensive,[],1629013,,,1610612764,83,97,2023-11-28T01:54:50Z,5220000,False,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Right Corner 3,24+ Right,,,541.0,1.0,1.0,0.0,,,,,,,,,,,,,,
543,PT10M54.00S,2023-11-28T01:55:05.7Z,4,REGULAR,2pt,Jump Shot,[],201568,17.69053876478318,32.35294117647059,1610612764,83,99,2023-11-28T01:55:09Z,5230000,False,88.0,114.0,1,left,D. Gallinari 14' fadeaway Jump Shot (12 PTS),[201568],1610612764.0,WAS,fadeaway,,,Gallinari,D. Gallinari,,,,,Mid-Range,8-16 Right,14.4,Made,,,,,12.0,,,,,,,,,,,,,
544,PT10M41.00S,2023-11-28T01:55:18.7Z,4,REGULAR,3pt,Jump Shot,[],1630587,93.11760840998686,3.9215686274509802,1610612765,83,99,2023-11-28T01:55:22Z,5240000,False,-230.0,12.0,1,right,MISS I. Livers 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Left Corner 3,24+ Left,23.07,Missed,,,,,,,,,,,,,,,,,,
545,PT10M39.00S,2023-11-28T01:55:20.7Z,4,REGULAR,rebound,defensive,[],1630557,,,1610612764,83,99,2023-11-28T01:55:22Z,5250000,False,,,0,,C. Kispert REBOUND (Off:0 Def:4),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,,,544.0,4.0,4.0,0.0,,,,,,,,,,,,,,
546,PT10M36.00S,2023-11-28T01:55:29.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,5.075558475689881,60.5392156862745,1610612764,83,99,2023-11-28T01:58:33Z,5260000,False,-53.0,-5.0,1,left,MISS D. Avdija running Layup - blocked,"[1630166, 1630165]",1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,Hayes,1630165.0,,,,,,,,,,,
547,PT10M36.00S,2023-11-28T01:55:29.3Z,4,REGULAR,block,,[],1630165,,,1610612764,83,99,2023-11-28T01:55:32Z,5270000,False,,,0,,K. Hayes BLOCK (3 BLK),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
551,PT10M33.00S,2023-11-28T01:55:32.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,83,99,2023-11-28T01:56:07Z,5280000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,546.0,,,,,,,,,,,,,,,,,
548,PT10M33.00S,2023-11-28T01:56:02.7Z,4,REGULAR,jumpball,recovered,[],0,,,1610612765,83,99,2023-11-28T01:56:02Z,5290000,False,,,0,,Jump Ball K. Hayes vs. D. Avdija: Tip to Team (DET),"[1630165, 1630166]",1610612765.0,DET,heldball,Team (DET),,,,Hayes,1630165.0,Avdija,1630166.0,,,,,,,,,,,,,,,,,,,,,,
552,PT10M33.00S,2023-11-28T01:56:03.5Z,4,REGULAR,substitution,out,[],1630165,,,1610612765,83,99,2023-11-28T01:56:24Z,5320000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT10M33.00S,2023-11-28T01:56:03.5Z,4,REGULAR,substitution,out,[],202692,,,1610612765,83,99,2023-11-28T01:56:24Z,5330000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT10M33.00S,2023-11-28T01:56:03.5Z,4,REGULAR,substitution,in,[],1641709,,,1610612765,83,99,2023-11-28T01:56:24Z,5350000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT10M33.00S,2023-11-28T01:56:03.5Z,4,REGULAR,substitution,in,[],1630595,,,1610612765,83,99,2023-11-28T01:56:24Z,5360000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT10M20.00S,2023-11-28T01:56:35.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,94.03745072273325,48.529411764705884,1610612765,85,99,2023-11-28T01:56:39Z,5380000,False,-7.0,4.0,1,right,A. Thompson driving Layup (16 PTS) (C. Cunningham 5 AST),"[1641709, 1630595]",1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,16.0,,,C. Cunningham,1630595.0,5.0,,,,,,,,
560,PT10M10.00S,2023-11-28T01:56:45.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,7.178055190538765,43.872549019607845,1610612764,85,101,2023-11-28T01:56:50Z,5400000,False,31.0,15.0,1,left,L. Shamet driving Layup (7 PTS),[1629013],1610612764.0,WAS,driving,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,7.0,,,,,,,,,,,,,
561,PT09M51.00S,2023-11-28T01:57:04.1Z,4,REGULAR,turnover,bad pass,[],1630587,,,1610612765,85,101,2023-11-28T01:57:07Z,5410000,False,,,0,,I. Livers bad pass TURNOVER (2 TO),"[1630587, 1641731]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2.0,Coulibaly,1641731.0,,,,
562,PT09M51.00S,2023-11-28T01:57:04.1Z,4,REGULAR,steal,,[],1641731,,,1610612764,85,101,2023-11-28T01:57:05Z,5420000,False,,,0,,B. Coulibaly STEAL (2 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
563,PT09M47.00S,2023-11-28T01:57:07.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641731,4.681340341655716,49.50980392156863,1610612764,85,103,2023-11-28T01:57:15Z,5430000,False,2.0,-8.0,1,left,B. Coulibaly running DUNK (5 PTS),[1641731],1610612764.0,WAS,running,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,5.0,,,,,,,,,,,,,
564,PT09M45.00S,2023-11-28T01:57:16.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,85,103,2023-11-28T01:57:16Z,5440000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT09M45.00S,2023-11-28T01:59:10.4Z,4,REGULAR,substitution,out,[],1630587,,,1610612765,85,103,2023-11-28T01:59:39Z,5450000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT09M45.00S,2023-11-28T01:59:10.4Z,4,REGULAR,substitution,in,[],1631093,,,1610612765,85,103,2023-11-28T01:59:39Z,5470000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT09M29.00S,2023-11-28T02:00:19.9Z,4,REGULAR,3pt,Jump Shot,[],1630595,75.90341655716163,87.99019607843137,1610612765,85,103,2023-11-28T02:00:25Z,5490000,False,190.0,174.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
570,PT09M26.00S,2023-11-28T02:00:22.9Z,4,REGULAR,rebound,offensive,[],1631105,,,1610612765,85,103,2023-11-28T02:00:25Z,5500000,False,,,0,,J. Duren REBOUND (Off:6 Def:6),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,569.0,12.0,6.0,6.0,,,,,,,,,,,,,,
571,PT09M24.00S,2023-11-28T02:00:25.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,67.09921156373193,30.88235294117647,1610612765,85,103,2023-11-28T02:00:29Z,5510000,False,-96.0,257.0,1,right,MISS C. Cunningham 27' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,27.4,Missed,,,,,,,,,,,,,,,,,,
572,PT09M21.00S,2023-11-28T02:00:28.1Z,4,REGULAR,rebound,defensive,[],1630557,,,1610612764,85,103,2023-11-28T02:00:30Z,5520000,False,,,0,,C. Kispert REBOUND (Off:0 Def:5),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,571.0,5.0,5.0,0.0,,,,,,,,,,,,,,
573,PT09M16.00S,2023-11-28T02:00:35.9Z,4,REGULAR,foul,personal,[],1641709,,,1610612764,85,103,2023-11-28T02:00:49Z,5530000,False,,,0,,A. Thompson personal FOUL (3 PF),"[1641709, 1630166]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,203054.0,,,,3.0,0.0,Avdija,1630166.0
575,PT09M08.00S,2023-11-28T02:01:07.6Z,4,REGULAR,foul,personal,[],1641709,,,1610612764,85,103,2023-11-28T02:01:13Z,5550000,False,,,0,,A. Thompson personal FOUL (4 PF),"[1641709, 1630166]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,203054.0,,,,4.0,0.0,Avdija,1630166.0
577,PT09M08.00S,2023-11-28T02:01:39.5Z,4,REGULAR,foul,offensive,[],1630166,,,1610612764,85,103,2023-11-28T02:01:53Z,5570000,False,,,0,,D. Avdija offensive FOUL (3 PF),"[1630166, 1641709]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202007.0,,,,3.0,1.0,Thompson,1641709.0
579,PT09M08.00S,2023-11-28T02:01:39.5Z,4,REGULAR,turnover,offensive foul,[],1630166,,,1610612764,85,103,2023-11-28T02:01:39Z,5590000,False,,,0,,D. Avdija offensive foul TURNOVER (3 TO),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202007.0,3.0,,,,,,
580,PT08M57.00S,2023-11-28T02:01:51.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631204,72.48685939553219,19.362745098039216,1610612765,88,103,2023-11-28T02:02:10Z,5600000,False,-153.0,206.0,1,right,M. Sasser 25' 3PT  (7 PTS) (C. Cunningham 6 AST),"[1631204, 1630595]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,25.68,Made,,,,,7.0,,,C. Cunningham,1630595.0,6.0,,,,,,,,
582,PT08M44.00S,2023-11-28T02:02:04.6Z,4,REGULAR,3pt,Jump Shot,[],201568,34.641918528252305,51.225490196078425,1610612764,88,106,2023-11-28T02:02:14Z,5620000,False,-6.0,273.0,1,left,D. Gallinari 27' 3PT  (15 PTS) (L. Shamet 3 AST),"[201568, 1629013]",1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,Above the Break 3,24+ Center,27.32,Made,,,,,15.0,,,L. Shamet,1629013.0,3.0,,,,,,,,
584,PT08M32.00S,2023-11-28T02:02:18.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.72339027595268,46.32352941176471,1610612765,90,106,2023-11-28T02:02:23Z,5640000,False,-18.0,16.0,1,right,J. Duren Layup (9 PTS) (M. Sasser 3 AST),"[1631105, 1631204]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,9.0,,,M. Sasser,1631204.0,3.0,,,,,,,,
586,PT08M32.00S,2023-11-28T02:02:22.1Z,4,REGULAR,foul,personal,['1freethrow'],1629013,,,1610612765,90,106,2023-11-28T02:02:55Z,5660000,False,,,0,,L. Shamet shooting personal FOUL (1 PF) (Duren 1 FT),"[1629013, 1631105]",1610612764.0,WAS,shooting,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203054.0,,,,1.0,0.0,Duren,1631105.0
588,PT08M32.00S,2023-11-28T02:02:31.7Z,4,REGULAR,substitution,out,[],1641709,,,1610612765,90,106,2023-11-28T02:02:53Z,5680000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT08M32.00S,2023-11-28T02:02:31.7Z,4,REGULAR,substitution,in,[],1630649,,,1610612765,90,106,2023-11-28T02:02:53Z,5690000,False,,,0,,SUB in: S. Umude,[1630649],1610612765.0,DET,,,,Umude,S. Umude,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT08M32.00S,2023-11-28T02:03:02.0Z,4,REGULAR,freethrow,1 of 1,[],1631105,,,1610612765,90,106,2023-11-28T02:03:06Z,5700000,False,,,0,,MISS J. Duren Free Throw 1 of 1,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
591,PT08M28.00S,2023-11-28T02:03:06.0Z,4,REGULAR,rebound,offensive,[],1630649,,,1610612765,90,106,2023-11-28T02:03:06Z,5710000,False,,,0,,S. Umude REBOUND (Off:1 Def:0),[1630649],1610612765.0,DET,,,,Umude,S. Umude,,,,,,,,,590.0,1.0,0.0,1.0,,,,,,,,,,,,,,
592,PT08M27.00S,2023-11-28T02:03:05.9Z,4,REGULAR,turnover,bad pass,[],1630649,,,1610612765,90,106,2023-11-28T02:03:10Z,5720000,False,,,0,,S. Umude bad pass TURNOVER (1 TO),"[1630649, 1629013]",1610612765.0,DET,,,,Umude,S. Umude,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Shamet,1629013.0,,,,
593,PT08M27.00S,2023-11-28T02:03:05.9Z,4,REGULAR,steal,,[],1629013,,,1610612764,90,106,2023-11-28T02:03:08Z,5730000,False,,,0,,L. Shamet STEAL (2 STL),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
594,PT08M17.00S,2023-11-28T02:03:24.7Z,4,REGULAR,foul,technical,['1freethrow'],1631105,,,1610612764,90,106,2023-11-28T02:03:34Z,5740000,False,,,0,,J. Duren defensive-3-second technical FOUL (1 Tech),[1631105],1610612765.0,DET,defensive-3-second,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,,,,4.0,1.0,,
595,PT08M17.00S,2023-11-28T02:03:48.2Z,4,REGULAR,freethrow,1 of 1,[],201568,,,1610612764,90,107,2023-11-28T02:03:48Z,5750000,False,,,0,,D. Gallinari technical Free Throw 1 of 1 (16 PTS),[201568],1610612764.0,WAS,technical,,,Gallinari,D. Gallinari,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
596,PT08M09.00S,2023-11-28T02:04:04.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630166,22.815374507227332,86.27450980392157,1610612764,90,107,2023-11-28T02:04:10Z,5760000,False,-181.0,162.0,1,left,MISS D. Avdija 24' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,24.32,Missed,,,,,,,,,,,,,,,,,,
597,PT08M04.00S,2023-11-28T02:04:09.9Z,4,REGULAR,rebound,defensive,[],1631093,,,1610612765,90,107,2023-11-28T02:04:10Z,5770000,False,,,0,,J. Ivey REBOUND (Off:2 Def:3),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,596.0,5.0,3.0,2.0,,,,,,,,,,,,,,
598,PT08M04.00S,2023-11-28T02:04:12.3Z,4,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612765,90,107,2023-11-28T02:04:25Z,5780000,False,,,0,,C. Kispert shooting personal FOUL (4 PF) (Ivey 2 FT),"[1630557, 1631093]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202007.0,,,,4.0,0.0,Ivey,1631093.0
600,PT08M04.00S,2023-11-28T02:04:32.9Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1631093,,,1610612765,90,107,2023-11-28T02:04:54Z,5800000,False,,,0,,MISS J. Ivey Free Throw 1 of 2,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
601,PT08M04.00S,2023-11-28T02:04:32.9Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612765,90,107,2023-11-28T02:04:54Z,5810000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,
602,PT08M04.00S,2023-11-28T02:04:32.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1631093,,,1610612765,91,107,2023-11-28T02:04:54Z,5820000,False,,,0,,J. Ivey Free Throw 2 of 2 (10 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
603,PT07M46.00S,2023-11-28T02:05:08.3Z,4,REGULAR,3pt,Jump Shot,[],201568,27.414586070959263,77.45098039215686,1610612764,91,107,2023-11-28T02:05:13Z,5830000,False,-137.0,205.0,1,left,MISS D. Gallinari 24' 3PT,[201568],1610612764.0,WAS,,,,Gallinari,D. Gallinari,,,,,Above the Break 3,24+ Left Center,24.69,Missed,,,,,,,,,,,,,,,,,,
604,PT07M42.00S,2023-11-28T02:05:12.3Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,91,107,2023-11-28T02:05:13Z,5840000,False,,,0,,J. Duren REBOUND (Off:6 Def:7),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,603.0,13.0,7.0,6.0,,,,,,,,,,,,,,
605,PT07M38.00S,2023-11-28T02:05:15.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631093,93.11760840998686,51.9607843137255,1610612765,93,107,2023-11-28T02:05:48Z,5850000,False,10.0,12.0,1,right,J. Ivey running Layup (12 PTS),[1631093],1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,12.0,,,,,,,,,,,,,
606,PT07M38.00S,2023-11-28T02:05:20.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,93,107,2023-11-28T02:05:20Z,5860000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
