actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
259,PT06M16.00S,2022-12-24T01:53:18.0Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,31,43,2022-12-24T01:53:32Z,2580000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M59.00S,2022-12-24T01:53:58.5Z,2,REGULAR,3pt,Jump Shot,[],203915,25.443495400788436,84.55882352941177,1610612742,31,46,2022-12-24T01:54:04Z,2590000,False,-173.0,187.0,1,left,S. Dinwiddie 25' 3PT  (3 PTS) (L. Doncic 4 AST),"[203915, 1629029]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,25.44,Made,,3.0,L. Doncic,1629029.0,4.0,,,,,,,,,,,,,
262,PT05M43.00S,2022-12-24T01:54:16.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629029,,,1610612745,31,46,2022-12-24T01:54:31Z,2610000,False,,,0,,L. Doncic personal FOUL (2 PF) (Sengun 2 FT),"[1629029, 1630578]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,101283.0,2.0,0.0,Sengun,1630578.0,,,,,
264,PT05M43.00S,2022-12-24T01:54:52.9Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,32,46,2022-12-24T01:54:52Z,2630000,False,,,0,,A. Sengun Free Throw 1 of 2 (7 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
265,PT05M43.00S,2022-12-24T01:54:53.5Z,2,REGULAR,substitution,out,[],1630528,,,1610612745,32,46,2022-12-24T01:55:07Z,2640000,False,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M43.00S,2022-12-24T01:54:53.5Z,2,REGULAR,substitution,out,[],1626174,,,1610612745,32,46,2022-12-24T01:55:07Z,2650000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M43.00S,2022-12-24T01:54:53.5Z,2,REGULAR,substitution,in,[],1629645,,,1610612745,32,46,2022-12-24T01:55:07Z,2660000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M43.00S,2022-12-24T01:54:53.5Z,2,REGULAR,substitution,in,[],203939,,,1610612745,32,46,2022-12-24T01:55:07Z,2670000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M43.00S,2022-12-24T01:55:19.3Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,33,46,2022-12-24T01:55:19Z,2680000,False,,,0,,A. Sengun Free Throw 2 of 2 (8 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
270,PT05M24.00S,2022-12-24T01:55:39.0Z,2,REGULAR,3pt,Jump Shot,[],203493,7.966491458607096,3.9215686274509802,1610612742,33,46,2022-12-24T01:55:46Z,2690000,False,230.0,22.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Right Corner 3,24+ Right,23.15,Missed,,,,,,,,,,,,,,,,,,
271,PT05M23.00S,2022-12-24T01:55:40.0Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,33,46,2022-12-24T01:55:46Z,2700000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,270.0,,,,,5.0,4.0,1.0,,,,,,,,,,
272,PT05M03.00S,2022-12-24T01:55:59.9Z,2,REGULAR,turnover,bad pass,[],1630224,,,1610612745,33,46,2022-12-24T01:56:03Z,2710000,False,,,0,,J. Green bad pass TURNOVER (2 TO),"[1630224, 203493]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2.0,,,Bullock,203493.0
273,PT05M03.00S,2022-12-24T01:55:59.9Z,2,REGULAR,steal,,[],203493,,,1610612742,33,46,2022-12-24T02:16:24Z,2720000,False,,,0,,R. Bullock STEAL (1 STL),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
274,PT04M47.00S,2022-12-24T01:56:15.5Z,2,REGULAR,turnover,lost ball,[],1629029,,,1610612742,33,46,2022-12-24T01:56:23Z,2730000,False,,,0,,L. Doncic lost ball TURNOVER (3 TO),"[1629029, 1630224]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,3.0,,,Green,1630224.0
275,PT04M47.00S,2022-12-24T01:56:15.5Z,2,REGULAR,steal,,[],1630224,,,1610612745,33,46,2022-12-24T01:58:28Z,2740000,False,,,0,,J. Green STEAL (2 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
276,PT04M40.00S,2022-12-24T01:56:23.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631095,77.87450722733246,49.754901960784316,1610612745,35,46,2022-12-24T01:56:28Z,2750000,False,-1.0,155.0,1,right,J. Smith Jr. 15' Jump Shot (11 PTS) (T. Washington Jr. 1 AST),"[1631095, 1631102]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Center,15.55,Made,,11.0,T. Washington Jr.,1631102.0,1.0,,,,,,,,,,,,,
278,PT04M18.00S,2022-12-24T01:56:44.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,14.14257555847569,52.20588235294118,1610612742,35,46,2022-12-24T01:56:50Z,2770000,False,-11.0,80.0,1,left,MISS L. Doncic 8' floating Shot,[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,8.11,Missed,,,,,,,,,,,,,,,,,,
279,PT04M16.00S,2022-12-24T01:56:46.7Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,35,46,2022-12-24T01:56:50Z,2780000,False,,,0,,D. Powell REBOUND (Off:3 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,278.0,,,,,3.0,0.0,3.0,,,,,,,,,,
280,PT04M12.00S,2022-12-24T01:56:50.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629033,29.38567674113009,77.20588235294117,1610612742,35,49,2022-12-24T01:56:54Z,2790000,False,-136.0,224.0,1,left,T. Pinson 26' 3PT  (6 PTS) (L. Doncic 5 AST),"[1629033, 1629029]",1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,Above the Break 3,24+ Left Center,26.18,Made,,6.0,L. Doncic,1629029.0,5.0,,,,,,,,,,,,,
282,PT03M53.00S,2022-12-24T01:57:12.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203939,,,1610612745,35,49,2022-12-24T01:57:17Z,2810000,False,,,0,,D. Powell shooting personal FOUL (2 PF) (Sengun 2 FT),"[203939, 1630578]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627524.0,2.0,0.0,Sengun,1630578.0,,,,,
284,PT03M53.00S,2022-12-24T01:57:47.9Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,35,49,2022-12-24T01:57:47Z,2830000,False,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
285,PT03M53.00S,2022-12-24T01:57:47.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,35,49,2022-12-24T01:57:47Z,2840000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,284.0,,,,,,,,,,,,,,,,,
286,PT03M53.00S,2022-12-24T01:57:48.6Z,2,REGULAR,substitution,out,[],1631102,,,1610612745,35,49,2022-12-24T01:57:56Z,2850000,False,,,0,,SUB out: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M53.00S,2022-12-24T01:57:48.6Z,2,REGULAR,substitution,out,[],203493,,,1610612745,35,49,2022-12-24T01:57:56Z,2860000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M53.00S,2022-12-24T01:57:48.6Z,2,REGULAR,substitution,in,[],1630231,,,1610612745,35,49,2022-12-24T01:57:56Z,2870000,False,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M53.00S,2022-12-24T01:57:48.6Z,2,REGULAR,substitution,in,[],203501,,,1610612745,35,49,2022-12-24T01:57:56Z,2880000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M53.00S,2022-12-24T01:58:12.9Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,36,49,2022-12-24T01:58:12Z,2890000,False,,,0,,A. Sengun Free Throw 2 of 2 (9 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
291,PT03M33.00S,2022-12-24T01:58:34.4Z,2,REGULAR,3pt,Jump Shot,[],203915,10.068988173455978,2.941176470588235,1610612742,36,52,2022-12-24T01:58:39Z,2900000,False,235.0,42.0,1,left,S. Dinwiddie 3PT  (6 PTS) (T. Hardaway Jr. 1 AST),"[203915, 203501]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,23.9,Made,,6.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,,
293,PT03M22.00S,2022-12-24T01:58:44.6Z,2,REGULAR,3pt,Jump Shot,[],1629645,92.9862023653088,96.07843137254902,1610612745,39,52,2022-12-24T01:58:50Z,2920000,False,230.0,13.0,1,right,K. Porter Jr. 3PT step back (5 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,Right Corner 3,24+ Right,23.08,Made,,5.0,,,,,,,,,,,,,,,,
295,PT03M04.00S,2022-12-24T01:59:16.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,11.777266754270697,39.950980392156865,1610612742,39,52,2022-12-24T02:54:02Z,2940000,False,50.0,58.0,1,left,MISS T. Hardaway Jr. 7' fadeaway Shot,[203501],1610612742.0,DAL,fadeaway,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.69,Missed,,,,,,,,,,,,,,,,,,
296,PT03M04.00S,2022-12-24T01:59:16.3Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,39,52,2022-12-24T01:59:23Z,2950000,False,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,295.0,,,,,4.0,4.0,0.0,,,,,,,,,,
297,PT02M52.00S,2022-12-24T01:59:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,91.93495400788436,56.61764705882353,1610612745,41,52,2022-12-24T01:59:36Z,2960000,False,33.0,23.0,1,right,K. Porter Jr. driving finger roll Layup (7 PTS) (J. Green 3 AST),"[1629645, 1630224]",1610612745.0,HOU,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,4.05,Made,,7.0,J. Green,1630224.0,3.0,,,,,,,,,,,,,
299,PT02M32.00S,2022-12-24T01:59:48.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.251642575558476,48.77450980392157,1610612742,41,54,2022-12-24T01:59:55Z,2980000,False,6.0,53.0,1,left,L. Doncic driving floating Jump Shot (16 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,5.36,Made,,16.0,,,,,,,,,,,,,,,,
300,PT02M17.00S,2022-12-24T02:00:06.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203501,,,1610612745,41,54,2022-12-24T02:00:24Z,2990000,False,,,0,,T. Hardaway Jr. personal FOUL (1 PF) (Green 2 FT),"[203501, 1630224]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,101283.0,1.0,0.0,Green,1630224.0,,,,,
302,PT02M17.00S,2022-12-24T02:00:28.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,41,54,2022-12-24T02:00:28Z,3010000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M17.00S,2022-12-24T02:02:22.6Z,2,REGULAR,substitution,out,[],1631095,,,1610612745,41,54,2022-12-24T02:02:45Z,3020000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M17.00S,2022-12-24T02:02:22.6Z,2,REGULAR,substitution,out,[],203915,,,1610612745,41,54,2022-12-24T02:02:45Z,3030000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M17.00S,2022-12-24T02:02:22.6Z,2,REGULAR,substitution,in,[],1631106,,,1610612745,41,54,2022-12-24T02:02:45Z,3040000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M17.00S,2022-12-24T02:02:22.6Z,2,REGULAR,substitution,in,[],203493,,,1610612745,41,54,2022-12-24T02:02:45Z,3050000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M17.00S,2022-12-24T02:03:14.9Z,2,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,42,54,2022-12-24T02:03:14Z,3060000,False,,,0,,J. Green Free Throw 1 of 2 (8 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
308,PT02M17.00S,2022-12-24T02:03:28.4Z,2,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,43,54,2022-12-24T02:03:28Z,3070000,False,,,0,,J. Green Free Throw 2 of 2 (9 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
309,PT02M09.00S,2022-12-24T02:03:44.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,7.703679369250986,55.14705882352941,1610612742,43,56,2022-12-24T02:03:48Z,3080000,False,-26.0,20.0,1,left,D. Powell alley-oop DUNK (2 PTS) (L. Doncic 6 AST),"[203939, 1629029]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,3.25,Made,,2.0,L. Doncic,1629029.0,6.0,,,,,,,,,,,,,
311,PT02M09.00S,2022-12-24T02:03:47.8Z,2,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612742,43,56,2022-12-24T02:04:00Z,3100000,False,,,0,,A. Sengun shooting personal FOUL (3 PF) (Powell 1 FT),"[1630578, 203939]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200832.0,3.0,0.0,Powell,203939.0,,,,,
313,PT02M09.00S,2022-12-24T02:04:14.8Z,2,REGULAR,freethrow,1 of 1,[],203939,,,1610612742,43,57,2022-12-24T02:04:14Z,3120000,False,,,0,,D. Powell Free Throw 1 of 1 (3 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
314,PT01M48.00S,2022-12-24T02:04:39.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203939,,,1610612745,43,57,2022-12-24T02:04:49Z,3130000,False,,,0,,D. Powell personal FOUL (3 PF) (Sengun 2 FT),"[203939, 1630578]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200832.0,3.0,0.0,Sengun,1630578.0,,,,,
316,PT01M48.00S,2022-12-24T02:05:08.9Z,2,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,44,57,2022-12-24T02:05:08Z,3150000,False,,,0,,A. Sengun Free Throw 1 of 2 (10 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
317,PT01M48.00S,2022-12-24T02:05:13.1Z,2,REGULAR,substitution,out,[],203939,,,1610612745,44,57,2022-12-24T02:05:20Z,3160000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M48.00S,2022-12-24T02:05:13.1Z,2,REGULAR,substitution,in,[],201580,,,1610612745,44,57,2022-12-24T02:05:20Z,3170000,False,,,0,,SUB in: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M48.00S,2022-12-24T02:05:35.4Z,2,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,45,57,2022-12-24T02:05:35Z,3180000,False,,,0,,A. Sengun Free Throw 2 of 2 (11 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
320,PT01M35.00S,2022-12-24T02:05:49.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,6.652431011826544,44.36274509803921,1610612742,45,59,2022-12-24T02:05:55Z,3190000,False,28.0,10.0,1,left,L. Doncic driving floating bank Jump Shot (18 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.99,Made,,18.0,,,,,,,,,,,,,,,,
321,PT01M27.00S,2022-12-24T02:06:00.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203501,,,1610612745,45,59,2022-12-24T02:06:35Z,3200000,False,,,0,,T. Hardaway Jr. personal FOUL (2 PF) (Porter Jr. 2 FT),"[203501, 1629645]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,101283.0,2.0,0.0,Porter Jr.,1629645.0,,,,,
323,PT01M27.00S,2022-12-24T02:06:39.6Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203501,,,1610612745,45,59,2022-12-24T02:06:46Z,3220000,False,,,0,,T. Hardaway Jr. technical FOUL (1 Tech),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,101283.0,2.0,1.0,,,,,,,
324,PT01M27.00S,2022-12-24T02:06:54.1Z,2,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,46,59,2022-12-24T02:06:54Z,3230000,False,,,0,,J. Green technical Free Throw 1 of 1 (10 PTS),[1630224],1610612745.0,HOU,technical,,,Green,J. Green,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
325,PT01M27.00S,2022-12-24T02:07:15.7Z,2,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,47,59,2022-12-24T02:07:15Z,3240000,False,,,0,,K. Porter Jr. Free Throw 1 of 2 (8 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
356,PT01M27.00S,2022-12-24T02:07:27.1Z,2,REGULAR,substitution,out,[],1630578,,,1610612745,47,59,2022-12-24T02:21:23Z,3245000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT01M27.00S,2022-12-24T02:07:27.1Z,2,REGULAR,substitution,in,[],1630586,,,1610612745,47,59,2022-12-24T02:21:23Z,3247500,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M27.00S,2022-12-24T02:07:31.9Z,2,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,48,59,2022-12-24T02:07:31Z,3250000,False,,,0,,K. Porter Jr. Free Throw 2 of 2 (9 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
327,PT01M26.00S,2022-12-24T02:07:38.6Z,2,REGULAR,turnover,inbound,[],1629029,,,1610612742,48,59,2022-12-24T02:08:01Z,3260000,False,,,0,,L. Doncic inbound TURNOVER (4 TO),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1627524.0,,,,,4.0,,,,
328,PT01M13.00S,2022-12-24T02:08:07.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,92.32917214191852,42.40196078431372,1610612745,48,59,2022-12-24T02:08:22Z,3270000,False,-38.0,20.0,1,right,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,,,,,,,,,,,,,,
329,PT01M07.00S,2022-12-24T02:08:13.4Z,2,REGULAR,rebound,offensive,[],1630586,,,1610612745,48,59,2022-12-24T02:08:22Z,3280000,False,,,0,,U. Garuba REBOUND (Off:1 Def:0),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Restricted Area,0-8 Center,,,328.0,,,,,1.0,0.0,1.0,,,,,,,,,,
330,PT01M05.00S,2022-12-24T02:08:16.3Z,2,REGULAR,turnover,bad pass,[],1630586,,,1610612745,48,59,2022-12-24T02:08:33Z,3290000,False,,,0,,U. Garuba bad pass TURNOVER (1 TO),"[1630586, 1629033]",1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1.0,,,Pinson,1629033.0
331,PT01M05.00S,2022-12-24T02:08:16.3Z,2,REGULAR,steal,,[],1629033,,,1610612742,48,59,2022-12-24T02:08:22Z,3300000,False,,,0,,T. Pinson STEAL (1 STL),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
332,PT00M58.60S,2022-12-24T02:08:23.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201580,6.783837056504599,48.28431372549019,1610612742,48,61,2022-12-24T02:54:22Z,3310000,False,9.0,11.0,1,left,J. McGee running Layup (2 PTS) (T. Pinson 1 AST),"[201580, 1629033]",1610612742.0,DAL,running,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,1.42,Made,,2.0,T. Pinson,1629033.0,1.0,,,,,,,,,,,,,
334,PT00M52.50S,2022-12-24T02:08:29.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630231,90.75229960578186,45.09803921568628,1610612745,48,61,2022-12-24T02:54:33Z,3330000,False,-25.0,34.0,1,right,MISS K. Martin Jr. driving floating Shot,[1630231],1610612745.0,HOU,driving floating,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
335,PT00M52.50S,2022-12-24T02:08:29.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,48,61,2022-12-24T02:08:41Z,3340000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,334.0,,,,,,,,,,,,,,,,,
337,PT00M52.50S,2022-12-24T02:08:38.2Z,2,REGULAR,substitution,out,[],1629645,,,1610612742,48,61,2022-12-24T02:08:45Z,3360000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M52.50S,2022-12-24T02:08:38.2Z,2,REGULAR,substitution,in,[],1631102,,,1610612742,48,61,2022-12-24T02:08:45Z,3370000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M43.40S,2022-12-24T02:08:59.4Z,2,REGULAR,turnover,lost ball,[],1629029,,,1610612742,48,61,2022-12-24T02:09:04Z,3380000,False,,,0,,L. Doncic lost ball TURNOVER (5 TO),"[1629029, 1630231]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,5.0,,,Martin Jr.,1630231.0
340,PT00M43.40S,2022-12-24T02:08:59.4Z,2,REGULAR,steal,,[],1630231,,,1610612745,48,61,2022-12-24T02:12:29Z,3390000,False,,,0,,K. Martin Jr. STEAL (3 STL),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
341,PT00M41.00S,2022-12-24T02:09:03.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630231,91.27792378449409,51.9607843137255,1610612745,50,61,2022-12-24T02:54:44Z,3400000,False,10.0,29.0,1,right,K. Martin Jr. running DUNK (4 PTS) (U. Garuba 1 AST),"[1630231, 1630586]",1610612745.0,HOU,running,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,3.11,Made,,4.0,U. Garuba,1630586.0,1.0,,,,,,,,,,,,,
