actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
371,PT09M36.00S,2022-02-12T01:58:01.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628989,5.075558475689881,59.55882352941176,1610612737,60,82,2022-02-12T02:00:05Z,3610000,-48.0,-5.0,1,left,K. Huerter turnaround Jump Shot (7 PTS) (T. Young 8 AST),"[1628989, 1629027]",1610612737.0,ATL,turnaround,,,Huerter,K. Huerter,,,,,4.8,Made,,,,,,,7.0,,,,T. Young,1629027.0,8.0,,,,,
373,PT09M16.00S,2022-02-12T01:58:20.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,79.71419185282524,59.068627450980394,1610612759,60,84,2022-02-12T01:58:25Z,3630000,45.0,138.0,1,right,D. Murray 14' pullup Jump Shot (19 PTS) (J. Poeltl 3 AST),"[1627749, 1627751]",1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,14.54,Made,,,,,,,19.0,,,,J. Poeltl,1627751.0,3.0,,,,,
375,PT09M08.00S,2022-02-12T01:58:29.1Z,3,REGULAR,turnover,lost ball,[],1628989,,,1610612737,60,84,2022-02-12T01:58:35Z,3650000,,,0,,K. Huerter lost ball TURNOVER (1 TO),"[1628989, 203926]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,1.0,McDermott,203926.0,,,,,,,,
376,PT09M08.00S,2022-02-12T01:58:29.1Z,3,REGULAR,steal,,[],203926,,,1610612759,60,84,2022-02-12T01:58:31Z,3660000,,,0,,D. McDermott STEAL (1 STL),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
377,PT09M00.00S,2022-02-12T01:58:37.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203926,83.65637319316689,95.58823529411765,1610612759,60,84,2022-02-12T01:58:42Z,3670000,228.0,101.0,1,right,MISS D. McDermott 24' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,
378,PT08M56.00S,2022-02-12T01:58:41.3Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,60,84,2022-02-12T01:58:42Z,3680000,,,0,,C. Capela REBOUND (Off:3 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,377.0,9.0,6.0,3.0,,,,,,,,,,,,
379,PT08M50.00S,2022-02-12T01:58:46.5Z,3,REGULAR,3pt,Jump Shot,[],1628989,5.338370565045992,96.07843137254902,1610612737,60,84,2022-02-12T01:58:51Z,3690000,-230.0,-2.0,1,left,MISS K. Huerter 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
380,PT08M48.00S,2022-02-12T01:58:48.5Z,3,REGULAR,rebound,defensive,[],203926,,,1610612759,60,84,2022-02-12T01:58:51Z,3700000,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,379.0,2.0,2.0,0.0,,,,,,,,,,,,
381,PT08M43.00S,2022-02-12T01:58:54.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,92.72339027595268,50.73529411764706,1610612759,60,86,2022-02-12T01:58:59Z,3710000,4.0,16.0,1,right,D. Murray running Layup (21 PTS),[1627749],1610612759.0,SAS,running,,,Murray,D. Murray,,,,,1.63,Made,,,,,,,21.0,,,,,,,,,,,
382,PT08M31.00S,2022-02-12T01:59:05.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.229303547963205,43.627450980392155,1610612737,62,86,2022-02-12T02:02:26Z,3720000,32.0,25.0,1,left,T. Young driving finger roll Layup (8 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,4.05,Made,,,,,,,8.0,,,,,,,,,,,
384,PT08M26.00S,2022-02-12T01:59:25.1Z,3,REGULAR,foul,personal,[],1629631,,,1610612759,62,86,2022-02-12T02:02:51Z,3740000,,,0,,D. Hunter take personal FOUL (4 PF),"[1629631, 203926]",1610612737.0,ATL,take,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,101283.0,4.0,0.0,McDermott,203926.0
386,PT08M26.00S,2022-02-12T01:59:51.5Z,3,REGULAR,substitution,out,[],1628989,,,1610612759,62,86,2022-02-12T01:59:57Z,3760000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
387,PT08M26.00S,2022-02-12T01:59:51.5Z,3,REGULAR,substitution,out,[],1629631,,,1610612759,62,86,2022-02-12T01:59:57Z,3770000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
388,PT08M26.00S,2022-02-12T01:59:51.5Z,3,REGULAR,substitution,out,[],203991,,,1610612759,62,86,2022-02-12T01:59:57Z,3780000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
389,PT08M26.00S,2022-02-12T01:59:51.5Z,3,REGULAR,substitution,in,[],1626153,,,1610612759,62,86,2022-02-12T01:59:57Z,3790000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
390,PT08M26.00S,2022-02-12T01:59:51.5Z,3,REGULAR,substitution,in,[],203992,,,1610612759,62,86,2022-02-12T01:59:57Z,3800000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
391,PT08M26.00S,2022-02-12T01:59:51.5Z,3,REGULAR,substitution,in,[],201568,,,1610612759,62,86,2022-02-12T01:59:57Z,3810000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
392,PT08M21.00S,2022-02-12T02:00:10.4Z,3,REGULAR,foul,offensive,[],1627751,,,1610612759,62,86,2022-02-12T02:00:17Z,3820000,,,0,,J. Poeltl off-the-ball offensive FOUL (1 PF),"[1627751, 203992]",1610612759.0,SAS,off-the-ball,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Bogdanovic,203992.0
394,PT08M21.00S,2022-02-12T02:00:10.4Z,3,REGULAR,turnover,offensive foul,[],1627751,,,1610612759,62,86,2022-02-12T02:00:10Z,3840000,,,0,,J. Poeltl offensive foul TURNOVER (1 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,1.0,,,,,,101283.0,,,,
395,PT08M07.00S,2022-02-12T02:00:31.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201568,28.07161629434954,77.69607843137256,1610612737,62,86,2022-02-12T02:00:36Z,3850000,-138.0,211.0,1,left,MISS D. Gallinari 25' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
396,PT08M04.00S,2022-02-12T02:00:34.0Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,62,86,2022-02-12T02:00:36Z,3860000,,,0,,D. Vassell REBOUND (Off:1 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,395.0,3.0,2.0,1.0,,,,,,,,,,,,
397,PT07M59.00S,2022-02-12T02:00:39.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,65.91655716162943,50.73529411764706,1610612759,62,86,2022-02-12T02:05:01Z,3870000,4.0,268.0,1,right,MISS D. Murray 26' running pullup 3PT,[1627749],1610612759.0,SAS,running pullup,,,Murray,D. Murray,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,
398,PT07M54.00S,2022-02-12T02:00:44.7Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,62,86,2022-02-12T02:00:45Z,3880000,,,0,,T. Young REBOUND (Off:1 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,397.0,3.0,2.0,1.0,,,,,,,,,,,,
399,PT07M49.00S,2022-02-12T02:00:48.5Z,3,REGULAR,3pt,Jump Shot,[],1629027,27.808804204993432,20.833333333333336,1610612737,65,86,2022-02-12T02:05:07Z,3890000,146.0,209.0,1,left,T. Young 25' 3PT step back (11 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,25.47,Made,,,,,,,11.0,,,,,,,,,,,
400,PT07M48.00S,2022-02-12T02:00:55.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,65,86,2022-02-12T02:00:55Z,3900000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M36.00S,2022-02-12T02:04:11.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,65,86,2022-02-12T02:04:11Z,3910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M29.00S,2022-02-12T02:04:29.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203926,87.20433639947439,44.6078431372549,1610612759,65,88,2022-02-12T02:04:35Z,3920000,-27.0,68.0,1,right,D. McDermott 7' cutting Layup (11 PTS) (D. Murray 12 AST),"[203926, 1627749]",1610612759.0,SAS,cutting,,,McDermott,D. McDermott,,,,,7.3,Made,,,,,,,11.0,,,,D. Murray,1627749.0,12.0,,,,,
404,PT07M14.00S,2022-02-12T02:04:44.5Z,3,REGULAR,3pt,Jump Shot,[],203992,31.09395532194481,37.254901960784316,1610612737,65,88,2022-02-12T02:04:49Z,3940000,64.0,240.0,1,left,MISS B. Bogdanovic 24' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,
405,PT07M10.00S,2022-02-12T02:04:48.5Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,65,88,2022-02-12T02:04:49Z,3950000,,,0,,D. Murray REBOUND (Off:1 Def:5),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,404.0,6.0,5.0,1.0,,,,,,,,,,,,
406,PT07M06.00S,2022-02-12T02:04:53.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201568,,,1610612759,65,88,2022-02-12T02:05:24Z,3960000,,,0,,D. Gallinari shooting personal FOUL (1 PF) (Johnson 2 FT),"[201568, 1629640]",1610612737.0,ATL,shooting,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Johnson,1629640.0
408,PT07M06.00S,2022-02-12T02:05:26.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629640,,,1610612759,65,89,2022-02-12T02:05:26Z,3980000,,,0,,K. Johnson Free Throw 1 of 2 (14 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
409,PT07M06.00S,2022-02-12T02:05:41.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629640,,,1610612759,65,90,2022-02-12T02:05:41Z,3990000,,,0,,K. Johnson Free Throw 2 of 2 (15 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
410,PT06M53.00S,2022-02-12T02:05:56.8Z,3,REGULAR,3pt,Jump Shot,[],1628381,32.670827858081466,53.92156862745098,1610612737,65,90,2022-02-12T02:06:02Z,4000000,-20.0,255.0,1,left,MISS J. Collins 25' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,
411,PT06M48.00S,2022-02-12T02:06:01.8Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,65,90,2022-02-12T02:06:02Z,4010000,,,0,,D. Vassell REBOUND (Off:1 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,410.0,4.0,3.0,1.0,,,,,,,,,,,,
412,PT06M36.00S,2022-02-12T02:06:12.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,81.15965834428384,51.9607843137255,1610612759,65,90,2022-02-12T02:06:16Z,4020000,10.0,125.0,1,right,MISS D. Vassell 12' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,12.5,Missed,,,,,,,,,,,,,,,,,,
413,PT06M34.00S,2022-02-12T02:06:14.6Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,65,90,2022-02-12T02:06:16Z,4030000,,,0,,D. Gallinari REBOUND (Off:3 Def:5),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,412.0,8.0,5.0,3.0,,,,,,,,,,,,
414,PT06M26.00S,2022-02-12T02:06:23.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,5.206964520367937,52.94117647058824,1610612737,67,90,2022-02-12T02:07:54Z,4040000,-15.0,-4.0,1,left,D. Wright driving finger roll Layup (5 PTS),[1626153],1610612737.0,ATL,driving finger roll,,,Wright,D. Wright,,,,,1.51,Made,,,,,,,5.0,,,,,,,,,,,
415,PT06M15.00S,2022-02-12T02:06:36.5Z,3,REGULAR,foul,offensive,[],1627751,,,1610612759,67,90,2022-02-12T02:06:44Z,4050000,,,0,,J. Poeltl off-the-ball offensive FOUL (2 PF),"[1627751, 1626153]",1610612759.0,SAS,off-the-ball,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Wright,1626153.0
417,PT06M15.00S,2022-02-12T02:06:36.5Z,3,REGULAR,turnover,offensive foul,[],1627751,,,1610612759,67,90,2022-02-12T02:06:36Z,4070000,,,0,,J. Poeltl offensive foul TURNOVER (2 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,2.0,,,,,,200832.0,,,,
418,PT06M15.00S,2022-02-12T02:06:45.7Z,3,REGULAR,substitution,out,[],1628381,,,1610612737,67,90,2022-02-12T02:06:55Z,4080000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M15.00S,2022-02-12T02:06:45.7Z,3,REGULAR,substitution,out,[],1629640,,,1610612737,67,90,2022-02-12T02:06:55Z,4090000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M15.00S,2022-02-12T02:06:45.7Z,3,REGULAR,substitution,out,[],1630170,,,1610612737,67,90,2022-02-12T02:06:55Z,4100000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M15.00S,2022-02-12T02:06:45.7Z,3,REGULAR,substitution,out,[],1627751,,,1610612737,67,90,2022-02-12T02:06:55Z,4110000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M15.00S,2022-02-12T02:06:45.7Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,67,90,2022-02-12T02:06:55Z,4120000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
423,PT06M15.00S,2022-02-12T02:06:45.7Z,3,REGULAR,substitution,in,[],1628380,,,1610612737,67,90,2022-02-12T02:06:55Z,4130000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M15.00S,2022-02-12T02:06:45.7Z,3,REGULAR,substitution,in,[],1630563,,,1610612737,67,90,2022-02-12T02:06:55Z,4140000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M15.00S,2022-02-12T02:06:45.7Z,3,REGULAR,substitution,in,[],1629022,,,1610612737,67,90,2022-02-12T02:06:55Z,4150000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M08.00S,2022-02-12T02:07:06.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203992,29.38567674113009,71.32352941176471,1610612737,70,90,2022-02-12T02:07:11Z,4160000,-107.0,224.0,1,left,B. Bogdanovic 24' 3PT  (9 PTS) (D. Gallinari 1 AST),"[203992, 201568]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,24.78,Made,,,,,,,9.0,,,,D. Gallinari,201568.0,1.0,,,,,
428,PT05M53.00S,2022-02-12T02:07:21.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203926,91.27792378449409,59.55882352941176,1610612759,70,92,2022-02-12T02:07:26Z,4180000,48.0,29.0,1,right,D. McDermott driving Layup (13 PTS) (D. Murray 13 AST),"[203926, 1627749]",1610612759.0,SAS,driving,,,McDermott,D. McDermott,,,,,5.62,Made,,,,,,,13.0,,,,D. Murray,1627749.0,13.0,,,,,
430,PT05M46.00S,2022-02-12T02:07:29.6Z,3,REGULAR,foul,personal,['2freethrow'],1630563,,,1610612737,70,92,2022-02-12T02:07:55Z,4200000,,,0,,J. Primo shooting personal FOUL (1 PF) (Young 2 FT),"[1630563, 1629027]",1610612759.0,SAS,shooting,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Young,1629027.0
432,PT05M46.00S,2022-02-12T02:07:56.1Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,71,92,2022-02-12T02:07:56Z,4220000,,,0,,T. Young Free Throw 1 of 2 (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
433,PT05M46.00S,2022-02-12T02:08:15.2Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,72,92,2022-02-12T02:08:15Z,4230000,,,0,,T. Young Free Throw 2 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
434,PT05M33.00S,2022-02-12T02:08:29.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,92.06636005256242,52.94117647058824,1610612759,72,92,2022-02-12T02:08:35Z,4240000,15.0,22.0,1,right,MISS L. Walker IV driving Layup,[1629022],1610612759.0,SAS,driving,,,Walker IV,L. Walker IV,,,,,2.65,Missed,,,,,,,,,,,,,,,,,,
435,PT05M30.00S,2022-02-12T02:08:33.4Z,3,REGULAR,rebound,offensive,[],1630563,,,1610612759,72,92,2022-02-12T02:08:33Z,4250000,,,0,,J. Primo REBOUND (Off:1 Def:0),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,434.0,1.0,0.0,1.0,,,,,,,,,,,,
436,PT05M29.00S,2022-02-12T02:08:35.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627749,93.51182654402102,50.49019607843137,1610612759,72,94,2022-02-12T02:08:40Z,4260000,2.0,8.0,1,right,D. Murray DUNK (23 PTS) (J. Primo 2 AST),"[1627749, 1630563]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,0.89,Made,,,,,,,23.0,,,,J. Primo,1630563.0,2.0,,,,,
438,PT05M29.00S,2022-02-12T02:08:45.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630168,,,1610612759,72,94,2022-02-12T02:09:00Z,4280000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Murray 1 FT),"[1630168, 1627749]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Murray,1627749.0
440,PT05M29.00S,2022-02-12T02:09:01.2Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1627749,,,1610612759,72,95,2022-02-12T02:09:01Z,4300000,,,0,,D. Murray Free Throw 1 of 1 (24 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,,,24.0,,,,,,,,,,,
441,PT05M22.00S,2022-02-12T02:09:08.9Z,3,REGULAR,3pt,Jump Shot,[],1629027,32.40801576872536,56.127450980392155,1610612737,72,95,2022-02-12T02:09:13Z,4310000,-31.0,252.0,1,left,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,
442,PT05M20.00S,2022-02-12T02:09:10.9Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,72,95,2022-02-12T02:09:13Z,4320000,,,0,,D. Murray REBOUND (Off:1 Def:6),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,441.0,7.0,6.0,1.0,,,,,,,,,,,,
443,PT05M07.00S,2022-02-12T02:09:24.0Z,3,REGULAR,3pt,Jump Shot,[],1630563,89.30683311432325,96.56862745098039,1610612759,72,95,2022-02-12T02:09:30Z,4330000,233.0,48.0,1,right,MISS J. Primo 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,23.77,Missed,,,,,,,,,,,,,,,,,,
444,PT05M03.00S,2022-02-12T02:09:28.0Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,72,95,2022-02-12T02:09:30Z,4340000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,443.0,4.0,3.0,1.0,,,,,,,,,,,,
445,PT04M48.00S,2022-02-12T02:09:44.2Z,3,REGULAR,foul,personal,['2freethrow'],203926,,,1610612737,72,95,2022-02-12T02:10:09Z,4350000,,,0,,D. McDermott shooting personal FOUL (2 PF) (Gallinari 2 FT),"[203926, 201568]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Gallinari,201568.0
447,PT04M48.00S,2022-02-12T02:10:13.3Z,3,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,73,95,2022-02-12T02:10:13Z,4370000,,,0,,D. Gallinari Free Throw 1 of 2 (12 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
448,PT04M48.00S,2022-02-12T02:10:27.8Z,3,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,74,95,2022-02-12T02:10:27Z,4380000,,,0,,D. Gallinari Free Throw 2 of 2 (13 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
449,PT04M32.00S,2022-02-12T02:10:46.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,92.72339027595268,50.0,1610612759,74,95,2022-02-12T02:10:52Z,4390000,0.0,16.0,1,right,MISS Z. Collins reverse Layup,[1628380],1610612759.0,SAS,reverse,,,Collins,Z. Collins,,,,,1.59,Missed,,,,,,,,,,,,,,,,,,
450,PT04M29.00S,2022-02-12T02:10:49.1Z,3,REGULAR,rebound,defensive,[],1626153,,,1610612737,74,95,2022-02-12T02:10:52Z,4400000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,449.0,1.0,1.0,0.0,,,,,,,,,,,,
451,PT04M24.00S,2022-02-12T02:10:54.5Z,3,REGULAR,3pt,Jump Shot,[],1626153,29.517082785808146,26.715686274509803,1610612737,74,95,2022-02-12T02:11:02Z,4410000,116.0,225.0,1,left,MISS D. Wright 25' pullup 3PT,[1626153],1610612737.0,ATL,pullup,,,Wright,D. Wright,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,
452,PT04M20.00S,2022-02-12T02:10:58.5Z,3,REGULAR,rebound,defensive,[],1629022,,,1610612759,74,95,2022-02-12T02:11:02Z,4420000,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,451.0,2.0,2.0,0.0,,,,,,,,,,,,
453,PT04M13.00S,2022-02-12T02:11:07.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203992,,,1610612759,74,95,2022-02-12T02:11:29Z,4430000,,,0,,B. Bogdanovic personal FOUL (3 PF) (Walker IV 2 FT),"[203992, 1629022]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,200832.0,3.0,0.0,Walker IV,1629022.0
455,PT04M13.00S,2022-02-12T02:11:29.8Z,3,REGULAR,freethrow,1 of 2,[],1629022,,,1610612759,74,96,2022-02-12T02:11:29Z,4450000,,,0,,L. Walker IV Free Throw 1 of 2 (1 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
456,PT04M13.00S,2022-02-12T02:11:30.9Z,3,REGULAR,substitution,out,[],203926,,,1610612759,74,96,2022-02-12T02:11:35Z,4460000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M13.00S,2022-02-12T02:11:30.9Z,3,REGULAR,substitution,in,[],1629640,,,1610612759,74,96,2022-02-12T02:11:35Z,4470000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M13.00S,2022-02-12T02:11:41.6Z,3,REGULAR,freethrow,2 of 2,[],1629022,,,1610612759,74,97,2022-02-12T02:11:41Z,4480000,,,0,,L. Walker IV Free Throw 2 of 2 (2 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
459,PT04M03.00S,2022-02-12T02:11:53.5Z,3,REGULAR,3pt,Jump Shot,[],201568,31.882391590013142,33.57843137254902,1610612737,77,97,2022-02-12T02:11:58Z,4490000,82.0,247.0,1,left,D. Gallinari 26' 3PT  (16 PTS) (D. Wright 1 AST),"[201568, 1626153]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,26.05,Made,,,,,,,16.0,,,,D. Wright,1626153.0,1.0,,,,,
461,PT03M45.00S,2022-02-12T02:12:10.9Z,3,REGULAR,turnover,lost ball,[],1629022,,,1610612759,77,97,2022-02-12T02:12:16Z,4510000,,,0,,L. Walker IV lost ball TURNOVER (2 TO),"[1629022, 1630168]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,2.0,Okongwu,1630168.0,,,,,,,,
