actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
359,PT07M30.00S,2022-04-07T01:23:48.5Z,3,REGULAR,3pt,Jump Shot,[],1628989,5.601182654402102,96.07843137254902,1610612737,76,69,2022-04-07T01:23:52Z,3580000,-230.0,0.0,1,left,K. Huerter 3PT  (5 PTS) (T. Young 11 AST),"[1628989, 1629027]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,23.04,Made,,,,,,,5.0,,,,T. Young,1629027.0,11.0,,,,,,
361,PT07M13.00S,2022-04-07T01:24:06.3Z,3,REGULAR,turnover,lost ball,[],204001,,,1610612764,76,69,2022-04-07T01:24:09Z,3600000,,,0,,K. Porzingis lost ball TURNOVER (3 TO),"[204001, 203991]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,3.0,Capela,203991.0,,,,,,,,,
362,PT07M13.00S,2022-04-07T01:24:06.3Z,3,REGULAR,steal,,[],203991,,,1610612737,76,69,2022-04-07T01:24:43Z,3610000,,,0,,C. Capela STEAL (4 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT07M05.00S,2022-04-07T01:24:13.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629631,32.14520367936925,40.68627450980392,1610612737,76,69,2022-04-07T01:24:18Z,3620000,47.0,250.0,1,left,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
364,PT07M03.00S,2022-04-07T01:24:15.8Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,76,69,2022-04-07T01:24:18Z,3630000,,,0,,R. Hachimura REBOUND (Off:1 Def:4),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,363.0,5.0,4.0,1.0,,,,,,,,,,,,,
365,PT06M51.00S,2022-04-07T01:24:29.8Z,3,REGULAR,foul,personal,['2freethrow'],203991,,,1610612764,76,69,2022-04-07T01:28:02Z,3640000,,,0,,C. Capela shooting personal FOUL (1 PF) (Hachimura 2 FT),"[203991, 1629060]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Hachimura,1629060.0,
367,PT06M51.00S,2022-04-07T01:24:42.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,76,69,2022-04-07T01:24:42Z,3660000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT06M51.00S,2022-04-07T01:28:03.1Z,3,REGULAR,freethrow,1 of 2,[],1629060,,,1610612764,76,69,2022-04-07T01:28:03Z,3670000,,,0,,MISS R. Hachimura Free Throw 1 of 2,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,Missed,,,,,,,,,,,,,,,,,,,
369,PT06M51.00S,2022-04-07T01:28:03.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,76,69,2022-04-07T01:28:03Z,3680000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,,
370,PT06M51.00S,2022-04-07T01:28:08.5Z,3,REGULAR,freethrow,2 of 2,[],1629060,,,1610612764,76,70,2022-04-07T01:28:08Z,3690000,,,0,,R. Hachimura Free Throw 2 of 2 (5 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
371,PT06M40.00S,2022-04-07T01:28:20.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201568,17.559132720105126,56.372549019607845,1610612737,76,70,2022-04-07T01:28:25Z,3700000,-32.0,113.0,1,left,MISS D. Gallinari 11' pullup Shot,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,11.7,Missed,,,,,,,,,,,,,,,,,,,
372,PT06M37.00S,2022-04-07T01:28:23.6Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,76,70,2022-04-07T01:28:25Z,3710000,,,0,,R. Hachimura REBOUND (Off:1 Def:5),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,371.0,6.0,5.0,1.0,,,,,,,,,,,,,
373,PT06M19.00S,2022-04-07T01:28:41.2Z,3,REGULAR,2pt,Jump Shot,[],1629060,79.45137976346912,79.90196078431373,1610612764,76,70,2022-04-07T01:28:46Z,3720000,150.0,141.0,1,right,MISS R. Hachimura 20' step back Shot,[1629060],1610612764.0,WAS,step back,,,Hachimura,R. Hachimura,,,,,20.53,Missed,,,,,,,,,,,,,,,,,,,
374,PT06M16.00S,2022-04-07T01:28:44.2Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,76,70,2022-04-07T01:28:46Z,3730000,,,0,,C. Capela REBOUND (Off:2 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,373.0,6.0,4.0,2.0,,,,,,,,,,,,,
375,PT06M09.00S,2022-04-07T01:28:51.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,17.0335085413929,36.27450980392157,1610612737,76,70,2022-04-07T01:28:56Z,3740000,69.0,108.0,1,left,MISS T. Young 12' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,12.76,Missed,,,,,,,,,,,,,,,,,,,
376,PT06M08.00S,2022-04-07T01:28:52.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,76,70,2022-04-07T01:28:56Z,3750000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,375.0,,,,,,,,,,,,,,,,
377,PT06M08.00S,2022-04-07T01:28:56.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,76,70,2022-04-07T01:28:56Z,3760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M08.00S,2022-04-07T01:28:57.6Z,3,REGULAR,substitution,out,[],1629060,,,1610612737,76,70,2022-04-07T01:29:05Z,3770000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M08.00S,2022-04-07T01:28:57.6Z,3,REGULAR,substitution,out,[],1630557,,,1610612737,76,70,2022-04-07T01:29:05Z,3780000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M08.00S,2022-04-07T01:28:57.6Z,3,REGULAR,substitution,in,[],1630264,,,1610612737,76,70,2022-04-07T01:29:05Z,3790000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M08.00S,2022-04-07T01:28:57.6Z,3,REGULAR,substitution,in,[],1630166,,,1610612737,76,70,2022-04-07T01:29:05Z,3800000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT05M54.00S,2022-04-07T01:29:28.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629027,4.28712220762155,80.88235294117648,1610612737,78,70,2022-04-07T01:29:32Z,3810000,-154.0,-12.0,1,left,T. Young 15' pullup Jump Shot (11 PTS) (K. Huerter 3 AST),"[1629027, 1628989]",1610612737.0,ATL,pullup,,,Young,T. Young,,,,,15.49,Made,,,,,,,11.0,,,,K. Huerter,1628989.0,3.0,,,,,,
384,PT05M46.00S,2022-04-07T01:29:38.1Z,3,REGULAR,3pt,Jump Shot,[],204001,69.07030223390277,26.715686274509803,1610612764,78,73,2022-04-07T01:29:42Z,3830000,-116.0,238.0,1,right,K. Porzingis 26' 3PT  (22 PTS) (T. Satoransky 4 AST),"[204001, 203107]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,26.51,Made,,,,,,,22.0,,,,T. Satoransky,203107.0,4.0,,,,,,
386,PT05M17.00S,2022-04-07T01:30:06.5Z,3,REGULAR,2pt,Jump Shot,[],1628989,24.129434954007884,28.186274509803923,1610612737,78,73,2022-04-07T01:30:11Z,3850000,109.0,174.0,1,left,MISS K. Huerter 20' step back Shot,[1628989],1610612737.0,ATL,step back,,,Huerter,K. Huerter,,,,,20.56,Missed,,,,,,,,,,,,,,,,,,,
387,PT05M14.00S,2022-04-07T01:30:09.5Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,78,73,2022-04-07T01:30:11Z,3860000,,,0,,K. Porzingis REBOUND (Off:3 Def:10),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,386.0,13.0,10.0,3.0,,,,,,,,,,,,,
388,PT05M09.00S,2022-04-07T01:30:14.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203484,73.80091984231275,83.82352941176471,1610612764,78,73,2022-04-07T01:30:19Z,3870000,169.0,194.0,1,right,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
389,PT05M06.00S,2022-04-07T01:30:17.5Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,78,73,2022-04-07T01:30:19Z,3880000,,,0,,D. Hunter REBOUND (Off:0 Def:4),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,388.0,4.0,4.0,0.0,,,,,,,,,,,,,
390,PT05M00.00S,2022-04-07T01:30:23.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,16.90210249671485,36.51960784313725,1610612737,78,73,2022-04-07T01:30:27Z,3890000,67.0,106.0,1,left,MISS D. Hunter 12' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,12.6,Missed,,,,,,,,,,,,,,,,,,,
391,PT04M57.00S,2022-04-07T01:30:26.8Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,78,73,2022-04-07T01:30:27Z,3900000,,,0,,K. Porzingis REBOUND (Off:3 Def:11),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,390.0,14.0,11.0,3.0,,,,,,,,,,,,,
392,PT04M47.00S,2022-04-07T01:30:39.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629631,,,1610612764,78,73,2022-04-07T01:31:00Z,3910000,,,0,,D. Hunter personal FOUL (3 PF) (Porzingis 2 FT),"[1629631, 204001]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,2005.0,3.0,1.0,Porzingis,204001.0,
394,PT04M47.00S,2022-04-07T01:30:49.2Z,3,REGULAR,substitution,out,[],201568,,,1610612764,78,73,2022-04-07T01:30:56Z,3930000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M47.00S,2022-04-07T01:30:49.2Z,3,REGULAR,substitution,out,[],203107,,,1610612764,78,73,2022-04-07T01:30:56Z,3940000,,,0,,SUB out: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M47.00S,2022-04-07T01:30:49.2Z,3,REGULAR,substitution,in,[],203992,,,1610612764,78,73,2022-04-07T01:30:56Z,3950000,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M47.00S,2022-04-07T01:30:49.2Z,3,REGULAR,substitution,in,[],202397,,,1610612764,78,73,2022-04-07T01:30:56Z,3960000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M47.00S,2022-04-07T01:30:49.2Z,3,REGULAR,substitution,out,[],1628989,,,1610612764,78,73,2022-04-07T01:31:32Z,3965000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M47.00S,2022-04-07T01:30:49.2Z,3,REGULAR,substitution,in,[],1626153,,,1610612764,78,73,2022-04-07T01:31:32Z,3967500,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M47.00S,2022-04-07T01:31:21.8Z,3,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,78,74,2022-04-07T01:31:21Z,3970000,,,0,,K. Porzingis Free Throw 1 of 2 (23 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,23.0,,,,,,,,,,,,
401,PT04M47.00S,2022-04-07T01:31:43.4Z,3,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,78,75,2022-04-07T01:31:43Z,3980000,,,0,,K. Porzingis Free Throw 2 of 2 (24 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,24.0,,,,,,,,,,,,
402,PT04M35.00S,2022-04-07T01:31:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,6.389618922470433,48.529411764705884,1610612737,80,75,2022-04-07T01:32:05Z,3990000,7.0,8.0,1,left,D. Hunter driving Layup (9 PTS),[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,1.06,Made,,,,,,,9.0,,,,,,,,,,,,
403,PT04M35.00S,2022-04-07T01:32:03.7Z,3,REGULAR,foul,personal,['1freethrow'],204001,,,1610612737,80,75,2022-04-07T01:32:20Z,4000000,,,0,,K. Porzingis shooting personal FOUL (3 PF) (Hunter 1 FT),"[204001, 1629631]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,2003.0,3.0,0.0,Hunter,1629631.0,
405,PT04M35.00S,2022-04-07T01:32:23.0Z,3,REGULAR,freethrow,1 of 1,[],1629631,,,1610612737,81,75,2022-04-07T01:32:23Z,4020000,,,0,,D. Hunter Free Throw 1 of 1 (10 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Made,,,,,,,10.0,,,,,,,,,,,,
406,PT04M23.00S,2022-04-07T01:32:36.4Z,3,REGULAR,3pt,Jump Shot,[],1630166,95.48291721419186,95.09803921568627,1610612764,81,75,2022-04-07T01:32:42Z,4030000,225.0,-10.0,1,right,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,22.57,Missed,,,,,,,,,,,,,,,,,,,
407,PT04M19.00S,2022-04-07T01:32:40.4Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,81,75,2022-04-07T01:32:42Z,4040000,,,0,,C. Capela REBOUND (Off:2 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,406.0,7.0,5.0,2.0,,,,,,,,,,,,,
408,PT04M10.00S,2022-04-07T01:32:52.3Z,3,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,81,75,2022-04-07T01:33:01Z,4050000,,,0,,T. Young bad pass out-of-bounds TURNOVER (2 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,,,,,,,,,,2.0,,,,,,201638.0,,,,,
409,PT03M50.00S,2022-04-07T01:33:24.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203484,74.72076215505913,24.509803921568626,1610612764,81,77,2022-04-07T01:33:28Z,4060000,-127.0,185.0,1,right,K. Caldwell-Pope 22' pullup Jump Shot (9 PTS),[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,22.48,Made,,,,,,,9.0,,,,,,,,,,,,
410,PT03M23.00S,2022-04-07T01:33:50.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,5.601182654402102,49.50980392156863,1610612737,81,77,2022-04-07T01:33:55Z,4070000,2.0,0.0,1,left,MISS D. Hunter driving Layup,[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,0.25,Missed,,,,,,,,,,,,,,,,,,,
411,PT03M21.00S,2022-04-07T01:33:52.3Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,81,77,2022-04-07T01:33:55Z,4080000,,,0,,K. Porzingis REBOUND (Off:3 Def:12),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,410.0,15.0,12.0,3.0,,,,,,,,,,,,,
412,PT03M06.00S,2022-04-07T01:34:09.9Z,3,REGULAR,turnover,out-of-bounds,[],203484,,,1610612764,81,77,2022-04-07T01:34:22Z,4090000,,,0,,K. Caldwell-Pope bad pass out-of-bounds TURNOVER (3 TO),[203484],1610612764.0,WAS,bad pass,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,3.0,,,,,,2003.0,,,,,
413,PT03M06.00S,2022-04-07T01:34:16.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,81,77,2022-04-07T01:34:16Z,4100000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M06.00S,2022-04-07T01:36:24.9Z,3,REGULAR,substitution,out,[],203991,,,1610612737,81,77,2022-04-07T01:36:51Z,4110000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M06.00S,2022-04-07T01:36:24.9Z,3,REGULAR,substitution,out,[],204001,,,1610612737,81,77,2022-04-07T01:36:51Z,4140000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M06.00S,2022-04-07T01:36:24.9Z,3,REGULAR,substitution,in,[],201568,,,1610612737,81,77,2022-04-07T01:36:51Z,4150000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT03M06.00S,2022-04-07T01:36:24.9Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,81,77,2022-04-07T01:36:51Z,4160000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M06.00S,2022-04-07T01:36:24.9Z,3,REGULAR,substitution,in,[],1629060,,,1610612737,81,77,2022-04-07T01:36:51Z,4170000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M06.00S,2022-04-07T01:36:24.9Z,3,REGULAR,substitution,in,[],1629655,,,1610612737,81,77,2022-04-07T01:36:51Z,4180000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M06.00S,2022-04-07T01:36:24.9Z,3,REGULAR,substitution,out,[],1629631,,,1610612737,81,77,2022-04-07T01:37:12Z,4190000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M06.00S,2022-04-07T01:36:24.9Z,3,REGULAR,substitution,out,[],1630264,,,1610612737,81,77,2022-04-07T01:38:43Z,4195000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M53.00S,2022-04-07T01:37:31.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201568,13.485545335085414,25.0,1610612737,81,77,2022-04-07T01:37:37Z,4200000,125.0,74.0,1,left,MISS D. Gallinari 14' turnaround Shot,[201568],1610612737.0,ATL,turnaround,,,Gallinari,D. Gallinari,,,,,14.54,Missed,,,,,,,,,,,,,,,,,,,
424,PT02M51.00S,2022-04-07T01:37:33.8Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,81,77,2022-04-07T01:37:37Z,4210000,,,0,,O. Okongwu REBOUND (Off:2 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,423.0,2.0,0.0,2.0,,,,,,,,,,,,,
425,PT02M45.00S,2022-04-07T01:37:45.2Z,3,REGULAR,foul,personal,[],1630166,,,1610612737,81,77,2022-04-07T01:46:44Z,4220000,,,0,,D. Avdija personal FOUL (2 PF),"[1630166, 1629027]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Young,1629027.0,
427,PT02M32.00S,2022-04-07T01:38:13.1Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203992,5.469776609724048,70.58823529411765,1610612737,81,77,2022-04-07T01:38:20Z,4240000,-103.0,-1.0,1,left,MISS B. Bogdanovic 10' fadeaway Shot,[203992],1610612737.0,ATL,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,10.29,Missed,,,,,,,,,,,,,,,,,,,
428,PT02M29.00S,2022-04-07T01:38:16.1Z,3,REGULAR,rebound,defensive,[],202397,,,1610612764,81,77,2022-04-07T01:38:20Z,4250000,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,427.0,2.0,2.0,0.0,,,,,,,,,,,,,
429,PT02M27.00S,2022-04-07T01:38:18.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203484,70.77858081471747,76.47058823529412,1610612764,81,77,2022-04-07T01:38:52Z,4260000,132.0,222.0,1,right,MISS K. Caldwell-Pope 25' running pullup 3PT,[203484],1610612764.0,WAS,running pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,,
430,PT02M25.00S,2022-04-07T01:38:20.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,81,77,2022-04-07T01:38:28Z,4270000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,429.0,,,,,,,,,,,,,,,,
431,PT02M25.00S,2022-04-07T01:38:28.1Z,3,REGULAR,foul,personal,[],1629655,,,1610612737,81,77,2022-04-07T01:46:54Z,4280000,,,0,,D. Gafford loose ball personal FOUL (2 PF),"[1629655, 201568]",1610612764.0,WAS,loose ball,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Gallinari,201568.0,
434,PT02M17.00S,2022-04-07T01:38:48.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612737,81,77,2022-04-07T01:39:21Z,4300000,,,0,,D. Avdija personal FOUL (3 PF) (Young 2 FT),"[1630166, 1629027]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,2005.0,3.0,0.0,Young,1629027.0,
436,PT02M17.00S,2022-04-07T01:39:22.5Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,82,77,2022-04-07T01:39:22Z,4320000,,,0,,T. Young Free Throw 1 of 2 (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
437,PT02M17.00S,2022-04-07T01:39:24.7Z,3,REGULAR,substitution,out,[],203484,,,1610612737,82,77,2022-04-07T01:39:31Z,4330000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M17.00S,2022-04-07T01:39:24.7Z,3,REGULAR,substitution,in,[],1630557,,,1610612737,82,77,2022-04-07T01:39:31Z,4340000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M17.00S,2022-04-07T01:39:42.0Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,83,77,2022-04-07T01:39:42Z,4350000,,,0,,T. Young Free Throw 2 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,,,13.0,,,,,,,,,,,,
440,PT01M53.00S,2022-04-07T01:40:07.2Z,3,REGULAR,2pt,Jump Shot,[],1629060,91.93495400788436,21.323529411764707,1610612764,83,79,2022-04-07T01:40:11Z,4360000,-143.0,23.0,1,right,R. Hachimura 14' pullup Jump Shot (7 PTS),[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,14.53,Made,,,,,,,7.0,,,,,,,,,,,,
441,PT01M41.00S,2022-04-07T01:40:19.5Z,3,REGULAR,3pt,Jump Shot,[],1629027,32.013797634691194,50.73529411764706,1610612737,86,79,2022-04-07T01:40:25Z,4370000,-4.0,248.0,1,left,T. Young 24' 3PT pullup (16 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,24.84,Made,,,,,,,16.0,,,,,,,,,,,,
442,PT01M28.00S,2022-04-07T01:40:32.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,93.11760840998686,51.225490196078425,1610612764,86,81,2022-04-07T01:40:36Z,4380000,6.0,12.0,1,right,D. Gafford alley-oop DUNK (10 PTS) (I. Smith 3 AST),"[1629655, 202397]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,1.36,Made,,,,,,,10.0,,,,I. Smith,202397.0,3.0,,,,,,
444,PT01M11.00S,2022-04-07T01:40:49.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.258212877792378,49.26470588235294,1610612737,88,81,2022-04-07T01:40:53Z,4400000,4.0,6.0,1,left,T. Young driving Layup (18 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,0.73,Made,,,,,,,18.0,,,,,,,,,,,,
445,PT00M50.30S,2022-04-07T01:41:10.5Z,3,REGULAR,3pt,Jump Shot,[],1629060,67.23061760840999,59.55882352941176,1610612764,88,81,2022-04-07T01:41:15Z,4410000,48.0,256.0,1,right,MISS R. Hachimura 25' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,,
446,PT00M47.90S,2022-04-07T01:41:12.9Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,88,81,2022-04-07T01:41:15Z,4420000,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,445.0,3.0,1.0,2.0,,,,,,,,,,,,,
