actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
433,PT03M25.00S,2025-12-02T04:42:42.8Z,3,REGULAR,turnover,out-of-bounds,[],1628415,,,1610612756,71,87,2025-12-02T04:42:47Z,4260000,False,,,0,,D. Brooks bad pass out-of-bounds TURNOVER (3 TO),[1628415],1610612756.0,PHX,bad pass,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Right,201639.0,3.0,,,,,,,,,,,,,,,,,,
434,PT03M10.00S,2025-12-02T04:43:09.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,25.016425755584763,85.7843137254902,1610612747,71,87,2025-12-02T04:43:18Z,4270000,False,-179.0,183.0,1,left,MISS L. Dončić 25' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,25.57,Missed,,,,,,,,,,,,,,,,
435,PT03M07.00S,2025-12-02T04:43:12.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,71,87,2025-12-02T04:43:18Z,4280000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,434.0,,,,,,,,,,,,,,
437,PT03M07.00S,2025-12-02T04:43:18.0Z,3,REGULAR,substitution,out,[],1631123,,,1610612756,71,87,2025-12-02T04:43:22Z,4300000,False,,,0,,SUB out: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M07.00S,2025-12-02T04:43:18.0Z,3,REGULAR,substitution,in,[],1631221,,,1610612756,71,87,2025-12-02T04:43:22Z,4310000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M55.00S,2025-12-02T04:43:44.4Z,3,REGULAR,3pt,Jump Shot,[],1642346,93.2161629434954,95.34313725490196,1610612756,71,87,2025-12-02T04:43:50Z,4320000,False,227.0,11.0,1,right,MISS R. Dunn 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,,,22.7,Missed,,,,,,,,,,,,,,,,
440,PT02M50.00S,2025-12-02T04:43:48.7Z,3,REGULAR,rebound,offensive,[],1631221,,,1610612756,71,87,2025-12-02T04:43:48Z,4330000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Right Corner 3,24+ Right,,,,,,439.0,2.0,1.0,1.0,,,,,,,,,,,
441,PT02M50.00S,2025-12-02T04:43:51.6Z,3,REGULAR,turnover,out-of-bounds,[],1631221,,,1610612756,71,87,2025-12-02T04:43:56Z,4340000,False,,,0,,C. Gillespie bad pass out-of-bounds TURNOVER (1 TO),[1631221],1610612756.0,PHX,bad pass,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Right,201639.0,1.0,,,,,,,,,,,,,,,,,,
442,PT02M50.00S,2025-12-02T04:43:58.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,71,87,2025-12-02T04:43:58Z,4350000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M50.00S,2025-12-02T04:47:20.7Z,3,REGULAR,substitution,out,[],1628467,,,1610612747,71,87,2025-12-02T04:47:28Z,4360000,False,,,0,,SUB out: M. Kleber,[1628467],1610612747.0,LAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M50.00S,2025-12-02T04:47:20.7Z,3,REGULAR,substitution,in,[],2544,,,1610612747,71,87,2025-12-02T04:47:28Z,4370000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M38.00S,2025-12-02T04:47:34.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,22.38830486202366,95.34313725490196,1610612747,71,87,2025-12-02T04:47:44Z,4380000,False,-227.0,158.0,1,left,MISS G. Vincent 27' 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,,,27.63,Missed,,,,,,,,,,,,,,,,
446,PT02M35.00S,2025-12-02T04:47:37.4Z,3,REGULAR,rebound,defensive,[],1642346,,,1610612756,71,87,2025-12-02T04:47:44Z,4390000,False,,,0,,R. Dunn REBOUND (Off:2 Def:4),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,445.0,6.0,4.0,2.0,,,,,,,,,,,
447,PT02M25.00S,2025-12-02T04:47:47.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,82.83508541392904,60.049019607843135,1610612756,71,87,2025-12-02T05:09:11Z,4400000,False,50.0,109.0,1,right,MISS D. Brooks 11' driving floating Shot,[1628415],1610612756.0,PHX,driving floating,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,11.99,Missed,,,,,,,,,,,,,,,,
448,PT02M21.00S,2025-12-02T04:47:51.6Z,3,REGULAR,rebound,defensive,[],1631222,,,1610612747,71,87,2025-12-02T04:47:55Z,4410000,False,,,0,,J. LaRavia REBOUND (Off:0 Def:2),[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),8-16 Center,,,,,,447.0,2.0,2.0,0.0,,,,,,,,,,,
449,PT02M15.00S,2025-12-02T04:47:57.5Z,3,REGULAR,3pt,Jump Shot,[],2544,31.980946123521676,38.23529411764706,1610612747,71,87,2025-12-02T04:48:10Z,4420000,False,59.0,248.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,25.5,Missed,,,,,,,,,,,,,,,,
450,PT02M13.00S,2025-12-02T04:48:09.0Z,3,REGULAR,rebound,offensive,[],1629637,,,1610612747,71,87,2025-12-02T04:48:09Z,4430000,False,,,0,,J. Hayes REBOUND (Off:1 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Center,,,,,,449.0,2.0,1.0,1.0,,,,,,,,,,,
451,PT02M13.00S,2025-12-02T04:48:10.8Z,3,REGULAR,foul,personal,[],1628415,,,1610612747,71,87,2025-12-02T04:48:19Z,4440000,False,,,0,,D. Brooks personal FOUL (3 PF),"[1628415, 1629637]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,,,,,,,3.0,0.0,Hayes,1629637.0,,
453,PT02M06.00S,2025-12-02T04:48:26.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629029,18.577529566360056,62.745098039215684,1610612747,73,87,2025-12-02T05:09:39Z,4460000,False,-64.0,122.0,1,left,L. Dončić 13' pullup Jump Shot (38 PTS),[1629029],1610612747.0,LAL,pullup,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,13.77,Made,38.0,,,,,,,,,,,,,,,
454,PT01M45.00S,2025-12-02T04:48:46.3Z,3,REGULAR,3pt,Jump Shot,[],1631221,69.95729303547964,27.450980392156865,1610612756,73,90,2025-12-02T04:48:52Z,4470000,False,-113.0,230.0,1,right,C. Gillespie 25' 3PT pullup (12 PTS) (N. Hayes-Davis 1 AST),"[1631221, 1628502]",1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,25.6,Made,12.0,,,,,,,N. Hayes-Davis,1628502.0,1.0,,,,,,
456,PT01M28.00S,2025-12-02T04:49:03.3Z,3,REGULAR,3pt,Jump Shot,[],1629029,15.11169513797634,96.54564950980392,1610612747,73,90,2025-12-02T04:49:08Z,4490000,False,-233.0,90.0,1,left,MISS L. Dončić 24' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,,,24.93,Missed,,,,,,,,,,,,,,,,
457,PT01M25.00S,2025-12-02T04:49:06.3Z,3,REGULAR,rebound,defensive,[],1631221,,,1610612756,73,90,2025-12-02T04:49:08Z,4500000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:2),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Left Corner 3,24+ Left,,,,,,456.0,3.0,2.0,1.0,,,,,,,,,,,
458,PT01M22.00S,2025-12-02T04:49:10.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642346,91.77069645203679,51.470588235294116,1610612756,73,92,2025-12-02T04:49:14Z,4510000,False,7.0,25.0,1,right,R. Dunn running Layup (4 PTS) (C. Gillespie 4 AST),"[1642346, 1631221]",1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,2.6,Made,4.0,,,,,,,C. Gillespie,1631221.0,4.0,,,,,,
460,PT01M05.00S,2025-12-02T04:49:26.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,13.058475689881732,43.627450980392155,1610612747,73,92,2025-12-02T05:11:40Z,4530000,False,32.0,70.0,1,left,MISS G. Vincent 7' driving floating Shot,[1629216],1610612747.0,LAL,driving floating,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,7.71,Missed,,,,,,,,,,,,,,,,
461,PT01M04.00S,2025-12-02T04:49:27.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,73,92,2025-12-02T04:49:35Z,4540000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,460.0,,,,,,,,,,,,,,
463,PT00M55.60S,2025-12-02T04:49:55.0Z,3,REGULAR,2pt,Jump Shot,[],1628415,76.13953679369251,41.23774509803921,1610612756,73,94,2025-12-02T05:12:06Z,4560000,False,-44.0,172.0,1,right,D. Brooks 17' step back Jump Shot (33 PTS) (C. Gillespie 5 AST),"[1628415, 1631221]",1610612756.0,PHX,step back,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,,,17.73,Made,33.0,,,,,,,C. Gillespie,1631221.0,5.0,,,,,,
466,PT00M49.70S,2025-12-02T04:50:36.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612747,73,94,2025-12-02T04:50:36Z,4590000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT00M39.60S,2025-12-02T04:52:20.9Z,3,REGULAR,foul,personal,['2freethrow'],1642346,,,1610612747,73,94,2025-12-02T04:52:33Z,4600000,False,,,0,,R. Dunn shooting personal FOUL (2 PF) (James 2 FT),"[1642346, 2544]",1610612756.0,PHX,shooting,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,202035.0,,,,,,,,,,,,,,2.0,0.0,James,2544.0,,
469,PT00M39.60S,2025-12-02T04:52:47.3Z,3,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,74,94,2025-12-02T04:52:47Z,4620000,False,,,0,,L. James Free Throw 1 of 2 (5 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
470,PT00M39.60S,2025-12-02T04:52:49.5Z,3,REGULAR,substitution,out,[],1628502,,,1610612747,74,94,2025-12-02T04:52:53Z,4630000,False,,,0,,SUB out: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M39.60S,2025-12-02T04:52:49.5Z,3,REGULAR,substitution,in,[],1626220,,,1610612747,74,94,2025-12-02T04:52:53Z,4640000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT00M39.60S,2025-12-02T04:53:01.4Z,3,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,75,94,2025-12-02T04:53:01Z,4650000,False,,,0,,L. James Free Throw 2 of 2 (6 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
473,PT00M31.00S,2025-12-02T04:53:18.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642345,88.09132720105124,44.85294117647059,1610612756,75,96,2025-12-02T04:53:24Z,4660000,False,-26.0,59.0,1,right,O. Ighodaro 6' Hook (2 PTS) (R. Dunn 1 AST),"[1642345, 1642346]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,6.47,Made,2.0,,,,,,,R. Dunn,1642346.0,1.0,,,,,,
475,PT00M16.00S,2025-12-02T04:53:37.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,6.8823915900131425,51.71568627450981,1610612747,77,96,2025-12-02T05:12:25Z,4680000,False,-9.0,12.0,1,left,J. Hayes Layup (6 PTS) (J. LaRavia 1 AST),"[1629637, 1631222]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,1.49,Made,6.0,,,,,,,J. LaRavia,1631222.0,1.0,,,,,,
477,PT00M16.00S,2025-12-02T04:53:39.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628415,,,1610612747,77,96,2025-12-02T04:53:49Z,4700000,False,,,0,,D. Brooks shooting personal FOUL (4 PF) (Hayes 1 FT),"[1628415, 1629637]",1610612756.0,PHX,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1626300.0,,,,,,,,,,,,,,4.0,0.0,Hayes,1629637.0,,
479,PT00M16.00S,2025-12-02T04:54:00.4Z,3,REGULAR,freethrow,1 of 1,[],1629637,,,1610612747,77,96,2025-12-02T04:54:00Z,4720000,False,,,0,,MISS J. Hayes Free Throw 1 of 1,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
480,PT00M13.70S,2025-12-02T04:54:02.7Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,77,96,2025-12-02T04:54:02Z,4730000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:5),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,479.0,5.0,5.0,0.0,,,,,,,,,,,
481,PT00M01.80S,2025-12-02T04:54:16.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631221,82.44086727989487,64.95098039215686,1610612756,77,96,2025-12-02T05:12:49Z,4740000,False,75.0,113.0,1,right,MISS C. Gillespie 13' step back Shot,[1631221],1610612756.0,PHX,step back,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),8-16 Right,,,13.52,Missed,,,,,,,,,,,,,,,,
482,PT00M01.00S,2025-12-02T04:54:17.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,77,96,2025-12-02T04:56:13Z,4750000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,481.0,,,,,,,,,,,,,,
483,PT00M00.00S,2025-12-02T04:54:22.2Z,3,REGULAR,period,end,[],0,,,1610612756,77,96,2025-12-02T04:54:22Z,4760000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2025-12-02T04:57:03.5Z,4,REGULAR,substitution,out,['startperiod'],1629637,,,1610612756,77,96,2025-12-02T04:57:54Z,4770000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2025-12-02T04:57:03.5Z,4,REGULAR,substitution,out,['startperiod'],1631222,,,1610612756,77,96,2025-12-02T04:57:54Z,4780000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2025-12-02T04:57:03.5Z,4,REGULAR,substitution,out,['startperiod'],1629029,,,1610612756,77,96,2025-12-02T04:57:54Z,4790000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2025-12-02T04:57:03.5Z,4,REGULAR,substitution,out,['startperiod'],1628415,,,1610612756,77,96,2025-12-02T04:57:54Z,4800000,False,,,0,,SUB out: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2025-12-02T04:57:03.5Z,4,REGULAR,substitution,in,['startperiod'],1642261,,,1610612756,77,96,2025-12-02T04:57:54Z,4810000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2025-12-02T04:57:03.5Z,4,REGULAR,substitution,in,['startperiod'],1629028,,,1610612756,77,96,2025-12-02T04:57:54Z,4820000,False,,,0,,SUB in: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2025-12-02T04:57:03.5Z,4,REGULAR,substitution,in,['startperiod'],1630559,,,1610612756,77,96,2025-12-02T04:57:54Z,4830000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2025-12-02T04:57:03.5Z,4,REGULAR,substitution,in,['startperiod'],1631123,,,1610612756,77,96,2025-12-02T04:57:54Z,4840000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2025-12-02T04:57:59.5Z,4,REGULAR,period,start,[],0,,,1610612756,77,96,2025-12-02T04:57:59Z,4850000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M46.00S,2025-12-02T04:58:12.6Z,4,REGULAR,turnover,bad pass,[],1631221,,,1610612756,77,96,2025-12-02T04:58:17Z,4860000,False,,,0,,C. Gillespie bad pass TURNOVER (2 TO),"[1631221, 1629028]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,Ayton,1629028.0,,,,,,,,,
494,PT11M46.00S,2025-12-02T04:58:12.6Z,4,REGULAR,steal,,[],1629028,,,1610612747,77,96,2025-12-02T04:59:40Z,4870000,False,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
495,PT11M42.00S,2025-12-02T04:58:16.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642261,8.590670170827863,50.245098039215684,1610612747,79,96,2025-12-02T04:58:22Z,4880000,False,-1.0,28.0,1,left,D. Knecht running Layup (5 PTS) (L. James 3 AST),"[1642261, 2544]",1610612747.0,LAL,running,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,,,2.83,Made,5.0,,,,,,,L. James,2544.0,3.0,,,,,,
497,PT11M24.00S,2025-12-02T04:58:33.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631221,79.81274638633377,54.411764705882355,1610612756,79,96,2025-12-02T04:58:42Z,4900000,False,22.0,137.0,1,right,MISS C. Gillespie 13' pullup Shot,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),8-16 Center,,,13.91,Missed,,,,,,,,,,,,,,,,
498,PT11M19.00S,2025-12-02T04:58:38.9Z,4,REGULAR,rebound,defensive,[],1629216,,,1610612747,79,96,2025-12-02T04:58:42Z,4910000,False,,,0,,G. Vincent REBOUND (Off:1 Def:1),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,,,,,,497.0,2.0,1.0,1.0,,,,,,,,,,,
499,PT11M06.00S,2025-12-02T04:58:52.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,12.927069645203687,54.411764705882355,1610612747,81,96,2025-12-02T05:13:21Z,4920000,False,-22.0,69.0,1,left,D. Ayton 7' floating Jump Shot (12 PTS) (A. Reaves 2 AST),"[1629028, 1630559]",1610612747.0,LAL,floating,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,7.25,Made,12.0,,,,,,,A. Reaves,1630559.0,2.0,,,,,,
501,PT10M47.00S,2025-12-02T04:59:11.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,91.24507227332458,50.0,1610612756,81,98,2025-12-02T04:59:16Z,4940000,False,0.0,30.0,1,right,R. Dunn cutting Layup (6 PTS) (R. O'Neale 10 AST),"[1642346, 1626220]",1610612756.0,PHX,cutting,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,2.98,Made,6.0,,,,,,,R. O'Neale,1626220.0,10.0,,,,,,
503,PT10M35.00S,2025-12-02T04:59:27.6Z,4,REGULAR,foul,personal,[],1642345,,,1610612747,81,98,2025-12-02T04:59:41Z,4960000,False,,,0,,O. Ighodaro personal FOUL (1 PF),"[1642345, 1630559]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Right Center,201639.0,,,,,,,,,,,,,,1.0,0.0,Reaves,1630559.0,,
505,PT10M24.00S,2025-12-02T04:59:52.9Z,4,REGULAR,turnover,bad pass,[],2544,,,1610612747,81,98,2025-12-02T04:59:56Z,4980000,False,,,0,,L. James bad pass TURNOVER (3 TO),"[2544, 1642346]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,3.0,,,,,,,,Dunn,1642346.0,,,,,,,,,
506,PT10M24.00S,2025-12-02T04:59:52.9Z,4,REGULAR,steal,,[],1642346,,,1610612756,81,98,2025-12-02T04:59:54Z,4990000,False,,,0,,R. Dunn STEAL (2 STL),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
508,PT09M59.00S,2025-12-02T05:00:48.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631221,66.80354796320631,51.71568627450981,1610612756,81,101,2025-12-02T05:00:54Z,5010000,False,9.0,260.0,1,right,C. Gillespie 25' 3PT  (15 PTS) (R. O'Neale 11 AST),"[1631221, 1626220]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,25.96,Made,15.0,,,,,,,R. O'Neale,1626220.0,11.0,,,,,,
510,PT09M46.00S,2025-12-02T05:01:17.7Z,4,REGULAR,3pt,Jump Shot,[],1629216,9.510512483574246,97.05882352941177,1610612747,84,101,2025-12-02T05:01:22Z,5030000,False,-235.0,37.0,1,left,G. Vincent 3PT  (3 PTS) (D. Knecht 1 AST),"[1629216, 1642261]",1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,,,23.82,Made,3.0,,,,,,,D. Knecht,1642261.0,1.0,,,,,,
512,PT09M23.00S,2025-12-02T05:01:42.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1631123,90.8508541392904,52.205882352941174,1610612756,84,103,2025-12-02T05:01:52Z,5050000,False,11.0,34.0,1,right,J. Bouyea driving Layup (7 PTS),[1631123],1610612756.0,PHX,driving,,,Bouyea,J. Bouyea,,,,,Restricted Area,0-8 Center,,,3.53,Made,7.0,,,,,,,,,,,,,,,
513,PT09M23.00S,2025-12-02T05:01:46.8Z,4,REGULAR,violation,defensive goaltending,[],1629028,,,1610612756,84,103,2025-12-02T05:01:52Z,5060000,False,,,0,,D. Ayton defensive goaltending VIOLATION,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,202035.0,,,,,,,,,,,,,,,,,,,
515,PT09M06.00S,2025-12-02T05:03:07.6Z,4,REGULAR,3pt,Jump Shot,[],1630559,40.78515111695138,47.05882352941176,1610612747,87,103,2025-12-02T05:14:04Z,5080000,False,15.0,331.0,1,left,A. Reaves 33' 3PT pullup (13 PTS),[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,33.12,Made,13.0,,,,,,,,,,,,,,,
516,PT08M53.00S,2025-12-02T05:03:19.9Z,4,REGULAR,3pt,Jump Shot,[],1631221,71.66557161629436,86.76470588235294,1610612756,87,106,2025-12-02T05:14:18Z,5090000,False,184.0,214.0,1,right,C. Gillespie 28' 3PT pullup (18 PTS),[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,,,28.19,Made,18.0,,,,,,,,,,,,,,,
517,PT08M39.00S,2025-12-02T05:03:35.7Z,4,REGULAR,3pt,Jump Shot,[],1642261,7.408015768725363,97.79411764705883,1610612747,87,106,2025-12-02T05:03:41Z,5100000,False,-239.0,17.0,1,left,MISS D. Knecht step back 3PT,[1642261],1610612747.0,LAL,step back,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,,,23.96,Missed,,,,,,,,,,,,,,,,
518,PT08M36.00S,2025-12-02T05:03:38.7Z,4,REGULAR,rebound,defensive,[],1642346,,,1610612756,87,106,2025-12-02T05:03:41Z,5110000,False,,,0,,R. Dunn REBOUND (Off:2 Def:5),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Left Corner 3,24+ Left,,,,,,517.0,7.0,5.0,2.0,,,,,,,,,,,
519,PT08M26.00S,2025-12-02T05:03:48.4Z,4,REGULAR,3pt,Jump Shot,[],1631221,65.75229960578187,63.23529411764706,1610612756,87,109,2025-12-02T05:03:52Z,5120000,False,66.0,269.0,1,right,C. Gillespie 27' 3PT  (21 PTS) (O. Ighodaro 1 AST),"[1631221, 1642345]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,27.74,Made,21.0,,,,,,,O. Ighodaro,1642345.0,1.0,,,,,,
521,PT08M09.00S,2025-12-02T05:04:05.4Z,4,REGULAR,turnover,lost ball,[],1630559,,,1610612747,87,109,2025-12-02T05:04:09Z,5140000,False,,,0,,A. Reaves lost ball TURNOVER (5 TO),"[1630559, 1631123]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,,5.0,,,,,,,,Bouyea,1631123.0,,,,,,,,,
522,PT08M09.00S,2025-12-02T05:04:05.4Z,4,REGULAR,steal,,[],1631123,,,1610612756,87,109,2025-12-02T05:04:07Z,5150000,False,,,0,,J. Bouyea STEAL (3 STL),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
