actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
343,PT09M16.00S,2025-03-16T01:59:48.2Z,3,REGULAR,3pt,Jump Shot,[],1628969,69.1688567674113,73.23069852941177,1610612752,59,57,2025-03-16T02:01:19Z,3370000,False,116.0,237.0,1,right,MISS M. Bridges 26' pullup 3PT,[1628969],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Right Center,26.42,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
344,PT09M14.00S,2025-03-16T01:59:50.2Z,3,REGULAR,rebound,defensive,[],1630611,,,1610612744,59,57,2025-03-16T02:01:19Z,3380000,False,,,0,,G. Santos REBOUND (Off:0 Def:6),[1630611],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Santos,G. Santos,343.0,6.0,6.0,0.0,,,,,,,,,,,,,,
345,PT08M58.00S,2025-03-16T02:00:06.1Z,3,REGULAR,3pt,Jump Shot,[],1630541,36.97232260183968,45.07506127450981,1610612744,59,57,2025-03-16T02:01:37Z,3390000,False,25.0,295.0,1,left,MISS M. Moody 29' 3PT,[1630541],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,29.6,Missed,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
346,PT08M55.00S,2025-03-16T02:00:09.1Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,59,57,2025-03-16T02:01:37Z,3400000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Hart,J. Hart,345.0,3.0,3.0,0.0,,,,,,,,,,,,,,
347,PT08M51.00S,2025-03-16T02:00:14.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,89.09329829172142,62.73743872549019,1610612752,59,57,2025-03-16T02:02:08Z,3410000,False,64.0,50.0,1,right,MISS J. Hart 8' running Layup,[1628404],1610612752.0,NYK,running,,,,,,In The Paint (Non-RA),0-8 Center,8.1,Missed,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
348,PT08M50.00S,2025-03-16T02:00:15.5Z,3,REGULAR,rebound,defensive,[],202710,,,1610612744,59,57,2025-03-16T02:02:08Z,3420000,False,,,0,,J. Butler III REBOUND (Off:2 Def:1),[202710],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Butler III,J. Butler III,347.0,3.0,1.0,2.0,,,,,,,,,,,,,,
350,PT08M39.00S,2025-03-16T02:00:35.5Z,3,REGULAR,turnover,lost ball,[],202710,,,1610612744,59,57,2025-03-16T02:03:35Z,3440000,False,,,0,,J. Butler III lost ball TURNOVER (1 TO),"[202710, 1628384]",1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,1.0,Anunoby,1628384.0,
351,PT08M39.00S,2025-03-16T02:00:35.5Z,3,REGULAR,steal,,[],1628384,,,1610612752,59,57,2025-03-16T02:00:37Z,3450000,False,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
352,PT08M28.00S,2025-03-16T02:00:44.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628384,90.14454664914587,56.590839460784316,1610612752,59,59,2025-03-16T02:03:50Z,3460000,False,33.0,40.0,1,right,O. Anunoby driving Layup (15 PTS) (M. Bridges 2 AST),"[1628384, 1628969]",1610612752.0,NYK,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.19,Made,15.0,Anunoby,O. Anunoby,,,,,M. Bridges,1628969.0,2.0,,,,,,,,,,,
354,PT08M13.00S,2025-03-16T02:00:57.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,17.6084099868594,37.231924019607845,1610612744,61,59,2025-03-16T02:04:06Z,3480000,False,64.0,113.0,1,left,S. Curry 12' driving floating Jump Shot (15 PTS),[201939],1610612744.0,GSW,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,12.98,Made,15.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
355,PT08M00.00S,2025-03-16T02:01:13.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,90.93298291721419,54.974724264705884,1610612752,61,59,2025-03-16T02:04:41Z,3490000,False,25.0,33.0,1,right,MISS O. Anunoby driving Layup,[1628384],1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,4.11,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
356,PT07M59.00S,2025-03-16T02:01:14.8Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612752,61,59,2025-03-16T02:04:41Z,3500000,False,,,0,,K. Towns REBOUND (Off:3 Def:4),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,355.0,7.0,4.0,3.0,,,,,,,,,,,,,,
357,PT07M59.00S,2025-03-16T02:01:16.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626157,90.67017082785809,48.23835784313726,1610612752,61,59,2025-03-16T02:04:55Z,3510000,False,-9.0,35.0,1,right,MISS K. Towns tip Layup,[1626157],1610612752.0,NYK,tip,,,,,,Restricted Area,0-8 Center,3.63,Missed,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
358,PT07M56.00S,2025-03-16T02:01:19.0Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,61,59,2025-03-16T02:04:55Z,3520000,False,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Curry,S. Curry,357.0,3.0,3.0,0.0,,,,,,,,,,,,,,
359,PT07M49.00S,2025-03-16T02:01:22.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630611,9.674770039421814,4.166666666666666,1610612744,64,59,2025-03-16T02:01:27Z,3530000,False,229.0,38.0,1,left,G. Santos 3PT running (5 PTS) (S. Curry 5 AST),"[1630611, 201939]",1610612744.0,GSW,running,,,,,,Right Corner 3,24+ Right,23.24,Made,5.0,Santos,G. Santos,,,,,S. Curry,201939.0,5.0,,,,,,,,,,,
361,PT07M48.00S,2025-03-16T02:01:28.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,64,59,2025-03-16T02:01:28Z,3550000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT07M27.00S,2025-03-16T02:05:22.2Z,3,REGULAR,turnover,bad pass,[],1628384,,,1610612752,64,59,2025-03-16T02:05:35Z,3560000,False,,,0,,O. Anunoby bad pass TURNOVER (2 TO),"[1628384, 1630541]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,2.0,Moody,1630541.0,
365,PT07M27.00S,2025-03-16T02:05:22.2Z,3,REGULAR,steal,,[],1630541,,,1610612744,64,59,2025-03-16T02:05:24Z,3570000,False,,,0,,M. Moody STEAL (2 STL),[1630541],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
366,PT07M04.00S,2025-03-16T02:05:42.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201939,33.03219448094612,82.1078431372549,1610612744,67,59,2025-03-16T02:06:03Z,3580000,False,-161.0,258.0,1,left,S. Curry 30' 3PT pullup (18 PTS) (D. Green 3 AST),"[201939, 203110]",1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Left Center,30.38,Made,18.0,Curry,S. Curry,,,,,D. Green,203110.0,3.0,,,,,,,,,,,
368,PT06M48.00S,2025-03-16T02:06:03.0Z,3,REGULAR,foul,personal,[],203110,,,1610612752,67,59,2025-03-16T02:06:43Z,3600000,False,,,0,,D. Green personal FOUL (2 PF),"[203110, 1626157]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left,,,,Green,D. Green,,,,,,,,2714.0,2.0,0.0,Towns,1626157.0,,,,,,
370,PT06M48.00S,2025-03-16T02:06:07.7Z,3,REGULAR,substitution,out,[],202710,,,1610612752,67,59,2025-03-16T02:06:10Z,3620000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,,,,,,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
371,PT06M48.00S,2025-03-16T02:06:07.7Z,3,REGULAR,substitution,in,[],1630228,,,1610612752,67,59,2025-03-16T02:06:10Z,3630000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
372,PT06M36.00S,2025-03-16T02:06:37.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,88.43626806833115,37.231924019607845,1610612752,67,61,2025-03-16T02:07:05Z,3640000,False,-64.0,56.0,1,right,K. Towns 8' turnaround Hook (18 PTS),[1626157],1610612752.0,NYK,turnaround,,,,,,In The Paint (Non-RA),8-16 Left,8.5,Made,18.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
373,PT06M17.00S,2025-03-16T02:06:55.8Z,3,REGULAR,3pt,Jump Shot,[],201939,36.32966491458607,71.57245710784314,1610612744,70,61,2025-03-16T02:07:21Z,3650000,False,-108.0,289.0,1,left,S. Curry 30' 3PT pullup (21 PTS),[201939],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Left Center,30.85,Made,21.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
374,PT06M03.00S,2025-03-16T02:07:11.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628969,94.48094612352168,43.443627450980394,1610612752,70,63,2025-03-16T02:07:32Z,3660000,False,-33.0,-1.0,1,right,M. Bridges cutting DUNK (15 PTS) (K. Towns 3 AST),"[1628969, 1626157]",1610612752.0,NYK,cutting,,,,,,Restricted Area,0-8 Center,3.28,Made,15.0,Bridges,M. Bridges,,,,,K. Towns,1626157.0,3.0,,,,,,,,,,,
376,PT05M50.00S,2025-03-16T02:07:24.2Z,3,REGULAR,3pt,Jump Shot,[],201939,34.18405059132719,50.48636642156863,1610612744,70,63,2025-03-16T02:07:52Z,3680000,False,-2.0,269.0,1,left,MISS S. Curry 26' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Center,26.88,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
377,PT05M47.00S,2025-03-16T02:07:27.2Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,70,63,2025-03-16T02:07:52Z,3690000,False,,,0,,K. Towns REBOUND (Off:3 Def:5),[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Towns,K. Towns,376.0,8.0,5.0,3.0,,,,,,,,,,,,,,
378,PT05M30.00S,2025-03-16T02:07:44.3Z,3,REGULAR,2pt,Jump Shot,[],1626157,75.29566360052563,36.251531862745104,1610612752,70,63,2025-03-16T02:08:16Z,3700000,False,-69.0,180.0,1,right,MISS K. Towns 19' Jump Shot,[1626157],1610612752.0,NYK,,,,,,,Mid-Range,16-24 Left Center,19.24,Missed,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
379,PT05M28.00S,2025-03-16T02:07:46.3Z,3,REGULAR,rebound,defensive,[],1630611,,,1610612744,70,63,2025-03-16T02:08:16Z,3710000,False,,,0,,G. Santos REBOUND (Off:0 Def:7),[1630611],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left Center,,,,Santos,G. Santos,378.0,7.0,7.0,0.0,,,,,,,,,,,,,,
380,PT05M09.00S,2025-03-16T02:08:06.0Z,3,REGULAR,2pt,Jump Shot,[],1630228,6.652431011826544,67.40196078431373,1610612744,70,63,2025-03-16T02:08:52Z,3720000,False,-87.0,10.0,1,left,MISS J. Kuminga 8' pullup Shot - blocked,"[1630228, 1626157]",1610612744.0,GSW,pullup,,,,,,Mid-Range,8-16 Left,8.76,Missed,,Kuminga,J. Kuminga,,,,,,,,,,,,,Towns,1626157.0,,,,
381,PT05M09.00S,2025-03-16T02:08:06.0Z,3,REGULAR,block,,[],1626157,,,1610612744,70,63,2025-03-16T02:08:08Z,3730000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
382,PT05M08.00S,2025-03-16T02:08:07.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,70,63,2025-03-16T02:08:52Z,3740000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,,,380.0,,,,,,,,,,,,,,,,,
384,PT05M08.00S,2025-03-16T02:08:10.6Z,3,REGULAR,substitution,out,[],1630541,,,1610612744,70,63,2025-03-16T02:08:23Z,3760000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,,,,,,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
385,PT05M08.00S,2025-03-16T02:08:10.6Z,3,REGULAR,substitution,out,[],1630611,,,1610612744,70,63,2025-03-16T02:08:23Z,3770000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,,,,,,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,
386,PT05M08.00S,2025-03-16T02:08:10.6Z,3,REGULAR,substitution,out,[],203110,,,1610612744,70,63,2025-03-16T02:08:23Z,3780000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
387,PT05M08.00S,2025-03-16T02:08:10.6Z,3,REGULAR,substitution,in,[],1642366,,,1610612744,70,63,2025-03-16T02:08:23Z,3790000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,,,,,,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,
388,PT05M08.00S,2025-03-16T02:08:10.6Z,3,REGULAR,substitution,in,[],1627741,,,1610612744,70,63,2025-03-16T02:08:23Z,3800000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,,,,,,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,
389,PT05M08.00S,2025-03-16T02:08:10.6Z,3,REGULAR,substitution,in,[],1627780,,,1610612744,70,63,2025-03-16T02:08:23Z,3810000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
390,PT05M04.00S,2025-03-16T02:08:40.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612744,70,63,2025-03-16T02:09:31Z,3820000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,2002.0,,,,,,,,,,
391,PT04M51.00S,2025-03-16T02:09:07.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628404,94.08672798948751,54.159007352941174,1610612752,70,63,2025-03-16T02:10:00Z,3830000,False,21.0,3.0,1,right,MISS J. Hart cutting Layup - blocked,"[1628404, 1627780]",1610612752.0,NYK,cutting,,,,,,Restricted Area,0-8 Center,2.1,Missed,,Hart,J. Hart,,,,,,,,,,,,,Payton II,1627780.0,,,,
392,PT04M51.00S,2025-03-16T02:09:07.0Z,3,REGULAR,block,,[],1627780,,,1610612752,70,63,2025-03-16T02:09:09Z,3840000,False,,,0,,G. Payton II BLOCK (1 BLK),[1627780],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
393,PT04M49.00S,2025-03-16T02:09:09.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,70,63,2025-03-16T02:10:00Z,3850000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,,,391.0,,,,,,,,,,,,,,,,,
395,PT04M48.00S,2025-03-16T02:09:28.9Z,3,REGULAR,foul,personal,['2freethrow'],201939,,,1610612752,70,63,2025-03-16T02:10:36Z,3870000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Bridges 2 FT),"[201939, 1628969]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Curry,S. Curry,,,,,,,,1626300.0,1.0,0.0,Bridges,1628969.0,,,,,,
397,PT04M48.00S,2025-03-16T02:09:58.8Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628969,,,1610612752,70,64,2025-03-16T02:09:58Z,3890000,False,,,0,,M. Bridges Free Throw 1 of 2 (16 PTS),[1628969],1610612752.0,NYK,,,,,,,,,,Made,16.0,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
398,PT04M48.00S,2025-03-16T02:10:02.6Z,3,REGULAR,substitution,out,[],1626157,,,1610612752,70,64,2025-03-16T02:10:12Z,3900000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
399,PT04M48.00S,2025-03-16T02:10:02.6Z,3,REGULAR,substitution,in,[],1629011,,,1610612752,70,64,2025-03-16T02:10:12Z,3910000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
400,PT04M48.00S,2025-03-16T02:10:28.5Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628969,,,1610612752,70,65,2025-03-16T02:10:28Z,3920000,False,,,0,,M. Bridges Free Throw 2 of 2 (17 PTS),[1628969],1610612752.0,NYK,,,,,,,,,,Made,17.0,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
401,PT04M37.00S,2025-03-16T02:10:50.6Z,3,REGULAR,substitution,out,[],1628384,,,1610612744,70,65,2025-03-16T02:10:53Z,3930000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
402,PT04M37.00S,2025-03-16T02:10:50.6Z,3,REGULAR,substitution,in,[],1629013,,,1610612744,70,65,2025-03-16T02:10:53Z,3940000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
403,PT04M37.00S,2025-03-16T02:11:31.9Z,3,REGULAR,jumpball,recovered,[],1642366,,,1610612744,70,65,2025-03-16T02:11:42Z,3950000,False,,,0,,Jump Ball S. Curry vs. M. McBride: Tip to Q. Post,"[1642366, 201939, 1630540]",1610612744.0,GSW,heldball,Q. Post,Curry,201939.0,McBride,1630540.0,,,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,1642366.0
406,PT04M26.00S,2025-03-16T02:11:44.8Z,3,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612744,70,65,2025-03-16T02:12:13Z,3980000,False,,,0,,L. Shamet shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1629013, 1630228]",1610612752.0,NYK,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Shamet,L. Shamet,,,,,,,,2002.0,1.0,0.0,Kuminga,1630228.0,,,,,,
408,PT04M26.00S,2025-03-16T02:12:10.2Z,3,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,71,65,2025-03-16T02:12:33Z,4000000,False,,,0,,J. Kuminga Free Throw 1 of 2 (8 PTS),[1630228],1610612744.0,GSW,,,,,,,,,,Made,8.0,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
409,PT04M26.00S,2025-03-16T02:12:10.2Z,3,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,71,65,2025-03-16T02:12:33Z,4010000,False,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,,,,,,,Missed,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
410,PT04M25.00S,2025-03-16T02:12:11.2Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,71,65,2025-03-16T02:12:37Z,4020000,False,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612752.0,NYK,,,,,,,,,,,,Hart,J. Hart,409.0,4.0,4.0,0.0,,,,,,,,,,,,,,
411,PT04M09.00S,2025-03-16T02:12:46.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630540,87.51642575558475,35.51623774509804,1610612752,71,65,2025-03-16T02:13:20Z,4030000,False,-72.0,65.0,1,right,MISS M. McBride 9' pullup Shot,[1630540],1610612752.0,NYK,pullup,,,,,,In The Paint (Non-RA),8-16 Left,9.72,Missed,,McBride,M. McBride,,,,,,,,,,,,,,,,,,
412,PT04M07.00S,2025-03-16T02:12:48.4Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612744,71,65,2025-03-16T02:13:20Z,4040000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Hield,B. Hield,411.0,1.0,1.0,0.0,,,,,,,,,,,,,,
413,PT04M03.00S,2025-03-16T02:12:52.5Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627780,6.783837056504599,43.627450980392155,1610612744,73,65,2025-03-16T02:42:55Z,4050000,False,32.0,11.0,1,left,G. Payton II running alley-oop DUNK (6 PTS) (J. Kuminga 4 AST),"[1627780, 1630228]",1610612744.0,GSW,running alley-oop,,,,,,Restricted Area,0-8 Center,3.38,Made,6.0,Payton II,G. Payton II,,,,,J. Kuminga,1630228.0,4.0,,,,,,,,,,,
415,PT03M53.00S,2025-03-16T02:13:02.6Z,3,REGULAR,2pt,Jump Shot,[],1629013,90.40735873850197,30.369178921568633,1610612752,73,65,2025-03-16T02:14:35Z,4070000,False,-98.0,38.0,1,right,MISS L. Shamet 10' fadeaway Shot,[1629013],1610612752.0,NYK,fadeaway,,,,,,Mid-Range,8-16 Left,10.52,Missed,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
416,PT03M50.00S,2025-03-16T02:13:05.6Z,3,REGULAR,rebound,offensive,[],1629011,,,1610612752,73,65,2025-03-16T02:14:35Z,4080000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,,Robinson,M. Robinson,415.0,2.0,1.0,1.0,,,,,,,,,,,,,,
417,PT03M48.00S,2025-03-16T02:13:06.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629013,72.98579172141919,14.43780637254902,1610612752,73,65,2025-03-16T02:14:50Z,4090000,False,-178.0,201.0,1,right,MISS L. Shamet 26' 3PT,[1629013],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,26.87,Missed,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
418,PT03M46.00S,2025-03-16T02:13:08.8Z,3,REGULAR,rebound,offensive,[],1630540,,,1610612752,73,65,2025-03-16T02:14:50Z,4100000,False,,,0,,M. McBride REBOUND (Off:1 Def:2),[1630540],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,McBride,M. McBride,417.0,3.0,2.0,1.0,,,,,,,,,,,,,,
419,PT03M46.00S,2025-03-16T02:13:11.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630540,91.98423127463863,56.22702205882353,1610612752,73,67,2025-03-16T02:15:04Z,4110000,False,31.0,23.0,1,right,M. McBride tip Layup (15 PTS),[1630540],1610612752.0,NYK,tip,,,,,,Restricted Area,0-8 Center,3.86,Made,15.0,McBride,M. McBride,,,,,,,,,,,,,,,,,,
420,PT03M34.00S,2025-03-16T02:13:22.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,14.586070959264134,54.572610294117645,1610612744,73,67,2025-03-16T02:15:23Z,4120000,False,-23.0,85.0,1,left,MISS J. Kuminga 8' turnaround Shot,[1630228],1610612744.0,GSW,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,8.76,Missed,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
421,PT03M32.00S,2025-03-16T02:13:24.0Z,3,REGULAR,rebound,defensive,[],1630540,,,1610612752,73,67,2025-03-16T02:15:23Z,4130000,False,,,0,,M. McBride REBOUND (Off:1 Def:3),[1630540],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,,McBride,M. McBride,420.0,4.0,3.0,1.0,,,,,,,,,,,,,,
422,PT03M14.00S,2025-03-16T02:13:39.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630540,88.83048620236531,41.888786764705884,1610612752,73,69,2025-03-16T02:16:22Z,4140000,False,-41.0,52.0,1,right,M. McBride 6' driving bank Hook (17 PTS),[1630540],1610612752.0,NYK,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,6.64,Made,17.0,McBride,M. McBride,,,,,,,,,,,,,,,,,,
423,PT02M58.00S,2025-03-16T02:13:57.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.964520367936927,55.08195465686275,1610612744,75,69,2025-03-16T02:16:52Z,4150000,False,-25.0,13.0,1,left,S. Curry cutting Layup (23 PTS) (Q. Post 2 AST),"[201939, 1642366]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,2.85,Made,23.0,Curry,S. Curry,,,,,Q. Post,1642366.0,2.0,,,,,,,,,,,
425,PT02M38.00S,2025-03-16T02:14:18.0Z,3,REGULAR,foul,personal,[],1627780,,,1610612752,75,69,2025-03-16T02:16:59Z,4170000,False,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1628969]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Payton II,G. Payton II,,,,,,,,1626300.0,1.0,0.0,Bridges,1628969.0,,,,,,
427,PT02M38.00S,2025-03-16T02:14:29.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,75,69,2025-03-16T02:14:29Z,4190000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT02M38.00S,2025-03-16T02:17:11.9Z,3,REGULAR,substitution,out,[],201939,,,1610612752,75,69,2025-03-16T02:17:41Z,4210000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
430,PT02M38.00S,2025-03-16T02:17:11.9Z,3,REGULAR,substitution,out,[],1628404,,,1610612752,75,69,2025-03-16T02:17:41Z,4220000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
431,PT02M38.00S,2025-03-16T02:17:11.9Z,3,REGULAR,substitution,in,[],202710,,,1610612752,75,69,2025-03-16T02:17:41Z,4230000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,,,,,,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,
