actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
84,PT05M41.00S,2025-01-30T03:31:37.8Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,11,15,2025-01-30T03:35:28Z,840000,False,,,0,,G. Santos REBOUND (Off:0 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Center,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,
85,PT05M29.00S,2025-01-30T03:31:50.8Z,1,REGULAR,2pt,Jump Shot,[],203952,19.530223390275953,80.14705882352942,1610612744,11,15,2025-01-30T03:31:54Z,850000,False,-151.0,131.0,1,left,MISS A. Wiggins 19' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left Center,,,,,,19.97,Missed,,,,,,,,,,,,,
86,PT05M25.00S,2025-01-30T03:31:54.8Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,11,15,2025-01-30T03:31:54Z,860000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,85.0,3.0,3.0,0.0,,,,,,,
87,PT05M15.00S,2025-01-30T03:32:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,83.65637319316689,57.107843137254896,1610612760,11,17,2025-01-30T03:32:54Z,870000,False,36.0,101.0,1,right,S. Gilgeous-Alexander 10' fadeaway Jump Shot (11 PTS),[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.72,Made,,,,,,,11.0,,,,,,
88,PT05M04.00S,2025-01-30T03:32:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,9.937582128777924,48.77450980392157,1610612744,11,17,2025-01-30T03:32:18Z,880000,False,6.0,41.0,1,left,MISS S. Curry driving finger roll Layup - blocked,"[201939, 1631114]",1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,4.14,Missed,Williams,1631114.0,,,,,,,,,,,
89,PT05M04.00S,2025-01-30T03:32:14.4Z,1,REGULAR,block,,[],1631114,,,1610612744,11,17,2025-01-30T03:32:16Z,890000,False,,,0,,J. Williams BLOCK (1 BLK),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
90,PT05M02.00S,2025-01-30T03:32:16.4Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,11,17,2025-01-30T03:32:18Z,900000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,
91,PT04M58.00S,2025-01-30T03:32:21.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631114,68.67608409986859,74.75490196078431,1610612760,11,17,2025-01-30T03:34:26Z,910000,False,124.0,242.0,1,right,MISS J. Williams 27' running 3PT,[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,27.17,Missed,,,,,,,,,,,,,
92,PT04M51.00S,2025-01-30T03:32:28.3Z,1,REGULAR,rebound,offensive,[],1631114,,,1610612760,11,17,2025-01-30T03:47:25Z,920000,False,,,0,,J. Williams REBOUND (Off:1 Def:3),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,91.0,4.0,3.0,1.0,,,,,,,
93,PT04M47.00S,2025-01-30T03:32:31.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628983,93.11760840998686,56.61764705882353,1610612760,11,19,2025-01-30T03:32:34Z,930000,False,33.0,12.0,1,right,S. Gilgeous-Alexander driving Layup (13 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,3.53,Made,,,,,,,13.0,,,,,,
94,PT04M31.00S,2025-01-30T03:32:48.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,8.886333771353483,50.98039215686274,1610612744,13,19,2025-01-30T03:32:51Z,940000,False,-5.0,31.0,1,left,K. Looney cutting DUNK (2 PTS) (S. Curry 3 AST),"[1626172, 201939]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,3.14,Made,,,,,,,2.0,,,,S. Curry,201939.0,3.0
96,PT04M16.00S,2025-01-30T03:33:05.5Z,1,REGULAR,foul,personal,['2freethrow'],1630611,,,1610612760,13,19,2025-01-30T03:35:32Z,960000,False,,,0,,G. Santos shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630611, 1628983]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,Mid-Range,16-24 Left,203593.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
98,PT04M16.00S,2025-01-30T03:33:31.1Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,13,20,2025-01-30T03:33:31Z,980000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (14 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,14.0,,,,,,
99,PT04M16.00S,2025-01-30T03:33:31.9Z,1,REGULAR,substitution,out,[],203952,,,1610612760,13,20,2025-01-30T03:33:42Z,990000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M16.00S,2025-01-30T03:33:31.9Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,13,20,2025-01-30T03:33:42Z,1000000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M16.00S,2025-01-30T03:33:31.9Z,1,REGULAR,substitution,out,[],1628392,,,1610612760,13,20,2025-01-30T03:33:42Z,1010000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M16.00S,2025-01-30T03:33:31.9Z,1,REGULAR,substitution,in,[],203471,,,1610612760,13,20,2025-01-30T03:33:42Z,1020000,False,,,0,,SUB in: D. Schröder,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M16.00S,2025-01-30T03:33:31.9Z,1,REGULAR,substitution,in,[],1631119,,,1610612760,13,20,2025-01-30T03:33:42Z,1030000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M16.00S,2025-01-30T03:33:31.9Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,13,20,2025-01-30T03:33:42Z,1040000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M16.00S,2025-01-30T03:33:50.6Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,13,21,2025-01-30T03:33:50Z,1050000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (15 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,15.0,,,,,,
106,PT04M09.00S,2025-01-30T03:33:59.6Z,1,REGULAR,3pt,Jump Shot,[],201939,32.14520367936925,18.872549019607842,1610612744,13,21,2025-01-30T03:34:05Z,1060000,False,156.0,250.0,1,left,MISS S. Curry 29' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,29.42,Missed,,,,,,,,,,,,,
107,PT04M05.00S,2025-01-30T03:34:03.6Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,13,21,2025-01-30T03:46:49Z,1070000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,,
108,PT03M55.00S,2025-01-30T03:34:13.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628983,92.32917214191852,48.77450980392157,1610612760,13,23,2025-01-30T03:34:16Z,1080000,False,-6.0,20.0,1,right,S. Gilgeous-Alexander driving DUNK (17 PTS) (C. Wallace 1 AST),"[1628983, 1641717]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,2.05,Made,,,,,,,17.0,,,,C. Wallace,1641717.0,1.0
109,PT03M35.00S,2025-01-30T03:34:33.2Z,1,REGULAR,2pt,Jump Shot,[],201939,11.908672798948752,12.990196078431374,1610612744,13,23,2025-01-30T03:34:38Z,1090000,False,185.0,59.0,1,left,MISS S. Curry 19' fadeaway Shot,[201939],1610612744.0,GSW,fadeaway,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,,,,,,19.43,Missed,,,,,,,,,,,,,
111,PT03M30.00S,2025-01-30T03:34:38.2Z,1,REGULAR,rebound,offensive,[],1630611,,,1610612744,13,23,2025-01-30T03:34:38Z,1110000,False,,,0,,G. Santos REBOUND (Off:1 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Mid-Range,16-24 Right,,,,,,,,,,109.0,2.0,1.0,1.0,,,,,,,
112,PT03M29.00S,2025-01-30T03:34:42.0Z,1,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612744,13,23,2025-01-30T03:34:51Z,1120000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Moody 2 FT),"[1631119, 1630541]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,203593.0,1.0,0.0,Moody,1630541.0,,,,,,,,,,,,,,,
114,PT03M29.00S,2025-01-30T03:35:11.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630541,,,1610612744,14,23,2025-01-30T03:35:48Z,1140000,False,,,0,,M. Moody Free Throw 1 of 2 (1 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,Made,,,,,,,1.0,,,,,,
115,PT03M29.00S,2025-01-30T03:35:11.8Z,1,REGULAR,substitution,out,[],201939,,,1610612744,14,23,2025-01-30T03:35:13Z,1150000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M29.00S,2025-01-30T03:35:11.8Z,1,REGULAR,substitution,in,[],1641764,,,1610612744,14,23,2025-01-30T03:35:13Z,1160000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M29.00S,2025-01-30T03:35:24.5Z,1,REGULAR,substitution,out,[],1629652,,,1610612744,14,23,2025-01-30T03:35:28Z,1170000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M29.00S,2025-01-30T03:35:24.5Z,1,REGULAR,substitution,in,[],1630198,,,1610612744,14,23,2025-01-30T03:35:28Z,1180000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M29.00S,2025-01-30T03:35:11.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630541,,,1610612744,14,23,2025-01-30T03:35:48Z,1190000,False,,,0,,MISS M. Moody Free Throw 2 of 2,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
120,PT03M27.00S,2025-01-30T03:35:13.1Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,14,23,2025-01-30T03:38:09Z,1200000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,119.0,2.0,2.0,0.0,,,,,,,
121,PT03M15.00S,2025-01-30T03:35:57.3Z,1,REGULAR,3pt,Jump Shot,[],1641717,74.98357424441524,10.294117647058822,1610612760,14,23,2025-01-30T03:36:01Z,1210000,False,-199.0,183.0,1,right,MISS C. Wallace 26' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,26.98,Missed,,,,,,,,,,,,,
122,PT03M11.00S,2025-01-30T03:36:01.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,14,23,2025-01-30T03:36:01Z,1220000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,
123,PT03M02.00S,2025-01-30T03:36:10.0Z,1,REGULAR,3pt,Jump Shot,[],1630541,26.10052562417871,14.950980392156863,1610612744,14,23,2025-01-30T03:36:18Z,1230000,False,175.0,193.0,1,left,MISS M. Moody 26' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,26.05,Missed,,,,,,,,,,,,,
124,PT03M01.00S,2025-01-30T03:36:11.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,14,23,2025-01-30T03:36:18Z,1240000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,123.0,,,,,,,,,,
125,PT03M01.00S,2025-01-30T03:36:18.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626172,,,1610612760,14,23,2025-01-30T03:36:28Z,1250000,False,,,0,,K. Looney loose ball personal FOUL (1 PF) (Williams 2 FT),"[1626172, 1631119]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,1628487.0,1.0,0.0,Williams,1631119.0,,,,,,,,,,,,,,,
127,PT03M01.00S,2025-01-30T03:36:57.5Z,1,REGULAR,freethrow,1 of 2,[],1631119,,,1610612760,14,24,2025-01-30T03:36:57Z,1270000,False,,,0,,J. Williams Free Throw 1 of 2 (1 PTS),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,Made,,,,,,,1.0,,,,,,
128,PT03M01.00S,2025-01-30T03:36:58.2Z,1,REGULAR,substitution,out,[],1641717,,,1610612760,14,24,2025-01-30T03:37:03Z,1280000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M01.00S,2025-01-30T03:36:58.2Z,1,REGULAR,substitution,in,[],1627936,,,1610612760,14,24,2025-01-30T03:37:03Z,1290000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M01.00S,2025-01-30T03:37:20.8Z,1,REGULAR,freethrow,2 of 2,[],1631119,,,1610612760,14,25,2025-01-30T03:37:20Z,1300000,False,,,0,,J. Williams Free Throw 2 of 2 (2 PTS),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,Made,,,,,,,2.0,,,,,,
131,PT02M49.00S,2025-01-30T03:37:35.9Z,1,REGULAR,3pt,Jump Shot,[],1630541,8.754927726675426,1.4705882352941175,1610612744,14,25,2025-01-30T03:37:41Z,1310000,False,243.0,30.0,1,left,MISS M. Moody 24' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,,,,,,24.44,Missed,,,,,,,,,,,,,
133,PT02M47.00S,2025-01-30T03:37:37.9Z,1,REGULAR,rebound,offensive,[],1641764,,,1610612744,14,25,2025-01-30T03:38:02Z,1330000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:0),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Right Corner 3,24+ Right,,,,,,,,,,131.0,1.0,0.0,1.0,,,,,,,
134,PT02M39.00S,2025-01-30T03:37:46.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630541,7.440867279894875,36.27450980392157,1610612744,16,25,2025-01-30T03:37:49Z,1340000,False,69.0,17.0,1,left,M. Moody 7' driving floating Jump Shot (3 PTS) (G. Santos 1 AST),"[1630541, 1630611]",1610612744.0,GSW,driving floating,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.08,Made,,,,,,,3.0,,,,G. Santos,1630611.0,1.0
136,PT02M39.00S,2025-01-30T03:37:51.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,16,25,2025-01-30T03:37:51Z,1360000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M39.00S,2025-01-30T03:39:54.6Z,1,REGULAR,substitution,out,[],1627936,,,1610612760,16,25,2025-01-30T03:41:05Z,1370000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M39.00S,2025-01-30T03:39:54.6Z,1,REGULAR,substitution,in,[],1629026,,,1610612760,16,25,2025-01-30T03:41:05Z,1380000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M21.00S,2025-01-30T03:41:40.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,90.48948751642575,51.470588235294116,1610612760,16,27,2025-01-30T03:41:43Z,1390000,False,7.0,37.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (19 PTS) (A. Wiggins 1 AST),"[1628983, 1630598]",1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,3.76,Made,,,,,,,19.0,,,,A. Wiggins,1630598.0,1.0
140,PT02M13.00S,2025-01-30T03:41:50.4Z,1,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612744,16,27,2025-01-30T03:41:56Z,1400000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Podziemski 2 FT),"[1628983, 1641764]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,101284.0,1.0,0.0,Podziemski,1641764.0,,,,,,,,,,,,,,,
143,PT02M13.00S,2025-01-30T03:42:22.0Z,1,REGULAR,freethrow,1 of 2,[],1641764,,,1610612744,17,27,2025-01-30T03:42:22Z,1420000,False,,,0,,B. Podziemski Free Throw 1 of 2 (1 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,Made,,,,,,,1.0,,,,,,
144,PT02M13.00S,2025-01-30T03:42:40.4Z,1,REGULAR,freethrow,2 of 2,[],1641764,,,1610612744,18,27,2025-01-30T03:42:40Z,1430000,False,,,0,,B. Podziemski Free Throw 2 of 2 (2 PTS),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,Made,,,,,,,2.0,,,,,,
145,PT01M57.00S,2025-01-30T03:43:00.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641764,,,1610612760,18,27,2025-01-30T03:43:04Z,1440000,False,,,0,,B. Podziemski shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1641764, 1628983]",1610612744.0,GSW,shooting,,,Podziemski,B. Podziemski,,,,,Mid-Range,8-16 Right,101284.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
147,PT01M57.00S,2025-01-30T03:43:26.4Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,18,28,2025-01-30T03:43:26Z,1460000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (20 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,20.0,,,,,,
148,PT01M57.00S,2025-01-30T03:43:41.8Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,18,29,2025-01-30T03:43:41Z,1470000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (21 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,,,,,,,21.0,,,,,,
149,PT01M38.00S,2025-01-30T03:44:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,7.30946123521682,45.09803921568628,1610612744,20,29,2025-01-30T03:44:06Z,1480000,False,25.0,16.0,1,left,K. Looney Layup (4 PTS) (G. Santos 2 AST),"[1626172, 1630611]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,2.94,Made,,,,,,,4.0,,,,G. Santos,1630611.0,2.0
151,PT01M28.00S,2025-01-30T03:44:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,93.64323258869908,56.372549019607845,1610612760,20,31,2025-01-30T03:44:15Z,1500000,False,32.0,7.0,1,right,A. Wiggins driving Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1630598, 1628983]",1610612760.0,OKC,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,3.27,Made,,,,,,,2.0,,,,S. Gilgeous-Alexander,1628983.0,1.0
153,PT01M19.00S,2025-01-30T03:44:21.3Z,1,REGULAR,3pt,Jump Shot,[],1630611,27.808804204993432,18.137254901960784,1610612744,20,31,2025-01-30T03:45:13Z,1520000,False,159.0,209.0,1,left,MISS G. Santos 26' pullup 3PT,[1630611],1610612744.0,GSW,pullup,,,Santos,G. Santos,,,,,Above the Break 3,24+ Right Center,,,,,,26.27,Missed,,,,,,,,,,,,,
154,PT01M16.00S,2025-01-30T03:44:24.3Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,20,31,2025-01-30T03:44:25Z,1530000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,
155,PT01M10.00S,2025-01-30T03:44:30.8Z,1,REGULAR,3pt,Jump Shot,[],1631119,73.14388961892247,16.176470588235293,1610612760,20,31,2025-01-30T03:45:31Z,1540000,False,-169.0,200.0,1,right,MISS J. Williams 26' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,26.18,Missed,,,,,,,,,,,,,
156,PT01M08.00S,2025-01-30T03:44:32.8Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,20,31,2025-01-30T03:44:36Z,1550000,False,,,0,,G. Santos REBOUND (Off:1 Def:2),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,155.0,3.0,2.0,1.0,,,,,,,
157,PT00M57.50S,2025-01-30T03:44:44.6Z,1,REGULAR,3pt,Jump Shot,[],1630541,27.54599211563732,77.69607843137256,1610612744,20,31,2025-01-30T03:44:48Z,1560000,False,-138.0,206.0,1,left,MISS M. Moody 24' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,,,,24.86,Missed,,,,,,,,,,,,,
158,PT00M54.60S,2025-01-30T03:44:47.5Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,20,31,2025-01-30T03:44:48Z,1570000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,157.0,2.0,2.0,0.0,,,,,,,
159,PT00M36.10S,2025-01-30T03:45:06.1Z,1,REGULAR,3pt,Jump Shot,[],1630198,65.7789914586071,22.326899509803923,1610612760,20,34,2025-01-30T03:45:18Z,1580000,False,-138.0,269.0,1,right,I. Joe 30' 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1630198, 1628983]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,30.27,Made,,,,,,,3.0,,,,S. Gilgeous-Alexander,1628983.0,2.0
161,PT00M28.00S,2025-01-30T03:45:18.1Z,1,REGULAR,3pt,Jump Shot,[],203471,27.54599211563732,14.215686274509803,1610612744,20,34,2025-01-30T03:46:20Z,1600000,False,179.0,206.0,1,left,MISS D. Schröder 27' pullup 3PT,[203471],1610612744.0,GSW,pullup,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,,,,,,27.31,Missed,,,,,,,,,,,,,
162,PT00M26.00S,2025-01-30T03:45:20.1Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,20,34,2025-01-30T04:05:21Z,1610000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,161.0,2.0,2.0,0.0,,,,,,,
164,PT00M24.80S,2025-01-30T03:45:33.0Z,1,REGULAR,substitution,out,[],1629026,,,1610612760,20,34,2025-01-30T03:45:38Z,1630000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M24.80S,2025-01-30T03:45:33.0Z,1,REGULAR,substitution,in,[],1631114,,,1610612760,20,34,2025-01-30T03:45:38Z,1640000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M24.80S,2025-01-30T03:45:53.2Z,1,REGULAR,substitution,out,[],1630611,,,1610612760,20,34,2025-01-30T03:46:05Z,1650000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M24.80S,2025-01-30T03:45:53.2Z,1,REGULAR,substitution,in,[],1627780,,,1610612760,20,34,2025-01-30T03:46:05Z,1660000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
